Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Rue (China) 1 - Ruta graveolens L., fam. Rutaceae","Rue (China) 2 - Ruta graveolens L., fam. Rutaceae",0.9067411501724008,2-Undecanone,0.36,2-Nonanone,0.23,2-Nonyl acetate,0.22,2-Undecyl acetate,0.03,2-Dodecanone,0.02
"Rue (China) 2 - Ruta graveolens L., fam. Rutaceae","Rue (China) 1 - Ruta graveolens L., fam. Rutaceae",0.9067411501724008,2-Undecanone,0.37,2-Nonanone,0.24,2-Nonyl acetate,0.17,2-Undecyl acetate,0.03,2-Decanone,0.01
