Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Coriander fruit (Greece) 1a - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Greece) 1b - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)",0.9182449895039588,Linalool,0.63,Camphor,0.06,para-Cymene,0.04,gamma-Terpinene,0.04,Geraniol,0.03
"Coriander fruit (Greece) 1b - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Greece) 1a - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)",0.9182449895039588,Linalool,0.62,Camphor,0.06,para-Cymene,0.04,gamma-Terpinene,0.04,alpha-Pinene,0.03
"Coriander fruit (Italy) 4 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit 9 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)",0.9994796789162406,Linalool,0.66,alpha-Pinene,0.08,gamma-Terpinene,0.07,Camphor,0.04,Geranyl acetate,0.03
"Coriander, ether extract (Finland) - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander, steamdistilled (Finland) - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)",0.9055745052112548,Linalool,0.7,Geranyl acetate,0.07,gamma-Terpinene,0.07,Camphor,0.05,Limonene,0.04
"Coriander, steamdistilled (Finland) - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander, ether extract (Finland) - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)",0.9055745052112548,Linalool,0.72,Geranyl acetate,0.08,gamma-Terpinene,0.05,Camphor,0.04,Geraniol,0.04
