Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Ageratum conyzoides flower (Fiji) - Ageratum conyzoides L., fam. Asteraceae (Compositae)","Ageratum conyzoides plant 2 (Fiji) - Ageratum conyzoides L., fam. Asteraceae (Compositae)",0.911274002331953,Precocene I,0.45,beta-Caryophyllene,0.2,Precocene II,0.1,beta-Farnesene,0.06,alpha-Farnesene,0.04
"Ageratum conyzoides plant 2 (Fiji) - Ageratum conyzoides L., fam. Asteraceae (Compositae)","Ageratum conyzoides flower (Fiji) - Ageratum conyzoides L., fam. Asteraceae (Compositae)",0.911274002331953,Precocene I,0.49,beta-Caryophyllene,0.19,Precocene II,0.11,alpha-Farnesene,0.05,beta-Farnesene,0.04
