Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Laurel leaf (Italy) 3 - Laurus nobilis L., fam. Lauraceae","Laurel leaf 1 - Laurus nobilis L., fam. Lauraceae",0.9463222799176162,"1,8-Cineole",0.48,alpha-Terpinyl acetate,0.13,Sabinene,0.08,alpha-Pinene,0.07,beta-Pinene,0.05
"Laurel leaf (Morocco) - Laurus nobilis L., fam. Lauraceae","Laurel leaf (Spain) 2 - Laurus nobilis L., fam. Lauraceae",0.9420619360537964,"1,8-Cineole",0.44,Linalool,0.1,Sabinene,0.07,alpha-Pinene,0.06,alpha-Terpinyl acetate,0.06
"Laurel leaf (Spain) 2 - Laurus nobilis L., fam. Lauraceae","Laurel leaf (Morocco) - Laurus nobilis L., fam. Lauraceae",0.9420619360537964,"1,8-Cineole",0.43,Linalool,0.09,Sabinene,0.08,alpha-Terpinyl acetate,0.08,alpha-Pinene,0.06
"Laurel leaf (Yugoslavia) - Laurus nobilis L., fam. Lauraceae","Laurel leaf (Spain) 2 - Laurus nobilis L., fam. Lauraceae",0.9108331173353548,"1,8-Cineole",0.41,alpha-Terpinyl acetate,0.1,Sabinene,0.09,Linalool,0.09,alpha-Pinene,0.06
"Laurel leaf 1 - Laurus nobilis L., fam. Lauraceae","Laurel leaf (Italy) 3 - Laurus nobilis L., fam. Lauraceae",0.9463222799176152,"1,8-Cineole",0.46,alpha-Terpinyl acetate,0.12,Sabinene,0.07,alpha-Pinene,0.06,beta-Pinene,0.04
"Rosemary (Morocco) 1 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Tunisia) 2 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)",0.9015437592838323,"1,8-Cineole",0.48,alpha-Pinene,0.12,Camphor,0.08,beta-Pinene,0.07,Camphene,0.04
"Rosemary (Tunisia) 2 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Morocco) 1 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)",0.9015437592838323,"1,8-Cineole",0.46,alpha-Pinene,0.14,Camphor,0.12,beta-Pinene,0.06,beta-Caryophyllene,0.05
