Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Mentha longifolia (Italy) - Mentha longifolia (L.) Hudson, fam. Lamiaceae (Labiatae)","Mentha suaveolens (Greece) - Mentha suaveolens Ehrh., fam Lamiacae (Labiatae)",0.9310311238507936,Piperitenone oxide,0.77,Germacrene D,0.04,"1,8-Cineole",0.02,Piperitenone,0.01,Piperitone,0.01
"Mentha suaveolens (Greece) - Mentha suaveolens Ehrh., fam Lamiacae (Labiatae)","Mentha longifolia (Italy) - Mentha longifolia (L.) Hudson, fam. Lamiaceae (Labiatae)",0.9310311238507936,Piperitenone oxide,0.76,Germacrene D,0.01,Bisabolene (unknown isomer),0.01,Piperitone oxide,0.01,Dihydrocarveol,0.01
