Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Cinnamomum tamala leaf (Pakistan) - Cinnamomum tamala (Ham.) Nees et Eberm., fam. Lauraceae","Tejpat leaf - Cinnamomum tamala (Ham.) Nees et Eberm., fam. Lauraceae",0.9853822213529212,beta-Caryophyllene,0.25,Linalool,0.13,Caryophyllene oxide,0.1,alpha-Humulene,0.06,alpha-Terpinyl acetate,0.03
"Fern, sweet 1 - Comptonia peregrina (L.) Coulter, fam. Pteridophytae","Fern, sweet 2 - Comptonia peregrina (L.) Coulter, fam. Pteridophytae",0.9103661839522958,(E)-2-Hexenal,0.2,beta-Caryophyllene,0.11,"1,8-Cineole",0.09,Linalool,0.05,Myrcene,0.05
"Fern, sweet 2 - Comptonia peregrina (L.) Coulter, fam. Pteridophytae","Fern, sweet 1 - Comptonia peregrina (L.) Coulter, fam. Pteridophytae",0.9103661839522958,(E)-2-Hexenal,0.17,beta-Caryophyllene,0.13,"1,8-Cineole",0.1,Myrcene,0.07,Nerolidol (unknown isomer),0.06
