Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Hop (Galena cultivar) (USA) - Humulus lupulus L., cultivar Galena, fam. Cannabaceae","Hop (Nugget cultivar) (USA) - Humulus lupulus L., cultivar Nugget, fam. Cannabaceae",0.9405489956328474,Myrcene,0.6,alpha-Humulene,0.22,beta-Caryophyllene,0.1,Geranyl isobutyrate,0.03,Citral,0.01
"Hop (Nugget cultivar) (USA) - Humulus lupulus L., cultivar Nugget, fam. Cannabaceae","Hop (Galena cultivar) (USA) - Humulus lupulus L., cultivar Galena, fam. Cannabaceae",0.9405489956328474,Myrcene,0.64,alpha-Humulene,0.22,beta-Caryophyllene,0.09,Linalool,0.02,Citral,0.01
