Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Pistacia lentiscus (Italy) 1a CO2-extract - Pistacia lentiscus L., fam. Anacardiaceae","Pistacia lentiscus (Italy) 3a CO2 extract leaf - Pistacia lentiscus L., fam. Anacardiaceae",0.9789821387800152,beta-Caryophyllene,0.31,Germacrene D,0.12,2-Undecanone,0.07,delta-Cadinene,0.06,alpha-Humulene,0.04
"Vitex trifolia var. bicolor (Fiji) - Vitex trifolia L. var. bicolor Moldenke (Willd.), fam. Verbenaceae","Vitex trifolia var. bicolor (Thailand) - Vitex trifolia L. var. bicolor Moldenke (Willd.), fam. Verbenaceae",0.995721046188572,beta-Caryophyllene,0.61,Sabinene,0.09,Caryophyllene oxide,0.08,1-Octenol-3,0.04,Terpinen-4-ol,0.03
