Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Orange, sweet (USA) (hydrocarbon-free) - Citrus sinensis (L.) Osbeck, fam. Rutaceae","Orange, sweet, deterpenized - Citrus sinensis (L.) Osbeck, fam. Rutaceae",0.9046005087565524,Linalool,0.3,Octanal,0.14,Decanal,0.13,Geranial,0.04,alpha-Terpineol,0.03
"Orange, sweet, deterpenized - Citrus sinensis (L.) Osbeck, fam. Rutaceae","Orange, sweet (USA) (hydrocarbon-free) - Citrus sinensis (L.) Osbeck, fam. Rutaceae",0.9046005087565524,Linalool,0.28,Decanal,0.17,Octanal,0.12,Geranial,0.06,Neral,0.04
