Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Sassafras bark (Brazil) - Sassafras albidum (Nutt.) Nees, fam. Lauraceae","Sassafras leaf (Brazil) - Sassafras albidum (Nutt.) Nees, fam. Lauraceae",0.9145192378493392,Safrole,0.45,Camphor,0.33,Limonene,0.03,"1,8-Cineole",0.02,alpha-Pinene,0.0
"Sassafras leaf (Brazil) - Sassafras albidum (Nutt.) Nees, fam. Lauraceae","Sassafras bark (Brazil) - Sassafras albidum (Nutt.) Nees, fam. Lauraceae",0.9145192378493392,Safrole,0.45,Camphor,0.31,Limonene,0.05,"1,8-Cineole",0.02,alpha-Pinene,0.01
