Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Nutmeg (India) 8 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (Sri Lanka) 3 - Myristica fragrans Houtt., fam. Myristicaceae",0.90508429044434,Sabinene,0.32,alpha-Pinene,0.14,beta-Pinene,0.13,Terpinen-4-ol,0.07,Limonene,0.04
"Nutmeg (Sri Lanka) 3 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (India) 8 - Myristica fragrans Houtt., fam. Myristicaceae",0.90508429044434,Sabinene,0.34,alpha-Pinene,0.14,beta-Pinene,0.11,Terpinen-4-ol,0.07,Myristicin,0.05
