Plant_Species,Salmonella Typhimurium,Reference,SMILES,Chemical_name,Bit_835,BitInterpretations,Concentration
Foeniculum vulgare,1,DOI:10.1186/s12941-020-00371-1,CC=CC1=CC=C(C=C1)OC,(E)-Anethole,1,"[(2, 'C', 1, 'C=Cc')]",0.7604
Illicium verum,0,DOI:10.2174/1874944501508010030,CC=CC1=CC=C(C=C1)OC,(E)-Anethole,1,"[(2, 'C', 1, 'C=Cc')]",0.827
Neolitsea brassii,0,No Reference,CC1=CCCC(=CC2C(C2(C)C)CC1)C,Bicyclogermacrene,1,"[(13, 'C', 2, 'C=C(C)CCC')]",0.126
Neolitsea australiensis,0,No Reference,CC1=CCCC(=CC2C(C2(C)C)CC1)C,Bicyclogermacrene,1,"[(13, 'C', 2, 'C=C(C)CCC')]",0.12
Elaeagnus angustifolia,1,DOI:10.3390/molecules25092021,CCOC(=O)C=CC1=CC=CC=C1,Ethyl cinnamate,1,"[(6, 'C', 1, 'C=Cc')]",0.3279
Kaempferia galanga,0,10.1002/fsn3.116,CCOC(=O)C=CC1=CC=CC=C1,Ethyl cinnamate,1,"[(6, 'C', 1, 'C=Cc')]",0.1324
Lonicera japonica,1,DOI:10.1155/2015/905063,CC1=CCCC(=C)C=CC(CC1)C(C)C,Germacrene D,1,"[(11, 'C', 2, 'C=C(C)CCC')]",0.28
Carum carvi,1,DOI:10.1080/13880200802055917,CC1=CCCC(=C)C=CC(CC1)C(C)C,Germacrene D,1,"[(11, 'C', 2, 'C=C(C)CCC')]",0.159
Pinus nigra,0,DOI:10.1504/ijewm.2013.055590,CC1=CCCC(=C)C=CC(CC1)C(C)C,Germacrene D,1,"[(11, 'C', 2, 'C=C(C)CCC')]",0.186
Levisticum officinale,1,DOI:10.3389/fvets.2023.1188752,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(6, 'C', 2, 'C=C(C)CCC')]",0.0906
Lippia alba,1,DOI:10.3390/antibiotics10101191,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(6, 'C', 2, 'C=C(C)CCC')]",0.115
Perilla acuta,0,No Reference,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(6, 'C', 2, 'C=C(C)CCC')]",0.204
