Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Aframomum citratum (Cameroon) 1 seed - Aframomum citratum (Pereira) K. Schum., fam. Zingiberaceae","Aframomum citratum (Cameroon) 2b seed - Aframomum citratum (Pereira) K. Schum., fam. Zingiberaceae",0.9975015016921512,Geraniol,0.7,Linalool,0.15,Myrcene,0.02,alpha-Terpineol,0.01,Limonene,0.01
"Cymbopogon khasianus (India) - Cymbopogon khasianus (Munro ex Hack.) Bor, fam. Poaceae (Gramineae)","Palmarosa (India) 3 - Cymbopogon martini (Roxb.) Wats, var. martini, fam. Poaceae (Gramineae)",0.9116894825427828,Geraniol,0.78,Geranyl acetate,0.07,Linalool,0.02,Geranial,0.02,beta-Caryophyllene,0.01
"Ocimum gratissimum (Nigeria) flower - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)","Ocimum gratissimum (Nigeria) stem - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)",0.902651182597732,Geraniol,0.84,Neral,0.04,gamma-Muurolene,0.02,Limonene,0.01,beta-Caryophyllene,0.01
"Ocimum gratissimum (Nigeria) stem - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)","Ocimum gratissimum (Nigeria) flower - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)",0.902651182597732,Geraniol,0.84,gamma-Muurolene,0.04,beta-Caryophyllene,0.02,Neral,0.01,Spathulenol,0.01
"Palmarosa (India) 3 - Cymbopogon martini (Roxb.) Wats, var. martini, fam. Poaceae (Gramineae)","Cymbopogon khasianus (India) - Cymbopogon khasianus (Munro ex Hack.) Bor, fam. Poaceae (Gramineae)",0.9116894825427828,Geraniol,0.8,Geranyl acetate,0.08,Linalool,0.03,beta-Caryophyllene,0.02,Limonene,0.02
"Palmarosa (India) 5 - Cymbopogon martini (Roxb.) Wats, var. martini, fam. Poaceae (Gramineae)","Cymbopogon khasianus (India) - Cymbopogon khasianus (Munro ex Hack.) Bor, fam. Poaceae (Gramineae)",0.9022138704122612,Geraniol,0.79,Geranyl acetate,0.09,Linalool,0.04,Geranyl octanoate,0.01,Geranyl butyrate,0.01
"Palmarosa (India) 7 - Cymbopogon martini (Roxb.) Wats, var. martini, fam. Poaceae (Gramineae)","Palmarosa (India) 9 - Cymbopogon martini (Roxb.) Wats, var. martini, fam. Poaceae (Gramineae)",0.913813758567684,Geraniol,0.85,Geranyl acetate,0.05,Linalool,0.02,Limonene,0.02,Myrcene,0.0
"Palmarosa (India) 9 - Cymbopogon martini (Roxb.) Wats, var. martini, fam. Poaceae (Gramineae)","Palmarosa (India) 7 - Cymbopogon martini (Roxb.) Wats, var. martini, fam. Poaceae (Gramineae)",0.913813758567684,Geraniol,0.85,Geranyl acetate,0.03,Linalool,0.02,6-Methyl-5-hepten-2-one,0.02,Elemol,0.01
"Palmarosa 2 - Cymbopogon martini (Roxb.) Wats, var. martini, fam. Poaceae (Germacreae)","Palmarosa (India) 3 - Cymbopogon martini (Roxb.) Wats, var. martini, fam. Poaceae (Gramineae)",0.9257479258435156,Geraniol,0.81,Geranyl acetate,0.07,Linalool,0.03,(E)-beta-Ocimene,0.01,Neryl acetate,0.01
