Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Oregano, greek (Greece) 4 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)","Oregano, spanish (Greece) 2 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae",0.904995274114996,Carvacrol,0.75,para-Cymene,0.1,gamma-Terpinene,0.06,beta-Caryophyllene,0.01,Myrcene,0.01
"Oregano, spanish (Greece) 2 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae","Oregano, greek (Greece) 4 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)",0.904995274114996,Carvacrol,0.74,para-Cymene,0.08,gamma-Terpinene,0.04,beta-Caryophyllene,0.02,"1,8-Cineole",0.02
"Oregano, spanish (Greece) 3 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae","Origanum dubium (Cyprus) - Origanum dubium Boiss., fam. Lamiaceae (Labiatae)",0.9085506874768438,Carvacrol,0.82,para-Cymene,0.06,gamma-Terpinene,0.03,Myrcene,0.01,trans-Sabinene hydrate,0.01
"Oregano, spanish (Italy) 3 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae","Oregano, spanish (Portugal) 1 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae",0.9132040517583608,Carvacrol,0.78,para-Cymene,0.06,gamma-Terpinene,0.05,beta-Caryophyllene,0.03,Myrcene,0.02
"Oregano, spanish (Portugal) 1 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae","Oregano, spanish (Italy) 3 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae",0.9132040517583608,Carvacrol,0.79,gamma-Terpinene,0.05,para-Cymene,0.04,beta-Caryophyllene,0.03,alpha-Thujene,0.02
"Origanum dubium (Cyprus) - Origanum dubium Boiss., fam. Lamiaceae (Labiatae)","Oregano, spanish (Greece) 3 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae",0.9085506874768438,Carvacrol,0.81,para-Cymene,0.05,gamma-Terpinene,0.03,alpha-Phellandrene,0.02,alpha-Terpinene,0.01
