Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Geranium (China, Beijing) - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (China, Yunnan) 5 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae",0.9015566542192324,Citronellol,0.42,Citronellyl formate,0.12,Isomenthone,0.06,Geraniol,0.05,alpha-Guaiene,0.03
"Geranium (China, Yunnan) 5 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (China, Beijing) - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae",0.9015566542192324,Citronellol,0.44,Citronellyl formate,0.12,Isomenthone,0.05,Geraniol,0.04,2-Phenylethyl tiglate,0.03
