,"Bergamot (Argentina) 1 - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Argentina) 2 - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (China) 1 - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (China) 2 - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (China) 3 - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (China) 4 - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (China) 5 - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (China) 6 - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (France, Corsica) - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Italy) 1 - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Italy) 2 - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Italy) 3 - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Italy) 4 - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Italy) 5a original oil - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Italy) 5b headspace of oil - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Italy) 6 - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Italy) 7 - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Italy, Calabria) 2 - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Italy, Calabria) 3 - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Italy, Calabria) 4 - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Italy, Calabria) 5 - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Italy, Calabria) 6 - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Italy, Calabria) 8 - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Italy, Sicily) 1a Castagnaro - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Italy, Sicily) 1b Fantastico - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Italy, Sicily) 1c Feminello - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Italy, Sicily) 1d PCF - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Italy, Tuscan) - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Ivory coast: Coci) - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Ivory coast: Diva) - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Japan) 1 - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Japan) 2 - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Turkey) 1 - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Turkey) 2 - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Turkey) 3a green fruit - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Turkey) 3b green/yellow fruit - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Turkey) 3c yellow fruit - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot (Uruguay) - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot 1a peel extract - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bergamot 1b peel hydrodistillate - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bitter orange flower headspace (China) - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae","Citrus lumia 1c Citron de Borneo - Citrus lumia Risso & Poit., cultivar Citron de Borneo, fam. Rutaceae","Lemon (France-Corsica) 1j Barum - Citrus limon (L.) Burm. f., cultivar Barum, fam. Rutaceae","Mentha citrata (Bergamot mint) (Japan) 1 - Mentha citrata Ehrh., fam. Lamiaceae (Labiatae)","Myrtle leaf (Greece) - Myrtus communis L., fam. Myrtaceae"
"Bergamot (Italy, Sicily) 1c Feminello - Citrus bergamia Risso et Poiteau, fam. Rutaceae",0.7856570343122078,0.7177947954322421,0.316409867738613,0.468421277287989,0.8516031224442641,0.729712134519632,0.4332787594507478,0.31638034900321776,0.5671933033220102,0.7374487869008304,0.7497038948824631,0.7395138732285212,0.7104015992445565,0.47619573639645973,0.6939183294914196,0.739564588270815,0.5210417110064784,0.47221174758191886,0.5423900334759726,0.7427424050302627,0.7152354476850934,0.7433912066213417,0.6896722486001094,0.5672276924784417,0.7870117096819021,1.0,0.8611453400769092,0.4992980573585445,0.436374375348906,0.5993942744709845,0.5699427219912481,0.4513753526581571,0.7334106578855438,0.5430444381896609,0.6939902315573694,0.8175123326077596,0.9050465659190418,0.7809252318959323,0.8058139287135121,0.6093167515369537,0.315357552931247,0.568472676022646,0.5117816295982021,0.2448394883098831,0.293272014197109
"Bergamot (Italy, Sicily) 1d PCF - Citrus bergamia Risso et Poiteau, fam. Rutaceae",0.7671663910794123,0.6360485742499533,0.2600251501113491,0.42790632429735787,0.8325237608230037,0.6157618524856101,0.4057288253485408,0.2600021580725873,0.48861201671354615,0.7114101915604458,0.6926727191697098,0.6614835961195163,0.6799441194331549,0.37716521924330637,0.5786876469492455,0.7320092685404607,0.527289106577083,0.4228551348873386,0.4735587871401079,0.7400892621931711,0.730887371939001,0.7590468235866432,0.6401650558880274,0.6247539006798156,0.8376513724101222,0.8611453400769092,1.0,0.5377038474269087,0.330466246961059,0.4843908372608724,0.4795070839927227,0.37813657493893227,0.6260784086779216,0.47829757693541575,0.5801151682951882,0.7138201100438151,0.8636884848575237,0.7111227316498387,0.8388779607426359,0.5812448732873201,0.33572409653784785,0.4349135539727427,0.4435619471397758,0.1745415078700573,0.2982946341168704
"Bergamot (Italy, Tuscan) - Citrus bergamia Risso et Poiteau, fam. Rutaceae",0.6255861176014659,0.5181770857998056,0.3701981595942859,0.5523613983769162,0.5816490370929132,0.5074447991495231,0.5109535677148591,0.3701940518541127,0.552279066871334,0.6994380808398974,0.6345901998350539,0.5859245115418397,0.7330619867187044,0.26118740508789084,0.4539987590400363,0.7327892774675921,0.6666928021786055,0.35379574186975016,0.5651793063945764,0.7284934410450187,0.6917228577950456,0.6987325918477929,0.6570206451934255,0.4932017702229281,0.6062023750947241,0.4992980573585445,0.5377038474269087,1.0,0.3439900497009889,0.41450639366034425,0.36633720418561466,0.38321759332958083,0.4428175657704846,0.39579655899681054,0.4965687475482947,0.5602690259301578,0.5499172088390949,0.5957132422364646,0.6459690450043162,0.6354262532123829,0.4551069534461186,0.29757385969084105,0.29019967057338203,0.2953480575398443,0.300667066412875
"Bergamot (Ivory coast: Coci) - Citrus bergamia Risso et Poiteau, fam. Rutaceae",0.41268962673835996,0.4871845962209459,0.30782950159099076,0.3770556199916436,0.3949540875698906,0.6759381530894031,0.2817324781900451,0.3078269072473916,0.7871828302846883,0.4714283995526207,0.6107249268621033,0.6310466831624929,0.5403895630122738,0.7252061413218083,0.7226190078545905,0.4899413239914505,0.2976868734293271,0.2499494523698439,0.761709871029703,0.45036465797159153,0.36746600226079185,0.38808575194771255,0.6335775922980124,0.11693112741689382,0.31661203632493207,0.436374375348906,0.330466246961059,0.3439900497009889,1.0,0.8298099251207518,0.7094052004800622,0.751435394786034,0.664357461540207,0.6341077513314954,0.6764302016905777,0.5888900576560916,0.45168877707517674,0.5001062029246373,0.37115870495082715,0.39792680110579315,0.11661020097663122,0.669540128904363,0.26086120474872443,0.544608366506181,0.20033598799660013
"Bergamot (Ivory coast: Diva) - Citrus bergamia Risso et Poiteau, fam. Rutaceae",0.5577922778969968,0.6279055160784099,0.36807031332396345,0.4607785928816627,0.5499920741642625,0.8307636476838123,0.3748883626490571,0.3680674716669443,0.8206724080911512,0.5992623271636341,0.7319956402992789,0.7618118191288951,0.6511901747544853,0.7333759528962787,0.8772382467245492,0.6096291970871007,0.3996580744989112,0.3705348437479534,0.774439551030405,0.5764474060998327,0.4995601783613657,0.5218601903520843,0.7297647267958447,0.26166164090451993,0.4656028737978787,0.5993942744709845,0.4843908372608724,0.41450639366034425,0.8298099251207518,1.0,0.7695160524719591,0.7136761441198698,0.8073996846856171,0.6780532000011825,0.8199895523249562,0.7441607098518472,0.6038559233199705,0.6447930339823473,0.5163462714559177,0.5119403137795667,0.2020415377810898,0.7785288698141735,0.39427375863542113,0.4926036080342969,0.2549484534495735
"Bergamot (Japan) 1 - Citrus bergamia Risso et Poiteau, fam. Rutaceae",0.48618088411001814,0.49214127503442906,0.21383953154158464,0.3126005057070542,0.4869455266144621,0.6895411468626829,0.22742655390944622,0.2138107668946191,0.7180791261751851,0.5065522762761274,0.6849031042805962,0.7283884228226815,0.5712006277758264,0.8322346897721569,0.7836444411984556,0.564700930331381,0.2949320145037626,0.23482409445320018,0.7107128557110383,0.4989665137159248,0.414079399262547,0.4450925370572383,0.6870390583832384,0.18327044939576687,0.4097049048921543,0.5699427219912481,0.4795070839927227,0.36633720418561466,0.7094052004800622,0.7695160524719591,1.0,0.7912949202393028,0.8041266197706757,0.7964841567079464,0.6477187365013237,0.6483223062441748,0.5972130367681032,0.5312940333784137,0.46396862470245914,0.3798111285391129,0.12774154947387506,0.6027188436985333,0.24709505453112612,0.45787561656382914,0.32181475820900207
"Bergamot (Japan) 2 - Citrus bergamia Risso et Poiteau, fam. Rutaceae",0.39681562746727994,0.3981549358675396,0.16321772278071023,0.2692480784732636,0.3871486865235563,0.6041938162889071,0.1747778529637215,0.1632248155096011,0.7497440262581567,0.44750146895340104,0.6413469377337191,0.6347685739662516,0.5376864009885067,0.7936563396409676,0.6704182941814053,0.5120243843014533,0.2500232687797146,0.1319020504545042,0.7677654695347058,0.44681978791099386,0.3495132947979005,0.3799569492205429,0.674397289898045,0.09468740501913975,0.3215637976236534,0.4513753526581572,0.37813657493893227,0.38321759332958083,0.751435394786034,0.7136761441198698,0.7912949202393028,1.0,0.689750720409519,0.7973199222538101,0.570993771329946,0.5582510457995276,0.496660530193738,0.4467090431857975,0.3843591488018814,0.32537076125978426,0.07835530093955678,0.5019182031725531,0.13293123645515714,0.508661137921669,0.3036809069767794
"Bergamot (Turkey) 1 - Citrus bergamia Risso et Poiteau, fam. Rutaceae",0.6229172845002234,0.624843943332847,0.28333211180756734,0.4080798807127888,0.6407262826675852,0.8206542485841625,0.3352069611296411,0.2833066733631302,0.7330755553785969,0.6365943143773536,0.796350650890024,0.8088722826656313,0.6799770244406856,0.7311839654959943,0.8628579439528269,0.6683680867477102,0.40416689835551733,0.35015275743679153,0.7117838851020515,0.6268888623650297,0.5500715518912362,0.5814289455740626,0.7678456907108466,0.33162048335627836,0.5589901941498665,0.7334106578855438,0.6260784086779216,0.4428175657704846,0.664357461540207,0.8073996846856171,0.8041266197706757,0.6897507204095193,1.0,0.7533701263568211,0.7680775966449154,0.8046051739890456,0.7501631147609089,0.6741431336395761,0.6102575728606745,0.5045536796355081,0.19644775151404936,0.6796468913512173,0.38207400931695246,0.40326037819600646,0.3225637049336272
"Bergamot (Turkey) 2 - Citrus bergamia Risso et Poiteau, fam. Rutaceae",0.46145301939373895,0.41712082510130544,0.1455411198858213,0.27041593157523514,0.4631666323697021,0.6303414631374193,0.18261200352805396,0.14555390768808296,0.6776776314996928,0.4909057565632917,0.6708126703016053,0.6691821368230779,0.5583047214967909,0.7814208011224104,0.6808215393465105,0.5470105385349244,0.2822729546271243,0.15952924653764333,0.6995950811706579,0.48555917322176345,0.39517159011987024,0.4301336764800373,0.6853508407519053,0.160833208618117,0.3941669422292935,0.5430444381896609,0.47829757693541575,0.39579655899681054,0.6341077513314954,0.6780532000011825,0.7964841567079464,0.7973199222538101,0.7533701263568211,1.0,0.5822542673765982,0.612099294740341,0.6013267318017772,0.48256963035799827,0.46384508458266227,0.35317088760524495,0.0641030582754909,0.49266875582818626,0.16691672072999597,0.43560193994437,0.3859495014350873
"Bergamot (Turkey) 3a green fruit - Citrus bergamia Risso et Poiteau, fam. Rutaceae",0.6974474414294674,0.7861453513473351,0.48727167158646345,0.6033361188079691,0.6867938844785606,0.9346342267004328,0.5297077215383726,0.4871849523272991,0.7591865690794445,0.7380155740972665,0.7686864032762589,0.8061609408355278,0.7480579720760413,0.5803618409979255,0.8466265582797212,0.7018233018516482,0.5473176985990733,0.5280795303190713,0.7145193853707981,0.6983638670796262,0.6425382615643417,0.6579484386402239,0.7489535286818058,0.41955723910052667,0.6010104133375769,0.6939902315573694,0.5801151682951882,0.4965687475482947,0.6764302016905777,0.8199895523249562,0.6477187365013237,0.570993771329946,0.7680775966449154,0.5822542673765982,1.0,0.8624532942195634,0.6822345306949074,0.7996757893233569,0.6432276653243444,0.6706895387706,0.3145270054712612,0.7954689897512208,0.5526043339784055,0.4282561766079851,0.25299718532015325
"Bergamot (Turkey) 3b green/yellow fruit - Citrus bergamia Risso et Poiteau, fam. Rutaceae",0.7908852394169557,0.7901855987009021,0.42846877891037827,0.5768276397816314,0.7985645848227436,0.8948105978595429,0.5155195170175334,0.42839098061523817,0.7221073847528472,0.8141602285290342,0.8484534044038514,0.8584848235271539,0.814955425386222,0.5596065804342248,0.8189787569657857,0.7941039039439,0.5826065387123163,0.5131992697765402,0.6917407283985815,0.7886579979375355,0.7267257593551838,0.7522274229167053,0.8037700210266361,0.5025872818904105,0.71293767603742,0.8175123326077596,0.7138201100438151,0.5602690259301578,0.5888900576560916,0.7441607098518472,0.6483223062441748,0.5582510457995276,0.8046051739890456,0.612099294740341,0.8624532942195634,1.0,0.8176918811300518,0.8589257653928428,0.7618409551728648,0.690935309212202,0.3397659930941689,0.686241925109423,0.5342260610969174,0.375926546151207,0.3085433595021452
"Bergamot (Turkey) 3c yellow fruit - Citrus bergamia Risso et Poiteau, fam. Rutaceae",0.7756592930887317,0.6697975631081525,0.2946455690110753,0.45813342730709583,0.8237872413281745,0.7260028843709183,0.4136744656776392,0.29456872283791957,0.5979724891802154,0.7502072189387011,0.7917464707645856,0.7654660435938503,0.7423670448617228,0.5016511774376654,0.6929850358684586,0.7727214827429884,0.5272941931256865,0.42228508004081233,0.5850417896113806,0.760236875669291,0.7122029006344431,0.7473351390177921,0.73879103030617,0.5357902436092282,0.7691704644135815,0.9050465659190418,0.8636884848575237,0.5499172088390949,0.45168877707517674,0.6038559233199705,0.5972130367681032,0.496660530193738,0.7501631147609089,0.6013267318017772,0.6822345306949074,0.8176918811300518,1.0,0.7536787162815768,0.816003002974501,0.6004988060646497,0.29954358689562943,0.5318028272912599,0.4436986545851982,0.2722500763364606,0.3441085089520648
"Bergamot (Uruguay) - Citrus bergamia Risso et Poiteau, fam. Rutaceae",0.860675743542049,0.8941618593325446,0.5115773801600929,0.6698657790201032,0.8512499511506657,0.7970321037782248,0.6290325829585699,0.5115222343695737,0.6480438264950807,0.8772873463690801,0.7700660497118549,0.7781907824436092,0.8221939859954508,0.43231529367567856,0.7157160728746321,0.8116381565368882,0.6791455460965392,0.6199587502662955,0.611757657286649,0.8490109486639,0.8287223213500488,0.8376236286469666,0.7305696407502847,0.6141133512073135,0.7856209700270741,0.7809252318959323,0.7111227316498387,0.5957132422364646,0.5001062029246373,0.6447930339823473,0.5312940333784137,0.4467090431857975,0.6741431336395761,0.48256963035799827,0.7996757893233569,0.8589257653928428,0.7536787162815768,1.0,0.8051508098799945,0.796074796936628,0.45127894185944384,0.6354399448688205,0.6291344151309545,0.32571869024003497,0.2582253766290542
"Bergamot 1a peel extract - Citrus bergamia Risso et Poiteau, fam. Rutaceae",0.8852072220592755,0.7169652380873539,0.3890159852311945,0.5692942999481023,0.9049366851693672,0.6647151133708569,0.5459732455650776,0.389046223642605,0.5464562285203763,0.8454808512449723,0.7310643155362027,0.7058090904927208,0.7795197366728497,0.3576289343452672,0.598931093114053,0.8190784888866208,0.6720071807833777,0.5225866033846891,0.5295223425221653,0.8610263686312984,0.8666551612926923,0.8941563955982514,0.6873269599395316,0.6897217816199768,0.903198383786959,0.8058139287135121,0.8388779607426359,0.6459690450043162,0.37115870495082715,0.5163462714559177,0.46396862470245914,0.3843591488018814,0.6102575728606745,0.46384508458266227,0.6432276653243444,0.7618409551728648,0.816003002974501,0.8051508098799945,1.0,0.7273710527637038,0.4196262490467939,0.4703317968453581,0.5171247705527648,0.2394958826104039,0.30960318645675877
"Bergamot 1b peel hydrodistillate - Citrus bergamia Risso et Poiteau, fam. Rutaceae",0.7826014480049382,0.7746185466110351,0.6322518969167513,0.8285486183570631,0.7308594381583876,0.6504826266601069,0.80037896009241,0.6324541438038718,0.5535524460063503,0.8248247380627828,0.6329809385143148,0.6398513875312628,0.7429532013683153,0.2832288347835138,0.5590111060771754,0.7217941014332294,0.8176099276764639,0.6766133952972566,0.5263668348542399,0.7811430439780208,0.81339581947811,0.7926613293522136,0.6159727717108154,0.6425600593825005,0.7087130824518482,0.6093167515369537,0.5812448732873201,0.6354262532123829,0.39792680110579315,0.5119403137795667,0.3798111285391129,0.32537076125978426,0.5045536796355081,0.35317088760524495,0.6706895387706,0.690935309212202,0.6004988060646497,0.796074796936628,0.7273710527637038,1.0,0.5081230660619129,0.5113992536406021,0.627743184901439,0.2883945376856759,0.21384692612290324
"Bitter orange flower headspace (China) - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae",0.46309780824010427,0.4679400285525549,0.45414276399410003,0.5205317040844186,0.421232208547592,0.30223743705149597,0.5483483753358114,0.45353449995186945,0.27339318108951893,0.4597722219989657,0.33335213805207453,0.3484476882781046,0.4314445115937984,0.006031883439575947,0.26596411608582515,0.46379757236465524,0.5594555982992014,0.4631368679689606,0.24237761080685172,0.47434409400660427,0.513526436288671,0.48817112848365884,0.33108618135362833,0.49853976770542385,0.4554827776752556,0.315357552931247,0.33572409653784785,0.4551069534461186,0.11661020097663122,0.2020415377810898,0.12774154947387506,0.07835530093955678,0.19644775151404936,0.0641030582754909,0.3145270054712612,0.3397659930941689,0.29954358689562943,0.45127894185944384,0.4196262490467939,0.5081230660619129,1.0,0.19803302723915694,0.3846984867050933,0.07384282608474957,0.0
"Citrus lumia 1c Citron de Borneo - Citrus lumia Risso & Poit., cultivar Citron de Borneo, fam. Rutaceae",0.5329235253131339,0.6723595274434762,0.4285702361287137,0.48043146818931215,0.5330970867558853,0.7669753560735415,0.41432125697593813,0.4284524835242023,0.6297296382076065,0.547325296225825,0.5910371729605037,0.6443864314100212,0.5504281907819449,0.5768414493594803,0.7638789714455475,0.513255418455646,0.38239356178237416,0.47459631439874683,0.578371421237132,0.5084100758736039,0.46651103876808353,0.4775649906790138,0.5695777627466645,0.28186342689927224,0.4423377273166279,0.568472676022646,0.4349135539727427,0.29757385969084105,0.669540128904363,0.7785288698141735,0.6027188436985333,0.5019182031725529,0.6796468913512173,0.49266875582818626,0.7954689897512208,0.686241925109423,0.5318028272912599,0.6354399448688205,0.4703317968453581,0.5113992536406021,0.19803302723915694,1.0,0.5365184602778585,0.3802290006257676,0.13628966124959419
"Lemon (France-Corsica) 1j Barum - Citrus limon (L.) Burm. f., cultivar Barum, fam. Rutaceae",0.586217013014148,0.7069774751461,0.561116068430715,0.604310485537022,0.5845655245439155,0.5193660611630933,0.6358838665423565,0.560962764743842,0.3371814405931377,0.5489566966838292,0.40816462580897117,0.4494912002569781,0.46434668899877485,0.16708293190750334,0.44727411181531773,0.45711345874599074,0.5319149779198041,0.8025967517178617,0.28984047125799683,0.5091926682030591,0.561492100666615,0.5411436507010081,0.36900822847764114,0.5608668991439636,0.5454668030780664,0.5117816295982021,0.4435619471397758,0.29019967057338203,0.26086120474872443,0.39427375863542113,0.24709505453112612,0.13293123645515714,0.38207400931695246,0.16691672072999597,0.5526043339784055,0.5342260610969174,0.4436986545851982,0.6291344151309545,0.5171247705527648,0.627743184901439,0.3846984867050933,0.5365184602778585,1.0,0.11216382852281326,0.010290011593986237
"Mentha citrata (Bergamot mint) (Japan) 1 - Mentha citrata Ehrh., fam. Lamiaceae (Labiatae)",0.29203274957153114,0.3049316562638541,0.2670063924238948,0.31307811270220953,0.24562147188331773,0.4293621148457417,0.2179610449585878,0.2670046899810262,0.5422932036088264,0.3386597602003816,0.4116239228802837,0.44940495887687226,0.3911801921508222,0.42647046747779427,0.45290404691522446,0.3618972575898355,0.23660848674394486,0.15403026497851646,0.5415033024327579,0.3129419677475489,0.2447269674172109,0.25970719122168395,0.44111177796415124,0.014414499059203667,0.18063211434438664,0.2448394883098831,0.1745415078700573,0.2953480575398443,0.544608366506181,0.4926036080342969,0.45787561656382914,0.508661137921669,0.40326037819600646,0.43560193994437,0.4282561766079851,0.375926546151207,0.2722500763364606,0.32571869024003497,0.2394958826104039,0.2883945376856759,0.07384282608474957,0.3802290006257676,0.11216382852281326,1.0,0.3842245929424033
"Myrtle leaf (Greece) - Myrtus communis L., fam. Myrtaceae",0.30859305693766526,0.19258287563791077,0.04013176810029373,0.16142943646788133,0.28856042322768816,0.28696361601916553,0.09722351171337862,0.04010636980703908,0.3060676309676339,0.3099698062851278,0.3509337925169468,0.36437223343644876,0.3284368192285615,0.24905712854718876,0.29125770453492505,0.3498780297697326,0.20969641707601216,0.05528560082800882,0.3240136132662996,0.30287474879485354,0.25713105306992556,0.28001886922537156,0.35285922758774113,0.10388168106333973,0.2550026647448419,0.293272014197109,0.2982946341168704,0.300667066412875,0.20033598799660013,0.2549484534495735,0.32181475820900207,0.3036809069767794,0.3225637049336272,0.3859495014350873,0.25299718532015325,0.3085433595021452,0.3441085089520648,0.2582253766290542,0.30960318645675877,0.21384692612290324,0.0,0.13628966124959419,0.010290011593986237,0.3842245929424033,1.0
