,"Bay, West Indian (Benin) - Pimenta racemosa var. racemosa (P. Miller) J.W. Moore, fam. Myrtaceae","Bay, West Indian (Guadeloupe) 1a - Pimenta racemosa var. racemosa (P. Miller) J.W. Moore, fam. Myrtaceae","Bay, West Indian 2 - Pimenta racemosa var. racemosa (P. Miller) J.W. Moore, fam. Myrtaceae","Bay, West Indian 3 - Pimenta racemosa var. racemosa (P. Miller) J.W. Moore, fam. Myrtaceae","Betel leaf Bangla (India) - Piper betle L. var. Bangla, fam. Piperaceae","Cinnamomum impressinervium - Cinnamomum impressinervium Meissn., fam. Lauraceae","Cinnamon leaf (Brazil) 1a - Cinnamomum zeylanicum Blume (C. verum L. Presl.), fam. Lauraceae","Cinnamon leaf (Brazil) 1b - Cinnamomum zeylanicum Blume (C. verum L. Presl.), fam. Lauraceae","Cinnamon leaf (Cameroon) - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamon leaf (China) 1 - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamon leaf (China) 2 - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamon leaf (India) 1a - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamon leaf (India) 1b - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamon leaf (India) 3a - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamon leaf (India) 3b - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamon leaf (India) 3c - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamon leaf (India) 4 - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamon leaf (Madagascar) 1 - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamon leaf (Seychelles) - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamon leaf (Sri Lanka) - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamon leaf 1 - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae","Cinnamon leaf 2 - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae",Clove bud (India) - Eugenia caryophyllus (Spreng.) Bullock & Harrison (E.caryophyllata Thunb.),"Clove bud (Madagascar) 1 - Eugenia caryophyllus (Spreng.) Bullock & Harrison, fam. Myrtaceae","Clove bud (Madagascar) 2 - Eugenia caryophyllus (Spreng.) Bullock & Harrison, fam. Myrtaceae",Clove bud (Malagasy) - Eugenia caryophyllus (Spreng.) Bullock & Harrison (E.caryophyllata Thunb.),Clove bud 1 - Eugenia caryophyllus (Spreng.) Bullock & Harrison (E.caryophyllata Thunb.),Clove bud 2 - Eugenia caryophyllus (Spreng.) Bullock & Harrison (E.caryophyllata Thunb.),Clove bud 4 - Eugenia caryophyllus (Spreng.) Bullock & Harrison (E.caryophyllata Thunb.),Clove bud 5 - Eugenia caryophyllus (Spreng.) Bullock & Harrison (E.caryophyllata Thunb.),Clove bud 6 - Eugenia caryophyllus (Spreng.) Bullock & Harrison (E.caryophyllata Thunb.),Clove bud 7 - Eugenia caryophyllus (Spreng.) Bullock & Harrison (E.caryophyllata Thunb.),"Clove bud 8 - Eugenia caryophyllus (Spreng.) Bullock & Harrison, fam. Myrtaceae","Clove leaf (India) - Eugenia caryophyllus (Spreng.) Bullock & Harrison, fam. Myrtaceae","Clove leaf (Indonesia) 1 - Eugenia caryophyllus (Spreng.) Bullock & Harrison, fam. Myrtaceae","Clove leaf (Indonesia) 2 - Eugenia caryophyllus (Spreng.) Bullock & Harrison, fam. Myrtaceae","Clove stem (Madagascar) - Eugenia caryophyllus (Spreng.) Bullock & Harrison, fam. Myrtaceae",Clove stem - Eugenia caryophyllus (Spreng.) Bullock & Harrison (E.caryophyllata Thunb.),"Couroupita guaianensis flower (Malaysia) - Couroupita guianensis Auble, fam. Lecythidaceae","Hyptis suaveolens (Vietnam) - Hyptis suaveolens (L.) Poit., fam. Lamiaceae (Labiatae)","Ocimum gratissimum (Bangladesh) 1b - Ocimum gratissimum L., var. clocimum, fam. Lamiaceae (Labiatae)","Ocimum gratissimum (China) 1 - Ocimum gratissimum L., var. suave, fam. Lamiaceae (Labiatae)","Ocimum gratissimum (China) 2 - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)","Ocimum gratissimum (China) 3 - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)","Ocimum gratissimum (China) 4 - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)","Ocimum gratissimum (India) 1 - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)","Ocimum gratissimum (India) 2 - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)","Ocimum gratissimum (Madagascar) - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)","Ocimum gratissimum (Tahiti) - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)","Ocimum gratissimum (USSR) - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)","Pimenta jamaicensis 2 - Pimenta jamaicensis (Britton & Harris) Proctor, fam. Myrtaceae","Pimento (Allspice) (Cuba) 1 (berry) - Pimenta dioica (L.) Merr. (P. officinalis Lindl.), fam. Myrtaceae","Pimento (Allspice) (Cuba) 2 (leaf) - Pimenta dioica (L.) Merr. (P. officinalis Lindl.), fam. Myrtaceae","Pimento (Allspice) (Grenada) - Pimenta dioica (L.) Merr. (P. officinalis Lindl.), fam. Myrtaceae","Pimento (Allspice) (Guatamala) - Pimenta dioica (L.) Merr. (P. officinalis Lindl.), fam. Myrtaceae","Pimento (Allspice) (Honduras) - Pimenta dioica (L.) Merr. (P. officinalis Lindl.), fam. Myrtaceae","Pimento (Allspice) (Jamaica) 1 - Pimenta dioica (L.) Merr. (P. officinalis Lindl.), fam. Myrtaceae","Pimento (Allspice) (Jamaica) 2 - Pimenta dioica (L.) Merr. (P. officinalis Lindl.), fam. Myrtaceae","Pimento (Allspice) (Jamaica) 3 - Pimenta dioica (L.) Merr. (P. officinalis Lindl.), fam. Myrtaceae","Pimento (Allspice) (Mexico) 1 - Pimenta dioica (L.) Merr. (P. officinalis Lindl.), fam. Myrtaceae","Pimento (Allspice) 1 - Pimenta dioica (L.) Merr. (P. officinalis Lindl.), fam. Myrtaceae","Pimento (Allspice) 2 - Pimenta dioica (L.) Merr. (P. officinalis Lindl.), fam. Myrtaceae","Pimento (Allspice) 3 - Pimenta dioica (L.) Merr. (P. officinalis Lindl.), fam. Myrtaceae","Tejpat leaf (eugenol-type) 1 - Cinnamomum tamala (Ham.) Nees et Eberm., fam. Lauraceae"
"Cinnamon leaf (Madagascar) 1 - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae",0.4475225710974263,0.5857798055835108,0.49268812052524813,0.6812838126754601,0.6199850116387908,0.6464507475214905,0.5502215871069327,0.355382410087446,0.6979178217658055,0.7438753830993599,0.7753710692644138,0.7164787312397192,0.7166160761096381,0.6114481453574376,0.5635125409684901,0.6626894440931909,0.7778068291091366,1.0,0.8508679864006663,0.834645442606381,0.6810130822831533,0.79745443196185,0.604391882619723,0.7718329574460812,0.8197816299537054,0.6033555470024701,0.6966736028136178,0.7425188666117507,0.6360144791166222,0.7398320936306934,0.7277793902482701,0.7972816572572644,0.6769590470744371,0.5591019871226293,0.5461563842392239,0.8020557762844297,0.7496874300082277,0.589103635957594,0.3885308694537404,0.7625963808680825,0.6565215442242623,0.6745813041156438,0.6938548724894092,0.8368180616570638,0.5325276804343618,0.7781795902487204,0.6634404131965711,0.4701252178660562,0.7314049839443487,0.6477508667321967,0.7602221731670633,0.6816789016454563,0.6811703331245156,0.802525121683699,0.797523219108772,0.5450722892949239,0.8104506680172596,0.8027323012696725,0.8740819351202078,0.39555280505568513,0.8111835729140324,0.7699205001218828,0.7700977827093732,0.8093171634201803
"Cinnamon leaf (Seychelles) - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae",0.44813992528219815,0.5954049696817999,0.49941508352709163,0.6857372076795462,0.6444856208490666,0.6299068912990646,0.5358363472320963,0.3676488379497709,0.7068467891498587,0.7233172356945035,0.7834791622471494,0.7049945962719211,0.7126696797721335,0.5952491725069762,0.5462073484823333,0.6600321638768685,0.7688598513611853,0.8508679864006663,1.0,0.9177764334756332,0.6577462920342065,0.7956809480611536,0.6131874022751802,0.7544737801128432,0.8298084505621612,0.6154523919253576,0.665766813279665,0.7200955590078258,0.6343910667966136,0.7342723193674672,0.7108465109063529,0.8200005638900691,0.6577762270930527,0.5385352408013822,0.52757750318952,0.7752350075206117,0.725340057857584,0.5698100887964779,0.4066403027360016,0.7463137992945107,0.6645913119251465,0.6678988820327472,0.6823208729586807,0.8259246612156607,0.5148827983047282,0.7619810373058741,0.6447639922468686,0.4822066078508275,0.7273039838266673,0.6657855578728415,0.7564679371640808,0.6580183019414252,0.6870201819063332,0.7751258371987441,0.7814273963351563,0.5496804578288135,0.7994238527108389,0.7974107697051337,0.8596687425923273,0.40547816091458966,0.8064208602472767,0.7510143830027698,0.7519103288970211,0.7939370327497945
"Cinnamon leaf (Sri Lanka) - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae",0.43725900754664404,0.5891069364729205,0.49064335135437387,0.6740427451990363,0.6315413117413757,0.6237921545010121,0.5346873669718937,0.3777196883632278,0.7014991853537038,0.7249098028632086,0.8093107471349436,0.700920235304594,0.7379377890690022,0.5920031328186182,0.5436857493064879,0.6715771708160951,0.7646141980592472,0.834645442606381,0.9177764334756332,1.0,0.6625359562795715,0.7964639398674381,0.5968138384622836,0.7422418088897508,0.808781952442617,0.5974271781461573,0.6630177570775546,0.7105849511482644,0.622750547516308,0.7193417394872617,0.6984124009714492,0.8045691606636056,0.6504956990909703,0.5359524690607684,0.5247534762565237,0.7698291561524874,0.7171721162456148,0.5655490299703161,0.40672134658389325,0.7328049843603561,0.6569147563056457,0.6610479524037717,0.676231174057612,0.815540659332795,0.511838225198908,0.7560284041356942,0.6405978943397671,0.47084643164399353,0.7190035922653931,0.6551548812912991,0.7404514932151469,0.6511780239503825,0.6765818017079726,0.764946718484028,0.7669268840679099,0.5413216737986218,0.7870047000224951,0.7797305395633337,0.8441381632701692,0.39836220616421925,0.7892585391368786,0.7434837419136555,0.7393869628079721,0.7797071180394679
"Cinnamon leaf 1 - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae",0.24102437822970046,0.37252458744829775,0.3071554245349375,0.43238225171492517,0.48253179430355564,0.8957850617522332,0.854887916168986,0.21809637216515398,0.8897863633162763,0.9126836251105714,0.6415486516583675,0.9089089831846029,0.8544764789222217,0.9101462949702698,0.8683841619102447,0.8113146981332459,0.7656444336635262,0.681013082283153,0.6577462920342065,0.6625359562795717,1.0,0.8154796150028412,0.4603587867166634,0.739703622190083,0.6937187824249024,0.5288283016908779,0.8090276405477128,0.6400882328381052,0.44902282662372694,0.6261077416602749,0.7027162455308146,0.5340793575608047,0.8853955240291455,0.8555658391092407,0.8482813131682637,0.6476758831246885,0.8016099792700454,0.8836312593391942,0.1406215350624761,0.5943815646441478,0.5231623412340133,0.7320680032963907,0.8740774866328025,0.6674467548272001,0.8339924796269342,0.7749814728231897,0.9118923965154535,0.1966128196214778,0.7192725756759897,0.42224863450364425,0.5166824833695218,0.9101413734661545,0.4041372947000582,0.8250634662044263,0.6100840476779712,0.3481456403806422,0.7153011599733745,0.6227566041463546,0.7412706259726835,0.18615758854409892,0.6349810844879441,0.8316430288573793,0.8326300686093647,0.8233640193046167
"Cinnamon leaf 2 - Cinnamomum zeylanicum Blume (C. verum L. Presl), fam. Lauraceae",0.35310378440087886,0.4997899418442868,0.41461701692827124,0.5682006411552507,0.6312576914562377,0.7694303193822404,0.6843405323992396,0.2992232700325961,0.821167242998555,0.8644115704809907,0.7736175654266552,0.8514740489126142,0.8541117647188191,0.7460243016271425,0.7002636569082197,0.8238320632699196,0.8771408367293215,0.7974544319618496,0.7956809480611536,0.7964639398674386,0.8154796150028412,1.0,0.6086015309216575,0.8399932162267164,0.8461007885711909,0.6595478770202743,0.7719696396709029,0.744422324242764,0.59676075528729,0.7632104598674629,0.7965105138934364,0.6840471201495006,0.8161178234184145,0.6872179643895439,0.6768602694890696,0.7474577722631373,0.840405184955763,0.7257320727438105,0.29019707178203236,0.6940062938282402,0.6157491665938679,0.733507217121276,0.8031545034828809,0.7808641741814695,0.6640347625383259,0.8274712056141152,0.783472558508258,0.3406463685781128,0.7636209400075795,0.5528931735697602,0.6455885226570104,0.7901359731968618,0.5479698672768099,0.8575530392219295,0.7199557707205176,0.46000114570890804,0.8000701613790752,0.7320322993960825,0.8503291686128808,0.30380052385283973,0.7454481470966583,0.8439439289395507,0.8411471196911622,0.875030948699848
Clove bud (India) - Eugenia caryophyllus (Spreng.) Bullock & Harrison (E.caryophyllata Thunb.),0.3507535721225873,0.4639229666309327,0.38821454196418503,0.5490488986557449,0.7876995715445735,0.4340798908064283,0.34440923906804255,0.2731513318774649,0.4659078547050606,0.5158170434536158,0.6150468112146521,0.4796386628989976,0.5192237291340762,0.40392391145311934,0.3660398655147311,0.5740680922237571,0.5601481697632553,0.604391882619723,0.6131874022751802,0.5968138384622836,0.4603587867166634,0.6086015309216575,1.0,0.6934997788885713,0.720504003813359,0.85158793012561,0.5092229119007134,0.7104822365411062,0.8372306881474253,0.811006046904369,0.7203431898311018,0.6393854002117305,0.52808716421867,0.35995057060450764,0.3443476557207431,0.6253782522753477,0.6105282112955932,0.4080680164537249,0.32996977490809787,0.5562102814364758,0.5025996410896824,0.4673186402037942,0.4639262388740715,0.6141895486270337,0.33133973076236023,0.5421247615212657,0.440747606533325,0.40999179090078064,0.5144641645773125,0.5333561305066534,0.5845180276610644,0.45320762809098836,0.5831074325387378,0.5506652344751148,0.5910615161097503,0.4501896862569188,0.5764555450553301,0.5826228005066068,0.6003417682164303,0.3367701701951723,0.5865500939266051,0.5327471402241266,0.5099503189941947,0.553478766785301
"Clove bud (Madagascar) 1 - Eugenia caryophyllus (Spreng.) Bullock & Harrison, fam. Myrtaceae",0.33649829136240705,0.470657396290584,0.394949760751236,0.5603761867947161,0.6470363674694368,0.7045744622271085,0.622361993236977,0.28220524357762466,0.7394533190294024,0.786081738728484,0.7069340448769996,0.7566531073036299,0.7519299969335468,0.6821666240760966,0.6423763209086388,0.766338743661282,0.758653849699819,0.7718329574460808,0.7544737801128432,0.7422418088897511,0.739703622190083,0.8399932162267164,0.6934997788885713,1.0,0.8528246038164451,0.7116649734865327,0.8114519343974256,0.8808718238303034,0.6998520111677722,0.8722180835313117,0.9422174979441299,0.6799762986635893,0.8098988501937012,0.6461443453023389,0.6254209875099037,0.8220974776210177,0.9154353958020129,0.6885184899644555,0.26049220421208963,0.6783190430205667,0.5934497401995682,0.6828173901308623,0.728717215862313,0.790037659777544,0.6097308031031721,0.7811792841189609,0.7231143767470618,0.3398064065999631,0.7160640840866528,0.5468834830478579,0.6445085509753619,0.7377544792139035,0.570017654172909,0.8247681161282884,0.7225226266599492,0.4613301488623044,0.780516403439509,0.7147852531351315,0.8179877202635872,0.30367224598512177,0.7269691489311794,0.8042517919344425,0.7569729756708976,0.7944882393390242
"Clove bud (Madagascar) 2 - Eugenia caryophyllus (Spreng.) Bullock & Harrison, fam. Myrtaceae",0.41200771672819003,0.5546489532549115,0.46788421778763745,0.6471250838091596,0.7412588325682996,0.6666865380141551,0.5678605182068787,0.3405766196236335,0.7043644695174152,0.7576214592266662,0.7838829175586922,0.7198475682764811,0.7470619828763658,0.6312719232581108,0.5856392957585889,0.7501113260755757,0.7849376681680429,0.8197816299537058,0.8298084505621612,0.808781952442617,0.6937187824249024,0.8461007885711909,0.720504003813359,0.8528246038164451,1.0,0.7490719025811963,0.7015309404207375,0.7859200012882722,0.7019263096729331,0.849404848217594,0.8180477426991408,0.7810167247422126,0.7272939295547782,0.5764838414127971,0.564535874329683,0.7773399346507754,0.7950366849992085,0.6184246920902113,0.355366517237633,0.7249719693650774,0.6475406433405155,0.6832313766651679,0.7092990379916987,0.8158067256866728,0.5513865632343178,0.7800495209545857,0.676714371155765,0.43204531572323635,0.7351042303573398,0.626787386007355,0.712075947595358,0.6874102130791687,0.641741245483627,0.794005790297846,0.767121446382459,0.5341074531787513,0.8105331202755218,0.7811177209235463,0.8582790672827121,0.38586282063721655,0.7928667724356875,0.7805093515624103,0.7667590266786484,0.8160254965068351
Clove bud (Malagasy) - Eugenia caryophyllus (Spreng.) Bullock & Harrison (E.caryophyllata Thunb.),0.32065772622747823,0.435746819766492,0.3654236350852549,0.5062963821322761,0.8226289036716304,0.5099599749146775,0.4262789988736806,0.25513449381329956,0.528241935335074,0.5762670553265152,0.6352268633630501,0.5391252677419052,0.5829818208330317,0.4821975264080389,0.4483765582609329,0.6651551256094593,0.6075115987623287,0.6033555470024701,0.6154523919253576,0.5974271781461573,0.5288283016908779,0.6595478770202743,0.85158793012561,0.7116649734865327,0.7490719025811963,1.0,0.5334248737149058,0.6727238481772024,0.7150329766988361,0.794975921792889,0.7346551422457512,0.6007983554652636,0.5936353537468243,0.43399224708806294,0.4241589604529331,0.5867822274107767,0.6393184086980397,0.4844268322950781,0.27447149891582656,0.5523027817830672,0.5010908236889149,0.516536077705641,0.5301877789068987,0.6027684920556853,0.41350868803887264,0.5742093534341057,0.5079777625843842,0.34225523562093163,0.5513900134255895,0.4926477620807108,0.5491819931912483,0.5159844890786647,0.5067775664713838,0.5836015849594434,0.5750056680501822,0.41126969542023195,0.5901082525753709,0.5788229663854816,0.6152739542367947,0.28868636071014353,0.584402240092281,0.573081677418704,0.5657757074970493,0.6051266520100544
Clove bud 1 - Eugenia caryophyllus (Spreng.) Bullock & Harrison (E.caryophyllata Thunb.),0.2483262504704884,0.37732715081817536,0.311588148186567,0.4578990016658373,0.47088417995612764,0.7709006621409841,0.7280663231814293,0.21274778285274187,0.7985399174235123,0.8105212947292311,0.6045987375258578,0.8126589283677053,0.7444632780903792,0.7726065019343444,0.7422868777102611,0.71347951068953,0.7117845779490093,0.6966736028136176,0.665766813279665,0.6630177570775548,0.8090276405477128,0.7719696396709029,0.5092229119007134,0.8114519343974256,0.7015309404207375,0.5334248737149058,1.0,0.7618231638568501,0.5378420389724152,0.6894837627872175,0.7828452365930071,0.5624476341861182,0.8569217397382534,0.7681047793382233,0.7374332650709958,0.7657809030460084,0.8904415387085418,0.7888701966311389,0.15048689604072052,0.611446058767938,0.5274273790503783,0.6887193554391294,0.7727755002057742,0.7164869981322692,0.7195812924943542,0.7706614314495428,0.8051580830605278,0.2258100495540004,0.694794229279758,0.44745653837682153,0.5515000720213453,0.8206240398715391,0.46146272317739023,0.8342793631899528,0.6491990638574306,0.37725068974139875,0.734321362706158,0.6398332837236325,0.7569055967935601,0.21224706130299376,0.6529681929540065,0.8230840039166991,0.7597756482705196,0.766673721775871
Clove bud 2 - Eugenia caryophyllus (Spreng.) Bullock & Harrison (E.caryophyllata Thunb.),0.34022396382887277,0.47197078643653056,0.3945110180774748,0.5721797058593971,0.612626544289103,0.6025656311232493,0.5241076673103232,0.27914431039221865,0.6453673187339295,0.6868343388439864,0.6619995376822662,0.6623765129985354,0.6578926756862609,0.5810966052243202,0.5427563962156761,0.6596313226074566,0.6806851018697898,0.7425188666117504,0.7200955590078258,0.7105849511482647,0.6400882328381052,0.744422324242764,0.7104822365411062,0.8808718238303034,0.7859200012882722,0.6727238481772024,0.7618231638568501,1.0,0.7693056845221842,0.8685071949350234,0.8877314804166478,0.683970148071987,0.708083215102606,0.5544529477916673,0.5293024240886073,0.8703440750087001,0.8305955100785393,0.5916144871418153,0.27943280397255654,0.6579193054606169,0.5726472517175014,0.6102182420235164,0.6309398976792746,0.7770284655628004,0.5127694764138511,0.7153867088046967,0.6264172027680217,0.36843083220616135,0.6519255862448505,0.5563701455896584,0.6520540148320482,0.6428273358623615,0.6095247403393089,0.7470107610246945,0.7145065564392793,0.47385378592412475,0.7343116531817377,0.690902866537082,0.7618899532195949,0.32259774402483976,0.7016569074824144,0.7239507356688961,0.6649782874065191,0.7013667690634882
Clove bud 4 - Eugenia caryophyllus (Spreng.) Bullock & Harrison (E.caryophyllata Thunb.),0.3717884848451708,0.48829125025252695,0.4074022340849376,0.5895473984896312,0.6891858746486058,0.4164152313464752,0.3260459690274291,0.28826354023300726,0.4595303230915786,0.5075221343098459,0.6061227353662241,0.47485645282170463,0.5018356211794899,0.3863177912703881,0.3458783645119077,0.5239267129308756,0.5501701352935577,0.6360144791166222,0.6343910667966136,0.622750547516308,0.44902282662372694,0.59676075528729,0.8372306881474253,0.6998520111677722,0.7019263096729331,0.7150329766988361,0.5378420389724152,0.7693056845221842,1.0,0.8136491195642931,0.7204934557995364,0.6810809282212598,0.5132388287697156,0.34889698785760936,0.328134530980586,0.7043351023825636,0.6224774749884865,0.39153782320700425,0.3613915781211311,0.5828922930012584,0.5214604145424313,0.4633509884419813,0.45328376530180414,0.6587262918163019,0.3131421470282324,0.555303149726956,0.43298338122182667,0.45530027263096007,0.518311152936817,0.5754052880627734,0.6306083700690654,0.44605237651793894,0.6513205508843753,0.5619400931673979,0.630682602556601,0.48734178029983166,0.5970099265874809,0.6088567753611316,0.6200279549881822,0.37254086790698027,0.6145770543268384,0.5428124304220558,0.5035028748915701,0.5470365733170282
Clove bud 5 - Eugenia caryophyllus (Spreng.) Bullock & Harrison (E.caryophyllata Thunb.),0.3663331193054852,0.4970164513293307,0.4172626631440932,0.5914805222818432,0.7317127165519164,0.5947960733054276,0.5066351159314508,0.2990138967800383,0.6307732183409136,0.6804246573479199,0.7038588048163898,0.6461360554588764,0.666879416500898,0.5670084689219178,0.5272527621952547,0.6993141256241406,0.6972775911890511,0.739832093630693,0.7342723193674672,0.7193417394872614,0.6261077416602749,0.7632104598674629,0.811006046904369,0.8722180835313117,0.849404848217594,0.794975921792889,0.6894837627872175,0.8685071949350234,0.8136491195642931,1.0,0.888300798734412,0.7089955051754477,0.6935852543939911,0.5266607176771607,0.5081493126773715,0.7825048032984401,0.7895738201824254,0.5716756379279886,0.31298622635002493,0.6614501661633847,0.585872342510632,0.6079622856311779,0.6249255424247655,0.7571130088197822,0.4935984476589037,0.7001674770232016,0.6086161441170381,0.39637632001850553,0.6529933828082434,0.5773295325417738,0.6600172918120213,0.6204679869419161,0.6127919981934548,0.7193033480540263,0.705957858669501,0.4858573534782126,0.7216820319900812,0.6951272828038852,0.7540205509004289,0.3422243983927684,0.7050696082157566,0.7023392393111869,0.6661937891909966,0.7094466869956475
Clove bud 6 - Eugenia caryophyllus (Spreng.) Bullock & Harrison (E.caryophyllata Thunb.),0.3137923912036368,0.4433255073052398,0.37044596758002935,0.5323991055681254,0.6478252384520442,0.6692325880011412,0.5932654435865787,0.26148345965766706,0.6993191261449306,0.7431041736886024,0.6753319474638688,0.7148410251600006,0.713958480657594,0.6502133561913147,0.6145019463465008,0.7488738319178267,0.7186948282166981,0.7277793902482698,0.7108465109063529,0.6984124009714494,0.7027162455308146,0.7965105138934364,0.7203431898311018,0.9422174979441299,0.8180477426991408,0.7346551422457512,0.7828452365930071,0.8877314804166478,0.7204934557995364,0.888300798734412,1.0,0.6453101691029062,0.7851475792936956,0.6192851023715682,0.5975995701925223,0.7907325292272933,0.8806457180098926,0.6633848808608656,0.23844557834433522,0.643803824745252,0.5625925229844916,0.6459436107133175,0.6863107388356996,0.7482400927347228,0.5822078793017698,0.7370233583715036,0.6856133993390346,0.3182427969323075,0.6753940647637743,0.5189204375973927,0.6136230392207911,0.6991586117169579,0.5454221793068902,0.773502406093898,0.6872892777855679,0.43913593388877126,0.7354378275048188,0.6759068048307659,0.7633844593526312,0.284458089148777,0.6873159125372021,0.7572366059856394,0.7089955051754488,0.7439901132961926
Clove bud 7 - Eugenia caryophyllus (Spreng.) Bullock & Harrison (E.caryophyllata Thunb.),0.5019761957288646,0.6506998936672866,0.5450824962808234,0.7640381938705819,0.6678646615488701,0.5064748148819618,0.40389084846182965,0.3974421258309272,0.5571483624949414,0.6032725311907754,0.7400815138527563,0.5728633740065174,0.6006624540252941,0.4656444229525235,0.4168660558425066,0.5572844580216605,0.6675485440139067,0.7972816572572644,0.8200005638900691,0.8045691606636056,0.5340793575608047,0.6840471201495006,0.6393854002117305,0.6799762986635893,0.7810167247422126,0.6007983554652636,0.5624476341861182,0.683970148071987,0.6810809282212598,0.7089955051754477,0.6453101691029062,1.0,0.5420403239815641,0.4116686686748403,0.399773937567962,0.7463409947769991,0.6295740995195322,0.44463053054168133,0.503632042463402,0.7260836921617142,0.6635809053693694,0.5785873817464265,0.5657929532714632,0.7921267544594145,0.3864999653019384,0.6689679729600685,0.5219064481856701,0.5967963992104288,0.6489473658558558,0.740861077241548,0.796989548418116,0.5342557109338,0.8047983692740484,0.6674071293107446,0.7690767236424425,0.6077108923458753,0.7316482743681134,0.7760019398961402,0.7784188882900028,0.48420383964832703,0.7802724729605853,0.6463504457554223,0.6391994568756032,0.6819696191273955
"Clove bud 8 - Eugenia caryophyllus (Spreng.) Bullock & Harrison, fam. Myrtaceae",0.23870881217158124,0.36674703132763475,0.3037961197976816,0.4361255975647764,0.5222770776007081,0.8559544953052121,0.8062603279336085,0.2063104551671061,0.8508691725423542,0.8696363375608724,0.6246288562964959,0.8621891049674871,0.803632029833943,0.8604112651906605,0.8283791768218585,0.8190175689817721,0.7462990405736085,0.6769590470744368,0.6577762270930527,0.6504956990909705,0.8853955240291455,0.8161178234184145,0.52808716421867,0.8098988501937012,0.7272939295547782,0.5936353537468243,0.8569217397382534,0.708083215102606,0.5132388287697156,0.6935852543939911,0.7851475792936956,0.5420403239815641,1.0,0.8306907324430597,0.8117061947740354,0.683711705705324,0.8741423564599982,0.8769647090803413,0.13366779827972652,0.5963679668595345,0.5211225219336328,0.7162658507936783,0.834405720924872,0.6815584301852045,0.7956329762317804,0.770368456732667,0.8710088342655627,0.20068207952388706,0.7088370479227304,0.42626643487631455,0.5234800875227856,0.8784218463072017,0.41865307160417553,0.8283550427676131,0.6203037304793613,0.3543063771029493,0.7196826609967687,0.6249572992250065,0.7437714046909708,0.19072425170812546,0.6372673140481048,0.8301073570127587,0.8024483248063933,0.8066812375237359
"Clove leaf (India) - Eugenia caryophyllus (Spreng.) Bullock & Harrison, fam. Myrtaceae",0.13868730992602396,0.2600137975147414,0.20622890686038098,0.3168113701576596,0.37064996743281065,0.8585896804912627,0.9384901427138619,0.12129870895311246,0.8119821229989188,0.7845785994349509,0.5063673592847119,0.8094692848872624,0.7251439651092021,0.9225011714766034,0.9468123205175141,0.7098277458781006,0.647851944117036,0.559101987122629,0.5385352408013822,0.5359524690607685,0.8555658391092407,0.6872179643895439,0.35995057060450764,0.6461443453023389,0.5764838414127971,0.43399224708806294,0.7681047793382233,0.5544529477916673,0.34889698785760936,0.5266607176771607,0.6192851023715682,0.4116686686748403,0.8306907324430597,1.0,0.9607949576779375,0.5541637465661469,0.7213585551352941,0.945998736036904,0.020802142639272714,0.49113725385057994,0.4255569769030765,0.6615138296008021,0.7977992578245807,0.5591327473340677,0.9400553281212606,0.675845680673479,0.8653045863594521,0.07781049977071086,0.6288362483214038,0.30950059747294045,0.40384104723786285,0.8558603777277579,0.28836869876497295,0.723662048262699,0.5047128441741013,0.24735814008297885,0.6114306183538849,0.5134085983644359,0.6256983734934696,0.08363126551655187,0.5249688168866578,0.7358489569138753,0.7290131380406749,0.7069160383981508
