,"Blackcurrant bud 2 - Ribes nigrum L., fam. Grossulariaceae","Blackcurrant bud 3 - Ribes nigrum L., fam. Grossulariaceae","Carrot seed (France) 1 - Daucus carota L., fam. Apiaceae (Umbelliferae)","Carrot seed 2 - Daucus carota L., fam. Apiaceae (Umbelliferae)","Cinnamomum parthenoxylum (China) 1a - Cinnamomum parthenoxylum (Jack) Nees, fam. Lauraceae","Cubeb (India) - Piper cubeba L., fam. Piperaceae","Cubeb 3 - Piper cubeba L., fam. Piperaceae","Cypress (Morocco) - Cupressus sempervirens L. (C. fastigiata DC), fam. Cupressaceae","Cypress twig/leaf - Cupressus sempervirens L. (C. fastigiata DC), fam. Cupressaceae","Cypress, Leyland (Poland) - Cupressocyparis leylandii (Dall. et Jacks.) Dall., fam. Cupressaceae","Douglas fir (Bulgaria) - Pseudotsuga menziesii (Mirbel) Franco, fam. Pinaceae","Douglas fir 1 - Pseudotsuga menziesii (Mirbel) Franco, fam. Pinaceae","Grapefruit leaf (Japan) - Citrus paradisi Macfayden, fam. Rutaceae","Hedyosmum bonplandianum (Costa Rica) - Hedyosmum bonplandianum Kunth, fam. Chloranthaceae","Hedyosmum mexicanum (Costa Rica) 1a leaf - Hedyosmum mexicanum Cordemoy, fam. Chloranthaceae","Hedyosmum mexicanum (Costa Rica) 1b fruit - Hedyosmum mexicanum Cordemoy, fam. Chloranthaceae","Juniper berry 8 - Juniperus communis L., fam. Cupressaceae","Juniper leaf (Romania) - Juniperus communis L., fam. Cupressaceae","Juniper leaf (Turkey) - Juniperus communis L., ssp. nana, fam. Cupressaceae","Juniperus intermedia leaf (Italy) - Juniperus intermedia Schur, fam. Cupressaceae","Libanothamus nerifolia leaf (Venezuela) - Libanothamus nerifolia (B. ex H) Ernst, fam. Asteraceae (Compositae)","Mace 1 - Myristica fragrans Houtt., fam. Myristicaceae","Mace 2 - Myristica fragrans Houtt., fam. Myristicaceae","Neolitsea oblongifolia (China) - Neolitsea oblongifolia Merr. et Chun., fam. Lauraceae","Nutmeg (India) 1 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (India) 2 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (India) 3 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (India) 4 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (India) 8 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (India) 9 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (Indonesia) 1 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (Indonesia) 2 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (Indonesia) 3 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (Indonesia) 4 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (Jamaica) - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (Sri Lanka) 2 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (Sri Lanka) 3 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (Sri Lanka) 4 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (West Indies) 4 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (West Irian) - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg 1 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg 3 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg 6 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg 8 - Myristica fragrans Houtt., fam. Myristicaceae","Orange leaf, sweet (Israel) 3 - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae","Orange leaf, sweet (Nigeria) 1 - Citrus sinensis (L.) Osbeck, cultivar Agege I, fam. Rutaceae","Orange leaf, sweet (Nigeria) 2 - Citrus sinensis (L.) Osbeck, cultivar Bendel, fam. Rutaceae","Orange leaf, sweet (Nigeria) 3 - Citrus sinensis (L.) Osbeck, cultivar Etinam, fam. Rutaceae","Orange leaf, sweet (Nigeria) 4 - Citrus sinensis (L.) Osbeck, cultivar Hamlin, fam. Rutaceae","Orange leaf, sweet (Nigeria) 5 - Citrus sinensis (L.) Osbeck, cultivar Meran, fam. Rutaceae","Orange leaf, sweet (Nigeria) 6 - Citrus sinensis (L.) Osbeck, cultivar Umudike, fam. Rutaceae","Orange leaf, sweet (North Africa) 3 - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae","Pepper, black (India) 3 - Piper nigrum L., fam. Piperaceae","Pepper, black (India) 6a distilled - Piper nigrum L., fam. Piperaceae","Pepper, black 1 - Piper nigrum L., fam. Piperaceae","Pepper, black 7 - Piper nigrum L., fam. Piperaceae","Piper hancei (China) - Piper hancei Maxim, fam. Piperaceae","Pistacia khinjuk (Egypt) leaf - Pistacia khinjuk Stocks, fam. Anacardiaceae","Salvia pratensis (Italy) - Salvia pratensis L. ssp. haematodes (L.) Briq., fam. Lamiaceae (Labiatae)","Savin 1 - Juniperus sabina L., fam. Cupressaceae","Seafennel (Turkey) 2 - Crithmum maritimum L., fam. Apiaceae (Umbelliferae)","Swangi (Citrus hystrix) peel (Thailand) 2c - Citrus hystrix DC (Swangi), fam. Rutaceae","Tansy, moroccan (Morocco) 2 - Tanacetum annuum L., fam. Asteraceae (Compositae)","Xylopia aethiopica fruit (Benin) 2 - Xylopia aethiopica (Dunal) A. Richard, fam. Annonaceae","Xylopia aethiopica fruit (Cameroon) - Xylopia aethiopica (Dunal) A. Richard, fam. Annonaceae","Ylang Ylang fruit (Cameroon) - Cananga odorata (Lamk.) Hook. f. et Thomson, fam. Annonaceae"
"Nutmeg (India) 8 - Myristica fragrans Houtt., fam. Myristicaceae",0.5873298706130057,0.5220023345782663,0.3894179285741406,0.28909457612259903,0.3903924054126463,0.5090170724107599,0.5781777717702761,0.4752425967571806,0.5752416292329635,0.43119101892236067,0.396718574530991,0.5603172487516155,0.4823373378331457,0.4288635641886267,0.3832698694941583,0.5560154057870862,0.5758593228922126,0.501912579794072,0.5902998169020415,0.6482146206470533,0.4074692277360539,0.511582225559591,0.5422103911105611,0.5814866432241843,0.7432094583583853,0.6381544702564677,0.6491425689272737,0.7006094855979507,1.0,0.7740211403902556,0.6905777483484471,0.6515301537229874,0.6227554768892412,0.8408511234583147,0.7561695736368015,0.8055039866200652,0.9050842904443401,0.6416901350948492,0.6526968118068093,0.4741962866439181,0.6682860668472776,0.7879938020748016,0.8094728015745963,0.5645302508625767,0.4959293482923911,0.40691733594776547,0.47890118803792336,0.5119061881585354,0.49283095235342855,0.39653699362357653,0.44206737833498766,0.5103100159213521,0.4379519661979333,0.46295485795384694,0.4708546488089982,0.4576904692169307,0.4978833222344534,0.5675858225021237,0.44599773010571275,0.1868079861113615,0.3630092770223807,0.44911826503139973,0.5292348000727954,0.635044488528399,0.6491687362435254,0.5004061149042296
"Nutmeg (India) 9 - Myristica fragrans Houtt., fam. Myristicaceae",0.530245574335367,0.49418159410668316,0.43436413681709385,0.3283395853671296,0.4689943387896931,0.48769807291884415,0.5562418947594149,0.5563102915084714,0.6043024814768979,0.48011948334737964,0.34465410004989816,0.5640853564789712,0.4987266768577995,0.4490371477766032,0.3467805884390901,0.5017650328840051,0.6910833536831784,0.5948284830443451,0.6649561634215563,0.64965724475899,0.40326491743959536,0.6465859603587527,0.6089478897435089,0.5697106057939796,0.8536671304008185,0.7793104716576597,0.7798939850123056,0.7765662138902608,0.7740211403902556,1.0,0.8145138507158672,0.7807006241114134,0.7685843814193972,0.7686868620582995,0.67489357519362,0.7796034983153786,0.7660754670678291,0.7665381218710677,0.6575976719102419,0.4532829302647502,0.7958153654947953,0.7374537753419252,0.6867464727494191,0.6811284670211506,0.5099887731235848,0.44045754096961676,0.47649810311025753,0.5005548554660003,0.46027747874809855,0.4220657387633392,0.47250248628529834,0.5146533003445526,0.44399506705055136,0.49629306281151864,0.5277403068079123,0.4686332105023715,0.5235031536933188,0.6537634061173132,0.45043226548146387,0.14836722500482147,0.32507066367287196,0.39915397820747467,0.525808307227394,0.5170616823152944,0.5828338178511436,0.4435090335917331
"Nutmeg (Indonesia) 1 - Myristica fragrans Houtt., fam. Myristicaceae",0.425232634958587,0.3884396696903577,0.3719415424221355,0.26729276410631986,0.4153608655644736,0.3809015733661226,0.4542984912279858,0.43731242416369087,0.5660522218933068,0.3909954747787573,0.3135970745662636,0.5388409876387423,0.3795444849358073,0.34855444137700753,0.26871344882072523,0.40597945366461174,0.6425553436142344,0.5863930225137746,0.640186877784348,0.5729134038961742,0.2837613680733295,0.6751129676252856,0.541796191796066,0.4625969763012262,0.895986563727457,0.7620300558947285,0.8037875073438113,0.8104434649148834,0.6905777483484471,0.8145138507158672,1.0,0.8769300124015078,0.8355762484767022,0.732642257485558,0.674262837090462,0.6831593515925114,0.6889315629532624,0.7444359168717718,0.5473157905751775,0.34612070993925304,0.8021497547171257,0.6378293441734681,0.6300181586153861,0.7456405470489463,0.37950599653058914,0.31122740235660107,0.33902652322456994,0.3668417674071348,0.32898743343183656,0.28658152888959765,0.3397327732844849,0.3757858151043503,0.3938296639779926,0.4498610640068159,0.45168250703408197,0.3840398403253694,0.43237588529229576,0.5936719189981507,0.3582673343982935,0.07928087875766143,0.22850452357048467,0.36385601080183305,0.4355790202064348,0.4642871464390973,0.5176450995413822,0.3992016813313498
"Nutmeg (Indonesia) 2 - Myristica fragrans Houtt., fam. Myristicaceae",0.3961817548095885,0.3684422111212289,0.3731286462537814,0.26789830071261866,0.454490188618104,0.3556669228809114,0.43090223712895304,0.4184984873658285,0.5522706459240138,0.38220883100854,0.3065103799335783,0.5488662153324573,0.3578109152129143,0.3557371084432355,0.24609192495450272,0.4004117216595493,0.6512309001442458,0.6029337253374071,0.6240574919716022,0.5782092502021063,0.2616574240675317,0.6910664684205905,0.5753188476385767,0.45608722539111435,0.8716121160716315,0.7931674834864266,0.7535027885855744,0.7342934030979055,0.6515301537229874,0.7807006241114134,0.8769300124015078,1.0,0.8344370701392485,0.6948146067024689,0.6386826300904607,0.6646575990383661,0.637880307579263,0.7848814234509344,0.5320332508035681,0.32446762192215384,0.8287684530223125,0.5995398567136747,0.5648531807093604,0.7792886414022826,0.364483086100337,0.3108374740301513,0.3264229835340813,0.34985991052398835,0.3089475365861095,0.2846859639233932,0.3310111785940294,0.35731532903166074,0.39103861406360374,0.46674746191822003,0.4374459660050013,0.3672778996328886,0.4304212484059473,0.6430809280260472,0.3573900927366819,0.058841875488820916,0.18801942375750647,0.3613711825151513,0.4283050538504283,0.46718854617544237,0.5366105397299735,0.3516415738020163
"Nutmeg (Indonesia) 3 - Myristica fragrans Houtt., fam. Myristicaceae",0.39308068277180963,0.3713109802278344,0.3822529840896496,0.29052482971114024,0.4521010421964061,0.35375360196712224,0.4139252740793913,0.4157210450239731,0.5443318235731835,0.41451662163630065,0.31345010321833866,0.5610525525731187,0.3739685542618063,0.36511338002070126,0.24611079515910061,0.3843981174348057,0.6524376465638333,0.5480055592387147,0.5889616753432514,0.5226844928242931,0.26976745708904804,0.7024158396049733,0.5777605447120364,0.45247271075417184,0.8237975426379666,0.7847784585255234,0.7903456046896236,0.7303393662236106,0.6227554768892412,0.7685843814193972,0.8355762484767022,0.8344370701392485,1.0,0.6366057567300838,0.6014960292674394,0.6348043944131059,0.6027379120818874,0.791308469862954,0.5490652621677933,0.33026555206894115,0.836150138984926,0.6064548773493766,0.5375723772399628,0.8242095725203872,0.382405241239424,0.32303604116828555,0.32536047937957835,0.35086053195461764,0.2990432088567134,0.2891460473384919,0.33755717924020645,0.37049815075794357,0.41502347574290666,0.5011627332578399,0.46904567300351174,0.37411555327627033,0.45833628212095556,0.6521919265867546,0.350649680564751,0.04539730048590451,0.2137477466049762,0.38049485728453636,0.42086168001518665,0.4065655682619904,0.5107051593469532,0.29714369461232604
"Nutmeg (Indonesia) 4 - Myristica fragrans Houtt., fam. Myristicaceae",0.5350465602926424,0.4617088807046369,0.3763309310108618,0.26288258677540766,0.3752349508517353,0.48042966933333964,0.5709747694060552,0.4669812142442402,0.6331524879312473,0.38935865767039546,0.3269212715502353,0.5097854333932532,0.4059417750372969,0.366827627283835,0.34811916761595185,0.4810126220656933,0.6045792669032748,0.5980646521271078,0.6886034310850142,0.6657752422531924,0.353362582291587,0.5277834861224321,0.481912755645137,0.5339010293812602,0.7557634435473817,0.6389957564744032,0.6300558939198271,0.6830519085655873,0.8408511234583147,0.7686868620582995,0.732642257485558,0.6948146067024689,0.6366057567300838,1.0,0.8408123927671549,0.7731485232113746,0.864941267174761,0.6273375206736804,0.5889107780586156,0.37707819541727927,0.6484047402998353,0.7299378050292653,0.787223696850657,0.5500521632013151,0.42444074385256936,0.3397220002936798,0.4126890059558026,0.4441944728351581,0.43355006989051115,0.3298105419378523,0.3942030302015742,0.4449372439307109,0.38576154426746667,0.41354931362560265,0.47705850018835194,0.4290437649821428,0.4414155517045478,0.5371132749405845,0.41033395829655606,0.15931566420107834,0.3045662477231258,0.3709966448454345,0.4811369024047699,0.5962917680842645,0.5657965004130027,0.4906209193508734
"Nutmeg (Jamaica) - Myristica fragrans Houtt., fam. Myristicaceae",0.46103315833146086,0.3819545056071363,0.3120045859756623,0.2038862268678363,0.304169393494626,0.39628376441060975,0.4773986637161093,0.4091313988353138,0.6133628783453369,0.3069633941813872,0.3117358272584203,0.4939182986727899,0.3174422483220044,0.2787301744167441,0.28745552978235445,0.39706532078390944,0.5459747813864986,0.5568022037214996,0.6594266918611793,0.5657049457476044,0.27991062693878,0.48786875242407124,0.4016794956572596,0.42921122830971337,0.6768129531225713,0.5600152800894934,0.5600739153094889,0.602668684151574,0.7561695736368015,0.67489357519362,0.674262837090462,0.6386826300904607,0.6014960292674394,0.8408123927671549,1.0,0.6783009183421504,0.7521056944072027,0.5524686214926549,0.49299535349881607,0.27174363426490034,0.5987247079471709,0.6381431999223741,0.6983240115513556,0.5265259940681422,0.3275760464993638,0.2512834925274391,0.32665746087744474,0.35410615083659425,0.35756146519462084,0.24509069511334958,0.3129621375363154,0.3549042655708542,0.34410078069715,0.3642004080073602,0.40987985860954645,0.34835999636291093,0.362702220968925,0.46999219075661447,0.3135916306218318,0.09898508874371204,0.22034038762154184,0.3579035792545886,0.41350872302261554,0.5293214368679001,0.5127631477530161,0.4357108744756053
"Nutmeg (Sri Lanka) 2 - Myristica fragrans Houtt., fam. Myristicaceae",0.5717778460058445,0.519143245911682,0.4461102840151452,0.3329943959863997,0.47503916591021844,0.5454154669277291,0.6145933398745596,0.5076098617865916,0.5990241334960447,0.4517125005363233,0.3572695837183718,0.5304126526885358,0.4725828967904314,0.5033615849198676,0.4025097913268332,0.5743416789005716,0.598573661356717,0.5409823444011819,0.5902166741462866,0.6903586701851133,0.393550603377554,0.54294901876235,0.553913758048556,0.6479666217797533,0.7347338044697818,0.6633623534311837,0.6494013002189567,0.68575980922521,0.8055039866200653,0.7796034983153786,0.6831593515925114,0.6646575990383661,0.6348043944131059,0.7731485232113747,0.6783009183421506,1.0,0.7958259561142427,0.6582126953569105,0.7089669609805455,0.44437930439251594,0.6704974878873136,0.7447547477415071,0.7377440092775672,0.5793134260878126,0.5569128950171427,0.4788607485702495,0.5264774414652312,0.5467277033118305,0.5314086422212578,0.4586353883776847,0.482584878393725,0.5555919677440306,0.38505459099892225,0.4643991169070143,0.4779382633425958,0.4477510244773315,0.5370239919091166,0.6578494361411994,0.5044915609200309,0.20503807575352495,0.3053807343677287,0.42539056975258105,0.5368301197698311,0.5961970571135545,0.6400896806256204,0.5018983372318578
"Nutmeg (Sri Lanka) 3 - Myristica fragrans Houtt., fam. Myristicaceae",0.5961686387596437,0.524051383757375,0.3833875233068854,0.2811761350419616,0.3733147041880953,0.5217763546516032,0.598768435108211,0.4713397023651894,0.585342724902989,0.4217915199504666,0.3634335460491388,0.5220597590685451,0.4694861294836631,0.41402561409975247,0.38526378988324583,0.5406954824535888,0.5639005056059605,0.5145300515231788,0.6029026753319731,0.6573278806904784,0.3843934955619427,0.489109174305735,0.5092377568378389,0.5763681138782304,0.7298597130351057,0.6193049738708103,0.642394217321286,0.7094270744050726,0.9050842904443401,0.7660754670678291,0.6889315629532624,0.637880307579263,0.6027379120818874,0.864941267174761,0.7521056944072027,0.7958259561142424,1.0,0.612482131780506,0.6401343226984708,0.45352150977594496,0.6338937732619447,0.7887148181129896,0.8595658372255789,0.5307448859045223,0.4885200345741276,0.395731855247656,0.4752168247290619,0.5097465476028955,0.49349917565666723,0.386179784467233,0.4373445508755569,0.5031061369604897,0.4080441281030147,0.42676777865591076,0.47457520921187,0.45262239140036,0.4826763524904568,0.5346355986340983,0.44330711339644224,0.19474775398966937,0.36530527697004334,0.4088823688545652,0.5137443627415192,0.6144130534651747,0.6123228871133586,0.5088402023437131
"Nutmeg (Sri Lanka) 4 - Myristica fragrans Houtt., fam. Myristicaceae",0.4321492964193072,0.42789832383833526,0.4297559900831469,0.3357078085173125,0.5416025772053814,0.4067516575019605,0.465493105084826,0.4733510106007024,0.5117099357159807,0.4820687469499024,0.34646342344486747,0.5892409150142117,0.4921692857268577,0.4595088177303791,0.2896190686065585,0.4847402670434823,0.6972655211655707,0.5568086235750003,0.5778125688398208,0.6113738166467652,0.31941195704065484,0.7053866548920211,0.7501114019095365,0.5369339887683999,0.8052195180992681,0.8849043775897265,0.7047937625820009,0.6567609704467577,0.6416901350948492,0.7665381218710677,0.7444359168717718,0.7848814234509344,0.791308469862954,0.6273375206736804,0.5524686214926549,0.6582126953569105,0.612482131780506,1.0,0.6228169254818003,0.4232164675731275,0.8525051253666835,0.6416693309684962,0.5251554949667258,0.7425505255270852,0.48794516743157246,0.4106230573995072,0.39858871145195374,0.42711811103059805,0.35305309736871304,0.3706450625294154,0.4044959228797853,0.44112922505729457,0.45620511154889953,0.5470677578078509,0.4808344779016117,0.43722599791783945,0.5292278698179627,0.7531501419062845,0.4343414009074984,0.09854205004098582,0.3038919154460009,0.4025016007546529,0.49003914602033793,0.4666699229006581,0.5815705445716896,0.36544351338180314
"Nutmeg (West Indies) 4 - Myristica fragrans Houtt., fam. Myristicaceae",0.6068463959459391,0.595815337787726,0.49257033893435087,0.41374962330226095,0.39905893052724406,0.5930796265789657,0.6623954866042779,0.49008088118144355,0.49995822407451573,0.5494605041484077,0.39999165400805126,0.516384160598525,0.6046702283075138,0.6019788303773101,0.4502714494067446,0.5601142315570496,0.5522256983432069,0.4107176848980597,0.48002845905833,0.5319927191331733,0.4688642928922887,0.5031383184625609,0.54702960775399,0.8113807050568931,0.602533700506741,0.5696382722501612,0.6042291456544653,0.5804031030710904,0.6526968118068093,0.6575976719102419,0.5473157905751775,0.5320332508035681,0.5490652621677933,0.5889107780586156,0.49299535349881607,0.7089669609805456,0.6401343226984708,0.6228169254818003,1.0,0.5193927726806478,0.570938162984121,0.7682824503904676,0.625787092689444,0.5045742153462878,0.6577172409861163,0.5726774127756559,0.5635498132056571,0.5944151260265911,0.509737068449952,0.5137999926089583,0.5863664241771422,0.6708264717790404,0.47407624321246833,0.505596648813236,0.5266850266852555,0.5553151747600387,0.6719300349006303,0.6076450599556195,0.6124461075924115,0.21526643134883994,0.37785742450038373,0.45709751554008626,0.6101512298597964,0.5387975133863907,0.5687486075764481,0.42386614122377375
"Nutmeg (West Irian) - Myristica fragrans Houtt., fam. Myristicaceae",0.4339998686261378,0.44616518246087666,0.2951192593043228,0.23968698874831873,0.29331330584098547,0.4090396252237781,0.42572044195677583,0.3228451981900915,0.25885191917099293,0.4113455401913656,0.21176218904836375,0.30279143255993013,0.5080010245820274,0.41617247528523094,0.2809736359713534,0.44245603674924616,0.3623096702932622,0.2355642811928058,0.2817786927789888,0.4120212606047525,0.39040662539973026,0.3232325715245825,0.4465795792963202,0.5000024184635183,0.3938210900246235,0.4042191889280168,0.4052101658021874,0.4022200466739497,0.4741962866439181,0.4532829302647502,0.34612070993925304,0.32446762192215384,0.33026555206894115,0.37707819541727927,0.27174363426490034,0.44437930439251594,0.45352150977594496,0.4232164675731275,0.5193927726806478,1.0,0.4008342048857022,0.4792525720406817,0.4180227306900769,0.28027628829710216,0.49114721625984425,0.4112506506901662,0.41990076211652105,0.4545922878404882,0.3768753366061801,0.38076613502744705,0.39642252764961894,0.47776080468025117,0.3455831355865231,0.35536418805375225,0.3489803037124831,0.4172252738109974,0.45892228489430986,0.3956950980586321,0.4041762095725905,0.12762813437130804,0.40756245499879906,0.2608881669456773,0.4040633000668987,0.3516422466875745,0.4201741521544733,0.30702894802927505
"Nutmeg 1 - Myristica fragrans Houtt., fam. Myristicaceae",0.4207904147058701,0.4098088908943456,0.3909294480007849,0.29503678517617005,0.5078870735542587,0.37108696888520487,0.4253869385801772,0.4428440130257352,0.5150426736734353,0.4322415982510943,0.35603453984771527,0.6082612623753989,0.4366027668797635,0.4070172258606821,0.2618128671808635,0.4556838852842242,0.6724812127951734,0.5469398358911233,0.5804830348845409,0.5882550758152064,0.30938693327850286,0.7145193908535994,0.6906116503771393,0.4722106876002441,0.8380188447042296,0.8488030628808303,0.7524841336132578,0.7171544038288595,0.6682860668472776,0.7958153654947953,0.8021497547171257,0.8287684530223125,0.836150138984926,0.6484047402998353,0.5987247079471709,0.6704974878873136,0.6338937732619447,0.8525051253666835,0.570938162984121,0.4008342048857022,1.0,0.6171501431811752,0.5437960189102354,0.8120038227154097,0.42803082840959916,0.36157678035915697,0.3657594032021221,0.39303224192663666,0.33618117646399726,0.33072350729279887,0.35675828415223565,0.3959427422160511,0.43785494754506304,0.5252520151104201,0.441708072817785,0.3906875147973692,0.4807049004433396,0.7110272898905216,0.37156205465780334,0.07658408088945956,0.2530286609072242,0.410503153353012,0.46311717669471353,0.44536135923584064,0.595077664789843,0.3680140693975339
"Nutmeg 3 - Myristica fragrans Houtt., fam. Myristicaceae",0.6093724975089436,0.5636583038237499,0.44117681151849175,0.35406277647757667,0.35904979627757827,0.5634407847045866,0.6467433605279729,0.5059412959186387,0.5646974594859422,0.47446901116572204,0.41907179694582697,0.5460549187889361,0.5440163136248938,0.48853631520052876,0.43235787381467883,0.5427447940694001,0.5723310105734254,0.4716353280203097,0.5667926186459942,0.5713731767468528,0.43889271759187176,0.5034464960432072,0.5244789266087067,0.6947189055441991,0.6920622503581068,0.6018840052400871,0.659531359208596,0.6686214413214402,0.7879938020748016,0.7374537753419252,0.6378293441734681,0.5995398567136747,0.6064548773493766,0.7299378050292653,0.638143199922374,0.7447547477415071,0.7887148181129895,0.6416693309684962,0.7682824503904675,0.4792525720406817,0.6171501431811752,1.0,0.7778671037347276,0.5410170989257872,0.5621589500320353,0.47376353033426377,0.5155247895319048,0.5456038601206222,0.4915227673599327,0.44408176087964035,0.5455478014368971,0.5966065974377115,0.45787857252367925,0.4692886222485284,0.510209043367087,0.5335923314701123,0.5819712003627584,0.5581572709906092,0.5199717918121507,0.20211772048363896,0.3983200537267654,0.4585375012506284,0.5923902727034038,0.5957718362268645,0.6078624297504757,0.44601837640250286
"Nutmeg 6 - Myristica fragrans Houtt., fam. Myristicaceae",0.5798888835202941,0.4982320086272817,0.3592881908776576,0.26081202686591454,0.2864348851318287,0.5177993149905507,0.5983251914488441,0.4261175635197815,0.5463946361851573,0.37769558123832603,0.3418442830436986,0.45392811572257485,0.4247220945197193,0.3825557848545297,0.3921062025786869,0.48988625786321416,0.48759859474160805,0.45134221125847507,0.5470941003900026,0.5617916873627946,0.38231897395797365,0.43008386259075826,0.40649160912121685,0.5768280728114517,0.6550608259299312,0.5218606482261908,0.6113257919630724,0.6855317220899343,0.8094728015745963,0.6867464727494191,0.6300181586153861,0.5648531807093604,0.5375723772399628,0.787223696850657,0.6983240115513556,0.7377440092775671,0.8595658372255789,0.5251554949667258,0.625787092689444,0.4180227306900769,0.5437960189102354,0.7778671037347277,1.0,0.4699538266486577,0.45413490292074077,0.3684308883517131,0.45022221320559475,0.48241967939076746,0.47215365526211905,0.35762518430455903,0.43503055738641827,0.4977679277709717,0.37054154266679795,0.3745852966938702,0.43934223522242244,0.4503558892342562,0.458739706346461,0.4505103783339821,0.43227313731453854,0.1914777693635138,0.3395877117598679,0.39123665792582507,0.5059980053341722,0.5960688380715466,0.5449928054188975,0.500078032172323
"Nutmeg 8 - Myristica fragrans Houtt., fam. Myristicaceae",0.3432377246707219,0.334482167467264,0.3383552848389896,0.2615611685179068,0.4160071918345245,0.2899533709823675,0.33867903028151214,0.34679200053906,0.44328288789447023,0.36672691799700385,0.36771463268559756,0.5983398780749546,0.3390442298277263,0.351834720626372,0.20641110476185054,0.3674623865340084,0.5664624250411128,0.4298545582684542,0.467005520406665,0.4426945080761946,0.23314527269144336,0.661186360327605,0.5766320128474611,0.4095022015050679,0.7504624147164656,0.710604677572202,0.7522607677169384,0.6923615148113378,0.5645302508625767,0.6811284670211506,0.7456405470489463,0.7792886414022826,0.8242095725203872,0.5500521632013151,0.5265259940681422,0.5793134260878126,0.5307448859045223,0.7425505255270852,0.5045742153462878,0.28027628829710216,0.8120038227154097,0.5410170989257872,0.4699538266486577,1.0,0.34396620302299474,0.3068209488450041,0.2964334201126383,0.31679107743250257,0.2612648510959611,0.2736859615147841,0.3108680535277233,0.3333952076230057,0.4179746256376947,0.5094095118734433,0.37646820467668696,0.33695860111304965,0.43015099756544783,0.6337460901546714,0.3101616309385089,0.0064398536229537395,0.15372336201108883,0.432322019642992,0.4171064197346316,0.3927719463996503,0.5297521980326961,0.255578289467682
"Orange leaf, sweet (Israel) 3 - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae",0.5187965934006447,0.527766655761938,0.3942988190655088,0.3295484801524997,0.38429524275447036,0.5215375176074819,0.5303218567877279,0.5218621160577046,0.34117005865813843,0.5019954917783984,0.2965912358607201,0.3981976524391334,0.6235408314445214,0.5696827464630034,0.38106054671960776,0.5467714778713698,0.4254784841385515,0.2843397034753453,0.3226467079626616,0.4732221936898843,0.36923353583212315,0.3552941019324496,0.5156693612163723,0.6464759507093476,0.439963874691664,0.4630783852953515,0.42508893055538277,0.4135207867092282,0.4959293482923911,0.5099887731235848,0.37950599653058914,0.364483086100337,0.382405241239424,0.42444074385256936,0.3275760464993638,0.5569128950171427,0.4885200345741276,0.48794516743157246,0.6577172409861163,0.49114721625984425,0.42803082840959916,0.5621589500320353,0.45413490292074077,0.34396620302299474,1.0,0.6348828843355179,0.6300539968085594,0.6364523282719067,0.5627121791495064,0.6067237724007113,0.5824648604327312,0.6699788192727889,0.34228751675675606,0.3961862470162415,0.41294957015337797,0.4443089485144115,0.5652067130273808,0.5136304311044668,0.5398377008456209,0.19125994496602372,0.4065712897723557,0.3460805338967784,0.48695835378340546,0.4431000210711149,0.4719041797739274,0.3780816785461881
