,"Blackcurrant bud 2 - Ribes nigrum L., fam. Grossulariaceae","Blackcurrant bud 3 - Ribes nigrum L., fam. Grossulariaceae","Carrot seed (France) 1 - Daucus carota L., fam. Apiaceae (Umbelliferae)","Carrot seed 2 - Daucus carota L., fam. Apiaceae (Umbelliferae)","Cinnamomum parthenoxylum (China) 1a - Cinnamomum parthenoxylum (Jack) Nees, fam. Lauraceae","Cubeb (India) - Piper cubeba L., fam. Piperaceae","Cubeb 3 - Piper cubeba L., fam. Piperaceae","Cypress (Morocco) - Cupressus sempervirens L. (C. fastigiata DC), fam. Cupressaceae","Cypress twig/leaf - Cupressus sempervirens L. (C. fastigiata DC), fam. Cupressaceae","Cypress, Leyland (Poland) - Cupressocyparis leylandii (Dall. et Jacks.) Dall., fam. Cupressaceae","Douglas fir (Bulgaria) - Pseudotsuga menziesii (Mirbel) Franco, fam. Pinaceae","Douglas fir 1 - Pseudotsuga menziesii (Mirbel) Franco, fam. Pinaceae","Grapefruit leaf (Japan) - Citrus paradisi Macfayden, fam. Rutaceae","Hedyosmum bonplandianum (Costa Rica) - Hedyosmum bonplandianum Kunth, fam. Chloranthaceae","Hedyosmum mexicanum (Costa Rica) 1a leaf - Hedyosmum mexicanum Cordemoy, fam. Chloranthaceae","Hedyosmum mexicanum (Costa Rica) 1b fruit - Hedyosmum mexicanum Cordemoy, fam. Chloranthaceae","Juniper berry 8 - Juniperus communis L., fam. Cupressaceae","Juniper leaf (Romania) - Juniperus communis L., fam. Cupressaceae","Juniper leaf (Turkey) - Juniperus communis L., ssp. nana, fam. Cupressaceae","Juniperus intermedia leaf (Italy) - Juniperus intermedia Schur, fam. Cupressaceae","Libanothamus nerifolia leaf (Venezuela) - Libanothamus nerifolia (B. ex H) Ernst, fam. Asteraceae (Compositae)","Mace 1 - Myristica fragrans Houtt., fam. Myristicaceae","Mace 2 - Myristica fragrans Houtt., fam. Myristicaceae","Neolitsea oblongifolia (China) - Neolitsea oblongifolia Merr. et Chun., fam. Lauraceae","Nutmeg (India) 1 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (India) 2 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (India) 3 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (India) 4 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (India) 8 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (India) 9 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (Indonesia) 1 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (Indonesia) 2 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (Indonesia) 3 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (Indonesia) 4 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (Jamaica) - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (Sri Lanka) 2 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (Sri Lanka) 3 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (Sri Lanka) 4 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (West Indies) 4 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (West Irian) - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg 1 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg 3 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg 6 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg 8 - Myristica fragrans Houtt., fam. Myristicaceae","Orange leaf, sweet (Israel) 3 - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae","Orange leaf, sweet (Nigeria) 1 - Citrus sinensis (L.) Osbeck, cultivar Agege I, fam. Rutaceae","Orange leaf, sweet (Nigeria) 2 - Citrus sinensis (L.) Osbeck, cultivar Bendel, fam. Rutaceae","Orange leaf, sweet (Nigeria) 3 - Citrus sinensis (L.) Osbeck, cultivar Etinam, fam. Rutaceae","Orange leaf, sweet (Nigeria) 4 - Citrus sinensis (L.) Osbeck, cultivar Hamlin, fam. Rutaceae","Orange leaf, sweet (Nigeria) 5 - Citrus sinensis (L.) Osbeck, cultivar Meran, fam. Rutaceae","Orange leaf, sweet (Nigeria) 6 - Citrus sinensis (L.) Osbeck, cultivar Umudike, fam. Rutaceae","Orange leaf, sweet (North Africa) 3 - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae","Pepper, black (India) 3 - Piper nigrum L., fam. Piperaceae","Pepper, black (India) 6a distilled - Piper nigrum L., fam. Piperaceae","Pepper, black 1 - Piper nigrum L., fam. Piperaceae","Pepper, black 7 - Piper nigrum L., fam. Piperaceae","Piper hancei (China) - Piper hancei Maxim, fam. Piperaceae","Pistacia khinjuk (Egypt) leaf - Pistacia khinjuk Stocks, fam. Anacardiaceae","Salvia pratensis (Italy) - Salvia pratensis L. ssp. haematodes (L.) Briq., fam. Lamiaceae (Labiatae)","Savin 1 - Juniperus sabina L., fam. Cupressaceae","Seafennel (Turkey) 2 - Crithmum maritimum L., fam. Apiaceae (Umbelliferae)","Swangi (Citrus hystrix) peel (Thailand) 2c - Citrus hystrix DC (Swangi), fam. Rutaceae","Tansy, moroccan (Morocco) 2 - Tanacetum annuum L., fam. Asteraceae (Compositae)","Xylopia aethiopica fruit (Benin) 2 - Xylopia aethiopica (Dunal) A. Richard, fam. Annonaceae","Xylopia aethiopica fruit (Cameroon) - Xylopia aethiopica (Dunal) A. Richard, fam. Annonaceae","Ylang Ylang fruit (Cameroon) - Cananga odorata (Lamk.) Hook. f. et Thomson, fam. Annonaceae"
"Orange leaf, sweet (Nigeria) 1 - Citrus sinensis (L.) Osbeck, cultivar Agege I, fam. Rutaceae",0.5017916071395035,0.5185624259097923,0.3482953785863492,0.3094781809591022,0.33493814910111974,0.4509270527397634,0.44795793740065826,0.48314108539887424,0.2982340234457237,0.5117187927681742,0.24978607920031892,0.3596051319563992,0.5439476810549126,0.5370004345493089,0.31573066696962426,0.4432343719153081,0.3952992916592607,0.2217453118914039,0.25627619840212257,0.384932547486347,0.3327087407179896,0.32036612976407064,0.42728848889772963,0.5756403325012993,0.36553753134571,0.38261492496242566,0.37250828730583807,0.3465192101004648,0.40691733594776547,0.44045754096961676,0.31122740235660107,0.3108374740301513,0.32303604116828555,0.3397220002936798,0.2512834925274391,0.4788607485702495,0.395731855247656,0.4106230573995072,0.5726774127756559,0.4112506506901662,0.36157678035915697,0.47376353033426377,0.3684308883517131,0.3068209488450041,0.6348828843355179,1.0,0.7235900957820635,0.6904880147939776,0.6176891758659048,0.7420130181004976,0.6690392746542686,0.6819567508790155,0.3303259375384521,0.3836112659005686,0.41785581407013206,0.42793247498361275,0.5482143871929375,0.45912091647334885,0.4815751184461424,0.12899015800979596,0.3050232350321651,0.30959581541724424,0.4501141298489316,0.3643369718148417,0.40694647276573825,0.27721030387396217
"Orange leaf, sweet (Nigeria) 2 - Citrus sinensis (L.) Osbeck, cultivar Bendel, fam. Rutaceae",0.6041389085171015,0.5874823639935955,0.3303466998419001,0.28087239463077673,0.32145885887453396,0.48484320668527825,0.4848023744449137,0.5209998073777908,0.3362884538306269,0.5498757721776464,0.25181545089514845,0.3805285078895685,0.5576577626208967,0.5077428993285185,0.3372656075362036,0.4706418318721013,0.39754297766434366,0.25367698707150543,0.30225630435619,0.44148853177063363,0.36359870701821506,0.31145014846131314,0.4097874222705231,0.560664885872107,0.3915160601001588,0.3866610560629693,0.3801823216107464,0.37885224175187826,0.47890118803792336,0.47649810311025753,0.33902652322456994,0.3264229835340813,0.32536047937957835,0.4126890059558026,0.32665746087744474,0.5264774414652312,0.4752168247290619,0.39858871145195374,0.5635498132056571,0.41990076211652105,0.3657594032021221,0.5155247895319048,0.45022221320559475,0.2964334201126383,0.6300539968085594,0.7235900957820635,1.0,0.8739391637776874,0.7872061356845417,0.8465877127708342,0.7139100245735326,0.7192351563329649,0.33799184067754107,0.3673872120462618,0.4718241958134113,0.4515567044137754,0.4779585014573824,0.426310424681389,0.4598338559144908,0.15808715330990175,0.3571372062716144,0.31166230213351576,0.44553552980562683,0.4242400421077672,0.43301842346451425,0.3491521139202862
"Orange leaf, sweet (Nigeria) 3 - Citrus sinensis (L.) Osbeck, cultivar Etinam, fam. Rutaceae",0.6637984183655801,0.6467796068568209,0.35046593896553924,0.30100845097689566,0.3379515276107914,0.5070821112385127,0.5125275982831583,0.4899442688930802,0.3560037596331651,0.6055944620345677,0.2808111239008906,0.4112632158236522,0.6010711036796119,0.5457201736868857,0.3571748570020803,0.494446865137089,0.43345922892335786,0.27454871423641447,0.3299282922854052,0.47196793857623853,0.4103317708860448,0.34312529852032914,0.44197810813046223,0.5861525531738981,0.4186855577368701,0.4146539066461701,0.40449792959085995,0.4059470435151914,0.5119061881585354,0.5005548554660003,0.3668417674071348,0.34985991052398835,0.35086053195461764,0.4441944728351581,0.35410615083659425,0.5467277033118305,0.5097465476028955,0.42711811103059805,0.5944151260265911,0.4545922878404882,0.39303224192663666,0.5456038601206222,0.48241967939076746,0.31679107743250257,0.6364523282719067,0.6904880147939776,0.8739391637776874,1.0,0.7276976929732333,0.760935620258416,0.6664946812410129,0.7032986225130367,0.3853007873307146,0.4092057205469799,0.5220829768715607,0.5007041342085743,0.513200726593646,0.44686337767917517,0.49120716054374125,0.1762107405495843,0.4113738650134473,0.33115284858340976,0.4749207721337949,0.44237826978845085,0.446510794333128,0.38579177750683746
"Orange leaf, sweet (Nigeria) 4 - Citrus sinensis (L.) Osbeck, cultivar Hamlin, fam. Rutaceae",0.5492232416317062,0.5071875622490265,0.2849683508228109,0.22807951721424014,0.29181918813633345,0.4712971146014928,0.4683979110982319,0.5056476782710273,0.33394119973774194,0.4649608451760908,0.20648099704319667,0.32775468856380974,0.4617932470567877,0.4158552035373927,0.31306029385536926,0.4504450361563378,0.36376116804413505,0.2430209156279216,0.29617173915882544,0.4494436115305589,0.34179235077444003,0.27264257387383206,0.35314346702602784,0.49991866108101435,0.37672208697502507,0.35494810819464406,0.3494350176962405,0.36824266578070153,0.49283095235342855,0.46027747874809855,0.32898743343183656,0.3089475365861095,0.2990432088567134,0.43355006989051115,0.35756146519462084,0.5314086422212578,0.49349917565666723,0.35305309736871304,0.509737068449952,0.3768753366061801,0.33618117646399726,0.4915227673599327,0.47215365526211905,0.2612648510959611,0.5627121791495064,0.6176891758659048,0.7872061356845415,0.7276976929732333,1.0,0.7216597240116418,0.6049587950579942,0.6789850251917456,0.30919434191782336,0.33627402152926333,0.4285017399162221,0.3952817257939961,0.41505304876337545,0.3814101681986799,0.40353290850726564,0.15234547322625303,0.339958529424088,0.2878078328121384,0.38738918376650877,0.44057298119790056,0.41664857638702146,0.3528627231835396
"Orange leaf, sweet (Nigeria) 5 - Citrus sinensis (L.) Osbeck, cultivar Meran, fam. Rutaceae",0.48526232004329095,0.4884514687846344,0.3038043697006195,0.27502160414751986,0.3151824639804357,0.42622317623261086,0.4131565921117516,0.5109100061542415,0.2663083367740099,0.4982094785925314,0.20905094462556062,0.33104273698501896,0.5094736213285105,0.48234833060791815,0.2842300093106517,0.4229203692588578,0.3567170604152218,0.19993373226243083,0.2372582872889092,0.37898454426242134,0.3179906268089052,0.2872725106769972,0.39290450164398083,0.5108122444033727,0.3409290079053753,0.3534731212809874,0.337456510235182,0.3225194717906633,0.39653699362357653,0.4220657387633392,0.28658152888959765,0.2846859639233932,0.2891460473384919,0.3298105419378523,0.24509069511334958,0.4586353883776847,0.386179784467233,0.3706450625294154,0.5137999926089583,0.38076613502744705,0.33072350729279887,0.44408176087964035,0.35762518430455903,0.2736859615147841,0.6067237724007113,0.7420130181004976,0.8465877127708342,0.760935620258416,0.7216597240116416,1.0,0.7184937254045448,0.6974516056284292,0.31021866150212307,0.35594491313614607,0.40804858215628337,0.4155682872870572,0.4511075854726466,0.41249034932836304,0.42304979083285,0.11194363983977629,0.3090625824736324,0.2850025726460209,0.4036718954035172,0.3546402730532161,0.3858667030613607,0.2695148092655636
"Orange leaf, sweet (Nigeria) 6 - Citrus sinensis (L.) Osbeck, cultivar Umudike, fam. Rutaceae",0.5111302646747315,0.5003829553092438,0.35621860383411785,0.31177818768985577,0.2509246405190132,0.4815429948964637,0.5005450950261419,0.5450204036471535,0.33784850693084745,0.482390545032542,0.25782210186162036,0.3548070637800309,0.5329976835981151,0.468721461257516,0.34452580410148714,0.4091433410458142,0.39998153780981327,0.259151905713501,0.32933672101031997,0.3662354037455665,0.3956860268162482,0.3244212088762384,0.3595759572294287,0.6073192067218363,0.38514445049080526,0.36442530486770885,0.4002535015934876,0.3754263739411553,0.44206737833498766,0.47250248628529834,0.3397327732844849,0.3310111785940294,0.33755717924020645,0.3942030302015742,0.3129621375363154,0.482584878393725,0.4373445508755569,0.4044959228797853,0.5863664241771422,0.39642252764961894,0.35675828415223565,0.5455478014368971,0.43503055738641827,0.3108680535277233,0.5824648604327312,0.6690392746542686,0.7139100245735326,0.6664946812410129,0.6049587950579942,0.7184937254045448,1.0,0.7516353274133964,0.36893661642397,0.36805191792493064,0.45529553898057207,0.5448661751927526,0.5103373638169013,0.39641470251504174,0.46911869974115283,0.1295611297760768,0.3388967658038706,0.32174055919089395,0.5096923061100296,0.3911371139072467,0.3865513084936576,0.28381041665082185
"Orange leaf, sweet (North Africa) 3 - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae",0.5428006335313841,0.5316781910914223,0.3908128285612923,0.3433832170227432,0.30726365154140034,0.5603249710347658,0.5680707263392938,0.5559813996860603,0.35831368292150423,0.5309042570396854,0.29622178741492755,0.3682172354104979,0.5862700883118876,0.5396379877938736,0.39481757583885446,0.4894253789662365,0.4348242155653941,0.26375401196543224,0.34131304969797327,0.43417684430967673,0.48243005088516255,0.3564601350728941,0.4147784209187002,0.6775302535619406,0.4245118019915306,0.4077649034382764,0.4352675053604451,0.42127693555384105,0.5103100159213521,0.5146533003445526,0.3757858151043503,0.35731532903166074,0.37049815075794357,0.4449372439307109,0.3549042655708542,0.5555919677440306,0.5031061369604897,0.44112922505729457,0.6708264717790404,0.47776080468025117,0.3959427422160511,0.5966065974377115,0.4977679277709717,0.3333952076230057,0.6699788192727889,0.6819567508790155,0.7192351563329649,0.7032986225130367,0.6789850251917456,0.6974516056284292,0.7516353274133964,1.0,0.4564461601652334,0.45690217359210816,0.49343034781530537,0.5780988162113272,0.5727726371536364,0.4481040908306162,0.5334639980191036,0.18208016902569713,0.44259843351089956,0.37553012644817707,0.5182933645898151,0.462112048543285,0.4428804422127869,0.3340549522199273
"Pepper, black (India) 3 - Piper nigrum L., fam. Piperaceae",0.39187362643250423,0.3869755023627156,0.2730418911604232,0.2514708132975073,0.20971477258870885,0.3298662160259608,0.3554390785815541,0.28089383930070244,0.2677688430255615,0.48791660770119427,0.30829191279645285,0.4055103973393216,0.46061398711260915,0.3480602472419231,0.21588372770623554,0.3268846367377265,0.4376786695429927,0.18426014287942427,0.3017850179423155,0.30420706774139117,0.4484504705788124,0.4157169869817031,0.41782160239976407,0.41456466934776715,0.4141340653769776,0.40132817585348757,0.43837962153779875,0.4040561384995187,0.4379519661979333,0.44399506705055136,0.3938296639779926,0.39103861406360374,0.41502347574290666,0.38576154426746667,0.34410078069715,0.38505459099892225,0.4080441281030147,0.45620511154889953,0.47407624321246833,0.3455831355865231,0.43785494754506304,0.45787857252367925,0.37054154266679795,0.4179746256376947,0.34228751675675606,0.3303259375384521,0.33799184067754107,0.3853007873307146,0.30919434191782336,0.31021866150212307,0.36893661642397,0.4564461601652334,1.0,0.6370387325026581,0.4994784068310697,0.5849502854470974,0.47992289813598143,0.38304219237239023,0.34403635115459363,0.014427991776822413,0.3955667636285244,0.4001546115284613,0.40323392611971787,0.35139727472897564,0.3656632292679106,0.18645775575316725
"Pepper, black (India) 6a distilled - Piper nigrum L., fam. Piperaceae",0.3733035355222667,0.37761060675354285,0.32368144530468645,0.2858409618045211,0.3817313012116679,0.3418755538948949,0.36413432965223136,0.2927625250037389,0.3111557488997104,0.4998486464261259,0.2922831411615836,0.43477508328071013,0.3924041111204708,0.40832553629098745,0.21161264436434668,0.37510644728365894,0.5200992840036163,0.2644191660785238,0.3279162464654255,0.40067055619648984,0.3951653020997776,0.5186770914797545,0.5102806941662946,0.4370682806370615,0.4830762420252406,0.504327594519506,0.4742122319738955,0.43922944995354807,0.46295485795384694,0.49629306281151864,0.4498610640068159,0.46674746191822003,0.5011627332578399,0.41354931362560265,0.3642004080073602,0.4643991169070143,0.42676777865591076,0.5470677578078509,0.505596648813236,0.35536418805375225,0.5252520151104201,0.4692886222485284,0.3745852966938702,0.5094095118734433,0.3961862470162415,0.3836112659005686,0.3673872120462618,0.4092057205469799,0.33627402152926333,0.35594491313614607,0.36805191792493064,0.45690217359210816,0.6370387325026581,1.0,0.4965318673584307,0.5562991763193041,0.5261468792979513,0.5457956306073843,0.3814792881947041,0.02586214701366063,0.3587193162335228,0.4020066604812491,0.4115183782685491,0.35487827309489794,0.4452372635828572,0.2053244072049163
"Pepper, black 1 - Piper nigrum L., fam. Piperaceae",0.5767689987875931,0.5475184731847542,0.36503645226653547,0.2923518918781074,0.33374882738203115,0.4279170238245792,0.48070753039446246,0.3844458788197913,0.4743786045209899,0.7230315820247557,0.1492424412096155,0.3797914300289099,0.4474977707523572,0.36083303811251255,0.2561015896636223,0.3162129797951926,0.6064714097915875,0.42006879064062663,0.5009775857855683,0.45318666038619293,0.4323197140934142,0.49650568372994086,0.39433392560994907,0.4781581632617995,0.46195341740264373,0.4719439787318518,0.45435021577131096,0.42013339221677315,0.4708546488089982,0.5277403068079123,0.45168250703408197,0.4374459660050013,0.46904567300351174,0.47705850018835194,0.40987985860954645,0.4779382633425958,0.47457520921187,0.4808344779016117,0.5266850266852554,0.3489803037124831,0.441708072817785,0.510209043367087,0.43934223522242244,0.37646820467668696,0.41294957015337797,0.41785581407013206,0.4718241958134113,0.5220829768715607,0.4285017399162221,0.40804858215628337,0.45529553898057207,0.49343034781530537,0.4994784068310697,0.4965318673584307,1.0,0.5756268337299646,0.4883906238796627,0.4463367623411767,0.41020369284701974,0.07277482418346726,0.3657601508800038,0.2248913586717204,0.385375653031259,0.30721984221459453,0.317920320767238,0.2743272315884946
"Pepper, black 7 - Piper nigrum L., fam. Piperaceae",0.4721639328464299,0.45693311900885325,0.3559424981295076,0.30269910131902267,0.25424463307424783,0.45191440261550697,0.48670338267570934,0.3536317754103061,0.3276317612539783,0.529195798571766,0.2294929645102436,0.32207304617132926,0.4771455246976247,0.417446643931521,0.2955643556197626,0.3682409543777352,0.4986567151635799,0.2856622331887042,0.3838822225295414,0.39225462361523933,0.549188443531347,0.43143327260999154,0.3713865636005551,0.5439834102978034,0.41070892960725847,0.3919275275106565,0.411131617408378,0.39729895618633027,0.4576904692169307,0.4686332105023715,0.3840398403253694,0.3672778996328886,0.37411555327627033,0.4290437649821428,0.34835999636291093,0.4477510244773315,0.45262239140036,0.43722599791783945,0.5553151747600387,0.4172252738109974,0.3906875147973692,0.5335923314701123,0.4503558892342562,0.33695860111304965,0.4443089485144115,0.42793247498361275,0.4515567044137754,0.5007041342085743,0.3952817257939961,0.4155682872870572,0.5448661751927526,0.5780988162113272,0.5849502854470974,0.5562991763193041,0.5756268337299646,1.0,0.5314105042772037,0.4007691832084844,0.4696192604530598,0.10135815889350075,0.4938089792836555,0.3061912834080939,0.5149971870050551,0.3518434122698433,0.3483671571054855,0.32259067518066953
"Piper hancei (China) - Piper hancei Maxim, fam. Piperaceae",0.5126948687239572,0.5269362059029981,0.42055987778458026,0.362810272106473,0.34769756049972567,0.48671764706696075,0.5197137889433965,0.392510076302626,0.3786360433878344,0.510674844807911,0.3368127163074678,0.4404094055322004,0.5370212469028854,0.5405828769822727,0.3551796619665054,0.4557695482620604,0.47854389330051106,0.31160501419854736,0.3656211278559309,0.41735281179638484,0.4018845195781273,0.44742530145963655,0.48714768655362284,0.6393683219351279,0.47466575801228195,0.47546089647922174,0.494971440165324,0.4552602295062137,0.4978833222344534,0.5235031536933188,0.43237588529229576,0.4304212484059473,0.45833628212095556,0.4414155517045478,0.362702220968925,0.5370239919091166,0.4826763524904568,0.5292278698179627,0.6719300349006303,0.45892228489430986,0.4807049004433396,0.5819712003627584,0.458739706346461,0.43015099756544783,0.5652067130273808,0.5482143871929375,0.4779585014573824,0.513200726593646,0.41505304876337545,0.4511075854726466,0.5103373638169013,0.5727726371536364,0.47992289813598143,0.5261468792979513,0.4883906238796627,0.5314105042772037,1.0,0.5465915939518573,0.5494336022251733,0.14585039154332569,0.3397630822415235,0.39502504005943984,0.5121669829032867,0.41950527943304006,0.47725672965339927,0.3024652810267159
"Pistacia khinjuk (Egypt) leaf - Pistacia khinjuk Stocks, fam. Anacardiaceae",0.41906879299687216,0.42249664027610356,0.4435509262980042,0.3618338039334783,0.6244804949837421,0.4069573154816857,0.4460113914995547,0.42816558613437505,0.48805523545487783,0.4647180175096145,0.30048753981041376,0.5230554067845574,0.4370834438400164,0.5140075879979813,0.27921017608486653,0.4948632071372959,0.6443266840033757,0.501565999463504,0.4843987916681677,0.6069679959956613,0.2928330926376229,0.6273984013253014,0.7009792716561439,0.5344361614832654,0.6531011506314912,0.7369489619886307,0.5737956512868192,0.536994453219189,0.5675858225021237,0.6537634061173132,0.5936719189981507,0.6430809280260472,0.6521919265867546,0.5371132749405845,0.4699921907566146,0.6578494361411994,0.5346355986340983,0.7531501419062845,0.6076450599556195,0.3956950980586321,0.7110272898905216,0.5581572709906092,0.4505103783339821,0.6337460901546714,0.5136304311044668,0.45912091647334885,0.426310424681389,0.44686337767917517,0.3814101681986799,0.41249034932836304,0.39641470251504174,0.4481040908306162,0.38304219237239023,0.5457956306073843,0.4463367623411767,0.4007691832084844,0.5465915939518573,1.0,0.46141201205035753,0.10141295624890034,0.24455089259490292,0.3764074878460131,0.4565425537035177,0.4213948432613659,0.5914759462044898,0.3315417729603055
"Salvia pratensis (Italy) - Salvia pratensis L. ssp. haematodes (L.) Briq., fam. Lamiaceae (Labiatae)",0.4860318528106876,0.4836831228324928,0.3882471512410799,0.3145539728107024,0.29145918831746764,0.5189570138391864,0.5478659187214787,0.37004190318616736,0.35638662878396843,0.42044191084364124,0.2772814526192918,0.3372478339701206,0.4871265310651297,0.5326110061027147,0.35851865565617813,0.4469057988103964,0.4016847266035617,0.28477846272696894,0.3209841893353109,0.3995296441798861,0.3699448046028737,0.33205640294939986,0.39519506453790987,0.6441611841154171,0.40253496692799484,0.394518323186809,0.39768284980017965,0.381235532023964,0.44599773010571275,0.45043226548146387,0.3582673343982935,0.3573900927366819,0.350649680564751,0.41033395829655606,0.3135916306218318,0.5044915609200309,0.44330711339644224,0.4343414009074984,0.6124461075924115,0.4041762095725905,0.37156205465780334,0.5199717918121507,0.43227313731453854,0.3101616309385089,0.5398377008456209,0.4815751184461424,0.4598338559144908,0.49120716054374125,0.40353290850726564,0.42304979083285,0.46911869974115283,0.5334639980191036,0.34403635115459363,0.3814792881947041,0.41020369284701974,0.4696192604530598,0.5494336022251733,0.46141201205035753,1.0,0.15425529715695863,0.2881246575921138,0.30286921901375397,0.477263007180058,0.44481006568336434,0.4044547071671173,0.32374354286784224
"Savin 1 - Juniperus sabina L., fam. Cupressaceae",0.1801132788512515,0.15861316780534007,0.06192002262321461,0.0011268774683180771,0.018104730415045456,0.1755275530297521,0.20586924209334378,0.09187175445909845,0.08435127844189039,0.09077629443262569,0.0,0.05272668082628351,0.15883969871258086,0.13487595074685743,0.09331621172592297,0.17230279173262164,0.08177873044657824,0.034132201962071784,0.07486584716667999,0.1619200751967873,0.07806322236686059,0.01755706207554608,0.09000733049405385,0.2243954496680638,0.11103645951360908,0.09114594127652342,0.08466888434330977,0.10510944568970093,0.1868079861113615,0.14836722500482147,0.07928087875766143,0.058841875488820916,0.04539730048590451,0.15931566420107834,0.09898508874371204,0.20503807575352495,0.19474775398966937,0.09854205004098582,0.21526643134883994,0.12762813437130804,0.07658408088945956,0.20211772048363896,0.1914777693635138,0.0064398536229537395,0.19125994496602372,0.12899015800979596,0.15808715330990175,0.1762107405495843,0.15234547322625303,0.11194363983977629,0.1295611297760768,0.18208016902569713,0.014427991776822413,0.02586214701366063,0.07277482418346726,0.10135815889350075,0.14585039154332569,0.10141295624890034,0.15425529715695863,1.0,0.07332307165603602,0.02358544868828305,0.13823763497356678,0.1510369136812798,0.1305225415468153,0.13855260464137598
"Seafennel (Turkey) 2 - Crithmum maritimum L., fam. Apiaceae (Umbelliferae)",0.34180090980650546,0.323719421185926,0.17766653511106645,0.14902212063609344,0.19237459670832524,0.3400198017605037,0.3356513308196952,0.2631571325825688,0.158923724788112,0.40797354063940805,0.11323731329578235,0.18423733212977034,0.4629110985772663,0.2730736466625344,0.20312087119275313,0.367286653524339,0.3120753627833084,0.12426476683552368,0.21041567295622687,0.3564366439787511,0.4120742341939835,0.20107226131011968,0.35108776249780205,0.37042773567122034,0.27065264773880315,0.29633701704338333,0.23616641845021702,0.25809958162092717,0.3630092770223807,0.32507066367287196,0.22850452357048467,0.18801942375750647,0.2137477466049762,0.3045662477231258,0.22034038762154184,0.3053807343677287,0.36530527697004334,0.3038919154460009,0.37785742450038373,0.40756245499879906,0.2530286609072242,0.3983200537267654,0.3395877117598679,0.15372336201108883,0.4065712897723557,0.3050232350321651,0.3571372062716144,0.4113738650134473,0.339958529424088,0.3090625824736324,0.3388967658038706,0.44259843351089956,0.3955667636285244,0.3587193162335228,0.3657601508800038,0.4938089792836555,0.3397630822415235,0.24455089259490292,0.2881246575921138,0.07332307165603602,1.0,0.18017465900325624,0.3196943990526152,0.28447128444443115,0.2707884440648193,0.24671889504883504
"Swangi (Citrus hystrix) peel (Thailand) 2c - Citrus hystrix DC (Swangi), fam. Rutaceae",0.3435321511594124,0.332880369412654,0.2263796444813706,0.2026398103429471,0.1647383040736189,0.2828835110592791,0.3078834670589158,0.22599386272451216,0.23628433473599164,0.26557883705288166,0.47495751217292825,0.477964678417091,0.33310079097434375,0.3376822923923789,0.2367938092252163,0.36686555468292714,0.2765457385874035,0.11429107918275894,0.19072133601448948,0.24717662141317454,0.22700505485807232,0.2936053443961032,0.3609288710037729,0.41466897528848756,0.40119682855488936,0.34202305129617805,0.4221651288525724,0.4067035391594237,0.44911826503139973,0.39915397820747467,0.36385601080183305,0.3613711825151513,0.38049485728453636,0.3709966448454345,0.3579035792545886,0.42539056975258105,0.4088823688545652,0.4025016007546529,0.45709751554008626,0.2608881669456773,0.410503153353012,0.4585375012506284,0.39123665792582507,0.432322019642992,0.3460805338967784,0.30959581541724424,0.31166230213351576,0.33115284858340976,0.2878078328121384,0.2850025726460209,0.32174055919089395,0.37553012644817707,0.4001546115284613,0.4020066604812491,0.2248913586717204,0.3061912834080939,0.39502504005943984,0.3764074878460131,0.30286921901375397,0.02358544868828305,0.18017465900325624,1.0,0.4056529423643399,0.44817578992099794,0.4904572843029844,0.19214359302746253
