,"Geranium (Australia) - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (China) 1 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (China) 2 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (China) 3 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (China) 4 - Pelargonium graveolens L'Herit. ex Aiton, gam. Geraniaceae","Geranium (China, Beijing) - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (China, Chengdu) - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (China, Yunnan) 1 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaciae","Geranium (China, Yunnan) 2 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (China, Yunnan) 3 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (China, Yunnan) 4 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (China, Yunnan) 5 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (Cuba) - Pelargonium species, fam. Geraniaceae","Geranium (India)  1 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (India)  2 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (India) 12a Genotype 1 'Algerian' - Pelargonium species, fam. Geraniaceae","Geranium 3 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon  9 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Litsea cubeba (India) 1b stem - Litsea cubeba (Lour.) Pers. (L. citrata Blume), fam. Lauraceae","Rosa odorata (China) - Rosa odorata Sweet, fam. Rosaceae","Rosa rugosa (China) 1 - Rosa rugosa Thunb. (hybrids), fam. Rosaceae","Rosa rugosa (China) 2 - Rosa rugosa Thunb., fam. Rosaceae","Rosa rugosa - Rosa rugosa Thunb., var. plena Regel, fam. Rosaceae","Rose (Bulgaria) 1 - Rosa damascena Mill., fam. Rosaceae","Rose (Bulgaria) 2 - Rosa damascena Mill., fam. Rosaceae","Rose (Bulgaria) 4b - Rosa damascena Mill., fam. Rosaceae","Rose (China) 1a - Rosa damascena Mill., fam. Rosaceae","Rose (China) 1c - Rosa damascena Mill., fam. Rosaceae","Rose (China) 1d - Rosa species (Moroccan), fam. Rosaceae","Rose (China) 2 - Rosa damascena Mill., fam. Rosaceae","Rose (India) 1 - Rosa damascena Mill., fam. Rosaceae","Rose (Turkey) 1 - Rosa damascena Mill., fam. Rosaceae","Rose (Turkey) 3 - Rosa damascena Mill., fam. Rosaceae","Rose (Turkey) 4 - Rosa damascena Mill., fam. Rosaceae","Rose (Turkey) 5 - Rosa damascena Mill., fam. Rosaceae","Rose (Turkey) 6 - Rosa damascena Mill., fam. Rosaceae","Rose (Turkey) 7 - Rosa damascena Mill., fam. Rosaceae","Rose (Turkey) 8 - Rosa damascena Miller, fam. Rosaceae"
"Rose (China) 1d - Rosa species (Moroccan), fam. Rosaceae",0.5728937067641164,0.42487326816654425,0.5600902136611319,0.4993592289693002,0.6067321088614004,0.5163708129777849,0.5803455251475953,0.46113954965301807,0.6163367894265777,0.5862084943729522,0.6044064995035472,0.5010650347763896,0.4434024076539842,0.4115709292704538,0.42382601942917963,0.33279132340796536,0.707663192812452,0.46081245895742085,0.1943957398690036,0.46484999097005386,0.4505865742995876,0.6602669022558016,0.30064508671956713,0.5295330159502403,0.48565475689703075,0.3553117026240077,0.8158816166980933,0.615602518355818,1.0,0.3894100927354829,0.568786312146123,0.4854941738034608,0.2790017955254239,0.6346654979075506,0.566870330173405,0.5417295798952191,0.5758065620467252,0.6155710094241085
"Rose (China) 2 - Rosa damascena Mill., fam. Rosaceae",0.28960993864826734,0.45609138369174995,0.4840544660879196,0.551541640595758,0.4142381311087706,0.5006759099150448,0.32945594634842645,0.6328742061920706,0.6079946838693225,0.507350924303386,0.5013959984629079,0.5492352026274699,0.1260950158612968,0.22759502711949586,0.3151918416524553,0.37393212084753924,0.37269694807944165,0.6173589560855777,0.20087000975660052,0.5868790762723985,0.8660220708568681,0.6582388277547802,0.8186185607432834,0.25260353334780083,0.2134969608526177,0.09301264139122511,0.5244323011794054,0.7221195391303785,0.389410092735483,1.0,0.44477028945082375,0.5059321281337132,0.3979290132686255,0.5006196329719641,0.2922074671645095,0.5067886310195497,0.4707756637131614,0.43204648539887636
"Rose (India) 1 - Rosa damascena Mill., fam. Rosaceae",0.40080948416682793,0.3740549493234171,0.45859144428353793,0.44533910138774646,0.4644855953493826,0.4380470075412378,0.40678036897256864,0.4416536516469969,0.5312532353631705,0.468527921862551,0.48970882702479135,0.44359224383000795,0.2526866893685382,0.27275944359768345,0.30950561299696977,0.2823788003141571,0.5017593297997383,0.4711615709698398,0.12573129511088976,0.7258382594339354,0.4889172125956045,0.5817054995324926,0.36678519224589023,0.3964523877339796,0.35109061087356597,0.34690979968409663,0.6131249498270429,0.5830659730931809,0.568786312146123,0.44477028945082375,1.0,0.4517468190333366,0.28270358993011724,0.7449460478456564,0.6871530983220906,0.5215762182959596,0.5388991104193935,0.7356736748820023
"Rose (Turkey) 1 - Rosa damascena Mill., fam. Rosaceae",0.3505706174602825,0.38840862093488837,0.4558596348885048,0.46591404172152107,0.43391617818175665,0.4472786386329365,0.37075859935598365,0.4837893845508354,0.5390258674441218,0.4697907738822743,0.47970028354796834,0.46529788239552927,0.2016927384538788,0.24869145688160565,0.30382074658373115,0.3030606697181992,0.4395364229706268,0.4930574892148636,0.14529279235267634,0.523716897638336,0.5356843795950397,0.579328059621683,0.46171766780175416,0.653466706183855,0.4379157335884576,0.1637720215322408,0.5596297114885933,0.5956972119493331,0.4854941738034608,0.505932128133713,0.4517468190333366,1.0,0.47100035866859236,0.547628324726837,0.3669071258365534,0.5537829373780413,0.5264068913484836,0.47327810039642093
"Rose (Turkey) 3 - Rosa damascena Mill., fam. Rosaceae",0.1855888618682452,0.2615986718949781,0.30044873263459837,0.32453792968470574,0.2675513845245342,0.2986718736347791,0.20928676068917706,0.3567794136477346,0.37398166524588683,0.3090683563504045,0.317338642280963,0.31978791996038836,0.040196197455539595,0.11280445791007743,0.1702387591967387,0.18512075122328064,0.260569717096212,0.3775758664901625,0.0655197498307194,0.34591183164858985,0.4089060435428741,0.4010482351023402,0.38759332653905454,0.3642601249779781,0.5332122390948631,0.005639332537079378,0.361905622047898,0.42546213157688095,0.2790017955254239,0.3979290132686255,0.28270358993011724,0.47100035866859247,1.0,0.3461739494707622,0.1956234171011384,0.43877367280488055,0.3584395149078765,0.30081765516772696
"Rose (Turkey) 4 - Rosa damascena Mill., fam. Rosaceae",0.46415387426310806,0.43624874886408394,0.537890898980101,0.5184888200330723,0.535264683529803,0.5176524348689162,0.48923077456871156,0.5117985573241566,0.6113623794142835,0.5520213083971773,0.5670849555506368,0.5215703622022212,0.3209083458810531,0.34427429674981436,0.3846613977011222,0.3457948061850694,0.5686784971978247,0.5147628874223783,0.19285802781590544,0.6783867810013606,0.548643991321978,0.6489931511940983,0.43275299083184215,0.46811450116669995,0.441059273909407,0.3501453590184782,0.6852670846336517,0.649370358915163,0.6346654979075506,0.5006196329719641,0.7449460478456564,0.547628324726837,0.3461739494707622,1.0,0.7139694253079637,0.6275339350825953,0.6399031732886389,0.8120153095154611
"Rose (Turkey) 5 - Rosa damascena Mill., fam. Rosaceae",0.4151677412124668,0.30974709961120284,0.42013152089447714,0.37638380236186053,0.44312105255354217,0.3983434546290735,0.44476667058501707,0.34189209005863097,0.4499736932255659,0.43852639020855955,0.44484573033441444,0.38547137468324644,0.3415469585321347,0.31388933985103085,0.32672398753180554,0.24638817552591596,0.49326028655169474,0.3122446830646125,0.1160146833555602,0.5230492024916442,0.3442986817384983,0.46240615528605467,0.21226258824751876,0.38565256897493305,0.3706702297306508,0.42243948512403984,0.535654636862833,0.43724131681128864,0.566870330173405,0.2922074671645095,0.6871530983220906,0.3669071258365534,0.1956234171011384,0.7139694253079637,1.0,0.41827932715661975,0.432585833099398,0.782820058289715
"Rose (Turkey) 6 - Rosa damascena Mill., fam. Rosaceae",0.3686742232266246,0.37467284782356935,0.4464442756572885,0.44085521478589573,0.44210879106678846,0.4208318473169236,0.35646569975859255,0.4609842224527476,0.5355253268833757,0.4300816689634812,0.4730164525629862,0.43207189836419657,0.16701185526593743,0.20102991843062656,0.25032115010273914,0.25942440822761637,0.48432500719698046,0.5915358668129544,0.10369952723454745,0.5714084181756951,0.5291612353074624,0.6395762288806494,0.4896303589067085,0.5040531996762342,0.4876665409057642,0.12589691595128294,0.6423665241477706,0.6651147914686069,0.5417295798952191,0.5067886310195497,0.5215762182959596,0.5537829373780413,0.43877367280488055,0.6275339350825953,0.41827932715661975,1.0,0.8619415728149056,0.5717704842964602
"Rose (Turkey) 7 - Rosa damascena Mill., fam. Rosaceae",0.39770023824487133,0.37380579133563874,0.45317583527430005,0.43741669907205916,0.4611580364659372,0.41760879551487484,0.381118963553279,0.44785244356855236,0.5364782638464756,0.4327545873233656,0.48540925391739553,0.4220894904687308,0.1809344439230155,0.2218202205190174,0.26227820150609005,0.2483207468066565,0.5265986280051498,0.6019286586317181,0.12287496697100508,0.5655142580242882,0.49524272759960053,0.6384302597963114,0.445635518560797,0.5006849216159001,0.4569668336698747,0.1383376069006491,0.6730257121662828,0.6501001925126522,0.5758065620467252,0.4707756637131614,0.5388991104193935,0.5264068913484836,0.3584395149078765,0.6399031732886389,0.432585833099398,0.8619415728149056,1.0,0.5839369266882325
"Rose (Turkey) 8 - Rosa damascena Miller, fam. Rosaceae",0.45039679385231335,0.39284791441345346,0.49905181216064787,0.46753799476150704,0.506394306038835,0.4689474197549821,0.46671852773894273,0.45224640598030974,0.555123033631066,0.5117511996704869,0.5255680001604806,0.46837187327033214,0.31759397344955365,0.3342087071331885,0.3642611488294897,0.3097994171296271,0.5459734016253792,0.45151530641532034,0.17345689600710124,0.637914670576651,0.48091725815983977,0.5852458310658274,0.3631587035015438,0.4453928815809357,0.4276662344986977,0.3660122111307932,0.6354807045667104,0.5791759814908315,0.6155710094241085,0.43204648539887636,0.7356736748820023,0.47327810039642093,0.30081765516772696,0.8120153095154611,0.782820058289715,0.5717704842964602,0.5839369266882325,1.0
