,"Ajowan (India) 1a steamdistilled - Trachyspermum copticum (L.) Link., fam. Apiaceae (Umbelliferae)","Ajowan (Iran) aerial part - Trachyspermum copticum (L.) Link., fam. Apiaceae (Umbelliferae)","Ajowan (Iran) seed - Trachyspermum copticum (L.) Link., fam. Apiaceae (Umbelliferae)","Ajowan (Pakistan) seed - Trachyspermum copticum (L.) Link., fam. Apiaceae (Umbelliferae)","Coleus aromaticus (India) 1 - Coleus aromaticus Benth. (wild oregano), fam. Lamiaceae (Labiatae)","Conobea scopariodes (Brazil) - Conobea scoparioides (Cham. & Schtdl.) Benth., fam. Scophulariaceae","Majorana syriaca (Israel) 1 - Majorana syriaca L., fam. Lamiaceae (Labiatae)","Ocimum gratissimum (Bangladesh) 1a - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)","Ocimum gratissimum (Benin) 1 - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)","Ocimum gratissimum (Cameroon) 1 - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)","Ocimum gratissimum (Cameroon) 2 - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)","Ocimum gratissimum (Guinea) - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)","Ocimum gratissimum (Rwanda) - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)","Ocimum gratissimum (West Africa) - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)","Oregano, greek (Croatia) - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)","Oregano, greek (Greece) 5 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)","Oregano, greek (Italy) 1 - Origanum vulgare L.ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)","Oregano, mexican (Cuba) - Lippia graveolens HBK., fam. Verbenaceae","Oregano, mexican (U.S.A.) 2 - Lippia graveolens HBK., fam. Verbenaceae","Oregano, spanish (Israel) 1 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae","Oregano, spanish (Israel) 3 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae","Origanum calcaratum (Greece) - Origanum calcaratum Juss., fam. Lamiaceae (Labiatae)","Otostegia fruticosa - Otostegia fruticosa Forssk., fam. Lamiaceae (Labiatae)","Satureja pilosa (Bulgaria) - Satureja pilosa var. pilosa Velen, fam. Lamiaceae (Labiatae)","Thymbra spicata (Israel) 2 - Thymbra spicata (Thymol chemotype), fam. Lamiaceae (Labiatae)","Thyme (Canada) - Thymus vulgaris L., fam. Lamiaceae (Labiatae)","Thyme (Italy) 10 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)","Thyme (Mongolia) - Thymus vulgaris L., fam. Lamiaceae (Labiatae)","Thyme 10 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)","Thyme 11 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)","Thyme 3 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)","Thyme 4 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)","Thyme 5 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)","Thyme red (Italy) - Thymus zygis L., fam. Lamiaceae (Labiatae)","Thyme red (Portugal) 1 - Thymus zygis L. ssp. sylvestris (Hoffm. et Link) Morales, fam. Lamiaceae","Thyme red (Spain) 2 - Thymus zygis L. ssp. sylvestris (Hoffm. et Link) Morales, fam. Lamiaceae","Thyme red (Spain) 3 - Thymus zygis L., fam. Lamiaceae (Labiatae)","Thymus mongolicus (China) 2 - Thymus mongolicus Ronn., fam. Lamiaceae (Labiatae)","Thymus pubescens (Iran) 2 - Thymus pubescens Boiss. et Kotschy ex Celak, fam. Lamiaceae (Labiatae)","Thymus serpyllum (Pakistan) - Thymus serpyllum L., fam. Lamiaceae (Labiatae)","Thymus sibthorpii (Turkey) - Thymus sibthorpii Bentham, fam. Lamiaceae (Labiatae)","Thymus syriacus (Turkey) - Thymus syriacus Boiss., fam. Lamiaceae (Labiatae)","Thymus transcaspicus (Iran) - Thymus transcaspicus Klokov, fam. Lamiaceae (Labiatae)"
"Ocimum gratissimum (Cameroon) 2 - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)",0.5552530957719914,0.34166139715304444,0.3910820342072293,0.5595814728789594,0.6073221180614822,0.32716287179365977,0.562679097574778,0.6587073851052511,0.7354555749583458,0.6875087269356689,1.0,0.7083429915714293,0.748678841612124,0.740863784351401,0.4445214040810599,0.3133686233238334,0.5337026778902094,0.6038644852653925,0.6935024994231469,0.5920325715997148,0.5644295976418103,0.6023909745004405,0.6769505730182495,0.7099246302406055,0.5761496653306224,0.6143365580227311,0.6221434643601174,0.7242283349090357,0.5639232230420208,0.717032680492057,0.6736940135104985,0.6233123528074723,0.709271263415026,0.6439506016476455,0.6427727695041832,0.7482512000046908,0.6793831682447511,0.7621910264449825,0.5827298174452062,0.7057992080425203,0.663651101635691,0.595773827171697,0.6530827578368025
"Ocimum gratissimum (Guinea) - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)",0.6958857977307078,0.5094237321962432,0.5626872385372161,0.6950941545638414,0.4417700341893328,0.26917555961714323,0.5978853789216323,0.7051447927991908,0.6596551297984752,0.8461465803290876,0.7083429915714293,1.0,0.8011434523351879,0.730573138935982,0.39699079097625245,0.27258517009340677,0.5551143956570677,0.5046414734925404,0.5921487582242431,0.6442890563673296,0.5528317327637415,0.6217537126768411,0.7767411023473224,0.7211889490932808,0.6509539531732224,0.5891654319492663,0.6598229020543478,0.7901990991780571,0.5897619467547675,0.8729349821856222,0.691616155317251,0.49935362777255665,0.7898277701196899,0.6896008935828926,0.6610668399887172,0.6970891662706488,0.7466342552534131,0.7556755818147365,0.4870490305932602,0.6038641216184828,0.6082621673065212,0.5277090625557284,0.6232465273986472
"Ocimum gratissimum (Rwanda) - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)",0.6196354492182843,0.4575965182163,0.4970418346912413,0.6615447177069078,0.5137287375940014,0.30559924230354374,0.6075186935606065,0.6141218430279843,0.6459184097036106,0.751542659564238,0.748678841612124,0.8011434523351879,1.0,0.7224117115184653,0.412423729513939,0.29443310185113203,0.5327889178881926,0.5341602962940191,0.6019906281567589,0.6439981728834587,0.5264819886403687,0.6498401260798263,0.736749988218943,0.7214680910490011,0.5586407581463588,0.6398988131914224,0.6484365022199831,0.7229459251584449,0.5939801307763652,0.7992872789357477,0.6850777980599675,0.5664796656539353,0.7605094303108305,0.6560209136656157,0.6513365647935598,0.7120088583988868,0.7283690171672286,0.7676390082428449,0.5379330775138265,0.6508662935590419,0.669901894334826,0.5359852155187381,0.5784812179816193
"Ocimum gratissimum (West Africa) - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)",0.6266064591092029,0.31024387687332144,0.3686357052081789,0.611186497444901,0.5396677093584693,0.359621702494347,0.6132375699422694,0.7048695845700327,0.7871011844576223,0.6556100909168364,0.740863784351401,0.730573138935982,0.7224117115184653,1.0,0.4898961529263698,0.32162372582805954,0.5360644758108694,0.6222261477347202,0.7069613289731227,0.5481910908580903,0.5943735855185834,0.6551094675105442,0.6789878343768867,0.7629185237112606,0.6275964549830385,0.6577349665966208,0.6562006795303945,0.7406533429671844,0.6882488903645971,0.7281853584767582,0.7864550176942375,0.5779781222848286,0.7328971221906625,0.7771627440497647,0.7705890628816985,0.7627170557718157,0.7765719316134522,0.7644665647093941,0.5298348435226545,0.7206801973028809,0.647239432962178,0.624161630740957,0.7048786494465795
"Oregano, greek (Croatia) - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)",0.36909721803214846,0.09595012385463142,0.14829237649110816,0.42828732422636195,0.5745685343397708,0.18578906094567493,0.7089896776573905,0.4311842009784732,0.49495351739716176,0.3593887602471817,0.4445214040810599,0.39699079097625245,0.412423729513939,0.4898961529263698,1.0,0.7652761489322557,0.6998721797292111,0.7819882998923222,0.7060918106503797,0.49010997483092156,0.7493060335541475,0.6436397820890362,0.3881987501249259,0.6456161425277727,0.48282428658215504,0.6334797249886293,0.3887542796694745,0.4902189580180595,0.46209465608487277,0.4277622112904186,0.5688925715453365,0.4156225322787567,0.46871183494252977,0.4756122690677239,0.5027089697172756,0.5298883771390615,0.48647023952021373,0.49414037505993214,0.34248011327090677,0.6190974452256082,0.3758919599245816,0.7550105764551873,0.5774413873495442
"Oregano, greek (Greece) 5 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)",0.21930826437543594,0.043345070821542375,0.0828055542120294,0.3037666160795298,0.5093774229319087,0.06848271162644315,0.6012913635471757,0.27840630130547106,0.32441203609772007,0.26233211620474806,0.3133686233238334,0.27258517009340677,0.29443310185113203,0.32162372582805954,0.7652761489322557,1.0,0.6553936062536518,0.6377310837459882,0.5419559354958209,0.47111823017379073,0.6438656481798805,0.5112453420016263,0.2742147574248528,0.5010558850713235,0.3467953105874968,0.501382035368904,0.24652255132112888,0.35509306921825434,0.2753764237980276,0.30304037730573696,0.38769611913651614,0.3165312908884719,0.33577740787247834,0.290578398971184,0.3152635813274969,0.3756861727834052,0.3232006835253073,0.3515561151042985,0.2522381257902626,0.46940159828011296,0.2769952812513873,0.6141305359972021,0.4215903174807205
"Oregano, greek (Italy) 1 - Origanum vulgare L.ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)",0.5129756411427668,0.3458081294361579,0.39827438795806913,0.5692056383343616,0.5450977990221901,0.16793227290632984,0.7554975876419834,0.5683750011537567,0.5345042916247029,0.5653210547346772,0.5337026778902093,0.5551143956570677,0.5327889178881926,0.5360644758108694,0.6998721797292111,0.6553936062536518,1.0,0.6794093571547728,0.6945752358781015,0.696480715608015,0.8518853416024118,0.6657879391373563,0.5375604975716759,0.7124719883789461,0.6565582165710145,0.6004255958863833,0.480848762685926,0.6563316733753279,0.4461656330761534,0.5938533369660988,0.5863960233848216,0.4193144481854979,0.5987775673326088,0.5162154802810422,0.5110204260850304,0.5799363081837169,0.5565593129719637,0.5916216686071747,0.38107563240464315,0.5866791793759687,0.4330132304931289,0.7106958222324185,0.6579866870480252
"Oregano, mexican (Cuba) - Lippia graveolens HBK., fam. Verbenaceae",0.4151122377167964,0.14481938506151681,0.19663217213197615,0.46162669894977904,0.7301593193242519,0.27661559560839866,0.7044990693907298,0.5231681583816027,0.6430491057827539,0.4695112538233961,0.6038644852653925,0.5046414734925404,0.5341602962940191,0.6222261477347202,0.7819882998923222,0.6377310837459882,0.6794093571547728,1.0,0.8202783081917983,0.5682926688685741,0.7644995063326595,0.672862087716845,0.5099388399723637,0.7458714219888205,0.5226554588747252,0.7076747151958453,0.48172709221830046,0.5863448281389758,0.5269593762028878,0.5256554496452766,0.6577536062069069,0.5793540203348844,0.5659722268622344,0.5602875574454239,0.5914402970333928,0.6510998458808293,0.5716510497725895,0.6080390191113902,0.4818662840272835,0.7696284605943591,0.5266431656087586,0.8298314044928181,0.6590884365240655
"Oregano, mexican (U.S.A.) 2 - Lippia graveolens HBK., fam. Verbenaceae",0.5125781020305055,0.21792961205110906,0.277402392089531,0.5290031634436643,0.6801097412983166,0.2950050305982713,0.6983891588643346,0.646054377515507,0.7286346899069562,0.5539727574087012,0.6935024994231467,0.5921487582242431,0.6019906281567589,0.7069613289731227,0.7060918106503797,0.5419559354958209,0.6945752358781015,0.8202783081917983,1.0,0.5797464154506058,0.7771138961255437,0.6898204200937443,0.5593535548297099,0.7858558660513122,0.6384659908609958,0.6921107692551752,0.5533768140686384,0.6868042810626076,0.5811056210724291,0.6149959600081001,0.715223586788202,0.5709636767140397,0.642357658458697,0.6487599446055271,0.6585802414647453,0.7326826365919343,0.6507779488079404,0.689015033974549,0.49971498902156986,0.7762992798832486,0.5511494746357823,0.8184836962865071,0.7718675882398625
"Oregano, spanish (Israel) 1 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae",0.4906321755528754,0.4834258027816716,0.5082021107757304,0.5805224459509448,0.5417780994539542,0.19914770859750475,0.6722031147111613,0.5076545445600344,0.5024635501388213,0.6873572315843826,0.5920325715997148,0.6442890563673296,0.6439981728834587,0.5481910908580903,0.49010997483092145,0.4711182301737906,0.6964807156080148,0.5682926688685741,0.5797464154506058,1.0,0.6389208524645369,0.631582649299496,0.6727769235109744,0.6878272317316403,0.5359661453931083,0.6051271060372019,0.5079419899880516,0.6567576886739045,0.41863136810557366,0.6723195922268552,0.5523644968255566,0.49771515025054824,0.6476415473310079,0.4853200878232983,0.4858339816614491,0.5955219021532133,0.5590468760479862,0.6274086178555089,0.46700075253539686,0.5875732721055713,0.5885591282259408,0.5869660171604344,0.5373412925200007
"Oregano, spanish (Israel) 3 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae",0.5039191380641548,0.2614893683910493,0.32151716459633284,0.5307259674652045,0.6073627355966815,0.20073670994961312,0.7337641355334934,0.6168916369887892,0.6140580117003828,0.5467395700670371,0.5644295976418102,0.5528317327637415,0.5264819886403687,0.5943735855185834,0.7493060335541475,0.6438656481798805,0.8518853416024118,0.7644995063326595,0.7771138961255437,0.638920852464537,1.0,0.6562734743346315,0.5457285437514034,0.7468919437868311,0.6806128245613174,0.6191084669210536,0.4933582290291515,0.6716890360688162,0.4867949798257155,0.5810855776868344,0.6350807771898235,0.46045677006012786,0.600006636806614,0.564527928218038,0.5654578980053795,0.6185692639457556,0.5791506006291837,0.6040335133185678,0.4057415600025289,0.6503150199832275,0.45171612148946383,0.7944209359727402,0.7334524270227051
"Origanum calcaratum (Greece) - Origanum calcaratum Juss., fam. Lamiaceae (Labiatae)",0.5945330232677476,0.34305612406210306,0.38617463657056894,0.6968232388478328,0.520198344372172,0.293916019485817,0.8359260244206828,0.5281370549793692,0.5853554024547871,0.5590414624158604,0.6023909745004405,0.6217537126768411,0.6498401260798263,0.6551094675105442,0.6436397820890362,0.5112453420016263,0.6657879391373563,0.672862087716845,0.6898204200937443,0.631582649299496,0.6562734743346315,1.0,0.6131520732253297,0.7935657332677617,0.5566950299356478,0.800797692282555,0.5874344805334963,0.651383550067953,0.6669085105078011,0.6678551209336561,0.7614065719730398,0.5023577161814277,0.6835681865949064,0.664423883118761,0.6930766404579602,0.6947984077579987,0.7240714461047495,0.7262054855749653,0.46051101022741336,0.7062921324510054,0.5514197864499696,0.6602214963325193,0.5944461924557923
"Otostegia fruticosa - Otostegia fruticosa Forssk., fam. Lamiaceae (Labiatae)",0.6494447062674262,0.5023194246403772,0.5468718009076645,0.6752218518559817,0.4562320718486568,0.26156912417169464,0.590192678085965,0.6245653928471789,0.6408104496111549,0.7676811690556089,0.6769505730182495,0.7767411023473224,0.736749988218943,0.6789878343768867,0.3881987501249259,0.2742147574248528,0.5375604975716759,0.5099388399723637,0.5593535548297099,0.6727769235109744,0.5457285437514034,0.6131520732253297,1.0,0.7034038304544419,0.5889128010166939,0.590136188457485,0.6301015896167714,0.7520933265362847,0.5665115189841403,0.7896234223391108,0.6819991453935981,0.5043836366970696,0.7496113421659669,0.6465548098572864,0.6358003346390161,0.6631385279474151,0.6964516301414035,0.7237726865124391,0.4784851866775156,0.6040588243738767,0.598130233710508,0.5091514762815268,0.5721098157408261
"Satureja pilosa (Bulgaria) - Satureja pilosa var. pilosa Velen, fam. Lamiaceae (Labiatae)",0.6253030919095417,0.35305388423202844,0.4065291489094528,0.6754930340504919,0.6078439145192485,0.30747846784817856,0.7986014995180402,0.6595253958654352,0.7182887550610557,0.6651998620462232,0.7099246302406055,0.7211889490932808,0.7214680910490011,0.7629185237112606,0.6456161425277724,0.5010558850713234,0.7124719883789459,0.7458714219888205,0.7858558660513119,0.6878272317316403,0.7468919437868309,0.7935657332677617,0.7034038304544419,1.0,0.655430035929021,0.7761909374478684,0.6376854145417549,0.7689764707214252,0.6638115023949542,0.7466570798875969,0.8186480483819423,0.5768546540828524,0.7596623839408632,0.7260170429254178,0.7412451733728183,0.7838987166204638,0.7762148455288391,0.7793096085946803,0.5214876153498265,0.7812812997962173,0.6214654678047224,0.7495000014689817,0.714813062010639
"Thymbra spicata (Israel) 2 - Thymbra spicata (Thymol chemotype), fam. Lamiaceae (Labiatae)",0.6988496572596417,0.40293213698968555,0.4844416245078752,0.6184424970500425,0.40793476714893984,0.17408326451399225,0.5754995578352404,0.8300176229565835,0.6457985873963991,0.6559784394527874,0.5761496653306225,0.6509539531732224,0.5586407581463588,0.6275964549830385,0.48282428658215504,0.3467953105874968,0.6565582165710145,0.5226554588747252,0.6384659908609958,0.5359661453931084,0.6806128245613174,0.5566950299356478,0.5889128010166939,0.6554300359290213,1.0,0.4836237140370535,0.5682671190185213,0.7868086949826492,0.5130590168285201,0.6837824186582023,0.6302390321090992,0.3657194207306428,0.656801278688221,0.647935967111557,0.594849191750062,0.6079092010234979,0.6382511189577127,0.6365699538128524,0.34905872386909065,0.5244174042237253,0.3986742515575574,0.5812599086440902,0.7692275393939991
"Thyme (Canada) - Thymus vulgaris L., fam. Lamiaceae (Labiatae)",0.5148649646171479,0.2628462785532063,0.3022930381346073,0.6088938052659028,0.5720761991526849,0.3063153144351408,0.7747245533418905,0.4870638748341817,0.5973288544430462,0.5199708197592112,0.6143365580227311,0.5891654319492663,0.6398988131914224,0.6577349665966208,0.6334797249886295,0.5013820353689042,0.6004255958863833,0.7076747151958453,0.6921107692551751,0.6051271060372019,0.6191084669210534,0.800797692282555,0.590136188457485,0.7761909374478684,0.4836237140370534,1.0,0.5653021652245227,0.6131563821907127,0.6892456029911547,0.6287043558655936,0.7556650534814702,0.5655005223574363,0.6539600210278664,0.6642957391500164,0.7011492273753138,0.7450165072218539,0.6896016891689832,0.6866640285425768,0.4961390951277972,0.7660485085787718,0.6012190584430556,0.6884285586979403,0.5579542027621678
"Thyme (Italy) 10 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)",0.6372314212714185,0.388562405414428,0.44099707065647953,0.6330462444712346,0.40627769862503127,0.270682336839693,0.5448095404150084,0.6030350434458197,0.6122384330227494,0.6172611131154018,0.6221434643601174,0.6598229020543478,0.6484365022199831,0.6562006795303945,0.3887542796694745,0.24652255132112888,0.480848762685926,0.48172709221830046,0.5533768140686384,0.5079419899880516,0.4933582290291515,0.5874344805334963,0.6301015896167714,0.6376854145417549,0.5682671190185213,0.5653021652245227,1.0,0.6724844896850983,0.5991343005162617,0.6912886083542839,0.6623700902973846,0.4615661164542766,0.6703220370889995,0.660575447550898,0.6536784845819505,0.6478190812210387,0.6888768936428931,0.6829934758334608,0.44012551849305936,0.5788365912131299,0.5225120482102694,0.4961246778365831,0.5685734354836629
"Thyme (Mongolia) - Thymus vulgaris L., fam. Lamiaceae (Labiatae)",0.731048341876025,0.4734863354052816,0.5423053402365892,0.7012384152953894,0.5028585894431625,0.2647918369471639,0.6417953501670802,0.8022126571789068,0.7366280663863111,0.791386387967259,0.7242283349090359,0.7901990991780571,0.7229459251584449,0.7406533429671844,0.4902189580180595,0.35509306921825434,0.6563316733753279,0.5863448281389758,0.6868042810626076,0.6567576886739044,0.6716890360688162,0.651383550067953,0.7520933265362847,0.7689764707214255,0.7868086949826492,0.6131563821907124,0.6724844896850983,1.0,0.6049028637657119,0.8516174293924259,0.7336557107586154,0.5071375234952638,0.8052348867720023,0.7334423904303686,0.6939177898996661,0.7603592742984333,0.7538095505493407,0.7864185933927059,0.47890509378599866,0.6502152240729964,0.5667363152821169,0.6297753820894583,0.7510299899413571
"Thyme 10 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)",0.6456707906218608,0.2529055300793346,0.30736650644086105,0.6600015307234344,0.37953217548374574,0.2865385233999601,0.6163940658779024,0.5358909369099718,0.6196767865809162,0.48302188795009715,0.563923223042021,0.5897619467547675,0.5939801307763652,0.6882488903645971,0.46209465608487277,0.2753764237980276,0.4461656330761534,0.5269593762028878,0.5811056210724291,0.41863136810557366,0.4867949798257155,0.6669085105078011,0.5665115189841403,0.6638115023949545,0.5130590168285201,0.6892456029911549,0.5991343005162617,0.6049028637657119,1.0,0.6246008591838694,0.8225299599546902,0.42489266162487305,0.6388464839301876,0.8388957610468296,0.8413078773941831,0.6875557508564657,0.7771233139847927,0.6606876303030951,0.39627900849626807,0.6073060818431701,0.4708215816003156,0.5185417593039101,0.5323816640380656
"Thyme 11 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)",0.750813440535913,0.5470200161464556,0.6043273667338236,0.7620589224260408,0.4538878008033883,0.2750673024634409,0.6370983054753925,0.7098309994194092,0.6691974299570445,0.8341060338144131,0.717032680492057,0.8729349821856222,0.7992872789357477,0.7281853584767582,0.4277622112904186,0.30304037730573696,0.5938533369660988,0.5256554496452766,0.6149959600081001,0.6723195922268552,0.5810855776868344,0.6678551209336561,0.7896234223391108,0.7466570798875969,0.6837824186582023,0.6287043558655936,0.6912886083542839,0.8516174293924259,0.6246008591838694,1.0,0.7259696521196034,0.5068730398979837,0.8313908516886506,0.7262706592016123,0.6903104382611069,0.7449295193987815,0.7876782611835018,0.8050644245309239,0.48821943320519157,0.6245080617749363,0.6067988158841342,0.5568674745431349,0.6433035588509428
"Thyme 3 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)",0.6888305959550209,0.3181068232408948,0.37669092650203595,0.7093880104188188,0.5070694688604573,0.3261773023050566,0.7236546284393898,0.64849638951395,0.73084825074721,0.6005015177614681,0.6736940135104984,0.691616155317251,0.6850777980599675,0.7864550176942375,0.5688925715453365,0.38769611913651614,0.5863960233848216,0.6577536062069069,0.715223586788202,0.5523644968255566,0.6350807771898235,0.7614065719730398,0.6819991453935981,0.8186480483819426,0.6302390321090992,0.7556650534814704,0.6623700902973846,0.7336557107586154,0.8225299599546902,0.7259696521196034,1.0,0.5239898596566052,0.7430267605741203,0.8631270600093529,0.8747272056302476,0.7763432572323018,0.8528303707250197,0.7675653337592063,0.4734331426628081,0.726218864823213,0.5542894267888442,0.6440857020679159,0.6690847876643433
"Thyme 4 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)",0.3280789812989017,0.15632480303572138,0.19130584349036595,0.3653087058411193,0.6277126852100388,0.31327386135093893,0.46278442736560477,0.4384082746336334,0.5700294086228799,0.48438977611393585,0.6233123528074723,0.49935362777255665,0.5664796656539353,0.5779781222848286,0.4156225322787567,0.3165312908884719,0.4193144481854979,0.5793540203348844,0.5709636767140397,0.49771515025054824,0.46045677006012775,0.5023577161814277,0.5043836366970696,0.5768546540828524,0.3657194207306429,0.5655005223574363,0.4615661164542766,0.5071375234952638,0.42489266162487305,0.5068730398979837,0.5239898596566052,1.0,0.5231779984908587,0.4616855679679326,0.48607986898547795,0.5977213384838762,0.49245085050851667,0.5723086837487508,0.5627767049931414,0.6762514295660151,0.6505876032268972,0.5472811801032136,0.49349395391946393
"Thyme 5 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)",0.700426787751077,0.4701306300285979,0.5243078971847234,0.7212116097182045,0.48331928802924107,0.287100019520397,0.654736681659849,0.6807300497049917,0.6780940190729599,0.7481161126240192,0.709271263415026,0.7898277701196899,0.7605094303108305,0.7328971221906625,0.46871183494252977,0.33577740787247834,0.5987775673326088,0.5659722268622344,0.642357658458697,0.6476415473310079,0.600006636806614,0.6835681865949064,0.7496113421659669,0.7596623839408632,0.656801278688221,0.6539600210278664,0.6703220370889995,0.8052348867720023,0.6388464839301876,0.8313908516886506,0.7430267605741203,0.5231779984908587,1.0,0.7228662361234994,0.7018472572017268,0.7428382353025613,0.7687262974753412,0.7856924636967889,0.49490735327813906,0.6542762497538623,0.6017421081055552,0.5842241759435267,0.6488125035629595
