,"Athamanta macedonia (Greece) - Athamanta macedonia (L.) Sprengel, ssp. macedonia, fam. Apiaceae (Umbell.)","Cedarleaf (Egypt) 1a fruit - Thuja occidentalis L., fam. Taxodiaceae","Cedarleaf (Egypt) 1b twig - Thuja occidentalis L., fam. Taxodiaceae","Cypress fruit/cone - Cupressus sempervirens L. (C. fastigiata DC), fam. Cupressaceae","Dracocephalum aucheri - Dracocephalum aucheri Boiss., fam. Lamiaceae (Labiatae)","Grapefruit leaf (Taiwan) - Citrus paradisi Macfayden, fam. Rutaceae","Grapefruit leaf (USA) - Citrus paradisi Macfayden, fam. Rutaceae","Hyptis suaveolens (India) 1 - Hyptis suaveolens (L.) Poit., fam. Lamiaceae (Labiatae)","Hyptis suaveolens (Mali) - Hyptis suaveolens (L.) Poit., fam. Lamiaceae (Labiatae)","Juniper leaf (Italy) - Juniperus communis L., fam. Cupressaceae","Litsea cubeba (China) 2a flower - Litsea cubeba (Lour.) Pers. (L. citrata Blume), fam. Lauraceae","Litsea cubeba (India) 2b flower - Litsea cubeba (Lour.) Pers. (L. citrata Blume), fam. Lauraceae","Mandarin leaf (Petitgrain mandarin.) (China) - Citrus reticulata Blanco, fam. Rutaceae","Mullilam - Zanthoxylum rhetsa D.C. syn. Z. limonella (Dennst.) Alston, fam. Rutaceae","Mullilam seed (India) - Zanthoxylum rhetsa D.C. syn. Z. limonella (Dennst.) Alston, fam. Rutaceae","Nutmeg (Sri Lanka) 1 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (West Indies) 1 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (West Indies) 2 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (West Indies) 3 - Myristica fragrans Houtt., fam. Myristicaceae","Orange leaf, sweet (China) - Citrus sinensis (L.) Osbeck, fam. Rutaceae","Orange leaf, sweet (Israel) 1 - Citrus sinensis (L.) Osbeck, cultivar Jaffa (Shamouti), fam. Rutaceae","Orange leaf, sweet (Italy) 1 - Citrus sinensis (L.) Osbeck, fam. Rutaceae","Orange leaf, sweet (Italy) 2a Valencia Late - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae","Orange leaf, sweet (Italy) 2b Biondo Comune - Citrus sinensis (L.) Osbeck, cultivar Biondo Comune, fam. Rutaceae","Orange leaf, sweet (Italy) 2c Moro - Citrus sinensis (L.) Osbeck, cultivar Moro, fam. Rutaceae","Orange leaf, sweet (Italy) 3 Valencia late - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae","Orange leaf, sweet (Japan) - Citrus sinensis (L.) Osbeck, fam. Rutaceae","Orange leaf, sweet (North Africa) 2 - Citrus sinensis (L.) Osbeck, cultivar Sanguine, fam. Rutaceae","Orange leaf, sweet (Taiwan) - Citrus sinensis (L.) Osbeck, fam. Rutaceae","Orange leaf, sweet (USA) - Citrus sinensis (L.) Osbeck, fam. Rutaceae","Peucedanum petiolare (Iran) - Peucedanum petiolare (DC) Boiss., fam. Apiaceae (Umbelliferae)","Savin (var. Blue Danube) - Juniperus sabina L. var. Blue Danube, fam. Cupressaceae","Savin 2 - Juniperus sabina L., fam. Cupressaceae","Tangerine leaf 1b - Citrus reticulata Blanco, cultivar Tangerine, fam. Rutaceae","Tansy (Finland) 1c - Tanacetum vulgare L. sabinene chemotype, fam. Asteraceae (Compositae)","Tarragon (Japan) 2 - Artemisia dracunculus L. (Russian type), fam. Asteraceae (Compositae)","Tarragon (Lithuania) 1b - Artemisia dracunculus L. (Russian type), fam. Asteraceae (Compositae)","Tarragon (Lithuania) 1c - Artemisia dracunculus L. (Russian type), fam. Asteraceae (Compositae)","Tarragon (USA) 3 - Artemisia dracunculus L. (Russian type), fam. Asteraceae (Compositae)","Tarragon 1 - Artemisia dracunculus L., fam. Asteraceae (Compositae)","Trichostema dichotomum - Trichostema dichotomum L., fam. Lamiaceae (Labiatae)","Xylopia aethiopica fruit (Benin) 1 - Xylopia aethiopica (Dunal) A. Richard, fam. Annonaceae"
"Litsea cubeba (China) 2a flower - Litsea cubeba (Lour.) Pers. (L. citrata Blume), fam. Lauraceae",0.6660476762683882,0.6588449385225958,0.3363296320398702,0.6042936975118752,0.659109476045934,0.7251537728958413,0.5352213177348542,0.48556998897339143,0.37563639635758694,0.5781145257744256,1.0,0.4763114854880963,0.30905547346605977,0.6673217744541473,0.7908963899651812,0.5883838073613239,0.6321826808153972,0.6699003820637126,0.7732966943090509,0.4801509054153388,0.39765691821171345,0.47541379862377864,0.47034739569391626,0.44694661531434465,0.6340719133314041,0.44996771498840815,0.5652181640094276,0.46522658095861336,0.6588666588142444,0.6574044004915959,0.3131121711000864,0.4371259351472211,0.5782804815182037,0.3807540414970356,0.34323419532750965,0.40158932495492083,0.36277859421709047,0.5032498955477345,0.49608153646486763,0.2281059487107845,0.7035719261469522,0.4926499135575232
"Litsea cubeba (India) 2b flower - Litsea cubeba (Lour.) Pers. (L. citrata Blume), fam. Lauraceae",0.5897016280725313,0.5159304530491917,0.46110568792470874,0.5565815184160496,0.5058330674771256,0.4951293265031822,0.5804382725289517,0.5881853321277317,0.5270212338722379,0.6189887826344507,0.4763114854880962,1.0,0.39706073437150535,0.5863992394008082,0.4582875823476532,0.606644833145078,0.6284374253523068,0.6326985942829682,0.5623113019359889,0.6170911721754351,0.5790253548131519,0.6126060569545788,0.545731872027506,0.5619670746732862,0.5996945675843005,0.561472406606019,0.6143846708085061,0.594091198555646,0.5710172254574899,0.5421467646943624,0.2021292626534601,0.49127712068825047,0.18716057872289937,0.44910726045747074,0.4080225766436899,0.44521007482896036,0.43770904169242164,0.4741119530332354,0.48182228624835466,0.29000059086216945,0.5854198208937856,0.5734913171666378
"Mandarin leaf (Petitgrain mandarin.) (China) - Citrus reticulata Blanco, fam. Rutaceae",0.41957219490504527,0.3501085391476575,0.3505139244187979,0.3452254610626202,0.36484687679843386,0.3685913392741731,0.6084346654755638,0.42153275992339845,0.40328621884415894,0.42639192427663575,0.3090554734660599,0.39706073437150535,1.0,0.39514440636235204,0.2941971064698372,0.39544214169660186,0.42309910724988875,0.4177737044657306,0.364189708050059,0.6005666584313295,0.5292433649049928,0.6126736896070543,0.7438413794825709,0.5766007181877324,0.5657865315824431,0.7525762034843912,0.6529053640745159,0.5374367223266214,0.48508145584426254,0.5001195385430843,0.11555744296314119,0.36819933056829357,0.05977372432384753,0.8845212389137354,0.30861877271405935,0.33834155109966335,0.34881598574748696,0.3854899968857919,0.37045909734147686,0.2038178165443072,0.3951098520920948,0.4797601387681525
"Mullilam - Zanthoxylum rhetsa D.C. syn. Z. limonella (Dennst.) Alston, fam. Rutaceae",0.7880838098583283,0.6098196682768808,0.4449598007984473,0.6638262437125775,0.5801523277467203,0.6015343881428609,0.5954505139377819,0.6368020070662875,0.5356167782643659,0.7681243663182705,0.6673217744541473,0.5863992394008082,0.39514440636235204,1.0,0.6233218832004646,0.728748470016567,0.7997564522828896,0.7791445492338277,0.783776385242524,0.5853041842799647,0.5629540624748126,0.588934254653213,0.5962252773694817,0.5703357692690321,0.7106597063149587,0.5628279313903926,0.6318554126068482,0.6427545936784024,0.6257928527067882,0.6075538171329733,0.25366571202785504,0.5191571417706184,0.32234738794822415,0.48297916102292027,0.44810290787395557,0.47355339787786044,0.4431894756623759,0.5153300094048852,0.5283252158242018,0.28766688016878983,0.6858420747989611,0.6264838812766567
"Mullilam seed (India) - Zanthoxylum rhetsa D.C. syn. Z. limonella (Dennst.) Alston, fam. Rutaceae",0.6565930164126074,0.6809414356183133,0.314243755898442,0.6241251847021964,0.6398711323662846,0.7844013827000922,0.5034780763169191,0.474681338179495,0.33370957908402765,0.5029698801352136,0.7908963899651812,0.4582875823476533,0.2941971064698372,0.6233218832004646,1.0,0.5668833791271926,0.6010723337172647,0.6772732982998941,0.7869315710914375,0.4503984474255267,0.34695271008539685,0.4459184794773995,0.4348356844423441,0.40982465132113366,0.6058691997890817,0.4202199837280496,0.5638138951981082,0.4110508269629889,0.6546818343557325,0.6513413137182578,0.3086089813688191,0.39503850085996817,0.6600924609101044,0.3580322662455183,0.2801100028308009,0.3638586989719669,0.3250343212371911,0.4826296864065065,0.4687072628221194,0.19942889520220874,0.6916512961983389,0.40013561217848015
"Nutmeg (Sri Lanka) 1 - Myristica fragrans Houtt., fam. Myristicaceae",0.6670482605719248,0.6168015985596251,0.4734824499172231,0.752985459437179,0.5429365664723366,0.5695386739380714,0.5341028981234881,0.662458695555777,0.5415110788962656,0.7360718543764492,0.5883838073613239,0.606644833145078,0.39544214169660186,0.728748470016567,0.5668833791271926,1.0,0.8665975759645488,0.8122780512005213,0.7394051943047286,0.5951136466505559,0.5471869391272997,0.5930698249835917,0.5490915511729972,0.5592378934033431,0.631243495219734,0.5331593874070011,0.6352707229194617,0.6051370766710507,0.6007983484287351,0.5598788926461642,0.22871132409155448,0.5048132032131083,0.2668340051167255,0.45452617469229795,0.4130227906691176,0.46704944541239557,0.43661478456801606,0.5111053569282037,0.49814882046638576,0.290785797127871,0.6704253227198712,0.6340115643164029
"Nutmeg (West Indies) 1 - Myristica fragrans Houtt., fam. Myristicaceae",0.73805008849082,0.6434751751159529,0.4997601048287089,0.7391866573762198,0.5860853970208653,0.6138057383519393,0.5837518090175589,0.6959403771730537,0.571184577095998,0.7802177933854758,0.632182680815397,0.6284374253523068,0.42309910724988875,0.7997564522828894,0.6010723337172645,0.8665975759645488,1.0,0.8569949855584529,0.7850867197273743,0.6341509506079857,0.5952053192260557,0.6367336269159665,0.5978536131876655,0.5995780059934269,0.706444168176752,0.578896690227491,0.6842830981935191,0.6475551177776857,0.647838667969848,0.6133982279237229,0.24991720766451686,0.5366371261496508,0.2983310658640588,0.49328898470347216,0.44805216411528737,0.5016886018606864,0.4586369517665657,0.5403459826775051,0.5331499259350562,0.30800817843548733,0.7058389446591409,0.6773961047094665
"Nutmeg (West Indies) 2 - Myristica fragrans Houtt., fam. Myristicaceae",0.7769240058788183,0.7006549052081903,0.4950118011159649,0.7433784752297362,0.6429849730884094,0.6882968739410056,0.5999447139510439,0.6848157956964225,0.5453519364145127,0.7259238123517757,0.6699003820637126,0.6326985942829682,0.4177737044657306,0.7791445492338277,0.6772732982998941,0.8122780512005213,0.8569949855584532,1.0,0.8400411042750282,0.6373514982931854,0.5708475151186487,0.6370145876486356,0.5939260328562637,0.5953543561752621,0.7310284822502648,0.5788033997334745,0.705876812860225,0.6284858840272876,0.700722436156731,0.6698567514378777,0.2929708874190482,0.5374659239945988,0.375696737360123,0.4882660239235487,0.42932795550385805,0.5304057931608452,0.45991805946229425,0.5945548493743026,0.5543487248326551,0.3085175095890007,0.7517513348852456,0.6098849307884462
"Nutmeg (West Indies) 3 - Myristica fragrans Houtt., fam. Myristicaceae",0.7683603236878015,0.7150173655279,0.41862034922497604,0.7348944864999345,0.6517209840214926,0.7426731170887957,0.5723234442430176,0.6046862759494072,0.45988134649010526,0.6697210485723245,0.7732966943090509,0.5623113019359891,0.364189708050059,0.783776385242524,0.7869315710914375,0.7394051943047286,0.7850867197273745,0.8400411042750282,1.0,0.5580775942421146,0.4768256304055589,0.554602472378309,0.5348578804512264,0.5199763961739856,0.6962648791932353,0.5156702674362083,0.6476630234736888,0.5479458242928207,0.6937451078887726,0.6729934598271403,0.3023749979270839,0.4852812161035348,0.48896089555313793,0.43824685591092005,0.37745456900870267,0.44668439124566917,0.406178320776555,0.5347922724128136,0.526052819424115,0.2646720850415266,0.7557311800807722,0.5392679192968228
"Orange leaf, sweet (China) - Citrus sinensis (L.) Osbeck, fam. Rutaceae",0.6365560396429066,0.5715876084283885,0.5494102072638162,0.5376534952462215,0.5591237879044719,0.5339445006958108,0.6573838939512168,0.6498224529957103,0.6073259663108571,0.6433918273387381,0.4801509054153388,0.6170911721754351,0.6005666584313295,0.5853041842799647,0.4503984474255267,0.5951136466505559,0.6341509506079857,0.6373514982931854,0.5580775942421144,1.0,0.7250529402633386,0.8959314067403574,0.7924875641591952,0.8711451482521614,0.7610982055397102,0.8010936898174345,0.8086093345082815,0.8287900438393883,0.6789682974298077,0.6585941997747222,0.3299222542082427,0.5567221905788472,0.1908359550837595,0.6410437436366039,0.4631167499531593,0.5073874193317014,0.5188336089430922,0.5798525979953519,0.5549855586839467,0.34122594260351713,0.5959314083562778,0.6425164835034878
"Orange leaf, sweet (Israel) 1 - Citrus sinensis (L.) Osbeck, cultivar Jaffa (Shamouti), fam. Rutaceae",0.5886039679204468,0.4622497787873878,0.541455931529731,0.4663521559674503,0.4872962091791897,0.4217838819440468,0.5970489092071218,0.6110620634982,0.6330591490952675,0.646756888021746,0.39765691821171345,0.5790253548131519,0.5292433649049928,0.5629540624748126,0.34695271008539685,0.5471869391272997,0.5952053192260556,0.5708475151186487,0.4768256304055588,0.7250529402633386,1.0,0.7321266530596326,0.6960607216274708,0.7171071060793379,0.6300473101943543,0.6796332519796293,0.6657500193846776,0.7582724417032556,0.5625545221418324,0.5434219481401819,0.2388552916783433,0.5585603734365987,0.07433316372490084,0.5864840261961377,0.5022210810629846,0.5375917475261536,0.49948655019706356,0.4771413815129385,0.5060435848912017,0.3465358191784855,0.5257402399130836,0.672522553189421
"Orange leaf, sweet (Italy) 1 - Citrus sinensis (L.) Osbeck, fam. Rutaceae",0.6431581804035144,0.5640318164190359,0.5507587613843259,0.5289464366011187,0.5576825672896996,0.5313565660010338,0.6586343749828716,0.6603274851045067,0.6166191346321344,0.6412652171739013,0.47541379862377864,0.6126060569545788,0.6126736896070543,0.588934254653213,0.4459184794773995,0.5930698249835917,0.6367336269159665,0.6370145876486356,0.554602472378309,0.8959314067403574,0.7321266530596328,1.0,0.79252782577152,0.8387126626171426,0.7577408634205365,0.8124748320727702,0.8004123239940143,0.810325098431243,0.6691129606744133,0.6486003228430643,0.30441607600210985,0.5530982267937008,0.18429736606523317,0.6547330957710495,0.4665711235710709,0.5110451289271372,0.5172715755303319,0.5784308617892864,0.5506624443343112,0.3381760333869537,0.5940573715638066,0.6459189185106244
"Orange leaf, sweet (Italy) 2a Valencia Late - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae",0.6178561631004977,0.508138779958561,0.4792407917154705,0.48781972481177227,0.5115984908890174,0.5039080087126471,0.7241451906391401,0.5819565590238993,0.5523624965794315,0.6194404613654345,0.47034739569391626,0.545731872027506,0.7438413794825709,0.5962252773694817,0.4348356844423441,0.5490915511729972,0.5978536131876655,0.5939260328562637,0.5348578804512264,0.7924875641591952,0.6960607216274708,0.79252782577152,1.0,0.7820594673193019,0.7583846867112826,0.912416683876463,0.803780660321961,0.7689677225756778,0.6412494695751485,0.650824071788508,0.2745231217695405,0.513760700938922,0.17264497541276913,0.8149266073614412,0.44549321841353573,0.47278748910004664,0.47439343232888653,0.5247347669788693,0.5136917851868295,0.3047541872377031,0.5518997875009167,0.6361185199244394
"Orange leaf, sweet (Italy) 2b Biondo Comune - Citrus sinensis (L.) Osbeck, cultivar Biondo Comune, fam. Rutaceae",0.6017202279401891,0.5289811257860045,0.5123520078493305,0.5072546280655683,0.5134164829058623,0.47999515442176943,0.6039929519404155,0.6071775613723773,0.5893555635798455,0.623622426045441,0.44694661531434465,0.5619670746732862,0.5766007181877324,0.5703357692690321,0.40982465132113366,0.5592378934033431,0.5995780059934269,0.5953543561752621,0.5199763961739856,0.8711451482521614,0.7171071060793379,0.8387126626171426,0.7820594673193019,1.0,0.7100802371427736,0.7825775575820076,0.7459705409054127,0.8419300840961059,0.6279899658232496,0.6104040149682001,0.3747622854039706,0.5308336924472996,0.1502738197380905,0.6148215186276131,0.45309597240139377,0.4845487056242108,0.5051394384649504,0.5642964923728458,0.5303049952603822,0.32217359279317126,0.5548755633258646,0.6225032905969512
"Orange leaf, sweet (Italy) 2c Moro - Citrus sinensis (L.) Osbeck, cultivar Moro, fam. Rutaceae",0.7617710523286485,0.6415071836340087,0.5077203019285091,0.586096145879258,0.6504441395207416,0.6674854709752612,0.7162252802795984,0.6485137563301955,0.5607521615157804,0.6839569225616828,0.6340719133314041,0.5996945675843005,0.5657865315824431,0.7106597063149587,0.6058691997890817,0.631243495219734,0.706444168176752,0.7310284822502648,0.6962648791932353,0.7610982055397102,0.6300473101943544,0.7577408634205365,0.7583846867112826,0.7100802371427736,1.0,0.7433811568686489,0.8088361584249565,0.7248363799141119,0.7430826068722101,0.7458309089171575,0.2910152352562052,0.5587990592705872,0.3451253800736048,0.6405093537551907,0.46321724443159185,0.5127083479820487,0.5028736471803095,0.6098450992585187,0.5927110357565974,0.3296686597233467,0.6929247358044254,0.6303215874024573
"Orange leaf, sweet (Italy) 3 Valencia late - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae",0.5954721535733771,0.5009674444158352,0.47761973167383354,0.4730686557173077,0.5012104950936707,0.49593588047034987,0.7099999312002969,0.57293458011004,0.5350250903384552,0.5916263701848696,0.44996771498840815,0.561472406606019,0.7525762034843912,0.5628279313903926,0.4202199837280496,0.5331593874070011,0.578896690227491,0.5788033997334745,0.5156702674362083,0.8010936898174345,0.6796332519796293,0.8124748320727702,0.912416683876463,0.7825775575820076,0.7433811568686489,1.0,0.7997664427310559,0.748516263177485,0.6288805514602838,0.6370056376253158,0.26330491365707986,0.4995908946216817,0.16404060877188287,0.8045755294851089,0.42988391318293684,0.46274581959432015,0.47050795563138725,0.5281013329501866,0.5055491940157992,0.296828180163218,0.5362737181230985,0.6123618596596954
"Orange leaf, sweet (Japan) - Citrus sinensis (L.) Osbeck, fam. Rutaceae",0.6834236481618852,0.6340902386615586,0.5082387118273415,0.605058294265677,0.6138859739895899,0.6393638180409502,0.7303877173828413,0.6397008377696181,0.5513705575600945,0.634011389406185,0.5652181640094276,0.6143846708085061,0.6529053640745159,0.6318554126068482,0.5638138951981082,0.6352707229194617,0.6842830981935191,0.705876812860225,0.6476630234736888,0.8086093345082815,0.6657500193846777,0.8004123239940143,0.803780660321961,0.7459705409054127,0.8088361584249565,0.7997664427310559,1.0,0.7114712653970232,0.7595207323853642,0.7534510820850514,0.33752664803120547,0.53678134615013,0.2997643124125877,0.7061585290351047,0.433784683482072,0.5014983507102897,0.4787455717277638,0.5636200669125631,0.5542327473930949,0.3206147820202131,0.6626578407077579,0.6201886099998104
"Orange leaf, sweet (North Africa) 2 - Citrus sinensis (L.) Osbeck, cultivar Sanguine, fam. Rutaceae",0.6621964149441645,0.5304149266967844,0.5479367967820785,0.5175367710539446,0.5188678018415285,0.4746864258432375,0.6230594497451445,0.6609073101009806,0.6439704572159198,0.6991997669403345,0.46522658095861347,0.594091198555646,0.5374367223266214,0.6427545936784024,0.4110508269629889,0.6051370766710507,0.6475551177776857,0.6284858840272876,0.5479458242928206,0.8287900438393883,0.7582724417032558,0.810325098431243,0.7689677225756778,0.8419300840961059,0.7248363799141119,0.748516263177485,0.7114712653970232,1.0,0.6134230663465915,0.5940351371744682,0.3076616589376546,0.565350658947902,0.13272040386350858,0.6009189557765642,0.503265102190164,0.5137679090244684,0.5251019822732146,0.5509922306908133,0.542549821430528,0.3420721838162114,0.5640134992108619,0.6927288390863353
"Orange leaf, sweet (Taiwan) - Citrus sinensis (L.) Osbeck, fam. Rutaceae",0.6964596836542427,0.6916218694100835,0.4669669330831224,0.6054909402932126,0.6790860673263877,0.8035969900687502,0.732173854853876,0.6178267233319097,0.531648700732819,0.6047466418337111,0.6588666588142444,0.5710172254574899,0.48508145584426254,0.6257928527067882,0.6546818343557325,0.6007983484287351,0.6478386679698482,0.700722436156731,0.6937451078887726,0.6789682974298078,0.5625545221418324,0.6691129606744133,0.6412494695751485,0.6279899658232497,0.7430826068722101,0.6288805514602838,0.7595207323853642,0.6134230663465916,1.0,0.8818967181866614,0.39119995008625175,0.5156557617078303,0.4280711566799338,0.540655540587001,0.3993963390378885,0.5311589181499138,0.44254373256860835,0.5557923510408675,0.5525550249105007,0.30135517169533976,0.7487117060856991,0.5432713913668528
"Orange leaf, sweet (USA) - Citrus sinensis (L.) Osbeck, fam. Rutaceae",0.6785322966868694,0.6669118280871092,0.4358737495274633,0.5632111970375011,0.6570122329330592,0.7870341974346475,0.7680777832927486,0.5495211773217146,0.45616150098965047,0.5811904226271598,0.6574044004915959,0.5421467646943623,0.5001195385430843,0.6075538171329733,0.6513413137182578,0.5598788926461642,0.6133982279237229,0.6698567514378777,0.6729934598271403,0.6585941997747224,0.5434219481401821,0.6486003228430643,0.650824071788508,0.6104040149682,0.7458309089171575,0.6370056376253158,0.7534510820850514,0.5940351371744681,0.8818967181866614,1.0,0.38499836844706015,0.4965917120162956,0.4450470003235557,0.561054963857551,0.3817075399204043,0.5193953057007354,0.4219164187132435,0.5426654256729273,0.5360939492498142,0.283847891038123,0.6768521138947138,0.5162503239214846
"Peucedanum petiolare (Iran) - Peucedanum petiolare (DC) Boiss., fam. Apiaceae (Umbelliferae)",0.2992169926207473,0.3814824691300611,0.1425875093292296,0.29125021206980894,0.3056810850159788,0.3169947114088565,0.23364836589173432,0.222917029940917,0.1584080410576858,0.22213482539275953,0.3131121711000864,0.2021292626534602,0.11555744296314119,0.25366571202785504,0.3086089813688191,0.22871132409155448,0.24991720766451686,0.2929708874190482,0.3023749979270839,0.3299222542082427,0.2388552916783433,0.30441607600210985,0.2745231217695405,0.3747622854039707,0.2910152352562052,0.26330491365707986,0.33752664803120547,0.30766165893765474,0.39119995008625175,0.38499836844706015,1.0,0.19022286633343144,0.19841172721655753,0.14822915065021858,0.11335947030846427,0.17012399222112473,0.15459386187922275,0.2422135833838045,0.23059110417429063,0.05131792836064086,0.30212061254641487,0.1864635221669806
"Savin (var. Blue Danube) - Juniperus sabina L. var. Blue Danube, fam. Cupressaceae",0.5461182608379826,0.46802142810458347,0.44743636174921575,0.45777121088351336,0.4920439077480442,0.4431479451899991,0.4903352055684215,0.5285175006875691,0.5013727123810967,0.561992979159089,0.4371259351472211,0.49127712068825047,0.36819933056829357,0.5191571417706184,0.39503850085996817,0.5048132032131083,0.5366371261496508,0.5374659239945988,0.4852812161035348,0.5567221905788472,0.5585603734365987,0.5530982267937008,0.513760700938922,0.5308336924472996,0.5587990592705872,0.4995908946216817,0.53678134615013,0.565350658947902,0.5156557617078303,0.4965917120162956,0.19022286633343144,1.0,0.1601577994109984,0.4217529942806123,0.417912641459542,0.44317539231772696,0.42987167431672835,0.4589962494910358,0.46989474758213745,0.2901528912084973,0.5190883844803547,0.5351346920619117
