,"Agastache foeniculum (giant hyssop) - Agastache foeniculum (Pursh.) Kuntze, fam. Lamiaceae (Labiatae)","Agastache rugosa flower (Vietnam) - Agastache rugosa (Fisch. et Mey) O. Kuntze, fam. Lamiaceae (Labiatae)","Agastache rugosa leaf (Vietnam) - Agastache rugosa (Fisch. et Mey) O. Kuntze, fam. Lamiaceae (Labiatae)","Amomum linguiforme rhizome - Amomum linguiforme Benth., fam. Zingiberaceae","Amomum pavieanum rhizome - Amomum pavieanum Pierre & Gagnep, fam. Zingiberaceae","Avocado leaf - Persea gratissima Gaertner (P. americana Mill.), fam. Lauraceae","Backhousia anisata leaf 2 - Backhousia anisata Vickery (Chemotype 2), fam. Myrtaceae","Basil (Australia) 1a - Ocimum basilicum L. cultivar Reunion, fam. Lamiaceae (Labiatae)","Basil (Australia) 2a cultivar Reunion - Ocimum basilicum L. cultivar Reunion, fam. Lamiaceae (Labiatae)","Basil (Benin) 1c - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Bhutan) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (China) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Comoro Islands) 1 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Comoro Islands) 2 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Cuba) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Denmark) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Egypt) 2 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Finland) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (France) 2 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (India) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Italy) 3 CO2-extract - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Madagascar) 1 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Madagascar) 2 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Nigeria) 1 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Pakistan) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Philippines) 1b - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Portugal) 1 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Taiwan) leaf & flower - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Taiwan), flower - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Taiwan), leaf - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Taiwan), stem - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Taiwan), whole plant - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Vietnam) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil 1 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil 2 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil 3 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Chervil (France) - Anthriscus cerefolium (L.) Hoffm. (Cerefolium sativum Lam.), fam. Apiaceae","Chervil (The Netherlands) - Anthriscus cerefolium (L.) Hoffm. (Cerefolium sativum Lam.), fam. Apiaceae","Chervil (Turkey) - Anthriscus cerefolium (L.) Hoffm. (Cerefolium sativum Lam.), fam. Apiaceae","Clary sage (Italy) 1 - Salvia sclarea L., fam. Lamiaceae (Labiatae)","Clausena dunniana (China) 1 - Clausena dunniana Levl., fam. Rutaceae","Fennel, bitter (Spain) 2 - Foeniculum vulgare Miller, var. vulgare DC, fam. Apiaceae (Umbelliferae)","Fennel, pepper (Turkey) - Foeniculum vulgare Miller, ssp. piperitum, fam. Apiaceae (Umbelliferae)","Lindera neesiana leaf (India) - Lindera neesiana Benth., fam. Lauraceae","Ocimum tenuiflorum (Australia) - Ocimum tenuiflorum L., O. sanctum L., fam. Lamiaceae (Labiatae)","Ravensara anisata (Madagascar) - Ravensara anisata Danguy, fam. Lauraceae","Tarragon (France) 2 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (France) 3 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (France) 4 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (France) 5 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (Italy) 1 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (Italy) 2 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (Italy) 3 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (Japan) 1 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (Lithuania) 1a - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (Poland) 2a leaf - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (USA) 1 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (USA) 2 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (USA) 6 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon 2 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)"
"Lindera neesiana leaf (India) - Lindera neesiana Benth., fam. Lauraceae",0.671854900885714,0.7067630318800147,0.7303520553438094,0.714398013349609,0.7309520811565171,0.7513553641261911,0.5574796826507475,0.7648869952450257,0.7735631053605214,0.7392523627725962,0.7472233927152596,0.72788639446558,0.7590082750725068,0.7647936303586942,0.3505214719761547,0.7508204821973545,0.7483202620589477,0.4537407911820065,0.7630450338279242,0.5702991755776621,0.17697712862607995,0.7622519622200512,0.7487638116274311,0.7664549199138111,0.6631987234348697,0.6750902492988391,0.756945684514654,0.7591878467557068,0.754941525178512,0.7482436012956647,0.6033290369896528,0.740645912318515,0.7523027939167843,0.7648177324424952,0.7461730919140619,0.7605383330894395,0.5427176438930598,0.5086076775975659,0.6429069936335016,0.20011399360115656,0.7127860208805159,0.19623986459894116,0.5510386286942506,1.0,0.7344439796732596,0.3874245024419811,0.5727408993690861,0.6901161629308745,0.6439955644553639,0.6504122754496218,0.36970592910754674,0.6976136506340627,0.6348495950642872,0.6252302964630274,0.7161937399863361,0.45348240038834087,0.7041314035960426,0.4421653263431703,0.565585432915416,0.658744550210344
"Ocimum tenuiflorum (Australia) - Ocimum tenuiflorum L., O. sanctum L., fam. Lamiaceae (Labiatae)",0.7876638201391553,0.7261681090892649,0.8503185511970368,0.831534607421683,0.8576946656402122,0.7816484774149287,0.5710999724858086,0.8746670639504553,0.8672970383974812,0.8473911827113187,0.8622868719803172,0.8449007560840898,0.8431884310666309,0.8532896209237386,0.32029073152694876,0.8723467777015722,0.8064050804287676,0.4348801851726717,0.8508683077079575,0.5857426350501813,0.1440087873689978,0.8522304855335643,0.7963404062072772,0.851005390401468,0.6711572575922244,0.7104695108183252,0.8005581213575783,0.8241568228518781,0.8346270242497649,0.8187002230759459,0.5883334492790515,0.8212924128615564,0.8655826727775547,0.8562020576183396,0.8100316410388977,0.8363275285295038,0.548730245133549,0.5139150706584319,0.6820088670127546,0.16231607955293526,0.8289479178871211,0.16085394982238455,0.5527577041130085,0.7344439796732596,1.0,0.36464549504987176,0.5737088033958754,0.7094298290654408,0.6595472925239788,0.643275903420742,0.3448103048554114,0.717066975564223,0.6435868258913967,0.630951114166421,0.7481637766820388,0.42392597328427506,0.7380140028603458,0.41246787018312736,0.5579803105187058,0.6752354668557278
"Ravensara anisata (Madagascar) - Ravensara anisata Danguy, fam. Lauraceae",0.24280368469280988,0.5085768820220551,0.3152314529314064,0.30342438415351214,0.32170927278215455,0.4933622574350911,0.6656533138330571,0.3911950476648369,0.42652701181499364,0.33813518750776994,0.3548805001130573,0.3233996258233489,0.40579289157305554,0.4080943242879861,0.5056516615318924,0.35986524992532565,0.4633519418881127,0.5444938942804525,0.4133398506563093,0.4800124855344069,0.39459757668470974,0.40503465823891127,0.47046161465782377,0.4222653759812717,0.5490383876144898,0.5424641904842882,0.48063450354301696,0.43276519186685836,0.40483135027435835,0.40893942577127407,0.5578760246068522,0.39288526615429764,0.3590612161865432,0.408082204861681,0.4402061964492118,0.4309937100324148,0.403935795564876,0.3758809143329499,0.37236142666730143,0.4090999429391151,0.3016556848933024,0.5414374100976296,0.43839522298910316,0.3874245024419811,0.36464549504987176,1.0,0.45464457462927366,0.4715183523367791,0.45424917670636766,0.5616213053770627,0.4390284463734374,0.4774489956594067,0.4781008948755381,0.4787087309594029,0.46462398299840946,0.5455025977904595,0.4510753489580617,0.5297802848452382,0.4970031545893643,0.4658138707828232
"Tarragon (France) 2 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)",0.4700333694378478,0.6640310202076971,0.5379294925695979,0.5189076120584868,0.5423312868491903,0.6732725684537737,0.514922477951498,0.5991834458944092,0.6369065541273307,0.5570589295944199,0.5890307073254265,0.5409523826985005,0.6085621797964957,0.6217732969218706,0.45417858694562374,0.5761642124202867,0.6547615474891384,0.5162586730332596,0.6080372615205302,0.526742754006902,0.2962327116350899,0.6058577258367825,0.6685762083953348,0.625291116732893,0.6405689677057826,0.6925142025427364,0.660542023018982,0.6443525322671944,0.6280808071013817,0.6212083937700159,0.6435065603606078,0.6050293018861339,0.5739236990220433,0.6217606970200908,0.6280657455695791,0.6362673865486521,0.5198652409445493,0.48627566913833353,0.54581072267516,0.3140840597675352,0.5213453798481809,0.3028256764986488,0.5438836644894669,0.5727408993690861,0.5737088033958754,0.45464457462927366,1.0,0.8418680784125516,0.9024225214189915,0.6693893685479674,0.5315106227102477,0.6387658921029264,0.9055784187746047,0.6063098184965978,0.8058730508427236,0.5427239335753659,0.8159502275832637,0.741106863977239,0.8558648734262307,0.884404367507694
"Tarragon (France) 3 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)",0.6027217501186491,0.7760762654424895,0.6770975960029166,0.6580693028636609,0.6822160165187285,0.8093566408971017,0.5919449419490458,0.7442393462958838,0.785614130311656,0.6974109913558244,0.7257900677226415,0.6781057817192961,0.7498902332688346,0.7636679210412998,0.45501743073693557,0.7170711717977297,0.7861723895584734,0.543291567938548,0.7515473743325338,0.6055503868376821,0.27670000401621475,0.7488276487511131,0.7996333004523679,0.76961537697901,0.7333366517852247,0.7882396428883099,0.7987649889865633,0.7881613236549097,0.7711505176897046,0.7587654033539011,0.7056277010289056,0.7433075414626471,0.7164383617275658,0.7636477566378574,0.7586732981414455,0.7747236355089975,0.5884119745451458,0.5500738917683643,0.6510020248122259,0.30203562540181317,0.6555054928184405,0.292296603648621,0.6100791156945056,0.6901161629308745,0.7094298290654408,0.4715183523367791,0.8418680784125516,1.0,0.9192443041313841,0.7461780987335788,0.5182145178929818,0.7516519861107539,0.9096361148419826,0.6867504170450989,0.9388161403609014,0.5582473219592131,0.930786462561675,0.6592331427772482,0.8040041476889559,0.9285262666527587
"Tarragon (France) 4 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)",0.5617236209496617,0.7227277208219304,0.6303977454253102,0.610142590633163,0.6335991746395433,0.744552448838827,0.558015153623973,0.6888188954568237,0.7256074887305519,0.647493032654433,0.6780660439784083,0.6304085133099029,0.69396511635109,0.7074637903463289,0.43853220442891083,0.6654249814864635,0.7283358521591072,0.518899235483187,0.6953453757991519,0.57098064827581,0.26414228440414844,0.6928237930350007,0.7418253845882026,0.710607346368612,0.6862068771857959,0.7381017795299933,0.7358814815709187,0.7300781578273339,0.7171104184594337,0.7044550301730124,0.6668455537814921,0.6925774555307684,0.6643213146769447,0.7074474998296669,0.7101030580628371,0.7183912282490224,0.5561958243328565,0.5203565558569963,0.6100007727042475,0.2895926084418675,0.6131946338582712,0.2818590288015773,0.5759917179383032,0.6439955644553639,0.6595472925239788,0.45424917670636766,0.9024225214189915,0.9192443041313841,1.0,0.7045893235416705,0.5183811445020254,0.6981606128747364,0.9512500054758376,0.649252246410972,0.8929069886504689,0.537933002890782,0.908317089554648,0.6804598924803418,0.8290689854277801,0.9656651291006392
"Tarragon (France) 5 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)",0.5057841074536532,0.8042376283556434,0.5918194830756403,0.5681747333585678,0.5969120546607167,0.8091953186915023,0.5991495713277484,0.6755391870888243,0.7187638427560874,0.6170995030995533,0.6334193143384259,0.5985516475005888,0.6927577680552737,0.7009535364387798,0.545785025346414,0.6424741022431446,0.7586603410867849,0.6245734150925322,0.6892146469540243,0.6118355665341738,0.401650972410835,0.6875023981171409,0.7649925642632587,0.7188964654485998,0.7759782371886346,0.8191543918646332,0.7823961234985554,0.7209966148465528,0.6872780041902796,0.6968391253463557,0.7849528659181081,0.6611358809437275,0.6403932938974225,0.7009376005482331,0.7273274539296568,0.7200420629466885,0.605607154631342,0.5652711005198352,0.6192895039871544,0.4035296896524694,0.572652614835474,0.39667699534478196,0.6406484840224966,0.6504122754496218,0.643275903420742,0.5616213053770627,0.6693893685479674,0.7461780987335788,0.7045893235416705,1.0,0.5442616142384569,0.7568821918777873,0.727107997352564,0.7220349231781105,0.7531264208613503,0.6756919272886215,0.7302201853716941,0.658859427144528,0.7064236461972592,0.7256286360670938
"Tarragon (Italy) 1 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)",0.22232848664603044,0.4912322467454817,0.2948498404097375,0.275285159852503,0.30002918555608504,0.47463912249474993,0.37001255872461714,0.3672986503956567,0.4093529032671497,0.3180176304185469,0.3317478146676732,0.2986560189837214,0.38109852516439713,0.3870427300640178,0.45949323474333104,0.33641473157043855,0.43609692329059624,0.4727573203871527,0.3782889329822302,0.3794583558549366,0.36382611472775916,0.37602148394743884,0.44298745922130567,0.40194504165463874,0.48667808019563386,0.5454685299169941,0.47354861257882985,0.42236972727000377,0.39841235595602364,0.39740043078629683,0.5420442341664437,0.3760389300790157,0.3358465587709236,0.3870349551852499,0.41721561992244494,0.4036063689518744,0.39133396167477774,0.36371735721962417,0.3553854973859606,0.37798101928808125,0.29201512974880783,0.3683168063321678,0.4270520219809111,0.3697059291075465,0.3448103048554112,0.4390284463734374,0.5315106227102477,0.5182145178929816,0.5183811445020254,0.5442616142384569,1.0,0.5239271844552307,0.5499665333125656,0.5700504259271142,0.49577060514046456,0.5409732923005097,0.49610406969019527,0.6381309724911148,0.5746776519809922,0.5334219507771794
"Tarragon (Italy) 2 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)",0.6064726140128893,0.7885790714866675,0.6844384526791598,0.6666785058757629,0.6881426591657087,0.8250787098371086,0.6017700810731974,0.7760398264736129,0.7981649360333142,0.7227435219806139,0.7354929711557683,0.6874935155817316,0.8048870327473814,0.8024075470065607,0.5205924263444474,0.7416189183335078,0.8327996519663134,0.6152390415133828,0.7665678598957495,0.611527027861358,0.29210540654045203,0.7912038257108709,0.8402355457206059,0.8142379534258444,0.7906728068515932,0.7734770157920803,0.8656068088826326,0.8254071988361447,0.7882440649991217,0.815473857951321,0.7675554220676897,0.7906245628897031,0.7401202034775549,0.8023834296488763,0.8304170814390315,0.8162572993868358,0.593742394287816,0.5549614317502046,0.6573260864224876,0.31356818072929993,0.671658667796682,0.2965194385413029,0.6174717632509832,0.6976136506340627,0.717066975564223,0.4774489956594067,0.6387658921029264,0.7516519861107539,0.6981606128747364,0.7568821918777873,0.5239271844552305,1.0,0.7018498295188671,0.7555516299282918,0.7672444235055771,0.6160658891602574,0.750746943513465,0.5526665600670941,0.6489984234701579,0.7230102873893407
"Tarragon (Italy) 3 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)",0.5358275819044391,0.7302610972233139,0.6082226272559692,0.5880631330421008,0.6128233764490649,0.7461532632436692,0.5597731316954839,0.6727479901615065,0.7128319605518534,0.6270265340494695,0.6561787203381835,0.6098443910723589,0.6805273538427183,0.6939456104883519,0.4646909521431395,0.6472544121934578,0.7247066751711644,0.5408393270620461,0.6808354811522832,0.5741306144263821,0.2970876527417289,0.6783959379851159,0.7372712173339362,0.6990896517840676,0.6972408314667806,0.7553052870214606,0.7335773685039442,0.7196131752256858,0.7027762224129768,0.6931832330660963,0.6879945426414265,0.677071600592518,0.6451599916677716,0.6939540792676455,0.705176562437664,0.7075083795578476,0.561556578886084,0.5250961531265769,0.6025304515087823,0.3182102814743032,0.5917016393066389,0.3105362827345044,0.5869785359736628,0.6348495950642872,0.6435868258913967,0.4781008948755381,0.9055784187746047,0.9096361148419826,0.9512500054758376,0.727107997352564,0.5499665333125654,0.7018498295188671,1.0,0.6600436790914982,0.8796800585197546,0.5698569799987521,0.890574637659513,0.7177990073958733,0.8552231183025871,0.9513702072669581
"Tarragon (Japan) 1 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)",0.5206627845246303,0.7222714437093141,0.5946939035814618,0.5743802164735392,0.5983961848931607,0.737239650599683,0.5545363004184227,0.6606396214001895,0.6902092602417945,0.61451858259596,0.6270116047535735,0.597685521499113,0.6690542543139,0.6760601810121644,0.45767628585488573,0.633142213866231,0.707354118371365,0.5393656671390921,0.668125856717144,0.5679936619013437,0.3052034341106805,0.6664375403906713,0.7115176925223056,0.6870026396709189,0.6922357287042522,0.7217473975907508,0.7446453543239233,0.688337628335864,0.6652305194411556,0.6693713125597605,0.6782300132779873,0.6446968219513943,0.6326084382863799,0.6760454696670414,0.6906703018280589,0.6869880551027578,0.557513428201744,0.5213811545194589,0.5940830164053372,0.31952979560254446,0.5924499126440764,0.3158590791725734,0.5823455890147582,0.6252302964630274,0.630951114166421,0.4787087309594029,0.6063098184965978,0.6867504170450989,0.649252246410972,0.7220349231781105,0.5700504259271144,0.7555516299282918,0.6600436790914982,1.0,0.6975922505669022,0.5714661436621894,0.6860536019099135,0.5606089359963519,0.6267173998655302,0.6740839009865025
"Tarragon (Lithuania) 1a - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)",0.644014024388423,0.792383870909156,0.7205824795640454,0.6985003475767846,0.724112595431468,0.8359369034986887,0.6016287251928365,0.785748485616143,0.8247872896464818,0.7385947051545991,0.7680075646139266,0.7211418724016896,0.7890754040938698,0.80494686255426,0.438376941472136,0.7603795211566875,0.8198342648044843,0.5336592661481829,0.7910846910225819,0.6159079088516293,0.26165759275568534,0.7890415549628819,0.8316559459318509,0.8079954702819108,0.7425160999738791,0.7883143573751796,0.8295428337226846,0.8225137507903795,0.8074309094598953,0.7948246975212101,0.6999478287753311,0.7785472654086438,0.7586343597844039,0.8049224312618111,0.8000878987993028,0.8137824854740625,0.5946049218076292,0.5559722980871449,0.6728475431756918,0.2834088591709213,0.7006833562172485,0.2781307090109575,0.6145808363068167,0.7161937399863361,0.7481637766820388,0.46462398299840946,0.8058730508427236,0.9388161403609014,0.8929069886504689,0.7531264208613503,0.49577060514046434,0.7672444235055771,0.8796800585197546,0.6975922505669022,1.0,0.550158934576376,0.9583958924684115,0.6251557905829879,0.775356871403803,0.9111246968988517
"Tarragon (Poland) 2a leaf - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)",0.2828780181626518,0.6041100145171585,0.3665304781688271,0.34816559577936745,0.3737448353109928,0.5814149182139738,0.4586605834146035,0.4587008031480333,0.4957675541554528,0.40185118655177987,0.41588192382477196,0.3702188049674856,0.4923448991979389,0.48685701636675605,0.6636636569935255,0.42155429179578385,0.5486083510178839,0.6629730959627649,0.4653331443082047,0.4684683434575083,0.45957188275189387,0.47654902831007595,0.5580127322987551,0.5055070095604806,0.6349277740351142,0.6408795487535034,0.565459926649603,0.5175956228102452,0.4781918328753869,0.4980681310541607,0.7143850157370009,0.4681019659025415,0.424396839905288,0.48687119187311567,0.5374707385019045,0.5081992232022841,0.4807948990633124,0.44963613476587494,0.4367659195879263,0.4817608314516356,0.3481584128750711,0.45589269373361474,0.5313000461657,0.45348240038834087,0.42392597328427506,0.5455025977904595,0.5427239335753659,0.5582473219592131,0.537933002890782,0.6756919272886215,0.5409732923005097,0.6160658891602574,0.5698569799987521,0.5714661436621894,0.550158934576376,1.0,0.531506874969552,0.6644280348358267,0.6024878784246044,0.5530698206359359
"Tarragon (USA) 1 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)",0.643512142241172,0.7691654457423474,0.7161061400685143,0.6949946814567325,0.7194716299997614,0.8093734823847414,0.5893515805285885,0.7740989845770495,0.8085852814222292,0.7311534654511658,0.7619609579156891,0.7159111255656837,0.7755075823499427,0.7910319507882979,0.4225044710760495,0.7516429637967177,0.8002004336852497,0.5167425149502325,0.7781154709099809,0.6040879244631752,0.24631559578245077,0.7760460983327,0.8112150227767017,0.7908212027649619,0.7220779392879877,0.764921776564425,0.8077859580162844,0.8069744375227598,0.7969132469057917,0.7819596978458239,0.6781675537774932,0.7697264540373956,0.7496538694681283,0.7910014651614071,0.7882448546714871,0.7984659007934071,0.581144435973006,0.5435172734612945,0.6618909336672154,0.2679418477385491,0.6998187870608286,0.2632942074595098,0.5987868507022154,0.7041314035960426,0.7380140028603458,0.4510753489580617,0.8159502275832637,0.930786462561675,0.908317089554648,0.7302201853716941,0.49610406969019505,0.750746943513465,0.890574637659513,0.6860536019099135,0.9583958924684115,0.531506874969552,1.0,0.6205880025991826,0.77468526304842,0.9267875928388962
"Tarragon (USA) 2 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)",0.27442239931021406,0.5880770972678989,0.3555795889637734,0.3339044585088866,0.3617991266338634,0.5673908696587223,0.4450833753458704,0.43708219421725103,0.48440747105803383,0.38211062575210364,0.4076451108603225,0.3606772521338164,0.45478159016296205,0.4649211287519175,0.5698948846575789,0.40408427373564104,0.5258888819565027,0.5767186581888866,0.4515354072940746,0.45635870501814135,0.4544942590039458,0.44877180715417886,0.5388423505481625,0.47871841847127694,0.5850151187045189,0.6458401826159781,0.5426397613906675,0.4974190125218745,0.46730900186621616,0.47023831072526256,0.6553863963419349,0.4426210004333414,0.4023466293622069,0.4649077222408874,0.4952798660133758,0.4867401078123611,0.47052193202491266,0.4389339016133482,0.42630454462056255,0.46465993414233764,0.33807905194698007,0.4479320338037852,0.5122905205012592,0.4421653263431703,0.41246787018312736,0.5297802848452382,0.741106863977239,0.6592331427772482,0.6804598924803418,0.658859427144528,0.6381309724911148,0.5526665600670941,0.7177990073958733,0.5606089359963519,0.6251557905829879,0.6644280348358267,0.6205880025991826,1.0,0.7810718886062362,0.6809123498512811
"Tarragon (USA) 6 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)",0.4386440477534852,0.6812652822771607,0.5132597284329037,0.49296466611830136,0.5184758696551484,0.6803196770326471,0.5223321899876975,0.5838007568913619,0.6259699125252199,0.535159405262286,0.5626906565010509,0.5153269034933825,0.5953784830057347,0.6070071434633777,0.5011586966848376,0.5550106936094974,0.6494787737884984,0.5562191854418898,0.5945541899007207,0.5372507645815836,0.3415955544877729,0.5916689177872461,0.6632702748300552,0.6163636941753626,0.660113139553383,0.7208243581751246,0.6621816660792642,0.6351030620276183,0.6123682597055331,0.6080502735184552,0.6817491476997062,0.588181681635749,0.5536939966288343,0.6069950169702804,0.6259058529310224,0.6237227612956483,0.533112546668021,0.49837925426521457,0.5404193637376365,0.3651211743538957,0.4958894752755394,0.35472852084116624,0.5644853213968031,0.565585432915416,0.5579803105187058,0.4970031545893643,0.8558648734262307,0.8040041476889559,0.8290689854277801,0.7064236461972592,0.5746776519809922,0.6489984234701579,0.8552231183025871,0.6267173998655302,0.775356871403803,0.6024878784246044,0.77468526304842,0.7810718886062362,1.0,0.8277465819445409
"Tarragon 2 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)",0.5734552427114294,0.7425542242754479,0.6448879504674543,0.6238623731466939,0.648455175058039,0.7667030729950077,0.5698236655336311,0.7063777410127754,0.7440735951527142,0.6624918717249824,0.6936452569537166,0.6462300648054276,0.7129921372911778,0.7265103522275795,0.4480929842927933,0.682493391630947,0.7504448305946769,0.5310551883762982,0.7137472784438308,0.5847269494661193,0.27668335874955086,0.711552183496885,0.7634436623506722,0.7293640097892263,0.7062216259685388,0.7564880555369917,0.7604214651980334,0.7481686238778309,0.7337147943412287,0.7228578358097817,0.6828988087126471,0.7080890600906016,0.6808958951434577,0.7264635824687145,0.7312852955952398,0.738431060543122,0.5680204093950589,0.531244036818099,0.6233835705526746,0.29763906569114673,0.6293603869252365,0.2902738496962325,0.5889626816787636,0.658744550210344,0.6752354668557278,0.4658138707828232,0.884404367507694,0.9285262666527587,0.9656651291006392,0.7256286360670938,0.5334219507771796,0.7230102873893407,0.9513702072669581,0.6740839009865025,0.9111246968988517,0.5530698206359359,0.9267875928388962,0.6809123498512811,0.8277465819445409,1.0
