,"Bergamot (Italy, Calabria) 7 - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Bitter orange leaf (Petitgrain) (Italy) 2a - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae","Bitter orange leaf (Petitgrain) (Japan) - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae","Bitter orange leaf (Petitgrain) (Spain) 1 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae","Bitter orange leaf (Petitgrain) (Spain) 3 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae","Bitter orange leaf (Petitgrain) (USA) 2 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae","Clary sage (Italy) 2a inflorescense - Salvia sclarea L., fam. Lamiaceae (Labiatae)","Clary sage (Russia) 2 - Salvia sclarea L., fam. Lamiaceae (Labiatae)","Clary sage (Uzbekistan) - Salvia sclarea L., fam. Lamiaceae (Labiatae)","Clary sage flower - Salvia sclarea L., fam. Lamiaceae (Labiatae)","Lavandin (Argentina) Abrialis - Lavandula x hybrida Rev. (L. x intermedia Emeric ex Loiseleur), Lamiaceae","Lavandin (Argentina) Grosso - Lavandula x hybrida Rev. (L. x intermedia Emeric ex Loiseleur), Lamiaceae","Lavandin (France) (Abrialis) 1 - Lavandula x hybrida Rev. (L. x intermedia Emeric ex Loiseleur), Lamiaceae","Lavandin (France) (Abrialis) 2 - Lavandula x hybrida Rev. (L. x intermedia Emeric ex Loiseleur), Lamiaceae","Lavandin (France) (Grosso) 1 - Lavandula x hybrida Rev. (L. x intermedia Emeric ex Loiseleur), Lamiaceae","Lavandin (France) (Grosso) 2 - Lavandula x hybrida Rev. (L. x intermedia Emeric ex Loiesleur), Lamiaceae","Lavandin (France) (Super) - Lavandula x hybrida Rev. (L. x intermedia Emeric ex Loiseleur), Lamiaceae",Lavandin (France) 2 - Lavandula x hybrida Rev. (L. x intermedia); fam. Lamiaceae (Labiatae),"Lavandin (Hungary) 1a - Lavandula x hybrida Rev. (L. x intermedia Emeric ex Loiseleur), Lamiaceae","Lavandin (Hungary) 1b - Lavandula x hybrida Rev. (L. x intermedia Emeric ex Loiseleur), Lamiaceae","Lavandin (Italy) 1 (Grosso) - Lavandula x hybrida Rev. (L. x intermedia Emeric ex Loiseleur), Lamiaceae","Lavandin (USA) 1c (Grosso) - Lavandula x hybrida Rev. (L. x intermedia) (Grosso cultivar),fam.Lamiaceae",Lavandin (USA) 1d (Hidcote Giant) - Lavandula x hydriba Rev. (L. x intermedia) (Hidcote Giant cultivar)Lamiace,"Lavandin (USA) 2 Grosso - Lavandula x hybrida Rev. (L. x intermedia Emeric ex Loiseleur), Lamiaceae","Lavender (Algeria) - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae","Lavender (Australia) - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae","Lavender (Bulgaria) 1 - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae","Lavender (Bulgaria) 2 - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae","Lavender (China) - Lavandula angustifolia Mill., fam. Lamiaceae (Labiatae)","Lavender (France) 1 - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae","Lavender (France) 2a - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae","Lavender (France) 3 - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae","Lavender (France) 4 - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae","Lavender (France) 5 - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae","Lavender (France) 6 - Lavandula angustifolia Mill., fam. Lamiaceae (Labiatae)","Lavender (France) 7 - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae","Lavender (France) 8 - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae","Lavender (Greece) - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae","Lavender (Italy) 1a - Lavandula angustifolia Mill. (L. officnalis Chaix), fam. Lamiaceae","Lavender (Italy) 2 - Lavandula angustifolia Mill., fam. Lamiaceae (Labiatae)","Lavender (Lithuania) - Lavandula angustifolia Mill., fam. Lamiaceae (Labiatae)","Lavender (Moldova) - Lavandula angustifolia Mill., (L. officinalis Chaix), fam. Lamiaceae","Lavender (Russia) - Lavandula angustifolia Mill., fam. Lamiaceae (Labiatae)",Lavender (USA) (var. Compacta) - Lavandula angustifolia Mill. (L. officinalis Chaix) (Compacta cultivar),Lavender (USA) (var. Irene Doyle) - Lavandula angustifolia Mill. (L. officinalis Chaix) (Irene Doyle cultivar),Lavender (USA) (var. Maillette) - Lavandula angustifolia Mill. (L. officinalis Chaix) (Maillette cultivar),Lavender (USA) (var. Nana Alba) - Lavandula angustifolia Mill. (L. officinalis Chaix) (Nana Alba cultivar),Lavender (USA) (var. Twickel Purple) - Lavandula angustifolia Mill. (L. officinalis Chaix) (Twickel Purple cult.),"Lavender (Ukraine) - Lavandula angustifolia Mill., (L. officinalis Chaix), fam. Lamiaceae","Lavender 1a calyx - Lavandula angustifolia Mill., fam. Lamiaceae (Labiatae)","Lavender 1b corolla - Lavandula angustifolia Mill., fam. Lamiaceae (Labiatae)","Lavender 1c flower spike - Lavandula angustifolia Mill., fam. Lamiaceae (Labiatae)","Lavender 2a hydrodiffusion - Lavandula angustifolia Mill., fam. Lamiaceae (Labiatae)","Lavender 2b microwave - Lavandula angustifolia Mill., fam. Lamiaceae (Labiatae)","Linaloe wood - Bursera delpechiana Poiss., fam. Burseraceae","Mentha citrata (Bergamot mint) (Argentina) 2b - Mentha citrata Ehrh., fam. Lamiaceae (Labiatae)","Mentha citrata (Bergamot mint) (India) - Mentha citrata Ehrh., fam. Lamiaceae (Labiatae)","Mentha citrata (Bergamot mint) (USA) - Mentha citrata Ehrh., fam. Lamiaceae (Labiatae)","Neroli bigarade (bitter orange flower) Morocco - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae"
"Lavandin (Hungary) 1b - Lavandula x hybrida Rev. (L. x intermedia Emeric ex Loiseleur), Lamiaceae",0.12769172412601526,0.6169833024176855,0.44922643612433233,0.48007068224290395,0.7454477968711015,0.743275501463051,0.629487783688508,0.5792981338963854,0.6113441223665026,0.7406625576685557,0.7755248591128757,0.6541535909179256,0.6933227283949623,0.5571087016885967,0.7016890532628264,0.5982016848326728,0.5965583691137707,0.6121384369630098,0.5234250059904559,1.0,0.7528896598626915,0.6422076056524578,0.7315301069029052,0.6998288020706374,0.6158631379469395,0.666882200063551,0.603344913048437,0.5331617273810532,0.5524626422709695,0.812945990614375,0.666183410465099,0.5730611877060579,0.6318628011868475,0.6515406113383313,0.5771152966611958,0.5641025567146266,0.5647345443808958,0.5050326161878852,0.6078174952656847,0.6411583659273659,0.655489336238525,0.6276495733950813,0.716408536446697,0.5774048928495894,0.5320258319308898,0.658085819411704,0.3464182336347187,0.622708205656848,0.5259254354740059,0.4908397386102007,0.6129747256279356,0.5171966287864294,0.6565251744725638,0.7468553438787724,0.4938986708551346,0.47038438535492255,0.6554324242407754,0.4968880472791771,0.7041989231773316
"Lavandin (Italy) 1 (Grosso) - Lavandula x hybrida Rev. (L. x intermedia Emeric ex Loiseleur), Lamiaceae",0.18135384482253347,0.6356403141329875,0.5066418210410801,0.5796343558973888,0.7104051929050716,0.687488078797923,0.6918331815351706,0.6565878093233868,0.6692870897816863,0.7478526327021665,0.8066514165841076,0.8525635547524205,0.8632337072845178,0.7232075409644244,0.8536944936853177,0.7997158222355086,0.7361460598254923,0.7822928299124917,0.6129370818223632,0.7528896598626915,1.0,0.8535402930554897,0.8185372107514919,0.8671523255380167,0.5879957261373396,0.6881237077122767,0.7199653939084123,0.6432934282561024,0.6695352914455803,0.7310837107388195,0.7898629569517417,0.6683251578707978,0.6883030231164917,0.7477991242136164,0.6720802952840217,0.7037247844761394,0.5744063970517348,0.6499516147635306,0.7828952619904729,0.708312778357636,0.7747176938970837,0.7045173036577095,0.725082428582394,0.7215729237379267,0.6616523434640416,0.6316775048285503,0.4343204399560978,0.7550285105826228,0.64095232686771,0.573427928175905,0.7628505714974713,0.617395321327232,0.7517672201513782,0.7620683718796629,0.5624115825059675,0.5409092112208369,0.5992281406113891,0.5732393828210707,0.6876339177074189
"Lavandin (USA) 1c (Grosso) - Lavandula x hybrida Rev. (L. x intermedia) (Grosso cultivar),fam.Lamiaceae",0.19292468899459791,0.605576209192606,0.5059638116894398,0.6122415317434263,0.6239706569779366,0.5966793723758719,0.6702754821104533,0.6600016312576887,0.6591346275247536,0.6856645237699093,0.7174289273705022,0.8828833542486146,0.8042119542862016,0.7390855651284656,0.8324836125481089,0.8721536939694972,0.7500442359306954,0.7904523871945844,0.6575849193299284,0.6422076056524578,0.8535402930554897,1.0,0.7593697849322152,0.8640833455313328,0.5224957596225598,0.6384344363128478,0.7102453082992743,0.6720299693409622,0.7037911329513145,0.6270747660388458,0.7887752704175977,0.6690074491376929,0.6522846221047002,0.7264162640716807,0.6595923462637201,0.7419676264271367,0.5384670558721196,0.6792183331468313,0.8424090214056779,0.686593465412257,0.7800590431476637,0.687365908105262,0.6572060954345975,0.7461364921229527,0.694529706352301,0.5618775373554217,0.5026138145421237,0.7721955553983499,0.6713266424024058,0.5832689061515504,0.7742093265880825,0.6353411732939993,0.7275950409643872,0.7013794864806506,0.5885474442976029,0.5500844606687052,0.5181067866763717,0.5824462361389402,0.6044940694523855
Lavandin (USA) 1d (Hidcote Giant) - Lavandula x hydriba Rev. (L. x intermedia) (Hidcote Giant cultivar)Lamiace,0.12934989722863788,0.7506536492011847,0.6345586623468535,0.6189980222183424,0.6939592108249151,0.6643609941158575,0.7183194643898331,0.695292062703009,0.711626220431024,0.6830097489541122,0.7987589396379216,0.7944046961381616,0.8285918307174324,0.5726857450131113,0.8694898815240664,0.673398082816131,0.8009275805914284,0.693195946271967,0.6404522147257685,0.7315301069029052,0.8185372107514919,0.7593697849322152,1.0,0.8215521039053255,0.7382486892238989,0.8029139723643011,0.7801816361760776,0.6819101197642755,0.7492748619223,0.7663724642253963,0.6836320902075401,0.7297119491816098,0.7944938676153375,0.7491112845171457,0.5490245101550415,0.7652377218377816,0.7232447958750852,0.5445607942300156,0.745972847747654,0.6126551920718775,0.6860264597401129,0.7971093420001776,0.8082945086559172,0.6941683675655544,0.6820985411503158,0.7772307139005687,0.3609187387475169,0.7605246644154163,0.6939222586871772,0.6847129862055601,0.6882373188672014,0.7101779666944812,0.6919436033036708,0.7826006538502946,0.629569934144648,0.6608525446923437,0.7353810168400912,0.6660015386967497,0.6913472593331988
"Lavandin (USA) 2 Grosso - Lavandula x hybrida Rev. (L. x intermedia Emeric ex Loiseleur), Lamiaceae",0.16477978660047565,0.664906282640884,0.5501573466475074,0.6122813611010011,0.6731547750088261,0.6468716132814504,0.6909019676008751,0.6774661438661169,0.6879695408874209,0.7035260912216199,0.7869215217761026,0.9023936273704318,0.8699288024391851,0.694767105728751,0.891155479437777,0.8219494191808223,0.7803903008283444,0.8156959740219166,0.645114295365394,0.6998288020706374,0.8671523255380167,0.8640833455313328,0.8215521039053255,1.0,0.6015520614380245,0.6900130011609666,0.7156622552033807,0.6500664290951843,0.7233198845501798,0.7078047349590777,0.7557451757690417,0.6679034537692556,0.7003747052321994,0.7129159533175715,0.5897221852147783,0.7459151919130836,0.5994482345727028,0.5915022584466044,0.8343190345389944,0.658004117225027,0.7241868531178925,0.7135997875919303,0.7385287621938539,0.6964557343934955,0.6647103548883107,0.6418718768868874,0.41940765798308544,0.7267028187460763,0.6633564177828781,0.6079835545938963,0.7186709568521492,0.6475515878237357,0.6794522278418385,0.7142721554111375,0.5998591172497513,0.5860807543398305,0.6024035514915222,0.6077788748695866,0.650737169813052
"Lavender (Algeria) - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae",0.0,0.7510199003664126,0.6936150406063126,0.518322069626346,0.5694002390881667,0.5451817477980451,0.5994282564361465,0.5862510969067043,0.6087732790290334,0.5088798452949703,0.6526982309111442,0.5846701219800887,0.6248338190215306,0.3376110075310187,0.6757053351606978,0.44263125520755064,0.6759697178466171,0.4786832206520867,0.52817673714816,0.6158631379469395,0.5879957261373397,0.5224957596225598,0.7382486892238989,0.6015520614380243,1.0,0.8088624281425085,0.6619381741801915,0.586197261228161,0.6254786536975068,0.697235099408869,0.46907082814913204,0.653981107647707,0.7667807204481301,0.6142660616090517,0.35133748655705843,0.6382786338878842,0.8726120779603386,0.32052689436297654,0.5540114656776618,0.4138327885161115,0.47269255190980264,0.7216405002294832,0.7495307044111961,0.5174284439838601,0.5499906486207782,0.9147950414427133,0.2100001467802236,0.5929256445713351,0.5942889635303619,0.686569873614224,0.49147009602485703,0.6610094728000833,0.5232333971930881,0.6857706431513559,0.5915141730162589,0.6806924143992095,0.8833276035278615,0.6388319244115831,0.57853558269178
"Lavender (Australia) - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae",0.08090394667214829,0.8038466674425946,0.7210550456439835,0.6314942488827355,0.6309505642291613,0.6000633712256747,0.6997979864814343,0.6943633251673724,0.7087824951930295,0.60349202440819,0.6786501173461337,0.6743996249415372,0.6922593920457591,0.4410412568667985,0.7716322066894112,0.5469870405847321,0.7854797794324405,0.5436763945960268,0.6610442175139171,0.666882200063551,0.6881237077122768,0.6384344363128478,0.8029139723643013,0.6900130011609665,0.8088624281425085,1.0,0.79638935561664,0.7436364448404081,0.7180694807893588,0.7024205260557559,0.5896428800646725,0.8151418269435929,0.8865331650420278,0.7778971562990025,0.5000123392548833,0.7640771608578798,0.8333259653931966,0.4190365410521508,0.6712763369310965,0.522531500353968,0.5952505706888346,0.8754726771778347,0.7814735148760438,0.6737750521066793,0.6966672810962371,0.8438009790668003,0.3609675831379997,0.7282072084552755,0.740935063952387,0.7638811945224558,0.6263692216998273,0.7659178671882898,0.6695200447927923,0.8095379109488301,0.6953622072449372,0.7322746474619781,0.7690799961640252,0.7092301157154972,0.6213137546910719
"Lavender (Bulgaria) 1 - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae",0.14678498831372577,0.7692315675999686,0.7223444167878444,0.7547897059483155,0.6264106825108966,0.5873412684479402,0.7556401401797532,0.7869081980616531,0.7729991125312413,0.6412478848378964,0.6153118212078287,0.727700658784898,0.6895724373842766,0.4988869601728936,0.7783557720505914,0.6066381659629569,0.8628239383188512,0.5708105139063576,0.7677377656360526,0.603344913048437,0.7199653939084123,0.7102453082992743,0.7801816361760776,0.7156622552033807,0.6619381741801915,0.79638935561664,1.0,0.8419849401503732,0.784277854201517,0.5920499240373684,0.6662479045995691,0.8588339504975169,0.8194270627484292,0.8271941080182724,0.5651312451219153,0.8559395840100031,0.7116057194286434,0.4734306334722107,0.7523403697653501,0.5911168262753492,0.681642175792043,0.8732596776265003,0.7294824031393177,0.8142425228665503,0.838586495665168,0.700032014737832,0.43828327999005523,0.8229859074409454,0.8442122799674754,0.8101129172866168,0.7375650011009564,0.8594311602299878,0.7174478081538236,0.7523122790950643,0.7453133192383641,0.7626493084281998,0.630231844747689,0.761096296855676,0.6070421960528553
"Lavender (Bulgaria) 2 - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae",0.1272927949777345,0.7206143310008253,0.7023939498677199,0.7691551274772618,0.5517560411458731,0.5146490838198655,0.7051788522190316,0.7531323766961913,0.7337338252804813,0.5775621357601624,0.5366627059598523,0.661950217860074,0.610069863657736,0.4588330580144837,0.7119555721849606,0.5720303876193453,0.8033337564504301,0.5035180703083979,0.8147073297107871,0.5331617273810532,0.6432934282561024,0.6720299693409622,0.6819101197642755,0.6500664290951843,0.586197261228161,0.7436364448404081,0.8419849401503732,1.0,0.7531429295205674,0.5171699737819924,0.6198990151088427,0.8916356504171123,0.7777240946928231,0.8243315802573752,0.565171817620405,0.8462215737322616,0.6694324491731212,0.4451020969137135,0.7226591044781957,0.5369443185054711,0.6439414203497462,0.8438039751523192,0.6425421659851124,0.8058928181101105,0.8691805558557835,0.6222409584696671,0.5221929528375306,0.7858860003387697,0.9184472298935064,0.7897040072485442,0.6931823201852272,0.8337333079693119,0.7046027876337716,0.7182089482764,0.7866312241865772,0.7412192499018178,0.5421234196628213,0.7310871912581003,0.52307679660978
"Lavender (China) - Lavandula angustifolia Mill., fam. Lamiaceae (Labiatae)",0.1199966905570774,0.7532948264270442,0.7198198184711374,0.7641348912476691,0.5662484256108062,0.5283027197878378,0.6991534548890705,0.7370473059968305,0.721708429454494,0.5773169007526009,0.5900204581117376,0.7125730181108314,0.6698776058566677,0.48556809831441006,0.7608222123728485,0.6154128868041255,0.8331525358881633,0.5909811832162553,0.7526841402036129,0.5524626422709695,0.6695352914455803,0.7037911329513145,0.7492748619222998,0.7233198845501798,0.6254786536975068,0.7180694807893588,0.784277854201517,0.7531429295205674,1.0,0.5713424418411053,0.6185405948006986,0.7540110699803891,0.7611273143002251,0.7075772355796239,0.4771747992463693,0.8365799170597181,0.6826703755071,0.43721464526840037,0.7516045134584124,0.536298197515304,0.6219767660455513,0.7806732625129678,0.7009755933629606,0.7056328103199085,0.7495298324846951,0.6589327306776993,0.4146817563854204,0.7221726639742034,0.7848825095704066,0.7712989696524647,0.6530336901079409,0.7997160558942098,0.6062198928263345,0.6591146292327522,0.7379712373895166,0.7794130823672929,0.6012855759050112,0.7480165073555192,0.6071176281985005
"Lavender (France) 1 - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae",0.06952035500580334,0.619359638798662,0.4801049766531924,0.4403489554112294,0.6688553985520618,0.660468834501741,0.58545746621895,0.5346561631057335,0.5642276852997216,0.6259443152587887,0.8520912613650384,0.6608150601563688,0.7488636335670111,0.5290896989222655,0.7301324910781719,0.5877724377693663,0.6144217090320381,0.6406234570008352,0.4749951481351363,0.812945990614375,0.7310837107388195,0.6270747660388458,0.7663724642253963,0.7078047349590777,0.6972350994088692,0.7024205260557559,0.5920499240373684,0.5171699737819924,0.5713424418411053,1.0,0.5921664531824595,0.5786972834764961,0.6696676789561415,0.6313437067765229,0.4953358436380073,0.5779377767074749,0.6242362927804267,0.47090574457375056,0.6004978455176325,0.5512710373583278,0.5696343296435933,0.6402915485597909,0.7393863490769061,0.5310874587489474,0.5003559639669732,0.7274111666486789,0.2797979809870651,0.58908866609118,0.5173520648504063,0.5067061694032193,0.5461989645318522,0.5196146892999953,0.6029462952554225,0.7409545138483307,0.48318247097735034,0.4918321949626705,0.7406319426858712,0.5023977411442686,0.6887151289462077
"Lavender (France) 2a - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae",0.2268783524297825,0.5636735052990627,0.44270397153872243,0.5842449839943037,0.6467130172360409,0.6253912374268809,0.6672585851796149,0.6447695397551887,0.6461639355014377,0.751739320002125,0.64971973869352,0.7527995307307302,0.6953614391515528,0.7085514493439307,0.721173906828922,0.7502660094051917,0.6615115694108374,0.6941890768659551,0.631980364873649,0.6661834104650989,0.7898629569517415,0.7887752704175975,0.6836320902075401,0.7557451757690415,0.46907082814913204,0.5896428800646725,0.6662479045995691,0.6198990151088426,0.6185405948006986,0.5921664531824595,1.0,0.6106518186659448,0.5958022343998002,0.7001586698861197,0.7091372649686012,0.6453937020515728,0.4724954176221796,0.6147615364161458,0.7441599733759412,0.7806296678996734,0.8212082746055968,0.6308364976754133,0.6388018212286991,0.7376443666966238,0.6668805142456729,0.5193812353922762,0.4991046022618346,0.7157574569176253,0.622434844614847,0.5195214369770911,0.7813240157996474,0.5744186027452999,0.7317098268888425,0.6655503469939379,0.5403268095994139,0.4888877388472642,0.47834863906666036,0.5346739302360146,0.6127982666673457
"Lavender (France) 3 - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae",0.10844431218129313,0.7528852410017844,0.7209093489860022,0.721182634634732,0.5776380645357477,0.541678286809218,0.7084434587567634,0.7344298534831182,0.7255346938326217,0.5834928887726027,0.5826691044090219,0.6692023852467401,0.6523530889768414,0.46360656003656453,0.7420906214005174,0.5693479303644566,0.8185776185998197,0.5208943537918247,0.7601501429702093,0.5730611877060579,0.6683251578707978,0.6690074491376929,0.7297119491816096,0.6679034537692556,0.653981107647707,0.8151418269435929,0.8588339504975169,0.8916356504171123,0.7540110699803891,0.5786972834764961,0.6106518186659449,1.0,0.8535422102416238,0.8651421054669279,0.5636747566069296,0.843967248844641,0.7267945020666332,0.44694611292958486,0.7114546303393824,0.530152387300797,0.6273268755304132,0.8965757164221223,0.6824037548125663,0.7875465495617583,0.8331341184279825,0.6939372938462651,0.4651517871774875,0.7835216356920321,0.8743537933473013,0.7966899799882122,0.6758273459520863,0.8257461780973029,0.72431855100376,0.7657915507132584,0.7557241650380636,0.7471958515626914,0.6102495700121602,0.7297524673599616,0.5604825094238157
"Lavender (France) 4 - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae",0.0838685307498882,0.8158031585943144,0.7514106610274425,0.6744325883884734,0.614067710269165,0.5805666042151467,0.7110627839281919,0.7159637726909901,0.7242919008655269,0.5935111075967814,0.6517118859956288,0.6830396705851882,0.698760417331306,0.4547284895151198,0.7825654252680925,0.563393016880755,0.8276924910612986,0.5510509343486808,0.7022918082680506,0.6318628011868475,0.6883030231164918,0.6522846221047002,0.7944938676153377,0.7003747052321991,0.7667807204481301,0.8865331650420278,0.8194270627484292,0.7777240946928231,0.7611273143002251,0.6696676789561413,0.5958022343998003,0.8535422102416238,1.0,0.8041398618750735,0.5041387797591185,0.8096532649704387,0.8154061428920558,0.41245019682853257,0.7010299047165787,0.5186008273474536,0.5926834914977357,0.8981723473546672,0.7654104825096077,0.7021702168931804,0.742866345115639,0.8143811367721556,0.3778425976680687,0.7228604827352665,0.791866365431942,0.7910007825744476,0.6408789531959258,0.7942395843893157,0.6694539683597142,0.77885568353257,0.7266357598300776,0.7650308953675005,0.7250766409599201,0.7338819709622488,0.6104725274397315
"Lavender (France) 5 - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae",0.152075133684077,0.6979335270877569,0.6126742414662936,0.6713222285010417,0.6349486825801376,0.6030263325948526,0.7202149527935218,0.7147140631844335,0.7126137253432157,0.6617706684654105,0.6381572131979703,0.7074119119773588,0.7009174321990208,0.5569815697060867,0.769353951543508,0.634981032133989,0.777356373804783,0.5787355336025032,0.7266571598243827,0.6515406113383313,0.7477991242136164,0.7264162640716807,0.7491112845171457,0.7129159533175715,0.6142660616090517,0.7778971562990025,0.8271941080182724,0.8243315802573752,0.7075772355796239,0.6313437067765229,0.7001586698861199,0.8651421054669279,0.8041398618750735,1.0,0.6800592137499297,0.7866957900027153,0.6503472500248277,0.5249203680672365,0.7366651227507428,0.6222545446048859,0.7040651094282695,0.8419236464289442,0.6979417899495918,0.842093767934451,0.8116417363354714,0.6650830882314288,0.5060676423887949,0.8102886369504629,0.8045125590082101,0.6876743212859346,0.7404638953055691,0.7292987450996649,0.8325543998168486,0.8222458822363389,0.6794755877640506,0.6427010499928376,0.592851577410948,0.6583626845383114,0.614671855376615
"Lavender (France) 6 - Lavandula angustifolia Mill., fam. Lamiaceae (Labiatae)",0.19306568172664562,0.4323923892552891,0.31755351531903386,0.4693547858757007,0.5540362301292212,0.5407654013268145,0.5508983192810045,0.518366634109012,0.5144319275959912,0.6397466682671011,0.5326615732167249,0.5885608656930905,0.5782022705995394,0.6728177091995303,0.581305059921233,0.6342560557617717,0.5272259423719514,0.5411627973619537,0.5232185429558944,0.5771152966611958,0.6720802952840217,0.6595923462637201,0.5490245101550415,0.5897221852147783,0.35133748655705843,0.5000123392548833,0.5651312451219153,0.565171817620405,0.4771747992463693,0.4953358436380073,0.7091372649686012,0.5636747566069296,0.5041387797591185,0.6800592137499297,1.0,0.5323846081336494,0.36214544602642096,0.6531230357908854,0.5900981237739475,0.6788387147146939,0.7200841267652336,0.5441944529777574,0.4961596600052546,0.7012058452494536,0.5989332103684989,0.40272791821233433,0.5437318458530307,0.6564575561905629,0.5416633793473291,0.39913362908638483,0.6884338723711407,0.4541281284578089,0.7886153674856373,0.6204798886735552,0.423941120567245,0.35426084641343847,0.3564276066497871,0.40175274819722073,0.5235283201656872
"Lavender (France) 7 - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae",0.1272983897738018,0.7622896167563873,0.7352211329490993,0.7640132308522475,0.581014033861751,0.5430322248400634,0.7289665058528472,0.7686808318918298,0.753990080533461,0.5965451069812278,0.6140325464980407,0.7539678882020099,0.7022409863590173,0.5129121749070086,0.8045604432565658,0.6490507202591131,0.9059426887636944,0.6008820186923001,0.7927379715607044,0.5641025567146266,0.7037247844761394,0.7419676264271367,0.7652377218377816,0.7459151919130836,0.6382786338878842,0.7640771608578798,0.8559395840100031,0.8462215737322616,0.8365799170597181,0.5779377767074749,0.6453937020515728,0.843967248844641,0.8096532649704387,0.7866957900027153,0.5323846081336494,1.0,0.7076240231240702,0.47168685837059443,0.8053447008891429,0.5479159740835706,0.6543871779209035,0.8506063683761151,0.7003398250983118,0.7696340561764088,0.8181579016643817,0.6715992326222942,0.46917411334538695,0.7792333914879326,0.8664087704065165,0.8118924262691487,0.6917137923356034,0.8537423747538233,0.666717966546506,0.7163975353619305,0.784415291411215,0.7769447062060506,0.5964401465873382,0.7591453931340418,0.5555867116251074
"Lavender (France) 8 - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae",0.00821752155278277,0.8057052570840484,0.7948291190314322,0.5971476400914555,0.5448397877747904,0.514724169595671,0.6279235793349066,0.6391331808102694,0.6542206684242222,0.49779895312418987,0.5982752628298542,0.5911141938531395,0.6032998465296997,0.3279611785859041,0.6828466076360127,0.4481693161113912,0.7303727728938857,0.4583735739060876,0.6056501742024539,0.5647345443808958,0.5744063970517347,0.5384670558721196,0.7232447958750854,0.5994482345727027,0.8726120779603386,0.8333259653931966,0.7116057194286434,0.6694324491731212,0.6826703755071,0.6242362927804266,0.4724954176221796,0.7267945020666332,0.8154061428920558,0.6503472500248277,0.36214544602642096,0.7076240231240702,1.0,0.3182822063914248,0.5867993529940781,0.4070876206054648,0.48665576916425823,0.7794589121147459,0.7225537191236409,0.5622731099884113,0.6203492861792117,0.8579001883522004,0.26906458756235274,0.6300930758944296,0.6772995692283421,0.7865237066037264,0.5134480369124027,0.7495675149346999,0.5390484275618364,0.6873762867656648,0.6816740270542592,0.7782153376061585,0.7859334344891392,0.7096230883621502,0.5406462223888231
"Lavender (Greece) - Lavandula angustifolia Mill. (L. officinalis Chaix), fam. Lamiaceae",0.1432398292348902,0.36364011377676975,0.25083332117794155,0.36817606830117966,0.48413733334125364,0.4758295229906655,0.4591007972127531,0.42555458170657845,0.4287275890297615,0.5506645467375496,0.5723511924657445,0.6139126499980401,0.60191268178594,0.7074653386129377,0.5649435344842908,0.6757397302437314,0.4764651677179651,0.6236428652564111,0.4008799204140847,0.5050326161878852,0.6499516147635306,0.6792183331468313,0.5445607942300157,0.5915022584466045,0.32052689436297654,0.41903654105215093,0.4734306334722107,0.4451020969137136,0.43721464526840037,0.4709057445737507,0.6147615364161458,0.44694611292958486,0.41245019682853257,0.5249203680672365,0.6531230357908854,0.47168685837059443,0.3182822063914248,1.0,0.5475660515272776,0.58092535840827,0.6642583893912613,0.4530799594364462,0.44232971522724196,0.5581876228581422,0.47494900616357305,0.3492095089170858,0.3902240528590154,0.6109735962636738,0.426859502250041,0.33323493456170106,0.6131970760990209,0.38488520444388175,0.6350536901955843,0.5221897533592701,0.32321287591699543,0.2893719648295374,0.3240274622868128,0.33222984491545626,0.4634222121045951
