,"Abies alba conifer 1 - Abies alba Mill., fam. Pinaceae","Abies alba conifer 2 - Abies alba Mill., fam. Pinaceae","Abies alba from cones - Abies alba Mill., fam. Pinaceae","Abies faxoniana (China) - Abies faxoniana Rehd. et Wils., fam. Pinaceae","Abies holophylla (China) 1 - Abies holophylla Maxim., fam. Pinaceae","Abies nephrolepsis (China) - Abies nephrolepsis (Trautr.) Maxim., fam. Pinaceae","Afrocarpus mannii 1a leaf - Afrocarpus mannii Hook f., fam. Podocarpaceae","Afrocarpus mannii 1b bark - Afrocarpus mannii Hook f., fam. Podocarpaceae","Angelica seed 1 - Angelica archangelica L., fam. Apiaceae (Umbelliferae)","Aristolochia gibertii stem - Aristolochia gibertii Hook., fam. Aristolochiaceae","Bactris gasipaes fruit - Bactris gasipaes H.B.K., fam. Arecaceae","Bergamot 1c whole fruit - Citrus bergamia Risso et Poiteau, fam. Rutaceae","Celery flower - Apium graveolens L., fam. Apiaceae (Umbelliferae)","Celery plant - Apium graveolens L. var. dulce, fam. Apiaceae (Umbelliferae)","Celery seed (China) 3a - Apium graveolens L., fam. Apiaceae (Umbelliferae)","Celery seed (Pakistan) - Apium graveolens L., fam. Apiaceae (Umbelliferae)","Celery stem - Apium graveolens L., fam. Apiaceae (Umbelliferae)","Chamaecyparis pisifera - Chameacyparis pisifera (Sieb. et Zucc.) Endl. var. filifera, Cupressaceae","Citron (Italy) peel 1c - Citrus medica L., cultivar Diamante, fam. Rutaceae","Citron (Vietnam) peel 1a - Citrus medica L., cultivar sarcodactylis (Noot.) Swingle, fam. Rutaceae","Cleonia lusitanica (Spain) - Cleonia lusitanica (L.) L., (Prunella lusitanica L.), fam. Lamiaceae","Coreopsis barteri leaf (Cameroon) - Coreopsis barteri Oliv. & Hiern, fam. Asteraceae (Compositae)","Elemi 1 - Canarium luzonicum (Miq.) A. Gray, (C. luzonicum (Blume) A.Gray)","Erigeron canadensis - Erigeron canadensis L. (Conyza canadensis (L.) Cronquist), fam. Asteraceae","Fennel, bitter (Spain) 1 - Foeniculum vulgare Miller, var. vulgare DC, fam. Apiaceae (Umbelliferae)","Fingered Citron - Citrus medica L., cultivar sarcodactylis (Noot.) Swingle, fam. Rutaceae","Ichtyothere terminalis (Brazil) - Ichtyothere terminalis (common name: Mata-peixe or cunabi),fam. Asteraceae","Lemon (France-Corsica) 1i Panache - Citrus limon (L.) Burm. f., cultivar Panache, fam. Rutaceae","Lemon (India) 1 - Citrus limon (L.) Burm. f., cultivar ""Plant Lemon-1"", fam. Rutaceae","Lemon (India) 2 - Citrus limon (L.) Burm. f., fam. Rutaceae","Lemon leaf (petitgrain) (Benin) - Citrus limon (L.) Burm. f., fam. Rutaceae","Lime (Mexican, West Indian, Key) (Cuba) - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Mexican, West Indian, Key) (India) peel - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Mexican, West Indian, Key) (India) ripe - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Mexican, West Indian, Key) (India) unripe - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Mexican, West Indian, Key) (Ivory Coast) - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Mexican, West Indian, Key) (Malaysia) peel - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Mexican, West Indian, Key) (Peru) - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Mexican, West Indian, Key) 1 - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Mexican, West Indian, Key) 2 - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Mexican, West Indian, Key) 3 - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Mexican, West Indian, Key) 4 - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Mexican, West Indian, Key) 5 - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Mexican, West Indian, Key) 7 - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Persian) (India) peel - Citrus latifolia Tanaka, fam. Rutaceae","Limnophila chinensis, aromatica - Limnophila chinensis (Osb.) Merrill ssp. aromatica (Lam.) Yamazaki","Lippia alba (Guatemala) - Lippia alba (Mill.) N.E. Brown, fam. Verbenaceae","Meyer lemon leaf (Russia) 2 - Citrus limon x Citrus sinensis, fam. Rutaceae","Myrrhinium atropurpureum leaf (Brazil) - Myrrhinium atropurpureum Schot, fam. Myrtaceae",Peperomia rotundifolia - Peperomia rotundifolia (L.) Kth.,"Picea asperata conifer - Picea asperata Mast., fam. Pinaceae","Pichana (Broom) (Argentina) - Baccharis spartioides (Hook. et Arn.) Remy, fam. Asteraceae (Compositae)","Rough lemon leaf (India) - Citrus jambhiri Lush., fam. Rutaceae","Rough lemon leaf (USA) 2 - Citrus jambhiri Lush., fam. Rutaceae","Ruilopezia atropurpurea - Ruilopezia atropurperea (A.C. Sm.) Cuatr., fam. Asteraceae (Compositae)","Torreya grandis 2 - Torreya grandis Fort., fam. Taxaceae","Torreya taxifolia - Torreya taxifolia Arnott, fam. Taxaceae"
"Bactris gasipaes fruit - Bactris gasipaes H.B.K., fam. Arecaceae",0.5583815918851043,0.20227363415372035,0.1366954436649045,0.3256935660598256,0.35414880469317944,0.18252206043827757,0.34218903456815275,0.4431204949588785,0.17013779633963433,0.6081678281512315,1.0,0.5842845553942895,0.3744147245102194,0.2771310949870056,0.45816422363169673,0.22629954441596212,0.35933369988993535,0.6072044868723647,0.4761524852674728,0.2718136930591166,0.40631938760581343,0.5687879080324287,0.490758465328724,0.3109874316171096,0.23067769504476543,0.3604953601643073,0.3346201470464034,0.5600300961407132,0.577664930685116,0.5768484103401728,0.3802634295320755,0.49637751352850035,0.44297489393793454,0.43108245398590306,0.41404517037358757,0.4918520810557153,0.29462037782121553,0.49639416553199045,0.5033187309422829,0.49978224395884996,0.6192874175300824,0.6196750720760704,0.532621789999872,0.540163745288571,0.6169612607316506,0.5784940127761335,0.2589436175666088,0.5499565143709084,0.30383740115496527,0.3420409687464663,0.31521373305300193,0.5643182784195273,0.25833933718973945,0.4604630706483712,0.535715012094427,0.47263225222990735,0.5466042144231114
"Bergamot 1c whole fruit - Citrus bergamia Risso et Poiteau, fam. Rutaceae",0.44700147409547153,0.2404774043041048,0.23749056589232698,0.3276648575281621,0.3654600843776131,0.23161168954299538,0.3899666024470996,0.4516503967373099,0.17460703025852542,0.5122475486502807,0.5842845553942895,1.0,0.3903676370563909,0.31272918296668706,0.37878963539954824,0.23703837556730256,0.385698375062693,0.5638258606950192,0.4480479862021889,0.23583467974832217,0.38717735890783356,0.44421848711155043,0.3907478337129956,0.36247163400434645,0.29365876177201955,0.45548062025062575,0.36059925648155167,0.5984575878412939,0.6097964391956154,0.5824505360728268,0.436645863092635,0.6076461867809846,0.5394079903540715,0.5230730870184555,0.573163139330812,0.5895961271816101,0.4020228824490485,0.5986763481028924,0.5487934259184715,0.557978424725414,0.6503807398299251,0.650010500971892,0.6202864122844567,0.6117707741099441,0.6812536098145769,0.47112697649466884,0.2358795618403936,0.5718530911728692,0.36667732617737314,0.3924475828943962,0.3453864570655434,0.5609025438796098,0.3340182404520443,0.5433346392939662,0.521245634109387,0.4423249122468166,0.5392054775059396
"Celery flower - Apium graveolens L., fam. Apiaceae (Umbelliferae)",0.330514319441537,0.19020244722946633,0.16404021242096456,0.2630943686161139,0.29243992040843636,0.19335313165894907,0.41490063296797197,0.45315660274437586,0.12583200388628724,0.3952179958567731,0.3744147245102194,0.3903676370563909,1.0,0.2390158004985704,0.3705150484642544,0.31807778995789404,0.7593135968512664,0.45928914226138906,0.3498556136030261,0.15761114819147037,0.2756079011912195,0.3182467614633163,0.28914272359497917,0.3107375919057951,0.2820583090980371,0.19447347909361257,0.2967735071837956,0.3761156264573646,0.3621025231572965,0.37466742198672054,0.3202151374841856,0.4041840094648619,0.31138236598623936,0.2956470750238962,0.3826256335984649,0.397575210970759,0.24637386903865122,0.39456717843709477,0.3343278016915595,0.3395873564271319,0.4081788364161145,0.3983654344336325,0.41566740596485974,0.4148972187672645,0.3932703436163548,0.34063889644143386,0.16078354607631795,0.48395156537251716,0.27252581215775995,0.3406588746275273,0.3064456521247687,0.4861640366898068,0.22155919597482443,0.4284079679694154,0.5028739216064593,0.3423341263040962,0.4782977566383031
"Celery plant - Apium graveolens L. var. dulce, fam. Apiaceae (Umbelliferae)",0.2172501368327303,0.13087133136177975,0.12317136884845958,0.17489293217416768,0.20804870357741734,0.13976720382584185,0.28166377484604965,0.2921694107805405,0.05962604959956541,0.28713692681184944,0.2771310949870056,0.31272918296668706,0.2390158004985704,1.0,0.1962358162144101,0.1502609337001669,0.25470056367577754,0.3349554755428453,0.258960218884541,0.07372002213247797,0.18370323423619062,0.21538054641660354,0.17907202076008233,0.24982598048316063,0.19795467662855615,0.19066991669572309,0.22815050824864758,0.296661913259027,0.25298733041070853,0.26581786333539414,0.23195238977215216,0.3290994552452109,0.25118791555104536,0.2351135111299162,0.3393392151879504,0.34025375973722016,0.1798873522159492,0.3430773776273184,0.2614706577375232,0.2712957960190403,0.33122778340289105,0.32411907473900736,0.34870421475013413,0.34491039123000633,0.3244278181552347,0.23869358036057975,0.09281097446021469,0.3933687351652182,0.19735658963208957,0.2513653031215134,0.22690856087080913,0.36299131318077804,0.15612056596484725,0.3730590290201883,0.3014629876445608,0.2583533114460006,0.3435877286917859
"Celery seed (China) 3a - Apium graveolens L., fam. Apiaceae (Umbelliferae)",0.4134612347470039,0.1232869817629485,0.07270906692703916,0.23224151003275095,0.25624611904783345,0.10432605875781564,0.26634275792332573,0.3525648373052056,0.09095762922703088,0.4510241536654299,0.45816422363169673,0.37878963539954824,0.3705150484642544,0.1962358162144101,1.0,0.541228161856807,0.3197617467165137,0.45556304404343295,0.35236104396921597,0.17521945941940098,0.2966522396197264,0.4164969088000291,0.36078717260434445,0.22087723515652602,0.1541473416350011,0.19914248464553153,0.23627388177118658,0.4106027488987889,0.42180152605720844,0.4208167774811813,0.2836202033570845,0.35151524791955957,0.3192703911613477,0.3095247240880471,0.2948207790449314,0.3428017048534491,0.21158301616648378,0.3415893708737213,0.37045978221486076,0.36574822481004343,0.432527755930346,0.42974194355707174,0.3740987986311587,0.3815891500475004,0.4306564572294026,0.42241074091535447,0.16257751117547925,0.41115838853735065,0.20202176801928595,0.24457421001462432,0.22542233357338282,0.4393443703669032,0.15498103602677848,0.32850414664891825,0.4238197689535539,0.34791542061897085,0.42091062753212405
"Celery seed (Pakistan) - Apium graveolens L., fam. Apiaceae (Umbelliferae)",0.1874268394611478,0.10332349930871365,0.09233001409699704,0.14347467854999996,0.1718431142566701,0.10283718986232915,0.2775334475626382,0.29075136713486605,0.033317375252035486,0.2558055217424169,0.22629954441596212,0.23703837556730256,0.31807778995789404,0.1502609337001669,0.541228161856807,1.0,0.2861835632706574,0.2922709340947568,0.21941384266662844,0.07691216102624687,0.15226685095060377,0.18328276101687946,0.1487336618736398,0.20439941836138342,0.16300102871635935,0.06272251281099661,0.18851672695019717,0.23492233804132157,0.21037967513491107,0.23465523077660577,0.18965132948528662,0.25562415324125265,0.1785306094652388,0.16382107934807322,0.26056747678664494,0.2564095251394459,0.13827652452544303,0.25319168223013544,0.19937264389407894,0.2045203721109432,0.25341055454012074,0.24440189817783187,0.2670610572990343,0.2694767610779504,0.2411463018505834,0.20109189062709376,0.06056603546133377,0.3415967307454948,0.16195215910035254,0.21347878523295305,0.18901422197629414,0.33264787118541295,0.11762420692111097,0.30058793762493274,0.2842307116380106,0.2197192797918739,0.3079224000331924
"Celery stem - Apium graveolens L., fam. Apiaceae (Umbelliferae)",0.30745560866882293,0.18676615607095548,0.16469135027555248,0.2505745286672686,0.28101478652701484,0.19304154647521066,0.39843480468746373,0.42492317952698033,0.12017688007550209,0.37801671427695527,0.35933369988993535,0.385698375062693,0.7593135968512664,0.25470056367577754,0.3197617467165137,0.2861835632706574,1.0,0.43907723940190535,0.3373536994342665,0.16438683105823992,0.25957659921063414,0.30161847995973534,0.26839000360210785,0.3210664545250078,0.27967265292772636,0.21961330602539086,0.2942854092077315,0.36525532918298964,0.33547964973891287,0.35296619716321975,0.30927592887364286,0.4024685833174596,0.3025423497875196,0.2859903230802886,0.38727406188470515,0.40549343911379954,0.23133142606668777,0.4054436039914351,0.32134527652835543,0.3289562524193075,0.404710964222218,0.39605481383422025,0.4203245528395283,0.41801208549586366,0.39046517066081976,0.3281380356369741,0.15322979167914108,0.481792506460466,0.2678819307212673,0.3320339432644215,0.3022615737129537,0.4685683060654132,0.21848706120727068,0.44190004454025555,0.4680029329170807,0.3317978421045288,0.4569149912118917
"Chamaecyparis pisifera - Chameacyparis pisifera (Sieb. et Zucc.) Endl. var. filifera, Cupressaceae",0.557932786068676,0.32054868380320156,0.25101416138447763,0.4176632681794138,0.46622932513985504,0.3029641090319777,0.4705810619953197,0.550476505828557,0.22818751181227304,0.6295106179634911,0.6072044868723646,0.5638258606950192,0.45928914226138906,0.3349554755428453,0.45556304404343306,0.2922709340947568,0.43907723940190535,1.0,0.5250572991277627,0.28322312615612877,0.47012021106639534,0.5490623912988882,0.47303678241292024,0.4100901450706572,0.35260895210132537,0.3312224895525532,0.4929472753549541,0.5658999739180542,0.5708138304753623,0.582238473288727,0.43620605018256986,0.5808127101173507,0.45850380977090743,0.44047160852092904,0.5065324725911204,0.5665509140309803,0.3499210547678153,0.5721815794007918,0.5082748292743996,0.5092710397052498,0.6525815373488919,0.6323238204887813,0.6048823877888514,0.6102573662926266,0.5999045552435506,0.5682376165647598,0.28743880620731543,0.6623647486664594,0.3870858020958201,0.4538874140056841,0.439277981342141,0.681127483775311,0.3354431601617507,0.5646706124942046,0.6452102552989647,0.5841113139208272,0.6735144732961691
"Citron (Italy) peel 1c - Citrus medica L., cultivar Diamante, fam. Rutaceae",0.42017434033641543,0.2167128650441169,0.17461069657710315,0.29880182024668556,0.33621641781909584,0.20611829007139826,0.3677551825435066,0.4235008188870466,0.1540895403519319,0.48672301824957165,0.4761524852674728,0.4480479862021889,0.3498556136030261,0.258960218884541,0.35236104396921597,0.21941384266662844,0.3373536994342665,0.5250572991277627,1.0,0.20607088022002829,0.3399211931242744,0.42183036371829363,0.36671680226844916,0.3287887987066741,0.26403357097279545,0.24184247697443517,0.3339834939758185,0.46990868476256087,0.4518490678818188,0.46504854766130765,0.3542811152009886,0.446404248217226,0.3660843565756642,0.3504337378521539,0.41886382386037446,0.45710968689333253,0.28596181938425347,0.4684924987403172,0.4154185038145205,0.4168363119050871,0.5258344377457271,0.5091371653864831,0.5040991343503927,0.49586808691196294,0.473396700796719,0.4414241897025206,0.21168903946054218,0.5380303673696086,0.29365960182276196,0.348672662863713,0.32194841807063235,0.5206000593448759,0.24733364747782105,0.4541437479643734,0.4709116458551028,0.41681447023564233,0.5025540642089129
"Citron (Vietnam) peel 1a - Citrus medica L., cultivar sarcodactylis (Noot.) Swingle, fam. Rutaceae",0.2351719533372928,0.041936720316336995,0.11011603966684491,0.12132435134453579,0.14042390788415549,0.020927900395257604,0.14633378543969433,0.20463199405556987,0.0,0.2715543455376779,0.2718136930591166,0.23583467974832217,0.15761114819147037,0.07372002213247797,0.17521945941940098,0.07691216102624687,0.16438683105823992,0.28322312615612877,0.20607088022002829,1.0,0.1801917423720839,0.23575289447901393,0.21473714750086514,0.12740391820960528,0.08540801695573919,0.09555796212064949,0.14521803862032612,0.30049363321284106,0.26498395669108077,0.3181711034645406,0.1641252031565903,0.25534507823051145,0.1939888346460088,0.18420899492579867,0.19501964256050253,0.25736901029023984,0.11216407349569957,0.2586108956125531,0.23958191303615428,0.23278364960754805,0.3077032354465722,0.3126791674642343,0.2750672124936616,0.3002241651571148,0.29841382668155836,0.24737550985837964,0.05434803071437888,0.2671987503498817,0.0998671476736912,0.1332415387846344,0.11847833026724475,0.2793712273169666,0.05775103212844812,0.26834323534765225,0.31410993143514876,0.21483991885987208,0.2633838976817815
"Cleonia lusitanica (Spain) - Cleonia lusitanica (L.) L., (Prunella lusitanica L.), fam. Lamiaceae",0.49517601646981313,0.6531656238031547,0.3656226266314344,0.6101720679003511,0.49406978154759573,0.32966192086278057,0.34143330088139945,0.43176534656388976,0.19060242063124155,0.46243068647935115,0.40631938760581343,0.38717735890783356,0.2756079011912195,0.18370323423619062,0.2966522396197264,0.15226685095060377,0.25957659921063414,0.47012021106639534,0.3399211931242744,0.1801917423720839,1.0,0.4081425432725151,0.3208455237420784,0.2622577495466085,0.38116622133091604,0.2186845159374755,0.5907013394528707,0.45608330296798183,0.42779596282161103,0.40546216691997616,0.3353791445454727,0.38395919866420336,0.3815093891720772,0.3721974770858951,0.3485638980088184,0.36771332680301905,0.2772424372807937,0.3558793133000988,0.4239170951969321,0.4197439103166122,0.42707568293872855,0.4259454977576117,0.3869819337854551,0.3951386286693619,0.44062960525768846,0.45956095700566235,0.16634177588838706,0.40720487304042985,0.3930443447261206,0.350284493286099,0.40546702398260437,0.4359418782124669,0.18113643563920667,0.34140822379882385,0.5766264464575332,0.8029006083673684,0.5437530008372344
"Coreopsis barteri leaf (Cameroon) - Coreopsis barteri Oliv. & Hiern, fam. Asteraceae (Compositae)",0.5330315278980278,0.1908116963108889,0.10166839557169893,0.3058431872433357,0.3195620516698051,0.14307313646238495,0.366440521284468,0.4772770287358885,0.15795028166330727,0.6101414238981624,0.5687879080324287,0.44421848711155043,0.3182467614633163,0.21538054641660354,0.4164969088000291,0.18328276101687946,0.30161847995973534,0.5490623912988883,0.42183036371829363,0.23575289447901393,0.4081425432725151,1.0,0.6171988618172092,0.3101680778020427,0.26019707558320104,0.2636506282001103,0.3479624362202256,0.49757873451633927,0.5150552142125648,0.5160492795185405,0.3452223229550745,0.4095586239934088,0.37340934130795944,0.3639292919988045,0.330036746973809,0.40919702089568577,0.24418809450184464,0.40563108959036165,0.4538190761869887,0.44691764413008417,0.527115748500232,0.5256606943654254,0.4463890641263264,0.4577120282140892,0.5162703921912766,0.5465097356388768,0.22466327302330236,0.47399155952046357,0.2667811899449146,0.28699380217968784,0.27332754554370364,0.5189662495944927,0.2642324154646394,0.3929392288376975,0.5660331739128783,0.4471628038571316,0.5261677978883557
"Elemi 1 - Canarium luzonicum (Miq.) A. Gray, (C. luzonicum (Blume) A.Gray)",0.4448651990708009,0.1266990240649517,0.0651060761971538,0.24309923358106977,0.2632158576406478,0.10186207965466543,0.25214485368680806,0.34593407991723346,0.1275653869431851,0.4762582901412804,0.490758465328724,0.3907478337129956,0.28914272359497917,0.17907202076008233,0.36078717260434445,0.1487336618736398,0.26839000360210785,0.47303678241292013,0.36671680226844916,0.21473714750086514,0.3208455237420784,0.6171988618172092,1.0,0.21572488851058647,0.2313474567494248,0.22020241460062373,0.24316495644344238,0.42553054040547855,0.4440248905827501,0.44498438990608635,0.2841222609602475,0.36447291269625537,0.3218325940512783,0.3123876650487537,0.29127653224329875,0.3750252816937769,0.202641511503049,0.3681360469459658,0.381390726327976,0.37496100941283694,0.46683484673646625,0.46386417296197857,0.4045960485315838,0.41687284087294185,0.451851557590247,0.4544473311645234,0.19079136024960452,0.4159207825072816,0.23338311109504406,0.25565138891400596,0.22615670698599266,0.44457322730399595,0.1542786250797702,0.33098759124823585,0.493226878473046,0.3675778933572684,0.4272010821152492
"Erigeron canadensis - Erigeron canadensis L. (Conyza canadensis (L.) Cronquist), fam. Asteraceae",0.3790523311312658,0.2670563078631094,0.34937916562058335,0.40245693196729393,0.45423644326078527,0.40753301066629055,0.4825147209237486,0.4571711152105584,0.12822546851732874,0.3967539560010074,0.3109874316171096,0.36247163400434645,0.3107375919057951,0.24982598048316063,0.22087723515652602,0.20439941836138342,0.3210664545250078,0.4100901450706572,0.3287887987066741,0.12740391820960528,0.2622577495466085,0.3101680778020427,0.21572488851058647,1.0,0.3193978101559165,0.1552840142216919,0.3293118691221534,0.3838908162242858,0.33739372695460257,0.3328111352401276,0.3761197795077741,0.40230892663236917,0.3512137957066601,0.33325147746000383,0.4683505146988811,0.39344180561716446,0.34025765705914424,0.392170832599248,0.3555429492267944,0.36385364190740077,0.3650439427800457,0.35191955899090854,0.4035807111182429,0.39949539024175706,0.3702440734763601,0.30297753076978806,0.1479759971102318,0.5144033690763161,0.2873383043005511,0.40488372833259967,0.5084744570901454,0.4645781257158035,0.23387117079471365,0.45650710333683664,0.3950050000789973,0.3330189486084385,0.4842588117333908
"Fennel, bitter (Spain) 1 - Foeniculum vulgare Miller, var. vulgare DC, fam. Apiaceae (Umbelliferae)",0.23686328151343927,0.4200409114018723,0.34495827815119817,0.37058329750977237,0.3516828666815788,0.31665605563319354,0.37875518652042683,0.36683943120154383,0.17454841929816145,0.28557047260238855,0.23067769504476543,0.29365876177201955,0.2820583090980371,0.19795467662855615,0.1541473416350011,0.16300102871635935,0.27967265292772636,0.35260895210132537,0.26403357097279545,0.08540801695573919,0.38116622133091604,0.26019707558320104,0.2313474567494248,0.3193978101559165,1.0,0.10879797981285044,0.4289323038724764,0.2946563538640825,0.24863378200509545,0.2544157064156237,0.2780540384881286,0.3376563089421739,0.2570189443837163,0.23927614486201865,0.38709264337277993,0.34633551376918636,0.23668581783574072,0.33286506146653516,0.26146546219364275,0.27034258333413763,0.2942843161735499,0.2819873733464068,0.3430395929612904,0.3433199135963013,0.2848134214479482,0.24190629066338565,0.10858133269673631,0.43062460195456387,0.34724580110096515,0.3568607982465444,0.3685977353907617,0.39312197142848326,0.19041977938214283,0.3955103086598777,0.44312738531631646,0.43786510982372817,0.43349972828252537
"Fingered Citron - Citrus medica L., cultivar sarcodactylis (Noot.) Swingle, fam. Rutaceae",0.2654539964792416,0.0853349897132698,0.044073745033022305,0.16061318956932913,0.17643773466222235,0.05582652848881586,0.1811180305844916,0.2383592912068503,0.018663505162803462,0.3010566509451724,0.3604953601643073,0.45548062025062575,0.19447347909361257,0.19066991669572309,0.19914248464553153,0.06272251281099661,0.21961330602539086,0.3312224895525532,0.24184247697443517,0.09555796212064949,0.2186845159374755,0.2636506282001103,0.22020241460062373,0.1552840142216919,0.10879797981285044,1.0,0.18428544254718238,0.42318581702874913,0.3074393584907549,0.28966552993681394,0.20790204080702446,0.43425545507854435,0.3996648743154958,0.3886925982619541,0.3676926502137897,0.4737246185810954,0.1581691082712905,0.5136107429714236,0.38853653855653236,0.4107130293804845,0.5346572981583475,0.5542638641312044,0.48976649709210496,0.46479700582069294,0.5624302134646173,0.27614555090587745,0.06923356674063075,0.3020502510544588,0.1439106940135665,0.16959189675350106,0.15419897330534238,0.3077363199944819,0.08460326595748702,0.37036930559434933,0.2940363532749668,0.25659300084247283,0.3047094290627772
"Ichtyothere terminalis (Brazil) - Ichtyothere terminalis (common name: Mata-peixe or cunabi),fam. Asteraceae",0.3775200458890706,0.5769584073730731,0.3496496279803999,0.5228370498112579,0.47033141108546517,0.3801229886307992,0.40641304472743756,0.43391811647103495,0.19272072231391502,0.3956654527943849,0.3346201470464034,0.36059925648155167,0.2967735071837956,0.22815050824864758,0.23627388177118658,0.18851672695019717,0.2942854092077315,0.4929472753549541,0.3339834939758185,0.14521803862032612,0.5907013394528708,0.3479624362202256,0.24316495644344238,0.3293118691221534,0.4289323038724764,0.18428544254718238,1.0,0.37069857098972425,0.31704384219848847,0.33542485660153387,0.3211936570462752,0.39200460866528664,0.2876622870973874,0.2706461893652622,0.38219511216746993,0.38480150310548533,0.22542098022661794,0.381109141065493,0.33459458362192274,0.34282840013968296,0.3825725507995127,0.37107731822601053,0.39532798911627964,0.3966045305334812,0.36072467214259285,0.36250216244020017,0.1566466288931092,0.47682373808791323,0.39002684621298245,0.3850759338850791,0.44883743984431757,0.5071512723755116,0.455248890618525,0.4997709751131043,0.5300993900302184,0.6506562419446273,0.5288945552758746
"Lemon (France-Corsica) 1i Panache - Citrus limon (L.) Burm. f., cultivar Panache, fam. Rutaceae",0.49854280858659306,0.25994508629762725,0.35739917789322584,0.35716019108547914,0.3883020063045064,0.2236841592533373,0.3711635247458466,0.454746730447518,0.18352753836573243,0.552335935764892,0.5600300961407132,0.5984575878412939,0.3761156264573646,0.296661913259027,0.4106027488987889,0.23492233804132157,0.36525532918298964,0.5658999739180542,0.46990868476256087,0.30049363321284106,0.45608330296798183,0.49757873451633927,0.42553054040547855,0.3838908162242858,0.2946563538640825,0.42318581702874913,0.37069857098972425,1.0,0.6804339686009018,0.5761751672711126,0.5828829511737796,0.5413382409237544,0.7941049847347224,0.7820377581698277,0.6272100682886752,0.5306195056988698,0.5978508071407159,0.5250408082034628,0.8566282849985223,0.8554639881970162,0.6326951321339874,0.6341204616593608,0.5572404170969041,0.5615363660329286,0.7751766182879287,0.5093486729105972,0.23161591100477485,0.5400460349590963,0.3116322960511221,0.36405057479105807,0.3449774520172266,0.5724209874718815,0.2721901149363788,0.49748367259064796,0.5574885028049346,0.4674864055340059,0.5532144752107153
"Lemon (India) 1 - Citrus limon (L.) Burm. f., cultivar ""Plant Lemon-1"", fam. Rutaceae",0.5144367287446621,0.2129203906358481,0.25793105311133324,0.3273082591630202,0.3727669625138369,0.18410988796353012,0.3322203074673534,0.4275246503982889,0.15346863609634642,0.557793796166689,0.577664930685116,0.6097964391956154,0.3621025231572965,0.25298733041070853,0.42180152605720844,0.21037967513491107,0.33547964973891287,0.5708138304753625,0.4518490678818188,0.26498395669108077,0.42779596282161103,0.5150552142125648,0.4440248905827501,0.33739372695460257,0.24863378200509545,0.3074393584907549,0.31704384219848847,0.6804339686009018,1.0,0.7865016980157372,0.504031774074426,0.6108507091801828,0.6197204750128811,0.6090771262215915,0.5176561497902312,0.527811906770419,0.513588825342199,0.5183224979363708,0.6621683278389661,0.6503619017882415,0.6527717945414303,0.6505323296703704,0.5733929910256301,0.5795081807610409,0.6737674353389973,0.5262599315974568,0.23085585541104192,0.5079430197517187,0.3167924535843396,0.3483431144420305,0.31118441107089323,0.5420188773115839,0.2404329535959865,0.4136067931146895,0.5311592240542318,0.4447867145675256,0.5251850815552631
"Lemon (India) 2 - Citrus limon (L.) Burm. f., fam. Rutaceae",0.5153642223847683,0.22038333119342268,0.2006844907893055,0.3270356955224145,0.3753905345159537,0.1965424858807786,0.3725403419769783,0.4616692446535059,0.16926015316138288,0.570453418360997,0.5768484103401728,0.5824505360728268,0.37466742198672054,0.26581786333539414,0.4208167774811813,0.23465523077660577,0.35296619716321975,0.582238473288727,0.46504854766130765,0.3181711034645406,0.40546216691997616,0.5160492795185405,0.44498438990608635,0.3328111352401276,0.2544157064156237,0.28966552993681394,0.33542485660153387,0.5761751672711126,0.7865016980157372,1.0,0.42583862997146094,0.6356915726530257,0.4728907600639055,0.4572979287419249,0.4849958524807072,0.5455830462979397,0.3921805621255726,0.5367129344853929,0.5214017810728162,0.5172700327799831,0.6476997092636182,0.644563891190631,0.5937624817162748,0.6018192079151241,0.6168420508580206,0.526292831889221,0.24597085726881018,0.5455759081674862,0.340117367971123,0.355811332539136,0.32337361412566545,0.5625916572075597,0.26986936930015293,0.45012576327707265,0.5324205243033133,0.4545460248326876,0.5355201986239149
