,"Armoise (Algeria) 1b thujone type - Artemisia herba-albe Asso, fam. Asteraceae (Compositae)","Armoise (France) - Artemisia vulgaris L., fam. Asteraceae (Compositae)","Sage, dalmatian (Albany) 1 - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Albany) 2 - Salvia officinalis L, fam. Lamiaceae (Labiatae)","Sage, dalmatian (Albany) 3 - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Argentina) - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Bulgaria) - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Bulgaria) 2 - Salvia officinalis L, fam. Lamiaceae (Labiatae)","Sage, dalmatian (Canada) - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Cuba) - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Dalmatia) 2 - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Egypt) 2a - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Egypt) 2b - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Finland) - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (France) 1 - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (France) 2 - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Hungary) 1 - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Hungary) 2 - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Hungary) 3 - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Italy) 1 - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Italy) 3 - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Italy) 4 - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Italy) 5 - Salvia officinalis L. var. angustifolia Ten., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Italy) 8 - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Italy) 9 - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Italy-Sardinia) - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Lithuania) - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (New Zealand) 1a - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Poland) - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Reunion Island) 1 - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Romania) 2 - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Serbia-Montenegro) 1a leaf - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Spain) - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Turkey) - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Yugoslavia) 1 - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Yugoslavia) 2 - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian 1 - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian 10 - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian 11 - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian 12 - Salvia officinalis L., fam. Lamiaceae (Laibatae)","Sage, dalmatian 2 - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian 5 - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian 6 - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian 9 - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian var. Icterina (USA) - Salvia officinalis L. var. Icterina, fam. Lamiaceae (Labiatae)","Sage, dalmatian var. Purpurascens (USA) - Salvia officinalis L. var. Purpurascens, fam Lamiaceae (Labiatae)","Sage, dalmatian var. Rubriflora (USA) - Salvia officinalis L. var. Rubriflora, fam. Lamiaceae (Labiatae)","Sage, dalmatian var. Tricolor (USA) - Salvia officinalis L. var. Tricolor, fam. Lamiaceae (Labiatae)","Sage, dalmatian var. Woodcote Farm (USA) - Salvia officinalis L. var. Woodcote Farm, fam. Lamiaceae (Labiatae)","Tansy (France) - Tanacetum vulgare L., fam. Asteraceae (compositae)","Tansy (Poland) - Tanacetum vulgare L., fam. Asteraceae (Compositae)","Wormwood (Mugwort) (India) - Artemisia absinthium L., fam. Asteraceae (Compositae)"
"Sage, dalmatian (Italy) 5 - Salvia officinalis L. var. angustifolia Ten., fam. Lamiaceae (Labiatae)",0.3017729369034171,0.32103248523352923,0.3762824517392688,0.546686994936065,0.3983970493743353,0.37102147767512883,0.4310824342937699,0.42945403328818155,0.5000420260454966,0.19184742377925312,0.5365506375987887,0.3717698935042635,0.10661475100090201,0.36877070300008163,0.41396240841385645,0.44526046806627273,0.37664816961194514,0.5523758540307478,0.2895813364482559,0.4807822537061526,0.4717285183204485,0.5036037225983185,1.0,0.23296344413671932,0.25040943408822247,0.23453687160181813,0.39252255417884896,0.4368635416492037,0.2695678113539528,0.3981628576729178,0.3441974672520931,0.3002228839548742,0.4007725968622834,0.23845809542960406,0.39362326222804744,0.3990461002254283,0.37415751787616847,0.6621490616033698,0.7187509926479474,0.4216199757313732,0.35316446360332066,0.6137203957840542,0.28512808489062813,0.25066312622194276,0.18272276082842798,0.3524837774625854,0.4282022674712056,0.10089895274600602,0.21634128800723385,0.33992836388171177,0.3165703595095163,0.19915591572902835
"Sage, dalmatian (Italy) 8 - Salvia officinalis L., fam. Lamiaceae (Labiatae)",0.6095282590215234,0.6245448182198442,0.7361684705847418,0.3986102548330679,0.759443392609638,0.6449992962406191,0.47077127230640914,0.26167676087513136,0.4289034151332777,0.26633384197322363,0.45626582764402523,0.5849929476450582,0.6954400718728946,0.6449566579958148,0.38185434298571974,0.6840819695555329,0.6396335289715726,0.3898840186443536,0.6763652198554693,0.22513092356120878,0.6903618089095443,0.5143228145076313,0.23296344413671932,1.0,0.7781348824179856,0.790776486953746,0.5312473324571461,0.2346344821848363,0.6230803929540942,0.5073299740964932,0.6455405810812063,0.43616256849020263,0.38239585295035206,0.6334941168457846,0.6177662711310283,0.53980079785471,0.7679040186815461,0.42212400093274294,0.39637884651152244,0.7191589004815016,0.5467796554063984,0.41007802875647414,0.7016765293704583,0.7780250409081163,0.5032064667555409,0.38328837204164423,0.672867003640223,0.38106470580904983,0.4741688441691154,0.23390170367933327,0.15171888088117425,0.09294971207704317
"Sage, dalmatian (Italy) 9 - Salvia officinalis L., fam. Lamiaceae (Labiatae)",0.6733072313005515,0.6939437759900071,0.7492028097178398,0.4731624201437816,0.8028479058917517,0.7201253066359976,0.5334636409534403,0.2525645178974121,0.43452238320393954,0.28843633439482175,0.5187534004051741,0.5939560606695875,0.7329517586332484,0.6639974124500487,0.38413377634453894,0.731634466949811,0.6567203681632936,0.4607599023901867,0.7076995509571473,0.21420129544110533,0.7215621635448908,0.5755650581771805,0.25040943408822247,0.7781348824179856,1.0,0.7782337862930084,0.557486966660864,0.22821572647413169,0.6690226073746157,0.5959771787433367,0.7023378883873488,0.4332328426355747,0.3855911768017374,0.7019296928814545,0.675040649013036,0.5978206452088779,0.794342163347777,0.44207013672155215,0.41227936811439736,0.7505486727889723,0.6149941805164143,0.47375258268109777,0.7670806078144037,0.9748250752908605,0.5079927738936951,0.40112571414497156,0.7094629774125477,0.3872496045652727,0.4892097636620105,0.28540648483744024,0.18448573277996017,0.10206268335205115
"Sage, dalmatian (Italy-Sardinia) - Salvia officinalis L., fam. Lamiaceae (Labiatae)",0.6104783072440074,0.6246552051559875,0.7369827805086423,0.40000214184450855,0.7606319106303838,0.6456453326587481,0.47216872139664146,0.2633856343278106,0.43031796945782286,0.2674304208078969,0.45757197240508396,0.5865889484734919,0.6944013634603411,0.6455819827976814,0.38381733577067834,0.6851563113733199,0.6412266454519426,0.3912639615630099,0.67652342962054,0.22641233424407825,0.6919482301753404,0.5151818194306119,0.23453687160181813,0.790776486953746,0.7782337862930084,1.0,0.532832952258576,0.23622411798922538,0.6237211874946555,0.5079904453287155,0.6461049410713433,0.43749223493315514,0.3841238418255314,0.6340199170996208,0.6188967174775266,0.5413394547222837,0.7687562912759345,0.4238010644311001,0.3981000007575938,0.7203923840290889,0.5473339702466395,0.41129659730419177,0.7019790099824275,0.7781238958199935,0.5036679082807693,0.38425355730342814,0.6741122695204729,0.3816257856268863,0.4750652282780017,0.23535718777117465,0.1530878092745639,0.0943939935183743
"Sage, dalmatian (Lithuania) - Salvia officinalis L., fam. Lamiaceae (Labiatae)",0.6130921321547702,0.42407285283412965,0.6310077222143435,0.5268916091128726,0.6635715403460158,0.5750550836517483,0.6783900431396586,0.4608354442556287,0.6203217631381006,0.5105240502832603,0.5749634851254659,0.6516193281518375,0.45115208686840735,0.6621208520305363,0.5751089507391638,0.638253763838835,0.7679217686956991,0.5184648220168706,0.5288260847248587,0.4452410463071278,0.6860469249919342,0.4518423005736416,0.39252255417884896,0.5312473324571461,0.557486966660864,0.532832952258576,1.0,0.5327762377733958,0.677400183895039,0.5209875209995922,0.6185154403385786,0.6289289539695191,0.5755991739946451,0.6581288860932387,0.6911404259344174,0.7073822431585541,0.6025346869636266,0.6356268222835453,0.5863545183572931,0.7051011260402242,0.4421385159759702,0.5080146233062159,0.5640116306193048,0.5576621730950803,0.4974205515587028,0.5155451689794983,0.6676112681373324,0.37457675113525646,0.555093421763069,0.38905148437247394,0.22087858188983334,0.22228875461091857
"Sage, dalmatian (New Zealand) 1a - Salvia officinalis L., fam. Lamiaceae (Labiatae)",0.2705722336129216,0.14233643338728885,0.3918761368343131,0.3622046688495384,0.3378698069487689,0.2641531063683442,0.31867443305735066,0.5284295500524834,0.6527207102676568,0.5372113056688584,0.28068647588704954,0.4580007675904604,0.15103682363896165,0.3991389949186801,0.397929242910286,0.38070629872789097,0.4956404366539511,0.3623701794932237,0.3204857083491651,0.6028698669949822,0.41802385001723186,0.20350470139644417,0.4368635416492037,0.2346344821848363,0.22821572647413169,0.23622411798922538,0.5327762377733958,1.0,0.33368085956211857,0.26205352962981876,0.3709459875599178,0.5805523254980092,0.49494630601810363,0.300664579064444,0.3075360380869093,0.3691729088736343,0.343239409905273,0.5676123315263049,0.5403112729540248,0.38630600165513984,0.22457949919660192,0.3481621971691521,0.22403908454510846,0.22808813767304492,0.3884157904243356,0.5638942357982659,0.4076876716570178,0.2508696234618215,0.47954187712392693,0.25187807085137537,0.16305232712386508,0.22164739050343996
"Sage, dalmatian (Poland) - Salvia officinalis L., fam. Lamiaceae (Labiatae)",0.677256045309325,0.5200687524846305,0.6690259952290114,0.42463189687683756,0.6845610294306558,0.5818111751261641,0.6184364708054855,0.3040041236254304,0.49943908086763567,0.3915865187890224,0.5270826955228931,0.6015950154285801,0.6519858114078003,0.7382766962011686,0.4257620601339387,0.6889496459681406,0.7032688961207559,0.41897210161185205,0.6362358403256777,0.2950575347208457,0.6636242194888188,0.4585834529184657,0.2695678113539528,0.6230803929540942,0.6690226073746157,0.6237211874946555,0.677400183895039,0.33368085956211857,1.0,0.5395228504692664,0.6759406206987078,0.48494762823518744,0.4209172074188984,0.7058815499670983,0.7337063370498385,0.6784782033810308,0.6650105373932159,0.49388069397929846,0.4438631775714569,0.7144130395191792,0.45474107367146765,0.4325481244642342,0.6071396116617062,0.6695680566980606,0.5502515377818619,0.48889718347223843,0.6182757071434021,0.36957904463699986,0.5356113659777446,0.28746307366311563,0.1272330544094471,0.10309710683406648
"Sage, dalmatian (Reunion Island) 1 - Salvia officinalis L., fam. Lamiaceae (Labiatae)",0.594027266040116,0.6544364262591771,0.5912251583921491,0.6485367442980318,0.6349954457307893,0.7200006996626412,0.5887724017790839,0.3073013869220289,0.43901321124331205,0.2943176610234317,0.6443986445591107,0.4616785152350993,0.4795118562917944,0.5369841341751675,0.2760388865913914,0.6463622987088755,0.5228288326051589,0.6566485853082695,0.5221828981076526,0.27083561516565935,0.601828378571875,0.6719300634022392,0.3981628576729178,0.5073299740964932,0.5959771787433367,0.5079904453287155,0.5209875209995922,0.26205352962981876,0.5395228504692664,1.0,0.629349812174169,0.3272590554282985,0.3219614647875487,0.6235645776078229,0.6325012813059737,0.5959003214231218,0.5714409929380719,0.49935469532828847,0.4864245113041369,0.606266641559237,0.7266377491536173,0.6934137156449423,0.6169770711094151,0.5958094869562558,0.3635969472303566,0.3676334982921712,0.686419285249412,0.2839955151139322,0.3685105568583612,0.41667600392244675,0.26071248268414005,0.15403994299138435
"Sage, dalmatian (Romania) 2 - Salvia officinalis L., fam. Lamiaceae (Labiatae)",0.6116767942079937,0.5683991461252214,0.7734548350689956,0.4989960328992955,0.7174745438803495,0.7223136192108048,0.5405502228490061,0.351195439357017,0.596280467435897,0.38715226735638497,0.5107917999397068,0.6361124278492694,0.6503930313796982,0.7527249782598204,0.37943184069842906,0.7817006494603402,0.7132662192268018,0.49606345902558235,0.7842760580767134,0.36028436918738727,0.7186577504931864,0.5215256595469473,0.3441974672520931,0.6455405810812063,0.7023378883873488,0.6461049410713433,0.6185154403385786,0.3709459875599178,0.6759406206987078,0.629349812174169,1.0,0.4882922218092052,0.39530109800276103,0.6855147500006171,0.6358667325151884,0.58179298918672,0.7294388781095896,0.5182778118953577,0.5005664298117853,0.7356674402994068,0.56613112415753,0.5156819986448518,0.6406029300353296,0.7053420926773306,0.6377220205043372,0.5942885995098335,0.6827270248113764,0.4247458302706413,0.6189485300153895,0.31548800325373105,0.20094510757241968,0.15540183929167417
"Sage, dalmatian (Serbia-Montenegro) 1a leaf - Salvia officinalis L., fam. Lamiaceae (Labiatae)",0.4377805703911609,0.2956608463567718,0.5318476107971215,0.40143558550643044,0.5035693986959546,0.39614572009694804,0.4145328239699402,0.3703028288578333,0.5539730256226434,0.6470445996843677,0.3556553426365777,0.5845737225517378,0.3682120498018081,0.5206191819286927,0.4908126903442426,0.5170164917083058,0.594646005676295,0.39862002332594737,0.47980520733572474,0.3832002752837328,0.5435695733316922,0.30701591446213006,0.3002228839548742,0.43616256849020263,0.4332328426355747,0.43749223493315514,0.6289289539695191,0.5805523254980092,0.48494762823518744,0.3272590554282985,0.4882922218092052,1.0,0.6290163333018294,0.44536136669834014,0.45762837345599716,0.47977859185970384,0.5084726438867684,0.5449781886778428,0.46283815692653274,0.5457040135173257,0.29349909855910705,0.3657246636103,0.41104543883343936,0.43328789670166445,0.446702389628041,0.497260908829659,0.5371936081963854,0.3272645992387434,0.5316686852655594,0.26663286113949913,0.17295849456597834,0.18651680259946812
"Sage, dalmatian (Spain) - Salvia officinalis L., fam. Lamiaceae (Labiatae)",0.4288879641491872,0.31095685207335255,0.4300315701793429,0.4853209391915786,0.47787905513252915,0.380841361117228,0.4887890748506376,0.47676886182425426,0.4259601630111055,0.42618403445003683,0.4442904309374198,0.5636817197618369,0.2635868610864316,0.40072435339047174,0.6067877113601705,0.48280041617801106,0.5561721023090085,0.4859991307434637,0.3543234128279653,0.2839160596028435,0.5385004061187117,0.37906895860823264,0.4007725968622834,0.38239585295035206,0.3855911768017374,0.3841238418255314,0.5755991739946451,0.49494630601810363,0.4209172074188984,0.3219614647875487,0.39530109800276103,0.6290163333018294,1.0,0.38347824377815076,0.49134746681246555,0.5729523179034187,0.4565796889234226,0.6710248360711097,0.5658682114413269,0.49200467277862703,0.2976469833040931,0.42707916113210087,0.39843744764693345,0.38491391880504433,0.32426580066462296,0.40742413879905215,0.5216187966707984,0.2932760062543983,0.3966904413853436,0.33754157605306223,0.2678590244853961,0.217749700541072
"Sage, dalmatian (Turkey) - Salvia officinalis L., fam. Lamiaceae (Labiatae)",0.6533305776276093,0.5298387411481689,0.6683432331617924,0.5040107326094027,0.6927345957396223,0.6430654710432155,0.581958032250666,0.31424318383957883,0.4738176669778178,0.39321051380073613,0.5041029396192263,0.562693090337359,0.6549444049970837,0.6260508279990311,0.3437708226851828,0.6580057700213957,0.6811752458981002,0.49415890958094477,0.6100148071080116,0.2845867040323947,0.6278182703240021,0.4752191872122915,0.23845809542960406,0.6334941168457846,0.7019296928814545,0.6340199170996208,0.6581288860932387,0.300664579064444,0.7058815499670983,0.6235645776078229,0.6855147500006171,0.44536136669834014,0.38347824377815076,1.0,0.6834367275108899,0.6600711747953599,0.6314996767926104,0.4608316917767228,0.4292729975031463,0.6946446633653385,0.5376434709852936,0.44843699068099907,0.74939591173726,0.7012761735330721,0.5169578494786297,0.42595069361548343,0.6718640904560507,0.39662551588344364,0.5305141589420692,0.34442119311524433,0.16404179033980892,0.11560687119241264
"Sage, dalmatian (Yugoslavia) 1 - Salvia officinalis L., fam. Lamiaceae (Labiatae)",0.7037468928291981,0.6103950855381439,0.65253363028912,0.5822992851042922,0.7664512295333294,0.6706708434578919,0.7811529579063525,0.3222397092182532,0.47600184831831116,0.32213228858706433,0.7416217470651285,0.5780409826036186,0.5444578819270081,0.6758542786295068,0.5118825444923559,0.7365149849097408,0.6628689501811246,0.5781733515019187,0.5732148540623232,0.29624770276232326,0.7288083216760077,0.6457335323230925,0.39362326222804744,0.6177662711310283,0.675040649013036,0.6188967174775266,0.6911404259344174,0.3075360380869093,0.7337063370498385,0.6325012813059737,0.6358667325151884,0.45762837345599716,0.49134746681246555,0.6834367275108899,1.0,0.7727597359428867,0.6781364613528543,0.5974660520505806,0.5523046306307974,0.7751706503538031,0.5297898528087213,0.5840143191327009,0.7070316628693338,0.6754009089878881,0.4058767823298588,0.39246377148733946,0.6806646999266535,0.30406972524955533,0.4141356341635757,0.3865272034464402,0.22800559516484264,0.1369290491479398
"Sage, dalmatian (Yugoslavia) 2 - Salvia officinalis L., fam. Lamiaceae (Labiatae)",0.6798670932749944,0.5247055348939553,0.5778695021197622,0.608692691851437,0.668677301770489,0.5902230794553507,0.751347040918531,0.4371144843220842,0.475215378331844,0.37814298215874587,0.6634159422982526,0.648559077590604,0.47021364686377964,0.5664585695703372,0.5487008063617456,0.6651305509548859,0.68885546329002,0.6064162445399628,0.500740995424718,0.2874908528885296,0.6778919332309312,0.5580669007553855,0.3990461002254283,0.53980079785471,0.5978206452088779,0.5413394547222837,0.7073822431585541,0.3691729088736343,0.6784782033810308,0.5959003214231218,0.58179298918672,0.47977859185970384,0.5729523179034187,0.6600711747953599,0.7727597359428867,1.0,0.595386525102299,0.6326912983198059,0.5797068547364523,0.6723119716168187,0.5040456277024002,0.5559339683435838,0.6190080911545535,0.5977236811309137,0.41599078815775703,0.4176866483400322,0.6677203365388383,0.3467231850378619,0.45468313851844044,0.4568060828996694,0.2835613067320085,0.21123625336427865
"Sage, dalmatian 1 - Salvia officinalis L., fam. Lamiaceae (Labiatae)",0.6397927265663449,0.6784645570506432,0.8454557385551213,0.5065606569250953,0.852918565280873,0.7062824568201702,0.5438446961196467,0.3259471453865066,0.55709030881541,0.324765096731758,0.5560579336104782,0.6544210488954567,0.6483168856710826,0.7542738662746056,0.4776214088771662,0.8019648630001693,0.7220916179779155,0.49189671854718797,0.7630501800201241,0.335461360916264,0.8432657380828107,0.609305956846909,0.37415751787616847,0.7679040186815461,0.794342163347777,0.7687562912759345,0.6025346869636266,0.343239409905273,0.6650105373932159,0.5714409929380719,0.7294388781095896,0.5084726438867684,0.4565796889234226,0.6314996767926104,0.6781364613528543,0.595386525102299,1.0,0.5456316900170549,0.5213703015193489,0.8265412976452526,0.6105947223160015,0.5346604228172277,0.7002687995478691,0.7941668179533908,0.5553510599305704,0.5020601186345167,0.740790794338402,0.3959597357221173,0.5412803600348025,0.29486599444551587,0.2246552319492796,0.1472696902080557
"Sage, dalmatian 10 - Salvia officinalis L., fam. Lamiaceae (Labiatae)",0.49213827991064163,0.42821769992606107,0.538354753792965,0.6501211433793492,0.5763339614390788,0.5127475529575432,0.6077093111777627,0.5607340487281701,0.5867361467874261,0.4183715569469786,0.6235042956376368,0.5717987408863479,0.30837836811881414,0.5307819903722926,0.5667462015828694,0.6092328407164858,0.6097156478178873,0.6499679031126839,0.4475077451336841,0.46662858616377245,0.6431401911066355,0.5530812944883777,0.6621490616033698,0.42212400093274294,0.44207013672155215,0.4238010644311001,0.6356268222835453,0.5676123315263049,0.49388069397929846,0.49935469532828847,0.5182778118953577,0.5449781886778428,0.6710248360711097,0.4608316917767228,0.5974660520505806,0.6326912983198059,0.5456316900170549,1.0,0.7909934191944903,0.6028072638554065,0.4361833636467404,0.6471462054538939,0.4758239421613697,0.4422274433902985,0.3862934899280336,0.5241738408599231,0.618619735839208,0.3040079061458557,0.4289432396244922,0.41866277843359645,0.3280488384283332,0.24446044735152272
"Sage, dalmatian 11 - Salvia officinalis L., fam. Lamiaceae (Labiatae)",0.45697668099894695,0.40505735021846745,0.5290738555224432,0.6216632545043222,0.5561814941151806,0.5022601349377689,0.5710230787588173,0.5490598657114456,0.6223590882598273,0.33671193378907505,0.6060440142302258,0.5544068413954776,0.2706621002060091,0.5162515730351482,0.5574649881098628,0.5914416796360473,0.5801061265009645,0.622306162464143,0.43437213223443283,0.526909694082318,0.6377135426385023,0.5516577679434456,0.7187509926479474,0.39637884651152244,0.41227936811439736,0.3981000007575938,0.5863545183572931,0.5403112729540248,0.4438631775714569,0.4864245113041369,0.5005664298117853,0.46283815692653274,0.5658682114413269,0.4292729975031463,0.5523046306307974,0.5797068547364523,0.5213703015193489,0.7909934191944903,1.0,0.5873622072814983,0.4303150170356558,0.6208790586870521,0.45125664524309206,0.41234656233450917,0.356870438802663,0.4833691263466344,0.5811446408703425,0.260463616451895,0.3971232411074709,0.42080230162863186,0.3453464995092065,0.2663706893841994
"Sage, dalmatian 12 - Salvia officinalis L., fam. Lamiaceae (Laibatae)",0.6836920924220897,0.6297993295724191,0.8370350054510562,0.5583925065430524,0.8971073338406582,0.7177607039001874,0.6474554161662343,0.360147893494279,0.607182240654479,0.3664101489887608,0.6374691827766279,0.6677399975972624,0.6183762323860342,0.8028200886862369,0.5317550940646761,0.8372634220636757,0.74886023973945,0.5494390119081136,0.7206967186782907,0.410805805932831,0.8488322081558621,0.6277839525406803,0.4216199757313732,0.7191589004815016,0.7505486727889723,0.7203923840290889,0.7051011260402242,0.38630600165513984,0.7144130395191792,0.606266641559237,0.7356674402994068,0.5457040135173257,0.49200467277862703,0.6946446633653385,0.7751706503538031,0.6723119716168187,0.8265412976452526,0.6028072638554065,0.5873622072814983,1.0,0.5629323414717485,0.5648145080879883,0.7488990673891043,0.7508165655756024,0.5150367367853679,0.4853171502762389,0.7540673194850254,0.36676581525674445,0.5215671308409553,0.3572135832540132,0.2486242435010082,0.17941522906797236
"Sage, dalmatian 2 - Salvia officinalis L., fam. Lamiaceae (Labiatae)",0.5362543483851903,0.7057197331945856,0.5846988410879079,0.562854100697046,0.6299926364560915,0.6819171195705829,0.46822326637001677,0.2851728575719191,0.3932223245247868,0.22911626944040364,0.543816374853082,0.4443650059268741,0.45379967480307126,0.48091719867244787,0.26557384906704784,0.6009041734013587,0.5089406720299265,0.5548360422181577,0.5111353318350524,0.21408528655686543,0.6095786409698061,0.6478512061195579,0.35316446360332066,0.5467796554063984,0.6149941805164143,0.5473339702466395,0.4421385159759702,0.22457949919660192,0.45474107367146765,0.7266377491536173,0.56613112415753,0.29349909855910705,0.2976469833040931,0.5376434709852936,0.5297898528087213,0.5040456277024002,0.6105947223160015,0.4361833636467404,0.4303150170356558,0.5629323414717485,1.0,0.6317370969025853,0.5800914393891725,0.6140216485564964,0.35344904836420377,0.32651105993602236,0.6903367756123229,0.2980036804921464,0.3522863948676157,0.3400743618420027,0.2570673107408413,0.13835309670129858
"Sage, dalmatian 5 - Salvia officinalis L., fam. Lamiaceae (Labiatae)",0.5051657374306894,0.5842446740275336,0.516729253127163,0.75684338717946,0.5798602286168564,0.6207258718144426,0.5968871246789713,0.3580579501438873,0.46309847032615603,0.2830461660780724,0.7381573222378912,0.43665173886317077,0.30866175873007495,0.48280281985458795,0.3792963388537972,0.6024770421630783,0.47694406016618485,0.7590296054586941,0.43316398956869784,0.3336756647795398,0.6051466111384219,0.7496759113361162,0.6137203957840542,0.41007802875647414,0.47375258268109777,0.41129659730419177,0.5080146233062159,0.3481621971691521,0.4325481244642342,0.6934137156449423,0.5156819986448518,0.3657246636103,0.42707916113210087,0.44843699068099907,0.5840143191327009,0.5559339683435838,0.5346604228172277,0.6471462054538939,0.6208790586870521,0.5648145080879883,0.6317370969025853,1.0,0.4983347698681402,0.47390916919419146,0.2711141075803196,0.3721355840954942,0.6481497436652263,0.21526711425898504,0.29597471040515944,0.43403552702459947,0.34047115341237744,0.18767172479238514
"Sage, dalmatian 6 - Salvia officinalis L., fam. Lamiaceae (Labiatae)",0.6370550284022674,0.6468186990143617,0.6867165272883657,0.5434936899978394,0.7770835129490714,0.6847315475657216,0.5706075582186199,0.2519843314529929,0.4174804791343649,0.27354118433067676,0.5649607825365953,0.5271673898381437,0.6437810082182389,0.6123772141046168,0.36698896868729836,0.7087482740837014,0.6078809108351484,0.5345754124535567,0.6241534658606877,0.24570081942008803,0.6695461476736089,0.6135627294869589,0.28512808489062813,0.7016765293704583,0.7670806078144037,0.7019790099824275,0.5640116306193048,0.22403908454510846,0.6071396116617062,0.6169770711094151,0.6406029300353296,0.41104543883343936,0.39843744764693345,0.74939591173726,0.7070316628693338,0.6190080911545535,0.7002687995478691,0.4758239421613697,0.45125664524309206,0.7488990673891043,0.5800914393891725,0.4983347698681402,1.0,0.7660989254850805,0.4066169887350384,0.33688166836866407,0.6939530150192428,0.3253966741516431,0.40850827505654397,0.32291799953691236,0.20513916905512608,0.0895923807592095
"Sage, dalmatian 9 - Salvia officinalis L., fam. Lamiaceae (Labiatae)",0.673968986395416,0.6939119194073056,0.7488783909184076,0.472672201160532,0.80269959278232,0.7199859873358939,0.5337824684538024,0.25291029452561276,0.4345741139456408,0.288407559101859,0.5189621313064496,0.593962064013049,0.7327765594483401,0.6645928266805692,0.38429211700434707,0.7350533409728699,0.6564364485417665,0.4603080475754111,0.7096239420425333,0.21379502918961113,0.7213696295969171,0.5758615094228512,0.25066312622194276,0.7780250409081163,0.9748250752908605,0.7781238958199935,0.5576621730950803,0.22808813767304492,0.6695680566980606,0.5958094869562558,0.7053420926773306,0.43328789670166445,0.38491391880504433,0.7012761735330721,0.6754009089878881,0.5977236811309137,0.7941668179533908,0.4422274433902985,0.41234656233450917,0.7508165655756024,0.6140216485564964,0.47390916919419146,0.7660989254850805,1.0,0.5082197380059295,0.4013162348968444,0.7095972483062157,0.3873029138804095,0.4889168333703643,0.2853860180832726,0.18422991124418597,0.10208440097212423
