,"Ajowan 1 - Trachyspermum copticum (L.) Link., fam. Apiaceae (Umbelliferae)","Elsholztia splendens (China) - Elsholtzia splendens Nakai ex F. Maekawa, fam. Lamiaceae (Labiatae)","Ocimum gratissimum (Benin) 2 - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)","Ocimum gratissimum (Cuba) 1a - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)","Ocimum gratissimum (Cuba) 1b - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)","Ocimum gratissimum (Cuba) 2a - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)","Oliveria decumbens (Iran) - Oliveria decumbens Vent., fam. Apiaceae (Umbelliferae)","Oregano, greek (France) 1 - Origanum vulgare L., fam. Lamiaceae (Labiatae)","Oregano, greek (Greece) 2 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)","Oregano, greek (Italy) 2 - Origanum vulgare L. ssp hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)","Oregano, greek (Italy) 4 - Origanum vulgare L., fam. Lamiaceae (Labiatae)","Oregano, greek (Portugal) 1b - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)","Oregano, greek (United Kingdom) - Origanum vulgare L., fam. Lamiaceae (Labiatae)","Oregano, greek 2 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)","Oregano, greek 3 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)","Oregano, mexican (Guatemala) - Lippia graveolens HBK., fam. Verbenaceae","Oregano, mexican (Mexico) 2 - Lippia graveolens HBK., fam. Verbenaceae","Oregano, mexican (U.S.A.) 1 - Lippia graveolens HBK., fam. Verbenaceae","Oregano, spanish (Spain) - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae","Satureja spicigera (Turkey) - Satureja spicigera (C. Koch) Boiss., fam. Lamiaceae (Labiatae)","Thyme (Cameroon) - Thymus vulgaris L., fam. Lamiaceae (Labiatae)","Thyme (Denmark) - Thymus vulgaris L., fam. Lamiaceae (Labiatae)","Thyme (Egypt) - Thymus vulgaris L., fam. Lamiaceae (Labiatae)","Thyme (Italy) 1 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)","Thyme (Italy) 2 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)","Thyme (Italy) 4 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)","Thyme (Italy) 6 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)","Thyme (Italy) 7 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)","Thyme (Italy) 9 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)","Thyme (New Zealand) - Thymus vulgaris L., fam. Lamiaceae (Labiatae)","Thyme (Poland) - Thymus vulgaris L., fam. Lamiaceae (Labiatae)","Thyme (Spain) 2 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)","Thyme 1 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)","Thyme 6 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)","Thyme 7 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)","Thyme 9 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)","Thyme red (Portugal) 3a - Thymus zygis L, ssp. zygis, fam. Lamiaceae (Labiatae)","Thyme red (Spain) 1 - Thymus zygis L., fam. Lamiaceae (Labiatae)","Thyme red (Spain) 5a - Thymus zygis L. ssp. sylvestris (Hoffm. et Link) Morales, fam. Lamiaceae","Thymus carnosus - Thymus carnosus Boiss., fam. Lamiaceae (Labiatae)","Thymus fedtschenkoi (Iran) - Thymus fedtschenkoi Ronniger, fam. Lamiaceae (Labiatae)","Thymus migricus (Turkey) - Thymus migricus Klokov et Des.-Shost., fam. Lamiaceae (Labiatae)","Thymus pulegioides (Italy) - Thymus pulegioides L., fam. Lamiaceae (Labiatae)","Thymus serpyllum (Canada) ssp. chamaedrys - Thymus serpyllum L., ssp. chamaedrys (Fries) Vollm., fam. Lamiaceae","Zataria multiflora (Iran) 2 flowering tops - Zataria multiflora Boiss., fam. Lamiaceae (Labiatae)"
"Ajowan 1 - Trachyspermum copticum (L.) Link., fam. Apiaceae (Umbelliferae)",1.0,0.19919964485321284,0.35921416195997435,0.3820617377253851,0.46347953243601414,0.5018825437194891,0.6868485881611422,0.6464349725883132,0.5245977890635884,0.5975873070460358,0.7383363917619703,0.6231017298516255,0.7285431394187536,0.6042497567434517,0.7285489868206217,0.3875229237070681,0.3643515121269325,0.5515102661481892,0.40057434260544866,0.6613277546025986,0.5863657569748625,0.7183743891217889,0.45143250997609075,0.5975033317076659,0.47635242684861456,0.637406613501092,0.7100190511100204,0.797589458263504,0.3156298966781872,0.4750038312392487,0.45206684261982555,0.4271449498298021,0.5619184463026538,0.383520628360178,0.519500892695482,0.3618607481838714,0.23756305505149644,0.6364565138074647,0.6135888933479867,0.6489037288463133,0.5548475265205239,0.5754906049838768,0.5718126823077463,0.45694876197016476,0.5347116496520673
"Elsholztia splendens (China) - Elsholtzia splendens Nakai ex F. Maekawa, fam. Lamiaceae (Labiatae)",0.19919964485321284,1.0,0.0892208493064951,0.18234666294086388,0.24779945842325457,0.29910124256836423,0.13594995085302097,0.21265428090465732,0.028726379423195558,0.08348267113710028,0.21164476490975237,0.22682559441213512,0.22564048748095777,0.11174055001877659,0.2241614150799386,0.29083007870472366,0.05685088598071486,0.16460744528677063,0.24817082962657933,0.24763370805472673,0.15045553011372037,0.2755701010314211,0.30163264426749703,0.26825521302531397,0.15637499351226325,0.2887919092208794,0.15729236914351286,0.2624924994979484,0.04472023956572235,0.12092921439967841,0.2123236679666023,0.2153234722849663,0.21771007315161306,0.09808039459412043,0.17587970862257252,0.0056871769401085626,0.004067107670147063,0.27492489560526134,0.25355535786389305,0.21067812680230558,0.16100096314609158,0.14574960057154662,0.2709849393524433,0.09357643632403112,0.10398088561451768
"Ocimum gratissimum (Benin) 2 - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)",0.35921416195997435,0.0892208493064951,1.0,0.5604291851491643,0.45090919017190745,0.36455218168423664,0.18222348134613897,0.37254374999952566,0.008815636081365152,0.23148328869871104,0.31383320532085013,0.3734614513232791,0.3191709265880427,0.5098443793892506,0.3191777913668399,0.25896098235156984,0.18487913881354845,0.3827130332637546,0.46660422842793803,0.5066257624987347,0.6081349099718474,0.43319567125276404,0.48201338166201435,0.6375610186901591,0.6902377471310445,0.5267641716369779,0.49730009378969653,0.44101968057982943,0.06707214346146506,0.6565938743002737,0.43327895149998674,0.3427094592186751,0.4400406665344735,0.5565611443620544,0.20400190875920887,0.6026171376186571,0.2407313446819631,0.3606145396814424,0.513109581777381,0.5770095960232622,0.17978738674510675,0.1918577766084394,0.37399915921756355,0.26808742059737034,0.12397705501719858
"Ocimum gratissimum (Cuba) 1a - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)",0.382061737725385,0.18234666294086388,0.5604291851491643,1.0,0.7105603229630658,0.6327497766950206,0.30826156079462996,0.39202794024542664,0.1687411304217974,0.37163531796169536,0.44855036230202816,0.4833806588928108,0.4665899693871294,0.5266806515495095,0.46660162457464693,0.5094793452707006,0.4168326185263549,0.4221493995951662,0.6396464886809072,0.53183433137371,0.5007142993080698,0.4399037529346359,0.5724115278592439,0.6108196034602057,0.44636274935554543,0.5108022957204099,0.4828790647342154,0.5223683471198919,0.29575904944433273,0.4098277169065091,0.334919625479719,0.2856416433364578,0.3368656860200683,0.42293276012834,0.4607442553380965,0.43126742698474596,0.3334155951004012,0.5107031170684803,0.44008310946107587,0.5028987774735788,0.35068520753821786,0.36580101772393914,0.5293266863269508,0.44153160150020676,0.31742275835278455
"Ocimum gratissimum (Cuba) 1b - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)",0.46347953243601414,0.24779945842325457,0.45090919017190745,0.7105603229630658,1.0,0.7685433575320593,0.3929496024953818,0.44503951916449724,0.2551920616174458,0.41590210657139637,0.5181725434059876,0.538302440727982,0.536709638003914,0.49016303305885356,0.536713064162231,0.6309588421239185,0.4149269519031038,0.43714552690835184,0.6154052735669227,0.5733182180199692,0.5075265165319032,0.5287072274951441,0.5980081598105946,0.6364618503021642,0.4308341817944942,0.5865945748554591,0.48530445264464106,0.5884365004230223,0.3059458605567469,0.3923869602660428,0.39425585329272095,0.3559702305918405,0.402375653502677,0.37545675988536453,0.49865466599042874,0.38914919287123406,0.29726273355214683,0.5811104445029057,0.5005999957359288,0.5409561065290669,0.4198859958980793,0.4333874558971803,0.6375385136428576,0.4788285292671006,0.39482402163351815
"Ocimum gratissimum (Cuba) 2a - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)",0.5018825437194891,0.29910124256836423,0.36455218168423664,0.6327497766950206,0.7685433575320593,1.0,0.4511839632396044,0.45426560566692487,0.3066948753184471,0.4505796599326337,0.5781988513805099,0.5839742118370627,0.5989062603598728,0.47479101501586507,0.598875041852003,0.7438134297542763,0.431010679408115,0.40901666391607094,0.5979517318639138,0.5689441989729456,0.47753531407227967,0.5817291370269992,0.6093451603771266,0.6235717201111803,0.3800741532458489,0.6023436163599607,0.4606472102746527,0.6294291910240504,0.33235549454829383,0.33079380874406616,0.38210679871118913,0.3753961895047677,0.41041593909136564,0.3108906210052259,0.5847963927512565,0.3097942071099763,0.274968375917659,0.6502553415738066,0.5217269706982589,0.5404515392168544,0.45419289655505013,0.4723842474765556,0.7141395421116541,0.441586080391032,0.43349854951120426
"Oliveria decumbens (Iran) - Oliveria decumbens Vent., fam. Apiaceae (Umbelliferae)",0.6868485881611422,0.13594995085302097,0.18222348134613897,0.30826156079462996,0.3929496024953818,0.4511839632396044,1.0,0.5076199958322196,0.6572785176339124,0.6567808685199353,0.7096115386977149,0.5632311412731656,0.7142205306068632,0.5056789275868404,0.714226084944571,0.3709656668129654,0.4517534649563706,0.48068234821907874,0.3474803309963258,0.5200423655907522,0.3925817569831568,0.497201123100238,0.3350943695836772,0.4163284228107207,0.2467834049857437,0.42821257125232304,0.5737324872809876,0.6541783977420927,0.3862541341998442,0.256049100934315,0.24213590634971438,0.22819976466057146,0.3278506396535247,0.23534630232262588,0.604305745675494,0.20957038646657777,0.2148755901274817,0.5624066558772709,0.3909270658331512,0.4337938025242234,0.6067648168623424,0.6594870558671271,0.4989200274756461,0.5038607020631835,0.6489435408701035
"Oregano, greek (France) 1 - Origanum vulgare L., fam. Lamiaceae (Labiatae)",0.6464349725883132,0.21265428090465732,0.37254374999952566,0.39202794024542664,0.44503951916449724,0.45426560566692487,0.5076199958322196,1.0,0.42484785714990636,0.39796109532356383,0.5864956110443924,0.4213493453184738,0.5913106601873266,0.4385796855658679,0.591305913250736,0.3874613401276247,0.31403458716898647,0.6841425610930592,0.48310480717175164,0.6020216991054664,0.44751067586924687,0.6131517168097835,0.5329451323951256,0.5511333509823342,0.49428882820339604,0.5952387705390771,0.6634252936354719,0.6746173065518254,0.3335485942434223,0.5433160491937902,0.5701889955357913,0.5201489417074746,0.6073366800603208,0.5253890612130231,0.4263504568162143,0.2369504484969267,0.26049033687182166,0.6182660908506943,0.58245807867554,0.5060386538749431,0.5895652926467332,0.5250999030647182,0.43623451341672215,0.4366516403285373,0.46106224729080947
"Oregano, greek (Greece) 2 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)",0.5245977890635884,0.028726379423195558,0.008815636081365152,0.1687411304217974,0.2551920616174458,0.3066948753184471,0.6572785176339124,0.42484785714990636,1.0,0.5910406579043094,0.5983966253525592,0.395350063613749,0.6071616609023192,0.35094628656685734,0.6071769256653259,0.25736228121497895,0.4519058878773058,0.4540946334634801,0.2379506719313641,0.3704160527787944,0.18492252190571845,0.3143817376886531,0.18753205305333132,0.22571083947744874,0.05917647470981424,0.23791066324560506,0.4602774217872724,0.4957037676642715,0.3642020137330101,0.0990382226696288,0.09402618469786006,0.07511887061276534,0.16746747920099958,0.12754942990667062,0.5317512722997304,0.01639160385128491,0.1419534559516189,0.43309435891243,0.20162088561680835,0.22263861717375089,0.6614464434079272,0.7095451935663148,0.32445507236254023,0.5156902972697659,0.7376381952617516
"Oregano, greek (Italy) 2 - Origanum vulgare L. ssp hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)",0.5975873070460358,0.08348267113710028,0.23148328869871104,0.37163531796169536,0.41590210657139637,0.4505796599326337,0.6567808685199353,0.39796109532356383,0.5910406579043094,1.0,0.7272184571579808,0.6820154075955533,0.7339329115713931,0.6593275016999405,0.7339678800247541,0.36399895890436773,0.6001648839334708,0.4230520811756463,0.37569147264727676,0.5516632648538182,0.44599119412720933,0.4153286507434425,0.2957402357542239,0.4250256995741464,0.21771700574747632,0.3694884832297253,0.5853228060669948,0.6290932159933202,0.3367726400602433,0.22024456510000867,0.1244576527090473,0.1054171260944059,0.21133115124315405,0.21578007184058767,0.680492410631362,0.33722183458489485,0.27226351330049137,0.530192551059298,0.33135609000887856,0.4470194122530987,0.5165149135056084,0.6611482704206495,0.5505375951904466,0.6044949967685223,0.6757496773948235
"Oregano, greek (Italy) 4 - Origanum vulgare L., fam. Lamiaceae (Labiatae)",0.7383363917619703,0.21164476490975237,0.31383320532085013,0.44855036230202816,0.5181725434059876,0.5781988513805099,0.7096115386977149,0.5864956110443924,0.5983966253525592,0.7272184571579808,1.0,0.6640367729607286,0.9408921659149881,0.6181026303795774,0.941018366719209,0.48551094802744743,0.5278475885229683,0.5611526872793077,0.48609888550762004,0.7175086051338193,0.49987443165744805,0.5986218110386751,0.4672488872658874,0.5572264406864861,0.3607658201459172,0.5425097208388938,0.6653036549824423,0.7764282988195874,0.3948379011668832,0.3687116897256917,0.337268736748503,0.3175638826294449,0.41666502136718186,0.35049214857808897,0.6808851897329251,0.31748684046836084,0.29942330776402026,0.6861619560348722,0.5031829126666032,0.5441075553121822,0.6423055055378502,0.7097704794749452,0.6343927365480057,0.5791426805147146,0.6874534853680316
"Oregano, greek (Portugal) 1b - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)",0.6231017298516255,0.22682559441213512,0.3734614513232791,0.4833806588928108,0.538302440727982,0.5839742118370627,0.5632311412731656,0.4213493453184738,0.395350063613749,0.6820154075955533,0.6640367729607286,1.0,0.6706539441939965,0.7114580518785515,0.67038977806625,0.4810801866849793,0.4823586208636248,0.3902328654681052,0.4440257083234388,0.6036625451654185,0.6088249120767388,0.5686626419531842,0.4264455810454779,0.6032230818377804,0.3744876327339397,0.5461257756266491,0.5671224191670505,0.6855269432904265,0.2715352231547784,0.32599144048812545,0.2611069451512593,0.2514451502825016,0.34750178527156983,0.27466209286069787,0.6151171651838636,0.4788573367339596,0.27287333881013565,0.597212812507991,0.49868874649978434,0.6353547498597201,0.4216008513870886,0.5142496796085432,0.7098909010713461,0.47740907936549093,0.4966560152914107
"Oregano, greek (United Kingdom) - Origanum vulgare L., fam. Lamiaceae (Labiatae)",0.7285431394187536,0.22564048748095777,0.3191709265880427,0.4665899693871294,0.536709638003914,0.5989062603598728,0.7142205306068632,0.5913106601873266,0.6071616609023192,0.7339329115713931,0.9408921659149881,0.6706539441939965,1.0,0.618618366384635,0.997533291466876,0.5145437280361258,0.5588199595135781,0.5786535488783033,0.5213678436803226,0.7146625923536759,0.4954431562261735,0.59150700510843,0.4892903990646129,0.564441488738624,0.3587455392902581,0.5446953816730402,0.6763630530155545,0.7964256553916319,0.41469085593232946,0.3664920397149565,0.3368972029384494,0.31576585041582095,0.4098794183768748,0.3579695194735214,0.7119078888469312,0.3162975213607102,0.3181687962311407,0.7009182704137173,0.4984102337172208,0.5395373668946715,0.6643353444431431,0.7406084380052902,0.6469521948456196,0.6070285683216559,0.7047881112390226
"Oregano, greek 2 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)",0.6042497567434517,0.11174055001877659,0.5098443793892506,0.5266806515495095,0.49016303305885356,0.47479101501586507,0.5056789275868404,0.4385796855658679,0.35094628656685734,0.6593275016999405,0.6181026303795774,0.7114580518785515,0.618618366384635,1.0,0.6186329335701344,0.3491860017376025,0.47280998813234987,0.44765518258288084,0.4561979664131989,0.6232010052158271,0.6755845033341565,0.5173623610084804,0.4033147029538573,0.6188054698678893,0.45257326736058434,0.5126691272588797,0.6736629742942026,0.6573539157768029,0.24601390835569414,0.4300839417637541,0.26760678922771275,0.22215866177243282,0.35111542592122147,0.3838322200189499,0.5161563744671587,0.6117903814152044,0.31351147691658454,0.51974003872053,0.4859684033561037,0.652962861281563,0.39371272489002695,0.48300207233375847,0.5813297026500575,0.5093417018810604,0.445500998402374
"Oregano, greek 3 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)",0.7285489868206217,0.2241614150799386,0.3191777913668399,0.46660162457464693,0.536713064162231,0.598875041852003,0.714226084944571,0.591305913250736,0.6071769256653259,0.7339678800247541,0.941018366719209,0.67038977806625,0.997533291466876,0.6186329335701344,1.0,0.5145197507695702,0.55882425696821,0.5785736079094638,0.5213711600177975,0.7146063509100706,0.4954463021654778,0.5915083003593433,0.4892935071030846,0.5644451330409556,0.35874801459985584,0.5446988679243776,0.6763679576233257,0.796433452693692,0.414693567839278,0.3664945452926227,0.3368995966896592,0.31576817024003523,0.4098821081726971,0.3579719917912103,0.7119133985966775,0.316299842988907,0.31817112423103067,0.7009235777066218,0.4984635062820034,0.5395365050990242,0.6643400733039642,0.740607758081615,0.6469516952912593,0.6070326075679915,0.7047836305923185
"Oregano, mexican (Guatemala) - Lippia graveolens HBK., fam. Verbenaceae",0.387522923707068,0.29083007870472366,0.25896098235156984,0.5094793452707006,0.6309588421239185,0.7438134297542763,0.3709656668129654,0.3874613401276247,0.25736228121497895,0.36399895890436773,0.48551094802744743,0.4810801866849793,0.5145437280361258,0.3491860017376025,0.5145197507695702,1.0,0.3990022208312479,0.3677009836942545,0.5978231671436853,0.47367980149343203,0.3444522856641037,0.461850429520301,0.5828866577132634,0.517912589969227,0.27888640889007854,0.4937321810497628,0.36624674987424877,0.5282737070980869,0.3087688334195885,0.23902608126005132,0.3141848506883871,0.315266304817598,0.31867946523929946,0.2515384869472259,0.5360233943882005,0.19379523558687695,0.24402908412690238,0.584389077298317,0.41912302551897873,0.40492381618690954,0.4314604999888547,0.438869793758632,0.6242498791409096,0.4088214488416645,0.3926015377139681
"Oregano, mexican (Mexico) 2 - Lippia graveolens HBK., fam. Verbenaceae",0.3643515121269325,0.05685088598071486,0.18487913881354845,0.4168326185263549,0.4149269519031038,0.431010679408115,0.4517534649563706,0.31403458716898647,0.4519058878773058,0.6001648839334708,0.5278475885229683,0.4823586208636248,0.5588199595135781,0.47280998813234987,0.55882425696821,0.3990022208312479,1.0,0.42123951719300623,0.46802891304945504,0.4125940563064183,0.2758916558432837,0.2445924468653663,0.30521132886646096,0.3313649922294799,0.11579086181053799,0.2448281154873253,0.4626484654484675,0.47903491218605165,0.3659214089298173,0.13209120128304896,0.0446345090680661,0.01143920566275436,0.08452576171549941,0.21831428508950967,0.6346266517960317,0.20839871910283903,0.3135910598210999,0.43891937775029444,0.19404113385167354,0.2675006303627926,0.4950280206202795,0.604322627475034,0.4233424824923705,0.6429483622280314,0.590942343061043
"Oregano, mexican (U.S.A.) 1 - Lippia graveolens HBK., fam. Verbenaceae",0.5515102661481892,0.16460744528677063,0.3827130332637546,0.4221493995951662,0.43714552690835184,0.40901666391607094,0.48068234821907874,0.6841425610930592,0.4540946334634801,0.4230520811756463,0.5611526872793077,0.3902328654681052,0.5786535488783033,0.44765518258288084,0.5785736079094638,0.3677009836942545,0.42123951719300623,1.0,0.5406595964750424,0.5742853525561693,0.3771974917394946,0.45684277553724595,0.4942572673268151,0.4933492969830604,0.42318186079886744,0.4666377903414862,0.7036181342229864,0.6143456410537638,0.3779611364167045,0.5024633743556844,0.4398138600788908,0.3554995540286,0.4523869213808812,0.5890374683394568,0.42796093304689187,0.22553692138482895,0.31849485828980784,0.5563052324874742,0.4434110359823723,0.39914885691586555,0.6850078305878868,0.6037812643591658,0.37015614380619666,0.550177913107486,0.512432409457519
"Oregano, spanish (Spain) - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae",0.40057434260544866,0.24817082962657933,0.46660422842793803,0.6396464886809072,0.6154052735669225,0.5979517318639138,0.3474803309963258,0.48310480717175164,0.2379506719313641,0.37569147264727676,0.4860988855076199,0.4440257083234388,0.5213678436803226,0.4561979664131989,0.5213711600177975,0.5978231671436852,0.46802891304945504,0.5406595964750422,1.0,0.5658156292291987,0.42113405152505745,0.43671914979542725,0.7058458037332404,0.5989753014636336,0.4221614937306222,0.5115028415524945,0.5278446469232538,0.5739550375619069,0.337271098576436,0.4203378707211173,0.3860726924766046,0.33176363646176077,0.36630206226974493,0.49534105492845504,0.5007608405871746,0.3202636215817998,0.3823067407276355,0.5664897375185585,0.45366689228166046,0.4425883744425636,0.46208742906852907,0.4731790742815043,0.5360166473107786,0.5336253810950775,0.39143666146494416
"Satureja spicigera (Turkey) - Satureja spicigera (C. Koch) Boiss., fam. Lamiaceae (Labiatae)",0.6613277546025986,0.24763370805472673,0.5066257624987347,0.53183433137371,0.5733182180199692,0.5689441989729456,0.5200423655907522,0.6020216991054664,0.3704160527787944,0.5516632648538182,0.7175086051338193,0.6036625451654185,0.7146625923536759,0.6232010052158271,0.7146063509100706,0.47367980149343203,0.4125940563064183,0.5742853525561693,0.5658156292291988,1.0,0.6111864513083052,0.6505853546736349,0.5829686413139696,0.6967327203910678,0.5537109600072769,0.6559746051832258,0.6896549844752022,0.7388597868033107,0.31471613145929433,0.5599447725518614,0.47884274244380953,0.4298151610498616,0.5354978912668427,0.48594065550635557,0.5058700232721682,0.44832677086831685,0.32083085059511585,0.6497197098153713,0.6206124246504079,0.653606594254283,0.5027390144621844,0.5327419255904926,0.6327123802381192,0.5058431654943061,0.4822002139621703
"Thyme (Cameroon) - Thymus vulgaris L., fam. Lamiaceae (Labiatae)",0.5863657569748625,0.15045553011372037,0.6081349099718474,0.5007142993080697,0.5075265165319032,0.47753531407227967,0.3925817569831568,0.44751067586924687,0.18492252190571845,0.44599119412720933,0.49987443165744805,0.6088249120767388,0.4954431562261735,0.6755845033341565,0.4954463021654778,0.3444522856641037,0.2758916558432837,0.3771974917394946,0.42113405152505745,0.6111864513083052,1.0,0.6302934810065228,0.47578606008904645,0.7487712909861971,0.6530072687074289,0.6769330300691971,0.5934456276800869,0.6197449771602013,0.15221430801274105,0.5820603213274543,0.42751609570382454,0.389221341798932,0.508204330231937,0.4518371113384285,0.37864492593871135,0.712726783562787,0.25285775509762365,0.5243914275337278,0.666250201724732,0.8368391886474601,0.2752109101119449,0.321577906593449,0.581576630532881,0.34392998993463064,0.2973720085602317
"Thyme (Denmark) - Thymus vulgaris L., fam. Lamiaceae (Labiatae)",0.7183743891217889,0.2755701010314211,0.43319567125276404,0.439903752934636,0.5287072274951441,0.5817291370269992,0.497201123100238,0.6131517168097835,0.3143817376886531,0.4153286507434425,0.5986218110386751,0.5686626419531842,0.59150700510843,0.5173623610084804,0.5915083003593433,0.461850429520301,0.2445924468653663,0.45684277553724595,0.43671914979542725,0.6505853546736349,0.6302934810065228,1.0,0.5773590940682831,0.7250383573707715,0.6035116662298505,0.8499330584236777,0.5683070599412121,0.7136976719587783,0.22213805717047697,0.547808729514724,0.6250109743944823,0.6191798368349982,0.7313879960041567,0.41217772414535236,0.4204660915117413,0.3796422247518978,0.2006469254907125,0.6590830401206578,0.8129822680196124,0.7509732505418878,0.42721422547987253,0.41644692234737957,0.6302717164629961,0.3320028975901661,0.37508097243930394
"Thyme (Egypt) - Thymus vulgaris L., fam. Lamiaceae (Labiatae)",0.45143250997609075,0.30163264426749703,0.48201338166201435,0.5724115278592439,0.5980081598105946,0.6093451603771266,0.3350943695836772,0.5329451323951256,0.18753205305333132,0.2957402357542239,0.4672488872658874,0.4264455810454779,0.4892903990646129,0.4033147029538573,0.4892935071030846,0.5828866577132634,0.30521132886646096,0.4942572673268151,0.7058458037332405,0.5829686413139696,0.47578606008904645,0.5773590940682831,1.0,0.6800530484443628,0.549038596267716,0.6609688162322125,0.5110132467653757,0.59464378251601,0.3025804756964343,0.5261526221727639,0.5723473938464781,0.5318219469149414,0.5458030285147222,0.5212578648371251,0.4169267949430878,0.3153778738104084,0.3167040554483951,0.6198097423720096,0.6366682750987562,0.5352388726830328,0.4250711753398967,0.3978197640199794,0.5509786180318826,0.3797679328989263,0.31821875297362545
"Thyme (Italy) 1 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)",0.5975033317076659,0.26825521302531397,0.6375610186901591,0.6108196034602057,0.6364618503021642,0.6235717201111803,0.4163284228107207,0.5511333509823342,0.22571083947744874,0.4250256995741464,0.5572264406864861,0.6032230818377804,0.564441488738624,0.6188054698678893,0.5644451330409556,0.517912589969227,0.3313649922294799,0.4933492969830604,0.5989753014636336,0.6967327203910678,0.7487712909861971,0.7250383573707715,0.6800530484443628,1.0,0.705901569239105,0.8164545046871308,0.6182626835071452,0.7007940182175759,0.2291531115132518,0.6337281797042327,0.571240278356578,0.5229177878084981,0.6173601154826613,0.5387256476896207,0.4401336672011864,0.5631486731752265,0.3069472715685615,0.6424660342710027,0.7672820879529755,0.8001451980872614,0.3903273807034875,0.40180558269463984,0.6725511495193205,0.41079634034167956,0.3470469705227941
"Thyme (Italy) 2 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)",0.47635242684861456,0.15637499351226325,0.6902377471310445,0.44636274935554543,0.4308341817944942,0.3800741532458489,0.2467834049857437,0.49428882820339604,0.05917647470981424,0.21771700574747632,0.3607658201459172,0.3744876327339397,0.3587455392902581,0.45257326736058434,0.35874801459985584,0.27888640889007854,0.11579086181053799,0.42318186079886744,0.4221614937306222,0.5537109600072769,0.6530072687074289,0.6035116662298505,0.549038596267716,0.705901569239105,1.0,0.692024360354524,0.5267336592437741,0.5119915270965845,0.08912028113328374,0.8115898544135465,0.6613289914080116,0.5738089338034567,0.6857073727884763,0.5924180412830855,0.20226118975206275,0.508456144415944,0.19821636264269793,0.44805226186585234,0.7136360770263114,0.6712231431286741,0.23481904724923985,0.21278572481131364,0.40850038305624026,0.2222040108244714,0.14948391391419735
