,"Artemisia afra Willd. (Kenia) - Artemisia afra Willd., fam. Asteraceae (Compositae)","Cajuput (China) - Melaleuca cajuputi Powell, var. cajuputi, fam. Myrtaceae","Callistemon citrinus leaf - Callistemon citrinus (Curtis) Sheels (C. lanceolatus DC.), fam. Myrtaceae","Camphor (Madagascar) 1 - Cinnamomum camphora (L.) Nees et Ebermaier, fam. Lauraceae","Camphor (Madagascar) 2 - Cinnamomum camphora (L.) Nees et Ebermaier, fam. Lauraceae","Cardamom, large (Nepalese) (India) 1 - Amomum subulatum Roxb., fam. Zingiberaceae","Cardamom, large (Nepalese) (India) 2 - Amomum subulatum Roxb., fam. Zingiberaceae","Cardamom, large (Nepalese) (India) 3 - Amomum subulatum Roxb., fam. Zingiberaceae","Cardamom, large (Nepalese) (Pakistan) - Amomum subulatum Roxb., fam. Zingiberaceae","Cinnamomum burmannii (China) 2a branch & leaf - Cinnamomum burmannii Blume (1,8-cineole-type), fam. Lauraceae","Cinnamomum parthenoxylum (China) 1f - Cinnamomum parthenoxylum (Jack) Nees, fam. Lauraceae","Eucalyptus brassiana - Eucalyptus brassiana S.T. Blake, fam. Myrtaceae","Eucalyptus camaldulensis (Congo) - Eucalyptus camaldulensis Dehn., fam. Myrtaceae","Eucalyptus camaldulensis (Nigeria) 2 - Eucalyptus camaldulensis Dehn., var. mysore, fam. Myrtaceae","Eucalyptus cinerea - Eucalyptus cinerea F., fam. Myrtaceae","Eucalyptus globulus (Algeria) 1 - Eucalyptus globulus Labill., fam. Myrtaceae","Eucalyptus globulus (Algeria) 2 - Eucalyptus globulus Labill., fam. Myrtaceae","Eucalyptus globulus (Burundi) - Eucalyptus globulus Labill., fam. Myrtaceae","Eucalyptus globulus (China) 1 - Eucalyptus globulus Labill., fam. Myrtaceae","Eucalyptus globulus (China) 3 - Eucalyptus globulus Labill., fam. Myrtaceae","Eucalyptus globulus (Ethiopia) - Eucalyptus globulus Labill., fam. Myrtaceae","Eucalyptus globulus (France) - Eucalyptus globulus Labill., fam. Myrtaceae","Eucalyptus globulus (Hungary) fruit - Eucalyptus globulus Labill., fam. Myrtaceae","Eucalyptus globulus (Italy) 1b CO2-extract - Eucalyptus globulus Labill., fam. Myrtaceae","Eucalyptus globulus (Japan) - Eucalyptus globulus Labill., fam. Myrtaceae","Eucalyptus globulus (Morocco) 1 - Eucalyptus globulus Labill., fam. Myrtaceae","Eucalyptus globulus (Morocco) 2 - Eucalyptus globulus Labill., fam. Myrtaceae","Eucalyptus globulus (Portugal) 1 - Eucalyptus globulus Labill., fam. Myrtaceae","Eucalyptus globulus (Portugal) 2 - Eucalyptus globulus Labill., fam. Myrtaceae","Eucalyptus globulus (Rwanda) - Eucalyptus globulus Labill., fam. Myrtaceae","Eucalyptus globulus (Spain) 1 - Eucalyptus globulus Labill., fam. Myrtaceae","Eucalyptus globulus (Uruguay) - Eucalyptus globulus Labill., fam. Myrtaceae","Eucalyptus globulus (Yugoslavia) 1c branches - Eucalyptus globulus Labill., fam. Myrtaceae","Eucalyptus globulus (Yunnan) - Eucalyptus globulus Labill., fam. Myrtaceae","Eucalyptus globulus (Zambia) - Eucalyptus globulus Labill., fam. Myrtaceae","Eucalyptus globulus 1 - Eucalyptus globulus Labill., fam. Myrtaceae","Eucalyptus globulus 2a hydrodistilled - Eucalyptus globulus Labill., fam. Myrtaceae","Eucalyptus globulus 2b hydrodiffused - Eucalyptus globulus Labill., fam. Myrtaceae","Eucalyptus globulus 3 - Eucalyptus globulus Labill., fam. Myrtaceae","Eucalyptus globulus 4 - Eucalyptus globulus Labill., fam. Myrtaceae","Eucalyptus longifolia (Uruguay) - Eucalyptus longifolia Link & Otto, fam. Myrtaceae","Eucalyptus maidenii (Burundi) - Eucalyptus maidenii F. Muell., fam. Myrtaceae","Eucalyptus pellita (Uruguay) - Eucalyptus pellita F. v. Muell., fam. Myrtaceae","Eucalyptus radiata (Zambia) - Eucalyptus radiata Sieb. ex DC ssp radiata, fam. Myrtaceae","Eucalyptus resinifera (Cuba) - Eucalyptus resinifera Smith, fam. Myrtaceae","Eucalyptus smithii (Rwanda) - Eucalyptus smithii R. Baker, fam. Myrtaceae","Eucalyptus smithii (Zambia) - Eucalyptus smithii R. Baker, fam. Myrtaceae","Eucalyptus tereticornis (China) - Eucalyptus tereticornis Smith, fam. Myrtaceae","Laurel stem bark (France) - Laurus nobilis L., fam. Lauraceae","Marjoram, spanish (Portugal) 1 - Thymus mastichina L., fam. Lamiaceae (Labiatae)","Marjoram, spanish (Spain) 1 - Thymus mastichina L., fam. Lamiaceae (Labiatae)","Melaleuca viridiflora (Madagascar) - Melaleuca viridiflora Soland. ex Gaertn., fam. Myrtaceae","Myrtle ripe fruits (Spain) - Myrtus communis L., fam. Myrtaceae","Nepeta italica (Turkey) - Nepeta italica L., fam. Lamiaceae (Labiatae)","Nepeta sulfuriflora (Turkey) - Nepeta sulfurifloral P.H. David, fam. Lamiaceae (Labiatae)","Niaouli (Egypt) - Melaleuca quinquenervia (Cav.) S.T. Blake, fam. Myrtaceae","Ocimum canum (Cameroon) - Ocimum canum Sims., fam. Lamiaceae (Labiatae)","Rosemary (China) - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Greek) - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Sage, spanish (Italy) - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)","Tea Tree (Australia)  5 - Melaleuca alternifolia (Maiden et Betche) Cheel, fam. Myrtaceae"
"Eucalyptus globulus (Yunnan) - Eucalyptus globulus Labill., fam. Myrtaceae",0.3556581227565464,0.5028121790835703,0.776236685102278,0.4477616786530342,0.363421022823295,0.387873888729413,0.3902517659637821,0.3871801534936343,0.31257499887519224,0.4294131874088255,0.42696576071642633,0.5313798145260383,0.43700682747263897,0.5253830532825484,0.45454578212372443,0.503777690563751,0.5542797569126641,0.5408706298031961,0.3116366931994916,0.16324539099386226,0.6071663884977732,0.3959291252480269,0.3951257854674465,0.5576114293196128,0.442028532430904,0.5375566898893485,0.6222930884577497,0.7155348419898349,0.6659657647169502,0.47204181598467443,0.698532367466312,0.8485163227768033,0.46507507719807006,1.0,0.661690163929568,0.28181284081471014,0.7316335893180366,0.5364355644727323,0.29107229298226367,0.7096945649250814,0.39985551006729025,0.47939089061764206,0.3138872568739145,0.3209615711718061,0.3875320656512289,0.28380659889448956,0.28214349730585664,0.5863759481695355,0.3638936329006719,0.42721659648386767,0.3299968238456854,0.4885976985547451,0.5142975899548414,0.29561325747868006,0.3544782087696847,0.35694301512374105,0.3700384292033452,0.5293292689286371,0.24900495682442614,0.24630050251842495,0.3568160675845926
"Eucalyptus globulus (Zambia) - Eucalyptus globulus Labill., fam. Myrtaceae",0.6034744869109808,0.6753789540211277,0.8098265517548194,0.6402334347567313,0.530160469542257,0.6285180949209241,0.5800553936899138,0.5784882553280211,0.5738662348224031,0.6633680314561488,0.6290345189227114,0.6800592546759404,0.636530871977808,0.7396218368622041,0.685242332368204,0.749817731393903,0.8318667592100861,0.7639329567944564,0.5448295477753302,0.37586809033807744,0.683195703311847,0.6546323378760057,0.6788937703311447,0.6919793550439547,0.6936738263099569,0.671773018444759,0.8257906200978642,0.7819102456682312,0.8133229520817923,0.7305293997326234,0.8632919511557237,0.7406752439123728,0.6021203714083668,0.661690163929568,1.0,0.5307346265588166,0.8693115449681078,0.7889654940711887,0.5260547164844261,0.7015881094596645,0.6562778773455371,0.6754416801160401,0.4951575028299734,0.6081640199140608,0.6639276575914199,0.5613536750713168,0.5521151275152476,0.6578988481717898,0.6264990035262721,0.7169441196203294,0.5002821496121593,0.7270537745594214,0.7043272943702346,0.5674871737962468,0.5740947246189182,0.49881743016726665,0.6358479467136547,0.736489558289714,0.48558995234983793,0.4646102460059559,0.614980836610673
"Eucalyptus globulus 1 - Eucalyptus globulus Labill., fam. Myrtaceae",0.5207495105990669,0.39115875619294016,0.41358328892039975,0.38721995763333317,0.3134482620186906,0.5931487729537528,0.36138830651636744,0.33834212662489416,0.543278230963594,0.4943639072296572,0.40558321967474276,0.3303764840236415,0.33901864699118067,0.5582251971530063,0.49526397898301444,0.7406287041492482,0.6056537463344983,0.43717594774212887,0.6428356140606803,0.7969144149670945,0.2535469707343858,0.7890162467869097,0.6636943294000338,0.38959528742486893,0.6721318888475056,0.3400907612460766,0.6102754854304286,0.3523308805345833,0.40931748931249756,0.6049810804565487,0.45510842777736793,0.30051762378166025,0.2869648240276129,0.28181284081471014,0.5307346265588166,1.0,0.4118295130116678,0.4470905581015624,0.9298111596079357,0.24919935593478149,0.44589962363478364,0.35570274546494784,0.3148118378376762,0.7787363201491642,0.5518483061852388,0.9077220602033732,0.8859974195513799,0.3181528608863987,0.6452092188444671,0.5908320025097024,0.26482717228994246,0.5703150511084842,0.40161571295932885,0.79430165076909,0.4030364847433767,0.23137098805226952,0.7482238807743322,0.5429103257469952,0.8999319675171004,0.16502970156875996,0.39960019889111453
"Eucalyptus globulus 2a hydrodistilled - Eucalyptus globulus Labill., fam. Myrtaceae",0.5430775587757231,0.6788777621417996,0.8487842062861213,0.6363074295532756,0.5263791471523782,0.5678967044490788,0.5711886749610147,0.5753436175175677,0.5031812280997408,0.6208369279785309,0.6125796156896091,0.7171009315472685,0.6534888184784002,0.6785244511350048,0.6596556714510273,0.6435111442013444,0.7471772940952193,0.7615307765621002,0.45541886406467613,0.25941618699263325,0.7790378618244362,0.5439220471536246,0.5882292912437721,0.7074912786508858,0.6142601550757913,0.7154702734799597,0.7558398322794824,0.8700261322773287,0.8557999501476803,0.6572265001525553,0.8801563997131088,0.8375106138793791,0.6391466429705751,0.7316335893180366,0.8693115449681078,0.4118295130116678,1.0,0.7932478984034466,0.4085882032073518,0.8185256341686236,0.62899688964859,0.6912439676788527,0.48315631039461704,0.4987214591734431,0.5982902764771513,0.4414503699713699,0.4318778545755252,0.6964107433989324,0.5453053958651866,0.6397061341547381,0.5068248257660126,0.6649668968488311,0.7151166908060835,0.45753710628651534,0.5476700289052163,0.5186963501366133,0.531174453122427,0.6825653469469506,0.36850286936353727,0.47990376473258356,0.588266805506009
"Eucalyptus globulus 2b hydrodiffused - Eucalyptus globulus Labill., fam. Myrtaceae",0.6563748070328355,0.7465627906356119,0.6959956883220237,0.7267807370533086,0.6012422988387385,0.6758570029150506,0.6577635660642759,0.6664140820029995,0.5893008642338672,0.719000709043264,0.6998848053140405,0.7722473985526033,0.779049266027597,0.6910952241020358,0.759105164345417,0.6569558584829694,0.7812930897728697,0.8393666268632833,0.5097180830494552,0.2724986433513791,0.7568636992380774,0.5851816138118775,0.6872678685702436,0.7348865864872556,0.6901000039778995,0.7826713718156797,0.7296852004736492,0.7670789043376597,0.813793422485682,0.7204701826177221,0.7942535133798871,0.6388608728887917,0.717437288366748,0.5364355644727323,0.788965494071188,0.4470905581015622,0.7932478984034466,1.0,0.4296745545095805,0.6989902622029625,0.7886434689236157,0.7828801743889658,0.5714084468421401,0.5661986859766166,0.726770776668312,0.4983076219091207,0.47204520467449296,0.6738307906103613,0.6482274682389964,0.7432141630885627,0.6031473507264793,0.7135571392353326,0.8075048498935544,0.5263698366188946,0.6680385481251028,0.5800979986314609,0.5868890370382092,0.7019769621814143,0.3969809880842138,0.5892813539037729,0.7069025494969925
"Eucalyptus globulus 3 - Eucalyptus globulus Labill., fam. Myrtaceae",0.49227872931452343,0.3750804180551943,0.412799781881509,0.37290843069841095,0.29919386880572185,0.5682560773873988,0.3520932852664761,0.3277053367075433,0.5435488753648388,0.4740654422990752,0.3948445707660484,0.3167084884728544,0.31719367819781397,0.5525729861565625,0.4781210257570908,0.7315138057605719,0.596601808399187,0.42621408700798524,0.6267540416055788,0.8266824628052574,0.24308107512926114,0.7675969241443732,0.6363858682618238,0.37645438546683885,0.6549105767446366,0.3253390111339811,0.6071453494937717,0.3454798684369821,0.3995277643594062,0.5787898379286457,0.4465592832353874,0.30266414344519377,0.27230175977001814,0.29107229298226367,0.5260547164844261,0.9298111596079357,0.4085882032073518,0.4296745545095807,1.0,0.24407695416597808,0.4256487288309089,0.34434117530046493,0.2800090187035106,0.7752004685932696,0.5233121024927685,0.8653778014880577,0.8881088272846381,0.29845162265331726,0.6183582476698608,0.5715759229424402,0.24065010093927108,0.565604453901984,0.38447721810708135,0.781450184263584,0.3766889366523445,0.22382047234588254,0.7436726418918248,0.5314397195933447,0.913799178369252,0.13969111360322684,0.38839876479816193
"Eucalyptus globulus 4 - Eucalyptus globulus Labill., fam. Myrtaceae",0.4331049386959863,0.602737191860466,0.7375171454974572,0.5502058266392919,0.45979004674448987,0.4500936577629112,0.4886073068782021,0.5021817943560258,0.36653077441151405,0.5061458443807145,0.5168825496773766,0.6662766316635121,0.609288843843095,0.5438713304453999,0.5702589913757394,0.48044163676953555,0.5895049192922037,0.6634211072768825,0.3158641018162349,0.09761658152901898,0.8248998660425433,0.3855652495140559,0.4416109080991574,0.6575865355503672,0.4703493778035851,0.6743028534674206,0.6040038756652855,0.8279609238543114,0.7611005716998841,0.5306413634782291,0.7573602208604742,0.8336069260759185,0.6227826191000936,0.7096945649250814,0.7015881094596645,0.2491993559347816,0.8185256341686236,0.6989902622029625,0.2440769541659783,1.0,0.532648114010736,0.6274870564867107,0.4290716514978674,0.33731793700541,0.47432350911577315,0.2810127991405651,0.268337846164853,0.6639590002161226,0.41162223774736284,0.5016063526987367,0.4670513975354058,0.5188403460315247,0.6393391452696844,0.29895666998278836,0.46708156364079434,0.4718435916146607,0.37240441895313925,0.553418446547327,0.2047128610068638,0.48172501511412236,0.4925153220914006
"Eucalyptus longifolia (Uruguay) - Eucalyptus longifolia Link & Otto, fam. Myrtaceae",0.7372121391086329,0.7555636080534218,0.5797305980874947,0.7911832517731638,0.6459337544793474,0.6751581117916351,0.7252729205381477,0.7274779440117227,0.6533415915933993,0.7745444521909931,0.7601962385729242,0.7415337926474461,0.7814342737413305,0.6616121147816696,0.6611872563049557,0.6208516154235384,0.726310781144101,0.7935162018394959,0.5217852188903703,0.2633736539819127,0.6141871943403581,0.5872765465299579,0.7273025049141794,0.6909422308492249,0.6841195445278405,0.7326188563925072,0.6436936989335067,0.6279060093569996,0.6916196132327086,0.6926870644799382,0.663610271991379,0.48194861625531105,0.7240788279702373,0.39985551006729025,0.6562778773455371,0.44589962363478386,0.62899688964859,0.7886434689236157,0.4256487288309091,0.532648114010736,1.0,0.8101482732113656,0.6096614713617412,0.5789204531643914,0.7886204603550901,0.5021617502233158,0.4634759482929418,0.6134576273393331,0.6827586194505144,0.7620596979945793,0.6323160171148299,0.7285990574166004,0.775712978846503,0.5612230056926721,0.7509856855987502,0.6179017520465451,0.6051652856034544,0.6717950524676894,0.39736555057980316,0.539740939288851,0.7492715195817692
"Eucalyptus maidenii (Burundi) - Eucalyptus maidenii F. Muell., fam. Myrtaceae",0.6397677550185716,0.7854394642685159,0.6587925235661547,0.8446092313924753,0.6722705646893696,0.5878377068557151,0.748466897679732,0.7622848459715815,0.625722342015783,0.7473130783064155,0.788967404540561,0.805113045401464,0.7971233446151931,0.6463682905772433,0.6366535326083493,0.5615492061797149,0.6934615873664712,0.8686769982079114,0.44114710681244085,0.1765105081074727,0.7122121597121529,0.5173474989928804,0.6299154144650366,0.7126661592907213,0.6207611737225103,0.7519998758747294,0.6201306747540278,0.6951398307514097,0.7297877602012299,0.6454249814326716,0.708023280404368,0.5705509222183492,0.8052778395992702,0.47939089061764206,0.6754416801160401,0.35570274546494784,0.6912439676788527,0.7828801743889658,0.34434117530046493,0.6274870564867107,0.8101482732113656,1.0,0.6232077768650913,0.5030278257752128,0.6888770581822139,0.4020389478254288,0.38019683682958316,0.6902449343127088,0.5813841825488386,0.6946331612776409,0.6448802505763396,0.7288126858439352,0.8128869246717203,0.466143194942497,0.7120316703302434,0.7059755125469371,0.5271392380505378,0.6527991004676524,0.31010438194055057,0.5532303655263417,0.7813766366194035
"Eucalyptus pellita (Uruguay) - Eucalyptus pellita F. v. Muell., fam. Myrtaceae",0.5898943475394476,0.5997302622885595,0.5118435284995699,0.6416820624291778,0.5435948081202568,0.5089085002308023,0.5634973849008108,0.5715804518218064,0.4706831289816996,0.6298629904147421,0.5902812553506345,0.5889896070951199,0.6271135098579084,0.5297869655319216,0.5055347531151275,0.4571311774489093,0.5197012931865597,0.5947127260972302,0.3745293717657153,0.1160193143805146,0.4994634628444219,0.4791641300418764,0.5253200904520126,0.5331193725634187,0.5242908290305456,0.5469209332191589,0.4712177691703364,0.4960355413584838,0.5347813654791254,0.6472975474321419,0.5390928492802134,0.3926340986453015,0.5792164169474159,0.3138872568739145,0.4951575028299734,0.3148118378376764,0.48315631039461704,0.5714084468421401,0.2800090187035108,0.4290716514978674,0.6096614713617412,0.6232077768650913,1.0,0.3916247076396764,0.5971302347189272,0.3437394515876946,0.2988461508092971,0.6960341508046677,0.4977145949165247,0.5508701766919133,0.5619328222657882,0.5585963336438027,0.6067239728251218,0.38574879924172123,0.6520228285135556,0.5073079012036175,0.4253948499570517,0.526623467765954,0.24766382319916647,0.414192834247496,0.5590518358640059
"Eucalyptus radiata (Zambia) - Eucalyptus radiata Sieb. ex DC ssp radiata, fam. Myrtaceae",0.6025224764092902,0.5058071624117572,0.4797123281611866,0.5288408896812953,0.4551373776982588,0.6693160222512015,0.5023215689395679,0.4844633578467872,0.7343466971233883,0.6203886032843198,0.5556286625970556,0.4496420291119395,0.4635182192444921,0.6276576941113229,0.6141648581810669,0.7626723877789883,0.7022729551733509,0.5714995861803779,0.6760432396101707,0.632781304865655,0.3709957111511242,0.7908185376730001,0.7647089673146511,0.46853173992357455,0.7737935159269391,0.43824726820174953,0.6543005982588077,0.4329262345803019,0.4940980083168609,0.6556671598571724,0.5280364650940675,0.3642258381940582,0.41077611800178704,0.3209615711718061,0.6081640199140608,0.7787363201491642,0.4987214591734431,0.5661986859766169,0.7752004685932696,0.33731793700541024,0.5789204531643911,0.5030278257752128,0.3916247076396766,1.0,0.6586605045269971,0.8239940054490397,0.8409509688306593,0.3869325870276743,0.7256555730650349,0.7246196327952736,0.3838809981052095,0.7119911589240513,0.5312575007601886,0.8372084951441588,0.5130949920348256,0.39092926524453875,0.8200139969235283,0.6138905293171601,0.7538918858264192,0.3044380689761029,0.5898334615646343
"Eucalyptus resinifera (Cuba) - Eucalyptus resinifera Smith, fam. Myrtaceae",0.7813939261603591,0.7104844719984742,0.5747078105909718,0.7243856657367935,0.6022931139567517,0.731890421723074,0.6707406132115463,0.6670800074159081,0.6750989304843499,0.7783026206302802,0.7200735539122846,0.6595219115610303,0.6905288103351392,0.7029693900911285,0.6670060676511315,0.7103234998464545,0.7759981884496469,0.7269220660873505,0.5964254454217326,0.3662606578739984,0.5425950486756327,0.7078814335499563,0.8002334323605675,0.6381285639226997,0.7501175526057489,0.6419319401097272,0.687356513385141,0.5785715980408497,0.6489536393711636,0.7322144904285621,0.6637939219156905,0.4548249293242287,0.6193334447847192,0.3875320656512289,0.6639276575914199,0.5518483061852388,0.5982902764771513,0.726770776668312,0.5233121024927685,0.47432350911577315,0.7886204603550901,0.6888770581822139,0.5971302347189272,0.6586605045269971,1.0,0.6041222502659497,0.5589191062246743,0.5889386018102155,0.7489849556068662,0.8175924397787521,0.5871799097329538,0.7528132454894696,0.7163823224774095,0.6657049322456707,0.7421378749650321,0.5421105155790722,0.6930895987203591,0.7115037188936588,0.5033482242376379,0.47311578315598757,0.6904767034885879
"Eucalyptus smithii (Rwanda) - Eucalyptus smithii R. Baker, fam. Myrtaceae",0.5648521643401672,0.431605410750163,0.42589934029594034,0.4287784009648238,0.35397855147794455,0.6339100443710425,0.4036198278485946,0.38400939176198257,0.5842416712839751,0.5348529222474434,0.4477678842906373,0.3723822963784894,0.3899249253222966,0.5814330030402998,0.541483201577664,0.7545494758570895,0.6413653228525725,0.4802709950513081,0.6646005917681926,0.738971058256426,0.2963121875290785,0.7957954660657265,0.713402881744009,0.42138604096374377,0.7030480417037889,0.37888927609228884,0.6259835876690913,0.38172015433735385,0.44248805001310854,0.6316152542539251,0.48116973644216254,0.31750359496252767,0.328389001641459,0.28380659889448956,0.5613536750713168,0.9077220602033732,0.4414503699713699,0.4983076219091209,0.8653778014880577,0.2810127991405649,0.5021617502233156,0.4020389478254288,0.34373945158769437,0.8239940054490397,0.6041222502659497,1.0,0.9025420424997966,0.3396904415544211,0.6900314662687881,0.6433016961706775,0.3113581036662282,0.6007739415688438,0.4461677700918072,0.8262214684239154,0.4483366806995981,0.2732773143883743,0.7777738188768524,0.5696877280931743,0.850722803192271,0.23543161923099132,0.45629705564264433
"Eucalyptus smithii (Zambia) - Eucalyptus smithii R. Baker, fam. Myrtaceae",0.5132669943992891,0.3966748510773942,0.4160586864358877,0.3997924907535483,0.3275397657447089,0.5859954897948864,0.37754855333810533,0.3578381972866084,0.5917747740259756,0.4997110587467305,0.42342985533424504,0.34398854066093676,0.35412409699676406,0.5565358567176251,0.5226453012293526,0.7301729865265206,0.6224378187491795,0.4607167532196099,0.6336005047717008,0.773191446233313,0.27733285734173296,0.7648667700879513,0.6665079130520808,0.3874713426715075,0.6730875138404808,0.34643722836215063,0.6055803332472313,0.3623789964984394,0.4192184206392935,0.593452615531715,0.4611178545587884,0.3136472563394648,0.297692544004319,0.28214349730585664,0.5521151275152476,0.8859974195513799,0.4318778545755252,0.4720452046744932,0.8881088272846381,0.2683378461648527,0.4634759482929416,0.38019683682958316,0.2988461508092969,0.8409509688306593,0.5589191062246743,0.9025420424997966,1.0,0.3054931556693664,0.6414342563111946,0.6119079961252961,0.2738318231512106,0.5889850090033749,0.4164812988734179,0.7981756068322784,0.4018415104833294,0.2596749918933017,0.7552780165192856,0.5406067192219361,0.8680548603195004,0.21276064800897165,0.44920037789345724
"Eucalyptus tereticornis (China) - Eucalyptus tereticornis Smith, fam. Myrtaceae",0.5687533335681385,0.7053441423375582,0.7486465827082536,0.6858727662991886,0.5663267291496488,0.5247007286764763,0.5996629078710858,0.6068097757482027,0.4441646981627183,0.6450353970155551,0.6312841312958013,0.7253268579487557,0.6760836114902256,0.6299350924214397,0.551602997764763,0.5337538627199702,0.6198000763828434,0.6980786724602949,0.39036021445250935,0.13432172901391626,0.6906258827315279,0.48686317584473215,0.5361600525404472,0.6803658541620675,0.548799746045032,0.6886578103899843,0.6142014979987267,0.7262943012708343,0.7302375246247625,0.6498087984103227,0.740330620208307,0.6521141541963997,0.6747791656127393,0.5863759481695355,0.6578988481717898,0.3181528608863987,0.6964107433989324,0.6738307906103613,0.29845162265331726,0.6639590002161226,0.6134576273393331,0.6902449343127088,0.6960341508046677,0.3869325870276743,0.5889386018102155,0.3396904415544211,0.3054931556693664,1.0,0.4967522537778133,0.5817502642735665,0.5727775194179177,0.6136848778966688,0.7005633990429458,0.37938300361130295,0.6253644776494545,0.5452388435716713,0.4479204006267016,0.6363096466695735,0.26016831597574286,0.42787290449119275,0.5442845761887799
"Laurel stem bark (France) - Laurus nobilis L., fam. Lauraceae",0.7403666245504614,0.6268582936162951,0.5234354966344301,0.6253791408117124,0.5368537098200383,0.798209944246397,0.588096764135565,0.5734372085533664,0.6658819654521844,0.7101754844299277,0.6412154154843198,0.5553914132060449,0.5757577029491183,0.6745638406944341,0.6860841287889217,0.7461113995658106,0.7243932542006802,0.6365586732746553,0.6557585739697998,0.472154752210054,0.46828093874673593,0.7339983364946595,0.8327643353902323,0.5763152637739373,0.8201844595412873,0.547182402573759,0.698620061403725,0.5158949089813152,0.5841017507340334,0.717562789401559,0.5958079082133276,0.40684397086169766,0.5213124848840408,0.3638936329006719,0.6264990035262721,0.6452092188444671,0.5453053958651866,0.6482274682389968,0.6183582476698608,0.41162223774736284,0.6827586194505149,0.5813841825488386,0.4977145949165247,0.7256555730650349,0.7489849556068662,0.6900314662687881,0.6414342563111946,0.4967522537778133,1.0,0.7680334197042089,0.5014888167129274,0.717721998161772,0.6442758543457222,0.7384692711081773,0.6439864625099028,0.46008865997345816,0.7545172422602144,0.6776953625052798,0.5983538246481901,0.3653948101549923,0.600316031153625
"Marjoram, spanish (Portugal) 1 - Thymus mastichina L., fam. Lamiaceae (Labiatae)",0.7460253648121439,0.7193295565502995,0.6116110607813462,0.7308084859692295,0.6513266876300037,0.7524906107441436,0.6969467413289334,0.6905612187052534,0.7210670413569348,0.8286370331938193,0.753274752822274,0.6620363144046854,0.6703100291467061,0.7609499984385837,0.6933673152321382,0.7452850035383655,0.8018135154769888,0.7475687939215356,0.6801749730683786,0.41278956875823725,0.5636301212169925,0.7232732446847345,0.8509648930648354,0.642662030118957,0.7914044399025195,0.6272757284662849,0.7263683303839408,0.6004386736874743,0.6643563602253872,0.7370721792415511,0.6797286362882644,0.49384653687868685,0.6097062751335617,0.42721659648386767,0.7169441196203294,0.590832002509702,0.6397061341547381,0.7432141630885627,0.5715759229424398,0.5016063526987367,0.7620596979945793,0.6946331612776409,0.5508701766919133,0.7246196327952732,0.8175924397787521,0.643301696170677,0.6119079961252958,0.5817502642735665,0.7680334197042082,1.0,0.604180495923565,0.8087564306471312,0.7278545303183575,0.7065331005874798,0.7136471464808536,0.5522299703476012,0.7664797949150134,0.7682231637163385,0.5479231246747135,0.4816683763785281,0.7223369262629209
"Marjoram, spanish (Spain) 1 - Thymus mastichina L., fam. Lamiaceae (Labiatae)",0.5633652083285262,0.647066931552845,0.4916669586918825,0.6601318450353745,0.560120327622868,0.5219435860033516,0.6234212383429086,0.6405516305269361,0.4719724242183624,0.7115515871901459,0.641328507554749,0.632190623930458,0.6421236170712614,0.5226468320668598,0.5219031591951883,0.436492884754228,0.5262381786670746,0.6176413492231035,0.36142827869066985,0.08602969222154688,0.5601933715228835,0.415042259205212,0.5360091066339276,0.5584123241692243,0.5042064107688682,0.5846868336426002,0.4779777389904869,0.5211267528076424,0.5529480541672325,0.521629854016587,0.5352241540851123,0.406931064894162,0.6170719817141641,0.3299968238456854,0.5002821496121593,0.26482717228994224,0.5068248257660126,0.6031473507264793,0.24065010093927086,0.4670513975354058,0.6323160171148299,0.6448802505763396,0.5619328222657882,0.38388099810520926,0.5871799097329538,0.3113581036662283,0.2738318231512109,0.5727775194179177,0.5014888167129274,0.604180495923565,1.0,0.5553259580635337,0.6607448062322748,0.3756802208572566,0.6433154012208828,0.5521765121562372,0.4218514669498675,0.553338048297523,0.22054883719099916,0.4996294699925695,0.5908114338736268
"Melaleuca viridiflora (Madagascar) - Melaleuca viridiflora Soland. ex Gaertn., fam. Myrtaceae",0.6797416184267937,0.7400752394267238,0.6794871071227803,0.7838106257478535,0.6298060132122015,0.7044019597557035,0.7213373741206752,0.7062198631746729,0.7805483405478679,0.8071996935177295,0.7909643469530442,0.6782414551438085,0.6435257762421073,0.7745472463645261,0.6725511706846434,0.7518518799725561,0.8158618438364404,0.7873034900048024,0.5979170946379613,0.39985189918839037,0.5703705316428727,0.7164483428041609,0.7813319206815155,0.6542201361318367,0.8024396741240596,0.6374559042302161,0.7480308960720928,0.6233529255358603,0.676164992846717,0.7209199191150482,0.7056188680669266,0.5365137918791252,0.6396326365551666,0.4885976985547451,0.7270537745594214,0.5703150511084842,0.6649668968488311,0.7135571392353326,0.565604453901984,0.5188403460315247,0.7285990574166004,0.7288126858439352,0.5585963336438027,0.7119911589240513,0.7528132454894696,0.6007739415688438,0.5889850090033749,0.6136848778966688,0.717721998161772,0.8087564306471312,0.5553259580635337,1.0,0.7411655362032536,0.6807731381536023,0.6928471616714227,0.6111247720407476,0.743260778934174,0.755199876940786,0.5321577244653319,0.4028480853616704,0.7409986295605473
