,"Calyptranthes sintenisii leaf - Calyptranthes sintenisii Kiaersk, fam. Myrtaceae","Citron (China) leaves - Citrus medica L., fam Rutaceae","Citron (China) peel 1b - Citrus medica L., cultivar sarcodactylis (Noot.) Swingle, fam. Rutaceae","Clary sage (Israel) - Salvia sclarea L., fam. Lamiaceae (Labiatae)","Cymbopogon distans 2 (Himalaya) - Cymbopogon distans (Steud.) Wats. (Chemotype 2), fam. Poaceae (Gramineae)","Dracocephalum kotschyi - Dracocephalum kotschyi Boiss., fam. Lamiaceae (Labiatae)","Dragonhead - Dracocephalum moldavica L., fam. Lamiaceae (Labiatae)","Elsholtzia ciliata (Vietnam) - Elsholtzia ciliata (Thunb.) Hyland., fam. Lamiaceae (Labiatae)","Ginger (Japan) 1 - Zingiber officinale Roscoe, fam. Zingiberaceae","Ginger (Mauritius) - Zingiber officinale Roscoe, fam. Zingiberaceae","Ginger (Taiwan) - Zingiber officinale Roscoe, fam. Zingiberaceae","Lemon balm (Slovak Republic) - Melissa officinalis L., fam. Lamiaceae (Labiatae)","Lemon balm 1 - Melissa officinalis L., fam. Lamiaceae (Labiatae)","Lemon balm 3 - Melissa officinalis L., fam. Lamiaceae (Labiatae)","Lemon leaf (petitgrain) (Italy) 1 - Citrus limon (L.) Burm. f., fam. Rutaceae","Lemon leaf (petitgrain) (Italy) 3 - Citrus limon (L.) Burm. f., fam. Rutaceae","Lemon leaf (petitgrain) 1 - Citrus limon (L.) Burm. f., fam. Rutaceae",Lemon verbena (Morocco) 2 - Aloysia triphylla (L'Herit.) Britton (Lippia citriodora (Lam.) O. Kuntze),"Lemongrass (Bhuta) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lemongrass (Guatemala) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lemongrass (Ivory Coast) 1 - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lemongrass (Nigeria) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lime (Japan) leaf - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Mexican, West Indian, Key) (France) 2 leaf - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (Mexican, West Indian, Key) (India) leaf - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae","Lime (hybrid Mexican x Persian) (India) leaf - Citrus latifolia Tanaka x Citrus aurantifolia Swingle, fam. Rutaceae","Litsea cubeba (China) 2b fruit - Litsea cubeba (Lour.) Pers. (L. citrata Blume), fam. Lauraceae","Litsea cubeba (China: Fujian) 1a - Litsea cubeba (Lour.) Pers. (L. citrata Blume), fam. Lauraceae","Litsea cubeba (China: Hunan) 1b - Litsea cubeba (Lour.) Pers. (L. citrata Blume), fam. Lauraceae","Litsea cubeba (China: Yunnan) 1c - Litsea cubeba (Lour.) Pers. (L. citrata Blume), fam. Lauraceae","Pectis elongata - Pectis elongata Kunth, fam. Asteraceae (Compositae)","Verbena 1 (France) - Lippia citriodora Kunth., fam. Verbenaceae","Verbena 2 - Lippia citriodora Kunth., fam. Verbenaceae"
"Ginger (Taiwan) - Zingiber officinale Roscoe, fam. Zingiberaceae",0.3416100193523164,0.32452669992980476,0.4028225157127413,0.28529595870376767,0.5262655242326155,0.3162718522780127,0.30691932708761827,0.41307957690867636,0.548557264811788,0.5261093785776503,1.0,0.3830414833604674,0.3908585870427832,0.24400558416971962,0.3756332263596077,0.35681865897868814,0.41945136333753896,0.48667604834291145,0.5587383168251423,0.27912756824101137,0.3099882630821935,0.4254866212651436,0.22673811767079954,0.4350829323979406,0.26647675264234305,0.22331463954346087,0.25263642412933174,0.3537220986269869,0.24392860958436458,0.3179242269692588,0.42495296759677814,0.502878153587806,0.5090986283635159
"Lemon balm (Slovak Republic) - Melissa officinalis L., fam. Lamiaceae (Labiatae)",0.5098516980664878,0.45792087338558407,0.5045239606624616,0.18028654703949742,0.5213864689313696,0.3562525305477553,0.358515919507015,0.5213498317376721,0.41968874421004887,0.4545165637179437,0.3830414833604674,1.0,0.7508747079407904,0.541777016596507,0.6216558817062457,0.5208583948646464,0.6020621699738036,0.5143465056058365,0.5429502571490665,0.6005060337913962,0.5287895314650155,0.6722325234954545,0.47061098679560875,0.48987860181209764,0.4721208382699823,0.45012941405682905,0.4997999926092678,0.4821352527414169,0.49235601942133533,0.6380739442214629,0.6562206733311944,0.6015918777708771,0.5186353317469683
"Lemon balm 1 - Melissa officinalis L., fam. Lamiaceae (Labiatae)",0.5489329571925299,0.5048372156629034,0.5592368106761,0.13440901672062433,0.5215606490688497,0.4488549788549955,0.2859524677151266,0.5889829895954375,0.4116795778337725,0.5000466198195819,0.3908585870427832,0.7508747079407904,1.0,0.614274046522766,0.6640794309951779,0.5581393774329366,0.6082023081518928,0.5809960918959969,0.5914897086184221,0.6579499307721028,0.5666456460583527,0.6707219972911911,0.49972478528049713,0.5388430643288553,0.4978913675208694,0.4750097791976817,0.5368489202782895,0.5560920211721533,0.5561187237808578,0.6455268659139431,0.7111995254118073,0.6625156983555457,0.5731842471694739
"Lemon balm 3 - Melissa officinalis L., fam. Lamiaceae (Labiatae)",0.3974527643803951,0.4038376082858188,0.5125358200913863,0.09194962460511591,0.47194031051629437,0.16242273218828107,0.22052011975380315,0.48753029682249927,0.29693445819724484,0.38147215926322375,0.24400558416971962,0.541777016596507,0.614274046522766,1.0,0.5263309545943893,0.5141127059341495,0.5017192770766483,0.4528917155342357,0.4926242199080484,0.5784941926494338,0.49788447051470186,0.4806158072635406,0.3766846752244907,0.3934650753788055,0.4073075096070258,0.38615990750168294,0.43394814102033574,0.5604329813474915,0.6919203238495298,0.6694542514053481,0.5579480776599395,0.48231884919031,0.46324077568733224
"Lemon leaf (petitgrain) (Italy) 1 - Citrus limon (L.) Burm. f., fam. Rutaceae",0.5965752688151591,0.4917217976789868,0.657210999519223,0.13461526516369082,0.5297235852991995,0.3786286814430788,0.26250662656308477,0.6537503169604933,0.39580986781375416,0.4635898442933877,0.3756332263596077,0.6216558817062457,0.6640794309951779,0.5263309545943893,1.0,0.6849924250462085,0.7734502769576755,0.6008840077715527,0.608007137068273,0.7293189377152643,0.5263496316528422,0.6458124316636731,0.6754723981344453,0.6429932861264167,0.6815534569262751,0.6565765904207086,0.7123819912488617,0.6426304590371212,0.5923519908652777,0.6881375567747502,0.6573389594231288,0.6434541270723271,0.6493616262841818
"Lemon leaf (petitgrain) (Italy) 3 - Citrus limon (L.) Burm. f., fam. Rutaceae",0.49740664457614703,0.42158811425527887,0.6952947011107593,0.24300221877666062,0.6218439857042739,0.26900850130307463,0.30492916360190436,0.6324276323615432,0.46784296413998616,0.448986374907999,0.35681865897868814,0.5208583948646464,0.5581393774329366,0.5141127059341495,0.6849924250462085,1.0,0.6618070513388461,0.5795007277952964,0.5952787220569593,0.6879411198280188,0.5040542428437393,0.5784678650903685,0.6145332730407609,0.638387446624716,0.6554566668999304,0.6225773192706398,0.6509763765598015,0.6477344371995444,0.5938214982184862,0.6428139639063164,0.5808110717315369,0.5860684483385634,0.6836078247037931
"Lemon leaf (petitgrain) 1 - Citrus limon (L.) Burm. f., fam. Rutaceae",0.48546919328227456,0.4666169230335947,0.6681367020157524,0.227954912250376,0.6080934438003592,0.352104350942661,0.35275313417007736,0.6592484175482834,0.4407896006898603,0.4792061794212338,0.41945136333753896,0.6020621699738036,0.6082023081518928,0.5017192770766483,0.7734502769576755,0.6618070513388461,1.0,0.6254000215221451,0.6747834845418214,0.6751617749312259,0.5685366661696364,0.6606308073964189,0.6456135153284531,0.6940537598233925,0.6895686746000769,0.6514494883995245,0.671231134723671,0.6462483321114765,0.5786809974975663,0.6615402203995789,0.6223227828944942,0.623229390093208,0.6741316747079339
Lemon verbena (Morocco) 2 - Aloysia triphylla (L'Herit.) Britton (Lippia citriodora (Lam.) O. Kuntze),0.4170216289764004,0.4641177656326868,0.6440046073513612,0.17690260784058787,0.5760326741838564,0.39435551782093026,0.22172029572844376,0.6744780158704959,0.4761577967173407,0.591415577378072,0.48667604834291145,0.5143465056058365,0.5809960918959969,0.4528917155342357,0.6008840077715527,0.5795007277952964,0.6254000215221451,1.0,0.6187966905714083,0.516565182977072,0.41337472517385176,0.4861400842190007,0.486022925181248,0.7163946275308741,0.5469105942393508,0.4952889874592661,0.514673754889986,0.6487879134631256,0.5152269780903065,0.5405179996552325,0.5631940318290435,0.6135921128440343,0.8122581513228173
"Lemongrass (Bhuta) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)",0.49463943510081076,0.4571494596930723,0.6051612661749471,0.2164718552783046,0.6400602371337902,0.3617756865920131,0.299148204302054,0.5988247031037033,0.47018773374930756,0.5319467474407199,0.5587383168251423,0.5429502571490665,0.5914897086184221,0.4926242199080484,0.608007137068273,0.5952787220569593,0.6747834845418214,0.6187966905714083,1.0,0.5572931707772981,0.6152894547247707,0.5889562965894274,0.48336146691474435,0.6124916940714791,0.5278448898444172,0.48676765373772335,0.5222065078014131,0.6345945326561282,0.5463952813996009,0.606542619139975,0.602034560143738,0.6190311033908295,0.6504975095791201
"Lemongrass (Guatemala) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)",0.49452080435617995,0.43858472744158716,0.5741055234580447,0.08179843326891778,0.47283744611664136,0.24390706143582508,0.26272441254913315,0.5739556384729606,0.3256553232361282,0.36331599315460894,0.27912756824101137,0.6005060337913962,0.6579499307721028,0.5784941926494338,0.7293189377152643,0.6879411198280188,0.6751617749312259,0.5165651829770721,0.5572931707772981,1.0,0.5363326698935376,0.6343395520642408,0.7540088601075846,0.5620655816864828,0.7348490132193366,0.7385436364652638,0.8006122413844922,0.6488912381193581,0.6965779637847338,0.7836154299952658,0.6139792707505134,0.5251869432174219,0.5566749145735318
"Lemongrass (Ivory Coast) 1 - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)",0.4446432221018437,0.40125205921423446,0.4792051517569327,0.14299093724497536,0.5091195999547353,0.30140010432151565,0.27039823201940205,0.45094993645954373,0.3748502948474117,0.3944178991247833,0.3099882630821935,0.5287895314650155,0.5666456460583527,0.49788447051470186,0.5263496316528422,0.5040542428437393,0.5685366661696364,0.41337472517385176,0.6152894547247707,0.5363326698935376,1.0,0.5920469326033342,0.4100327366937422,0.40478011411797776,0.40799578331957675,0.3914204630688759,0.4396426063847205,0.43786846486551,0.4553107200171389,0.5208390120006587,0.5634562805799899,0.5330377058193624,0.4600845611158456
"Lemongrass (Nigeria) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)",0.5659693096584102,0.46847866399053284,0.5129561211284681,0.24107071043281425,0.5657094941914527,0.3506917219995985,0.44340253014804654,0.5222700642304163,0.46217997281785994,0.45416649163215184,0.4254866212651436,0.6722325234954545,0.6707219972911911,0.4806158072635406,0.6458124316636731,0.5784678650903685,0.6606308073964189,0.4861400842190007,0.5889562965894274,0.6343395520642408,0.5920469326033342,1.0,0.5271111994888953,0.5142306448569032,0.5208390120006587,0.5025829043509535,0.5530192184065412,0.4884115710830256,0.47604028606771576,0.5855962126475547,0.6686928915661223,0.6185067551218529,0.5199495251012229
"Lime (Japan) leaf - Citrus aurantifolia (Christm.) Swingle, fam. Rutaceae",0.4123277028079011,0.35115429914258156,0.5050452613770865,0.0,0.3719969703631737,0.2143635945991893,0.16987159137873786,0.5286798391313512,0.2389099230517866,0.2831856606082541,0.22673811767079954,0.47061098679560875,0.49972478528049713,0.3766846752244907,0.6754723981344453,0.6145332730407609,0.6456135153284531,0.4860229251812481,0.48336146691474435,0.7540088601075845,0.4100327366937422,0.5271111994888953,1.0,0.5917464592588231,0.8686726370642526,0.9062245398895443,0.9246281573058163,0.5782685758570674,0.5495368832863163,0.628608398494564,0.48702688715703146,0.429166837573435,0.5243761954283384
