,"Abies borisii-regis needle (Greece) - Abies borisii-regis Mattf., fam. Pinaceae","Achillea filipendulina (Iran) flower - Achillea filipendulina Lam., fam. Asteraceae (Compositae)","Aegopodium podagraria - Aegodopodium podagraria L., fam. Apiaceae (Umbelliferae)","Aframomum sulcatum - Aframomum sulcatum (Oliv. and Hanb.) K. Schum., fam. Zingiberaceae","Buchu leaf (South Africa) 1a - Agathosma betulina (Berg.) Pillans (Barosma betulina Bertl.), fam. Rutacea","Buchu leaf (South Africa) 2 - Agathosma betulina (Berg.) Pillans (Barosma betulina Bertl.), fam. Rutacea","Buchu leaf - Agathosma betulina (Berg.) Pillans (Barosma betulina Bertl.), fam. Rutacea","Calamus (Germany) 2 root - Acorus calamus L., fam. Araceae","Celery seed (China) 3b - Apium graveolens L., fam. Apiaceae (Umbelliferae)","Celery seed (India) 4 - Apium graveolens L., fam. Apiaceae (Umbelliferae)","Chamomile, german (India) 2c stem - Chamomilla recutita (L.) Rausch.(Matricaria chamomilla L.), fam.Asteraceae","Citrus australasica leaf - Citrus australasica, fam. Rutaceae","Conyza bonariensis (Brazil) - Conyza bonariensis (L.) Cronquist, fam. Asteraceae (Compositae)","Conyza sumatrensis - Conyza sumatrensis (Retz) Walk, fam. Asteraceae (Compositaceae)","Cymbopogon distans 4 (Himalaya) - Cymbopogon distans (Steud.) Wats. (Chemotype 4), fam. Poaceae (Gramineae)","Dill herb (Lithuania) - Anethum graveolens L., fam. Apiaceae (Umbelliferae)",Elemi 2 - Canarium luzonicum (Miq.) A. Gray (C. luziconum (Blume) A. Gray),"Elsholtzia strobilifera - Elsholtzia strobilifera Benth., fam. Lamiaceae (Labiatae)","Eupatorium ballotaefolium - Eupatorium ballotaefolium H.B.K., fam. Asteraceae (Compositae)","False acacia flower (Black locust flower) 1 - Robinia pseudoacacia L. (False acacia) (Black locust), fam. Leguminosae","Gingergrass (India) 1 - Cymbopogon martini Stapf., var. sofia, fam. Poaceae (Gramineae)","Gingergrass (India) 2 - Cymbopogon martini Stapf., var. sofia, fam. Poaceae (Gramineae)","Gingergrass (India) 5 - Cymbopogon martini Stapf., var. sofia, fam. Poaceae (Gramineae)","Gingergrass (India) 6 - Cymbopogon martini Stapf., var. sofia, fam. Poaceae (Gramineae)","Lemon flower headspace (clone SG) - Citrus limon (L.) Burm. f., fam. Rutaceae","Libanothamus humbertii leaf (Venezuela) - Libanothamus humbertii Cuatr., fam. Asteraceae (Compositae)","Lippia wilmsii (Kenya) - Lippia wilmsii H.H.W. Pearson, fam. Verbenaceae","Mentha spicata (Nepal) crispa - Mentha spicata L., variety crispa Benth., fam. Lamiaceae (Labiatae)","Michelia balansae flower headspace (China) - Michelia balansae (A. DC.) Dandy, fam. Magnoliaceae","Myrtle leaf (Turkey) 1 - Myrtus communis L., fam. Myrtaceae","Neroli bigarade (bitter orange flower) Italy 3 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae","Olibanum, Frankincense (Somalia) 2 - Boswellia carterii Birdwood, fam. Burseraceae","Olibanum, Frankincense (Somalia) 3 - Boswellia carterii Birdwood, fam. Burseraceae","Olibanum, Indian (India) - Boswellia serrata Roxb. ex Colebr., fam. Burseraceae","Olive flower (headspace) - Olea europaea L., fam. Oleaceae","Orange leaf, sweet (North Africa) 1 - Citrus sinensis (L.) Osbeck, cultivar Portuguese, fam. Rutaceae","Orange leaf, sweet (North Africa) 4 - Citrus sinensis (L.) Osbeck, cultivar Washington navel, fam. Rutaceae","Parsley leaf (Germany), 1b (smooth leaf) - Petroselinum crispum (Miller) A.W. Hill (P. sativum Hoffm.), fam. Apiaceae","Pelargonium exstipulatum leaf - Pelargonium exstipulatum (Cav.) L'Herit., fam- Geraniaceae","Pelargonium x fragrans leaf - Pelargonium x fragrans, fam. Geraniaceae","Pepper, green (India) - Piper nigrum L., fam. Piperaceae","Peucedanum zenkeri (Cameroon) 1a - Peucedanum zenkeri Engl., fam. Apiaceae (Umbelliferae)","Prostanthera staurophylla - Prostanthera staurophylla F. Muell., fam. Lamiaceae (Labiatae)","Pummelo (Shaddock) (Vietnam) flower - Citrus maxima (J. Burman) Merrill. (C. grandis (L.) Osbeck), fam. Rutaceae","Rosa chinensis (headspace), China - Rosa chinensis Jacq., fam. Rosaceae","Rosemary 1c - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Savory, winter (Bulgaria) - Satureja montana L. ssp. kitaibelii Wierzb., fam. Lamiaceae (Labiatae)","Schinus lentiscifolius leaf (Uruguay) - Schinus lentiscifolius (L.) March, fam. Anacardiaceae","Tagetes erecta (Hungary) - Tagetes erecta L. (T. major Gaertn), fam. Asteraceae (Compositae)","Tagetes erecta (Portugal) - Tagetes erecta L. (T. major Gaertn), fam. Asteraceae (Compositae)","Tagetes patula (Hungary) - Tagetes patula L., fam. Asteraceae (Compositae)","Tagetes patula (India) - Tagetes patula L., fam. Asteraceae (Compositae)","Torreya grandis 1 - Torreya grandis Fort., fam. Taxaceae","Tuberose living flower headspace - Polianthes tuberosa L., fam. Amaryllidaceae (Agavaceae)"
"Gingergrass (India) 1 - Cymbopogon martini Stapf., var. sofia, fam. Poaceae (Gramineae)",0.5307396371230468,0.537988695861019,0.5577135956561469,0.45349838394893927,0.43893008526703736,0.46996199633955016,0.40913828347120595,0.537616738812983,0.4082702671171391,0.4030440745774809,0.542054563311569,0.47711912189618444,0.5010612166290103,0.3675813781207742,0.5738922692041187,0.4433783195966483,0.5094401751092206,0.3975750619383088,0.5433576817666124,0.5706539497665835,1.0,0.5269529585028649,0.6096582417800561,0.6479741833574163,0.4935116773232595,0.48848471570651486,0.4547883251876901,0.15343181919400017,0.23862633729246008,0.4630985502694097,0.4923949127690833,0.5168481780998566,0.581086151589209,0.21781559104111292,0.3521191103609118,0.5398972494635255,0.5558818425817632,0.5236258877111672,0.47816245982574823,0.5330896564217792,0.5287300235800707,0.5414668806728615,0.5366757592382816,0.4311572375051663,0.5400205059996876,0.5482935601184691,0.5404151224190376,0.5341813950292107,0.5068801121478752,0.49746115313965467,0.5098021252615765,0.5234762090740648,0.544742082008506,0.5777658475566442
"Gingergrass (India) 2 - Cymbopogon martini Stapf., var. sofia, fam. Poaceae (Gramineae)",0.625492383047441,0.6431150475019171,0.6061511269465627,0.494358599540772,0.4809549365814435,0.5324900946819251,0.4450158369645639,0.5956707968450385,0.454462986277108,0.46004206524025726,0.6348743098963461,0.5254064158176834,0.5715181177560436,0.4265526243582942,0.6417492001827219,0.5176142734950475,0.6022336748617478,0.47450185047472837,0.6077497002910497,0.625308707259097,0.5269529585028649,1.0,0.6169195514986854,0.6510503846880713,0.5747931659374542,0.5569578591017397,0.5404671718660499,0.18197935832192602,0.2755034171900661,0.5471964516734583,0.5730762843838898,0.5583655272218396,0.6403552764629026,0.2325870577862693,0.411138740583629,0.6069257841201188,0.6187423790426775,0.5913032036841124,0.5453814702649487,0.5789541629672759,0.5809304484950969,0.6282177756304661,0.637815026918984,0.48679117575093567,0.5940894168559141,0.6144785780207607,0.6114778346195625,0.5846981303791778,0.5724423808297429,0.5427327313930121,0.5646684968206719,0.6594443872480458,0.6100693516850504,0.6326047046143326
"Gingergrass (India) 5 - Cymbopogon martini Stapf., var. sofia, fam. Poaceae (Gramineae)",0.6526489543245713,0.6854314886003936,0.6196552694626228,0.5063673821057746,0.4943837551138217,0.5589189204870508,0.4559579407322022,0.6150544459684408,0.47169839590106666,0.4844532824732588,0.675231522962832,0.5417724665795256,0.600949114530499,0.4527557637603845,0.6682256193016617,0.5509585582135759,0.6457858028876432,0.44921672113304445,0.6313513597127234,0.6436946761343308,0.6096582417800561,0.6169195514986854,1.0,0.8364500231650189,0.6100356062685572,0.5829115625459158,0.5817940587034742,0.19152386000945787,0.2889545837504406,0.584682562698549,0.6114851097668346,0.566131789717002,0.6555477396934546,0.23211197151987495,0.4372444853544225,0.6337832199198213,0.6420945767641185,0.6201708789419038,0.566673233974843,0.5895988428110452,0.5975687580523068,0.6703633708918765,0.685448557819792,0.5104589016840662,0.6117572379765464,0.6330356682302656,0.6297351911095619,0.596929686238113,0.6005349384457577,0.5576480075564199,0.585577244533491,0.6583781974727068,0.636204876890611,0.6514629687337894
"Gingergrass (India) 6 - Cymbopogon martini Stapf., var. sofia, fam. Poaceae (Gramineae)",0.7084059828052043,0.7388470290402089,0.6959403432613149,0.5609132971731885,0.545922127313657,0.6071148719675823,0.5055155887770775,0.6822395877239371,0.5165856933758386,0.5235451042210303,0.7328923416946551,0.5974964543062302,0.6533528786995743,0.48613598808317415,0.745371902580338,0.5891032068956712,0.6917011593676676,0.4981335646086573,0.6982682145992263,0.7224783496289208,0.6479741833574163,0.6510503846880713,0.8364500231650189,1.0,0.6561869527996105,0.6336101637577929,0.6166927321473104,0.2218451514863824,0.3208768951208142,0.6226439982977747,0.6569057578348491,0.6338740262254263,0.7384148818446181,0.2735643660489455,0.46881790948418545,0.6983789691231304,0.7136457312868062,0.6791850883584682,0.6167740441010975,0.6598612641594706,0.6640187365224581,0.7286556518819358,0.7375023756249433,0.5538087912691443,0.6807003035205592,0.7016637452463901,0.6954585422765869,0.6662585145645364,0.6558643279751611,0.618528900907824,0.645736875513888,0.7120866480136551,0.7028542510126053,0.7330673767664035
"Lemon flower headspace (clone SG) - Citrus limon (L.) Burm. f., fam. Rutaceae",0.646470631497481,0.7258023531514644,0.6372183047543953,0.5169384844380968,0.5207559113866449,0.5608186487631637,0.4627359077924188,0.6197736651495793,0.47232904501330064,0.47788525804418425,0.6582191093764542,0.5554152590866763,0.5994419154992603,0.45360163092530137,0.6711706834890276,0.5362345805788515,0.6252791724697612,0.47805441836755547,0.6607895462208744,0.6580038151977811,0.4935116773232595,0.5747931659374542,0.6100356062685572,0.6561869527996105,1.0,0.5817074817686827,0.5778395695094394,0.19916839791878305,0.28848885835764304,0.5905029749675946,0.6237083035564627,0.5819266061549471,0.6672477449019765,0.24585166443813877,0.43371978844977077,0.645890387194731,0.6563290554787939,0.6157435974805274,0.5623296951502263,0.6048259520642288,0.6108435015479183,0.6713568643058789,0.6627355912657686,0.6367711345608915,0.6238647328057323,0.6445932090154571,0.6499550017370077,0.6061766558659714,0.6236094688317209,0.5983930125725496,0.6083327077341203,0.6320367688227643,0.635243943613574,0.6608994634459828
"Libanothamus humbertii leaf (Venezuela) - Libanothamus humbertii Cuatr., fam. Asteraceae (Compositae)",0.67865452295398,0.6492179226805069,0.6716211682777921,0.5149789388829291,0.4988280493546611,0.5465257183231864,0.4645370804923489,0.6252356244103331,0.467621984335164,0.4673991573109191,0.6496547907115984,0.5804252268987606,0.5959384434522905,0.45161454803921264,0.6606572006520697,0.6284992400259308,0.6591553254092333,0.4639738791648702,0.6964421541659347,0.6600212679693831,0.48848471570651486,0.5569578591017397,0.5829115625459158,0.6336101637577929,0.5817074817686827,1.0,0.5448246838808875,0.1924800774701242,0.28418249982720856,0.6009467441985838,0.6075119623512835,0.74107711112154,0.719525422787026,0.472175054292298,0.41976921596285277,0.6414567909610064,0.6624728382469323,0.6204469623555078,0.7440538377627408,0.6697524844201161,0.7447509812818858,0.6838419197075015,0.6789451102043982,0.5118705483421687,0.6203355523135152,0.6817685284552537,0.6880964825737172,0.6205416008305644,0.5882452521765125,0.5768075395900034,0.5841923854351616,0.624080293787145,0.6401039772933197,0.6562473218604462
"Lippia wilmsii (Kenya) - Lippia wilmsii H.H.W. Pearson, fam. Verbenaceae",0.5992738593241015,0.6337916674815142,0.5844326352792951,0.47147203953692984,0.46209496974644737,0.5165002861961201,0.42294887602601006,0.5717840256222365,0.43619346675830084,0.4471269671423126,0.6199289141664888,0.5148616430748979,0.5570922450416422,0.4164552898698941,0.6142098520999419,0.5145131117574845,0.6008104598470155,0.4150291446960097,0.5863049543398862,0.6148660397584393,0.4547883251876901,0.5404671718660499,0.5817940587034742,0.6166927321473104,0.5778395695094394,0.5448246838808875,1.0,0.16906179755868722,0.2622222074601761,0.5780932930309652,0.5943908890162988,0.530235249260733,0.6147189394931131,0.2124885448171452,0.4017150178513541,0.6166831372842372,0.6180126528432037,0.5722602431998369,0.5231272038505003,0.5496507305930257,0.5558174143361012,0.6160029784660928,0.6245849660728751,0.49518054471531747,0.5721574794155411,0.6145965672577931,0.610880877474125,0.5538583001836102,0.6926383304811916,0.6857916244121629,0.5442095631597714,0.6061474397297222,0.5870082401372778,0.6029053117514225
"Mentha spicata (Nepal) crispa - Mentha spicata L., variety crispa Benth., fam. Lamiaceae (Labiatae)",0.21815309776101832,0.22262832382485676,0.23548427502254854,0.1705969610856498,0.16097759785676802,0.1798130562650636,0.13991696143897225,0.2221485045553171,0.13875578299713165,0.13476416654937506,0.2235301545844901,0.18543125648935244,0.20151084237355332,0.10954073728815938,0.24297880920974757,0.16119796728906544,0.20357819716961023,0.13200730540173988,0.22779765559588538,0.2415924091577284,0.15343181919400017,0.1819793583219259,0.19152386000945787,0.2218451514863824,0.19916839791878305,0.1924800774701242,0.16906179755868722,1.0,0.014270571601150861,0.1753558577155261,0.193838466394478,0.2115536066803868,0.2479140042696817,0.0,0.09829351680133669,0.22305022954027376,0.23255372851905975,0.21331171242877167,0.18542203516325828,0.22107598144386786,0.2201122414161627,0.22508669524765756,0.22031078148341798,0.1543800396357864,0.22458034047577968,0.2296668395791659,0.2251874041321471,0.2214500694375683,0.20549404662758342,0.19863133775906183,0.20720184639888495,0.21212638822070007,0.22649778406235455,0.24546790445938316
"Michelia balansae flower headspace (China) - Michelia balansae (A. DC.) Dandy, fam. Magnoliaceae",0.3143660605108167,0.3201330122718745,0.3279089092346359,0.2552368330647742,0.2448322474568556,0.26998478136507487,0.2219818556283193,0.31567450022922205,0.22273603012477716,0.2203465847255035,0.32229395470354893,0.2733049744049424,0.2924341682341711,0.19373464801835116,0.34007785804292057,0.2526394051934153,0.3013450382723125,0.21194369900528942,0.32051076810457857,0.33667143874751726,0.23862633729246008,0.2755034171900661,0.2889545837504406,0.3208768951208142,0.28848885835764304,0.28418249982720856,0.2622222074601761,0.014270571601150861,1.0,0.2678808183107908,0.2882832996104919,0.29984973942557547,0.34383659251350784,0.0664984134011839,0.18171291975500947,0.318383281286161,0.32822402041217014,0.3076575450959633,0.2761410880409173,0.3111694007708986,0.30947504645335644,0.3217934875905507,0.31987301524442935,0.2411560807413835,0.31682199446061465,0.3241616989750592,0.3192398238658869,0.3122275673716116,0.29603622849663747,0.28702135669183393,0.2967162893529913,0.3083012734723588,0.32128661800229974,0.3411439358882332
"Myrtle leaf (Turkey) 1 - Myrtus communis L., fam. Myrtaceae",0.6555180996964121,0.6572580144912925,0.6038462860406122,0.48169299099003693,0.4738010457861703,0.5271268345418241,0.43356422167658926,0.6138704683458501,0.44388780302576447,0.45260469749754784,0.6458240541932418,0.5327433065814728,0.5677001961977045,0.42174097150541656,0.6274474585931848,0.5167266522506184,0.6240074053141074,0.433975861796175,0.6266880462440092,0.704547747510464,0.4630985502694097,0.5471964516734583,0.584682562698549,0.6226439982977747,0.5905029749675946,0.6009467441985838,0.5780932930309652,0.1753558577155261,0.2678808183107908,1.0,0.7164461218379418,0.5706309475831045,0.6241787341557326,0.2399795139229035,0.413357483908283,0.7152891850789416,0.6921567812337064,0.5839763607832467,0.5883530323135095,0.6011768714976556,0.6087730578609205,0.6313615476661022,0.6935738646841096,0.5643154458588975,0.6422272718031412,0.6504891700471442,0.6600887182497566,0.5701240201553885,0.5628481141546674,0.5350640800453128,0.5529110887935968,0.6015750263070542,0.6188621261793161,0.6260596045813195
"Neroli bigarade (bitter orange flower) Italy 3 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae",0.7179158291724388,0.6675808317493375,0.6671596355667315,0.5197234529158259,0.502160550502164,0.5554144706343789,0.461914147436291,0.6256065908463351,0.4725593031100672,0.47815185085726586,0.6663292600418671,0.5578343817010363,0.6094912175404066,0.4678571902089187,0.6680810887552114,0.5390617752696089,0.6365100367390122,0.5014360111800931,0.6919773201191419,0.7096082834899189,0.4923949127690833,0.5730762843838898,0.6114851097668346,0.6569057578348491,0.6237083035564627,0.6075119623512835,0.5943908890162988,0.193838466394478,0.2882832996104918,0.7164461218379418,1.0,0.5853402362302491,0.6722548055759019,0.2480737395903927,0.4296726485200236,0.7434979860813313,0.7312647582779757,0.6190838248143224,0.5690893186515795,0.6172225061647193,0.6698562848665921,0.7153513378323693,0.6701905721851029,0.5904626357131284,0.6926626612909685,0.6854114135535148,0.6807577090784901,0.6067758669362492,0.6133156300451372,0.583139194778346,0.600539395658999,0.6385359342142722,0.6381811445988061,0.661865478368532
"Olibanum, Frankincense (Somalia) 2 - Boswellia carterii Birdwood, fam. Burseraceae",0.6589766869561962,0.6391140052649696,0.704166263826601,0.5581781608257141,0.5314096701348703,0.5592043158453537,0.4983898765821423,0.6631603075030057,0.49034474348556945,0.47934064028844336,0.643437824410438,0.5871908194957359,0.6161192766056565,0.45870900102996126,0.6982598059247496,0.5269556520352372,0.6150946015016392,0.4818619340134611,0.7086102066743971,0.709682003078512,0.5168481780998566,0.5583655272218396,0.566131789717002,0.6338740262254263,0.5819266061549471,0.74107711112154,0.530235249260733,0.2115536066803868,0.2998497394255756,0.5706309475831045,0.5853402362302491,1.0,0.7889130762895624,0.5362389956868858,0.4196609527434594,0.6816784624115859,0.718417500416056,0.6298016923354917,0.7726465019024664,0.7320165765649032,0.6801126035701507,0.6564446715651882,0.6500073644347797,0.5152456842514678,0.6666233905611593,0.6816036773145845,0.6918388747791375,0.6764439955494067,0.6247538896229979,0.613667473755162,0.6307066801844348,0.624010868121829,0.667665068074967,0.7114643476414433
"Olibanum, Frankincense (Somalia) 3 - Boswellia carterii Birdwood, fam. Burseraceae",0.7401997127094428,0.740861256563544,0.8213436715285223,0.6205475834203873,0.5963912431295548,0.634819988034123,0.5573803469184768,0.7545137913846777,0.5519339772517085,0.5419643584877388,0.7485443063858743,0.6564950593171675,0.6886084349145349,0.5035476702225745,0.8198773663264869,0.6068259320404372,0.7126626373064582,0.5398404278436422,0.7967379530976524,0.8195878175507632,0.581086151589209,0.6403552764629026,0.6555477396934546,0.7384148818446181,0.6672477449019765,0.719525422787026,0.6147189394931132,0.2479140042696817,0.34383659251350773,0.6241787341557326,0.6722548055759019,0.7889130762895624,1.0,0.3736991930953062,0.4756726012600052,0.7849738710049968,0.8325364313922424,0.7221820430930953,0.6888577973902785,0.7733076483209418,0.7530313740611085,0.7660595776914065,0.7402698614898213,0.5832093683014323,0.7578085305468587,0.8320783156988507,0.8115392412259528,0.769236618959811,0.6980926215249479,0.6878519171158729,0.7049790574965009,0.7137490818535099,0.7644408746635019,0.8352392961145372
"Olibanum, Indian (India) - Boswellia serrata Roxb. ex Colebr., fam. Burseraceae",0.2970991285601555,0.27310414579749365,0.31944894449363237,0.24085581845672943,0.22861048616173085,0.23814899674517365,0.2095767840762115,0.29938497532601194,0.19982191952844297,0.18713516158195098,0.27975067364199,0.2602343747553547,0.25836707484919585,0.18784976872529857,0.31347143566555213,0.21984342059138884,0.26388612704937897,0.19961876418720081,0.3083277548744279,0.3231616198592766,0.21781559104111292,0.2325870577862693,0.23211197151987495,0.2735643660489455,0.24585166443813877,0.472175054292298,0.2124885448171452,0.0,0.0664984134011839,0.2399795139229035,0.2480737395903927,0.5362389956868858,0.3736991930953063,1.0,0.14611548458697832,0.29944346002671085,0.3198686057666088,0.2807751469138794,0.5434115289837363,0.37233592210625976,0.3063930259592048,0.28195757664457777,0.28023845031258576,0.21297971070245403,0.2985862392571911,0.3087382980373208,0.31198176625163054,0.29907862988607326,0.2634780725107513,0.27249420680826897,0.2729541710679878,0.2658280895969929,0.2976367944041459,0.323875357353285
"Olive flower (headspace) - Olea europaea L., fam. Oleaceae",0.46179204091424475,0.47283104456290903,0.4542744868564178,0.36762400598562983,0.35693423771379684,0.39763763027583343,0.3281177965124692,0.4456670993624895,0.33528423885663894,0.33949233290586656,0.4706478695011256,0.39427802631941744,0.4266212271255255,0.31226528368401496,0.47761523311397214,0.38477817362904176,0.44975536261224447,0.3174726788029263,0.4570745176226233,0.46812031536616683,0.3521191103609118,0.411138740583629,0.4372444853544225,0.46881790948418545,0.43371978844977077,0.4197692159628529,0.4017150178513541,0.09829351680133669,0.18171291975500947,0.413357483908283,0.4296726485200235,0.4196609527434594,0.4756726012600052,0.14611548458697832,1.0,0.45373183749531476,0.46229917635587225,0.4421690779219515,0.4086097657809493,0.4355216214474341,0.4388601858927421,0.4695243818618996,0.4761123776857249,0.3619810347946234,0.4458963898665268,0.456237880460463,0.4538612091319104,0.4360513557293313,0.4278666250370804,0.40644349823348813,0.4224289239667164,0.45270381096731316,0.45701760184188867,0.47208141245482227
"Orange leaf, sweet (North Africa) 1 - Citrus sinensis (L.) Osbeck, cultivar Portuguese, fam. Rutaceae",0.692785738807187,0.7064618632784323,0.7281582357892913,0.5681413097246133,0.5542762896076004,0.5965289996965757,0.5133950982787053,0.6948158717045312,0.5146073854203512,0.5116836342756224,0.7102735489135013,0.6059013642443616,0.6414022477618389,0.4826043793477759,0.7411726695445142,0.5691187596297512,0.6688183163671091,0.515012104810998,0.7294064719634583,0.8181485493111147,0.5398972494635255,0.6069257841201188,0.6337832199198213,0.6983789691231304,0.645890387194731,0.6414567909610064,0.6166831372842372,0.22305022954027376,0.318383281286161,0.7152891850789416,0.7434979860813313,0.6816784624115859,0.7849738710049968,0.29944346002671085,0.45373183749531476,1.0,0.9337630752567786,0.6689851710609789,0.6210532185215883,0.6966021203666366,0.6779764978764529,0.718958135794928,0.7013108122386023,0.6195036562461365,0.7123612186349595,0.7660940670056071,0.7410053687673852,0.6817223034898918,0.6442176778812584,0.6332756754338621,0.645072900996059,0.6727066125401431,0.7044541659848459,0.7460016800617321
"Orange leaf, sweet (North Africa) 4 - Citrus sinensis (L.) Osbeck, cultivar Washington navel, fam. Rutaceae",0.7089720489626847,0.7195246689467758,0.7596539397614773,0.5866675531702714,0.5708026189497069,0.6111041497272824,0.5300452340584836,0.7231200784943254,0.5287870404689754,0.5230448132893276,0.726216969565369,0.624732434563273,0.6572288272062778,0.4936862342609696,0.768720969422541,0.5807218770963749,0.6827940928844961,0.5277111051592676,0.7574232464048535,0.8296941352348466,0.5558818425817632,0.6187423790426775,0.6420945767641185,0.7136457312868062,0.6563290554787939,0.6624728382469323,0.6180126528432037,0.23255372851905975,0.32822402041217014,0.6921567812337064,0.7312647582779757,0.718417500416056,0.8325364313922424,0.3198686057666088,0.46229917635587225,0.9337630752567786,1.0,0.6879260600281336,0.6373524835513678,0.7234927386855569,0.701775891400418,0.7363479448423571,0.714187969727386,0.6124701164786355,0.7313850577667137,0.7859952192580841,0.7623723178075853,0.7078318150449778,0.6613922648748949,0.6550298832279713,0.6653761647558376,0.686521656781162,0.7258821328364053,0.7809829578682874
"Parsley leaf (Germany), 1b (smooth leaf) - Petroselinum crispum (Miller) A.W. Hill (P. sativum Hoffm.), fam. Apiaceae",0.669815704443613,0.6808616369568445,0.6943261956656223,0.5505820570105087,0.533020401648057,0.5797794958002527,0.49615478959198844,0.6611812275152509,0.5017756623980028,0.4985602063327782,0.6832796420777163,0.5904752846104819,0.6248568524276343,0.4602864522103848,0.7139353936900967,0.560027377843674,0.6455185831203992,0.48150642850372627,0.6805825446382935,0.7034785219689816,0.5236258877111672,0.5913032036841124,0.6201708789419038,0.6791850883584682,0.6157435974805274,0.6204469623555078,0.5722602431998369,0.21331171242877167,0.3076575450959633,0.5839763607832467,0.6190838248143224,0.6298016923354917,0.7221820430930953,0.2807751469138794,0.4421690779219515,0.6689851710609789,0.6879260600281336,1.0,0.5953949111216242,0.6521455700390413,0.6589304024529288,0.7197684832096245,0.6828161950191654,0.5327018690126343,0.6624868999901101,0.686629236255959,0.6779001711760182,0.6534793997542858,0.6264685225357411,0.6196965984206448,0.6246852881540621,0.6633593132443731,0.6749640949042365,0.7127176753996404
"Pelargonium exstipulatum leaf - Pelargonium exstipulatum (Cav.) L'Herit., fam- Geraniaceae",0.6461560794191789,0.6347836509905512,0.6312781656587734,0.5075886501409046,0.49124362199716753,0.5355575748241324,0.4542375288225744,0.6133376747525157,0.4569518087313791,0.4558016402212227,0.6310145610942393,0.5473479261866036,0.5744717772144181,0.43701268000036464,0.6448372821878868,0.5087720066403164,0.6027456226887538,0.44189449014326254,0.6417876417554491,0.6499877314792875,0.47816245982574823,0.5453814702649487,0.566673233974843,0.6167740441010975,0.5623296951502263,0.7440538377627408,0.5231272038505003,0.18542203516325828,0.2761410880409173,0.5883530323135095,0.5690893186515795,0.7726465019024664,0.6888577973902785,0.5434115289837363,0.4086097657809493,0.6210532185215883,0.6373524835513678,0.5953949111216242,1.0,0.7049837724829007,0.6203841225440434,0.6291509446356058,0.6632342682562868,0.4879779205240681,0.6041035501375711,0.6233258235076189,0.6331654807393619,0.6122348940200067,0.5698071284742727,0.5541139009670848,0.5679100407970861,0.5981141505123393,0.6267465659655582,0.6437563955849653
"Pelargonium x fragrans leaf - Pelargonium x fragrans, fam. Geraniaceae",0.6872627335786143,0.6654596962647301,0.7308452394529905,0.5805140858608737,0.5624928822171334,0.5935913027226594,0.513501335439809,0.6950471376598387,0.506295643519491,0.49556496720514454,0.6736424483392907,0.6079980147811489,0.6345186598701107,0.4584671959153436,0.725771003714472,0.539942600545596,0.631972207092026,0.5047540191346793,0.7241344472754015,0.7378246332638103,0.5330896564217792,0.5789541629672759,0.5895988428110452,0.6598612641594706,0.6048259520642288,0.6697524844201161,0.5496507305930258,0.22107598144386786,0.3111694007708986,0.6011768714976556,0.6172225061647193,0.7320165765649032,0.7733076483209418,0.37233592210625976,0.4355216214474341,0.6966021203666366,0.7234927386855569,0.6521455700390413,0.7049837724829007,1.0,0.708767322988413,0.6845731196081675,0.68313172181657,0.5340654747993577,0.6951051457988588,0.6990284530341353,0.7036416290793952,0.6912891747706862,0.6414635415498227,0.6302053142247216,0.6472711340818562,0.6454429038062552,0.6969990724320502,0.7413345932837463
"Pepper, green (India) - Piper nigrum L., fam. Piperaceae",0.7390244588715269,0.6687330645480506,0.7393519284374932,0.5759824014997406,0.5430398822129392,0.5806805149573466,0.5077098529009514,0.6769261666726847,0.505981649238757,0.5001089306225311,0.6791236637710611,0.613233620954097,0.6619319634741073,0.4638398258394868,0.7220887900840904,0.6347935538096456,0.6685722796993102,0.5251950946949666,0.7806341260192604,0.7275537534574616,0.5287300235800707,0.5809304484950969,0.5975687580523068,0.6640187365224581,0.6108435015479184,0.7447509812818858,0.5558174143361012,0.2201122414161627,0.30947504645335644,0.6087730578609205,0.6698562848665921,0.6801126035701507,0.7530313740611085,0.3063930259592048,0.4388601858927421,0.6779764978764529,0.701775891400418,0.6589304024529288,0.6203841225440434,0.708767322988413,1.0,0.7395190216735749,0.6943852321488412,0.5491784268296871,0.6962691005999311,0.7127381672918233,0.7140821447350384,0.6858516251959609,0.6669327819617048,0.6318068476644526,0.6632578128914403,0.6644147670701454,0.6952301772711448,0.7274684211780809
