,"Abies borisii-regis needle (Greece) - Abies borisii-regis Mattf., fam. Pinaceae","Achillea filipendulina (Iran) flower - Achillea filipendulina Lam., fam. Asteraceae (Compositae)","Aegopodium podagraria - Aegodopodium podagraria L., fam. Apiaceae (Umbelliferae)","Aframomum sulcatum - Aframomum sulcatum (Oliv. and Hanb.) K. Schum., fam. Zingiberaceae","Buchu leaf (South Africa) 1a - Agathosma betulina (Berg.) Pillans (Barosma betulina Bertl.), fam. Rutacea","Buchu leaf (South Africa) 2 - Agathosma betulina (Berg.) Pillans (Barosma betulina Bertl.), fam. Rutacea","Buchu leaf - Agathosma betulina (Berg.) Pillans (Barosma betulina Bertl.), fam. Rutacea","Calamus (Germany) 2 root - Acorus calamus L., fam. Araceae","Celery seed (China) 3b - Apium graveolens L., fam. Apiaceae (Umbelliferae)","Celery seed (India) 4 - Apium graveolens L., fam. Apiaceae (Umbelliferae)","Chamomile, german (India) 2c stem - Chamomilla recutita (L.) Rausch.(Matricaria chamomilla L.), fam.Asteraceae","Citrus australasica leaf - Citrus australasica, fam. Rutaceae","Conyza bonariensis (Brazil) - Conyza bonariensis (L.) Cronquist, fam. Asteraceae (Compositae)","Conyza sumatrensis - Conyza sumatrensis (Retz) Walk, fam. Asteraceae (Compositaceae)","Cymbopogon distans 4 (Himalaya) - Cymbopogon distans (Steud.) Wats. (Chemotype 4), fam. Poaceae (Gramineae)","Dill herb (Lithuania) - Anethum graveolens L., fam. Apiaceae (Umbelliferae)",Elemi 2 - Canarium luzonicum (Miq.) A. Gray (C. luziconum (Blume) A. Gray),"Elsholtzia strobilifera - Elsholtzia strobilifera Benth., fam. Lamiaceae (Labiatae)","Eupatorium ballotaefolium - Eupatorium ballotaefolium H.B.K., fam. Asteraceae (Compositae)","False acacia flower (Black locust flower) 1 - Robinia pseudoacacia L. (False acacia) (Black locust), fam. Leguminosae","Gingergrass (India) 1 - Cymbopogon martini Stapf., var. sofia, fam. Poaceae (Gramineae)","Gingergrass (India) 2 - Cymbopogon martini Stapf., var. sofia, fam. Poaceae (Gramineae)","Gingergrass (India) 5 - Cymbopogon martini Stapf., var. sofia, fam. Poaceae (Gramineae)","Gingergrass (India) 6 - Cymbopogon martini Stapf., var. sofia, fam. Poaceae (Gramineae)","Lemon flower headspace (clone SG) - Citrus limon (L.) Burm. f., fam. Rutaceae","Libanothamus humbertii leaf (Venezuela) - Libanothamus humbertii Cuatr., fam. Asteraceae (Compositae)","Lippia wilmsii (Kenya) - Lippia wilmsii H.H.W. Pearson, fam. Verbenaceae","Mentha spicata (Nepal) crispa - Mentha spicata L., variety crispa Benth., fam. Lamiaceae (Labiatae)","Michelia balansae flower headspace (China) - Michelia balansae (A. DC.) Dandy, fam. Magnoliaceae","Myrtle leaf (Turkey) 1 - Myrtus communis L., fam. Myrtaceae","Neroli bigarade (bitter orange flower) Italy 3 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae","Olibanum, Frankincense (Somalia) 2 - Boswellia carterii Birdwood, fam. Burseraceae","Olibanum, Frankincense (Somalia) 3 - Boswellia carterii Birdwood, fam. Burseraceae","Olibanum, Indian (India) - Boswellia serrata Roxb. ex Colebr., fam. Burseraceae","Olive flower (headspace) - Olea europaea L., fam. Oleaceae","Orange leaf, sweet (North Africa) 1 - Citrus sinensis (L.) Osbeck, cultivar Portuguese, fam. Rutaceae","Orange leaf, sweet (North Africa) 4 - Citrus sinensis (L.) Osbeck, cultivar Washington navel, fam. Rutaceae","Parsley leaf (Germany), 1b (smooth leaf) - Petroselinum crispum (Miller) A.W. Hill (P. sativum Hoffm.), fam. Apiaceae","Pelargonium exstipulatum leaf - Pelargonium exstipulatum (Cav.) L'Herit., fam- Geraniaceae","Pelargonium x fragrans leaf - Pelargonium x fragrans, fam. Geraniaceae","Pepper, green (India) - Piper nigrum L., fam. Piperaceae","Peucedanum zenkeri (Cameroon) 1a - Peucedanum zenkeri Engl., fam. Apiaceae (Umbelliferae)","Prostanthera staurophylla - Prostanthera staurophylla F. Muell., fam. Lamiaceae (Labiatae)","Pummelo (Shaddock) (Vietnam) flower - Citrus maxima (J. Burman) Merrill. (C. grandis (L.) Osbeck), fam. Rutaceae","Rosa chinensis (headspace), China - Rosa chinensis Jacq., fam. Rosaceae","Rosemary 1c - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Savory, winter (Bulgaria) - Satureja montana L. ssp. kitaibelii Wierzb., fam. Lamiaceae (Labiatae)","Schinus lentiscifolius leaf (Uruguay) - Schinus lentiscifolius (L.) March, fam. Anacardiaceae","Tagetes erecta (Hungary) - Tagetes erecta L. (T. major Gaertn), fam. Asteraceae (Compositae)","Tagetes erecta (Portugal) - Tagetes erecta L. (T. major Gaertn), fam. Asteraceae (Compositae)","Tagetes patula (Hungary) - Tagetes patula L., fam. Asteraceae (Compositae)","Tagetes patula (India) - Tagetes patula L., fam. Asteraceae (Compositae)","Torreya grandis 1 - Torreya grandis Fort., fam. Taxaceae","Tuberose living flower headspace - Polianthes tuberosa L., fam. Amaryllidaceae (Agavaceae)"
"Peucedanum zenkeri (Cameroon) 1a - Peucedanum zenkeri Engl., fam. Apiaceae (Umbelliferae)",0.7616779791813275,0.7408489108850611,0.767443139873072,0.5780242076391479,0.5507273908461623,0.6122346500873923,0.5103688472344138,0.6891664612695695,0.5210658366503481,0.527023830564477,0.7410148215495918,0.6309278654235555,0.7264235880243799,0.5067284311030789,0.7636631294727538,0.5951463967700289,0.6998026639023764,0.5115750128797418,0.7900437677878442,0.7295309849798461,0.5414668806728615,0.6282177756304661,0.6703633708918765,0.7286556518819358,0.6713568643058789,0.6838419197075015,0.6160029784660928,0.22508669524765756,0.3217934875905508,0.6313615476661022,0.7153513378323693,0.6564446715651882,0.7660595776914065,0.28195757664457777,0.4695243818618996,0.718958135794928,0.7363479448423571,0.7197684832096245,0.6291509446356058,0.6845731196081675,0.7395190216735749,1.0,0.744658354651059,0.5775064733765929,0.700028796929667,0.7471326749842249,0.7371089452208631,0.7233509109981446,0.6994414567106655,0.6694744397710097,0.6797003074282271,0.7344194297642923,0.712719399141446,0.7376762446187186
"Prostanthera staurophylla - Prostanthera staurophylla F. Muell., fam. Lamiaceae (Labiatae)",0.7601327671733403,0.7702425218284243,0.698913855997358,0.557047662926497,0.5430029289621638,0.6100816805486526,0.5020753827238413,0.6922726589681002,0.5144071803202073,0.5244872816042171,0.7535737998093055,0.6346492277384903,0.6692196727006597,0.4888764576108485,0.7440641640347323,0.597282246027765,0.7230037501118798,0.4893364410248279,0.7255058435867852,0.7289798109095509,0.5366757592382816,0.637815026918984,0.685448557819792,0.7375023756249433,0.6627355912657686,0.6789451102043982,0.6245849660728751,0.22031078148341798,0.31987301524442935,0.6935738646841096,0.6701905721851029,0.6500073644347797,0.7402698614898213,0.28023845031258576,0.4761123776857249,0.7013108122386023,0.714187969727386,0.6828161950191654,0.6632342682562868,0.68313172181657,0.6943852321488412,0.744658354651059,1.0,0.555774914097662,0.6803948021372914,0.7077917302932624,0.7241173038433961,0.6750321126886982,0.6561036997293339,0.6163310369354836,0.6426780000433909,0.7080870201299356,0.7159942030847499,0.7257715109583891
"Pummelo (Shaddock) (Vietnam) flower - Citrus maxima (J. Burman) Merrill. (C. grandis (L.) Osbeck), fam. Rutaceae",0.5548008279979244,0.5568031126765629,0.5677536904575841,0.45410135114794414,0.44107894263395697,0.47865002271344836,0.40810419583581503,0.5399466037491584,0.4115752575815087,0.4103966833454231,0.5592780133656132,0.4873021263938666,0.514555312001864,0.3848919208396152,0.5780164413497042,0.46160418951485827,0.5290776870460752,0.40832581324307904,0.5740269295773524,0.6188448419683102,0.4311572375051663,0.48679117575093567,0.5104589016840662,0.5538087912691443,0.6367711345608915,0.5118705483421687,0.49518054471531747,0.1543800396357864,0.2411560807413835,0.5643154458588975,0.5904626357131284,0.5152456842514678,0.5832093683014323,0.21297971070245403,0.3619810347946234,0.6195036562461365,0.6124701164786355,0.5327018690126343,0.4879779205240681,0.5340654747993577,0.549178426829687,0.5775064733765929,0.555774914097662,1.0,0.5578227042761352,0.5950720659510846,0.5773322107955866,0.5345784726352661,0.5304547517267089,0.5283917951581196,0.5258769605535926,0.5359916464556453,0.5504452729171221,0.5766129448361967
"Rosa chinensis (headspace), China - Rosa chinensis Jacq., fam. Rosaceae",0.6882820808199073,0.6783771036838606,0.726525114503298,0.5827299888701847,0.5529243305005431,0.589377602545665,0.5161527824254719,0.6851837973010639,0.5135240725196979,0.5069425806199581,0.6873423780359756,0.6074440069750795,0.6496662415158412,0.4656144925880278,0.7395126349273327,0.5529358053043882,0.6397200754515942,0.5099760357797201,0.7190981615217305,0.7617970771473138,0.5400205059996876,0.5940894168559141,0.6117572379765464,0.6807003035205592,0.6238647328057323,0.6203355523135153,0.5721574794155411,0.22458034047577968,0.31682199446061465,0.6422272718031412,0.6926626612909685,0.6666233905611593,0.7578085305468587,0.2985862392571911,0.4458963898665268,0.7123612186349595,0.7313850577667137,0.6624868999901101,0.6041035501375711,0.6951051457988588,0.6962691005999311,0.700028796929667,0.6803948021372914,0.5578227042761352,1.0,0.7124977217153261,0.7078275492327315,0.6894750915178545,0.6697559551415251,0.642427044674448,0.6698897573579432,0.6655810644829042,0.7002236572182847,0.7472994305300547
"Rosemary 1c - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)",0.6949474055145783,0.7089990647376154,0.7732260527772918,0.5781982944217525,0.5636030735429292,0.6063121408272445,0.5261599743372105,0.700714040088833,0.5241291864524786,0.5167755859313911,0.7132737409536356,0.6271123208577256,0.6465954601208546,0.4765915356570991,0.7546940018497604,0.5876730371707298,0.6988625787092293,0.5124474918441613,0.7498649014072231,0.7895323662306155,0.5482935601184691,0.6144785780207607,0.6330356682302656,0.7016637452463901,0.6445932090154571,0.6817685284552537,0.6145965672577931,0.2296668395791659,0.3241616989750592,0.6504891700471442,0.6854114135535148,0.6816036773145845,0.8320783156988507,0.3087382980373208,0.456237880460463,0.7660940670056071,0.7859952192580841,0.686629236255959,0.6233258235076189,0.6990284530341353,0.7127381672918233,0.7471326749842249,0.7077917302932624,0.5950720659510846,0.7124977217153261,1.0,0.8130190149869346,0.696134321270703,0.651641252048579,0.6454043797921937,0.6548633588945862,0.6764458183847318,0.7122456624879292,0.7599884135859349
"Savory, winter (Bulgaria) - Satureja montana L. ssp. kitaibelii Wierzb., fam. Lamiaceae (Labiatae)",0.7260079888043576,0.7283380035337991,0.8018759218650107,0.5809035632004254,0.5545981964056049,0.5973440092382417,0.5158199728632449,0.6960565101823027,0.5152033206185905,0.5126391855929826,0.7124061771995498,0.6527582976349473,0.6855580704947508,0.4763645729538991,0.7446000715859791,0.5863127013842204,0.6992550029698632,0.5047085199174004,0.7745264878170397,0.7668216446730457,0.5404151224190376,0.6114778346195625,0.6297351911095619,0.6954585422765869,0.6499550017370077,0.6880964825737172,0.610880877474125,0.2251874041321471,0.3192398238658869,0.6600887182497566,0.6807577090784901,0.6918388747791375,0.8115392412259528,0.31198176625163054,0.4538612091319104,0.7410053687673852,0.7623723178075853,0.6779001711760182,0.6331654807393619,0.7036416290793952,0.7140821447350384,0.7371089452208631,0.7241173038433961,0.5773322107955866,0.7078275492327315,0.8130190149869346,1.0,0.700141611949388,0.6894054872737925,0.6653490294022698,0.6797876103033977,0.71380059616231,0.7079328796899935,0.7444018997309793
"Schinus lentiscifolius leaf (Uruguay) - Schinus lentiscifolius (L.) March, fam. Anacardiaceae",0.6807620140400131,0.6659461499208156,0.7388253407864878,0.577133164051123,0.5473323646837214,0.5805890868617993,0.5122361955643614,0.6776151511590008,0.5079387108261579,0.49917014245707847,0.6720080910538098,0.6470392814358104,0.6619263183149053,0.45607564824221924,0.7278091135808278,0.5421584818539443,0.6258826105485268,0.4952879418338041,0.7122631814894697,0.7286811823521969,0.5341813950292107,0.5846981303791778,0.596929686238113,0.6662585145645364,0.6061766558659714,0.6205416008305644,0.5538583001836102,0.2214500694375683,0.3122275673716116,0.5701240201553885,0.6067758669362492,0.6764439955494067,0.769236618959811,0.29907862988607326,0.4360513557293313,0.6817223034898918,0.7078318150449778,0.6534793997542858,0.6122348940200067,0.6912891747706862,0.6858516251959609,0.7233509109981446,0.6750321126886982,0.5345784726352661,0.6894750915178545,0.696134321270703,0.700141611949388,1.0,0.6507975392644707,0.6296599126100413,0.6539146696559939,0.6526100636414878,0.6878605623526469,0.7387072374567172
"Tagetes erecta (Hungary) - Tagetes erecta L. (T. major Gaertn), fam. Asteraceae (Compositae)",0.6580641633118587,0.6562198064965155,0.6659519462940411,0.5533200950798881,0.5164145604322357,0.5619587644076144,0.4794900164608661,0.6365921235225054,0.4840904585970054,0.48908904881710114,0.6579661376019754,0.5825780580015224,0.6671771886969036,0.46026427749877663,0.6894390781080301,0.5352955855481436,0.6194951164540561,0.46438722062120685,0.7480121548359842,0.675994532980004,0.5068801121478752,0.5724423808297429,0.6005349384457577,0.6558643279751611,0.6236094688317209,0.5882452521765125,0.6926383304811916,0.20549404662758342,0.29603622849663747,0.5628481141546674,0.6133156300451372,0.6247538896229979,0.6980926215249479,0.2634780725107513,0.4278666250370802,0.6442176778812584,0.6613922648748949,0.6264685225357411,0.5698071284742727,0.6414635415498227,0.6669327819617048,0.6994414567106655,0.6561036997293339,0.5304547517267089,0.6697559551415251,0.651641252048579,0.6894054872737925,0.6507975392644707,1.0,0.7804304194539445,0.721879150154207,0.6725518628201741,0.6593096408504542,0.6852799403996023
"Tagetes erecta (Portugal) - Tagetes erecta L. (T. major Gaertn), fam. Asteraceae (Compositae)",0.6182720597378801,0.6198236124973926,0.6662784044829604,0.5339608059120228,0.5107287550894755,0.542351107037303,0.4765779820893308,0.6258833690431955,0.4729514435818649,0.4652335795223197,0.6247111289901368,0.5757940744551187,0.6035595178445166,0.4399249211062294,0.6730150554766509,0.5063899822016315,0.5829458482154332,0.46168778118413245,0.6989542372333206,0.670907535951587,0.49746115313965467,0.5427327313930121,0.5576480075564199,0.618528900907824,0.5983930125725496,0.5768075395900034,0.6857916244121629,0.19863133775906183,0.28702135669183393,0.5350640800453128,0.583139194778346,0.613667473755162,0.6878519171158729,0.27249420680826897,0.40644349823348813,0.6332756754338621,0.6550298832279713,0.6196965984206448,0.5541139009670848,0.6302053142247216,0.6318068476644526,0.6694744397710097,0.6163310369354836,0.5283917951581196,0.642427044674448,0.6454043797921937,0.6653490294022698,0.6296599126100413,0.7804304194539445,1.0,0.647297083683005,0.6678958229050325,0.6348356514053706,0.6770847874098893
"Tagetes patula (Hungary) - Tagetes patula L., fam. Asteraceae (Compositae)",0.6465769612940027,0.643018788806484,0.6739324083043585,0.5545724757729233,0.520836433654614,0.5591852812152183,0.48543963462085327,0.640833754451068,0.48559131184202864,0.4846195676485565,0.648556316536596,0.581834932224168,0.6467560863877139,0.4514403145453756,0.6913692633526003,0.5272638746110382,0.6075118205881487,0.46982288171788533,0.7238406351675275,0.6852318386646592,0.5098021252615765,0.5646684968206719,0.585577244533491,0.645736875513888,0.6083327077341203,0.5841923854351617,0.5442095631597714,0.20720184639888495,0.2967162893529913,0.5529110887935968,0.600539395658999,0.6307066801844348,0.7049790574965009,0.2729541710679878,0.4224289239667164,0.645072900996059,0.6653761647558376,0.6246852881540621,0.5679100407970861,0.6472711340818562,0.6632578128914403,0.6797003074282271,0.6426780000433909,0.5258769605535926,0.6698897573579432,0.6548633588945862,0.6797876103033977,0.6539146696559939,0.721879150154207,0.647297083683005,1.0,0.6776345680990441,0.658200241914492,0.693727336802335
"Tagetes patula (India) - Tagetes patula L., fam. Asteraceae (Compositae)",0.6928081070159571,0.7350586642553847,0.6890805155885618,0.5507527303289754,0.527638469111962,0.5856463941348231,0.4883794862080647,0.6562994776116431,0.4993031757268803,0.5088144839251658,0.7026407511183261,0.5866622090279975,0.660318372156548,0.46981704671288094,0.7132388133815991,0.5707672421627921,0.6661923011815756,0.49345528083517187,0.7066021642889946,0.6927301241906001,0.5234762090740648,0.6594443872480458,0.6583781974727068,0.7120866480136551,0.6320367688227643,0.624080293787145,0.6061474397297222,0.21212638822070007,0.3083012734723587,0.6015750263070542,0.6385359342142722,0.624010868121829,0.7137490818535099,0.2658280895969928,0.45270381096731316,0.6727066125401431,0.686521656781162,0.6633593132443731,0.5981141505123393,0.6454429038062552,0.6644147670701454,0.7344194297642923,0.7080870201299356,0.5359916464556453,0.6655810644829042,0.6764458183847318,0.71380059616231,0.6526100636414878,0.6725518628201741,0.6678958229050325,0.6776345680990441,1.0,0.6804245730613909,0.7022592814182016
"Torreya grandis 1 - Torreya grandis Fort., fam. Taxaceae",0.7029374950033335,0.7055205665409168,0.7244829117061224,0.5777076856183534,0.5560946362003469,0.6008715980323716,0.5180023433152489,0.7043747673177211,0.5189870220960515,0.516071717254968,0.7123106389777119,0.6120848900798177,0.6521579506182249,0.473656994579701,0.7496929245244797,0.5697817272140505,0.6664378500977406,0.5040818536069611,0.7203175987191524,0.7491612641806444,0.544742082008506,0.6100693516850504,0.636204876890611,0.7028542510126053,0.635243943613574,0.6401039772933197,0.5870082401372778,0.22649778406235455,0.32128661800229974,0.6188621261793161,0.6381811445988061,0.667665068074967,0.7644408746635019,0.2976367944041458,0.45701760184188867,0.7044541659848459,0.7258821328364053,0.6749640949042365,0.6267465659655582,0.6969990724320502,0.6952301772711448,0.712719399141446,0.7159942030847499,0.5504452729171221,0.7002236572182847,0.7122456624879292,0.7079328796899935,0.6878605623526469,0.6593096408504542,0.6348356514053706,0.658200241914492,0.6804245730613909,1.0,0.7588252983589197
"Tuberose living flower headspace - Polianthes tuberosa L., fam. Amaryllidaceae (Agavaceae)",0.7221999283398688,0.7265899028456204,0.7865293451967471,0.6126604026067235,0.592073152184982,0.6295117292977042,0.5525671160614277,0.7799812598250747,0.5482569161176809,0.5381154665647114,0.7457764788215147,0.644889767687866,0.6746639970701807,0.4915743520368029,0.811480203332526,0.5881915415764596,0.6813985148479587,0.5343859201817961,0.7496647844022524,0.8176681747766723,0.5777658475566442,0.6326047046143326,0.6514629687337894,0.7330673767664035,0.6608994634459828,0.6562473218604462,0.6029053117514225,0.24546790445938305,0.3411439358882332,0.6260596045813195,0.661865478368532,0.7114643476414433,0.8352392961145372,0.323875357353285,0.47208141245482227,0.7460016800617321,0.7809829578682874,0.7127176753996404,0.6437563955849653,0.7413345932837463,0.7274684211780809,0.7376762446187186,0.7257715109583891,0.5766129448361967,0.7472994305300547,0.7599884135859349,0.7444018997309793,0.7387072374567172,0.6852799403996023,0.6770847874098893,0.693727336802335,0.7022592814182016,0.7588252983589197,1.0
