,"Achillea abrotanoides - Achillea abrotanoides (Vis.) Vis., fam. Asteraceae (Compositae)","Achillea serbica - Achillea serbica Nym., fam. Asteraceae (Compositae)","Achillea wilhelmsii (Egypt) - Achillea wilhelmsii C. Koch (A. santolina Auct. Mult.), fam. Asteraceae","Achillea wilhelmsii (Turkey) - Achillea wilhelmsii C. Koch (A. santolina Auct. Mult.), fam. Asteraceae","Amomum villosum (China) 1a - Amomum villosum Lour. var. xanthioides, fam. Zingiberaceae","Annual wormwood (Finland) - Artemisia annua L., fam. Asteraceae (Compositae)","Annual wormwood (Vietnam) 1 - Artemisia annua L., fam. Asteraceae (Compositae)","Annual wormwood (Vietnam) 2a - Artemisia annua L., fam. Asteraceae (Compositae)","Artemisia abaensis (China) - Artemisia abaensis Y.R. Ling et S.Y. Zhao, fam. Asteraceae (Compositae)","Artemisia aksaiensis (China) - Artemisia aksaiensis Y.R. Ling, fam. Asteraceae (Compositae)","Artemisia arborescens (U.S.A.) - Artemisia arborescens L., fam. Asteraceae (Compositae)","Artemisia aucheri (Iran) 1 - Artemisia aucheri Boiss., fam. Asteraceae (Compositae)","Artemisia austriaca (Turkey) - Artemisia austriaca Jacq., fam. Asteraceae (Compositae)","Artemisia diffusa (Iran) 2 - Artemisia diffusa Krasch. ex Poljak., fam. Asteraceae (Compositae)","Artemisia glacialis (Italy) - Artemisia glacialis L., fam. Asteraceae (Compositae)","Artemisia kawakamii (China) - Artemisia kawakamii Hayata, fam. Asteraceae (Compositae)","Artemisia vallesiaca (Italy) - Artemisia vallesiaca All., fam. Asteraceae (Compositae)","Curcuma aromatica (India) 1 petiole - Curcuma aromatica Salisb., fam. Zingiberaceae","Curcuma aromatica (India) 2a leaf - Curcuma aromatica Salisb., fam. Zingiberaceae","Curcuma aromatica (India) 2b rhizome - Curcuma aromatica Salisb., fam. Zingiberaceae","Lavandula stoechas (ssp. pedunculata A) - Lavandula stoechas L. (ssp. pedunculata, Chemotype A), fam. Lamiaceae","Lavandula stoechas (ssp. sampaioana A) - Lavandula stoechas L. (ssp. sampaioana, Chemotype A), fam. Lamiaceae","Lavandula stoechas (ssp. stoechas) - Lavandula stoechas L. (ssp. stoechas), fam. Lamiaceae (Labiatae)","Melia dubia (India) - Melia dubia Cav., fam. Meliaceae","Picea engelmanni needle - Picea engelmanni (Parry) Engelm., fam. Pinaceae","Rosemary (Brazil) 2 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Chile) - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Cuba) - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (France) 3 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Hungary) 1 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Hungary) 2a - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Japan) - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (South Africa) 2 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Spain) 7 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Spain) 8 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosmarinus eriocalyx (Algeria) 1 - Rosmarinus eriocalyx Jordan & Fourr., fam. Lamiaceae (Labiatae)","Rosmarinus eriocalyx (Spain) - Rosmarinus eriocalyx Jordan & Fourr., fam. Lamiaceae (Labiatae)","Rosmarinus tomentosus (Spain) - Rosmarinus tomentosus Huber-Morath & Maire, fam. Lamiaceae (Labiatae)","Sage, dalmatian (Greece) - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Portugal) - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian var. Berggarten (USA) - Salvia officinalis L. var. Berggarten, fam. Lamiaceae (Labiatae)","Sage, dalmatian var. Compacta (USA) - Salvia officinalis L. var. Compacta, fam. Lamiaceae (Labiatae)","Sage, spanish (Spain)  1 - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)","Sage, spanish (Spain)  3 - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)","Sage, spanish (Spain)  4 - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)","Sage, spanish (Spain)  6 - Salvia lavandulaefolia Vahl. ssp. vellerea (Chemotype 1), fam. Lamiaceae","Sage, spanish (Spain)  7 - Salvia lavandulaefolia Vahl. ssp. vellerea (Chemotype 2), fam. Lamiaceae","Sage, spanish (Spain)  9 - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)","Sage, spanish (Spain) 10 - Salvia lavandulaefolia Vahl, fam. Lamiaceae (Labiatae)","Sage, spanish (Spain) 12 - Salvia lavandulaefolia Vahl, fam. Lamiaceae (Labiatae)","Sage, spanish (Spain) 13 - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)","Sage, spanish (Spain) 14 - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)","Sage, spanish 1 - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)","Salvia aucheri (Turkey) 1a var. aucheri - Salvia aucheri Benth. var. aucheri, fam. Lamiaceae (Labiatae)","Salvia aucheri (Turkey) 1b var. canenscens - Salvia aucheri Benth. var. canenscens, fam. Lamiaceae (Labiatae)","Salvia tomentosa (Turkey) leaf - Salvia tomentosa Mill., fam. Lamiaceae (Labiatae)","Santolina canescens - Santolina rosmarinifolia (L.) ssp. canescens (Lag.) Nyman, fam. Asteraceae","Santolina chamaecyparisus (Spain) - Santolina chamaecyparisus L., ssp. squarrosa DC., fam. Asteraceae","Tanacetum khorassanicum (Iran) - Tanacetum khorassanicum (Krasch.) Parsa, fam. Asteraceae (Compositae)","Tansy (U.S.A.) - Tanacetum vulgare L., fam. Asteraceae (Compositae)","Thymus funkii - Thymus funkii Cosson, fam. Lamiaceae (Labiatae)","Yarrow (India) - Achillea millefolium L., fam. Asteraceae (Compositae)","Yarrow - Achillea millefolium L., fam. Asteraceae (Compositae)"
"Sage, dalmatian var. Compacta (USA) - Salvia officinalis L. var. Compacta, fam. Lamiaceae (Labiatae)",0.6166024549542517,0.20302217974343306,0.44847659758994807,0.6234980141016848,0.44561223330331057,0.47949398548973,0.6392093791827089,0.4978313765774278,0.6332410647874801,0.70832332399243,0.41948646294951386,0.4755676722250519,0.4604699483551432,0.6214990118594249,0.6156336527942334,0.4652318291957507,0.41582680243615555,0.5783694145459501,0.5219535127721748,0.4994768375333455,0.5604648254284108,0.42001471776828814,0.2211060650822374,0.4710098675335619,0.43833909510773605,0.6951908716424151,0.5362613070225057,0.5980083996136354,0.6555757851568925,0.6608654708089101,0.6373706877922708,0.7485177460035335,0.6307141846978312,0.6200452422553766,0.6258055285886857,0.5058001998665624,0.593180018730862,0.49886311632767955,0.7434014095508805,0.6248496849461646,0.6439124925343322,1.0,0.6777528312714453,0.7889092376780011,0.7671707350883671,0.699370788752957,0.6097640475092355,0.7403831015793286,0.7440077137780574,0.7223500861691076,0.7307862425866343,0.7417107474963684,0.5533973256731288,0.7763091477760433,0.7736378874229742,0.6224429562325773,0.6240136469155679,0.4889766131683011,0.4763283841603736,0.39512527002275233,0.755382622084359,0.5768408920712697,0.6072368169767995
"Sage, spanish (Spain)  1 - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)",0.6073561082596672,0.17303292156588357,0.41565093996765423,0.6340385726925624,0.3643995634208328,0.4295963208954353,0.5906350207660597,0.4305194858097392,0.5516740983260785,0.6328321703354483,0.3782889796781239,0.43149488525644353,0.5077860418838964,0.6009238501706269,0.5968703296025111,0.38931489183028856,0.3392131861316747,0.5118895359448385,0.46430848448936746,0.44447168940452697,0.5614877100532036,0.40372228717309877,0.1910843733013241,0.4444935051724348,0.3720553269255583,0.6716086105552765,0.45594678626523544,0.5681270164864927,0.6297804309888279,0.5433805119837346,0.6418077763317851,0.6540066316230106,0.6663777114939308,0.6150332831658321,0.5962599100558887,0.5607768428806812,0.6252497938627746,0.5178183126024382,0.6263628486122924,0.5646620027804095,0.5027064758994964,0.6777528312714453,1.0,0.7845008091390442,0.8059950114872827,0.6999896411174766,0.5163901549946734,0.7088479520615576,0.8067530452538252,0.623249585689994,0.7498399488091723,0.7506036580699237,0.5769257135024338,0.6941500678709991,0.6948800230103171,0.6140444010117478,0.5329071578083548,0.4163875431590378,0.406751316799553,0.3753102148814348,0.7339066154781876,0.5327689227174962,0.620277351922636
"Sage, spanish (Spain)  3 - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)",0.6166436050833701,0.2750271036895504,0.4456029012410133,0.7273228806082075,0.4557189728817861,0.4883835494736305,0.6646283014756089,0.4969284699051274,0.6168998483104753,0.6869852292944564,0.41967911947971115,0.48602230199421437,0.5701608382527605,0.6968395574615914,0.6894056467050895,0.4762714920367599,0.4471944609449018,0.5759970542667934,0.5521257404219475,0.5390259576844603,0.609707134426736,0.4852789315524354,0.23104614858504113,0.4785775164541559,0.4690678707962266,0.7827808338175883,0.5663119478966222,0.6622568988096189,0.7023506524454589,0.660638805695443,0.6891659671249839,0.7335360203731393,0.7349247072111273,0.7144094170193767,0.6857111977538404,0.598919321806477,0.6670603544929294,0.5970427241289802,0.678728242107844,0.6539888933617313,0.6092177774299358,0.7889092376780011,0.7845008091390442,1.0,0.8905117760605188,0.8064965701333946,0.5943371207645796,0.8034170645578547,0.8660925084059992,0.6564292581925719,0.8250991812306947,0.8520138151230497,0.663903614448105,0.7961167992976199,0.7749575233926504,0.6642130985427368,0.6097422183451525,0.4918003698667056,0.4653129422720166,0.4270576426291094,0.7757588603883006,0.6144738111145175,0.6279941694796081
"Sage, spanish (Spain)  4 - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)",0.6049938127584171,0.22702675910547576,0.4490342418103287,0.6922655475978251,0.4421890089557552,0.4785125780799304,0.6496760719205711,0.4969280190966169,0.6262283895404755,0.6930374254108598,0.42691088190125703,0.48912183759900185,0.5387812329045893,0.656254955045795,0.6653608266144131,0.48003165547835547,0.42630076713868414,0.5808522424894391,0.5490230858683469,0.5316089167965441,0.6083003474614406,0.4764991247041632,0.2305330276627302,0.4714833066807056,0.45383469070091875,0.7623009685511013,0.5554984737452616,0.6479304598228288,0.6944677820913974,0.6516193216921751,0.6625833977621955,0.7366999593163708,0.7044137851514684,0.7038360816696847,0.6671083805541007,0.5896241763490786,0.6591835671274038,0.5853443837684066,0.6944258464130124,0.6370133294760648,0.6051283639579661,0.7671707350883671,0.8059950114872827,0.8905117760605188,1.0,0.7883681813308201,0.5908355493647912,0.811600546666779,0.8832157820254685,0.6702101761199879,0.830831536863454,0.8092849612691696,0.6438613060765637,0.7736726430113645,0.7568971794427255,0.672029502430886,0.6082781294632782,0.487417585905739,0.4669270001447078,0.4226691834225895,0.7596791261206497,0.6075104646825211,0.6317100321535076
"Sage, spanish (Spain)  6 - Salvia lavandulaefolia Vahl. ssp. vellerea (Chemotype 1), fam. Lamiaceae",0.577979896340172,0.2575204135213649,0.4171185114202689,0.7563261613009657,0.5501267893852392,0.5081037471788421,0.6459884404628429,0.5269185647767958,0.5915664228771583,0.6002320654072439,0.45689707209123964,0.48906415900127,0.581595116035166,0.6750481873820172,0.7323199585966708,0.5228482531774186,0.4793466278613515,0.5628677090494294,0.5886311830452085,0.5921356889830214,0.5933921905460902,0.5548414583365964,0.23519514436623035,0.557937077972753,0.5920876290737089,0.7568371901344038,0.5881377523224673,0.7285108670439653,0.6598530220338715,0.6427768554035906,0.5715764485383117,0.7021619908158396,0.677341957507502,0.7870855207366221,0.6572931285249712,0.7535412858412847,0.8019176228710173,0.7286752201161563,0.6126698356444148,0.6772953073959667,0.7048964929011732,0.699370788752957,0.6999896411174766,0.8064965701333946,0.7883681813308201,1.0,0.5937409392728448,0.7350249876526422,0.8088308744612606,0.636413054924881,0.6979567263983819,0.7687759751116281,0.6517975324992906,0.7249600852894107,0.6585605467242783,0.6335764851908117,0.5720586333119184,0.5287093781789443,0.4389768030917862,0.46627544257420994,0.6464179204380669,0.6315771995623827,0.6338402425817603
"Sage, spanish (Spain)  7 - Salvia lavandulaefolia Vahl. ssp. vellerea (Chemotype 2), fam. Lamiaceae",0.502401759100233,0.17769275373990367,0.3916262748929822,0.49133290466949164,0.42800835445142016,0.4317663664313345,0.5394060135190859,0.48825058293489065,0.5930863400890476,0.55608675225228,0.43098990013278404,0.44421088509052,0.3150867909319912,0.4537122868278426,0.5265043461287017,0.4986875863151575,0.3395668091060976,0.5418542825190432,0.4956937830327629,0.47648953988479736,0.4742052887313032,0.3928322690828566,0.19303174474201212,0.49376116882118426,0.41635429492499765,0.5455157826173096,0.4719874502112642,0.5359945180918887,0.5039195001765933,0.5675925361515032,0.4427940840966249,0.6229771839799243,0.46269094905495634,0.5289730037629921,0.44699214165899315,0.4547745359457799,0.5314532764280349,0.4478236568870484,0.5492885924328247,0.5135495942702983,0.6024083435549537,0.6097640475092355,0.5163901549946734,0.5943371207645796,0.5908355493647912,0.5937409392728448,1.0,0.5932902380719625,0.5967789924968065,0.5796853545987669,0.5825625088805767,0.6135590148501184,0.4113686546190376,0.6073724978511952,0.5661975390964813,0.49203130596456124,0.5965537616328721,0.45943172186168857,0.42590223545397154,0.38880461301014957,0.5588218722707795,0.5174620445657132,0.5980061429655663
"Sage, spanish (Spain)  9 - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)",0.5849504711344347,0.26551127065438695,0.4763214008742921,0.7069965611126272,0.4358669997244349,0.5154350548147665,0.6851455708551377,0.5516078042763142,0.6972909873304821,0.7400177223130372,0.46857484526712556,0.533139057422697,0.5335437005742523,0.6710693448256215,0.693127204750249,0.5530926804719716,0.4711640686962575,0.630362494784741,0.6157028404514923,0.5992162903261424,0.6322655466969709,0.5231605664280075,0.2589516722538464,0.45086384742311525,0.45213330450225897,0.7142000484606352,0.5266211687388072,0.697691605183006,0.7138097525244347,0.729942414720667,0.6143543396335003,0.7329154358248532,0.6844052096088559,0.7140899682498109,0.6938358314894854,0.559649149068683,0.6420552251827052,0.6052770732135605,0.6876912663116304,0.6636463710426728,0.6065817397803122,0.7403831015793286,0.7088479520615576,0.8034170645578547,0.811600546666779,0.7350249876526422,0.5932902380719625,1.0,0.7418860313974349,0.6728070996015229,0.7321863399595273,0.7810263355226059,0.6595957999655516,0.7796257704107804,0.7431328663491896,0.6374374555823471,0.6214158477596934,0.5343654873946728,0.5083177499927988,0.47257551454275315,0.7065434355065157,0.6691508770142794,0.6414894438662225
"Sage, spanish (Spain) 10 - Salvia lavandulaefolia Vahl, fam. Lamiaceae (Labiatae)",0.610589730543565,0.22030636400871084,0.4304362351719786,0.7122181022799068,0.4604840826576886,0.4738933437275542,0.6389592874250204,0.4788674321547475,0.5871928317423053,0.6521787596912896,0.4070059959965212,0.47129917235760344,0.5714572605259891,0.6658524018965288,0.6755080030724276,0.45430808642925324,0.41103126840652626,0.554329112307812,0.5328894058422566,0.5197815963368708,0.5852570887045254,0.4693757234819014,0.2194864524744773,0.4877358849485901,0.4763561287556486,0.752252077279052,0.5521477679556756,0.6273938552346106,0.6700184987503198,0.6116872642431133,0.6550242739306581,0.6991108753348737,0.7009669116843273,0.696585316011789,0.6818756506907161,0.6170681196213952,0.6687708704548427,0.5805563130515689,0.6571577430271509,0.6278334882655343,0.5920938838389891,0.7440077137780574,0.8067530452538252,0.8660925084059992,0.8832157820254685,0.8088308744612606,0.5967789924968065,0.7418860313974349,1.0,0.6275366124537605,0.7765456266169679,0.8342336107848816,0.6470669356382966,0.7434240033998165,0.7190986421458925,0.6900706376272369,0.5815303820408457,0.47456427466890494,0.43736971721128404,0.41356464393190073,0.7387298711361352,0.5907600711986539,0.6075379844128381
"Sage, spanish (Spain) 12 - Salvia lavandulaefolia Vahl, fam. Lamiaceae (Labiatae)",0.6111464939466438,0.19759474422301826,0.45778392746413,0.5342255413577273,0.42233177310215586,0.4917725630681369,0.6360535601540824,0.5388931427919559,0.6671821361877058,0.6959245372598488,0.47079461314376425,0.4947934902391784,0.3569643223598091,0.5109435149697419,0.5616425353070634,0.49971347037692526,0.34622565714147013,0.5929418754851371,0.5277708434159909,0.5014890674561554,0.5351845493676484,0.4159829129004994,0.22311832448594215,0.5031317787212245,0.4313905020160749,0.6245486749857829,0.5378432227364656,0.5635919530448184,0.5771492719717317,0.6091349055068369,0.48751822414916424,0.7091676376858154,0.5160632019234127,0.5902432863877349,0.4869646403847362,0.48658367653680257,0.5948227435574373,0.4807658482780155,0.7833366565994959,0.6011121034931155,0.6501374646900884,0.7223500861691076,0.623249585689994,0.6564292581925719,0.6702101761199879,0.636413054924881,0.5796853545987669,0.6728070996015229,0.6275366124537605,1.0,0.6572510267555625,0.6079150401516267,0.4532809649770022,0.6678187235834931,0.632404527585043,0.5465412681486558,0.6157545180377741,0.49637920575810934,0.4725427285677699,0.4175786859408971,0.6327806756022654,0.5650435374242888,0.6358225270027973
"Sage, spanish (Spain) 13 - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)",0.6098569713240845,0.24655090417308512,0.446532404581353,0.5839552776448766,0.42181512971303836,0.4539971251321251,0.6187837324028485,0.4821881372849707,0.6232570350301172,0.679772524638067,0.42601349812362566,0.47246399680350737,0.42711360613833715,0.5581669405645454,0.5920691085811823,0.4489639362986465,0.34165677324157095,0.5731425685949557,0.5052355859710029,0.4795178955569609,0.5653993798264767,0.4106749538799602,0.2148268232797318,0.4714704605130756,0.41900589400924804,0.6958522934247793,0.5413163004475241,0.5549487119052853,0.6097625219705629,0.5996651656598535,0.6074050624618129,0.7238588636748315,0.6125072419706128,0.6180400777237643,0.5646341979989836,0.5060204643089541,0.587199424384794,0.48858999309151796,0.6525593444765847,0.57293202678228,0.5672819588996125,0.7307862425866343,0.7498399488091723,0.8250991812306947,0.830831536863454,0.6979567263983819,0.5825625088805767,0.7321863399595273,0.7765456266169679,0.6572510267555625,1.0,0.7173036576032703,0.5486453268326663,0.7187405027299592,0.7107626918445452,0.6015754592751897,0.6189500085786199,0.46251322873305223,0.4597910183874572,0.3889130411807419,0.7245070492400438,0.5542607380005304,0.6202121827014188
"Sage, spanish (Spain) 14 - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)",0.5884775014717082,0.23245285957998196,0.4285679518251978,0.7528998848232964,0.4237497714766998,0.4749285000935546,0.6513238204958279,0.47225040538667773,0.5836383162610559,0.6660786583181216,0.39024592530371627,0.47159051328666657,0.62381596756011,0.712251843021042,0.693689060624626,0.45295941983899835,0.42636444028480847,0.5441227049972868,0.5410343431493208,0.5340381197182804,0.6033103243935564,0.49192706764036553,0.22332486867261503,0.43672562513538915,0.4459070539409058,0.7611003419424196,0.5273006705785817,0.6450320364689153,0.6851642091186312,0.62429611862862,0.7008874790164376,0.6691950503025474,0.7650606266504603,0.7098261385347251,0.7252049362765247,0.5901579913326958,0.6401606276662346,0.595760463393058,0.6484379806547713,0.6458318820498047,0.5635349877231856,0.7417107474963684,0.7506036580699237,0.8520138151230497,0.8092849612691696,0.7687759751116281,0.6135590148501184,0.7810263355226059,0.8342336107848816,0.6079150401516267,0.7173036576032703,1.0,0.7030065904456104,0.748762198763474,0.7252383114695857,0.6572941625234741,0.5704612873531836,0.47005944365485186,0.4362226927163807,0.4206772000349229,0.7360824616005233,0.6068207541471535,0.5909796165642901
"Sage, spanish 1 - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)",0.4262393491390667,0.23468657593372133,0.31823225272991285,0.7629679866130176,0.3486617128296361,0.42001308035136287,0.562280226139821,0.3937831540751555,0.4485817732267726,0.5134922535707418,0.28108692489147735,0.3902331169183757,0.7575287524288472,0.7310653310815032,0.650151118158653,0.40048145838667526,0.46255589945940145,0.4232333078570505,0.4992095209402848,0.5198207071479763,0.4938932585785988,0.4946247587131535,0.17227954513138977,0.3078346496440034,0.4045471999633373,0.6205859191532727,0.4490999249875669,0.6025149882994647,0.6099141969587051,0.5262318920085693,0.5579159803511482,0.4773437110496873,0.6842031657050236,0.6412536456246896,0.7388192930237596,0.52127227402246,0.5281087916551575,0.5815874260202987,0.5063568453802058,0.5827670732048786,0.44983475715032506,0.5533973256731288,0.5769257135024338,0.663903614448105,0.6438613060765637,0.6517975324992906,0.4113686546190376,0.6595957999655516,0.6470669356382966,0.4532809649770022,0.5486453268326663,0.7030065904456104,1.0,0.5872405621052587,0.5470622043433855,0.5651714637134279,0.4186087058087582,0.40256593481970326,0.3330636034501506,0.3889286981745378,0.5371594518375656,0.5595011060087742,0.42301023027736784
"Salvia aucheri (Turkey) 1a var. aucheri - Salvia aucheri Benth. var. aucheri, fam. Lamiaceae (Labiatae)",0.6220118802232317,0.23060936787548048,0.4679082166246995,0.6939253819212978,0.42410959764160516,0.5052706244655778,0.6662583043984163,0.5247303705646673,0.658128292169996,0.7206816463320065,0.43988275829518064,0.4996122489785688,0.509340196204277,0.6752662720351161,0.7240226548324624,0.5028237507138553,0.4888149036383166,0.6141512495422801,0.5550746914271423,0.5343961119053784,0.5816805287427722,0.4566918962782287,0.23319243254077715,0.4785980407281508,0.4186559561506277,0.6876646714916925,0.5217195386842569,0.654066448630521,0.711947285273504,0.6983038652605168,0.6400127067095591,0.732175225723461,0.6534745515328009,0.6381979827101223,0.6299727544274745,0.5316113074775954,0.6206605686396096,0.5404039564398408,0.6993465080882184,0.6334167984036814,0.6043282270612973,0.7763091477760433,0.6941500678709991,0.7961167992976199,0.7736726430113645,0.7249600852894107,0.6073724978511952,0.7796257704107804,0.7434240033998165,0.6678187235834931,0.7187405027299592,0.748762198763474,0.5872405621052587,1.0,0.8583042364194444,0.642630984915161,0.640510192709336,0.5102218495302213,0.4996951113234731,0.42992154603122834,0.7990526355619316,0.6312963770610187,0.6307823976699299
"Salvia aucheri (Turkey) 1b var. canenscens - Salvia aucheri Benth. var. canenscens, fam. Lamiaceae (Labiatae)",0.6051388457306026,0.18495715977185478,0.4400753699011166,0.6350134315506724,0.36559122397841437,0.4474579818229778,0.6068352106694392,0.45909483279951824,0.6064447107997674,0.7011807643530557,0.3817045142677499,0.4477241949628654,0.475184016114634,0.655758473515229,0.6213002871086406,0.4319889151156123,0.4650268481993326,0.5582696107368492,0.4833836856566103,0.4576868468100349,0.5530159332493628,0.38743034398580656,0.20058797172955722,0.4181101537187142,0.34413714813086704,0.6615606163203245,0.4825374312455142,0.5903265924511871,0.6901948303624699,0.6573469833172856,0.6845276213214604,0.7111332662927671,0.6479375053906493,0.5772357646012983,0.5901695428271613,0.4700399454584774,0.5594230815943178,0.4750605493282838,0.6832453960989177,0.5840785923847525,0.5382828091598739,0.7736378874229742,0.6948800230103171,0.7749575233926504,0.7568971794427255,0.6585605467242783,0.5661975390964813,0.7431328663491896,0.7190986421458925,0.632404527585043,0.7107626918445452,0.7252383114695857,0.5470622043433855,0.8583042364194444,1.0,0.6103490226673112,0.5910624140627693,0.44827863804208967,0.4780711082082577,0.3651387921263817,0.8567514230023214,0.5657664488049498,0.5813707070226362
"Salvia tomentosa (Turkey) leaf - Salvia tomentosa Mill., fam. Lamiaceae (Labiatae)",0.5914814761064413,0.21984765244782334,0.4018419682768706,0.6269627576010431,0.3953548444352549,0.4510329938399221,0.5923330963402385,0.4582310260252215,0.5605859671828205,0.6178109957012485,0.3620189651656084,0.44965786598477153,0.5168820116797825,0.5991733223403317,0.6055063862546413,0.44011349511110653,0.3674587495630084,0.5299278995117351,0.5128258140620323,0.49927802101800267,0.5072590210844947,0.42050047709046334,0.1995869785085589,0.39742949001100936,0.3710942008500351,0.5967292544687142,0.45863162536740487,0.5308517453583873,0.609417975651482,0.556186865251524,0.5507451681104499,0.590888520558903,0.5833258481814232,0.5749316493444242,0.6211818057403454,0.4847500633650259,0.5221816684648377,0.465868871487198,0.6060014585432386,0.554100751304798,0.49890695893629167,0.6224429562325773,0.6140444010117478,0.6642130985427368,0.672029502430886,0.6335764851908117,0.49203130596456124,0.6374374555823471,0.6900706376272369,0.5465412681486558,0.6015754592751897,0.6572941625234741,0.5651714637134279,0.642630984915161,0.6103490226673112,1.0,0.5298831538624773,0.4496173798923204,0.4132737057749515,0.38873701459188525,0.6272651847124042,0.562065908669426,0.504184324660427
"Santolina canescens - Santolina rosmarinifolia (L.) ssp. canescens (Lag.) Nyman, fam. Asteraceae",0.5423934236372372,0.19002218411186744,0.4451379287957018,0.4997521172529662,0.3934363406157605,0.4456662345126897,0.5891790955833581,0.5098571641962677,0.6700115830878346,0.6451788141566217,0.4598553592068747,0.4840582764570922,0.3157368412574566,0.4504144633168883,0.5363645986894054,0.4951941833904622,0.29811982680199156,0.5852909586482307,0.5327146835963008,0.5044702858289525,0.48888486702862377,0.3810865406292959,0.21071047608445848,0.46742645796776416,0.39682922124395803,0.5795130985603949,0.5343863398496458,0.5036433941720071,0.524961351854029,0.5637057760494388,0.46616101918275843,0.6295947510143054,0.47157313130388523,0.5268040051853653,0.4595407341155764,0.393852507841004,0.4792168123593673,0.39569271991939203,0.5916173369458438,0.5123635398736661,0.5609738712549226,0.6240136469155679,0.5329071578083548,0.6097422183451525,0.6082781294632782,0.5720586333119184,0.5965537616328721,0.6214158477596934,0.5815303820408457,0.6157545180377741,0.6189500085786199,0.5704612873531836,0.4186087058087582,0.640510192709336,0.5910624140627693,0.5298831538624773,1.0,0.47921074293595856,0.4578879019794124,0.4108731979139829,0.6072966205124717,0.5513886642352672,0.6378917090989172
"Santolina chamaecyparisus (Spain) - Santolina chamaecyparisus L., ssp. squarrosa DC., fam. Asteraceae",0.47711690345016,0.20662111329665556,0.36873056892367917,0.49288870760608017,0.4754373057490502,0.4310520800864859,0.5161015142342236,0.4912041261631892,0.5591239819656499,0.5057332621437274,0.4266157674250781,0.4446904727270784,0.3305239175664153,0.4473305528274426,0.51814933937016,0.5141841730843382,0.3585346298543808,0.510964296207889,0.5239168490977673,0.5171688879183401,0.4261839402297013,0.4256210143273145,0.19064516562044165,0.4378824509417024,0.41366749754765686,0.4386549420869922,0.3863645583509767,0.5240069202483251,0.4744276574456461,0.5636003003556421,0.32076274908805646,0.5375948937201875,0.3848048688991782,0.49773234059131644,0.4458119771007758,0.42642681074585054,0.5008042098926802,0.4486895913649157,0.45917036031985314,0.48038146386324554,0.5460183382708514,0.4889766131683011,0.4163875431590378,0.4918003698667056,0.487417585905739,0.5287093781789443,0.45943172186168857,0.5343654873946728,0.47456427466890494,0.49637920575810934,0.46251322873305223,0.47005944365485186,0.40256593481970326,0.5102218495302213,0.44827863804208967,0.4496173798923204,0.47921074293595856,1.0,0.4070430706525813,0.4126812083853977,0.4137903653969147,0.5268206601391915,0.4998290515571284
