,"Abies alba needle (Montenegro) - Abies alba Mill., fam. Pinaceae","Abies alba needle (Serbia) - Abies alba Mill., fam. Pinaceae","Abies cephalonica - Abies cephalonica Loud., fam. Pinaceae","Abies cephalonica needle (Greece) - Abies cephalonica Loud., fam. Pinaceae","Achillea collina - Achillea collina Becker, fam. Asteraceae (Compositae)","Aframomum citratum (Cameroon) 2a leaf - Aframomum citratum (Pereira) K. Schum., fam. Zingiberaceae","Agathosma apiculata - Agathosma apiculata G.F.W. Mey, fam. Diosmeae (Rutaceae)","Agathosma clavisepala - Agathosma clavisepala R.A. Dyer, fam. Diosmeae (Rutaceae)","Ajuga chamaepitys (Iran) - Ajuga chamaepitys (L.) Schreb., fam. Lauraceae","Amomum villosum (China) 1g leaf - Amomum villosum Lour., fam. Zingiberaceae","Amomum villosum - Amomum villosum Lour., fam. Zingiberaceae","Artemisia campestris (Tunisia) - Artemisia campestris L., fam. Asteraceae (Compositae)","Artemisia campestris, ssp. glutinosa (Italy) - Artemisia campestris L. ssp. glutinosa (Ten.) Briq. et Cavill., Asteraceae","Bitter orange leaf (Petitgrain) (China) 2 - Citrus aurantium L., ssp. amara Engl., fam Rutaceae","Egletes viscosa (flower heads) - Egletes viscosa Less., fam. Asteraceae (Compositae)","Eucalyptus alba (Burkina Faso) - Eucalyptus alba Muell., fam. Myrtaceae","Fir balsam 2a - Abies balsamea (L.) Mill., fam. Pinaceae","Fir balsam twig (Canada) 4 - Abies balsamea (L.) Mill., fam. Pinaceae","Fir needle balsam (Canada) 1 - Abies balsamea (L.) Mill., fam. Pinaceae","Fir needle balsam (Canada) 2 - Abies balsamea (L.) Mill., fam. Pinaceae","Fir needle balsam (Canada) 3 - Abies balsamea (L.) Mill., fam. Pinaceae","Galbanum 1 - Ferula galbaniflua Boiss. et Buhse, fam. Apiaceae (Umbelliferae)","Galbanum 2 - Ferula galbaniflua Boiss. et Buhse, fam. Apiaceae (Umbelliferae)","Galbanum 3 - Ferula galbaniflua Boiss. et Buhse, fam. Apiaceae (Umbelliferae)","Galbanum 4 - Ferula galbaniflua Boiss. et Buhse, fam. Apiaceae (Umbelliferae)","Galbanum root (Iran) - Ferula galbaniflua Boiss. et Buhse, fam. Apiaceae (Umbelliferae)","Galbanum stem (Iran) - Ferula galbaniflua Boiss. et Buhse, fam. Apiaceae (Umbelliferae)","Hypericum dogonbadanicum - Hypericum dogonbadanicum Assadi, fam. Guttiferae (Hypericeae)","Lavandula dentata (Chemotype B) - Lavandula dentata L. (Chemotype B), fam. Lamiaceae (Labiatae)","Lavandula stoechas (ssp. pedunculata B) - Lavandula stoechas L. (ssp. pedunculata, Chemotype B), fam. Lamiaceae","Lavandula stoechas (ssp. sampaioana B) - Lavandula stoechas L. (ssp. sampaioana, Chemotype B), fam. Lamiaceae","Nutmeg (Hainan Island) - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (India) 5a leaf - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (India) 6 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (India) 7 - Myristica fragrans Houtt., fam. Myristicaceae","Nutmeg (Malaysia) - Myristica fragrans Houtt., fam. Myristicaceae","Picea abies conifer 2 - Picea abies (L.) Karst (P. excelsa Link), fam. Pinaceae","Pinus brutia (Greece) - Pinus brutia Tenore, fam. Pinaceae","Piper capense (Cameroon) 1a - Piper capense L., fam. Piperaceae","Piper capense (Cameroon) 1b - Piper capense L., fam. Piperaceae","Piper guineense (Cameroon) 1b - Piper guineense Schum. et Thom., fam. Piperaceae","Pteronia incana 1 - Pteronia incana, fam. Asteraceae (Compositae)","Pteronia incana 3 - Pteronia incana, fam. Asteraceae (Compositae)","Ribes sanguineum flower headspace - Ribes sanguineum L., fam. Grossulariaceae","Sage, spanish (Spain)  8 - Salvia lavandulaefolia Vahl. ssp. blancoana, fam. Lamiaceae (Labiatae)","Schinus latifolius - Schinus latifolius Engl., fam. Anarcadiaceae","Scleria striatinux rhizome (Cameroon) - Scleria striatinux De Wild., fam. Cyperaceae","Sideritis lycia (Turkey) - Sideritis lycia Boiss. et Heldr., fam. Lamiaceae (Labiatae)","Sideritis raeseri (Greece) - Sideritis raeseri Boiss.et Heldr.ssp.attica (Heldr.) Pap.et Kok, Lamiaceae","Swangi (Citrus hystrix) juice (Thailand) 2a - Citrus hystrix DC (Swangi), fam. Rutaceae","Swangi (Citrus hystrix) peel (Thailand) 2d - Citrus hystrix DC (Swangi), fam. Rutaceae","Teucrium haenseleri flower - Teucrium haenseleri Boiss., fam. Lamiaceae (Labiatae)","Teucrium polium (Serbia/Montenegro) - Teucrium polium L., fam. Lamiaceae (Labiatae)","Uromyrtus metrosideros (Australia) - Uromyrtus metrosideros (F.M. Bailey) A.J. Scott, fam. Myrtaceae","Vassoura (Uruguay) - Baccharis dracunculifolia DC., fam. Asteraceae (Compositae)","Vernonia chalybaea - Vernonia chalybaea Mart., fam. Asteraceae (Compositae)","Xylopia aethiopica leaf (Benin) - Xylopia aethiopica (Dunal) A. Richard, fam. Annonaceae","Xylopia parviflora fruit (Cameroon) - Xylopia parviflora (A. Rich) Benth., fam. Annonaceae","Yarrow (Estonia) 1a flower - Achillea millefolium L., fam. Asteraceae (Compositae)","Yarrow (Estonia) 1b leaf - Achillea millefolium L., fam. Asteraceae (Compositae)","Yarrow (Estonia) 1c stem - Achillea millefolium L., fam. Asteraceae (Compositae)"
"Swangi (Citrus hystrix) peel (Thailand) 2d - Citrus hystrix DC (Swangi), fam. Rutaceae",0.541042338090681,0.5361467209990778,0.5930275112852195,0.597029547459162,0.4795035326536161,0.41509956392478986,0.3585191967674499,0.5994718733595614,0.6205813533249515,0.41501875845373115,0.35291177949137686,0.5141313224334733,0.6104173035203462,0.6316792767515246,0.18001436908400514,0.611101982258086,0.6028161297682185,0.5836112856695417,0.5947603565696784,0.5290200998535564,0.5834067606914072,0.38191011368133243,0.5036055577238077,0.658175364097908,0.4838785418925202,0.47254748475253805,0.5892527974384214,0.44348021359939005,0.6336171041688633,0.5222494899238439,0.5326278407899564,0.500492375350881,0.5971396546797654,0.5198605784582947,0.6856595788345893,0.5963657546435575,0.581005943419577,0.5026669616364945,0.3544091215976898,0.6321669090801914,0.637398998604394,0.597419913236336,0.45402406997890976,0.41193011922925427,0.5968492325010826,0.6238282019720841,0.6331441182449133,0.591631695855965,0.44480636408703367,0.6095010462785229,1.0,0.6043977845173988,0.6116697082092222,0.5680450129586552,0.5456663765354959,0.5903530624318866,0.5960228366181958,0.6009301212483371,0.5814978835535574,0.6844433024156331,0.7155118037202667
"Teucrium haenseleri flower - Teucrium haenseleri Boiss., fam. Lamiaceae (Labiatae)",0.6696970640975246,0.5778680418273874,0.7216733647334412,0.6819459902664335,0.4974029956720506,0.4664084853820568,0.36349060415832846,0.5834482911059159,0.7679062758157159,0.6781496611887234,0.5169307040060777,0.581123670424069,0.6150914428665215,0.5836444047510131,0.1884257191024724,0.7189291156476321,0.6809745387486296,0.6362192857610547,0.6047491005253758,0.5269049894271185,0.6335266529882964,0.4363363732962572,0.6182878039749303,0.7048828790025088,0.5370364744123153,0.4752788904768175,0.5981339184803964,0.6863429219905803,0.7824872303454778,0.6637560872901191,0.6494765079626602,0.5470864967765837,0.8022079259396272,0.5811683983795546,0.7209264425681224,0.7422726531156325,0.7676937245551942,0.6478057252517546,0.44360113135673773,0.6158229714218532,0.7215454081869048,0.709989527274896,0.5698798298914092,0.6447682212524297,0.5922864586077736,0.639099992403902,0.6269855368715869,0.8023369075213186,0.7095423841714532,0.5837419587848592,0.6043977845173988,1.0,0.6451452790040433,0.6858897756990838,0.5878101437810335,0.6789912762902933,0.6752681667022884,0.752202687732803,0.6018970217298625,0.7092787376279739,0.7269777233958254
"Teucrium polium (Serbia/Montenegro) - Teucrium polium L., fam. Lamiaceae (Labiatae)",0.556847149084664,0.6045355581214358,0.5639890056240966,0.659729915059387,0.49022214462774283,0.3106320141293111,0.4089703454074395,0.6283049652695545,0.6665489611750481,0.41374145546147756,0.26643624764127316,0.585395228322321,0.8114467986904147,0.59766375270027,0.20799327256011968,0.5900954633656642,0.6004436291204052,0.5950442378605844,0.5488982729262695,0.5173148074424174,0.5492929981158061,0.2830625522150604,0.4594862030112681,0.5444955514866979,0.4064194315779769,0.37222999392479184,0.5209559323070502,0.46399035332212046,0.6256660087346813,0.6199864255536576,0.6217194828267834,0.41122516857413494,0.6193057178571924,0.4004496139880318,0.6449504799200854,0.6947156614532752,0.5920998307637625,0.6113957346779928,0.23901633916937481,0.4777198968485249,0.7123838501362265,0.5566614401225377,0.5557798985416931,0.37288768648158754,0.5447055773639387,0.4762070234733299,0.7137452584842328,0.6968124702526688,0.5456240576322313,0.5318700855738203,0.6116697082092222,0.6451452790040433,1.0,0.6060514521556526,0.6779118883426549,0.6535428656918474,0.6214519342297278,0.5961918159106371,0.6062494126324034,0.6776416184829568,0.7137365617551453
"Uromyrtus metrosideros (Australia) - Uromyrtus metrosideros (F.M. Bailey) A.J. Scott, fam. Myrtaceae",0.5806550946267912,0.5053334937642613,0.6335770261246674,0.5822874397315602,0.47548351056809746,0.45919944376095256,0.3411041138667349,0.5309092721906921,0.6664550827436646,0.5564350968684187,0.44208972316649475,0.5804673240921152,0.6007134207087699,0.5576076982147978,0.17263499388042058,0.6138929476608864,0.6052965559598376,0.5533277979271621,0.5601470040582084,0.4858652511518572,0.5941224626901327,0.4181256454911555,0.5709483820886496,0.6480325470067938,0.5078422301832963,0.4851973120824107,0.5921777742145939,0.5332580105492148,0.6815320597266905,0.57115044318064,0.5566289910991153,0.5389480674616532,0.654994592717702,0.5458625190585158,0.6681592601197093,0.6187747682078668,0.6359517324396209,0.5497240692275254,0.41432828766184115,0.5554383775598147,0.6463394224758274,0.606085438588164,0.5077434736033526,0.510723376631053,0.5969588065616285,0.5365297195194857,0.5774325318761868,0.6546033281299111,0.5626254266166179,0.5799544400677792,0.5680450129586552,0.6858897756990838,0.6060514521556526,1.0,0.612338605472626,0.6406087717539671,0.6220734530515437,0.6694763050677504,0.5678605712783833,0.662026147297393,0.6775789166558577
"Vassoura (Uruguay) - Baccharis dracunculifolia DC., fam. Asteraceae (Compositae)",0.503732248153655,0.5593143544134402,0.5055797640525698,0.650016894547287,0.47797986387877234,0.29524487487710527,0.3814875845915139,0.5672811251720178,0.5673079565904433,0.3734241515105584,0.23271574509527992,0.5542598494228521,0.6537880590894694,0.5466859739572154,0.18062209819575292,0.5587958189598381,0.5430107005796772,0.5330172150499799,0.4968115261150722,0.4674764255252615,0.4997567632977341,0.2517730588303536,0.41871360774909494,0.4953303268493867,0.36853070559233847,0.3344969785337989,0.47603434987395954,0.4124871004963072,0.5686993991703253,0.5886708837396303,0.5767347181726643,0.3843857216929476,0.5634454438420893,0.36795635440177865,0.5897351914761187,0.6339061089808619,0.5375121807903267,0.5566805121479663,0.2087530127987406,0.41838913515478204,0.6298242912618386,0.5223623904339723,0.5162691762212612,0.33199396637489276,0.5456323393030955,0.4247312039132288,0.6494235884785144,0.6609814494731929,0.5040148929162536,0.48702159404771495,0.5456663765354959,0.5878101437810335,0.6779118883426549,0.612338605472626,1.0,0.6720930617958459,0.5439208875563315,0.5381576841912697,0.568985306849742,0.6360032606451953,0.6489557115038174
"Vernonia chalybaea - Vernonia chalybaea Mart., fam. Asteraceae (Compositae)",0.5914922642901248,0.5591603952715632,0.6007194832755178,0.6132941287880499,0.5504962509571643,0.4897182193943187,0.3719366407236713,0.5618812263746926,0.6660314620618306,0.5220206006403164,0.4002110090106621,0.571294551765221,0.6571761635586193,0.5954924412338467,0.1955888550648308,0.6566712213051199,0.6163611993814456,0.5692988391741058,0.5732357479734251,0.5057348594250133,0.6017213298596531,0.40205969492116356,0.5632120917595573,0.6443654647728159,0.5026083264746102,0.48447524621957305,0.6046776457232849,0.5019664443808516,0.6955745088306646,0.5924418969640878,0.5767760546913263,0.5345303738026471,0.647747748022075,0.5271326765468366,0.6909191988636869,0.6407791471177963,0.6312130068814019,0.6483538210565507,0.3847769917313194,0.5672009854949613,0.709105669505335,0.5908363330733412,0.5276850191904123,0.46735023853832414,0.7106597533088861,0.5180114969209912,0.6342718424814078,0.7339424374749175,0.6146626896037739,0.5869568080774821,0.5903530624318866,0.6789912762902933,0.6535428656918474,0.6406087717539671,0.6720930617958459,1.0,0.6472503827974934,0.6785681588538754,0.6615985783457596,0.7275859279017693,0.7318138334463804
"Xylopia aethiopica leaf (Benin) - Xylopia aethiopica (Dunal) A. Richard, fam. Annonaceae",0.5837568143566514,0.5005058344762676,0.6057565020046473,0.5608271335108593,0.5050767293646572,0.4997450213773257,0.3446566381438251,0.5506919996419641,0.6829922465722094,0.5661393357234736,0.46668614931540675,0.5435227401827771,0.6110688258434077,0.5831302538531626,0.18217892192858165,0.5910578990779091,0.6115894482406035,0.5489573299625746,0.5674827196797835,0.48890327094313013,0.6098095291218664,0.4469614872673019,0.6009062899277959,0.6934080647298994,0.5374706575580279,0.5358291604653995,0.6373621723607761,0.5131124849622143,0.697438109018758,0.5737703698309444,0.5578293228174889,0.5829344369883267,0.6485994747107844,0.5883363820267009,0.6900592597319437,0.6117286509173576,0.6205939320711049,0.5790796623455122,0.4470131846379276,0.6216049215841184,0.6718812847847948,0.601017697045527,0.4878488477054367,0.5168718337230398,0.6092897809565823,0.5802019629034288,0.5776409816994204,0.6523584971503431,0.5693479599405171,0.5945515374122412,0.5960228366181958,0.6752681667022884,0.6214519342297278,0.6220734530515437,0.5439208875563315,0.6472503827974934,1.0,0.6991616349111223,0.6082297457670605,0.6935228509749755,0.7030120805328404
"Xylopia parviflora fruit (Cameroon) - Xylopia parviflora (A. Rich) Benth., fam. Annonaceae",0.6890716095775962,0.535220311142979,0.7107856704590957,0.5989262757491034,0.5435089174962024,0.6149687527485235,0.34537109678628053,0.5612432842799864,0.7555885566231988,0.686149236848973,0.5851820798522569,0.5883958297493008,0.6077922007151566,0.6206285560141824,0.18952331768572972,0.6548415967724991,0.6770409010214182,0.5931546948915338,0.6456336354989266,0.5350814373201973,0.6992641970602507,0.5503916211342075,0.7120379101461138,0.8059948509196024,0.6283008293592055,0.6328192176929268,0.7219854874878205,0.5990371327215668,0.8004010492565679,0.6024883111666348,0.5746372763957647,0.7064989490129874,0.7248317847135557,0.7161283391070156,0.7500606334199602,0.6430635177851218,0.7108187947838225,0.5814740622649,0.5662335347210601,0.6781650959470318,0.7008385225015042,0.6774778436390991,0.5039179158002203,0.6131605017032122,0.6821736057138555,0.5985114990779004,0.5750089634719353,0.6944854610840208,0.618145128603848,0.6440200735569946,0.6009301212483371,0.752202687732803,0.5961918159106371,0.6694763050677504,0.5381576841912697,0.6785681588538754,0.6991616349111223,1.0,0.6374381068547276,0.7566964815210117,0.7654984666767749
"Yarrow (Estonia) 1a flower - Achillea millefolium L., fam. Asteraceae (Compositae)",0.5353863379505113,0.4977526564971728,0.5405997597435035,0.5363330218050246,0.548026085417177,0.4728604823900012,0.3533432598954711,0.5372004011523992,0.620790226637903,0.46281012047507486,0.3671076960869889,0.5282902227201919,0.6083293225631485,0.5785182989736983,0.18200920017804378,0.5579220884607269,0.5686067892365558,0.5146275738927787,0.5412820191467095,0.47427315447913865,0.5718247134851178,0.3935202857759451,0.5348249247637595,0.621229247631945,0.48632333967557595,0.49775151438869314,0.6071112458301786,0.42331836092118813,0.650398825574029,0.5941032707012306,0.5586447700234287,0.5565562611257877,0.5822350674579884,0.528891016725831,0.651365766835464,0.5927192609035347,0.5542682143309614,0.5577748401836164,0.373347749682407,0.5570121394435061,0.6488378187284095,0.5695026577010045,0.46797974765506756,0.40883351422833314,0.6583662192387042,0.4887586000268139,0.5936216482289665,0.6279870047799949,0.5145005215094997,0.5735779901700477,0.5814978835535574,0.6018970217298625,0.6062494126324034,0.5678605712783833,0.568985306849742,0.6615985783457596,0.6082297457670605,0.6374381068547276,1.0,0.7779602975451572,0.7353609033498943
"Yarrow (Estonia) 1b leaf - Achillea millefolium L., fam. Asteraceae (Compositae)",0.6283696025647706,0.5732041623643622,0.6467068564373355,0.6267001688569297,0.6069769478415805,0.5219689992583811,0.4065668607755277,0.6226574728166028,0.7220948628082762,0.5408376856521362,0.43226880258865863,0.6139674158356652,0.6742375963206366,0.6647489940749225,0.22279498249935747,0.6490355272571197,0.6694202186883873,0.6106030469001864,0.6397164189958748,0.5569674161185205,0.6699756365199685,0.45919596470979107,0.6194606461155243,0.7322865176514404,0.563869801096224,0.5663839993569739,0.7025383610843468,0.5086968115671682,0.7681643459152177,0.7027717876804884,0.6544853013460878,0.6453101353351114,0.6919137772847044,0.6151331729742704,0.7730164211517387,0.7086327920252566,0.6565252275112725,0.5972692193973721,0.43249302894861263,0.6202823075888966,0.7332587840355602,0.6816109977013858,0.5342734257581874,0.48331334466017206,0.7368135585700699,0.5647360980194354,0.6934143138038524,0.7181606865456622,0.5695462047808402,0.6581913401414587,0.6844433024156331,0.7092787376279739,0.6776416184829568,0.662026147297393,0.6360032606451953,0.7275859279017693,0.6935228509749755,0.7566964815210117,0.7779602975451572,1.0,0.9117341528871821
"Yarrow (Estonia) 1c stem - Achillea millefolium L., fam. Asteraceae (Compositae)",0.644214363226242,0.599666035807385,0.6676446730684813,0.65749884637814,0.5959688542690789,0.5105078221252056,0.4191935949302127,0.6440274860166487,0.745977730221806,0.536320353650419,0.4222143329002891,0.6340135493663213,0.7045286757877518,0.6873511602758825,0.23496177220290282,0.6683674148890788,0.69242857216684,0.6416044847257292,0.6669729300909704,0.5832056941607014,0.6891062581149501,0.4592323049275314,0.6235697604543036,0.7406617906221309,0.5697894992112472,0.5691202242617881,0.7180340392432898,0.5190863216118893,0.7882686129964148,0.6768716789100078,0.6511969300927467,0.6282265759927818,0.7041395691735449,0.602050102230971,0.8012528428184618,0.7193145278196849,0.6755030477952642,0.6020206979053413,0.42302390728605643,0.611361638094644,0.752182132430888,0.6661779360543246,0.5514802737304221,0.47721272728924247,0.7278578248981259,0.5608586126324896,0.7247501213575647,0.7337718658669126,0.5673453960930905,0.6708832440469965,0.7155118037202667,0.7269777233958254,0.7137365617551453,0.6775789166558577,0.6489557115038174,0.7318138334463804,0.7030120805328403,0.765498466676775,0.7353609033498943,0.9117341528871821,1.0
