,"Anise (Colombia) - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (Egypt) - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (Spain) 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (Spain) 2 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (Turkey) 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (Turkey) 2 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise (USSR) - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise seed 1 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise seed 2 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise seed 3 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Anise seed 4 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)","Backhousia anisata leaf 1 - Backhousia anisata Vickery (Chemotype 1), fam. Myrtaceae","Clausena heptaphylla fruit (India) 1a - Clausena heptaphylla W&A, fam. Rutaceae","Clausena heptaphylla leaf (India) 1b - Clausena heptaphylla W&A, fam. Rutaceae","Fennel, bitter (Italy) 1 - Foeniculum vulgare Miller, var. vulgare DC, fam. Apiaceae (Umbelliferae)","Fennel, bitter (Italy) 2 - Foeniculum vulgare Miller, var. vulgare DC, fam. Apiaceae (Umbelliferae)","Fennel, bitter (Uzbekistan) - Foeniculum vulgare Miller, fam. Apiaceae (Umbelliferae)","Fennel, bitter 2 - Foeniculum vulgare Miller, var. vulgare DC, fam. Apiaceae (Umbelliferae)","Fennel, bitter, fruit (Turkey) - Foeniculum vulgare Miller, var. vulgare DC, fam. Apiaceae (Umbelliferae)","Fennel, sweet (China) - Foeniculum vulgare Miller, var. dulce DC, fam. Apiaceae (Umbelliferae)","Fennel, sweet (Italy) 1 - Foeniculum vulgare Miller, var. dulce DC, fam. Apiaceae (Umbelliferae)","Fennel, sweet (Italy) 2 - Foeniculum vulgare Miller, var. dulce DC, fam. Apiaceae (Umbelliferae)","Fennel, sweet (Russia) - Foeniculum vulgare Miller, var. dulce DC, fam. Apiaceae (Umbelliferae)","Fennel, sweet (Spain) - Foeniculum vulgare Miller, var. dulce DC, fam. Apiaceae (Umbelliferae)","Fennel, sweet (Turkey) - Foeniculum vulgare Miller, var. dulce DC, fam. Apiaceae (Umbelliferae)","Fennel, sweet 1 - Foeniculum vulgare Miller, var. dulce DC, fam. Apiaceae (Umbelliferae)","Fennel, sweet 3 - Foeniculum vulgare Miller, var. dulce DC, fam. Apiaceae (Umbelliferae)","Heracleum persicum (Iran) 1a leaf a - Heracleum persicum L., fam. Apiaceae (Umbelliferae)","Scandix australis - Scandix australis L., fam. Apiaceae (Umbelliferae)","Star anise (China) 1 - Illicium verum Hooker fil., fam. Magnoliaceae (Illiciaceae)","Star anise (China) 2 - Illicium verum Hooker fil., fam. Magnoliaceae (Illiciaceae)","Star anise (China) 3 - Illicium verum Hooker fil., fam. Magnoliaceae (Illiciaceae)","Star anise (China, Shangyou) 4 - Illicium verum Hooker fil., fam. Magnoliaceae (Illiciaceae)","Star anise (China, Yunnan) 5 - Illicium verum Hooker fil., fam. Magnoliaceae (Illiciaceae)","Star anise (Vietnam) 1 - Illicium verum Hooker fil., fam. Magnoliaceae (Illiciaceae)","Star anise (Vietnam) 2 - Illicium verum Hooker fil., fam. Magnoliaceae (Illiciaceae)","Tagetes filifolia (Argentina) 1 - Tagetes filifolia Lag., fam. Asteraceae (Compositae)","Tagetes filifolia (Argentina) 2 - Tagetes filifolia Lag., fam. Asteraceae (Compositae)"
"Anise seed 4 - Pimpinella anisum L., fam. Apiaceae (Umbelliferae)",0.8538300454324129,0.8940689350412995,0.8416067074939144,0.9120164376325923,0.8707569920127165,0.9043300223087414,0.8589660924679585,0.9159751043290576,0.9120164376325923,0.8798362323687864,1.0,0.8645177801691644,0.1386801436326851,0.803779160335036,0.83679059722494,0.7410752110045178,0.8378439572747864,0.49120532266231265,0.45135417763320573,0.5357042566207415,0.9135121600337173,0.8710044989190096,0.7431146851468158,0.6230344670633623,0.7859528103793902,0.5489534381344712,0.6515133767631691,0.38559052125034676,0.8563463793025639,0.8205205317904442,0.8814736144138658,0.5605571032973263,0.9354729434219665,0.8752523166499637,0.6359222495434289,0.7304940955821395,0.3023924612366109,0.5041801300604336
"Backhousia anisata leaf 1 - Backhousia anisata Vickery (Chemotype 1), fam. Myrtaceae",0.9477852150368543,0.8199973841411399,0.9115046107393425,0.9006552995324318,0.9500325356737948,0.8434393568005492,0.8818967041185685,0.7942385878593099,0.9006552995324318,0.943071465060585,0.8645177801691644,1.0,0.09619307943874666,0.9035081746695747,0.7564039034160924,0.6538662092217464,0.7861824029496736,0.3852392692884131,0.34660016457496845,0.43053820920050745,0.8570805863849087,0.7906146662341667,0.6529303294260412,0.5077350161405383,0.6864870144973232,0.4450243016236787,0.5639746471090481,0.2688792484525465,0.8110627874451335,0.7366037146163834,0.8196137065977938,0.46556302132037397,0.8376687502743793,0.7763047680718315,0.5540651659500704,0.6345620482234944,0.2589899031809908,0.4453547577131626
"Clausena heptaphylla fruit (India) 1a - Clausena heptaphylla W&A, fam. Rutaceae",0.051453459138062874,0.2087032375684741,0.017264184011440142,0.08555981599109719,0.06062214436343083,0.18531226982430005,0.03895315247768516,0.1621418972564358,0.08555981599109719,0.06734717177698979,0.1386801436326851,0.09619307943874666,1.0,0.0,0.17107108639123336,0.14843382308521824,0.1578095849040252,0.2979704300467624,0.3112581303655867,0.3531937430622998,0.16066501535103028,0.1160244405026567,0.27608827800755176,0.3500102451405884,0.261841779683462,0.2635586132285216,0.15540624641468637,0.24005356917945275,0.26800387538135095,0.2517965979308352,0.23966587267601458,0.28749428839091895,0.12266318840617363,0.14105692724101104,0.16169122814567227,0.17842979389882951,0.8337277844825175,0.6285200505426856
"Clausena heptaphylla leaf (India) 1b - Clausena heptaphylla W&A, fam. Rutaceae",0.9400606859660781,0.7432171438579628,0.9527979623819106,0.8634477127316649,0.9281977117551516,0.7706339593803748,0.8834080426501051,0.7372081439682309,0.8634477127316649,0.9137114576738923,0.803779160335036,0.9035081746695747,0.0,1.0,0.70013875243718,0.6089028340949352,0.7313312932086166,0.31842049662210614,0.27833212567501864,0.35755705607782184,0.7891972345983254,0.7509312729770903,0.5819353588536278,0.43280709168249576,0.6149927758420694,0.38218965683501593,0.5176140806397349,0.20674567645429598,0.71871581680685,0.6618119033264873,0.7336879631349109,0.39972858744269424,0.7893785053071574,0.7283964557482903,0.5060403011464203,0.5831486757818642,0.1627523290774533,0.34989783566869437
"Fennel, bitter (Italy) 1 - Foeniculum vulgare Miller, var. vulgare DC, fam. Apiaceae (Umbelliferae)",0.7437117775695656,0.8255174561840717,0.7357599815351485,0.7922748472354895,0.7574659996387312,0.8186863267353184,0.7528059454750515,0.8394640921740895,0.7922748472354895,0.764549515568516,0.83679059722494,0.7564039034160924,0.17107108639123336,0.70013875243718,1.0,0.8880656269709007,0.9136203058227775,0.5973366654880221,0.5656580169046824,0.6199749608373551,0.8756730696984557,0.8738287525124867,0.7576123721237217,0.6689722312966784,0.8518642537877363,0.6715368912470494,0.7285989978210112,0.4261979553085896,0.8035258772586571,0.7917728866078508,0.8247221729653152,0.5845177712743226,0.8490764855666875,0.8370146674168831,0.6316777266999949,0.7847776627059803,0.3306577889078467,0.528560532182268
"Fennel, bitter (Italy) 2 - Foeniculum vulgare Miller, var. vulgare DC, fam. Apiaceae (Umbelliferae)",0.6470636158367126,0.7323035056377831,0.6451510161419096,0.698780795417794,0.6609289232732452,0.7319697333829305,0.6656890558473576,0.7672272692456666,0.698780795417794,0.6678085890288876,0.7410752110045178,0.6538662092217464,0.14843382308521824,0.6089028340949352,0.8880656269709007,1.0,0.8418902777956686,0.6422471525887474,0.6309365046563339,0.6558146332283123,0.7692050950753614,0.8078829908008929,0.7178180247572685,0.6721768585742406,0.8064995567340817,0.7414667620132869,0.726410428385464,0.45641602337521214,0.7080485743157143,0.7226273260943408,0.728560245100109,0.5785139458820882,0.7579897541852189,0.7642138921173928,0.6116677997009112,0.7596471486289822,0.30177196747025015,0.4951451138066407
"Fennel, bitter (Uzbekistan) - Foeniculum vulgare Miller, fam. Apiaceae (Umbelliferae)",0.7720740546422835,0.8206535102706878,0.7593299250602852,0.8078138672167368,0.7834938831533528,0.8220157166952675,0.7721416021073373,0.8215966022431783,0.8078138672167368,0.7894370188995747,0.8378439572747864,0.7861824029496736,0.1578095849040252,0.7313312932086166,0.9136203058227775,0.8418902777956686,1.0,0.5304503308246356,0.5309495449299145,0.590780047634013,0.8574740870533406,0.8322633374119848,0.7322007787148627,0.6202417821633397,0.7833740573220329,0.6335974737251502,0.6436043171928443,0.3799682720059189,0.8064431240026175,0.7758686226711822,0.8193835937345287,0.5491535299428125,0.8270030164412352,0.8006964785710288,0.6085718505496871,0.7030305590469265,0.31797454462653807,0.5114682967127332
"Fennel, bitter 2 - Foeniculum vulgare Miller, var. vulgare DC, fam. Apiaceae (Umbelliferae)",0.36650544971954646,0.5231408427080537,0.3580037154466785,0.4291377528394764,0.3818010601488373,0.49843517723716646,0.3872554450478638,0.5397753996149761,0.4291377528394764,0.3908016200629928,0.4912053226623124,0.3852392692884129,0.2979704300467624,0.31842049662210603,0.5973366654880219,0.6422471525887472,0.5304503308246353,1.0,0.760517011501053,0.7232764118942454,0.5222680793812513,0.5458972493685175,0.6040491369643572,0.7654746292420649,0.6882585848803784,0.7717036574979632,0.7066445115216129,0.6160304279611402,0.5220253099755388,0.5663008064413367,0.5318433301264078,0.6175667387608845,0.5144283421235347,0.5509830752619944,0.5183869759848925,0.6863504576260393,0.41775100298041934,0.5662426575108739
"Fennel, bitter, fruit (Turkey) - Foeniculum vulgare Miller, var. vulgare DC, fam. Apiaceae (Umbelliferae)",0.3265384223119777,0.4830837367357944,0.3142427792697924,0.3887942215391679,0.34126112754928983,0.4610008682935517,0.34621387360875155,0.49979826442109754,0.3887942215391679,0.35079221641361236,0.45135417763320573,0.34660016457496845,0.3112581303655867,0.27833212567501864,0.5656580169046824,0.6309365046563339,0.5309495449299145,0.760517011501053,1.0,0.8134264107807436,0.46678190656639873,0.483970680905484,0.594254793575262,0.7177166935719415,0.6091187350385259,0.8747076032345854,0.5451903628758594,0.5974497009006313,0.48623814972509916,0.526820920107418,0.4901476509512013,0.5734602992046632,0.45778788756684574,0.4893596499798839,0.48824086659210275,0.5559816845265446,0.422556187306538,0.5587317517010304
"Fennel, sweet (China) - Foeniculum vulgare Miller, var. dulce DC, fam. Apiaceae (Umbelliferae)",0.40805417994516724,0.5768701521432463,0.39323094951289017,0.47161287558742726,0.42357364703784106,0.5474704356866303,0.4288640287007337,0.5854469496445913,0.47161287558742726,0.43345452022097375,0.5357042566207413,0.4305382092005072,0.3531937430622998,0.3575570560778216,0.6199749608373548,0.655814633228312,0.5907800476340128,0.7232764118942454,0.8134264107807436,1.0,0.5448100696103392,0.5484602064323316,0.6807036219027833,0.776501345529589,0.6804049387109363,0.8075524812243964,0.5724974135210952,0.6097086277821332,0.5783454862578332,0.6204809235909622,0.5799194741771854,0.633599883435783,0.535972506024824,0.5743168186528078,0.554154702350802,0.6021928992380413,0.48067926409321804,0.6389315699942373
"Fennel, sweet (Italy) 1 - Foeniculum vulgare Miller, var. dulce DC, fam. Apiaceae (Umbelliferae)",0.8382078709473179,0.8920652308601266,0.8247093612552048,0.8792194944476726,0.8534522224984353,0.8889380618437023,0.8359045108433134,0.876507996438754,0.8792194944476726,0.8595816301659115,0.9135121600337173,0.8570805863849087,0.16066501535103028,0.7891972345983254,0.8756730696984557,0.7692050950753614,0.8574740870533406,0.5222680793812515,0.46678190656639873,0.5448100696103394,1.0,0.8933586851085413,0.7420081794645702,0.6236132771571142,0.8227454605006689,0.5664280620838824,0.6963683633332998,0.3782491708613528,0.8637539169780319,0.8155388915498982,0.8888109376594192,0.5583267610246698,0.9195061532997985,0.8811706914397687,0.6219210300495708,0.7661242055714896,0.3237241005544653,0.5205978590897129
"Fennel, sweet (Italy) 2 - Foeniculum vulgare Miller, var. dulce DC, fam. Apiaceae (Umbelliferae)",0.7890256720633962,0.829106089265533,0.7915398069671029,0.8395747248228145,0.8053320036196902,0.8624128873550958,0.8050366299310608,0.8833522481621116,0.8395747248228145,0.810582577074488,0.8710044989190096,0.7906146662341667,0.1160244405026567,0.7509312729770903,0.8738287525124867,0.8078829908008929,0.8322633374119848,0.5458972493685177,0.483970680905484,0.5484602064323318,0.8933586851085413,1.0,0.725977277611026,0.6291440107935615,0.8190517015433159,0.5876043242419737,0.7318748654839422,0.4042268949754282,0.7913165529615789,0.7797855445976571,0.8223915066636451,0.559320749057447,0.9026488965035645,0.8732903101941403,0.6276465823179325,0.7953540049299673,0.2772697337109936,0.4780617220607182
"Fennel, sweet (Russia) - Foeniculum vulgare Miller, var. dulce DC, fam. Apiaceae (Umbelliferae)",0.6304060489519772,0.7712994480509634,0.6138772260283873,0.6851998896534481,0.6446037183887213,0.7496848182807034,0.6416842022425298,0.7729668428502727,0.6851998896534481,0.6533724807539998,0.7431146851468158,0.6529303294260412,0.27608827800755176,0.5819353588536278,0.7576123721237217,0.7178180247572685,0.7322007787148627,0.6040491369643575,0.594254793575262,0.6807036219027838,0.7420081794645702,0.725977277611026,1.0,0.7388469805385701,0.8032149744167226,0.6627741949469342,0.6484830532424786,0.5070027236647021,0.7721068151891562,0.7811927974611873,0.7776850648042923,0.6357922141565595,0.7406976487511903,0.7529488577245202,0.6338968182196345,0.7184564317744422,0.42993967987297055,0.6236910529622504
