,"Backhousia citriodora - Backhousia citriodora F. Muell., fam. Myrtaceae","Bay, West Indian (Guadeloupe) 1b - Pimenta racemosa var. racemosa (P. Miller) J.W. Moore, fam. Myrtaceae","Bay, West Indian (Guadeloupe) 2a - Pimenta racemosa var. racemosa (P. Miller) J.W. Moore, fam. Myrtaceae","Bay, West Indian (Guadeloupe) 2b - Pimenta racemosa var. racemosa (P. Miller) J.W. Moore, fam. Myrtaceae","Cinnamomum parthenoxylum (China) 1e - Cinnamomum parthenoxylum (Jack) Nees, fam. Lauraceae","Cunila galioides (Brazil) 1a - Cunila galioides Benth., fam. Lamiaceae (Labiatae)","Elionurus muticus (Zimbabwe) - Elionurus muticus (Spreng.) Kunth, fam. Poaceae (Gramineae)","Elsholtzia eriostachya - Elsholtzia eriostachya var. pusilla Benth., fam. Lamiaceae (Labiatae)","Hexalobus monopetalus leaf - Hexalobus monopetalus (A. Rich) Engl., fam. Annonaceae","Jammu lemongrass (India) 2 - Cymbopogon pendulus L., fam. Poaceae (Gramineae)","Lemon balm (Italy) - Melissa officinalis L., fam. Lamiaceae (Labiatae)","Lemon balm (Spain) - Melissa officinalis L., fam. Lamiaceae (Labiatae)","Lemongrass (Argentine) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lemongrass (Bangladesh) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lemongrass (Burkina Faso) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lemongrass (Cameroon) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lemongrass (China) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lemongrass (Cuba) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lemongrass (Egypt) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lemongrass (Ghana) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lemongrass (India) 1 - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lemongrass (India) 2 - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lemongrass (India) 3 - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lemongrass (India) 4 - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lemongrass (India) 5 - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lemongrass (Lagos) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lemongrass (Mali) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lemongrass (Peru) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lemongrass (Russia) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lemongrass (Rwanda) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lemongrass (Turkey) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lemongrass (Zambia) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lemongrass (Zimbabwe) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lemongrass 1 - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lemongrass 2 - Cymbopogon citrstus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lemongrass 3a - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Lemongrass 3c headspace heated oil - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Leptospermum petersonii - Leptospermum petersonii (syn. L. citratum), fam. Myrtaceae","Lippia alba (Brazil) 1 - Lippia alba (Mill.) N.E. Brown (Cidreira), fam. Verbenaceae","Lippia alba (S. America) - Lippia alba (Mill.) N.E. Brown (Cidreira), fam. Verbenaceae","Litsea cubeba fruit 1 - Litsea cubeba (Lour.) Pers. (L. citrata Blume), fam. Lauraceae","Litsea cubeba fruit 3 - Litsea cubeba (Lour.) Pers. (L. citrata Blume), fam. Lauraceae","Pelargonium citronellum - Pelargonium citronellum J.J.A. v.d. Walt, fam. Geraniaceae","Perilla frutescens (China) 1 - Perilla frutescens (L.) Brit., fam. Lamiaceae (Labiatae)"
"Backhousia citriodora - Backhousia citriodora F. Muell., fam. Myrtaceae",1.0,0.6305367516068178,0.6338808721528033,0.6008540581675359,0.6145909086920838,0.809863316678636,0.7566659035691993,0.7711453184451637,0.6074073929032585,0.7883991443271545,0.5469104780474755,0.7807168702519419,0.5996747936082826,0.8124827598976672,0.6346119837961317,0.5964432891574647,0.4481707294380892,0.8244366513051857,0.6613093225735158,0.713838623466398,0.6186982622628,0.6719702629095075,0.7393978074763292,0.7123127956510762,0.7336762300593207,0.11082087685032083,0.5597770666604737,0.6148630679349788,0.30958705017078814,0.7229249801375839,0.4590514819900783,0.3815482427463065,0.5318902458853816,0.7940255850693239,0.6485939242569394,0.7701235914343125,0.5987033851311492,0.3852818645321665,0.4468126837784909,0.5193455676696622,0.6201422117975293,0.7686858723812963,0.6875608039196812,0.4811623801735635
"Bay, West Indian (Guadeloupe) 1b - Pimenta racemosa var. racemosa (P. Miller) J.W. Moore, fam. Myrtaceae",0.6305367516068178,1.0,0.7844259074659317,0.5359215800761125,0.6806065916234505,0.6553918362459762,0.6772796621203165,0.5196872415906617,0.7277803260438049,0.6240578425204534,0.619675917626181,0.6714869671124366,0.6559815122717857,0.6023370983220089,0.7052472587694518,0.6582381134111176,0.5753524752656451,0.6036189702406927,0.7582644038030197,0.7393322414101784,0.5568077579870809,0.6315479567257918,0.5241154163594529,0.7713674456282513,0.5439183505544559,0.3114098388283335,0.6052395090406093,0.608454626185632,0.4699433714788509,0.6433791810561421,0.5283161137622361,0.5635761943967433,0.7082882920351371,0.6228672811725549,0.7064039978899782,0.6914802711305457,0.4594342299515245,0.5151077873788312,0.6465532663161572,0.6466002102485837,0.7956942761838024,0.5152532272412099,0.7431296353073761,0.6495582829432406
"Bay, West Indian (Guadeloupe) 2a - Pimenta racemosa var. racemosa (P. Miller) J.W. Moore, fam. Myrtaceae",0.6338808721528033,0.7844259074659317,1.0,0.5549682565097558,0.7137654355413389,0.6501659880596823,0.6796264538126034,0.5327181221737496,0.7190602237689574,0.6499556003519082,0.6171139215147987,0.6677423843577865,0.6768520849985725,0.6161211809132836,0.7177925019725855,0.6715328022908038,0.5499121754047475,0.6066377422266301,0.644451403951188,0.7656478145335633,0.5654761870670666,0.6449401882213583,0.5313083724284937,0.7581156871754384,0.55044320740752,0.29283039854560267,0.6477614756050645,0.7117899106438925,0.43950893714076034,0.695247724177704,0.5367185193835549,0.5580823944492481,0.7379877951985316,0.6202208386729301,0.6432469638797642,0.6605164336754955,0.46866222215161646,0.509993206779531,0.5081888881639652,0.6282879722410767,0.6628139610437999,0.5153125278947546,0.7169592032245782,0.6319010417703808
"Bay, West Indian (Guadeloupe) 2b - Pimenta racemosa var. racemosa (P. Miller) J.W. Moore, fam. Myrtaceae",0.6008540581675359,0.5359215800761125,0.5549682565097558,1.0,0.6098743759159502,0.6705401272609302,0.6166376781005305,0.6602417646718058,0.48088912531066486,0.7182638062337849,0.503511137510885,0.6318818865285384,0.6944226958238439,0.7152396137752166,0.6054402447913556,0.5888352574685378,0.3343349632823509,0.6734555600512158,0.5974767325310308,0.6710318664922006,0.6272248547138363,0.7990375198641945,0.7429006068585109,0.5753969199814857,0.7768190565466087,0.11395268585565821,0.7630908258267499,0.6585556285664551,0.35454653611043285,0.7854927434382836,0.6565958736189514,0.3784305115438008,0.46937088010208616,0.5652613698031014,0.6058272908986209,0.6698824732430201,0.8179692259994473,0.2965745778717829,0.3909539476087447,0.4359829344308994,0.49161744495405135,0.6189377604758808,0.5481822548888171,0.4735798261054637
"Cinnamomum parthenoxylum (China) 1e - Cinnamomum parthenoxylum (Jack) Nees, fam. Lauraceae",0.6145909086920838,0.6806065916234505,0.7137654355413389,0.6098743759159502,1.0,0.6718264001357442,0.6640797861532663,0.5445621397576494,0.6834138609457034,0.6495434884650284,0.6495619520704943,0.672879650870123,0.625807666223869,0.6285686042702487,0.6266411582228425,0.5679892569621863,0.43847784781519394,0.5978509569906466,0.6603702171414612,0.6862675315644516,0.6061858578633748,0.6733309771379223,0.566983753942908,0.7049388205302431,0.5923553501827254,0.20098087893240657,0.6318567608695724,0.6365984797172031,0.356710436312661,0.6951543718282379,0.5172335833035194,0.45503241831658703,0.5978290918829181,0.5731640278083958,0.6913856391947335,0.660234562026603,0.5384800628779146,0.491666481444998,0.5217338252539812,0.6359826596957279,0.6117881305143097,0.5126382907199123,0.7149923934125595,0.6020519300728611
"Cunila galioides (Brazil) 1a - Cunila galioides Benth., fam. Lamiaceae (Labiatae)",0.809863316678636,0.6553918362459762,0.6501659880596823,0.6705401272609302,0.6718264001357442,1.0,0.8331907939727685,0.7749282587131439,0.6450988637344344,0.8591683452126919,0.620745106321275,0.8605853395622161,0.63593856592935,0.8602807213793264,0.6514544236254027,0.6053656138193226,0.44841130667369156,0.8277278169799547,0.7336855747202177,0.7376746977912093,0.663859702611127,0.746124826072998,0.7743268138750504,0.7712006034185256,0.781099668350203,0.1267133196422845,0.609794326060507,0.6409010196791416,0.3249845723174831,0.7734025614909633,0.5057751930307,0.3972225782806169,0.5461425241932114,0.776107464537199,0.7171730905176701,0.8097505682522388,0.6620161923922376,0.40902932923566704,0.48690629771733396,0.5873092751042999,0.6382889051713407,0.7533854360756663,0.7312502346866883,0.5283183121514612
"Elionurus muticus (Zimbabwe) - Elionurus muticus (Spreng.) Kunth, fam. Poaceae (Gramineae)",0.7566659035691993,0.6772796621203165,0.6796264538126034,0.6166376781005305,0.6640797861532663,0.8331907939727685,1.0,0.6853653247395661,0.675752028563392,0.7928575101496037,0.6078147821763077,0.8379584794837561,0.6238865390751809,0.7730210492591032,0.650726295628528,0.6030469968263286,0.4740519230371394,0.766757328448035,0.7285892331282005,0.7267419346440797,0.6293591749068984,0.7072636416261922,0.6816241383058294,0.7974569688936195,0.6921672226705639,0.1562802585205505,0.5943596579000137,0.6261563282398328,0.33656122712570946,0.7278054680018353,0.4978594386097004,0.4247979799667788,0.5806095858473866,0.7493400484466552,0.6917796820345932,0.7780467990301532,0.58451942536654,0.44323647553736933,0.5021755094498046,0.6223644501467749,0.6662663569447034,0.6731419710772497,0.7404270648348916,0.5656797459048022
"Elsholtzia eriostachya - Elsholtzia eriostachya var. pusilla Benth., fam. Lamiaceae (Labiatae)",0.7711453184451637,0.5196872415906617,0.5327181221737496,0.6602417646718058,0.5445621397576494,0.7749282587131439,0.6853653247395661,1.0,0.48261635126366953,0.8187369131156988,0.4675869028451407,0.7202251492019958,0.5744648481817816,0.8813610237247255,0.5710751198341053,0.5492902845644558,0.3374710058479171,0.8733950787181852,0.586414339285358,0.6502612078518775,0.6090112776434786,0.7057173580113265,0.885260355243313,0.6220628531549379,0.853337402577833,0.012258587010452904,0.5663138529834391,0.6216509753554069,0.24755442520637783,0.7467660788653714,0.4567572214342922,0.29005264679681364,0.4296635429443446,0.7470435307402693,0.5756544001497209,0.7319889748563772,0.7117463077610338,0.2584132952670162,0.35405942629475107,0.405196842811845,0.5278046951286726,0.8898660449614517,0.5652693841781627,0.38588565146418763
"Hexalobus monopetalus leaf - Hexalobus monopetalus (A. Rich) Engl., fam. Annonaceae",0.6074073929032585,0.7277803260438049,0.7190602237689574,0.48088912531066486,0.6834138609457034,0.6450988637344344,0.675752028563392,0.48261635126366953,1.0,0.5995987510911196,0.6579080405254651,0.6924609634426387,0.5440561508833952,0.5731270058204632,0.5866887180816464,0.5273917635768173,0.4882556487908678,0.5631831910974616,0.6505756291363136,0.6414077507196622,0.544380851235595,0.5710408888566574,0.48983339969970885,0.7323668584603293,0.5092095772354254,0.21650395051031013,0.5166873762079685,0.5463008379854719,0.3287802583479248,0.586084823772987,0.4183737555377356,0.45078805857400706,0.5981329377563489,0.5777116426260298,0.680846800421959,0.6438581082206573,0.4180275611214589,0.5682475071754813,0.5607893025401435,0.7615239776381321,0.659547472471518,0.4752840979475593,0.7783126957667732,0.6829182242031504
"Jammu lemongrass (India) 2 - Cymbopogon pendulus L., fam. Poaceae (Gramineae)",0.7883991443271545,0.6240578425204534,0.6499556003519082,0.7182638062337849,0.6495434884650284,0.8591683452126919,0.7928575101496037,0.8187369131156988,0.5995987510911196,1.0,0.5697715333377091,0.8127390777668327,0.6487426779702326,0.9073211629083833,0.6381415832173092,0.6052198613403091,0.39910874772557425,0.8390946157286341,0.688479354668752,0.7324849790305359,0.6673906579894864,0.8136598889150132,0.8371982415235331,0.7447808393135467,0.8505643619520066,0.08900857972705345,0.6543682341414758,0.7231843792364081,0.30741790594240814,0.8464281929209646,0.5232183483397059,0.36868989786294015,0.5229512610243519,0.7409067244024428,0.6687413252494764,0.7951181120781721,0.7197934705589866,0.3665792997113788,0.4415533563987356,0.5297454704315328,0.5987863911478485,0.7823749977975599,0.6670826571686994,0.504708318160956
"Lemon balm (Italy) - Melissa officinalis L., fam. Lamiaceae (Labiatae)",0.5469104780474755,0.619675917626181,0.6171139215147987,0.503511137510885,0.6495619520704943,0.620745106321275,0.6078147821763077,0.4675869028451407,0.6579080405254651,0.5697715333377091,1.0,0.6663573451093012,0.5365682225185695,0.550999439254442,0.55858068822956,0.4875315598318396,0.41276264834445087,0.5160924975866272,0.6174794899981352,0.6028730587701363,0.5382751104797001,0.5815698169053481,0.4859472375703494,0.6767336349178397,0.5087970783475734,0.18133831542863776,0.5303453664622682,0.5349635593219086,0.30099565606300094,0.5721000267798695,0.43270157422017663,0.40119401188161774,0.5274635594716848,0.5304597487166343,0.6679084576725336,0.6158978007261561,0.469509879260006,0.6390726116179446,0.5094701124601921,0.6879189151523322,0.577142146888385,0.4343226435599177,0.6698952893057896,0.5638800478362438
"Lemon balm (Spain) - Melissa officinalis L., fam. Lamiaceae (Labiatae)",0.7807168702519419,0.6714869671124366,0.6677423843577865,0.6318818865285384,0.672879650870123,0.8605853395622161,0.8379584794837561,0.7202251492019958,0.6924609634426387,0.8127390777668327,0.6663573451093012,1.0,0.6238606242293145,0.8082720506399336,0.652885387591789,0.5997198664953063,0.4642510953554536,0.7931594881779076,0.7278376226171066,0.7305456895182929,0.6476538643704395,0.7189666361708812,0.7228829180726168,0.8052930959283087,0.7328955513547173,0.14468553556841846,0.5992072674660613,0.6213087614849577,0.3284257750604438,0.7335040354992483,0.49535335972869665,0.4120196469271731,0.5664990513484769,0.7852610267591273,0.7267944588453417,0.830169171849638,0.6184023888783621,0.4771310619443959,0.5082088763526725,0.6620612339825007,0.6830850517535703,0.6969969037878038,0.749330782076294,0.5605308103892699
"Lemongrass (Argentine) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)",0.5996747936082826,0.6559815122717857,0.6768520849985725,0.6944226958238439,0.625807666223869,0.63593856592935,0.6238865390751809,0.5744648481817816,0.5440561508833952,0.6487426779702326,0.5365682225185695,0.6238606242293145,1.0,0.6383556497247722,0.848764934743467,0.8517173627127794,0.5668640356826682,0.6398082733122484,0.6157035828542455,0.8453931974374281,0.5783223328840617,0.6796331861498714,0.6067259032993555,0.6117930453202811,0.6289722868641692,0.3784619424430402,0.8310953733297435,0.6679480528181545,0.615551105873444,0.7311473124550429,0.8222852660156326,0.6530949216988609,0.7239640391187125,0.628304933632976,0.6020570373223124,0.6449796752030337,0.5941214797573153,0.37150185509720235,0.43011956528482254,0.49882407991328115,0.5756434528420533,0.5416723906242218,0.5958676159733647,0.4905489548353339
"Lemongrass (Bangladesh) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)",0.8124827598976672,0.6023370983220089,0.6161211809132836,0.7152396137752166,0.6285686042702487,0.8602807213793264,0.7730210492591032,0.8813610237247255,0.5731270058204632,0.9073211629083833,0.550999439254442,0.8082720506399336,0.6383556497247722,1.0,0.6323514772607651,0.6008171696524625,0.3940020209521441,0.8978524166905417,0.6747769558945789,0.7253157994304883,0.6658317707925996,0.7851094543527252,0.8830590071536151,0.7164347714525434,0.8825765611024111,0.07646762408146379,0.634711324538541,0.682348009760887,0.30088304113666076,0.8215185841205068,0.5130023424791165,0.35637040743621606,0.5036711463086205,0.7770868380709984,0.662314658808832,0.8017653838594151,0.7332266719609489,0.345454870928838,0.4330325134904758,0.502108859586329,0.5985468264929256,0.8323351339545254,0.6561267070402965,0.47045060525331683
"Lemongrass (Burkina Faso) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)",0.6346119837961317,0.7052472587694518,0.7177925019725855,0.6054402447913556,0.6266411582228425,0.6514544236254027,0.650726295628528,0.5710751198341053,0.5866887180816464,0.6381415832173092,0.55858068822956,0.652885387591789,0.848764934743467,0.6323514772607651,1.0,0.8993577973910651,0.6633117862538951,0.6527211238692927,0.6327496050147661,0.8788374387388629,0.5585275075909859,0.6213416216277728,0.5756153039190424,0.6441688531637255,0.5900862384848131,0.42355017560353125,0.7179243701428015,0.6246587385515572,0.6358399154985668,0.686998696194199,0.7184686661624407,0.705401810178238,0.8078450458258786,0.6909150612261434,0.6078892446184938,0.6626383466339583,0.5206714083306001,0.41998510117472665,0.45068014795094813,0.5342332015181999,0.6277237774892397,0.549352591497612,0.6378208924729123,0.49605699906855605
"Lemongrass (Cameroon) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)",0.5964432891574647,0.6582381134111176,0.6715328022908038,0.5888352574685378,0.5679892569621863,0.6053656138193226,0.6030469968263286,0.5492902845644558,0.5273917635768173,0.6052198613403091,0.4875315598318396,0.5997198664953063,0.8517173627127794,0.6008171696524625,0.8993577973910651,1.0,0.6574907196944786,0.6282887533408068,0.58690614336531,0.8360089680545291,0.5199140649421516,0.5901583907318937,0.5559565457772209,0.5903641905515578,0.5675905161312405,0.43878255606962646,0.7119442286117246,0.6027232092945719,0.6801448693752606,0.65937914355173,0.7469205818684849,0.7210067975413044,0.7871377999752065,0.6590978472485571,0.5545910428804325,0.6178381363120703,0.5022961684004309,0.34868673390093774,0.40671247848869485,0.471994083086721,0.584095860176547,0.5325198660018571,0.5729670028150072,0.450263354404176
"Lemongrass (China) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)",0.4481707294380892,0.5753524752656451,0.5499121754047475,0.3343349632823509,0.43847784781519394,0.44841130667369156,0.4740519230371394,0.3374710058479171,0.4882556487908678,0.39910874772557425,0.41276264834445087,0.4642510953554536,0.5668640356826682,0.3940020209521441,0.6633117862538951,0.6574907196944786,1.0,0.4335177526765531,0.46934915011689515,0.6042706867442136,0.3497222812959595,0.3529125752381097,0.3265508924493994,0.470343074032725,0.3342083610783996,0.534532514065325,0.43644863353599395,0.36274950332340383,0.6205398813529528,0.4126752831736945,0.488307362319391,0.7140865870492781,0.7144234949295931,0.5219817499241075,0.43768987545360594,0.45526422374913444,0.24981210193018766,0.3631932361058219,0.36654308916547984,0.4532439428164101,0.5085539482720409,0.34313272398020545,0.5046765802112517,0.39042467891194554
"Lemongrass (Cuba) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)",0.8244366513051857,0.6036189702406927,0.6066377422266301,0.6734555600512158,0.5978509569906466,0.8277278169799547,0.766757328448035,0.8733950787181852,0.5631831910974616,0.8390946157286341,0.5160924975866272,0.7931594881779076,0.6398082733122484,0.8978524166905417,0.6527211238692927,0.6282887533408068,0.4335177526765531,1.0,0.6505057201078135,0.7317869329506407,0.6342901917265282,0.717566984110622,0.8399817516846939,0.6856732940968933,0.8264363607934434,0.10391105681162482,0.6068319125740448,0.6310670216975297,0.32910271775685274,0.7707997727946558,0.5135434739739568,0.3826810355514383,0.5201175715862729,0.8331149718849735,0.6333788877211654,0.8051908701325714,0.6808100233781313,0.32937115035259434,0.4163828149853801,0.48278272694310653,0.6070712505442284,0.8605541041809168,0.6433109150572661,0.46333344747171645
"Lemongrass (Egypt) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)",0.6613093225735158,0.7582644038030197,0.644451403951188,0.5974767325310308,0.6603702171414612,0.7336855747202177,0.7285892331282005,0.586414339285358,0.6505756291363136,0.688479354668752,0.6174794899981352,0.7278376226171066,0.6157035828542455,0.6747769558945789,0.6327496050147661,0.58690614336531,0.46934915011689515,0.6505057201078135,1.0,0.6927509351087178,0.5993495903000712,0.6998376559876335,0.6082663220549779,0.7892710671228056,0.629840692329925,0.19700893596946834,0.5903564952400531,0.5788423078863976,0.3854085268988182,0.667717293279719,0.5073587043154865,0.4455784738334784,0.5805015021208992,0.64803642206761,0.7552428388087504,0.7330656441452246,0.5571578236182477,0.46711921024880365,0.6756747742844234,0.6180480994471786,0.785459874303907,0.5716256081186926,0.7148790466128316,0.5417918634472028
"Lemongrass (Ghana) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)",0.713838623466398,0.7393322414101784,0.7656478145335633,0.6710318664922006,0.6862675315644516,0.7376746977912093,0.7267419346440797,0.6502612078518775,0.6414077507196622,0.7324849790305359,0.6028730587701363,0.7305456895182929,0.8453931974374281,0.7253157994304883,0.8788374387388629,0.8360089680545291,0.6042706867442136,0.7317869329506407,0.6927509351087178,1.0,0.6281797500033427,0.7095892205488853,0.6619695616476197,0.7206684829132914,0.6785723871684596,0.33567336017581173,0.754946624326391,0.7026411013584046,0.5464655173442194,0.7794285620223773,0.6880147556621814,0.6201097829523881,0.7551899715378546,0.740604334761946,0.6755239001189961,0.7352444932885387,0.5943068990979717,0.4424241474272155,0.4894495535578929,0.5735816950371369,0.6605903598977887,0.6250886344815656,0.7054157491263542,0.5371903153017425
"Lemongrass (India) 1 - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)",0.6186982622628,0.5568077579870809,0.5654761870670666,0.6272248547138363,0.6061858578633748,0.663859702611127,0.6293591749068984,0.6090112776434786,0.544380851235595,0.6673906579894864,0.5382751104797001,0.6476538643704395,0.5783223328840617,0.6658317707925996,0.5585275075909859,0.5199140649421516,0.3497222812959595,0.6342901917265282,0.5993495903000712,0.6281797500033427,1.0,0.6704844859084786,0.6367105799059646,0.6182505723755531,0.6549166140391391,0.09281128314220921,0.5941627675811337,0.5972307381119656,0.2832062191388366,0.6733559915043374,0.4841443680406231,0.34576304224578125,0.4688574930002183,0.5805700277298549,0.6151558968955244,0.6446260843342992,0.6039078846018766,0.3677253558544631,0.4294215656195879,0.4979991376189954,0.529600399453954,0.5764531427103938,0.6079625573984471,0.4728456028053155
"Lemongrass (India) 2 - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)",0.6719702629095075,0.6315479567257918,0.6449401882213583,0.7990375198641945,0.6733309771379223,0.746124826072998,0.7072636416261922,0.7057173580113265,0.5710408888566574,0.8136598889150132,0.5815698169053481,0.7189666361708812,0.6796331861498714,0.7851094543527252,0.6213416216277728,0.5901583907318937,0.3529125752381097,0.717566984110622,0.6998376559876335,0.7095892205488853,0.6704844859084786,1.0,0.7620757943900657,0.723201311527992,0.798147450816716,0.09857702607661634,0.754167912266072,0.7800313225646377,0.32479687773120247,0.8722052023527062,0.5858414895841115,0.3741549075227433,0.5145182617025414,0.6217443900502708,0.6855041703741334,0.7444152732239304,0.7740450476270246,0.37614990700538187,0.48135483986944994,0.5185363776559538,0.6031222368929972,0.653984669554701,0.629490018519823,0.5337542563047346
"Lemongrass (India) 3 - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)",0.7393978074763292,0.5241154163594529,0.5313083724284937,0.7429006068585109,0.566983753942908,0.7743268138750504,0.6816241383058294,0.885260355243313,0.48983339969970885,0.8371982415235331,0.4859472375703494,0.7228829180726168,0.6067259032993555,0.8830590071536151,0.5756153039190424,0.5559565457772209,0.3265508924493994,0.8399817516846939,0.6082663220549779,0.6619695616476197,0.6367105799059646,0.7620757943900657,1.0,0.6192124818934552,0.9500943927857293,0.024298218976099073,0.6198548161607051,0.6397737286220255,0.2658989046884407,0.7843158794575817,0.5063953664326519,0.30158459894367795,0.42957351655286646,0.7018473639132338,0.604874977537147,0.7416762891357576,0.7978690050519047,0.2724963224743392,0.37474164736143334,0.42450074811740635,0.5223830565775525,0.8293680349175441,0.5712207770773872,0.4099324671554567
"Lemongrass (India) 4 - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)",0.7123127956510762,0.7713674456282513,0.7581156871754384,0.5753969199814857,0.7049388205302431,0.7712006034185256,0.7974569688936195,0.6220628531549379,0.7323668584603293,0.7447808393135467,0.6767336349178397,0.8052930959283087,0.6117930453202811,0.7164347714525434,0.6441688531637255,0.5903641905515578,0.470343074032725,0.6856732940968933,0.7892710671228056,0.7206684829132914,0.6182505723755531,0.723201311527992,0.6192124818934552,1.0,0.6362012704710271,0.17093860327558652,0.6014674266769853,0.6762618054300384,0.33939998512591585,0.7169690217869544,0.47407368959741003,0.43487071224282103,0.6161729398384179,0.6913351090237967,0.7467786911646267,0.757955237539987,0.5394573765925688,0.5160366152224889,0.5969640019382256,0.6876190885605693,0.7671442531997148,0.5974567424496082,0.7676917440662793,0.6039849640296937
"Lemongrass (India) 5 - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)",0.7336762300593207,0.5439183505544559,0.55044320740752,0.7768190565466087,0.5923553501827254,0.781099668350203,0.6921672226705639,0.853337402577833,0.5092095772354254,0.8505643619520066,0.5087970783475734,0.7328955513547173,0.6289722868641692,0.8825765611024111,0.5900862384848131,0.5675905161312405,0.3342083610783996,0.8264363607934434,0.629840692329925,0.6785723871684596,0.6549166140391391,0.798147450816716,0.9500943927857293,0.6362012704710271,1.0,0.04117106423525152,0.6517665872127776,0.6628995877835222,0.281385707088293,0.8110568348547167,0.5308636216946911,0.3184074338360158,0.445855723694528,0.6913154904954175,0.6274477898337065,0.7516586371379932,0.8209244166154679,0.29394269102082504,0.39753912301081806,0.44667488866619154,0.5361547324962452,0.7988479320900662,0.5889337267037036,0.4343563735793603
