,"Eucalyptus cloeziana leaf (Chemotype 1) - Eucalyptus cloeziana F. Muell., fam. Myrtaeceae","Eucalyptus grandis (Burundi) - Eucalyptus grandis W. Hill ex Maiden, fam. Myrtaceae","Helichrysum stoechas (France) - Helichrysum stoechas L., fam. Asteraceae (Compositae)","Helichrysum stoechas (Portugal) - Helichrysum stoechas (L.) DC var. alpha-sincladum (Jord. et Fourr.) Rouy,","Hypericum scabrum (Turkey) - Hypericum scabrum L., fam. Guttiferae (Hypericeae)","Juniper berry 2 - Juniperus communis L., fam. Cupressaceae","Juniper berry 9 - Juniperus communis L., fam. Cupressaceae","Juniper leaf (Canada) - Juniperus communis L., fam. Cupressaceae","Juniper leaf (Sweden) - Juniperus communis L., fam. Cupressaceae","Juniperus flaccida var. poblana - Juniperus flaccida var. poblana Martinez, fam. Cupressaceae","Juniperus oxycedrus berry - Juniperus oxycedrys L., ssp. macrocarpa (Sm.) Ball., fam. Cupressaceae","Kanuka (New Zealand) 1 - Kunzea ericoides (A. Rich.) J. Thompson, fam. Myrtaceae","Kanuka (New Zealand) 3 - Kunzea ericoides (A. Rich.) J. Thompson, fam. Myrteceae","Kanuka (New Zealand) 4 - Kunzea ericoides (A. Rich.) J. Thompson, fam. Myrtaceae","Mastic gum (Greece) 1 - Pistacia lentiscus L., var. Chia, fam. Anacardiaceae","Mastic gum (Greece) 2 - Pistacia lentiscus L., var. Chia, fam. Anacardiaceae","Mastic gum (Spain) - Pistacia lentiscus L., fam. Anacardiaceae","Olibanum, African (Oman) - Boswellia frereana Birdwood, fam. Burseraceae","Pinus caribaea, var. hondurensis (Malaysia) - Pinus caribaea Morelet var. hondurensis Barrett et Golfari, fam. Pinaceae","Pinus cembra - Pinus cembra L. ssp. cembra (Swiss Stone Pine), fam. Pinaceae","Pinus insularis (Malaysia) - Pinus insularis Endl., fam. Pinaceae","Pinus kesiya (China) 1 - Pinus kesiya Royle ex Gord. var. langbianensis Gaussen, fam. Pinaceae","Pinus merkusii (Malaysia) - Pinus merkusii Jungh, fam. Pinaceae","Pinus pinaster (France) - Pinus pinaster Ait., fam. Pinaceae","Pinus pinaster (Portugal) 1 - Pinus pinaster Ait., fam. Pinaceae","Pinus sibirica (Mongolia) 1a - Pinus sibirica (Rupr.) Mayr (Siberian pine), fam. Pinaceae","Protium heptaphyllum 2b fruit - Protium heptaphyllum (Aubl.) March., fam. Burseraceae","Sequoia leaf 1 - Sequoiadendron giganteum Buchh., fam. Taxodiaceae","Sequoia leaf 2 - Sequoiadendron giganteum Buchh., fam. Taxodiaceae","Sequoia leaf 3 - Sequoiadendron giganteum Buchh., fam. Taxodiaceae","St. John's wort (India) - Hypericum perforatum L., fam. Guttiferae (Hypericaceae)","St. John's wort (Turkey) - Hypericum perforatum L., fam. Guttiferae (Hypericaceae)","Yarmor pine - Pinus palustris Mill. (P. australis Michx. f.), fam. Pinaceae"
"Juniperus oxycedrus berry - Juniperus oxycedrys L., ssp. macrocarpa (Sm.) Ball., fam. Cupressaceae",0.5208581776159752,0.4768948887431187,0.5978139112470124,0.6162611253497341,0.6625850086274323,0.5924540460778938,0.7746898784512029,0.5606511019803758,0.6603426576537124,0.7570873830365873,1.0,0.6419872950433656,0.5819239625195687,0.5670791530962283,0.6020445177894328,0.6017728152834834,0.5336323276816874,0.6296858688829461,0.5771643918171009,0.6244747400951999,0.23000372528846125,0.26901980056721575,0.5973854936173839,0.308870454504134,0.39951424100229305,0.41187069410440624,0.6639768485406763,0.35179297515693,0.5327214913471239,0.7551966326782674,0.663171740364871,0.6679209990696806,0.3914563710163411
"Kanuka (New Zealand) 1 - Kunzea ericoides (A. Rich.) J. Thompson, fam. Myrtaceae",0.6207285749844527,0.7073271755865905,0.5626994739680322,0.5974280064211879,0.6928361351834538,0.5891726978228327,0.6116661609930735,0.6180191320801545,0.5162794854061872,0.6208908012958804,0.6419872950433656,1.0,0.7110037479183842,0.7808568764248827,0.5428876213932736,0.5428343976024969,0.6159249240884467,0.6017939682077467,0.613326802099316,0.6070573727403221,0.35188627660229577,0.39970344941792224,0.6339766963700957,0.30291648352126,0.4502454987757617,0.35109395222626427,0.640410058374368,0.4200231410638723,0.5410313858110076,0.6087077167730728,0.6791394568753458,0.618563176226602,0.46142608898669457
"Kanuka (New Zealand) 3 - Kunzea ericoides (A. Rich.) J. Thompson, fam. Myrteceae",0.3838604159150688,0.6119222194270076,0.5137921588501932,0.6017446693098061,0.508911327502455,0.4444316472187515,0.5674761543403621,0.383557542464242,0.5500531336759971,0.6258505622392969,0.5819239625195687,0.7110037479183842,1.0,0.5347355470654112,0.3428554800567557,0.3426268850526397,0.37678670257782854,0.649936927881726,0.41232479370365305,0.5271532056540134,0.09783070438110397,0.15201045234547883,0.44002062856917423,0.20257599312153562,0.2664872286489337,0.3704465981427426,0.47117147686658933,0.1718999064937523,0.31443095524161013,0.4718055702199271,0.5490199671278234,0.5931969849121013,0.2576986143848523
"Kanuka (New Zealand) 4 - Kunzea ericoides (A. Rich.) J. Thompson, fam. Myrtaceae",0.7557858595404354,0.6080105462822395,0.5214749348581782,0.488668867147826,0.7364412327271297,0.6041494775981684,0.535477491221801,0.7525301297381568,0.4134387233397613,0.5074246504547295,0.5670791530962278,0.7808568764248819,0.5347355470654114,1.0,0.6337842961187662,0.633488880341667,0.7552214468200935,0.4645753157904122,0.7139113846411056,0.5629293014699195,0.5433613292036532,0.5740147430668174,0.7258651998141721,0.31306862152826576,0.5340267601120428,0.26881066300511514,0.6775185006401153,0.5999828480843766,0.6752490930170457,0.6101977348715824,0.649516228074203,0.5357593331986665,0.5643018004151886
"Mastic gum (Greece) 1 - Pistacia lentiscus L., var. Chia, fam. Anacardiaceae",0.6500917875625296,0.41834624808237986,0.4066632619814312,0.3715314221528859,0.6938266096326252,0.574206854465708,0.5552250861376389,0.7507070507145943,0.37457408908007916,0.4649360886591488,0.6020445177894334,0.5428876213932732,0.3428554800567559,0.6337842961187662,1.0,0.9762654151280351,0.7285340904938313,0.34564772288717216,0.6432694013964613,0.470759780656285,0.5207210570712189,0.5259190274737551,0.6428383265160428,0.3002628488713496,0.5028551928893912,0.2126295769981038,0.6598404124259395,0.6860901167862491,0.851421165950926,0.7692443035897174,0.5732171231428611,0.473932155800484,0.5347030175533747
"Mastic gum (Greece) 2 - Pistacia lentiscus L., var. Chia, fam. Anacardiaceae",0.6501722649431299,0.41841635388708776,0.40674194314034795,0.37159310093483666,0.6937171292096551,0.5742458704432275,0.5554964219782232,0.7508553102195965,0.3747825879048794,0.4650330008066421,0.6017728152834829,0.5428343976024965,0.3426268850526394,0.633488880341667,0.9762654151280351,1.0,0.7287810788273007,0.3479958904955641,0.6433912497441852,0.47090888044558876,0.5208068403553952,0.5260380381066223,0.6430907030486742,0.3002961820152933,0.502900490517314,0.2128408841339392,0.6599050397096768,0.6861648545244632,0.8516664376643727,0.7694254390457329,0.5732543185349304,0.47391525087731234,0.5347646885152247
"Mastic gum (Spain) - Pistacia lentiscus L., fam. Anacardiaceae",0.8083710372872767,0.4762695637028851,0.43434970392948336,0.4047391887394822,0.7204803199880908,0.6338220532250575,0.5062416174358354,0.8469171412005956,0.35287888900522724,0.4492469224140875,0.5336323276816879,0.6159249240884462,0.3767867025778283,0.7552214468200935,0.7285340904938313,0.7287810788273007,1.0,0.3742494308590041,0.7235277641135622,0.5105290696152149,0.6382596949757546,0.6491828821559246,0.713404490787976,0.3653219003683231,0.6128890184714808,0.22590509494751065,0.6966814385992766,0.7213249077714325,0.7816724856323911,0.6290523109993391,0.60510591523275,0.4724134545726847,0.661026279687613
"Olibanum, African (Oman) - Boswellia frereana Birdwood, fam. Burseraceae",0.38378460190525043,0.44948077551865007,0.5637562675413619,0.6588576176192495,0.5156798763980782,0.45749837549583505,0.623889128293035,0.39199324632395705,0.634336010350802,0.7029822915085919,0.6296858688829461,0.6017939682077467,0.649936927881726,0.4645753157904122,0.34564772288717216,0.3479958904955641,0.3742494308590041,1.0,0.4298473354605462,0.5710915200330338,0.08255675348286384,0.14202022960838911,0.4594681948981597,0.22235674210874135,0.27579000929720643,0.41874633971844155,0.49562916337759366,0.1592079881673104,0.3110153155195763,0.49183654949644573,0.5734556860305337,0.6419112812555705,0.26272627987594077
"Pinus caribaea, var. hondurensis (Malaysia) - Pinus caribaea Morelet var. hondurensis Barrett et Golfari, fam. Pinaceae",0.7624756363798447,0.490432940613612,0.6097165954741388,0.4755759312516896,0.7103597422617189,0.6903528385519317,0.5486745175579982,0.7606234962818481,0.4805850478044025,0.5262813914042084,0.5771643918171004,0.6133268020993154,0.4123247937036534,0.7139113846411056,0.6432694013964613,0.6433912497441852,0.7235277641135622,0.4298473354605462,1.0,0.6321947894553744,0.5322574827492687,0.5312538019622639,0.8484198484364747,0.4105240435918732,0.6333567760349347,0.3320807255093381,0.7938411158517447,0.5893008858512203,0.6659147740904425,0.6077975124505606,0.6224268504416052,0.5176064245582155,0.6266441332150303
"Pinus cembra - Pinus cembra L. ssp. cembra (Swiss Stone Pine), fam. Pinaceae",0.5448159324657513,0.4602728717238451,0.6313612281687264,0.5828916301997276,0.621044595389578,0.5915091571899938,0.626534308416097,0.5391071856467481,0.676968249777874,0.695459984469406,0.6244747400951999,0.6070573727403221,0.5271532056540134,0.5629293014699195,0.470759780656285,0.47090888044558876,0.5105290696152149,0.5710915200330338,0.6321947894553744,1.0,0.26717689555249624,0.2859950194912023,0.6421110511456205,0.3465558192229894,0.4457417020078831,0.5727655324446476,0.644231867304609,0.32276932675420555,0.4512745139613872,0.5567199049730305,0.6167226358897662,0.60155814716883,0.425403955836935
"Pinus insularis (Malaysia) - Pinus insularis Endl., fam. Pinaceae",0.6178109686305051,0.27658618922010125,0.19753169597749676,0.12598457432302412,0.45333307572704906,0.37225673105972146,0.2007676334490721,0.6248540262131472,0.07142379178724123,0.14516827718078662,0.23000372528846147,0.35188627660229554,0.0978307043811043,0.5433613292036532,0.5207210570712189,0.5208068403553952,0.6382596949757546,0.08255675348286384,0.5322574827492687,0.26717689555249624,1.0,0.78000798188591,0.5149302312976968,0.1662319322613004,0.45987724913446415,0.0,0.42413369789008215,0.810416057840782,0.6259697866394012,0.35246315913715953,0.3351766058260096,0.18529306558522762,0.5313847661887727
