,"Achillea tenuifolia (Iran) flower - Achillea tenuifolia Lam., fam. Asteraceae (Compositae)","Alpinia japonica - Alpinia japonica Miq., fam. Zingiberaceae","Amomum tsao-ko (China) 1 - Amomum tsao-ko Crevost et Lemarie, fam. Zingiberaceae","Armoise (Spain) ssp. valentina - Artemisia herba-alba Asso ssp. valentina (Lam.) Marcl., fam. Asteraceae","Artemisia molinieri - Artemisia molinieri Quezel, Barbero et R. Loisel, fam. Asteraceae (Compos)","Blackcurrant bud, absolute - Ribes nigrum L., fam. Grossulariaceae",Boldo leaf - Boldea fragrans Juss. (Peumus boldus Mol.),"Cachrys sicula (Spain) - Cachrys sicula L., fam. Apiaceae (Umbelliferae)","Cascarilla 1 - Croton eluteria Bennett, fam. Euphorbiaceae","Celery root - Apium graveolens L., fam. Apiaceae (Umbelliferae)","Chamomile, german (Germany) 2, Living Flower - Chamomilla recutita (L.) Rausch.(Matricaria chamomilla L.), fam.Asteraceae","Cinnamomum angustifolium leaf (Madagascar) - Cinnamomum angustifolium Rafin, fam. Lauraceae","Cinnamomum burmannii (China) 2c branch & leaf - Cinnamomum burmannii Blume (p-cymene type), fam. Lauraceae","Cinnamomum propinquum leaf (Australia) - Cinnamomum propinquum F.M. Bailey, fam. Lauraceae","Espeletia weddellii leaf - Espeletia weddellii Sch. Bip. ex Wedd., fam. Asteraceae (Compositae)","Eucalyptus camaldulensis (Burkina Faso) - Eucalyptus camaldulensis Dehn., fam. Myrtaceae","Eucalyptus camaldulensis (Ethiopia) - Eucalyptus camaldulensis Dehn., fam. Myrtaceae","Eucalyptus camaldulensis (Israel) - Eucalyptus camaldulensis Dehn., fam. Myrtaceae","Eupatorium arnottianum leaf - Eupatorium arnottianum Griseb., fam. Asteraceae (Compositae)","Eupatorium capillifolium (Cuba) - Eupatorium capillifolium (Lam.) Small, fam. Asteraceae (Compositae)","Eupatorium subhastatum leaf - Eupatorium subhastatum (DC.) Baker, fam. Asteraceae (Compositae)","Grapefruit leaf - Citrus paradisi Macfayden, fam. Rutaceae","Ledum palustre (China) - Ledum palustre L. var. angustum N. Busch, fam. Ericaceae","Licaria salicifolia - Licaria salicifolia (Sw.) Kosterm., fam. Lauraceae","Linden blossom flower - Tilia cordata Mill. (Tilia glabra Vent.), fam. Tiliaceae","Mandarin leaf (Petitgrain mandarin.) (Nigeria) - Citrus reticulata Blanco, cultivar Satsuma, fam. Rutaceae","Nigella sativa seed - Nigella sativa L., fam. Ranunculaceae","Ocimum gratissimum (Brazil) 1 - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)","Prangos uechtritzii (Turkey) fruit - Prangos uechtritzii Boiss. et Hausskn., fam. Apiaceae (Umbelliferae)","Rosemary 1b - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Semenovia tragioides (Iran) - Semenovia tragioides (Boiss.) Manden., fam. Apiaceae (Umbelliferae)","Thyme 2 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)","Thymus villosus (Portugal) - Thymus villosus L., ssp. villosus, fam. Lamiaceae (Labiatae)","Turmeric (Bhutan) 1b leaf - Curcuma longa L. (C. domestica Val.), fam. Zingiberaceae","Turmeric (India) 6 - Curcuma longa L. (C. domestica Val.), fam. Zingiberaceae","Turmeric (Vietnam) 2 leaf - Curcuma longa L. (C. domestica Val.), fam. Zingiberaceae","Yarrow (Greece) - Achillea millefolium L., fam. Asteraceae (Compositae)"
"Licaria salicifolia - Licaria salicifolia (Sw.) Kosterm., fam. Lauraceae",0.5939852812715838,0.4957902087461512,0.6606436207132721,0.574215341706306,0.08886177433857512,0.6098777769043517,0.4994111819843948,0.5283762193856608,0.7241620287943134,0.5506378867837595,0.5567419440252327,0.6959798457504027,0.4593955584664354,0.6211114557304114,0.6476722104169708,0.5722692724783943,0.5737080589656687,0.5627868811625465,0.5292404194703914,0.618906694534139,0.6324415859427532,0.5478948410623478,0.44655979477095753,1.0,0.660586801187067,0.5629517801545227,0.4459172914201245,0.4955863639596074,0.7271516540792228,0.6170192975958032,0.614328870858214,0.6311708420672084,0.520647728915318,0.6550520083476237,0.5562750612404914,0.6371223473904082,0.262756121229475
"Linden blossom flower - Tilia cordata Mill. (Tilia glabra Vent.), fam. Tiliaceae",0.6176146642629581,0.5459510954003624,0.6945680553086602,0.6283985236569305,0.10388634320083412,0.6153396269584805,0.5591314696861509,0.6018392939085033,0.7746925933129869,0.6000637675446173,0.5828141752364151,0.571214060164392,0.5064644022867562,0.6603541108356629,0.5670852027263049,0.48870542738090605,0.5461799628875763,0.6184767530916369,0.5550248875855213,0.5980605747954759,0.658662852902981,0.6367912970880474,0.47150698837073113,0.660586801187067,1.0,0.6751372929611323,0.48987743802291883,0.5822713590145618,0.7213553217718988,0.6722004607400935,0.6758102658582275,0.7327603275316331,0.5896794631285236,0.5763247515630252,0.6057057644179529,0.5235054598156987,0.278452842109174
"Mandarin leaf (Petitgrain mandarin.) (Nigeria) - Citrus reticulata Blanco, cultivar Satsuma, fam. Rutaceae",0.5439701756282939,0.4997179881751471,0.6055502224567286,0.5737035806389702,0.06008492025570611,0.544370419234691,0.5361816569933979,0.6444375520542742,0.6684664345493069,0.6140648345077927,0.5108755548637935,0.518000132380021,0.4668918247576396,0.5900267507131796,0.5244955321220115,0.49740030832114246,0.4837397545264416,0.5600978315300198,0.519088288569713,0.5465452004030499,0.6056617018220982,0.6517384983209509,0.4263027461025244,0.5629517801545227,0.6751372929611323,1.0,0.45491830152787904,0.4890912318324855,0.6735949365165057,0.622567673996092,0.6493611351792958,0.5873994118689032,0.5663183471956168,0.5257943292259459,0.5467458406005634,0.47952379437102555,0.22133719439595212
"Nigella sativa seed - Nigella sativa L., fam. Ranunculaceae",0.4260752312400399,0.4591330509397973,0.47205749674046826,0.4308739386342151,0.005059832505262651,0.42890082958906395,0.48991013785155657,0.487582477404376,0.5440148952793262,0.41825503167981515,0.4721646204093135,0.436073398236276,0.44730261234682944,0.5538727603623905,0.48609387451661523,0.3425456071312901,0.4065660582070283,0.4995554676717636,0.5470426676607293,0.5065116823089786,0.5914380624408502,0.47614363250094305,0.32587838893566234,0.4459172914201245,0.48987743802291883,0.45491830152787904,1.0,0.4855481374965974,0.48225341015023393,0.5149641314028371,0.5199167086584409,0.5149690215668619,0.5376516378185088,0.4098183855201557,0.5066761817479963,0.37591598714455854,0.138359172169496
"Ocimum gratissimum (Brazil) 1 - Ocimum gratissimum L., fam. Lamiaceae (Labiatae)",0.44922655789172783,0.4795065663708663,0.5123445247395844,0.4828543224479819,0.03186913472857067,0.48662411468978783,0.5199041565195903,0.5157172608468368,0.5964470025359561,0.45380760358745853,0.5549598875190879,0.4759565187341923,0.46996106117272674,0.5853122320809274,0.49016545761145836,0.351597735369808,0.446582338844998,0.5485575159740403,0.5530271587437627,0.5438751265772991,0.6034233593366145,0.5098117662411692,0.36370015913547893,0.4955863639596074,0.5822713590145618,0.4890912318324855,0.4855481374965974,1.0,0.5385929892009247,0.5769838242786243,0.5641077091824094,0.6011352804762744,0.5772042908115672,0.44806181963134184,0.5485579431312692,0.4091983761075114,0.17110510541772106
"Prangos uechtritzii (Turkey) fruit - Prangos uechtritzii Boiss. et Hausskn., fam. Apiaceae (Umbelliferae)",0.6363815208854128,0.526260826215877,0.7008016092753916,0.6124580709652131,0.09658181977503444,0.6735245514834993,0.5278219014413663,0.6684053668188066,0.7617020467582375,0.635359848651855,0.565019843620552,0.6409683763041731,0.49022442772411623,0.6570951985601845,0.6476913945831868,0.5760204776205333,0.6204010113104818,0.6086228436676685,0.5768865318093712,0.6226979293759182,0.6791541109735288,0.584835770451991,0.47065112425373556,0.7271516540792228,0.7213553217718988,0.6735949365165057,0.48225341015023393,0.5385929892009247,1.0,0.6340592350518528,0.7165254408132382,0.6593112916394804,0.5615074983796732,0.6315718654676883,0.5795922605502922,0.5968061214377138,0.2706990859991627
"Rosemary 1b - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)",0.561065727827586,0.5843036047044068,0.6478857581664109,0.608737293124374,0.0832374588530328,0.5970949823607296,0.6036642982606575,0.612033958630653,0.7607494689678239,0.5995698493739969,0.5910520632044858,0.5789746294535532,0.5372335360856229,0.6673325835417425,0.5757033552173845,0.4566507895395061,0.5246906782158373,0.6148522794568914,0.5747074728550196,0.6047780172800676,0.6647708921653048,0.6929420283956755,0.4394031036640572,0.6170192975958032,0.6722004607400935,0.622567673996092,0.5149641314028371,0.5769838242786243,0.6340592350518528,1.0,0.6424443874172068,0.7095499790020681,0.6075268587882149,0.571707357694772,0.6238418051231422,0.5170297633801185,0.2489846958614541
"Semenovia tragioides (Iran) - Semenovia tragioides (Boiss.) Manden., fam. Apiaceae (Umbelliferae)",0.5738394667771727,0.5354392060542519,0.6393699987754418,0.5872046583270272,0.0857462004307864,0.6262283197436245,0.5682437566696079,0.654524797208669,0.7242688711373324,0.6494369551579127,0.5831718422507179,0.5542341565499342,0.5109621987582247,0.6704469096352842,0.5680669259903108,0.46237733609977116,0.5261870333012051,0.6145972409904941,0.6130772685234513,0.6142765490641755,0.680545468590292,0.5813633927464845,0.4546744628854392,0.614328870858214,0.6758102658582275,0.6493611351792958,0.5199167086584409,0.5641077091824094,0.7165254408132382,0.6424443874172068,1.0,0.650201268362909,0.6110619608745451,0.565067481315429,0.6135913462067684,0.5091306460004119,0.24559211881988574
"Thyme 2 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)",0.5776583534410309,0.5556651038572232,0.641482052752691,0.5847189925633831,0.08865651347786674,0.5908091488737437,0.5688839221767852,0.5681892708129115,0.7400981215225112,0.5825903760855684,0.5846976328915843,0.5703804909702659,0.510067223818784,0.6679526531736983,0.5778437923834492,0.45877788257852203,0.5339559491908945,0.6118194184947253,0.5802983646262718,0.6169902206629982,0.6727145470684968,0.612844218709131,0.44858757431554364,0.6311708420672084,0.7327603275316331,0.5873994118689032,0.5149690215668619,0.6011352804762744,0.6593112916394804,0.7095499790020681,0.650201268362909,1.0,0.6369529999545092,0.5644986746654524,0.6092575792599195,0.5129141081527244,0.2534715397199907
"Thymus villosus (Portugal) - Thymus villosus L., ssp. villosus, fam. Lamiaceae (Labiatae)",0.5477410175280223,0.5242329556214227,0.549135337990927,0.5280852898380282,0.04662790859408483,0.5049165099182036,0.586861119939895,0.5616757215409635,0.6450223533943236,0.49098616762019787,0.5500520922065306,0.5113762116525595,0.5202452495715805,0.646198235145558,0.5388634078619801,0.40173696965248884,0.47810138490516807,0.6201521721706544,0.6145178183814528,0.5822642730263592,0.6647148110617918,0.5852307691177697,0.38774964399579104,0.520647728915318,0.5896794631285236,0.5663183471956168,0.5376516378185088,0.5772042908115672,0.5615074983796732,0.6075268587882149,0.6110619608745451,0.6369529999545092,1.0,0.4785408022897677,0.595545451047943,0.43535167080790116,0.20479105880638115
"Turmeric (Bhutan) 1b leaf - Curcuma longa L. (C. domestica Val.), fam. Zingiberaceae",0.5254463828374158,0.6074801844872233,0.6414057099252416,0.5603427692860447,0.051734240984405266,0.5639132754435242,0.5436138015038121,0.4809805300941494,0.6302697125067279,0.5334226102652746,0.5288276328571164,0.7561858756551992,0.5641427483218049,0.56701616529533,0.6301066303291027,0.6962973466386878,0.4946342484867191,0.5224821644451163,0.47488506661014274,0.5843053674849186,0.5615542266698677,0.5114805887786376,0.39264779352055135,0.6550520083476237,0.5763247515630252,0.5257943292259459,0.4098183855201557,0.44806181963134184,0.6315718654676883,0.571707357694772,0.565067481315429,0.5644986746654524,0.4785408022897677,1.0,0.6279701306855798,0.8651410979978824,0.24688463650632808
"Turmeric (India) 6 - Curcuma longa L. (C. domestica Val.), fam. Zingiberaceae",0.5289903254034616,0.7566133457756162,0.6779857395165143,0.6034683889787633,0.06790310572949632,0.5305752861118852,0.7013225058141843,0.5219849834102335,0.6815665344784584,0.5183646799351043,0.6269713402621793,0.5926332589749232,0.7715788379919404,0.6593860428611584,0.5362176631537365,0.5122116168340011,0.4889213936972465,0.6167985946926948,0.574539060066118,0.6008591970769659,0.652788536364718,0.5620228624817832,0.41555337847221796,0.5562750612404914,0.6057057644179529,0.5467458406005634,0.5066761817479963,0.5485579431312692,0.5795922605502922,0.6238418051231422,0.6135913462067684,0.6092575792599195,0.595545451047943,0.6279701306855798,1.0,0.5831460746071503,0.25857576107917046
"Turmeric (Vietnam) 2 leaf - Curcuma longa L. (C. domestica Val.), fam. Zingiberaceae",0.48592016892982715,0.5704765791107653,0.5944752982677362,0.5190893110743131,0.028648824317641708,0.49178312156695714,0.5026445870643312,0.44561078008632715,0.5779699081631565,0.4772342633235839,0.4871596408835891,0.7945397598822492,0.5349433699599356,0.5201597224980781,0.6367367751124668,0.745182384613201,0.46696549448490077,0.47710102309155644,0.43762861129037056,0.5629990158993008,0.5202637194728377,0.45192017600188583,0.3574628342509193,0.6371223473904082,0.5235054598156987,0.47952379437102555,0.37591598714455854,0.4091983761075114,0.5968061214377138,0.5170297633801185,0.5091306460004119,0.5129141081527244,0.43535167080790116,0.8651410979978824,0.5831460746071503,1.0,0.2205392746032271
"Yarrow (Greece) - Achillea millefolium L., fam. Asteraceae (Compositae)",0.2677877445157475,0.2329129316432771,0.3015597885954845,0.26509340003323023,0.7163434612474269,0.23949953203636098,0.43328128199305804,0.19201173553437056,0.30134903459508944,0.2157875785977178,0.22817458986489236,0.2261332188841797,0.2138163009609596,0.24965805130361174,0.19719194461169975,0.19284857499042696,0.18805758998290067,0.22358947194755274,0.17899470094881087,0.21413801753558737,0.2379488725005079,0.20850186600655507,0.15302505298717173,0.262756121229475,0.278452842109174,0.22133719439595212,0.138359172169496,0.17110510541772106,0.2706990859991627,0.2489846958614541,0.24559211881988574,0.2534715397199907,0.20479105880638115,0.2468846365063283,0.25857576107917046,0.22053927460322686,1.0
