,"Alpinia katsumadai seed (Vietnam) - Alpinia katsumadai Hayata L., fam. Zingiberaceae","Citronella ceylon (Zimbabwe) - Cymbopogon nardus (L.) Rendle, fam. Poaceae (Gramineae)","Citronella ceylon 1 - Cymbopogon nardus (L.) Rendle, fam. Poaceae (Gramineae)","Citronella ceylon 2 - Cymbopogon nardus (L.) Rendle (Ceylon/Lenabutu type), fam. Poaceae (Gram.)","Citronella ceylon 5 - Cymbopogon nardus (L.) Rendle, fam. Poaceae (Gramineae)","Cymbopogon caesius leaf - Cymbopogon caesius (Nees ex Hook. et Arn.) Stapf., fam. Poaceae (Graminea)","Geranium (Algeria) 1 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (Algeria) 2 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (Bulgaria) - Pelargonium graveolens l'Herit. ex Aiton, fam. Geraniaceae","Geranium (China, Yunnan) 6 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (Egypt) 1 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (Egypt) 2 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (Egypt) 3 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (Egypt) 4 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (Egypt) 5 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (India)  3 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (India)  4 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (India)  5 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (India)  6 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (India)  7 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (India)  8 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (India)  9 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (India) 10 - Pelargonium species, fam. Geraniaceae","Geranium (India) 11 - Pelargonium species, fam. Geraniaceae","Geranium (India) 12b Genotype 2 'Bourbon' - Pelargonium species, fam. Geraniaceae","Geranium (India) 12c Genotype 3 'Kelkar' - Pelargonium species, fam. Geraniaceae","Geranium (India) 13 - Pelargonium graveolens L., fam. Geraniaceae","Geranium (India) 14a - Pelargonium species, cultivar Bourbon, fam. Geraniaceae","Geranium (India) 14b - Pelargonium species, cultivar Bourbon, fam. Geraniaceae","Geranium (India) 15 - Pelargonium graveolens L'Heritt., fam. Geraniaceae","Geranium (India) 15a cv. Kunti - Pelargonium graveolens L'Herit. ex Aiton, cv. Kunti, fam. Geraniaceae","Geranium (Madagascar) - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (Morocco) 1 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (Morocco) 2 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium (Morocco) 3 - Pelargonium graveolens L'Herti. ex Aiton, fam. Geraniaceae","Geranium (Rwanda) - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium 1 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium 2 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon  1 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon  2 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon  3 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon  4 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon  5 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon  6 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon  7 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon  8 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon 10 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Geranium, Bourbon 11 - Pelargonium graveolens L'Herit. ex Aiton, fam. Geraniaceae","Helichrysum amorginum (Greece) - Helichrysum amorginum Boiss. et Orph. in Boiss., fam. Asteraceae (Compos.)","Helichrysum italicum (Greece) - Helichrysum italicum (Roth) G. Don ssp. italicum, fam.Asteraceae (Compos.)","Lemongrass (Ethiopia) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)","Mentha arvensis ssp. austriaca 1 - Mentha arvensis (L.) ssp. austriaca (Jacquin) Briq., fam. Lamiaceae","Nepeta cataria 2 - Nepeta cataria L. var. citriodora, fam. Lamiaceae (Labiatae)","Rosa centifolia (Poland) - Rosa centifolia L., fam. Rosaceae","Rose (Bulgaria) 3a - Rosa damascena Mill., fam. Rosaceae","Rose (China) 1b - Rosa species (France), fam. Rosaceae","Rose (India) 2 - Rosa damascena Mill., fam. Rosaceae","Rose (Kazanlik) - Rosa damascena Mill., fam. Rosaceae","Rose (Turkey) 2 - Rosa damascena Mill., fam. Rosaceae","Rose 1 - Rosa damascena Mill., fam. Rosaceae","Rose headspace 1 - Rosa damascena Mill., cv. Othello, fam. Rosaceae"
"Helichrysum amorginum (Greece) - Helichrysum amorginum Boiss. et Orph. in Boiss., fam. Asteraceae (Compos.)",0.39372832007981073,0.3583762159867291,0.23051350919834823,0.36499033873127285,0.2982541439909464,0.1538445368297644,0.10881752312194048,0.1440722442086737,0.1192865327145235,0.08080662098154179,0.02964185199250391,0.09447858972869005,0.047037169908550225,0.1042707065000883,0.09248090236084194,0.10167188266498506,0.13781820365198238,0.10103908186102939,0.12993285139510857,0.13257023467015405,0.17198310572253428,0.1383028045383209,0.11464666085656827,0.09824757623743718,0.12067213609315641,0.33660105305186216,0.021188245472957612,0.08121722720466318,0.1432038926068986,0.029421892001190275,0.31085583878583634,0.21515102025209898,0.1968328797323775,0.2015826744524436,0.1026224126590699,0.2309497403993901,0.07694251401367358,0.10253425939758465,0.09475019966088216,0.12125010568377625,0.12847067958936498,0.2079985225844886,0.13972742015114725,0.09573852180785603,0.12813313601577359,0.07697625442635536,0.16103883617286108,0.14229920144978148,1.0,0.7145168641098344,0.2886105060391374,0.23717512571909505,0.09745690796411521,0.1651476133871428,0.04592939631181003,0.13937446597833403,0.08027560372488496,0.12218973460868887,0.08827564294694301,0.08382785202852261,0.21421016647735258
"Helichrysum italicum (Greece) - Helichrysum italicum (Roth) G. Don ssp. italicum, fam.Asteraceae (Compos.)",0.5021001171306751,0.49623066028672946,0.31308630397825965,0.4601168463731191,0.38823552557810104,0.2189879092637117,0.19560405644385137,0.21893637619656403,0.18570252767747641,0.14601565857511067,0.10055987531024235,0.16546868043228713,0.11310922481084174,0.17332206000852013,0.16444914472305805,0.16440102549656244,0.21322096314302819,0.1824792608396385,0.22337210759236026,0.23221428978096836,0.2552134326527584,0.22252332327525848,0.18910372791055385,0.18187512809529816,0.20320731397431313,0.47164570978285314,0.10027975679086565,0.15654885814990505,0.23158706407380825,0.10696581564127361,0.4407350031018987,0.3032184261263817,0.28055973414981483,0.27942678463898996,0.17966309756343646,0.3900081903728312,0.1466655230030316,0.17185128205062816,0.17207062730698197,0.193736646797242,0.20411761584989452,0.3129368953953876,0.21671646661365507,0.17319765301927337,0.20369201684902438,0.1467020203416084,0.2364322780316438,0.21795111694629943,0.7145168641098344,1.0,0.4379038634086694,0.3627320455407216,0.15697442920549154,0.2564616084958389,0.11159795377142268,0.21169460196325074,0.1493222758971131,0.1961234916218687,0.171268827421874,0.16098198981790435,0.32403799556292257
"Lemongrass (Ethiopia) - Cymbopogon citratus (DC) Stapf (C. flexuosus), fam. Poaceae (Gramineae)",0.44373805446180015,0.5296869369259851,0.3079598131174138,0.4098570131902083,0.3608507407130279,0.17602591725680294,0.19929014337115347,0.20219775045159505,0.1690340378455344,0.13538917982646048,0.09768883853951538,0.1547810908532249,0.09962630676331075,0.15697617532467956,0.1516952839037511,0.14569272095039099,0.21072099358339613,0.19387877959739774,0.2474006820931559,0.25500040351820696,0.24008647567437558,0.22219279069185094,0.17372908892939853,0.18876127867133474,0.1995103872099393,0.47868950907180285,0.1061673177030864,0.15293193188864407,0.23808750876932028,0.10411668829173226,0.4828132865808714,0.2958618591643136,0.26818530394071416,0.2593986583739182,0.17889639639541455,0.49638183463451757,0.14990235893151205,0.1583113189257188,0.17941970899343973,0.1907803885583076,0.20962743699728714,0.33063800431926926,0.2154191353835644,0.18064877012542035,0.19940006071891014,0.14993899524351129,0.22297452706683019,0.21223425658835726,0.2886105060391374,0.4379038634086694,1.0,0.37441557837321615,0.14769319586950436,0.26192985222390164,0.10028667513294187,0.18467463556128938,0.11943052337418791,0.17948954510479032,0.171872332814482,0.15565888315947074,0.3889130025865911
"Mentha arvensis ssp. austriaca 1 - Mentha arvensis (L.) ssp. austriaca (Jacquin) Briq., fam. Lamiaceae",0.3224413786793482,0.35805474618538424,0.2529880173342598,0.36477105036902846,0.3077518467862451,0.13255673156538628,0.10566391877555104,0.09194215497872227,0.05189718444072067,0.0224306209834938,0.0033436302291978137,0.04990348372705933,0.0,0.04870357009918325,0.06637282931539734,0.041980113192388924,0.08762166315220343,0.0837098583620155,0.13898167468194056,0.16234673947971867,0.1381746441290016,0.11550397551825475,0.06730803756035819,0.09366928317362855,0.10171263849786372,0.3751117916382115,0.023830035328360366,0.055464065460406275,0.1349566034515951,0.024589435889031064,0.3313617245513968,0.17118288746194443,0.1469942771420113,0.1402881138413673,0.07812085563251903,0.3959366447416989,0.033955241951788784,0.062278187765986925,0.06474862814599358,0.069916022641475,0.08318885735523507,0.21814092585985378,0.09332208212767512,0.06572641583255379,0.08124210653712449,0.0339874809248949,0.10243161229814357,0.10340677685770949,0.23717512571909505,0.3627320455407216,0.37441557837321615,1.0,0.006872723383379298,0.16780444198329236,0.00233491281782483,0.08076994902217727,0.04222396881081181,0.07292440007200696,0.08800861295342455,0.058428187703127965,0.24999013226296873
"Nepeta cataria 2 - Nepeta cataria L. var. citriodora, fam. Lamiaceae (Labiatae)",0.30568645222532354,0.34342832648988064,0.4476443259298617,0.4474381323656771,0.41670369694593634,0.27043300770069545,0.3533512138012824,0.48139521623071857,0.5393343310715881,0.4285370661615724,0.3637902948113413,0.4366275961239985,0.4250534987023826,0.4689913015532433,0.44421742565493283,0.43007325318441825,0.4421989935338666,0.3727500655797371,0.3310667857073374,0.3220193239954706,0.45186423682329746,0.41944912113219646,0.3830426295149606,0.35758418535448055,0.398600827608926,0.24822275581105835,0.3062536014714635,0.4136947515652555,0.38864777608994816,0.3289997638505766,0.34816849195989885,0.4518829973184063,0.48240302592947004,0.4846581149101119,0.4195070796830167,0.046162642971494305,0.3985601628362342,0.38644789759585163,0.35982224916086114,0.4256644490798446,0.43080074610707286,0.357415496139353,0.4267513837749408,0.3613569311769955,0.4340491766378137,0.3986119470882544,0.46744638730474775,0.4416278729347908,0.09745690796411521,0.15697442920549154,0.14769319586950436,0.006872723383379298,1.0,0.3424410914759335,0.39060222595473604,0.43018565409533904,0.3521293965045762,0.3393971915413311,0.3036143193424835,0.30288923989679617,0.29418364072778247
"Rosa centifolia (Poland) - Rosa centifolia L., fam. Rosaceae",0.4006434783006476,0.35007692374640886,0.34994803041382183,0.37276820314810977,0.34855406305890835,0.19219688545219327,0.4669713745616827,0.4751286881091823,0.4976470319066215,0.3849652139376656,0.42888517396703074,0.46339124242849516,0.4379220082966353,0.44093127675940946,0.4671407675822099,0.4325839770845794,0.4302404603474199,0.4475540282667857,0.4555624923882905,0.5180558515478222,0.508140869502322,0.4852116148597133,0.3745558685625596,0.4590619208778357,0.48144355283302664,0.44166621319893107,0.44629763563218106,0.5106948182842336,0.49033513656103567,0.4588007838753059,0.45619704549110385,0.456090906599391,0.4688021972108729,0.4789525017122178,0.48004879252598587,0.28344374366212566,0.3899254927645902,0.4637167230642478,0.38580282315564496,0.4113081556964322,0.42359354458049325,0.48060474916620044,0.4229273900756234,0.38771484138506407,0.42591450578741363,0.3899765440280747,0.4377994949118519,0.42688823030838685,0.1651476133871428,0.2564616084958389,0.26192985222390164,0.16780444198329236,0.3424410914759335,1.0,0.49381730471907936,0.40302787788069294,0.646948497085409,0.44106805844502506,0.5132082091939756,0.41394178223780786,0.5474775321362169
"Rose (Bulgaria) 3a - Rosa damascena Mill., fam. Rosaceae",0.304159350053142,0.2433938116672043,0.3273421287400472,0.31236753667166883,0.3011518959147902,0.15875937908997828,0.46066399283993775,0.5117998880116648,0.5833165277418229,0.44912156288658556,0.48528437307116945,0.5151830794923433,0.516639888519607,0.5040162967678802,0.5183974478915825,0.48196962639054397,0.44995968576900136,0.4599584567089984,0.42845258344714787,0.4644288984863919,0.5093762976581565,0.49751991684304386,0.3878332397448294,0.46730934598041796,0.4923537049940282,0.3030221629341452,0.47037973281169443,0.5352462154895719,0.47378439157339813,0.48213998646266487,0.35221966976227514,0.4489712567066073,0.4792928783882563,0.4898072379871171,0.5154590657137315,0.10109054667936357,0.4392653092885366,0.48799059511693943,0.4070367656655738,0.4448907181992453,0.4514526266477512,0.40692825558957935,0.43494841499964065,0.40962953691894466,0.4607950552082113,0.439320853049907,0.46974966239493554,0.451656839942578,0.04592939631181003,0.11159795377142268,0.10028667513294187,0.00233491281782483,0.39060222595473604,0.49381730471907936,1.0,0.427458861969528,0.481572607681621,0.5150624689290833,0.7848377706406142,0.5202479191667689,0.35675291788718166
"Rose (China) 1b - Rosa species (France), fam. Rosaceae",0.38748594098711364,0.36768818897542876,0.4261930729628288,0.43988034794098185,0.4121871289721123,0.249594562378185,0.4909263256652301,0.5715508617995151,0.5942744899272014,0.4998059936481506,0.48251647146891763,0.5356855034424557,0.5222334460433032,0.5495665961247329,0.5409931859524042,0.4809878997760537,0.5168604688241988,0.5092347036120626,0.45968046218514014,0.46366288733161254,0.5609829708091398,0.5314180828242019,0.442621162718825,0.4799213288229528,0.5273936786584695,0.3637532761047263,0.43946035553660223,0.516870175103743,0.5055680013765447,0.45825897391457593,0.4313245670356467,0.541579061157752,0.5771460601213496,0.5651918987404603,0.5322409648756175,0.16200122196702593,0.47692450113208185,0.5077177881761551,0.46932738925956574,0.5026115519116792,0.5089423880101756,0.4688923855651662,0.5065727630884158,0.4712791926959816,0.5189937048787368,0.47698404424594776,0.546585390733907,0.5166830480188038,0.13937446597833403,0.21169460196325074,0.18467463556128938,0.08076994902217727,0.43018565409533904,0.40302787788069294,0.427458861969528,1.0,0.43361887953938394,0.3583122761799812,0.38903855138055954,0.36763032420615227,0.304559316767002
"Rose (India) 2 - Rosa damascena Mill., fam. Rosaceae",0.33908024407227244,0.2525102844985895,0.313271510426531,0.3027447608499563,0.29902899651015546,0.1558531697273755,0.5071978109448807,0.5167139407527087,0.5906741596768197,0.44224823139676295,0.516523872961318,0.5296635528618316,0.5312779507120415,0.5055333820373269,0.5373772291261882,0.501603636974608,0.4474935081623975,0.4811829048328955,0.46634123013167184,0.5283227691547348,0.5415643363458993,0.5264522894007646,0.3933858967568489,0.508959046693151,0.5341547282851066,0.3680100669510834,0.5310952540810827,0.5630026222863477,0.5063776964605491,0.5386809196620462,0.3881821448617072,0.4578511584426763,0.482464174536553,0.4913724837137923,0.5415727308068474,0.1699749365503852,0.4342650984086338,0.5209166163263037,0.417323215557619,0.4390184480223227,0.4490171686429911,0.44627993785425835,0.4345855652311842,0.4211577776790172,0.4628507136830813,0.43432015120211676,0.46913804635741063,0.45018881679137546,0.08027560372488496,0.1493222758971131,0.11943052337418791,0.04222396881081181,0.3521293965045762,0.646948497085409,0.481572607681621,0.43361887953938394,1.0,0.32865965866957614,0.4766632107200547,0.3693282298374575,0.3256007864641073
"Rose (Kazanlik) - Rosa damascena Mill., fam. Rosaceae",0.3168152700274076,0.3193453236741446,0.3458898642991214,0.3779455762349988,0.3412792211360408,0.18853939130322583,0.3329010391082955,0.40156634787403855,0.42614231771851663,0.3338229953904521,0.31122672010776165,0.3652739067747003,0.34650165342734707,0.37423603400629624,0.3690325412421219,0.33760460027751127,0.3681902051881756,0.33366171007192147,0.32002962291521286,0.33420695474595963,0.40088238978202495,0.37535386534494,0.32224563027880193,0.32779039293106127,0.35765496029821076,0.2953469409528945,0.28646821626626395,0.366958283545771,0.36138478839704735,0.3030895391925429,0.3532356813230626,0.3919290398610593,0.4122990789398654,0.4129017712299633,0.3640291833721442,0.12992915350603262,0.32323137043102157,0.34534940843628836,0.30734381278187795,0.3494658453066447,0.35728853385774273,0.35558766205689607,0.35936614594902794,0.3092082866237974,0.36171350316207007,0.32327739033923464,0.3836304295422527,0.3647815445538918,0.12218973460868887,0.1961234916218687,0.17948954510479032,0.07292440007200696,0.3393971915413311,0.44106805844502506,0.5150624689290833,0.3583122761799812,0.32865965866957614,1.0,0.4578436336190518,0.7753168493938098,0.3406010295758215
"Rose (Turkey) 2 - Rosa damascena Mill., fam. Rosaceae",0.34924115682513357,0.27431178718269456,0.2960858801108254,0.2958844671112574,0.2887583228481554,0.14486575763386844,0.48363429706164596,0.4695781675473827,0.513496258423626,0.39194778410208897,0.4669550023618342,0.4783357395024127,0.4686561388117032,0.45038804564760493,0.4849693930939144,0.45487050239561055,0.413425453910662,0.45468745174213077,0.45888623514117766,0.5267963029306023,0.5041569943781744,0.49450416154954413,0.36204996879396223,0.48137640185869424,0.49836696690863536,0.39931341437131673,0.495258775477452,0.5170737472259225,0.48517562765354005,0.498581395933821,0.4099287122155385,0.4341378766950754,0.44974433151550786,0.4559816573738509,0.4993530759828232,0.23388522082988417,0.39346282547233924,0.4831803745473122,0.3897089601798468,0.4021530496042288,0.4147535264303439,0.4494672165685547,0.40427409718009144,0.39238885553686176,0.4247153491365513,0.39351417449259274,0.429085514021465,0.41558428123628766,0.08827564294694301,0.171268827421874,0.171872332814482,0.08800861295342455,0.3036143193424835,0.5132082091939756,0.7848377706406142,0.38903855138055954,0.4766632107200547,0.4578436336190518,1.0,0.502061388997368,0.3807638708016863
"Rose 1 - Rosa damascena Mill., fam. Rosaceae",0.3271966181410154,0.28876734066765375,0.31015838644525195,0.31965177916151655,0.30443640931250604,0.15779645303898615,0.4036006439710832,0.42875786198072297,0.4684810008397091,0.36659988781379027,0.38861702565639955,0.41749069782397596,0.4070592148365503,0.4127791778747292,0.4230675212491183,0.3994297924805773,0.3826056805327964,0.3903721034346542,0.3859558860665908,0.4154293600831692,0.4427796057980552,0.43278291716213235,0.3377436655005803,0.4034654029822229,0.42322719199954617,0.3397095776403548,0.38584658087228363,0.41880591608608164,0.4113241948106876,0.3902275191510266,0.3769769905239798,0.41167437794445594,0.4278529164096325,0.4257947374495855,0.4284072931966064,0.174472013097412,0.3593097877053494,0.4073546087730686,0.3520594847606624,0.37323573665427767,0.3835465748652144,0.38721165477075237,0.3735452249807987,0.3540119306369097,0.39481338862820536,0.3593583992686957,0.40662828953231256,0.38757012902630117,0.08382785202852261,0.16098198981790435,0.15565888315947074,0.058428187703127965,0.30288923989679617,0.41394178223780786,0.5202479191667689,0.36763032420615227,0.3693282298374575,0.7753168493938098,0.502061388997368,1.0,0.2508192296493803
"Rose headspace 1 - Rosa damascena Mill., cv. Othello, fam. Rosaceae",0.3895430716264392,0.41630092112238637,0.3471589168853674,0.4110535173901515,0.3577827481357132,0.19345383819323525,0.31648861136745776,0.3472468597414341,0.33200047090856444,0.2607434707276898,0.24924426809648903,0.3077090763602567,0.2628485978690168,0.3011214447154372,0.3078951530484577,0.28869792118854387,0.33222691619362077,0.31344332036013245,0.33365186377884726,0.36835554627138756,0.3740365521394752,0.34182083977469957,0.2801516014737193,0.3048378361968257,0.3281526563660676,0.4135613064716994,0.25190370896246705,0.34395280735145706,0.3641053053856125,0.2677947236780922,0.4398716379051658,0.3741656688182875,0.3721338674690928,0.38069680464205613,0.3205422628086293,0.3173845801621631,0.27080377575117964,0.3057755328777114,0.273042363882008,0.3076920965048696,0.3199255333913271,0.404508991660537,0.3303351882276556,0.27448755909534894,0.3099521649942334,0.2708464867285222,0.33205899550147877,0.32636779230400303,0.21421016647735258,0.32403799556292257,0.3889130025865911,0.24999013226296873,0.29418364072778247,0.5474775321362169,0.35675291788718166,0.304559316767002,0.3256007864641073,0.3406010295758215,0.3807638708016863,0.2508192296493803,1.0
