,"Achillea ligustica flower (Greece) - Achillea ligustica All., fam. Asteraceae (Compositae)","Basil (Bulgaria) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Egypt) 1 (linalool-type) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Egypt) 4 (linalool-type) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Guinea) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Poland) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Yugoslavia) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Bitter orange leaf (Petitgrain) (Mauritius) - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae","Bitter orange leaf (Petitgrain) (USA) 1 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae","Coriander fruit (Albania) - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Cuba) - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Egypt) 1 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Egypt) 2 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Finland) 1 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Finland) 2 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Finland) 3 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Finland) 4 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Greece) 1a - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Greece) 1b - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Italy) 1 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Italy) 2 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Italy) 3 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Italy) 4 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Japan) - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Pakistan) - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Russia) - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (USA) - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit 1 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit 10 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit 2 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit 3 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit 4 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit 5 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit 8 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit 9 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander, ether extract (Finland) - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander, steamdistilled (Finland) - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Ho leaf (China) 1 - Cinnamomum camphora Sieb. linaloolifera Fujita, fam. Lauraceae","Ho leaf (Japan) 1a - Cinnamomum camphora Sieb. linaloolifera Fujita, fam. Lauraceae","Homalomena aromatica rhizome (India) - Homalomena aromatica Schott. (Calla aromatica), fam. Araceae","Homalomena aromatica rhizome (Vietnam) - Homalomena aromatica Schott. (Calla aromatica), fam. Araceae","Lippia alba (India) - Lippia alba (Mill.) N.E. Br., fam. Verbenaceae","Lippia alba (Uruguay) cultivar - Lippia alba (Mill.) N.E. Brown, fam. Verbenaceae","Litsea zeylanica - Litsea zeylanica Nees, fam. Lauraceae","Mandarin leaf (Petitgrain mandarin.) (Israel) 4 - Citrus reticulata Blanco, cultivar Maya, fam. Rutaceae","Mandarin leaf (Petitgrain mandarin.) (Japan) - Citrus reticulata Blanco (C. deliciosa Tenore), fam. Rutaceae","Marjoram, spanish (Portugal) 2 linalool type - Thymus mastichina L., fam. Lamiaceae (Labiatae)","Mentha citrata (Bergamot mint) (France) - Mentha citrata Ehrh., fam. Lamiaceae (Labiatae)","Mentha spicata (Greece) Chemotype I - Mentha spicata L. (Chemotype I), fam. Lamiaceae (Labiatae)","Monarda didyma flower (France) - Monarda didyma L., fam. Lamiaceae (Labiatae)","Monarda didyma leaf (France) - Monarda didyma L., fam. Lamiaceae (Labiatae)","Neroli bigarade (bitter orange flower) China 2 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae","Oenothera odorata flower headspace (China) - Oenothera odorata Jacq., fam. Onagraceae","Papaya (Cameroon) headspace of ripe fruit - Carica papaya L.,","Thymus quinquecostatus 3 - Thymus quinquecostatus ex Yanta (T. quinquecostatus Celak), fam. Lamiaceae","Wartara (India) 1 pericarp - Zanthoxylum armatum DC. (Z. alatum Roxb.), fam. Rutaceae","Wartara (India) 3 seed - Zanthoxylum armatum DC. (Z. alatum Roxb.), fam Rutaceae","Zataria multiflora (Iran) 1a bud - Zataria multiflora Boiss., fam. Lamiaceae (Labiatae)","Zataria multiflora (Iran) 1b flower - Zataria multiflora Boiss., fam. Lamiaceae (Labiatae)"
"Ho leaf (China) 1 - Cinnamomum camphora Sieb. linaloolifera Fujita, fam. Lauraceae",0.7224938501230995,0.5871228975606545,0.6130475961778009,0.47534155968493474,0.47163731712165624,0.3609205842884411,0.44465658400300445,0.208763893182502,0.2584591478980176,0.3957928753153661,0.3206288134874087,0.36481439168377117,0.4469579185071363,0.47072133874143474,0.40947453784044285,0.32937030828129465,0.4733102248287999,0.48422714901335173,0.47919316295212877,0.46543801086962844,0.25198141989807143,0.47943234233397736,0.44527110208732,0.4520278662015872,0.4453954054343825,0.35871395642642034,0.2848919712633955,0.4618582700953271,0.46493938075877406,0.5226542501528195,0.44858246379157174,0.48649853435635315,0.4113124722731484,0.4791754021990263,0.44527118342856953,0.42960815229576843,0.4372344807304135,1.0,0.29793027754192525,0.3200566658257211,0.5251322949143182,0.7161277705291376,0.37362734488393945,0.25189727476648194,0.3188885051596999,0.2195591915210947,0.6459229997843701,0.5511782996497958,0.6323846541520676,0.4428050299191073,0.46294520493672464,0.30173847538910203,0.5415347223034979,0.34261629923034964,0.47762509963900046,0.3641176065733527,0.44232890170613026,0.3701806831041662,0.443558097460204
"Ho leaf (Japan) 1a - Cinnamomum camphora Sieb. linaloolifera Fujita, fam. Lauraceae",0.3469354747389163,0.40197916844644566,0.42503515696764826,0.34727004077169854,0.31746499620812363,0.3778624129504905,0.3696646328532526,0.14990293332488525,0.23701700466595543,0.4161979661845403,0.37274385136908106,0.3405401509411513,0.3906877925960883,0.39231301354201453,0.34166283616254123,0.3038124637749603,0.37714864008171234,0.4388624777677045,0.4506134533722519,0.3787172339291507,0.331792449010618,0.322667644744864,0.35371680789083937,0.3276014691521527,0.3235325619113528,0.36750297526074105,0.2789186994636741,0.33635974446940287,0.30930601656179346,0.3549997342084954,0.26878921832702196,0.3635101935757633,0.3636653961283546,0.44352428360949625,0.35371687770905735,0.30735217691284866,0.2970319657041034,0.29793027754192525,1.0,0.26181767074089213,0.3476606653780252,0.409378268473381,0.3532354509262503,0.24071430843718378,0.33028706754635984,0.11876976657804439,0.3538619064283146,0.2519656758955878,0.3329350446219328,0.32417301279755395,0.2654664528073618,0.1647165859934686,0.4984005797651856,0.24690357685256947,0.2970477562086119,0.22186508140873928,0.2978251389549864,0.311396244514618,0.4566854513876436
"Homalomena aromatica rhizome (India) - Homalomena aromatica Schott. (Calla aromatica), fam. Araceae",0.39444960125973605,0.624113960383147,0.44436724247943327,0.3042727916848924,0.44027162254897634,0.34205074898719534,0.42956638500454514,0.15051701424769837,0.23175195452948794,0.3879459455591635,0.364426003403713,0.30267429719711403,0.35820782929644823,0.4054624803639091,0.35757018237514726,0.30517325648793747,0.38930210445623115,0.4298463159372513,0.42920990537701287,0.3739331468054887,0.25047270769796115,0.35420068962404694,0.36825056089928265,0.356954709483965,0.3622315850744956,0.34371778411260767,0.2768831613567956,0.36342200944433833,0.3405387824790217,0.3705608655915965,0.3198461320793179,0.38288837285115374,0.355725177396372,0.4282809258356364,0.36825063232370836,0.3398070619464162,0.3330073590105648,0.3200566658257211,0.26181767074089213,1.0,0.5042137268634127,0.49837341351131825,0.31353759844073625,0.208052222983526,0.301731302498061,0.12508663434404066,0.34787865659948425,0.2440347625769741,0.3594417040906025,0.3538913770031801,0.3073078799296314,0.18647109377902316,0.4397618860258774,0.24904050815383683,0.36062834552343126,0.26792068529568946,0.3618231325995773,0.2959436606936351,0.3725955367398013
"Homalomena aromatica rhizome (Vietnam) - Homalomena aromatica Schott. (Calla aromatica), fam. Araceae",0.7253641020359356,0.6380710222213611,0.5024994822191668,0.3526896905045632,0.6530783478918306,0.369610087707824,0.41012912723533346,0.38979793647534966,0.38945654679857555,0.44402683773435225,0.3519684809570379,0.4142788290975582,0.5293698432758109,0.6151685893386218,0.5193571715040843,0.4200752884273423,0.6260769810502078,0.5889293293549898,0.5718533078968456,0.6137220704768963,0.27713118065321396,0.6863004653461822,0.567668387350032,0.6175434742117258,0.6511550763322036,0.4132154479728086,0.3170186357241007,0.6381135378034799,0.6667708704336432,0.6557829250149436,0.6736313220242283,0.6634983878019475,0.5039310341883603,0.5987875682888066,0.5676684917197854,0.6113521928414134,0.6343963987309602,0.5251322949143182,0.3476606653780252,0.5042137268634127,1.0,0.6833512381458984,0.37885698534192735,0.26260031861844135,0.3413837324677692,0.2039511959831457,0.632595833367619,0.3181112622543606,0.6671117346844972,0.5209014294972725,0.6672119197317505,0.5559775670506377,0.6991116141709894,0.46911914088934703,0.7061536872411079,0.5343251294137734,0.6421175503491772,0.5106939700666727,0.5584557203266274
"Lippia alba (India) - Lippia alba (Mill.) N.E. Br., fam. Verbenaceae",0.781923797686563,0.773273707281078,0.724739491226298,0.5390726542273035,0.6054519206376865,0.49065305156716277,0.5653349238084276,0.31911617166056605,0.3636184555940395,0.5719693579079494,0.49888532195638946,0.46733291141557864,0.566866215130932,0.6348188583434042,0.5535939230750638,0.49308289751967516,0.6411827425436638,0.6588100538594999,0.6478690784679952,0.6191157260249471,0.37466150491643446,0.6119041799377638,0.5866908912020157,0.5884627515340904,0.6331059880489912,0.5116893585233222,0.40461495944382275,0.5963720073737014,0.5993640279191987,0.6474968979856925,0.5795929069928648,0.6382968733253278,0.5503904942005216,0.6445795639557682,0.5866910003753761,0.5910814731391388,0.5982954984636584,0.7161277705291376,0.409378268473381,0.49837341351131825,0.6833512381458984,1.0,0.48594313295692493,0.34020106442679887,0.4380686465243858,0.2238897503243339,0.6970907413076377,0.5248715342445736,0.6986291178862495,0.5433778059610516,0.5610055198540562,0.3840026094549691,0.7171773700707698,0.440930955484082,0.5979492306464824,0.46506918231865113,0.5720853339446245,0.4786096276371765,0.5681753997388068
"Lippia alba (Uruguay) cultivar - Lippia alba (Mill.) N.E. Brown, fam. Verbenaceae",0.3742646970160961,0.4885165230172943,0.5619003587714019,0.5723226556123058,0.3502679837046986,0.592398028684572,0.527884759477276,0.16812086575538965,0.287478328881853,0.5105246889212082,0.4590568907889089,0.38522241849971905,0.42664905507986317,0.42024228679883135,0.370587748632896,0.34134495648697827,0.4006531222945171,0.5146522576578124,0.5085972058135296,0.38278499180976866,0.35548758954597226,0.32368933188675897,0.37971099461970526,0.3629187288900556,0.35410113179657043,0.43565339434777706,0.357990055851897,0.34171636797123195,0.3002890450480803,0.38591192207874203,0.25532030146307805,0.3754343473956505,0.4164970023408018,0.46181500604531656,0.3797110673637658,0.3202221925775025,0.2988138452749911,0.37362734488393945,0.3532354509262503,0.31353759844073625,0.37885698534192735,0.48594313295692493,1.0,0.6138861109588967,0.46572643298855976,0.19427477923962755,0.36975068347952067,0.33567813307942584,0.46773043532227676,0.4172660929423022,0.3072987603141366,0.16181075160628355,0.4973981120713856,0.25204120186803436,0.30704873419807077,0.250823460949711,0.3526758188745287,0.4737787139742464,0.551011944874566
"Litsea zeylanica - Litsea zeylanica Nees, fam. Lauraceae",0.24447694402102804,0.33204167170256826,0.37833547477183027,0.4330491917022914,0.22856308666600167,0.40089257912862786,0.3393816010296494,0.07463546607927152,0.18419057643409242,0.3722771599283554,0.3327728561962814,0.2947476843386151,0.3254398853375827,0.2920080536377986,0.2613210645222006,0.22367629296486657,0.27994555082738515,0.39717192628708986,0.37966342183110624,0.2619422566091989,0.24520334951712852,0.21194702144364097,0.27367077958550257,0.24460255258537467,0.2340979689478354,0.31429024458345467,0.2589334383372528,0.23461705920713283,0.1957255888689493,0.25864165779937165,0.15283982739533908,0.2589935375999344,0.29946023166193525,0.3315382565865783,0.2736708417093151,0.20290517717267542,0.18589690141244475,0.25189727476648194,0.24071430843718378,0.208052222983526,0.26260031861844135,0.34020106442679887,0.6138861109588967,1.0,0.3568248383592715,0.09338290192209941,0.2488501189678789,0.2109936797929043,0.3572805902879924,0.2727711006573079,0.16075773749084332,0.06437616790056344,0.3547032542651458,0.1484570689667163,0.19527688872851623,0.13791301361825115,0.22994723793682081,0.43084689872300874,0.46972295036943157
"Mandarin leaf (Petitgrain mandarin.) (Israel) 4 - Citrus reticulata Blanco, cultivar Maya, fam. Rutaceae",0.33287335697127896,0.44094007576337446,0.5017946226268435,0.4428847211559406,0.3458787196383294,0.4778476599307713,0.45475083813797557,0.15048705655513872,0.2744938894688911,0.49414121262856037,0.4463548941002323,0.3752271081498585,0.4064430156063754,0.4278638069746795,0.3758884337645426,0.344510176506996,0.38628846844314,0.4732722736918993,0.48167662146249246,0.37067471417551434,0.35327780042759693,0.2997302938595159,0.37117659603460595,0.33089001407702956,0.3361222903149157,0.4308882049925409,0.3715116459126667,0.3299338428328822,0.2830500335300792,0.34932106103404903,0.24396081229437172,0.3590962078106824,0.4016462125336535,0.4511567802981641,0.3711768113049624,0.30282747713381863,0.28076091040850437,0.3188885051596999,0.33028706754635984,0.301731302498061,0.3413837324677692,0.4380686465243858,0.46572643298855976,0.3568248383592715,1.0,0.2029170084359635,0.33267304672192466,0.3097560839321085,0.351347053970991,0.40115948295618264,0.25047445353076647,0.1384191408821165,0.46804614058119964,0.23295241846718373,0.2801934969507921,0.2105934595759804,0.2941850090766803,0.3629654053686989,0.45168632646672624
"Mandarin leaf (Petitgrain mandarin.) (Japan) - Citrus reticulata Blanco (C. deliciosa Tenore), fam. Rutaceae",0.18161245209912957,0.21756233669915082,0.2322387793216939,0.17144142921645789,0.16118727301737723,0.1999894549790191,0.1912534163047157,0.0,0.09125340509770319,0.22625671341172848,0.18392695672926584,0.17293412913772066,0.20846940015733562,0.20879081069273164,0.17607680740359355,0.12999342893647392,0.19510543918097412,0.23973011621157914,0.26292335629355346,0.18158108050932342,0.11769642050344964,0.15830123523178485,0.1919147771035533,0.16993385521203774,0.16194243775059514,0.1924304434864167,0.15942642884942615,0.170466916779891,0.14944875112771072,0.18448094978075147,0.11806589299878767,0.18952490165056668,0.1901369336169474,0.2300366612725332,0.19191483294214395,0.14075572435757866,0.1310534043047089,0.2195591915210947,0.11876976657804439,0.12508663434404066,0.2039511959831457,0.2238897503243339,0.19427477923962755,0.09338290192209941,0.2029170084359635,1.0,0.16560088173730136,0.09696180988368197,0.1852228144380419,0.30934175244225415,0.14800884769675704,0.019419012816634718,0.24453911854598798,0.07992906013903733,0.1381390509053011,0.08570168736219186,0.15377543021844509,0.14278395002891142,0.2104733187695227
"Marjoram, spanish (Portugal) 2 linalool type - Thymus mastichina L., fam. Lamiaceae (Labiatae)",0.7505810613421208,0.6000086590704621,0.5749140210473376,0.41553750618747265,0.5515576784195926,0.3720402796338874,0.4366980940024515,0.2740510147050953,0.2967390712213054,0.48916807924035255,0.39483973628780455,0.4839369557384855,0.5944774448245422,0.6381049345406855,0.5393560485728105,0.44295664742453666,0.6409847362375505,0.6175104411522738,0.6175345078134934,0.6730281167024333,0.3629784385622894,0.6454777616682825,0.5872671823741695,0.5978449820747122,0.5592754487522388,0.47744494364427836,0.3394175977870081,0.6506620919996795,0.6512975173881772,0.6844932948898346,0.6169713437163504,0.6688423012058802,0.5229067055489491,0.6281231566551443,0.5872672916999666,0.5778526094370928,0.5893169926141373,0.6459229997843701,0.3538619064283146,0.34787865659948425,0.632595833367619,0.6970907413076377,0.36975068347952067,0.2488501189678789,0.33267304672192466,0.16560088173730136,1.0,0.4111916857654254,0.6505266238581573,0.4848249298372933,0.5856738826531267,0.4008864785685705,0.6342203225783891,0.41534584222293347,0.6760931250464048,0.4548468429090995,0.5422578952768233,0.4149677930897797,0.48896592938225336
"Mentha citrata (Bergamot mint) (France) - Mentha citrata Ehrh., fam. Lamiaceae (Labiatae)",0.4373694392518801,0.4627359565443464,0.5512161024426354,0.4585743046435795,0.2882815865488446,0.36562438656571794,0.4289513044387948,0.23777809406219386,0.38624795822516556,0.35718055545513505,0.34116775327555504,0.27686506564430713,0.3199668840889265,0.31555260304519483,0.27435688838042993,0.24634674596503092,0.3038400100498051,0.3661398525845716,0.36780809870254183,0.2956772926854715,0.23666928522882658,0.2511894430151773,0.2867359453701731,0.2608187485942114,0.29569811407400615,0.30047666320917465,0.2438721292424879,0.2608958507740211,0.2379412623936077,0.3155172680447198,0.21290725055513693,0.29259317170746224,0.2935307390567863,0.35341784562712786,0.28673600863193427,0.2386580538462476,0.23181386273902416,0.5511782996497958,0.2519656758955878,0.2440347625769741,0.3181112622543606,0.5248715342445736,0.33567813307942584,0.2109936797929043,0.3097560839321085,0.09696180988368197,0.4111916857654254,1.0,0.3972681176121883,0.29226589993405405,0.21804523227851924,0.21284338991620555,0.37975828005867773,0.19281372000375407,0.24239010740591527,0.17154300117829202,0.24014413878697072,0.35491075493387625,0.43164842683099414
"Mentha spicata (Greece) Chemotype I - Mentha spicata L. (Chemotype I), fam. Lamiaceae (Labiatae)",0.7378350975394814,0.5910240974800783,0.5497814268298679,0.4388516222171104,0.571444590158069,0.3994567443648299,0.4333893722091583,0.2702087941931647,0.3027301421734365,0.44366474212742923,0.34837738404635044,0.39529981345313014,0.49798218471754596,0.5638233874722631,0.48527497024411714,0.39214864051744935,0.5790896153880621,0.5795187484294195,0.5540021661988261,0.5694672894472941,0.27575840629398973,0.6136399595656501,0.5300473143438058,0.561396587914776,0.5588621209620925,0.4068221735735439,0.3192776914065143,0.5809851371533663,0.5968855706869076,0.6146189516719758,0.5937207385665759,0.6116596333759154,0.47033877844632344,0.5672113850555918,0.5300464502128318,0.543141100191193,0.5602723452565715,0.6323846541520676,0.3329350446219328,0.3594417040906025,0.6671117346844972,0.6986291178862495,0.46773043532227676,0.3572805902879924,0.351347053970991,0.1852228144380419,0.6505266238581573,0.3972681176121883,1.0,0.5171822186585973,0.624622925469174,0.403662172052321,0.6462050016511603,0.4296824391832659,0.6117172692611125,0.47650932153223624,0.5722473312745493,0.47305515666499875,0.5246393924546993
"Monarda didyma flower (France) - Monarda didyma L., fam. Lamiaceae (Labiatae)",0.5089592156825723,0.5265360223774985,0.5615371408382275,0.3874022602206497,0.4709922553255751,0.41997943783481373,0.49320085379875667,0.22071232581867628,0.28255023999336326,0.5693390262163958,0.40747558428885033,0.5237386734723073,0.5306681710621979,0.5880835601040446,0.5898519755523968,0.4437954198517934,0.5483681928854606,0.6323188696035003,0.6349674095096155,0.565687395960439,0.5045936641559252,0.5267911208028195,0.5622874843073868,0.5525393970811472,0.5319998917897039,0.5408323418021377,0.526969943257213,0.5635136655940518,0.5078605986110432,0.5895270106594539,0.5062586076822706,0.56767256215983,0.5092371734121649,0.6616100321560918,0.562287587394098,0.4988208546444419,0.4828165467010531,0.4428050299191073,0.32417301279755395,0.3538913770031801,0.5209014294972725,0.5433778059610516,0.4172660929423022,0.2727711006573079,0.40115948295618264,0.30934175244225415,0.4848249298372933,0.29226589993405405,0.5171822186585973,1.0,0.5375588492794496,0.29305238540885936,0.5622720215756424,0.3440506401752921,0.4683319887049112,0.3591157100792839,0.44614287046589196,0.3875243226434679,0.46680102745734053
"Monarda didyma leaf (France) - Monarda didyma L., fam. Lamiaceae (Labiatae)",0.6488733404332795,0.5143792842017815,0.42705639013673824,0.2741837928090225,0.5488995247836107,0.30404952704082666,0.3544888300891419,0.24696583189188737,0.23148388024792987,0.3642057452434496,0.25376178511762115,0.37231360545533054,0.47381395751650446,0.5409095884044623,0.4682586666101466,0.35095080420631997,0.5572906324207489,0.5036826851159447,0.4904708573810652,0.5550362263621103,0.22880030531000783,0.6474330290236641,0.5158042101826916,0.5728322345404733,0.5639431986765211,0.3477969445933441,0.2688282195003119,0.5884515680604137,0.6343773927379296,0.6103457406833042,0.6587399686074284,0.6052666934436839,0.43333458561231974,0.5242134769038591,0.5158043033729747,0.5578286039640286,0.5874118457372095,0.4629452049367242,0.2654664528073618,0.30730787992963093,0.6672119197317505,0.5610055198540568,0.3072987603141366,0.16075773749084332,0.25047445353076647,0.14800884769675704,0.5856738826531267,0.21804523227851924,0.624622925469174,0.5375588492794496,1.0,0.4286639142883658,0.589797081858271,0.4174964216710856,0.6586480861685067,0.48299002142242464,0.5607465763547089,0.3575038118454974,0.4120872141031675
"Neroli bigarade (bitter orange flower) China 2 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae",0.43827665857107856,0.32422549299697156,0.26011079787948455,0.14779035845666877,0.37711821401142664,0.1585639050166766,0.18001705787405275,0.6478909912267903,0.5289795004601547,0.22451784844069167,0.14064665973887736,0.2099644376922537,0.300548847365557,0.36325545699211703,0.2947878651861373,0.2182033009837876,0.3752089806946185,0.3332404554694802,0.32084038711951235,0.37092908387883305,0.09639480959065172,0.43292552582826704,0.33331226153432036,0.3823436603269106,0.48847770832142046,0.20475383341624365,0.12470167133696464,0.39244868818682066,0.420494431857508,0.40727952350492025,0.43185019669106484,0.405790664397379,0.2829090695754035,0.3425006522300005,0.3333123292156922,0.37885553246281556,0.3990850120072811,0.3017384753891017,0.1647165859934686,0.18647109377902316,0.5559775670506377,0.38400260945496867,0.16181075160628355,0.06437616790056344,0.1384191408821165,0.019419012816634718,0.4008864785685705,0.21284338991620522,0.403662172052321,0.29305238540885936,0.4286639142883658,1.0,0.41325835841649683,0.27923815781295314,0.4401444269957462,0.33507973451698614,0.39657924730259586,0.5050932246611164,0.4702219945395959
"Oenothera odorata flower headspace (China) - Oenothera odorata Jacq., fam. Onagraceae",0.677142269850199,0.6586295804684176,0.6296642937307824,0.4869137210860828,0.6105520368081316,0.516343802963029,0.5231722587742728,0.3214573494038261,0.3777671185761067,0.569145760414375,0.4753249613175258,0.49883526002815737,0.6048185060356491,0.6469677363787301,0.5553934229646165,0.47267757758024653,0.6464051655371903,0.6685486627063392,0.6642318685492253,0.633207095377798,0.3914012815502381,0.6365003242849534,0.5928113779997346,0.6001440519306092,0.6095305440358605,0.5104312221373387,0.40532376075363774,0.6077158590339256,0.6039114630712654,0.6423662693964041,0.5755006853335636,0.6525583478434627,0.5674586550434164,0.6670454583104339,0.5928114888140896,0.5792307165684158,0.5831091491584834,0.5415347223034979,0.4984005797651856,0.4397618860258774,0.6991116141709885,0.7171773700707698,0.4973981120713856,0.3547032542651458,0.46804614058119964,0.24453911854598798,0.6342203225783891,0.37975828005867773,0.6462050016511603,0.5622720215756424,0.5897970818582716,0.4132583584164973,1.0,0.476425460404013,0.6300060956391019,0.48984753216654287,0.5930832963684843,0.5090660968073428,0.6140423881077206
"Papaya (Cameroon) headspace of ripe fruit - Carica papaya L.,",0.4541141584240196,0.3941828977675057,0.3503454918651956,0.2428542722304955,0.40238350571751536,0.25976399497452596,0.27399544905576145,0.16972041120542825,0.19273132646698454,0.31132842710836106,0.23786517992423606,0.2793160409895693,0.36250580163105495,0.40831347573852894,0.34511354030671615,0.2734578503762184,0.41283677245966854,0.3992557895415997,0.3908336234468892,0.4065264916886778,0.17982129024369364,0.4352695809068703,0.37558463705207035,0.3968651148944934,0.3999824747397107,0.28057786942348173,0.20205474854796912,0.40822433387322765,0.4196485171603901,0.4232954109449587,0.4150083638014491,0.4290610690747152,0.34006573842625487,0.4037232374247719,0.3755847093154123,0.3885608814549586,0.40003925471035195,0.34261629923034964,0.24690357685256947,0.24904050815383683,0.46911914088934703,0.440930955484082,0.25204120186803436,0.1484570689667163,0.23295241846718373,0.07992906013903733,0.41534584222293347,0.19281372000375407,0.4296824391832659,0.3440506401752921,0.4174964216710856,0.27923815781295314,0.476425460404013,1.0,0.4363463901287402,0.3313414504511183,0.39790486461901886,0.29462984225274813,0.34956728786808333
"Thymus quinquecostatus 3 - Thymus quinquecostatus ex Yanta (T. quinquecostatus Celak), fam. Lamiaceae",0.6830914253697327,0.5457407210109158,0.4438307105355038,0.292268705206294,0.5813848455496193,0.30383514886327667,0.35049671495941215,0.2661561431826609,0.2576259787626909,0.39677048385597136,0.304162025829375,0.378148673937889,0.49102712145228733,0.5638664246694256,0.47330628395145713,0.3718860967319203,0.5939307007027378,0.5274628894716309,0.5129112800186193,0.5758575628199989,0.24688763943122305,0.6613907520006126,0.53134838548315,0.5920120829572963,0.591106963754916,0.36993470802209516,0.2692394011668159,0.5931312029732894,0.6386565806774023,0.6301909025201031,0.6555329020725452,0.6226037372013797,0.4552102416530067,0.5403373285702981,0.5313348100310021,0.5748725189184227,0.6022981125333087,0.4776250996389999,0.2970477562086119,0.36062834552343126,0.7061536872411079,0.5979492306464819,0.30704873419807077,0.19527688872851623,0.2801934969507921,0.1381390509053011,0.6760931250464048,0.24239010740591527,0.6117172692611125,0.4683319887049112,0.6586480861685067,0.4401444269957462,0.6300060956391013,0.4363463901287402,1.0,0.5082229837807398,0.5985399968391727,0.3861164471094358,0.4354903096918322
"Wartara (India) 1 pericarp - Zanthoxylum armatum DC. (Z. alatum Roxb.), fam. Rutaceae",0.5122001632430102,0.404306738443994,0.3364779933809371,0.21840135036797392,0.4501232605568456,0.23212541781944573,0.25442297578747286,0.1848593259962118,0.18711685113498044,0.3235555748025345,0.22322079963089214,0.27389309259971506,0.3673470452392845,0.4570743481821551,0.3711580113049755,0.2945679222720975,0.4624660952260814,0.4257932875579029,0.4168723286401804,0.4475853701102672,0.17852988862376118,0.5053997534193195,0.4145614698630731,0.5082883167224443,0.466167303658082,0.29851621868154143,0.21036811055734717,0.46253342192213975,0.49501281800279384,0.5481833979925055,0.4993060037206586,0.4873717567062834,0.3778487053266697,0.43528899710326185,0.4145615469375036,0.4662091452931434,0.4749503047159481,0.3641176065733527,0.22186508140873928,0.26792068529568946,0.5343251294137734,0.4650691823186516,0.250823460949711,0.13791301361825115,0.2105934595759804,0.08570168736219186,0.4548468429090995,0.17154300117829202,0.47650932153223624,0.3591157100792839,0.48299002142242464,0.33507973451698614,0.4898475321665433,0.3313414504511183,0.5082229837807398,1.0,0.5947587206887563,0.2969923626251171,0.3423772721028936
