,"Achillea ligustica flower (Greece) - Achillea ligustica All., fam. Asteraceae (Compositae)","Basil (Bulgaria) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Egypt) 1 (linalool-type) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Egypt) 4 (linalool-type) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Guinea) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Poland) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Yugoslavia) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Bitter orange leaf (Petitgrain) (Mauritius) - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae","Bitter orange leaf (Petitgrain) (USA) 1 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae","Coriander fruit (Albania) - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Cuba) - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Egypt) 1 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Egypt) 2 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Finland) 1 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Finland) 2 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Finland) 3 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Finland) 4 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Greece) 1a - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Greece) 1b - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Italy) 1 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Italy) 2 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Italy) 3 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Italy) 4 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Japan) - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Pakistan) - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (Russia) - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit (USA) - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit 1 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit 10 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit 2 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit 3 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit 4 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit 5 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit 8 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander fruit 9 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander, ether extract (Finland) - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Coriander, steamdistilled (Finland) - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)","Ho leaf (China) 1 - Cinnamomum camphora Sieb. linaloolifera Fujita, fam. Lauraceae","Ho leaf (Japan) 1a - Cinnamomum camphora Sieb. linaloolifera Fujita, fam. Lauraceae","Homalomena aromatica rhizome (India) - Homalomena aromatica Schott. (Calla aromatica), fam. Araceae","Homalomena aromatica rhizome (Vietnam) - Homalomena aromatica Schott. (Calla aromatica), fam. Araceae","Lippia alba (India) - Lippia alba (Mill.) N.E. Br., fam. Verbenaceae","Lippia alba (Uruguay) cultivar - Lippia alba (Mill.) N.E. Brown, fam. Verbenaceae","Litsea zeylanica - Litsea zeylanica Nees, fam. Lauraceae","Mandarin leaf (Petitgrain mandarin.) (Israel) 4 - Citrus reticulata Blanco, cultivar Maya, fam. Rutaceae","Mandarin leaf (Petitgrain mandarin.) (Japan) - Citrus reticulata Blanco (C. deliciosa Tenore), fam. Rutaceae","Marjoram, spanish (Portugal) 2 linalool type - Thymus mastichina L., fam. Lamiaceae (Labiatae)","Mentha citrata (Bergamot mint) (France) - Mentha citrata Ehrh., fam. Lamiaceae (Labiatae)","Mentha spicata (Greece) Chemotype I - Mentha spicata L. (Chemotype I), fam. Lamiaceae (Labiatae)","Monarda didyma flower (France) - Monarda didyma L., fam. Lamiaceae (Labiatae)","Monarda didyma leaf (France) - Monarda didyma L., fam. Lamiaceae (Labiatae)","Neroli bigarade (bitter orange flower) China 2 - Citrus aurantium L., ssp. amara Engl., fam. Rutaceae","Oenothera odorata flower headspace (China) - Oenothera odorata Jacq., fam. Onagraceae","Papaya (Cameroon) headspace of ripe fruit - Carica papaya L.,","Thymus quinquecostatus 3 - Thymus quinquecostatus ex Yanta (T. quinquecostatus Celak), fam. Lamiaceae","Wartara (India) 1 pericarp - Zanthoxylum armatum DC. (Z. alatum Roxb.), fam. Rutaceae","Wartara (India) 3 seed - Zanthoxylum armatum DC. (Z. alatum Roxb.), fam Rutaceae","Zataria multiflora (Iran) 1a bud - Zataria multiflora Boiss., fam. Lamiaceae (Labiatae)","Zataria multiflora (Iran) 1b flower - Zataria multiflora Boiss., fam. Lamiaceae (Labiatae)"
"Coriander fruit (Greece) 1b - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)",0.5594525030982667,0.6211557469322772,0.6413093981451842,0.4970887442597075,0.5514505307491749,0.5150257652465413,0.554882418877047,0.28625576047313184,0.3573291040128739,0.8087628298001306,0.637114184216359,0.6404164675949906,0.7093385331191563,0.8044372438995628,0.7382209175542527,0.6440677966465893,0.7540920867581831,0.9182449895039588,1.0,0.773904672398182,0.6207600477427697,0.6205102699554172,0.7347445845337477,0.6875028212869458,0.6358217014753703,0.7770354841151144,0.5980119723630628,0.711554808436455,0.6430076575722302,0.7188041209917188,0.5790030052684327,0.7431496397972605,0.7087120379701171,0.8888853543619539,0.7347447546428207,0.6522142321896809,0.6232669337904666,0.47919316295212877,0.4506134533722519,0.42920990537701287,0.5718533078968456,0.6478690784679952,0.5085972058135296,0.37966342183110624,0.48167662146249246,0.26292335629355346,0.6175345078134934,0.36780809870254183,0.5540021661988261,0.6349674095096155,0.4904708573810652,0.32084038711951235,0.6642318685492253,0.3908336234468892,0.5129112800186193,0.4168723286401804,0.5317062067302041,0.46522204949071966,0.5805447145358993
"Coriander fruit (Italy) 1 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)",0.6002117655553101,0.5496004601316515,0.5231804916789282,0.36611522250516504,0.5383999233933197,0.3899568683123057,0.42705568133959726,0.27950865643703815,0.30026105820138005,0.6480228810180397,0.5195506014673577,0.5211702996364815,0.6201374554389761,0.8436697056887761,0.7346173734917678,0.6548613072461861,0.8103205427142717,0.7854778998398788,0.773904672398182,1.0,0.5063480852368949,0.691668595896571,0.7280435777720586,0.7007500798186216,0.6486162914181652,0.6611380561606734,0.47045771835579764,0.8472094760351514,0.7626115242545423,0.755228514861087,0.7095481829706214,0.8275582345606153,0.6670409861468815,0.811141603709628,0.7280437436896412,0.7405428423692828,0.7221677047465453,0.46543801086962844,0.3787172339291507,0.3739331468054887,0.6137220704768963,0.6191157260249471,0.38278499180976866,0.2619422566091989,0.37067471417551434,0.18158108050932342,0.6730281167024333,0.2956772926854715,0.5694672894472941,0.565687395960439,0.5550362263621097,0.3709290838788335,0.633207095377798,0.4065264916886778,0.5758575628199996,0.4475853701102678,0.5482586053857917,0.41177530786943795,0.48894076560047706
"Coriander fruit (Italy) 2 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)",0.27949707050257644,0.3894956439032563,0.48820326660064395,0.3392127088511504,0.2757812718125533,0.37906209333302876,0.4441265913430519,0.1225885767238658,0.21513087131492792,0.6446419042408426,0.5284193254695231,0.5495715082000119,0.4992965412529674,0.5203102387244207,0.4786894257732257,0.4093171532091603,0.42426485782213086,0.6010113149188188,0.6207600477427697,0.5063480852368949,1.0,0.3744667122680908,0.4462874973106845,0.3973209732328915,0.35106934778321053,0.595480222460862,0.4762495938918422,0.41353827610891936,0.34440919954309135,0.45331807215900854,0.2890484953928777,0.4297456579041248,0.42681119863814265,0.6011236308594263,0.44628757880124414,0.3532860334368002,0.33245285598417973,0.25198141989807143,0.331792449010618,0.25047270769796115,0.27713118065321396,0.37466150491643446,0.35548758954597226,0.24520334951712852,0.35327780042759693,0.11769642050344964,0.3629784385622894,0.23666928522882658,0.27575840629398973,0.5045936641559252,0.22880030531000783,0.09639480959065172,0.3914012815502381,0.17982129024369364,0.24688763943122305,0.17852988862376118,0.2649371176115114,0.2720968387449021,0.37767850935379943
"Coriander fruit (Italy) 3 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)",0.6609117623197454,0.5302759808354982,0.4719293815137199,0.3051813740874644,0.5773535254033225,0.323005947403194,0.3705998642988454,0.2851616425654945,0.2715520930644676,0.49074501484683974,0.3771129982628928,0.4749571798950757,0.5873263318610951,0.6857200351731934,0.5812960363822817,0.4704193752094942,0.6866136160817838,0.6309748270872217,0.6205102699554172,0.6916685958965718,0.3744667122680908,1.0,0.6440097396753911,0.6847169073044668,0.6620281912342831,0.4852982891293527,0.3546392761135432,0.7113483907727426,0.7635542826214001,0.7316962258114446,0.7358467994626927,0.7557969567498821,0.538915364302116,0.6467571623020567,0.6440073314029602,0.6885453434713587,0.7259367874267455,0.47943234233397736,0.322667644744864,0.35420068962404694,0.6863004653461822,0.6119041799377631,0.32368933188675897,0.21194702144364097,0.2997302938595159,0.15830123523178485,0.6454777616682825,0.2511894430151773,0.6136399595656501,0.5267911208028195,0.6474330290236641,0.43292552582826704,0.6365003242849541,0.4352695809068703,0.6613907520006126,0.5053997534193195,0.6035929573691687,0.39524877596755426,0.46644216598435884
"Coriander fruit (Italy) 4 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)",0.554020377468295,0.5221915728250812,0.5018910887539171,0.3583009222195186,0.5098310265103954,0.39312246045720145,0.4148392349119453,0.25541471126094695,0.286284778674894,0.6615441665331557,0.4983306881084294,0.5797280573216406,0.6811389641186547,0.7449200512636247,0.8669076030062159,0.6194620449732444,0.8285154529208313,0.7226037891066428,0.7347445845337477,0.7280435777720586,0.4462874973106845,0.6440097396753911,1.0,0.7845529305196064,0.6567815514064235,0.7137896638120255,0.6469568723865506,0.7961323826529214,0.7630961477202464,0.7213877767641049,0.6827008252264943,0.7968216677333657,0.8314207866742321,0.7728053075695531,0.9994796789162406,0.685130070271637,0.6541784905387897,0.44527110208732,0.35371680789083937,0.36825056089928265,0.567668387350032,0.5866908912020157,0.37971099461970526,0.27367077958550257,0.37117659603460595,0.1919147771035533,0.5872671823741695,0.2867359453701731,0.5300473143438058,0.5622874843073868,0.5158042101826916,0.33331226153432036,0.5928113779997346,0.37558463705207035,0.53134838548315,0.4145614698630731,0.5174597700356155,0.39567175609159566,0.5111866569383652
"Coriander fruit (Japan) - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)",0.6034822179046477,0.5100730058863179,0.46919734225663834,0.3210372729002957,0.5439856427032558,0.34772043103106864,0.377480525660121,0.2544652804835066,0.27075816709831213,0.590251633881383,0.41793115000952497,0.5067647944872719,0.6065401138493216,0.7373482938146005,0.7296564330640564,0.5567260323616711,0.776541832003211,0.6820882176479892,0.6875028212869458,0.7007500798186216,0.3973209732328915,0.6847169073044668,0.7845529305196064,1.0,0.6875006554026544,0.6169754668813368,0.5379332956167406,0.7710975533685139,0.7782841912547986,0.8427688747169877,0.730351996412214,0.7863838493083921,0.7321592784172037,0.728345051107135,0.78455313995555,0.7254682872135807,0.6923252072153929,0.4520278662015872,0.3276014691521527,0.356954709483965,0.6175434742117258,0.5884627515340904,0.3629187288900556,0.24460255258537467,0.33089001407702956,0.16993385521203774,0.5978449820747122,0.2608187485942114,0.561396587914776,0.5525393970811472,0.5728322345404733,0.3823436603269106,0.6001440519306092,0.3968651148944934,0.5920120829572963,0.5082883167224443,0.648495218543276,0.385975778310901,0.4761243433232454
"Coriander fruit (Pakistan) - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)",0.5953023465847824,0.5365060508719145,0.4874891909202569,0.3303590285975223,0.5308838663570816,0.3516239048027777,0.3919439416934064,0.4313791943066705,0.38712971492203896,0.5733182042507093,0.47136922815305293,0.42774063087211556,0.5280233633404088,0.6766304580547422,0.6302746144357609,0.5971625913720737,0.7270917155004457,0.644130681254581,0.6358217014753703,0.6486162914181652,0.35106934778321053,0.6620281912342824,0.6567815514064235,0.6875006554026544,1.0,0.5553242133726133,0.4370303803704364,0.6716159692866185,0.6984568352474259,0.6720750929682452,0.702514335926558,0.7225771135162279,0.5841626363440142,0.6448659624708876,0.6567816828747265,0.7606475884007631,0.7700900974112754,0.4453954054343825,0.3235325619113528,0.3622315850744956,0.6511550763322036,0.6331059880489912,0.35410113179657043,0.2340979689478354,0.3361222903149157,0.16194243775059514,0.5592754487522388,0.29569811407400615,0.5588621209620925,0.5319998917897039,0.5639431986765204,0.4884777083214199,0.6095305440358605,0.3999824747397107,0.5911069637549153,0.46616730365808157,0.5759755600552586,0.4652671924700813,0.5178245033815013
"Coriander fruit (Russia) - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)",0.4085004198735003,0.48104855616326736,0.5394194297622035,0.40884631932976145,0.393332391437481,0.4534213376491124,0.47314113629752974,0.20361989680986392,0.28427286308898014,0.8376600997738586,0.6512910474141971,0.5576118068816063,0.5975747797803217,0.703106625461109,0.7737259263773887,0.7193454119197709,0.7012831264723016,0.7373958854346874,0.7770354841151144,0.6611380561606734,0.595480222460862,0.4852982891293527,0.7137896638120255,0.6169754668813368,0.5553242133726133,1.0,0.7107439047257571,0.6347328696465261,0.5391968993309353,0.5920181658509518,0.47263017460460144,0.6446047018995997,0.7542530626571139,0.7537405822301645,0.7137913980164305,0.5877810054127667,0.5296563133530088,0.35871395642642034,0.36750297526074105,0.34371778411260767,0.4132154479728086,0.5116893585233222,0.43565339434777706,0.31429024458345467,0.4308882049925409,0.1924304434864167,0.47744494364427836,0.30047666320917465,0.4068221735735439,0.5408323418021377,0.3477969445933441,0.20475383341624365,0.5104312221373387,0.28057786942348173,0.36993470802209516,0.29851621868154143,0.40377916275002557,0.36408375946133864,0.47897262599466606
"Coriander fruit (USA) - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)",0.31404878698466265,0.3866850363241895,0.44249002096751033,0.3346515998327092,0.31029665712680843,0.3832418562844828,0.39433813769483617,0.12657419544459558,0.22026516093028037,0.6640233671275444,0.47923449153675435,0.5346969734513223,0.527233388415077,0.5133829370306101,0.6892392036635793,0.4977441438770792,0.5425759130153202,0.5697739557206343,0.5980119723630628,0.47045771835579764,0.4762495938918422,0.3546392761135432,0.6469568723865506,0.5379332956167406,0.4370303803704364,0.7107439047257571,1.0,0.49603202890506115,0.4302206950284808,0.47752741387073183,0.37635572940001594,0.48972433795905723,0.681039638879023,0.6121791300950061,0.6469570001962799,0.4141494978617489,0.36307052850670984,0.2848919712633955,0.2789186994636741,0.2768831613567956,0.3170186357241007,0.40461495944382275,0.357990055851897,0.2589334383372528,0.3715116459126667,0.15942642884942615,0.3394175977870081,0.2438721292424879,0.3192776914065143,0.526969943257213,0.2688282195003119,0.12470167133696464,0.40532376075363774,0.20205474854796912,0.2692394011668159,0.21036811055734717,0.3048583668186856,0.28661733943419376,0.4146226701558041
"Coriander fruit 1 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)",0.6125511580261516,0.5158803526235698,0.47040949164849,0.3196074777053065,0.5464099148089847,0.3405024508478959,0.3754178032924027,0.2633306295546881,0.272623443895851,0.5857321511224141,0.4422314111499196,0.4965130567976689,0.6058918978931428,0.8052745121999273,0.7891002291220297,0.6427056992763751,0.8535008906771582,0.7191665259700232,0.711554808436455,0.8472094760351514,0.41353827610891936,0.7113483907727426,0.7961323826529214,0.7710975533685139,0.6716159692866185,0.6347328696465261,0.49603202890506115,1.0,0.8393690354812108,0.7700767520532508,0.7876129471422164,0.8834430444482136,0.7133277935809546,0.7646069870075272,0.7961330466486913,0.7812659855753264,0.7511934693199804,0.4618582700953271,0.33635974446940287,0.36342200944433833,0.6381135378034799,0.5963720073737014,0.34171636797123195,0.23461705920713283,0.3299338428328822,0.170466916779891,0.6506620919996795,0.2608958507740211,0.5809851371533663,0.5635136655940518,0.5884515680604137,0.39244868818682066,0.6077158590339256,0.40822433387322765,0.5931312029732894,0.46253342192213975,0.5635878960830445,0.395355556681226,0.47071605311173037
"Coriander fruit 10 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)",0.6437869800417664,0.5049546604753865,0.4291950437154931,0.2793224272825515,0.5606231181712111,0.2997425367413148,0.3316609860370857,0.27983439138633215,0.25513024563746,0.5186959660811985,0.38944420475427455,0.47007866917755625,0.594328927085581,0.7259269090797584,0.6933913365613404,0.5400698112813173,0.7906663932174357,0.6554856173062146,0.6430076575722302,0.7626115242545434,0.34440919954309135,0.7635542826214001,0.7630961477202464,0.7782841912547986,0.6984568352474267,0.5391968993309353,0.4302206950284808,0.8393690354812108,1.0,0.7708211542148764,0.8827151955797098,0.8336718690789382,0.6443122975879322,0.689821273119624,0.7630963381872062,0.7515864134476843,0.7698596063191516,0.4649393807587745,0.30930601656179346,0.3405387824790217,0.6667708704336432,0.5993640279191994,0.3002890450480803,0.1957255888689493,0.2830500335300792,0.14944875112771072,0.6512975173881772,0.2379412623936077,0.5968855706869076,0.5078605986110432,0.6343773927379296,0.420494431857508,0.6039114630712648,0.4196485171603901,0.6386565806774023,0.49501281800279384,0.5951904196597084,0.37424436207157363,0.4496030063985976
"Coriander fruit 2 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)",0.6757762184438575,0.5606998389346598,0.5301265330994684,0.36368709488696405,0.5753874957881641,0.3706929261241628,0.42084344334930335,0.27556666340583147,0.2933869818457294,0.5937699421767563,0.43013667781134146,0.5319165964429096,0.6259270148303047,0.7665893513908066,0.6788489078347286,0.5316714239518112,0.7472465688879473,0.7206516968720178,0.7188041209917188,0.755228514861087,0.45331807215900854,0.7316962258114454,0.7213877767641049,0.8427688747169877,0.6720750929682452,0.5920181658509518,0.47752741387073183,0.7700767520532508,0.7708211542148774,1.0,0.7317007666102109,0.7872830508649391,0.6563079350424554,0.7599401815511059,0.72138793871806,0.711057623646218,0.6978333394368927,0.5226542501528195,0.3549997342084954,0.3705608655915965,0.6557829250149436,0.6474968979856925,0.38591192207874203,0.25864165779937165,0.34932106103404903,0.18448094978075147,0.6844932948898346,0.3155172680447198,0.6146189516719758,0.5895270106594539,0.6103457406833048,0.4072795235049207,0.6423662693964041,0.4232954109449587,0.6301909025201038,0.548183397992506,0.6971635930826348,0.411237820833964,0.494486086160688
"Coriander fruit 3 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)",0.6476308171848786,0.47776565754630995,0.388296302857277,0.23553534602752169,0.5541525326239435,0.2505904100143119,0.2906724533377226,0.2709315014937578,0.2302156563416884,0.4586620686229982,0.3330922657033413,0.4022738842001534,0.5161071733562663,0.6707118377425652,0.6382479747678909,0.5070247644856335,0.7303498210279183,0.5999518077334873,0.5790030052684327,0.7095481829706223,0.289048495392878,0.7358467994626927,0.6827008252264943,0.730351996412214,0.7025143359265589,0.47263017460460144,0.37635572940001594,0.7876129471422164,0.8827151955797098,0.73170076661021,1.0,0.770313158070532,0.5703403688317045,0.6335863116202904,0.6827009674340767,0.7424827626104853,0.7705946491940969,0.4485824637915722,0.2687892183270223,0.3198461320793182,0.6736313220242283,0.5795929069928643,0.25532030146307805,0.15283982739533908,0.24396081229437172,0.11806589299878767,0.6169713437163504,0.2129072505551366,0.5937207385665759,0.5062586076822706,0.6587399686074284,0.43185019669106484,0.5755006853335642,0.4150083638014491,0.6555329020725452,0.4993060037206586,0.592309587411006,0.3468533971377462,0.40221409911810124
"Coriander fruit 4 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)",0.6409134806955837,0.552219240857801,0.5173128881756899,0.35350124519477155,0.5727321076873737,0.3785884783586795,0.416790853338036,0.28485985478087306,0.29983043403018517,0.6117953702398077,0.4808387904847796,0.525835590007161,0.6472255027795162,0.8346049943488832,0.7585498986413767,0.6517162506017031,0.871279322166499,0.7420973903072658,0.7431496397972605,0.8275582345606153,0.4297456579041248,0.7557969567498811,0.7968216677333657,0.7863838493083921,0.7225771135162279,0.6446047018995997,0.48972433795905723,0.8834430444482114,0.8336718690789366,0.7872830508649391,0.7703131580705309,1.0,0.7069982393276464,0.7728575470798731,0.7968218898159201,0.8257594961427758,0.8087425392088977,0.48649853435635315,0.3635101935757633,0.38288837285115374,0.6634983878019475,0.6382968733253278,0.3754343473956505,0.2589935375999344,0.3590962078106824,0.18952490165056668,0.6688423012058802,0.29259317170746224,0.6116596333759154,0.56767256215983,0.6052666934436832,0.40579066439737854,0.6525583478434627,0.4290610690747152,0.6226037372013791,0.48737175670628385,0.5946918067586603,0.4197286052052489,0.5026703867442268
"Coriander fruit 5 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)",0.49392896240582473,0.49587330986995426,0.50177659957183,0.3887015546124899,0.4630427588432121,0.4291027993966334,0.42363398385628503,0.22044607986396547,0.28353461971702565,0.6845925632395697,0.5192335485665933,0.5213779435428584,0.6134940017407158,0.7046483786985327,0.8300760602056778,0.6507083362406909,0.7776614978524927,0.6891673381791302,0.7087120379701171,0.6670409861468815,0.42681119863814265,0.5389153643021165,0.8314207866742321,0.7321592784172037,0.5841626363440142,0.7542530626571139,0.681039638879023,0.7133277935809546,0.644312297587933,0.6563079350424554,0.5703403688317039,0.7069982393276464,1.0,0.7273203095109999,0.8314210543369723,0.6299365882311698,0.5714050031751932,0.4113124722731484,0.3636653961283546,0.355725177396372,0.5039310341883603,0.5503904942005216,0.4164970023408018,0.29946023166193525,0.4016462125336535,0.1901369336169474,0.5229067055489491,0.2935307390567863,0.47033877844632344,0.5092371734121649,0.4333345856123193,0.28290906957540385,0.5674586550434164,0.34006573842625487,0.45521024165300616,0.3778487053266697,0.4883938257099174,0.3901394432683545,0.5115789470465888
"Coriander fruit 8 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)",0.5834139431639362,0.6026769012401358,0.6083442818457411,0.4394206556699687,0.546151742798862,0.47563035212373694,0.5162521966924671,0.2836992659790737,0.3456200897338586,0.765967118811407,0.5819772449128808,0.6318314978230986,0.6992985270080785,0.8192817184008381,0.7848239014653086,0.631925880298464,0.778217448608959,0.8703397860465245,0.8888853543619539,0.811141603709628,0.6011236308594263,0.6467571623020567,0.7728053075695531,0.728345051107135,0.6448659624708876,0.7537405822301645,0.6121791300950061,0.7646069870075272,0.689821273119624,0.7599401815511059,0.6335863116202904,0.7728575470798731,0.7273203095109999,1.0,0.7728090811240326,0.6685413114635509,0.6388593077797402,0.4791754021990263,0.44352428360949625,0.4282809258356364,0.5987875682888066,0.6445795639557682,0.46181500604531656,0.3315382565865783,0.4511567802981641,0.2300366612725332,0.6281231566551443,0.35341784562712786,0.5672113850555918,0.6616100321560918,0.5242134769038591,0.3425006522300005,0.6670454583104339,0.4037232374247719,0.5403373285702981,0.43528899710326185,0.5477723256714657,0.4470462868223012,0.5630531603872697
"Coriander fruit 9 - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)",0.5540204786440914,0.5221916672611361,0.5018911793412193,0.35830099253649805,0.5098311185650642,0.3931241705472567,0.41483931202296176,0.2554430122935104,0.28628737077210353,0.6615736311482692,0.4983349155123974,0.5797281646862765,0.6811391056296683,0.7449212895308299,0.866909298167876,0.6194621635483952,0.8285104535669693,0.722610458405073,0.7347447546428207,0.7280437436896412,0.44628757880124414,0.6440073314029608,0.9994796789162406,0.78455313995555,0.6567816828747265,0.7137913980164305,0.6469570001962799,0.7961330466486913,0.7630963381872051,0.72138793871806,0.6827009674340758,0.7968218898159201,0.8314210543369723,0.7728090811240326,1.0,0.6851302135763617,0.6541786210175076,0.44527118342856953,0.35371687770905735,0.36825063232370836,0.5676684917197854,0.5866910003753761,0.3797110673637658,0.2736708417093151,0.3711768113049624,0.19191483294214395,0.5872672916999666,0.28673600863193427,0.5300464502128318,0.562287587394098,0.5158043033729741,0.33331232921569176,0.5928114888140896,0.3755847093154123,0.5313348100310016,0.414561546937504,0.5174598635456277,0.3956710841044371,0.5111860107690978
"Coriander, ether extract (Finland) - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)",0.588323199161723,0.4915585232904942,0.4498810757059031,0.2939400740634637,0.5186578112714793,0.3127618768592918,0.3540419632919587,0.26505707502770637,0.25433589256053346,0.5562654531844275,0.4522332711859093,0.41791324302165067,0.5304171162085876,0.7634379013461454,0.6804278153965568,0.7007324385173932,0.8045330206077417,0.6570477464293754,0.6522142321896809,0.7405428423692838,0.3532860334368002,0.6885453434713587,0.685130070271637,0.7254682872135807,0.7606475884007621,0.5877810054127667,0.4141494978617489,0.7812659855753264,0.7515864134476843,0.7110576236462189,0.7424827626104853,0.8257594961427743,0.6299365882311698,0.6685413114635509,0.6851302135763617,1.0,0.9055745052112547,0.42960815229576843,0.30735217691284866,0.3398070619464162,0.6113521928414134,0.5910814731391388,0.3202221925775025,0.20290517717267542,0.30282747713381863,0.14075572435757866,0.5778526094370928,0.2386580538462476,0.543141100191193,0.4988208546444419,0.5578286039640286,0.37885553246281556,0.5792307165684158,0.3885608814549586,0.5748725189184227,0.4662091452931434,0.5744645065359654,0.36467659284029486,0.4216988303984581
"Coriander, steamdistilled (Finland) - Coriandrum sativum L., fam. Apiaceae (Umbelliferae)",0.6097174479962315,0.49397639884724975,0.43846867627125063,0.27707818699779063,0.5299225118820434,0.2935715532984342,0.33986365585323985,0.2796007242686219,0.250710298742172,0.515975524213001,0.4262317070008602,0.41331749999538936,0.53069970658424,0.729915430485268,0.6279090588704723,0.6303491901359999,0.7610154820524113,0.6333669313250002,0.6232669337904666,0.7221677047465462,0.33245285598417973,0.7259367874267455,0.6541784905387897,0.6923252072153929,0.7700900974112765,0.5296563133530088,0.36307052850670984,0.7511934693199804,0.7698596063191516,0.6978333394368919,0.7705946491940969,0.8087425392088989,0.5714050031751937,0.6388593077797402,0.6541786210175068,0.9055745052112547,1.0,0.4372344807304135,0.2970319657041034,0.3330073590105648,0.6343963987309602,0.5982954984636589,0.2988138452749911,0.18589690141244475,0.28076091040850437,0.1310534043047089,0.5893169926141373,0.23181386273902416,0.5602723452565715,0.4828165467010531,0.5874118457372095,0.3990850120072811,0.5831091491584829,0.40003925471035195,0.6022981125333087,0.4749503047159481,0.574273683435133,0.36132181845828704,0.4136587764573847
