,"Aristolochia gibertii leaf - Aristolochia gibertii Hook., fam. Aristolochiaceae","Aristolochia gigantea - Aristolochia gigantea M.E. Zucc., fam. Aristolochiaceae","Aristolochia odoratissima - Aristolochia odoratissima L., fam. Aristolochaceae","Artemisia marschaliana (Iran) - Artemisia marschaliana Sprengel, fam. Asteraceae (Compositae)","Baccharis crispa - Baccharis crispa Spreng., fam. Asteraceae (Compositae)","Bidens pilosa (Cameroon) - Bidens pilosa L., fam. Asteraceae (Compositae)","Cabore (Brazil) - Micrastur ruficolis, fam. Leguminosae (so-called: officially unknown)","Carapa guianensis - Carapa guianensis Aubl., fam. Meliaceae","Caraway herb (Mongolia) - Carum carvi L., fam. Apiaceae (Umbelliferae)","Croton jimenezii (Costa Rica) - Croton jimenezii Standl. et Valerio, fam. Euphorbiaceae","Daniellia oliveri - Daniellia oliveri (Rolfe) Hutch & Dalz., fam. Caesalpiniaceae",Dysoxylum richii leaf (Fiji) - Dysoxylum richii (A. Gray) C.D.C.,"Eugenia burkartiana leaf (Brazil) - Eugenia burkartiana D. Legrand, fam. Myrtaceae","Eupatorium cannabinum - Eupatorium cannabinum L. ssp. cannabinum, fam. Astercaceae (Compositae)","Germander, common (Serbia/Montenegro) - Teucrium chamaedrys L., fam. Lamiaceae (Labiatae)","Hedyosmum costaricensis (Costa Rica) - Hedyosmum costaricensis C.E. Wood, fam. Chloranthaceae","Hoslundia opposita - Hoslundia opposita Vahl., fam. Lamiaceae (Labiatae)","Hyptis lanceolata - Hyptis lanciolata Poit., fam. Lamiaceae (Labiatae)","Hyssop (Finland) 2 - Hyssopus officinalis L., fam. Lamiaceae (Labiatae)","Lantana camara (India) 1a leaf - Lantana camara L., fam. Verbenaceae","Lantana camara (India) 1b flower - Lantana camara L., fam. Verbenaceae","Lippia lupulina flower (Brazil) - Lippia lupulina Cham., fam. Verbenaceae","Marsypianthes chamaedrys (Brazil) - Marsypianthes chamaedrys (Vahl) Kuntze, fam. Lamiaceae (Labiatae)","Mentha longifolia (Iran) 1 - Mentha longifolia (L.) Hudson, fam. Lamiaceae (Labiatae)","Mikania cordata leaf - Mikania cordata (Burm.f.) B.L. Robinson var. cordata, fam. Asteraceae","Origanum laevigatum (Turkey) - Origanum laevigatum Boiss., fam. Lamiaceae (Labiatae)","Pentaceras australe leaf - Pentaceras australe (F. Muell.) Benth., fam. Rutaceae","Pinus canariensis (Spain-Tenerife) - Pinus canariensis Sweet ex Sprengel, fam. Pinaceae","Pinus pinaster (Greece) needle - Pinus pinaster Ait., fam. Pinaceae","Prangos uloptera (Iran) aerial parts - Prangos uloptera DC., fam. Apiaceae (Umbelliferae)","Sage, ssp. altissima (Cuba) - Salvia officinalis L. ssp. altissima, fam. Lamiaceae (Labiatae)","Salvia syriaca (Turkey) - Salvia syriaca L., fam. Lamiaceae (Labiatea)","Salvia verticillata (Canada) - Salvia verticillata L., fam. Lamiaceae (Labiatae)","Schinus molle leaf (Uruguay) - Schinus molle L., fam. Anacardiaceae","Sideritis condensata - Sideritis condensata Boiss. et Heldr., fam. Lamiaceae (Labiatae)","Solidago gigantea - Solidago gigantea Ait., fam. Asteraceae (Compositae)","Teucrium abutiloides (Madeira) - Teucrium abutiloides L'Her., fam. Lamiaceae (Labiatae)","Teucrium arduini (Serbia/Montenegro) - Teucrium arduini L., fam. Lamiaceae (Labiatae)","Teucrium flavum (Greece) 1a flower - Teucrium flavum L. ssp. hellenicum Rech. fil., fam. Lamiaceae (Labiatae)","Teucrium flavum (Greece) 1b leaf - Teucrium flavum L. ssp. hellenicum Rech. fil., fam. Lamiaceae (Labiatae)","Teucrium fruticans (Italy) 1a flowering phase - Teucrium fruticans L., fam. Lamiaceae (Labiatae)","Teucrium fruticans (Italy) 1b fruiting phase - Teucrium fruticans L., fam. Lamiaceae (LAbiatae)","Teucrium montanum (Serbia/Montenegro) - Teucrium montanum L., fam. Lamiaceae (Labiatae)","Teucrium salviastrum (Portugal) - Teucrium salviastrum Schreber, fam. Lamiaceae (Lagiatae)","Thymus x oblongifolius (Lithuania) - Thymus x oblongifolius Opiz, fam. Lamiaceae (Labiatae)","Yarrow (Canada) 2 - Achillea millefolium L., fam. Asteraceae (Compositae)","Ylang Ylang (Colombia) - Cananga odorata (Lamk.) Hook. f. et Thomson forma genuina, fam. Annonaceae","Ylang Ylang 5a - Cananga odorata (Lamk.) Hook. f. et Thomson forma genuina, fam. Annonaceae","Ylang Ylang 5b - Cananga odorata (Lamk.) Hook. f. et Thomson forma genuina, fam. Annonacaea","Ylang Ylang 5c - Cananga odorata (Lamk.) Hook. f. et Thomson forma genuina, fam. Annonaceae","Ylang Ylang 5d - Cananga odorata (Lamk.) Hook. f. et Thomson forma genuina, fam. Annonaceae","Zanthoxylum hyemale - Zanthoxylum hyemale A. St. Hil. (Fagara hyemalis Engl.), fam. Rutaceae","Zanthoxylum naranjillo - Zanthoxylum naranjillo Griseb (Fagara naranjillo Engl.), fam. Rutaceae"
"Teucrium flavum (Greece) 1a flower - Teucrium flavum L. ssp. hellenicum Rech. fil., fam. Lamiaceae (Labiatae)",0.1923542120575763,0.5865433527779946,0.5540516204183028,0.45985704796022175,0.4374644368788292,0.5915063952787495,0.45350380171756244,0.585023527197573,0.5997562378451794,0.5538369494428623,0.3747869683356343,0.3891634122603246,0.515781237275071,0.5008434961574437,0.808412652428717,0.5826702713841567,0.555639405700204,0.6352546191873607,0.33995778551458466,0.6186976403716855,0.4876667517387365,0.5491329117052637,0.6389099084082396,0.4650390704895405,0.7399827208482674,0.36180792927655825,0.4048431189674718,0.4826377395956052,0.6507562427494125,0.6984734631953173,0.5226607312622824,0.5357111720061819,0.7679330818269694,0.35079489011359977,0.6220177699287102,0.46504968293371307,0.38276978490271674,0.7627343615507824,1.0,0.6503158115432595,0.5794210789848467,0.7611590432318496,0.5881918303648401,0.5123708094683224,0.6483415941431705,0.43508369324147966,0.45255649078736926,0.4920691793572729,0.5566508608872844,0.5929462494905454,0.5074841059835515,0.4632333039723351,0.4662916136675437
"Teucrium flavum (Greece) 1b leaf - Teucrium flavum L. ssp. hellenicum Rech. fil., fam. Lamiaceae (Labiatae)",0.23050921831865356,0.5035368182669765,0.5226014265267591,0.4647750063384507,0.42803708611866764,0.515923905466496,0.42409723343381855,0.4603010081884059,0.5793048579161009,0.5049419133036237,0.3513780433585537,0.36906717390642674,0.48354639769520846,0.4795222814100758,0.6141740175357147,0.5479529338564675,0.5191815350158123,0.5804655102856711,0.319370185065207,0.5741277296003073,0.47085321109274414,0.5303672519931324,0.5509441594526675,0.40740778226538743,0.600962145900807,0.33323931103330817,0.4018962996982739,0.43031983196984713,0.5418466241796422,0.6659819274743326,0.4267804052259926,0.5125425007950299,0.575676911559134,0.31735132033226054,0.5881389261655379,0.4539508908581533,0.37661138114916126,0.6305856635347113,0.6503158115432595,1.0,0.5051983469321129,0.6153695978207094,0.5309268024197111,0.533911616499902,0.5871242784350887,0.4180225057990986,0.4284209020224201,0.4642386499522658,0.5128443169119833,0.5305266869527203,0.454295389166838,0.5227302730711567,0.6044535967681068
"Teucrium fruticans (Italy) 1a flowering phase - Teucrium fruticans L., fam. Lamiaceae (Labiatae)",0.1657086769077296,0.47009974114023156,0.5126932301519888,0.406702987906004,0.37540706384052547,0.45336551582005225,0.39718056622369946,0.45094236161523904,0.543819045986494,0.48796602730596406,0.34842296201641343,0.3698586018814183,0.4606254468521742,0.43521714544860746,0.5324954441918739,0.4893303779694098,0.4894335307602984,0.6431386530244281,0.4152976815390276,0.5495353264040305,0.4429786711329107,0.5069838103929994,0.4666090525365716,0.3742121403569427,0.6207936424634961,0.27539858005074613,0.39939512016310097,0.42584350091629664,0.5073601176473979,0.5696008275965239,0.3194629627167169,0.4880402451490421,0.5028936836872523,0.42090933979528744,0.538578810880023,0.44958262857818,0.3743390814689118,0.5177203013088608,0.5794210789848467,0.5051983469321129,1.0,0.671272005154333,0.564163078645456,0.376102832292601,0.5753499855962101,0.44437616820448633,0.43055207705423404,0.45221527398558115,0.4862009796945006,0.486237296773694,0.41760570495040983,0.3986296865138521,0.37764474636789325
"Teucrium fruticans (Italy) 1b fruiting phase - Teucrium fruticans L., fam. Lamiaceae (LAbiatae)",0.16932608834114693,0.5926785857082209,0.5795238301580887,0.3983937223758546,0.4525159326565722,0.5877274427943948,0.45509148364099883,0.5328013470183663,0.6149991334918887,0.558887600683105,0.3949888397371194,0.4078830685345711,0.5069786925468918,0.5420201373986482,0.7673381834378128,0.6172923981150982,0.5682209666787958,0.6682340211988846,0.35732325578718216,0.6391362065420481,0.49141787344199084,0.5602348757642237,0.6670553853075953,0.4812594962969513,0.7131472275827277,0.3533087063476379,0.4268913191348175,0.4684165558730087,0.5919730121773699,0.7347836501006437,0.544701810410471,0.5518680682996561,0.7423454500194631,0.3628185335928783,0.6295654369580802,0.480913046456628,0.39491629838113396,0.7676872172208559,0.7611590432318496,0.6153695978207094,0.671272005154333,1.0,0.5831608031841147,0.5135708090589449,0.657355165973448,0.47411053074848797,0.46273983687452014,0.50770426795344,0.5753187921852293,0.6148095805687188,0.5255923915048863,0.45473988811418065,0.4522732227729225
"Teucrium montanum (Serbia/Montenegro) - Teucrium montanum L., fam. Lamiaceae (Labiatae)",0.28894597094656116,0.5582296254784995,0.6893213771201138,0.5976033944628826,0.45363888988018786,0.5392707154075264,0.4991347505992839,0.5590414115982572,0.6784411957609062,0.5843300976437666,0.48559342378037906,0.5123758804179431,0.6086092477403624,0.5130729651957755,0.579415379654666,0.5718878959128484,0.6054281383938553,0.6680189357642736,0.40865401536192403,0.6228734271616516,0.5427710505928889,0.5969455385369715,0.526128971470877,0.39057104817918387,0.7324979341115767,0.3535206422905246,0.5040333569562953,0.5343602098898084,0.6891701499306427,0.62945755940161,0.33829328738502784,0.5849528189784718,0.5470117773412225,0.40989272522072817,0.646149322568341,0.5527505282481046,0.4975863224171897,0.5712537539386144,0.5881918303648401,0.5309268024197111,0.564163078645456,0.5831608031841147,1.0,0.4183072912220045,0.5694328132307536,0.47140525292418767,0.5212237400191967,0.5394700765598597,0.5682953928176165,0.5577356810990817,0.4830569199114464,0.5199027696904125,0.48621023674541963
"Teucrium salviastrum (Portugal) - Teucrium salviastrum Schreber, fam. Lamiaceae (Lagiatae)",0.13132001432431617,0.4338816322450758,0.4284274574837964,0.2659120828028687,0.3428977024790486,0.4338922177379958,0.3482598171104917,0.40927017313873604,0.4629452736497277,0.42876128946554415,0.2924057738061169,0.30416399328030996,0.4130087269230681,0.36382697542261067,0.5433473465806213,0.4196004449403399,0.4386315587173999,0.4669004586189225,0.22933172920647704,0.4686652627337219,0.3994298641675883,0.4270501445485192,0.45214924839966186,0.35645633599482596,0.48687056952913266,0.2651711080758583,0.31019522568991476,0.2778988871225987,0.4303803372560664,0.5311991987130568,0.38574140307963944,0.36450619404953566,0.5305591501807017,0.24783627145671738,0.5077548322512466,0.33253087705361295,0.3011971608065511,0.5697083290620544,0.5123708094683224,0.533911616499902,0.376102832292601,0.5135708090589449,0.4183072912220045,1.0,0.47933184451166533,0.3106788150644615,0.32976474711506754,0.37680306191936086,0.42103967729534575,0.44706620622352855,0.3814055559160715,0.3379516401144289,0.3302812664463336
"Thymus x oblongifolius (Lithuania) - Thymus x oblongifolius Opiz, fam. Lamiaceae (Labiatae)",0.21707945166642084,0.539025240935551,0.5791324599915411,0.362233722289823,0.44343580207977196,0.5076668798537611,0.5030762162750595,0.5440278937792401,0.6305694420354697,0.5753039389852697,0.3967795882794146,0.4181686539526973,0.5550570560711969,0.4597437797199575,0.6439054967128993,0.5167174910065364,0.5993695078784583,0.6048564768888498,0.34776757107940637,0.6075395194263878,0.5318208009777978,0.603799491803393,0.514262699887184,0.4495826285781801,0.6239859714722441,0.329895882336261,0.4409756399988559,0.3832116234723498,0.5533731716169612,0.6733809328342601,0.4712473247154563,0.4491270841269699,0.6067655679036932,0.3611804361862462,0.6879006325163832,0.46687520832212104,0.43116046102684524,0.6651190458979822,0.6483415941431705,0.5871242784350887,0.5753499855962101,0.657355165973448,0.5694328132307536,0.47933184451166533,1.0,0.44803021898858564,0.4564373541643585,0.5082519613307019,0.546986517598105,0.5589407719442863,0.47935181070095023,0.43982692125034595,0.429836485493052
"Yarrow (Canada) 2 - Achillea millefolium L., fam. Asteraceae (Compositae)",0.15011267676683449,0.4465972766280655,0.49057206649503904,0.3650032103623184,0.36253892487699924,0.4060287651051304,0.36920105960888183,0.4012071994449914,0.5263821726477931,0.4360444710218251,0.34520034685778356,0.37705474509508385,0.4182588414068513,0.5042908476023171,0.4148762023559279,0.535377149748018,0.448814174367849,0.5276024078249414,0.31619270023528634,0.5192149903073198,0.4122716280610703,0.4450674269252729,0.4854779961911392,0.2940713584165656,0.5256475488070407,0.247555813688088,0.4005784721467617,0.41827510656180855,0.43592625528895024,0.49219614208908835,0.270096265638184,0.5152784423110193,0.4206362099040408,0.2986147842435136,0.48082531586628785,0.4668728419076128,0.37684162784585784,0.4421921739911262,0.43508369324147966,0.4180225057990986,0.44437616820448633,0.47411053074848797,0.47140525292418767,0.3106788150644615,0.44803021898858564,1.0,0.44722592142344175,0.44751845292684134,0.4787908922495949,0.4647217141913703,0.40090127132070774,0.4118188772720385,0.40127989193560354
"Ylang Ylang (Colombia) - Cananga odorata (Lamk.) Hook. f. et Thomson forma genuina, fam. Annonaceae",0.1991531413646952,0.4918930093503422,0.5518256447047485,0.39027101531610786,0.4019438880371663,0.42160363467527473,0.42641697633949305,0.47823180994374104,0.5841992450058502,0.4863108718965614,0.39873605795589795,0.43279069415058624,0.4848578966282979,0.5026671024860176,0.418528750012922,0.5772286369367146,0.5142327021993469,0.5422149361035515,0.3419191081293761,0.5498823214194672,0.48166446723482714,0.4724138321012139,0.47271473873958125,0.29844797261145106,0.5602447732266044,0.2575619695092103,0.4613707461310085,0.4069708706438674,0.4696538821193049,0.5078173208043062,0.2501204690633876,0.513481442216565,0.43435824245516685,0.2967355686714709,0.5583299602681584,0.4934355157955842,0.4436508684145709,0.45963053522214126,0.45255649078736926,0.4284209020224201,0.43055207705423404,0.46273983687452014,0.5212237400191967,0.32976474711506754,0.4564373541643585,0.44722592142344175,1.0,0.7001392933066097,0.6980701828789622,0.5775426522821696,0.47479699040311585,0.46305282636926015,0.428534584817609
"Ylang Ylang 5a - Cananga odorata (Lamk.) Hook. f. et Thomson forma genuina, fam. Annonaceae",0.21706090468871764,0.5284122748442817,0.5736989626677329,0.3789280081848372,0.4198323783865021,0.4505154678055606,0.45364357735324046,0.49800888758309625,0.6132930112908297,0.5217045082292682,0.4155692879063638,0.44435725446484786,0.5220971846319635,0.5501991230874764,0.47427037492659907,0.5494410661514282,0.5446458411697741,0.5665196771757313,0.35259849959198764,0.5721467696025333,0.510225869447589,0.5104056985509658,0.48791487943701917,0.34608768866892625,0.5816153305495531,0.2852860892492525,0.47064089210834936,0.38821868328880427,0.49669420229218075,0.563629688749504,0.29475863587977325,0.4958616148165673,0.4882465937793736,0.3171245232885638,0.598786071238171,0.4899714736298103,0.4519928637588908,0.515142651127479,0.4920691793572729,0.4642386499522658,0.45221527398558115,0.50770426795344,0.5394700765598597,0.37680306191936086,0.5082519613307019,0.44751845292684134,0.7001392933066097,1.0,0.873825248819075,0.6867938345294982,0.5969925239377514,0.46143181169538106,0.4343598929400547
"Ylang Ylang 5b - Cananga odorata (Lamk.) Hook. f. et Thomson forma genuina, fam. Annonacaea",0.21904298594366722,0.5829291223628081,0.6058748417297988,0.4051289753113878,0.450648718788881,0.504121886086965,0.48025387449144064,0.5284981837197911,0.6474869985396379,0.5517012121868612,0.443128740906077,0.4675584765921287,0.5420602200349447,0.6296960694200371,0.5439426280685307,0.6083299779335289,0.5815348572685669,0.6102983279068743,0.3637967734710633,0.6178520591913528,0.5301146688776075,0.541439126549596,0.5619762409200305,0.386356305912678,0.6381300482720051,0.31883462050108613,0.483664643143652,0.43371739304004175,0.540799091636188,0.6178830929677306,0.35997785418252726,0.5452007394066,0.5587084558475928,0.33220625220180444,0.6328625447618601,0.5177705292672168,0.4651506531829529,0.583234749084498,0.5566508608872844,0.5128443169119833,0.4862009796945006,0.5753187921852293,0.5682953928176165,0.42103967729534575,0.546986517598105,0.4787908922495949,0.6980701828789622,0.873825248819075,1.0,0.8064671236394574,0.7047706251850987,0.490387477043556,0.46820039389739354
"Ylang Ylang 5c - Cananga odorata (Lamk.) Hook. f. et Thomson forma genuina, fam. Annonaceae",0.19886182155407672,0.6032416556013431,0.5924867221230139,0.3926795415355131,0.4498637544167514,0.5273875781480966,0.4802281211239098,0.521841714362344,0.6310638860099269,0.5478465590450251,0.44597763393674994,0.4592546635694418,0.5308530337922914,0.670659638182215,0.5981745644375401,0.606142504720169,0.5826233869431559,0.609582206304421,0.3434277429192334,0.6147462095875569,0.5144343846358825,0.5428697586862394,0.5950250143994088,0.4100739838039078,0.6479532395250449,0.3289294987748458,0.4570100090361303,0.433840406422326,0.5517347022742668,0.6413025322695374,0.4112018521984544,0.5376044026053113,0.6109829469620216,0.3214002242671443,0.6232391441201268,0.4972667896417369,0.4429896560012955,0.627263137541014,0.5929462494905454,0.5305266869527203,0.486237296773694,0.6148095805687188,0.5577356810990817,0.44706620622352855,0.5589407719442863,0.4647217141913703,0.5775426522821696,0.6867938345294982,0.8064671236394574,1.0,0.8622986850350469,0.47199562256084426,0.45983074892805864
"Ylang Ylang 5d - Cananga odorata (Lamk.) Hook. f. et Thomson forma genuina, fam. Annonaceae",0.15536210803692474,0.5329439739513866,0.5126784994338587,0.3358632369425232,0.38721129718632397,0.4527950841234202,0.41960327071808645,0.4516148882697538,0.5425668860149901,0.47216211611600023,0.39204498268610244,0.40156737711944257,0.46084584906647963,0.6404961445350728,0.5119462268733626,0.5219471848671532,0.5052312646871262,0.5244188267985328,0.29059765247159497,0.5288202070595613,0.4452641357013183,0.4718076605010527,0.5125590391432292,0.34783028329775845,0.55583438307235,0.2781832518944758,0.39515707991582616,0.3739628292562964,0.4736941371310487,0.5482131441835801,0.3470791583072893,0.46514801134519934,0.5247768172512313,0.26925934935524476,0.5331998446994146,0.43048298061366064,0.3848807226810955,0.5342287962112341,0.5074841059835515,0.454295389166838,0.41760570495040983,0.5255923915048863,0.4830569199114464,0.3814055559160715,0.47935181070095023,0.40090127132070774,0.47479699040311585,0.5969925239377514,0.7047706251850987,0.8622986850350469,1.0,0.4058883001158836,0.3963709763704537
"Zanthoxylum hyemale - Zanthoxylum hyemale A. St. Hil. (Fagara hyemalis Engl.), fam. Rutaceae",0.5639035922766142,0.4654165312606515,0.518953969607417,0.5531267825039794,0.40687227487610556,0.4628732314828321,0.4267540390914262,0.5728380830228035,0.5532538430142853,0.453916582355096,0.4120301891114332,0.40861636146817304,0.622391444970108,0.509717938407868,0.44400772728148186,0.5629514108481384,0.5468804253483861,0.5617227124780855,0.3521386896395745,0.531391868343272,0.46759449354948324,0.6650390003380326,0.5604163646490586,0.319224528349351,0.5325671508820069,0.6359506144523444,0.4626909494690903,0.381181704780838,0.4346679042017255,0.5177837411356806,0.2779489088906655,0.6582431851063102,0.5135223891759241,0.5386617999466436,0.5223915141832276,0.47492921935486687,0.3995005347173033,0.5030364600387132,0.4632333039723351,0.5227302730711567,0.3986296865138521,0.45473988811418065,0.5199027696904125,0.3379516401144289,0.43982692125034595,0.4118188772720385,0.46305282636926015,0.46143181169538106,0.490387477043556,0.47199562256084426,0.4058883001158836,1.0,0.7869305992388456
"Zanthoxylum naranjillo - Zanthoxylum naranjillo Griseb (Fagara naranjillo Engl.), fam. Rutaceae",0.4521166185316319,0.4539647534910357,0.49399805771813554,0.5307932313592377,0.4033389639229412,0.4423493846789296,0.39820011214821904,0.5114921581066314,0.5468400555580128,0.43269537218476983,0.37068698877155914,0.3787867864397494,0.5416029903544888,0.5029749025377394,0.4442766796112906,0.5597144969225132,0.5110430004982225,0.5460181291084084,0.3211510180788312,0.5298638315433828,0.4619996055251071,0.5823461780948376,0.5482174445935319,0.3044582618248314,0.5168127827487745,0.49885022821845504,0.4468391609964285,0.3767013241088173,0.42036897654796046,0.5186989881778282,0.307512735310034,0.611652009715516,0.48716588718197174,0.42183019646878817,0.5073789405558518,0.4617874272003081,0.3666275111363413,0.5004727294130753,0.4662916136675437,0.6044535967681068,0.37764474636789325,0.4522732227729225,0.48621023674541963,0.3302812664463336,0.429836485493052,0.40127989193560354,0.428534584817609,0.4343598929400547,0.46820039389739354,0.45983074892805864,0.3963709763704537,0.7869305992388456,1.0
