,"Aristolochia gibertii leaf - Aristolochia gibertii Hook., fam. Aristolochiaceae","Aristolochia gigantea - Aristolochia gigantea M.E. Zucc., fam. Aristolochiaceae","Aristolochia odoratissima - Aristolochia odoratissima L., fam. Aristolochaceae","Artemisia marschaliana (Iran) - Artemisia marschaliana Sprengel, fam. Asteraceae (Compositae)","Baccharis crispa - Baccharis crispa Spreng., fam. Asteraceae (Compositae)","Bidens pilosa (Cameroon) - Bidens pilosa L., fam. Asteraceae (Compositae)","Cabore (Brazil) - Micrastur ruficolis, fam. Leguminosae (so-called: officially unknown)","Carapa guianensis - Carapa guianensis Aubl., fam. Meliaceae","Caraway herb (Mongolia) - Carum carvi L., fam. Apiaceae (Umbelliferae)","Croton jimenezii (Costa Rica) - Croton jimenezii Standl. et Valerio, fam. Euphorbiaceae","Daniellia oliveri - Daniellia oliveri (Rolfe) Hutch & Dalz., fam. Caesalpiniaceae",Dysoxylum richii leaf (Fiji) - Dysoxylum richii (A. Gray) C.D.C.,"Eugenia burkartiana leaf (Brazil) - Eugenia burkartiana D. Legrand, fam. Myrtaceae","Eupatorium cannabinum - Eupatorium cannabinum L. ssp. cannabinum, fam. Astercaceae (Compositae)","Germander, common (Serbia/Montenegro) - Teucrium chamaedrys L., fam. Lamiaceae (Labiatae)","Hedyosmum costaricensis (Costa Rica) - Hedyosmum costaricensis C.E. Wood, fam. Chloranthaceae","Hoslundia opposita - Hoslundia opposita Vahl., fam. Lamiaceae (Labiatae)","Hyptis lanceolata - Hyptis lanciolata Poit., fam. Lamiaceae (Labiatae)","Hyssop (Finland) 2 - Hyssopus officinalis L., fam. Lamiaceae (Labiatae)","Lantana camara (India) 1a leaf - Lantana camara L., fam. Verbenaceae","Lantana camara (India) 1b flower - Lantana camara L., fam. Verbenaceae","Lippia lupulina flower (Brazil) - Lippia lupulina Cham., fam. Verbenaceae","Marsypianthes chamaedrys (Brazil) - Marsypianthes chamaedrys (Vahl) Kuntze, fam. Lamiaceae (Labiatae)","Mentha longifolia (Iran) 1 - Mentha longifolia (L.) Hudson, fam. Lamiaceae (Labiatae)","Mikania cordata leaf - Mikania cordata (Burm.f.) B.L. Robinson var. cordata, fam. Asteraceae","Origanum laevigatum (Turkey) - Origanum laevigatum Boiss., fam. Lamiaceae (Labiatae)","Pentaceras australe leaf - Pentaceras australe (F. Muell.) Benth., fam. Rutaceae","Pinus canariensis (Spain-Tenerife) - Pinus canariensis Sweet ex Sprengel, fam. Pinaceae","Pinus pinaster (Greece) needle - Pinus pinaster Ait., fam. Pinaceae","Prangos uloptera (Iran) aerial parts - Prangos uloptera DC., fam. Apiaceae (Umbelliferae)","Sage, ssp. altissima (Cuba) - Salvia officinalis L. ssp. altissima, fam. Lamiaceae (Labiatae)","Salvia syriaca (Turkey) - Salvia syriaca L., fam. Lamiaceae (Labiatea)","Salvia verticillata (Canada) - Salvia verticillata L., fam. Lamiaceae (Labiatae)","Schinus molle leaf (Uruguay) - Schinus molle L., fam. Anacardiaceae","Sideritis condensata - Sideritis condensata Boiss. et Heldr., fam. Lamiaceae (Labiatae)","Solidago gigantea - Solidago gigantea Ait., fam. Asteraceae (Compositae)","Teucrium abutiloides (Madeira) - Teucrium abutiloides L'Her., fam. Lamiaceae (Labiatae)","Teucrium arduini (Serbia/Montenegro) - Teucrium arduini L., fam. Lamiaceae (Labiatae)","Teucrium flavum (Greece) 1a flower - Teucrium flavum L. ssp. hellenicum Rech. fil., fam. Lamiaceae (Labiatae)","Teucrium flavum (Greece) 1b leaf - Teucrium flavum L. ssp. hellenicum Rech. fil., fam. Lamiaceae (Labiatae)","Teucrium fruticans (Italy) 1a flowering phase - Teucrium fruticans L., fam. Lamiaceae (Labiatae)","Teucrium fruticans (Italy) 1b fruiting phase - Teucrium fruticans L., fam. Lamiaceae (LAbiatae)","Teucrium montanum (Serbia/Montenegro) - Teucrium montanum L., fam. Lamiaceae (Labiatae)","Teucrium salviastrum (Portugal) - Teucrium salviastrum Schreber, fam. Lamiaceae (Lagiatae)","Thymus x oblongifolius (Lithuania) - Thymus x oblongifolius Opiz, fam. Lamiaceae (Labiatae)","Yarrow (Canada) 2 - Achillea millefolium L., fam. Asteraceae (Compositae)","Ylang Ylang (Colombia) - Cananga odorata (Lamk.) Hook. f. et Thomson forma genuina, fam. Annonaceae","Ylang Ylang 5a - Cananga odorata (Lamk.) Hook. f. et Thomson forma genuina, fam. Annonaceae","Ylang Ylang 5b - Cananga odorata (Lamk.) Hook. f. et Thomson forma genuina, fam. Annonacaea","Ylang Ylang 5c - Cananga odorata (Lamk.) Hook. f. et Thomson forma genuina, fam. Annonaceae","Ylang Ylang 5d - Cananga odorata (Lamk.) Hook. f. et Thomson forma genuina, fam. Annonaceae","Zanthoxylum hyemale - Zanthoxylum hyemale A. St. Hil. (Fagara hyemalis Engl.), fam. Rutaceae","Zanthoxylum naranjillo - Zanthoxylum naranjillo Griseb (Fagara naranjillo Engl.), fam. Rutaceae"
"Hoslundia opposita - Hoslundia opposita Vahl., fam. Lamiaceae (Labiatae)",0.29637069119595905,0.640859502786884,0.6435719852620498,0.4244710564533347,0.4769078615476421,0.5165902470878665,0.7656308452885334,0.5951336264686073,0.6854836054637652,0.5772384846205676,0.6339796696365718,0.5696177117867435,0.6709957985538206,0.5085267043098253,0.5654916075663531,0.5643551233489907,1.0,0.6764107059004971,0.37307984235437786,0.6702182949766413,0.6745466195924901,0.7006549598352436,0.5851862079244519,0.40010051901529686,0.6654743023653594,0.3674181205153041,0.5295503187549553,0.3907174860543603,0.5404046006842631,0.6515717839887798,0.3590681125703793,0.5382383154832245,0.6168673851298794,0.39795758969506523,0.6781456265300695,0.507595135455326,0.523960652633368,0.5882633093100627,0.555639405700204,0.5191815350158123,0.4894335307602984,0.5682209666787958,0.6054281383938553,0.4386315587173999,0.5993695078784583,0.448814174367849,0.5142327021993469,0.5446458411697741,0.5815348572685669,0.5826233869431559,0.5052312646871262,0.5468804253483861,0.5110430004982225
"Hyptis lanceolata - Hyptis lanciolata Poit., fam. Lamiaceae (Labiatae)",0.28666319543133345,0.6100007680416257,0.6546056644226628,0.49311185465815754,0.49294276168657103,0.559365055972251,0.5292467964871019,0.5784106547755197,0.7248827258991285,0.5963865163900135,0.5060468505555682,0.5179038680172348,0.6158643797139209,0.5718785543900284,0.6280507058709663,0.6457928970347455,0.6764107059004971,1.0,0.4459065911295139,0.7232960736535525,0.6198391799560583,0.623145597656048,0.6328585930299709,0.4371493140233046,0.7558862227191504,0.3855763365307511,0.5526494425416586,0.4661987231477793,0.5906387006151637,0.6805049636847729,0.41636940951498935,0.6357508510806664,0.6219056393294679,0.5048092877935778,0.6877658511527827,0.5564933845538635,0.4987204224431624,0.6436135774758535,0.6352546191873607,0.5804655102856711,0.6431386530244281,0.6682340211988846,0.6680189357642736,0.4669004586189225,0.6048564768888498,0.5276024078249414,0.5422149361035515,0.5665196771757313,0.6102983279068743,0.609582206304421,0.5244188267985328,0.5617227124780855,0.5460181291084084
"Hyssop (Finland) 2 - Hyssopus officinalis L., fam. Lamiaceae (Labiatae)",0.2004773389655824,0.3330498601793216,0.3959432589063687,0.303872803185281,0.2765058197328679,0.29298487744606894,0.30337081169849556,0.37206140279043465,0.42179002627212425,0.3620564849408028,0.2676678673794829,0.2944386229508775,0.40176228799359426,0.322333548405222,0.3165302820768999,0.3558487448568455,0.37307984235437786,0.4459065911295139,1.0,0.39250226841204605,0.35221853491743116,0.39001323786630504,0.3071317124012798,0.22130561592428422,0.4160106881391725,0.22579164202966506,0.3341288074987595,0.23728840221077485,0.3306461958914053,0.38206508053687716,0.13315289612241177,0.3666235274045049,0.32104602459290055,0.33096084271384196,0.40933802689904075,0.34229860868614215,0.3072846063607626,0.3386173519443013,0.33995778551458466,0.319370185065207,0.4152976815390276,0.35732325578718216,0.40865401536192403,0.22933172920647704,0.34776757107940637,0.31619270023528634,0.3419191081293761,0.35259849959198764,0.3637967734710633,0.3434277429192334,0.29059765247159497,0.3521386896395745,0.3211510180788312
"Lantana camara (India) 1a leaf - Lantana camara L., fam. Verbenaceae",0.24186804751225255,0.7432000767977387,0.6455365438228874,0.4620758225851539,0.4995919515487991,0.5498827418420669,0.5989976541633084,0.5690508414038787,0.7237135714572035,0.5962618180110956,0.4739444277836289,0.4826580040747569,0.5829673890834125,0.5845594015075779,0.6059817058016007,0.6498642238851318,0.6702182949766413,0.7232960736535525,0.39250226841204605,1.0,0.747675295899072,0.6046976691665884,0.6349486399141704,0.4210451903773085,0.7234214848939744,0.3418181621727524,0.5527681867449623,0.481870662876426,0.5952707573243519,0.6796787746800346,0.42131522132486765,0.5986072862145981,0.6125077633049872,0.37654670471986984,0.6782628491786566,0.5615730541471136,0.48387129565552855,0.6382048377181665,0.6186976403716855,0.5741277296003073,0.5495353264040305,0.6391362065420481,0.6228734271616516,0.4686652627337219,0.6075395194263878,0.5192149903073198,0.5498823214194672,0.5721467696025333,0.6178520591913528,0.6147462095875569,0.5288202070595613,0.531391868343272,0.5298638315433828
"Lantana camara (India) 1b flower - Lantana camara L., fam. Verbenaceae",0.2507446635758639,0.6238174111520449,0.5747391601431617,0.36124294444721494,0.4484698058244616,0.4334390683448117,0.6378141854305773,0.5330262047604466,0.6663031296570254,0.5479060499524775,0.4571259603718415,0.4440034840975723,0.5759445839085258,0.44147115592006825,0.4747689344712025,0.49376249898503666,0.6745466195924901,0.6198391799560583,0.35221853491743116,0.747675295899072,1.0,0.5604651570478896,0.47358062368297227,0.34882969534076036,0.5887400508432965,0.2715294977222472,0.5753652266388294,0.3287875567305113,0.4810461287716534,0.5774168270748974,0.29709029731156467,0.44156314125391083,0.4978994753877066,0.3207911530925347,0.634614602962361,0.4717468523267203,0.4612039812933596,0.5140828713544408,0.4876667517387365,0.47085321109274414,0.4429786711329107,0.49141787344199084,0.5427710505928889,0.3994298641675883,0.5318208009777978,0.4122716280610703,0.48166446723482714,0.510225869447589,0.5301146688776075,0.5144343846358825,0.4452641357013183,0.46759449354948324,0.4619996055251071
"Lippia lupulina flower (Brazil) - Lippia lupulina Cham., fam. Verbenaceae",0.4764951231003739,0.5605254374901879,0.6084793030505324,0.4820998383617823,0.45202728204805764,0.509675482337052,0.58250149994979,0.65960670469086,0.6282061530226766,0.5642876534060457,0.544007143030705,0.5074975542295398,0.7454303301036973,0.482578121272324,0.5465678065114072,0.5397743652155056,0.7006549598352436,0.623145597656048,0.39001323786630504,0.6046976691665884,0.5604651570478896,1.0,0.5525117556567904,0.4044749648012863,0.6108767843874706,0.5532575989080797,0.4936572932409664,0.3713116691839935,0.5130324964488773,0.6476633018120321,0.3156338135337191,0.5623970101581471,0.6270982044621118,0.5442701940739245,0.6406473909081702,0.4915115253246849,0.48589870707584504,0.586891352055437,0.5491329117052637,0.5303672519931324,0.5069838103929994,0.5602348757642237,0.5969455385369715,0.4270501445485192,0.603799491803393,0.4450674269252729,0.4724138321012139,0.5104056985509658,0.541439126549596,0.5428697586862394,0.4718076605010527,0.6650390003380326,0.5823461780948376
"Marsypianthes chamaedrys (Brazil) - Marsypianthes chamaedrys (Vahl) Kuntze, fam. Lamiaceae (Labiatae)",0.21760937828465554,0.6082240190224972,0.5513917864417406,0.45228877048986915,0.44759486444971464,0.5893071881886462,0.479356656978875,0.5116148447461086,0.5855985167765059,0.4946419791868707,0.4283183861535993,0.41869438403093884,0.49999183753376686,0.6511909005057198,0.6625125360334143,0.7341137788081926,0.5851862079244519,0.6328585930299709,0.3071317124012798,0.6349486399141704,0.47358062368297227,0.5525117556567904,1.0,0.40882095872526825,0.6766408145654286,0.439966301990673,0.4171921461473729,0.5257875984495011,0.5445282727535434,0.6261487372594012,0.5409945814970428,0.7195448338674804,0.7046111468103096,0.36136659649775627,0.5560944671730816,0.5037414245649907,0.38277019369587983,0.6859753653662043,0.6389099084082396,0.5509441594526675,0.4666090525365716,0.6670553853075953,0.526128971470877,0.45214924839966186,0.514262699887184,0.4854779961911392,0.47271473873958125,0.48791487943701917,0.5619762409200305,0.5950250143994088,0.5125590391432292,0.5604163646490586,0.5482174445935319
"Mentha longifolia (Iran) 1 - Mentha longifolia (L.) Hudson, fam. Lamiaceae (Labiatae)",0.13174285710983735,0.3892658420172752,0.3919307357353451,0.260164550421241,0.30585404698123575,0.39627524012269655,0.3140569337566623,0.3741279774349955,0.42949859669663115,0.4032186650741503,0.25010172736577063,0.2636394811979256,0.3884545585146286,0.33164335621566576,0.4889406361731883,0.3813777587357068,0.40010051901529686,0.4371493140233046,0.22130561592428422,0.4210451903773085,0.34882969534076036,0.4044749648012863,0.40882095872526825,1.0,0.45398208227707226,0.2614724831587658,0.2842973557628117,0.26619446727975327,0.40889565468556943,0.5018827313185399,0.33182693267536245,0.3439350970202485,0.48470069306629326,0.2570590052668268,0.4517663785675292,0.3090478930735642,0.2585374261843194,0.5032421300773182,0.4650390704895405,0.40740778226538743,0.3742121403569427,0.4812594962969513,0.39057104817918387,0.35645633599482596,0.4495826285781801,0.2940713584165656,0.29844797261145106,0.34608768866892625,0.386356305912678,0.4100739838039078,0.34783028329775845,0.319224528349351,0.3044582618248314
"Mikania cordata leaf - Mikania cordata (Burm.f.) B.L. Robinson var. cordata, fam. Asteraceae",0.24157688830875423,0.6560157176143302,0.6740653291171614,0.5794458269722141,0.5073194011630784,0.6266747005970625,0.5438869732643117,0.6132801576060499,0.7275160388386407,0.6246969365136044,0.49540746880964215,0.5046368640451828,0.6017945141510158,0.5996404159678457,0.7103850398658315,0.6794376300498206,0.6654743023653594,0.7558862227191504,0.4160106881391725,0.7234214848939744,0.5887400508432965,0.6108767843874706,0.6766408145654286,0.45398208227707226,1.0,0.36762536864042916,0.5180641012219837,0.6013103897321428,0.7578189799708527,0.7195935556758744,0.44820278794791624,0.6586280566554749,0.6886746808958913,0.40173658159425096,0.6896264101074623,0.5853748149678529,0.4901014026709811,0.6925279916696203,0.7399827208482674,0.600962145900807,0.6207936424634961,0.7131472275827277,0.7324979341115767,0.48687056952913266,0.6239859714722441,0.5256475488070407,0.5602447732266044,0.5816153305495531,0.6381300482720051,0.6479532395250449,0.55583438307235,0.5325671508820069,0.5168127827487745
"Origanum laevigatum (Turkey) - Origanum laevigatum Boiss., fam. Lamiaceae (Labiatae)",0.6110777849500459,0.30877229462585143,0.33165417231154726,0.39656406244697284,0.26551588258806313,0.36751595151923966,0.2632538013249348,0.475891500699706,0.3487950743826699,0.31605640818093017,0.22342617734246295,0.22164574223240086,0.5064788837440717,0.34081539011603423,0.3728549396694384,0.382370768365363,0.3674181205153041,0.3855763365307511,0.22579164202966506,0.3418181621727524,0.2715294977222473,0.5532575989080797,0.439966301990673,0.2614724831587658,0.36762536864042916,1.0,0.2668795309695573,0.22301736491759083,0.30309166540684207,0.3846907697772999,0.22295386408515316,0.48791783582211834,0.45949077519984294,0.5792965512138006,0.3618008918016178,0.28801085713289787,0.21151001255318735,0.42594476166774287,0.36180792927655825,0.33323931103330817,0.27539858005074613,0.3533087063476379,0.3535206422905246,0.2651711080758583,0.329895882336261,0.247555813688088,0.2575619695092103,0.2852860892492525,0.31883462050108613,0.3289294987748458,0.2781832518944758,0.6359506144523444,0.49885022821845504
"Pentaceras australe leaf - Pentaceras australe (F. Muell.) Benth., fam. Rutaceae",0.2561661310977207,0.4697036731232581,0.5285622175502618,0.3616751001436177,0.389544899985265,0.38266416182174023,0.4361597803969566,0.48069139126796545,0.5966725618593944,0.4750389869889652,0.4066943334506389,0.462462796622069,0.5197402943479041,0.4380755225731896,0.3837787954414953,0.4839605708859188,0.5295503187549553,0.5526494425416586,0.3341288074987595,0.5527681867449623,0.5753652266388294,0.4936572932409664,0.4171921461473729,0.2842973557628117,0.5180641012219837,0.2668795309695573,1.0,0.3269386611403816,0.4249610381844142,0.49052409899532545,0.206981831871076,0.44861555844196077,0.4054730246677808,0.31262721989080733,0.5349969712233051,0.46172093061702457,0.4394357232575814,0.4258195068452405,0.4048431189674718,0.4018962996982739,0.39939512016310097,0.4268913191348175,0.5040333569562953,0.31019522568991476,0.4409756399988559,0.4005784721467617,0.4613707461310085,0.47064089210834936,0.483664643143652,0.4570100090361303,0.39515707991582616,0.4626909494690903,0.4468391609964285
"Pinus canariensis (Spain-Tenerife) - Pinus canariensis Sweet ex Sprengel, fam. Pinaceae",0.07453989503075797,0.4119798749893112,0.4457364442077322,0.6074188303676653,0.31828574492114037,0.47658260996364044,0.3055516113378013,0.32885165344645173,0.48333318455986274,0.3976142095401479,0.30530556617601623,0.32689637564040885,0.3341594637431883,0.5129207196569541,0.4540934155154781,0.5485553222760914,0.3907174860543603,0.4661987231477793,0.23728840221077485,0.481870662876426,0.3287875567305113,0.3713116691839935,0.5257875984495011,0.26619446727975327,0.6013103897321428,0.22301736491759083,0.3269386611403816,1.0,0.6339260758981251,0.4770360647758374,0.2965396824285985,0.6085585796503498,0.40874264481077127,0.20737478122654518,0.40004479173115026,0.47577541769825815,0.310156654867063,0.4164353647637593,0.4826377395956052,0.43031983196984713,0.42584350091629664,0.4684165558730087,0.5343602098898084,0.2778988871225987,0.3832116234723498,0.41827510656180855,0.4069708706438674,0.38821868328880427,0.43371739304004175,0.433840406422326,0.3739628292562964,0.381181704780838,0.3767013241088173
"Pinus pinaster (Greece) needle - Pinus pinaster Ait., fam. Pinaceae",0.186773482005684,0.5306870362917837,0.5759423526074836,0.6208710017241225,0.4195428020770733,0.584193631887679,0.4393624040229025,0.4880806111622933,0.6168262267544199,0.5634672671879166,0.39467873888116045,0.4148104012776389,0.5137169278322898,0.485534394794391,0.6411940090722401,0.5476906697261381,0.5404046006842631,0.5906387006151637,0.3306461958914053,0.5952707573243519,0.4810461287716534,0.5130324964488773,0.5445282727535434,0.40889565468556943,0.7578189799708527,0.30309166540684207,0.4249610381844142,0.6339260758981251,1.0,0.6340374080066917,0.38759467957442506,0.5574050758369551,0.5784929559669016,0.308741395458517,0.5916588369143286,0.5182719183848665,0.4059248254631703,0.5970232661850468,0.6507562427494125,0.5418466241796422,0.5073601176473979,0.5919730121773699,0.6891701499306427,0.4303803372560664,0.5533731716169612,0.43592625528895024,0.4696538821193049,0.49669420229218075,0.540799091636188,0.5517347022742668,0.4736941371310487,0.4346679042017255,0.42036897654796046
"Prangos uloptera (Iran) aerial parts - Prangos uloptera DC., fam. Apiaceae (Umbelliferae)",0.26431609503939424,0.6199536884791352,0.6355374892971,0.45017831699739874,0.49830228726441383,0.5976679222165305,0.533115124336677,0.5805331762904345,0.7188387106579839,0.6437745054203992,0.44736264818546356,0.46261225056008737,0.611974179559482,0.5479627019485179,0.7233333718571389,0.6194519320694328,0.6515717839887798,0.6805049636847729,0.38206508053687716,0.6796787746800346,0.5774168270748974,0.6476633018120321,0.6261487372594012,0.5018827313185399,0.7195935556758744,0.3846907697772999,0.49052409899532545,0.4770360647758374,0.6340374080066917,1.0,0.47512216903897153,0.5531120175924391,0.7197600745121724,0.3803520942272127,0.7236446294576688,0.5210770695239016,0.45813922975764065,0.7499000573354838,0.6984734631953173,0.6659819274743326,0.5696008275965239,0.7347836501006437,0.62945755940161,0.5311991987130568,0.6733809328342601,0.49219614208908835,0.5078173208043062,0.563629688749504,0.6178830929677306,0.6413025322695374,0.5482131441835801,0.5177837411356806,0.5186989881778282
"Sage, ssp. altissima (Cuba) - Salvia officinalis L. ssp. altissima, fam. Lamiaceae (Labiatae)",0.0,0.38820888806000253,0.35104745099240875,0.2092033785293136,0.2991502703470784,0.425485429856174,0.26749385972895,0.28934719183925395,0.3936707111722366,0.34289668491159186,0.20536590290725676,0.208176114168665,0.2784704738835877,0.3886653061064782,0.6283689638498573,0.4275365818286424,0.3590681125703793,0.41636940951498935,0.13315289612241177,0.42131522132486765,0.29709029731156467,0.3156338135337191,0.5409945814970428,0.33182693267536245,0.44820278794791635,0.22295386408515316,0.206981831871076,0.2965396824285985,0.38759467957442506,0.47512216903897153,1.0,0.36240337117291366,0.5417984101904659,0.1448736355850837,0.427017490816583,0.2744821443381851,0.18477485464628363,0.6213421193176522,0.5226607312622824,0.4267804052259926,0.3194629627167169,0.544701810410471,0.33829328738502784,0.38574140307963944,0.4712473247154563,0.270096265638184,0.2501204690633876,0.29475863587977325,0.35997785418252726,0.4112018521984544,0.3470791583072893,0.2779489088906655,0.307512735310034
"Salvia syriaca (Turkey) - Salvia syriaca L., fam. Lamiaceae (Labiatea)",0.32140405406098194,0.5208707740824556,0.5577377064398387,0.623117042821586,0.4280823274762534,0.5453783633051532,0.4313240948732936,0.501289589613193,0.5852387354944044,0.4780306289003322,0.42106201322859693,0.4338591693705025,0.5268126163162021,0.6605985451290438,0.5163893351517452,0.7219598467607924,0.5382383154832245,0.6357508510806664,0.3666235274045049,0.5986072862145981,0.44156314125391083,0.5623970101581471,0.7195448338674804,0.3439350970202485,0.6586280566554749,0.48791783582211834,0.44861555844196077,0.6085585796503498,0.5574050758369551,0.5531120175924391,0.36240337117291366,1.0,0.5461203229359204,0.45723812444521916,0.5215556599537851,0.5610156522619252,0.4142105986296627,0.5384632252845627,0.5357111720061819,0.5125425007950299,0.4880402451490421,0.5518680682996561,0.5849528189784718,0.36450619404953566,0.4491270841269699,0.5152784423110193,0.513481442216565,0.4958616148165673,0.5452007394066,0.5376044026053113,0.46514801134519934,0.6582431851063102,0.611652009715516
"Salvia verticillata (Canada) - Salvia verticillata L., fam. Lamiaceae (Labiatae)",0.2576429607735634,0.6185983937099708,0.5606409981218721,0.40448555720451795,0.4498403179549031,0.6028691941380455,0.4955704100603977,0.6280433117066082,0.5928435503940429,0.5547200530806329,0.4360034226376205,0.42141490458463493,0.5761558669314732,0.5119565926529955,0.810864783980768,0.593562275093757,0.6168673851298794,0.6219056393294679,0.32104602459290055,0.6125077633049872,0.4978994753877066,0.6270982044621118,0.7046111468103096,0.48470069306629326,0.6886746808958913,0.45949077519984294,0.4054730246677808,0.40874264481077127,0.5784929559669016,0.7197600745121724,0.5417984101904659,0.5461203229359204,1.0,0.3908547841177711,0.6265123581027245,0.445516041145968,0.38469411185094593,0.8248154983078956,0.7679330818269694,0.575676911559134,0.5028936836872523,0.7423454500194631,0.5470117773412225,0.5305591501807017,0.6067655679036932,0.4206362099040408,0.43435824245516685,0.4882465937793736,0.5587084558475928,0.6109829469620216,0.5247768172512313,0.5135223891759241,0.48716588718197174
"Schinus molle leaf (Uruguay) - Schinus molle L., fam. Anacardiaceae",0.520980797796631,0.3095470869616369,0.36903586135045274,0.38899116492482355,0.2703789035158902,0.32748092324266154,0.29516640531364036,0.4702967906183023,0.3847991811399495,0.34797904098838184,0.26065078888254134,0.26714460840444554,0.5198944396529233,0.304416091469787,0.33217101952070816,0.34186995590420954,0.39795758969506523,0.5048092877935778,0.33096084271384196,0.37654670471986984,0.3207911530925347,0.5442701940739245,0.36136659649775627,0.2570590052668268,0.40173658159425096,0.5792965512138006,0.3126272198908072,0.20737478122654518,0.308741395458517,0.3803520942272127,0.1448736355850837,0.45723812444521916,0.3908547841177711,1.0,0.3959428829691739,0.3169834644797688,0.26939896452909506,0.36946039274473763,0.35079489011359977,0.31735132033226054,0.42090933979528744,0.3628185335928783,0.40989272522072817,0.24783627145671738,0.3611804361862462,0.2986147842435136,0.2967355686714709,0.3171245232885638,0.33220625220180444,0.3214002242671443,0.26925934935524476,0.5386617999466436,0.42183019646878817
"Sideritis condensata - Sideritis condensata Boiss. et Heldr., fam. Lamiaceae (Labiatae)",0.2900895693485195,0.6129830759744799,0.6743325172944519,0.4254109046329474,0.5075428454997374,0.5404179142080399,0.5640446744381393,0.6090699127165173,0.7643611634030404,0.6956166245763817,0.49388687030553424,0.5090695588220757,0.6542010076460238,0.5214250470854783,0.6299066089856316,0.5914239429675536,0.6781456265300695,0.6877658511527827,0.40933802689904075,0.6782628491786566,0.634614602962361,0.6406473909081702,0.5560944671730816,0.4517663785675292,0.6896264101074623,0.3618008918016178,0.5349969712233051,0.40004479173115026,0.5916588369143286,0.7236446294576688,0.427017490816583,0.5215556599537851,0.6265123581027245,0.3959428829691739,1.0,0.5327169688904261,0.5172316626871512,0.6745636763286716,0.6220177699287102,0.5881389261655379,0.538578810880023,0.6295654369580802,0.646149322568341,0.5077548322512466,0.6879006325163832,0.48082531586628785,0.5583299602681584,0.598786071238171,0.6328625447618601,0.6232391441201268,0.5331998446994146,0.5223915141832276,0.5073789405558518
"Solidago gigantea - Solidago gigantea Ait., fam. Asteraceae (Compositae)",0.21414856657194015,0.48875508111450583,0.551795525545534,0.45903434993287284,0.405456515595668,0.4474699533069024,0.419506636928484,0.4553087896176342,0.588024379849019,0.4817088885240859,0.4064000507778749,0.43222291309792593,0.48912043066694066,0.5271459513961962,0.4424838519436337,0.5729835647108655,0.507595135455326,0.5564933845538635,0.34229860868614215,0.5615730541471136,0.4717468523267203,0.4915115253246849,0.5037414245649907,0.3090478930735642,0.5853748149678529,0.28801085713289787,0.46172093061702457,0.47577541769825815,0.5182719183848665,0.5210770695239016,0.2744821443381851,0.5610156522619252,0.445516041145968,0.3169834644797688,0.5327169688904261,1.0,0.4326086711291067,0.4659962163973127,0.46504968293371307,0.4539508908581533,0.44958262857818,0.480913046456628,0.5527505282481046,0.33253087705361295,0.46687520832212104,0.4668728419076128,0.4934355157955842,0.4899714736298103,0.5177705292672168,0.4972667896417369,0.43048298061366064,0.47492921935486687,0.4617874272003081
"Teucrium abutiloides (Madeira) - Teucrium abutiloides L'Her., fam. Lamiaceae (Labiatae)",0.19006365811838644,0.45244072371132615,0.5372741666714764,0.3267240559607363,0.36719040540089487,0.36047492183318663,0.45325952262621383,0.42395847295203815,0.5407007736144277,0.45210068425643335,0.5261730083151508,0.506822163295249,0.5038697214245533,0.41082824714136923,0.365771743573684,0.4543553854401974,0.523960652633368,0.4987204224431624,0.3072846063607626,0.48387129565552855,0.4612039812933596,0.48589870707584504,0.38277019369587983,0.2585374261843194,0.4901014026709811,0.21151001255318735,0.4394357232575814,0.310156654867063,0.4059248254631703,0.45813922975764065,0.18477485464628363,0.4142105986296627,0.38469411185094593,0.26939896452909506,0.5172316626871512,0.4326086711291067,1.0,0.3916650379326644,0.38276978490271674,0.37661138114916126,0.3743390814689118,0.39491629838113396,0.4975863224171897,0.3011971608065511,0.43116046102684524,0.37684162784585784,0.4436508684145709,0.4519928637588908,0.4651506531829529,0.4429896560012955,0.3848807226810955,0.3995005347173033,0.3666275111363413
"Teucrium arduini (Serbia/Montenegro) - Teucrium arduini L., fam. Lamiaceae (Labiatae)",0.23827050801414618,0.6040598888986441,0.5792576288513347,0.402288489126748,0.4717242839096111,0.6096943844017892,0.46417406238716774,0.583497131338381,0.6310880288525875,0.5777649235685669,0.39197326977783753,0.407593476771536,0.5605053430907578,0.5354212756997745,0.8664041025670994,0.6134065924896279,0.5882633093100627,0.6436135774758535,0.3386173519443013,0.6382048377181665,0.5140828713544408,0.586891352055437,0.6859753653662044,0.5032421300773182,0.6925279916696203,0.42594476166774287,0.4258195068452405,0.4164353647637593,0.5970232661850468,0.7499000573354838,0.6213421193176523,0.5384632252845627,0.8248154983078956,0.36946039274473763,0.6745636763286716,0.4659962163973127,0.3916650379326644,1.0,0.7627343615507824,0.6305856635347113,0.5177203013088608,0.7676872172208559,0.5712537539386144,0.5697083290620544,0.6651190458979822,0.4421921739911262,0.45963053522214126,0.515142651127479,0.583234749084498,0.627263137541014,0.5342287962112341,0.5030364600387132,0.5004727294130753
