,"Coleus amboinicus (Cuba) - Coleus amboinicus Lour. (wild oregano), fam. Lamiaceae (Labiatae)","Coleus aromaticus (India) 2 - Coleus aromaticus Benth. (wild oregano), fam. Lamiaceae (Labiatae)","Coleus aromaticus (Java) - Coleus aromaticus Benth. (wild oregano), fam. Lamiaceae (Labiatae)","Coleus aromaticus (Martinique) - Coleus aromaticus Benth. (wild oregano), fam. Lamiaceae (Labiatae)","Marjoram, sweet (Turkey) - Majorana hortensis Moench, Origanum majorana L., fam. Lamiaceae (Labiatae)","Oregano, greek (Greece) 1 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)","Oregano, greek (Greece) 3 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)","Oregano, greek (Greece) 4 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)","Oregano, greek (Israel) 1 - Origanum vulgare L. ssp. viride (Boiss.) Hayak (Carvacrol chemo-type)","Oregano, greek (Turkey) 1 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)","Oregano, greek 1 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)","Oregano, greek 4 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)","Oregano, spanish (Greece) 1 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae","Oregano, spanish (Greece) 2 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae","Oregano, spanish (Greece) 3 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae","Oregano, spanish (Greece) 4 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae","Oregano, spanish (Italy) 2 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae","Oregano, spanish (Italy) 3 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae","Oregano, spanish (Italy) 4 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae","Oregano, spanish (Morocco) - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae","Oregano, spanish (Portugal) 1 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae","Oregano, spanish (Portugal) 2 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae","Oregano, spanish (Turkey) - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae","Oregano, turkish (Greece) - Origanum onites L., fam. Lamiaceae (Labiatae)","Oregano, turkish (Turkey) - Origanum onites L., fam. Lamiaceae (Labiatae)","Origanum bilgeri (Turkey) - Origanum bilgeri P.H. Davis, fam. Lamiaceae (Labiatae)","Origanum dubium (Cyprus) - Origanum dubium Boiss., fam. Lamiaceae (Labiatae)","Origanum scabrum (Greece) - Origanum scabrum Boiss. et Heldr., fam. Lamiaceae (Labiatae)","Origanum syriacum (Lebanon) - Origanum syriacum L., fam. Lamiaceae (Labiatae)","Origanum syriacum (Turkey) 1 - Origanum syriacum L. var. bevanii (Holmes), fam. Lamiaceae (Labiatae)","Satureja boissieri (Iran) - Satureja boissieri Hausskn. ex Boiss., fam. Lamiaceae (Labiatae)","Savory, summer (Iran) 1 - Satureja hortensis L., fam. Lamiaceae (Labiatae)","Savory, winter (Croatia) 1 - Satureja montana L., fam. Lamiaceae (Labiatae)","Savory, winter (Italy) 1 - Satureja montana L., fam. Lamiaceae (Labiatae)","Savory, winter (Yugoslavia) - Satureja montana L, ssp. montana, fam. Lamiaceae (Labiatae)","Thymbra spicata (Israel) 1 - Thymbra spicata (Carvacrol chemotype), fam. Lamiaceae (Labiatae)","Thyme (Italy) 5 - Thymus vulgaris L., fam. Lamiaceae (Labiatae)","Thymus herba-barona (Italy-Sardinia) - Thysmus herba barona Loisel, fam. Lamiaceae (Labiatae)"
"Oregano, greek 1 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)",0.5849183104916181,0.8073366808096816,0.44838167700456544,0.5061070127402136,0.4944803605148933,0.6093326674607868,0.47769802695252306,0.6371376359768037,0.7574983973352218,0.8521651503055607,1.0,0.7030580432473036,0.6275905424160061,0.6190344537823036,0.39989785904474273,0.789652203062012,0.6529866172730314,0.5284068850196905,0.2400787648607945,0.5067456951829947,0.48343764585940663,0.8258842673321831,0.6831371526609715,0.5744869215622329,0.6219914557537083,0.7822771929302046,0.42991228745042864,0.7309734589582578,0.22417776926936273,0.8383103271659296,0.7188671804196611,0.7998999409063234,0.7311964861519342,0.6468327234319784,0.6402022780825051,0.604369545074817,0.5499946171462685,0.7152146590122745
"Oregano, greek 4 - Origanum vulgare L. ssp. hirtum (Link) Ietsw., fam. Lamiaceae (Labiatae)",0.4685097027825499,0.5964006784146663,0.34080651906562875,0.4341332970487931,0.6465891875855843,0.48275317558602515,0.6916707554540826,0.7948019599625605,0.5553017446305291,0.7038377586740361,0.7030580432473036,1.0,0.7494225449599874,0.7806083652689645,0.5936661692380726,0.7386963363808885,0.8435129391505074,0.6738527402670353,0.4171117847702879,0.6669416953786977,0.6274513037762701,0.7031044623157241,0.8117340961989293,0.7194855557412633,0.744003256275495,0.7309146954772043,0.6121424745877295,0.761764511970902,0.41175252536970885,0.797890394219187,0.7456663817179157,0.5827130206441882,0.7460363926508347,0.4643311949855634,0.43549420121898175,0.5272763173359905,0.6040944546242649,0.598102059393704
"Oregano, spanish (Greece) 1 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae",0.5395535633765138,0.5476210023666688,0.3197805660886571,0.427211647536638,0.8372398724853154,0.4442516537418195,0.773333740547912,0.8622339666749798,0.5705699581006252,0.5794151140830487,0.6275905424160061,0.7494225449599874,1.0,0.8779712520039985,0.7435178422629442,0.7588038615138492,0.8041845933496232,0.8420215607135991,0.5833981984022326,0.756878954037332,0.817913625630768,0.7184953931175968,0.8754032778812479,0.894851546235371,0.854333994263042,0.7369551994225707,0.7696084580877782,0.7299840075996158,0.5763559219620575,0.6696073648448251,0.8357798474647342,0.5462182024888642,0.5613653381947821,0.40652137972919833,0.3812975947549042,0.676035293068191,0.6167629774517622,0.5747221947066776
"Oregano, spanish (Greece) 2 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae",0.5128440700158987,0.5413628232384943,0.3451687065407313,0.431587930995058,0.8175479020532003,0.42551222551088996,0.8248215705020568,0.9049952741149961,0.5408207443845334,0.5758552703720132,0.6190344537823036,0.7806083652689645,0.8779712520039985,1.0,0.7560833427853826,0.7508858398808054,0.8742786590175615,0.8670386359458266,0.5875185986884781,0.750196339623093,0.8172186573713047,0.6935713601520201,0.863299317605307,0.8496185504783563,0.8250684976635201,0.7114936905721145,0.7707923092860194,0.7097801378477201,0.5810716243300342,0.6682715129038423,0.8229664880134263,0.5189553484376885,0.5752201846708533,0.39510247149265665,0.37180799040472745,0.6263094135267444,0.6201455753219595,0.5500123933266335
"Oregano, spanish (Greece) 3 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae",0.36360501816143076,0.32298511352091175,0.1824250197916375,0.28070987481661347,0.8687820530980962,0.24153428165126778,0.8613467843636028,0.7406306607454847,0.34836912488880056,0.35466474963585415,0.39989785904474273,0.5936661692380726,0.7435178422629442,0.7560833427853826,1.0,0.5433851477605951,0.6852634489346935,0.836587268087233,0.7864936606047725,0.71473794757718,0.851976523682627,0.48995702561516496,0.6903798024405206,0.7847603761847132,0.6865691543878483,0.521061204147856,0.9085506874768438,0.5321076806347516,0.8083041868683805,0.4562454551063886,0.6309569843840583,0.3091262930233042,0.3766491962635158,0.18567676920957277,0.16258316467205403,0.5122469087650126,0.49221691051134087,0.3531714584276512
"Oregano, spanish (Greece) 4 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae",0.6750451991628819,0.7541029040750733,0.5226987574523394,0.5888807193439005,0.6268799721492508,0.5494975856856386,0.6041933095543546,0.7436505362895145,0.6793733415164908,0.7202662199573029,0.789652203062012,0.7386963363808885,0.7588038615138484,0.7508858398808061,0.5433851477605955,1.0,0.7481433392698991,0.6801126989828432,0.4033600670907298,0.6186961839172949,0.6473700315264072,0.8377265352180135,0.7879343645556246,0.7121959039474246,0.744066785758718,0.8162773840556694,0.566836371543022,0.7700618957326159,0.37549845621403566,0.7749479505924475,0.8801599407447009,0.6978487999620784,0.6567941394222614,0.5767635422955323,0.5872609263222013,0.6590159670714844,0.6205988537687308,0.7020908384130549
"Oregano, spanish (Italy) 2 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae",0.4803359746197188,0.5683912545488639,0.3561479719214211,0.4278519223449675,0.7280765262427189,0.42303580661200313,0.7703380836253103,0.8766084268327793,0.5458666083557604,0.623865364274917,0.6529866172730314,0.8435129391505074,0.8041845933496232,0.8742786590175615,0.6852634489346935,0.7481433392699,1.0,0.7911501118649829,0.5081425834174784,0.7064655420051777,0.7329581566082404,0.6892988992134819,0.843835575643187,0.7689085987312361,0.7958651228098296,0.6915789306653097,0.6910382790531433,0.7176573696131464,0.5052139083907061,0.7198762191954837,0.7951397238885727,0.5412958470676581,0.6305463945350436,0.4204798226751447,0.3870728054428999,0.5808368190831541,0.5934183635003205,0.5564255971795975
"Oregano, spanish (Italy) 3 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae",0.4795051967205106,0.46199291675138665,0.30676100792028105,0.38593739180835074,0.8789560424800469,0.34635901200824837,0.8440068940981216,0.8444316703016768,0.47999108220409314,0.47288979504152007,0.5284068850196905,0.6738527402670353,0.8420215607135991,0.8670386359458266,0.836587268087233,0.6801126989828425,0.7911501118649829,1.0,0.6794645988161397,0.7229768931306486,0.9132040517583608,0.6195345751301448,0.7906045366680612,0.8459939232302298,0.7755073352170866,0.6282742829548055,0.8326256717628685,0.6269667436646744,0.6769146044570071,0.5651730296613326,0.7633167881933032,0.4387930136237791,0.4683368262754304,0.3108686762287213,0.2907507874783344,0.6251134959214599,0.5572865396447821,0.46333664549399123
"Oregano, spanish (Italy) 4 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae",0.2854746851836689,0.17331084868252555,0.11090692967244065,0.21803919993070198,0.7151483354626338,0.1012658266414147,0.6894315239432067,0.5530932725525926,0.18799723181138428,0.1804881370284802,0.2400787648607945,0.4171117847702879,0.5833981984022326,0.5875185986884781,0.7864936606047725,0.40336006709072936,0.5081425834174784,0.6794645988161397,1.0,0.6158343332946952,0.7233711295357199,0.35187157660386614,0.5212658273239188,0.6436977636464796,0.550236283096859,0.3816202975407058,0.7618427133625563,0.3846516006350067,0.8721691971932195,0.28246275744574034,0.4863463465418356,0.14903765619506415,0.21032972485654133,0.0502454240961675,0.040878605812343594,0.3785489076853219,0.3988086856833838,0.233977841526269
"Oregano, spanish (Morocco) - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae",0.47389062551281447,0.4185150020540913,0.26489897142635066,0.39663698427015026,0.7520330074847874,0.3323423045005798,0.7274616705643382,0.7083679164019345,0.4104192234766758,0.45724285588292635,0.5067456951829947,0.6669416953786977,0.756878954037332,0.750196339623093,0.71473794757718,0.6186961839172944,0.7064655420051777,0.7229768931306486,0.6158343332946952,1.0,0.7203391286802545,0.591261387282269,0.740458992357159,0.7787638024831596,0.7489899327339278,0.6224158176265189,0.7314960554302986,0.6350792347692817,0.5801117249439196,0.554324542982199,0.6921341937067103,0.4054304949013836,0.47270351706460123,0.31606513211150955,0.30190647464307374,0.502925456551981,0.6275783405702853,0.5302572359713421
"Oregano, spanish (Portugal) 1 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae",0.47176593185117865,0.4253256207287387,0.28892106435696696,0.3750492816376966,0.876292301103219,0.3193914458178633,0.8231511418334863,0.7890480064342602,0.4400055447576211,0.43036437510313086,0.48343764585940663,0.6274513037762701,0.817913625630768,0.8172186573713047,0.851976523682627,0.6473700315264066,0.7329581566082404,0.9132040517583608,0.7233711295357199,0.7203391286802545,1.0,0.583031375218845,0.7503155862313511,0.833830426794962,0.7614911664753712,0.5989804600475972,0.8543017708347593,0.5942755157706681,0.7144791076056014,0.5269113340209788,0.7321226944336636,0.4012025274976898,0.4275404205481358,0.27817588081549327,0.2635298044515415,0.6013578530846191,0.5458690065462931,0.443821026242905
"Oregano, spanish (Portugal) 2 - Coridothymus capitatus Rchb. (Thymus capitatus Hoffm. et Link.), Lamiaceae",0.6479287460528629,0.7210448954270826,0.4550280081496524,0.5422138956981846,0.5953137332727845,0.622057529048234,0.556717701320466,0.688543281102254,0.7144422811342206,0.7283119655219721,0.8258842673321831,0.7031044623157241,0.7184953931175968,0.6935713601520201,0.48995702561516496,0.8377265352180135,0.6892988992134819,0.6195345751301448,0.35187157660386614,0.591261387282269,0.583031375218845,1.0,0.7420643149002899,0.6704239407131867,0.7235978051391032,0.864244892755398,0.521469203839487,0.7485577661100256,0.32683044455962285,0.7550898181764608,0.7896316722250399,0.7062928727810873,0.6568560790944774,0.5801340856648158,0.6023289003779754,0.6575654617740744,0.6575894804885914,0.7361307074322294
