Plant_Species,SMILES,Chemical,Concentration,Salmonella Typhimurium,Reference,Fingerprints,BitInterpretations,Bit_1,Bit_2,Bit_4,Bit_8,Bit_9,Bit_11,Bit_12,Bit_13,Bit_14,Bit_19,Bit_24,Bit_25,Bit_31,Bit_35,Bit_36,Bit_37,Bit_39,Bit_44,Bit_56,Bit_58,Bit_61,Bit_67,Bit_70,Bit_75,Bit_80,Bit_81,Bit_83,Bit_84,Bit_89,Bit_92,Bit_94,Bit_97,Bit_101,Bit_106,Bit_109,Bit_110,Bit_113,Bit_114,Bit_115,Bit_116,Bit_118,Bit_119,Bit_120,Bit_121,Bit_126,Bit_129,Bit_133,Bit_134,Bit_135,Bit_142,Bit_144,Bit_145,Bit_147,Bit_150,Bit_151,Bit_153,Bit_154,Bit_158,Bit_160,Bit_162,Bit_163,Bit_171,Bit_176,Bit_180,Bit_181,Bit_182,Bit_186,Bit_188,Bit_193,Bit_195,Bit_198,Bit_200,Bit_202,Bit_203,Bit_204,Bit_206,Bit_208,Bit_209,Bit_210,Bit_211,Bit_216,Bit_219,Bit_222,Bit_223,Bit_224,Bit_226,Bit_231,Bit_235,Bit_236,Bit_237,Bit_238,Bit_239,Bit_244,Bit_249,Bit_253,Bit_255,Bit_259,Bit_260,Bit_265,Bit_276,Bit_283,Bit_284,Bit_287,Bit_292,Bit_294,Bit_304,Bit_305,Bit_310,Bit_312,Bit_313,Bit_314,Bit_322,Bit_324,Bit_329,Bit_336,Bit_337,Bit_339,Bit_347,Bit_348,Bit_353,Bit_357,Bit_366,Bit_367,Bit_368,Bit_370,Bit_371,Bit_375,Bit_377,Bit_380,Bit_382,Bit_383,Bit_385,Bit_387,Bit_388,Bit_389,Bit_391,Bit_392,Bit_394,Bit_398,Bit_399,Bit_401,Bit_407,Bit_408,Bit_413,Bit_417,Bit_418,Bit_432,Bit_438,Bit_439,Bit_441,Bit_444,Bit_447,Bit_448,Bit_449,Bit_450,Bit_453,Bit_455,Bit_469,Bit_470,Bit_473,Bit_474,Bit_479,Bit_483,Bit_484,Bit_499,Bit_502,Bit_504,Bit_508,Bit_509,Bit_510,Bit_518,Bit_519,Bit_521,Bit_524,Bit_528,Bit_529,Bit_536,Bit_544,Bit_547,Bit_549,Bit_554,Bit_555,Bit_556,Bit_559,Bit_561,Bit_562,Bit_563,Bit_567,Bit_568,Bit_574,Bit_576,Bit_582,Bit_584,Bit_587,Bit_589,Bit_591,Bit_598,Bit_599,Bit_600,Bit_602,Bit_606,Bit_607,Bit_614,Bit_615,Bit_616,Bit_617,Bit_618,Bit_619,Bit_622,Bit_623,Bit_626,Bit_642,Bit_643,Bit_650,Bit_652,Bit_656,Bit_660,Bit_674,Bit_675,Bit_677,Bit_679,Bit_682,Bit_690,Bit_691,Bit_694,Bit_695,Bit_701,Bit_706,Bit_707,Bit_711,Bit_712,Bit_713,Bit_717,Bit_718,Bit_725,Bit_728,Bit_729,Bit_737,Bit_738,Bit_739,Bit_741,Bit_742,Bit_747,Bit_749,Bit_751,Bit_755,Bit_756,Bit_759,Bit_760,Bit_763,Bit_764,Bit_768,Bit_770,Bit_774,Bit_775,Bit_781,Bit_787,Bit_790,Bit_794,Bit_802,Bit_805,Bit_807,Bit_815,Bit_816,Bit_818,Bit_823,Bit_824,Bit_831,Bit_834,Bit_835,Bit_837,Bit_841,Bit_844,Bit_846,Bit_849,Bit_852,Bit_854,Bit_859,Bit_861,Bit_862,Bit_868,Bit_869,Bit_872,Bit_873,Bit_875,Bit_878,Bit_881,Bit_883,Bit_886,Bit_892,Bit_897,Bit_899,Bit_903,Bit_906,Bit_914,Bit_916,Bit_918,Bit_925,Bit_926,Bit_930,Bit_932,Bit_934,Bit_935,Bit_936,Bit_940,Bit_944,Bit_950,Bit_953,Bit_959,Bit_961,Bit_963,Bit_970,Bit_971,Bit_973,Bit_974,Bit_975,Bit_976,Bit_985,Bit_988,Bit_992,Bit_994,Bit_999,Bit_1004,Bit_1007,Bit_1009,Bit_1013,Bit_1016,Bit_1017,Bit_1019,Bit_1022,Bit_1024,Bit_1025,Bit_1027,Bit_1028,Bit_1029,Bit_1034,Bit_1035,Bit_1036,Bit_1037,Bit_1044,Bit_1045,Bit_1046,Bit_1056,Bit_1057,Bit_1060,Bit_1063,Bit_1064,Bit_1066,Bit_1069,Bit_1070,Bit_1071,Bit_1072,Bit_1073,Bit_1080,Bit_1083,Bit_1087,Bit_1088,Bit_1089,Bit_1096,Bit_1110,Bit_1115,Bit_1120,Bit_1123,Bit_1125,Bit_1128,Bit_1129,Bit_1134,Bit_1138,Bit_1143,Bit_1144,Bit_1146,Bit_1147,Bit_1148,Bit_1149,Bit_1150,Bit_1152,Bit_1154,Bit_1157,Bit_1158,Bit_1162,Bit_1164,Bit_1168,Bit_1169,Bit_1170,Bit_1172,Bit_1180,Bit_1181,Bit_1182,Bit_1191,Bit_1195,Bit_1199,Bit_1210,Bit_1220,Bit_1222,Bit_1225,Bit_1226,Bit_1228,Bit_1229,Bit_1231,Bit_1232,Bit_1233,Bit_1238,Bit_1243,Bit_1245,Bit_1247,Bit_1249,Bit_1251,Bit_1252,Bit_1254,Bit_1256,Bit_1257,Bit_1258,Bit_1259,Bit_1263,Bit_1267,Bit_1274,Bit_1281,Bit_1286,Bit_1287,Bit_1288,Bit_1290,Bit_1291,Bit_1292,Bit_1294,Bit_1295,Bit_1303,Bit_1305,Bit_1308,Bit_1309,Bit_1314,Bit_1318,Bit_1319,Bit_1321,Bit_1324,Bit_1325,Bit_1329,Bit_1330,Bit_1331,Bit_1338,Bit_1341,Bit_1343,Bit_1348,Bit_1349,Bit_1350,Bit_1351,Bit_1353,Bit_1356,Bit_1357,Bit_1364,Bit_1365,Bit_1366,Bit_1372,Bit_1380,Bit_1383,Bit_1384,Bit_1385,Bit_1386,Bit_1388,Bit_1389,Bit_1391,Bit_1394,Bit_1395,Bit_1399,Bit_1400,Bit_1403,Bit_1410,Bit_1424,Bit_1429,Bit_1436,Bit_1437,Bit_1440,Bit_1441,Bit_1444,Bit_1446,Bit_1450,Bit_1454,Bit_1455,Bit_1457,Bit_1460,Bit_1464,Bit_1465,Bit_1467,Bit_1468,Bit_1470,Bit_1474,Bit_1475,Bit_1476,Bit_1477,Bit_1480,Bit_1485,Bit_1487,Bit_1488,Bit_1497,Bit_1498,Bit_1499,Bit_1501,Bit_1502,Bit_1508,Bit_1509,Bit_1512,Bit_1514,Bit_1516,Bit_1517,Bit_1518,Bit_1522,Bit_1524,Bit_1536,Bit_1544,Bit_1546,Bit_1550,Bit_1551,Bit_1557,Bit_1562,Bit_1564,Bit_1568,Bit_1572,Bit_1573,Bit_1574,Bit_1576,Bit_1579,Bit_1581,Bit_1582,Bit_1584,Bit_1588,Bit_1590,Bit_1592,Bit_1594,Bit_1595,Bit_1599,Bit_1601,Bit_1602,Bit_1604,Bit_1607,Bit_1610,Bit_1616,Bit_1620,Bit_1621,Bit_1625,Bit_1626,Bit_1632,Bit_1638,Bit_1639,Bit_1640,Bit_1642,Bit_1645,Bit_1650,Bit_1651,Bit_1656,Bit_1663,Bit_1666,Bit_1668,Bit_1670,Bit_1677,Bit_1682,Bit_1683,Bit_1684,Bit_1689,Bit_1691,Bit_1693,Bit_1696,Bit_1697,Bit_1706,Bit_1709,Bit_1712,Bit_1714,Bit_1715,Bit_1719,Bit_1722,Bit_1728,Bit_1729,Bit_1730,Bit_1736,Bit_1737,Bit_1738,Bit_1740,Bit_1741,Bit_1742,Bit_1750,Bit_1751,Bit_1754,Bit_1755,Bit_1761,Bit_1762,Bit_1768,Bit_1770,Bit_1771,Bit_1775,Bit_1778,Bit_1781,Bit_1783,Bit_1784,Bit_1787,Bit_1791,Bit_1794,Bit_1796,Bit_1800,Bit_1804,Bit_1808,Bit_1810,Bit_1811,Bit_1816,Bit_1818,Bit_1819,Bit_1823,Bit_1825,Bit_1827,Bit_1838,Bit_1843,Bit_1846,Bit_1847,Bit_1853,Bit_1855,Bit_1859,Bit_1860,Bit_1862,Bit_1863,Bit_1869,Bit_1873,Bit_1875,Bit_1877,Bit_1883,Bit_1884,Bit_1890,Bit_1891,Bit_1895,Bit_1897,Bit_1900,Bit_1905,Bit_1908,Bit_1911,Bit_1912,Bit_1917,Bit_1919,Bit_1920,Bit_1923,Bit_1924,Bit_1926,Bit_1927,Bit_1929,Bit_1930,Bit_1934,Bit_1935,Bit_1937,Bit_1938,Bit_1942,Bit_1943,Bit_1950,Bit_1951,Bit_1952,Bit_1954,Bit_1955,Bit_1956,Bit_1958,Bit_1960,Bit_1961,Bit_1962,Bit_1969,Bit_1970,Bit_1972,Bit_1973,Bit_1979,Bit_1980,Bit_1983,Bit_1985,Bit_1989,Bit_1992,Bit_1996,Bit_1997,Bit_1999,Bit_2000,Bit_2001,Bit_2004,Bit_2012,Bit_2023,Bit_2025,Bit_2026,Bit_2027,Bit_2029,Bit_2033,Bit_2040,Bit_2041,Bit_2044
Abies balsamea,CC1(C2CCC(=C)C1C2)C,beta-pinene,0.2353,0,DOI:10.3390/f10111042,00000000000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000100000000000010000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000100000000000000000000000000000000100000000000000000000000000000000000000001000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"{35: [(6, 'C', 1, 'C=C')], 58: [(3, 'C', 2, 'CCCC(C)C')], 113: [(7, 'C', 2, 'C=C(C)C1CCC1(C)C')], 383: [(1, 'C', 2, 'CC1CC(C)C1(C)C')], 483: [(4, 'C', 2, 'C=C(C)CCC')], 528: [(2, 'C', 1, 'CC(C)C')], 536: [(8, 'C', 2, 'CC1CC(C)C1')], 549: [(1, 'C', 1, 'CC(C)(C)C')], 574: [(5, 'C', 1, 'C=C(C)C')], 926: [(3, 'C', 0, ''), (4, 'C', 0, ''), (8, 'C', 0, '')], 1019: [(2, 'C', 0, ''), (7, 'C', 0, '')], 1057: [(0, 'C', 0, ''), (9, 'C', 0, '')], 1060: [(1, 'C', 0, '')], 1274: [(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC')], 1292: [(8, 'C', 1, 'CCC')], 1325: [(3, 'C', 1, 'CCC')], 1366: [(6, 'C', 0, '')], 1380: [(5, 'C', 0, '')], 1509: [(5, 'C', 2, 'C=C(CC)C(C)C')], 1738: [(4, 'C', 1, 'CCC')], 1950: [(7, 'C', 1, 'CC(C)C')], 1954: [(2, 'C', 2, 'CCC1CCC1(C)C')]}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abies balsamea,CC1=CCC2CC1C2(C)C,alpha-pinene,0.1027,0,DOI:10.3390/f10111042,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000100000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000010000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000,"{154: [(6, 'C', 2, 'C=C(C)C1CCC1(C)C')], 171: [(1, 'C', 1, 'C=C(C)C')], 383: [(7, 'C', 2, 'CC1CC(C)C1(C)C')], 528: [(4, 'C', 1, 'CC(C)C')], 536: [(5, 'C', 2, 'CC1CC(C)C1')], 549: [(7, 'C', 1, 'CC(C)(C)C')], 598: [(3, 'C', 1, 'CCC')], 859: [(1, 'C', 2, 'CC=C(C)C(C)C')], 873: [(3, 'C', 2, 'C=CCC(C)C')], 883: [(2, 'C', 2, 'CCC=C(C)C')], 926: [(3, 'C', 0, ''), (5, 'C', 0, '')], 1019: [(4, 'C', 0, ''), (6, 'C', 0, '')], 1057: [(0, 'C', 0, ''), (8, 'C', 0, ''), (9, 'C', 0, '')], 1060: [(7, 'C', 0, '')], 1274: [(8, 'C', 1, 'CC'), (9, 'C', 1, 'CC')], 1292: [(5, 'C', 1, 'CCC')], 1380: [(1, 'C', 0, '')], 1722: [(0, 'C', 1, 'CC')], 1781: [(2, 'C', 1, 'C=CC')], 1873: [(2, 'C', 0, '')], 1950: [(6, 'C', 1, 'CC(C)C')], 1969: [(4, 'C', 2, 'CCC1CCC1(C)C')]}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abies balsamea,CC1=CCC2C(C1)C2(C)C,delta-3-carene,0.3093,0,DOI:10.3390/f10111042,00000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000010000000001000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000,"{67: [(2, 'C', 2, 'CCC=C(C)C')], 231: [(6, 'C', 1, 'CCC')], 260: [(3, 'C', 2, 'C=CCC(C)C')], 519: [(5, 'C', 1, 'CC(C)C'), (4, 'C', 1, 'CC(C)C')], 549: [(7, 'C', 1, 'CC(C)(C)C')], 559: [(7, 'C', 2, 'CC1C(C)C1(C)C')], 598: [(3, 'C', 1, 'CCC')], 925: [(4, 'C', 2, 'CCC1C(C)C1(C)C')], 926: [(3, 'C', 0, ''), (6, 'C', 0, '')], 1019: [(4, 'C', 0, ''), (5, 'C', 0, '')], 1057: [(0, 'C', 0, ''), (8, 'C', 0, ''), (9, 'C', 0, '')], 1060: [(7, 'C', 0, '')], 1150: [(6, 'C', 2, 'C=C(C)CC(C)C')], 1274: [(8, 'C', 1, 'CC'), (9, 'C', 1, 'CC')], 1305: [(1, 'C', 2, 'CC=C(C)CC')], 1380: [(1, 'C', 0, '')], 1722: [(0, 'C', 1, 'CC')], 1778: [(5, 'C', 2, 'CCC1C(C)C1(C)C')], 1781: [(2, 'C', 1, 'C=CC')], 1873: [(2, 'C', 0, '')], 1979: [(1, 'C', 1, 'C=C(C)C')]}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
