Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Melaleuca bracteata leaf (Egypt) - Melaleuca bracteata F. Muell., fam. Myrtaceae","Melaleuca leucadendra (Australia) 1 - Melaleuca leucadendra L., fam. Myrtaceae",0.9523709735588506,Methyl eugenol,0.98,Elemicin,0.0,Methyl chavicol,0.0,beta-Caryophyllene,0.0,alpha-Elemene,0.0
"Melaleuca leucadendra (Australia) 1 - Melaleuca leucadendra L., fam. Myrtaceae","Melaleuca bracteata leaf (Egypt) - Melaleuca bracteata F. Muell., fam. Myrtaceae",0.9523709735588506,Methyl eugenol,0.97,Terpinen-4-ol,0.02,(E)-beta-Ocimene,0.0,Calamenene,0.0,(E)-Methyl isoeugenol,0.0
