Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Orange leaf, sweet (North Africa) 1 - Citrus sinensis (L.) Osbeck, cultivar Portuguese, fam. Rutaceae","Orange leaf, sweet (North Africa) 4 - Citrus sinensis (L.) Osbeck, cultivar Washington navel, fam. Rutaceae",0.9337630752567786,Limonene,0.17,Linalool,0.16,Sabinene,0.09,Terpinen-4-ol,0.08,Geranial,0.03
"Orange leaf, sweet (North Africa) 4 - Citrus sinensis (L.) Osbeck, cultivar Washington navel, fam. Rutaceae","Orange leaf, sweet (North Africa) 1 - Citrus sinensis (L.) Osbeck, cultivar Portuguese, fam. Rutaceae",0.9337630752567786,Limonene,0.14,Linalool,0.11,Sabinene,0.1,Terpinen-4-ol,0.06,para-Cymene,0.03
