Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Cornmint (Mentha arvensis) Japan 3 - Mentha arvensis (L.) var. piperascens Malinv., fam. Lamiaceae (Labiatae)","Mentha x verticillata (chemotype I) - Mentha x verticillata L. (Chemotype I), fam. Lamiaceae (Labiatae)",0.9187382841371352,Menthol,0.71,Menthone,0.12,Isomenthone,0.03,Menthyl acetate,0.02,Neomenthol,0.02
"Mentha x verticillata (chemotype I) - Mentha x verticillata L. (Chemotype I), fam. Lamiaceae (Labiatae)","Cornmint (Mentha arvensis) Japan 3 - Mentha arvensis (L.) var. piperascens Malinv., fam. Lamiaceae (Labiatae)",0.9187382841371352,Menthol,0.7,Menthone,0.14,Isomenthone,0.03,Limonene,0.02,Germacrene D,0.02
