Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Mentha arvensis, Glabrata Ray variety - Mentha arvensis (L.) var. glabrata Ray, fam. Lamiaceae (Labiatae)","Mentha requienii 1 - Mentha requienii Bentham, fam. Lamiaceae (Labiatae)",0.9023453158686436,Pulegone,0.82,Isomenthone,0.04,Limonene,0.02,Pulegone oxide,0.02,Menthone,0.02
"Mentha requienii 1 - Mentha requienii Bentham, fam. Lamiaceae (Labiatae)","Mentha arvensis, Glabrata Ray variety - Mentha arvensis (L.) var. glabrata Ray, fam. Lamiaceae (Labiatae)",0.9023453158686436,Pulegone,0.78,Menthone,0.03,Menthene,0.02,"1,8-Cineole",0.02,Limonene,0.01
"Minthostachys mollis (Venezuela) - Minthostachys mollis (Kunth.) Grisebach, fam. Lamiaceae (Labiatae)","Mentha requienii 1 - Mentha requienii Bentham, fam. Lamiaceae (Labiatae)",0.9090627982680384,Pulegone,0.77,Menthone,0.07,Limonene,0.02,cis-Isopulegone,0.02,Linalool,0.01
"Pennyroyal (USA) - Mentha pulegium L., fam. Lamiaceae (Labiatae)","Minthostachys mollis (Venezuela) - Minthostachys mollis (Kunth.) Grisebach, fam. Lamiaceae (Labiatae)",0.9482288806315544,Pulegone,0.76,Menthone,0.08,Isomenthone,0.02,3-Octanol,0.01,beta-Caryophyllene,0.01
"Pennyroyal 1 - Mentha pulegium L., fam. Lamiaceae (Labiatae)","Pennyroyal (USA) - Mentha pulegium L., fam. Lamiaceae (Labiatae)",0.9054162914710904,Pulegone,0.74,Menthone,0.13,Isomenthone,0.05,Piperitenone,0.02,3-Octanol,0.01
"Pennyroyal 4 - Mentha pulegium L., fam. Lamiaceae (Labiatae)","Mentha requienii 1 - Mentha requienii Bentham, fam. Lamiaceae (Labiatae)",0.9152049143430282,Pulegone,0.74,Menthene,0.03,Limonene,0.03,"1,8-Cineole",0.03,beta-Phellandrene,0.02
