Plant_Species,Salmonella Typhimurium,Reference,SMILES,Chemical_name,Bit_807,BitInterpretations,Concentration
Chaerophyllum macrospermum,0,No Reference,CC(=CCC=C(C)C=C)C,(E)-beta-Ocimene,1,"[(1, 'C', 0, ''), (5, 'C', 0, '')]",0.4
Narcissus jonquilla,0,No Reference,CC(=CCC=C(C)C=C)C,(E)-beta-Ocimene,1,"[(2, 'C', 0, '')]",0.353
Tagetes lucida,1,DOI:10.3390/antibiotics10101191,CC(=CCC=C(C)C=C)C,(E)-beta-Ocimene,1,"[(7, 'C', 0, '')]",0.138
Elaeagnus angustifolia,1,DOI:10.3390/molecules25092021,C1=CC=C(C=C1)CCO,2-Phenylethanol,1,"[(8, 'O', 0, '')]",0.0935
Mimusops elengi,1,DOI:10.3389/fvets.2023.1188752,C1=CC=C(C=C1)CCO,2-Phenylethanol,1,"[(2, 'C', 0, '')]",0.378
Thymus satureoides,1,DOI:10.1016/j.foodcont.2005.11.009,CC1(C2CCC1(C(C2)O)C)C,Borneol,1,"[(8, 'O', 0, '')]",0.2
Thymus riatarum,1,DOI:10.3390/medicines3030019,CC1(C2CCC1(C(C2)O)C)C,Borneol,1,"[(8, 'O', 0, '')]",0.093
Oliveria decumbens,1,DOI:10.21203/rs.3.rs-3164788/v1,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(10, 'O', 0, '')]",0.221
Origanum glandulosum,1,DOI:10.1016/j.foodchem.2007.05.050,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(10, 'O', 0, '')]",0.41
Saturiea hortensis,1,DOI:10.22037/afb.v1i1.7134,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(10, 'O', 0, '')]",0.5715
Origanum onites,1,DOI:10.1016/j.foodcont.2009.07.016,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(10, 'O', 0, '')]",0.75
Satureja hortensis,1,DOI:10.1016/j.foodcont.2005.11.009,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(10, 'O', 0, '')]",0.5715
Origanum syriacum,1,DOI:10.4103/japtr.japtr_106_21,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(10, 'O', 0, '')]",0.883
Origanum vulgare,1,DOI:10.1111/j.1600-0463.2005.apm1130101.x,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(10, 'O', 0, '')]",0.2925
Lippia graveolens,1,DOI:10.3390/pathogens12101245,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(10, 'O', 0, '')]",0.165
Artemisia chamaemelifolia,1,DOI:10.1590/S0102-695X2013000600002,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(1, 'C', 0, ''), (5, 'C', 0, ''), (13, 'O', 0, '')]",0.163
Thymus mongolicus,1,DOI:10.3390/molecules26020307,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(10, 'O', 0, '')]",0.512
Corydothymus capitatus,1,DOI:10.1016/j.foodcont.2005.11.009,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(10, 'O', 0, '')]",0.736
Thymus quinquecostatus,1,DOI:10.1007/BF02973874,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(10, 'O', 0, '')]",0.1123
Thymus riatarum,1,DOI:10.3390/medicines3030019,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(8, 'O', 0, '')]",0.223
Thymus richardii,1,DOI:10.3390/molecules28124803,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(10, 'O', 0, '')]",0.131
Thymus satureoides,1,DOI:10.1016/j.foodcont.2005.11.009,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(8, 'O', 0, '')]",0.2
Coleus aromaticus,1,DOI:10.1155/2012/457150,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(10, 'O', 0, '')]",0.1325
Coridothymus capitatus,1,DOI:10.1111/j.1600-0463.2005.apm1130101.x,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(10, 'O', 0, '')]",0.736
Anethum graveolens,1,DOI:10.5281/zenodo.159101,CC1=CCC(CC1=O)C(=C)C,Carvone,1,"[(8, 'C', 0, '')]",0.145
Lithraea ternifolia,0,No Reference,CC1=CCC(CC1=O)C(=C)C,Carvone,1,"[(1, 'C', 0, ''), (9, 'O', 0, '')]",0.347
Levisticum officinale,1,DOI:10.3389/fvets.2023.1188752,CC(CCC=C(C)C)CC=O,Citronellal,1,"[(5, 'C', 0, '')]",0.1284
Cymbopogon nardus,0,DOI:10.1016/j.foodcont.2005.11.009,CC(CCC=C(C)C)CC=O,Citronellal,1,"[(5, 'C', 0, ''), (10, 'O', 0, '')]",0.3847
Cymbopogon winterianus,1,DOI:10.1080/13880200802055917,CC(CCC=C(C)C)CC=O,Citronellal,1,"[(5, 'C', 0, ''), (10, 'O', 0, '')]",0.348
Rosa damascena,1,DOI:10.3389/fvets.2023.1188752,CC(CCC=C(C)C)CCO,Citronellol,1,"[(5, 'C', 0, ''), (10, 'O', 0, '')]",0.334
Cymbopogon winterianus,1,DOI:10.1080/13880200802055917,CC(CCC=C(C)C)CCO,Citronellol,1,"[(5, 'C', 0, ''), (10, 'O', 0, '')]",0.14
