Plant_Species,Salmonella Typhimurium,Reference,SMILES,Chemical_name,Bit_807,BitInterpretations,Concentration
Cymbopogon nardus,0,DOI:10.1016/j.foodcont.2005.11.009,CC(CCC=C(C)C)CCO,Citronellol,1,"[(5, 'C', 0, ''), (10, 'O', 0, '')]",0.1419
Rosa rugosa,0,No Reference,CC(CCC=C(C)C)CCO,Citronellol,1,"[(5, 'C', 0, ''), (10, 'O', 0, '')]",0.53
Elaeagnus angustifolia,1,DOI:10.3390/molecules25092021,CCOC(=O)C=CC1=CC=CC=C1,Ethyl cinnamate,1,"[(8, 'O', 0, '')]",0.3279
Kaempferia galanga,0,10.1002/fsn3.116,CCOC(=O)C=CC1=CC=CC=C1,Ethyl cinnamate,1,"[(3, 'C', 0, '')]",0.1324
Pimenta racemosa,1,DOI:10.5897/JMPR2017.6435,COC1=C(C=CC(=C1)CC=C)O,Eugenol,1,"[(1, 'C', 0, ''), (5, 'C', 0, '')]",0.527
Eugenia caryophyllus,1,DOI:10.1016/j.foodcont.2005.11.009,COC1=C(C=CC(=C1)CC=C)O,Eugenol,1,"[(1, 'C', 0, '')]",0.643
Pimenta dioica,1,DOI:10.1016/j.foodcont.2005.11.009,COC1=C(C=CC(=C1)CC=C)O,Eugenol,1,"[(11, 'O', 0, '')]",0.87
Artemisia scoparia,1,DOI:10.1177/1934578X20915034,COC1=C(C=CC(=C1)CC=C)O,Eugenol,1,"[(11, 'O', 0, '')]",0.3
Cinnamomum zeylanicum,1,10.1007/s10068-017-0241-9,COC1=C(C=CC(=C1)CC=C)O,Eugenol,1,"[(11, 'O', 0, '')]",0.1335
Piper betle,1,DOI:10.12982/VIS.2022.042,COC1=C(C=CC(=C1)CC=C)O,Eugenol,1,"[(1, 'C', 0, '')]",0.6356
Ocimum gratissimum,1,DOI:10.1016/j.micpath.2018.03.041,COC1=C(C=CC(=C1)CC=C)O,Eugenol,1,"[(1, 'C', 0, ''), (9, 'C', 0, '')]",0.2
Eugenia caryophyllus,1,DOI:10.1016/j.foodcont.2005.11.009,CC(=O)OC1=C(C=C(C=C1)CC=C)OC,Eugenyl acetate,1,"[(1, 'C', 0, '')]",0.205
Piper betle,1,DOI:10.12982/VIS.2022.042,CC(=O)OC1=C(C=C(C=C1)CC=C)OC,Eugenyl acetate,1,"[(1, 'C', 0, '')]",0.1868
Pectis elongata,0,No Reference,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(1, 'C', 0, ''), (5, 'C', 0, ''), (7, 'C', 0, ''), (9, 'O', 0, '')]",0.3
Lippia alba,1,DOI:10.3390/antibiotics10101191,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(7, 'C', 0, '')]",0.383
Dracocephalum moldavica,1,DOI:10.3390/plants11070941,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(1, 'C', 0, ''), (5, 'C', 0, '')]",0.286
Dracocephalum moldavica,1,DOI:10.3390/plants11070941,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(1, 'C', 0, ''), (5, 'C', 0, '')]",0.286
Pectis elongata,0,No Reference,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(1, 'C', 0, ''), (5, 'C', 0, ''), (7, 'C', 0, ''), (9, 'O', 0, '')]",0.3
Lippia alba,1,DOI:10.3390/antibiotics10101191,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(7, 'C', 0, '')]",0.383
Lippia citriodora,0,DOI:10.3390/molecules23010123,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(1, 'C', 0, ''), (5, 'C', 0, '')]",0.099
Perilla frutescens,0,No Reference,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(1, 'C', 0, ''), (5, 'C', 0, '')]",0.3976
Citrus medica,1,10.1016/j.lwt.2017.05.036,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(1, 'C', 0, ''), (5, 'C', 0, '')]",0.2756
Terminalia bentzoe,0,No Reference,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(5, 'C', 0, ''), (11, 'C', 0, '')]",0.2324
Citrus sinensis,0,DOI:10.3390/molecules26113412,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(7, 'C', 0, '')]",0.116
Aloysia triphylla,0,DOI:10.3390/molecules24050900,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(1, 'C', 0, ''), (5, 'C', 0, '')]",0.099
Calyptranthes sintenisii,0,No Reference,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(1, 'C', 0, ''), (5, 'C', 0, '')]",0.3506
Citrus medica,1,10.1016/j.lwt.2017.05.036,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(1, 'C', 0, ''), (5, 'C', 0, '')]",0.2756
Perilla frutescens,0,No Reference,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(1, 'C', 0, ''), (5, 'C', 0, '')]",0.3976
Cymbopogon citratus,0,DOI:10.3390/molecules24050900,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(1, 'C', 0, ''), (5, 'C', 0, '')]",0.48
Citrus aurantifolia,1,DOI:10.3390/ijms19071966,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(7, 'C', 0, '')]",0.4
Cymbopogon citratus,0,DOI:10.3390/molecules24050900,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(1, 'C', 0, ''), (5, 'C', 0, '')]",0.48
Pelargonium citronellum,0,No Reference,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(1, 'C', 0, ''), (5, 'C', 0, '')]",0.4
Citrus aurantifolia,1,DOI:10.3390/ijms19071966,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(7, 'C', 0, '')]",0.4
Pelargonium citronellum,0,No Reference,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(1, 'C', 0, ''), (5, 'C', 0, '')]",0.4
Calyptranthes sintenisii,0,No Reference,CC(=CCCC(=CC=O)C)C,Geranial,1,"[(1, 'C', 0, ''), (5, 'C', 0, '')]",0.3506
Rosa damascena,1,DOI:10.3389/fvets.2023.1188752,CC(=CCCC(=CCO)C)C,Geraniol,1,"[(5, 'C', 0, ''), (10, 'O', 0, '')]",0.18
Helichrysum amorginum,0,No Reference,CC(=CCCC(=CCO)C)C,Geraniol,1,"[(1, 'C', 0, ''), (5, 'C', 0, ''), (9, 'C', 0, '')]",0.3211
Monarda fistulosa,0,No Reference,CC(=CCCC(=CCO)C)C,Geraniol,1,"[(1, 'C', 0, ''), (5, 'C', 0, ''), (8, 'O', 0, '')]",0.9315
Alpinia katsumadai,0,No Reference,CC(=CCCC(=CCO)C)C,Geraniol,1,"[(1, 'C', 0, ''), (5, 'C', 0, ''), (8, 'O', 0, '')]",0.25
Viburnum orientale,0,No Reference,CC(=CCCC(=CCO)C)C,Geraniol,1,"[(1, 'C', 0, ''), (9, 'O', 0, '')]",0.1015
Cymbopogon winterianus,1,DOI:10.1080/13880200802055917,CC(=CCCC(=CCO)C)C,Geraniol,1,"[(5, 'C', 0, ''), (10, 'O', 0, '')]",0.226
Cymbopogon nardus,0,DOI:10.1016/j.foodcont.2005.11.009,CC(=CCCC(=CCO)C)C,Geraniol,1,"[(5, 'C', 0, ''), (10, 'O', 0, '')]",0.1683
Thymus quinquecostatus,1,DOI:10.1007/BF02973874,CC(=CCCC(=CCO)C)C,Geraniol,1,"[(10, 'O', 0, '')]",0.0934
Citrus sinensis,0,DOI:10.3390/molecules26113412,CC(=CCCC(=CCOC(=O)C)C)C,Geranyl acetate,1,"[(7, 'C', 0, '')]",0.094
Helichrysum amorginum,0,No Reference,CC(=CCCC(=CCOC(=O)C)C)C,Geranyl acetate,1,"[(1, 'C', 0, ''), (5, 'C', 0, ''), (9, 'C', 0, '')]",0.2076
Helichrysum amorginum,0,No Reference,CC(=CCCC(=CCOC(=O)C)C)C,Geranyl acetate,1,"[(1, 'C', 0, ''), (5, 'C', 0, ''), (9, 'C', 0, '')]",0.2076
Dracocephalum moldavica,1,DOI:10.3390/plants11070941,CC(=CCCC(=CCOC(=O)C)C)C,Geranyl acetate,1,"[(1, 'C', 0, ''), (5, 'C', 0, '')]",0.378
Melicocca bijuga,0,No Reference,CCCCCCCCCCCCCCCC(=O)O,Hexadecanoic acid,1,"[(15, 'C', 0, ''), (17, 'O', 0, '')]",0.302
Spartium junceum,0,DOI:10.1186/s12941-020-00371-1,CCCCCCCCCCCCCCCC(=O)O,Hexadecanoic acid,1,"[(17, 'C', 0, ''), (19, 'O', 0, '')]",0.14
Rheum palmatum,1,10.25141/2471-7371-2015-1.0001,CCCCCCCCCCCCCCCC(=O)O,Hexadecanoic acid,1,"[(17, 'C', 0, '')]",0.225
Psidium guajava,0,DOI:10.1155/2013/746165,CCCCCCCCCCCCCCCC(=O)O,Hexadecanoic acid,1,"[(15, 'C', 0, ''), (17, 'O', 0, '')]",0.12
Averrhoa bilimbi,1,DOI:10.4103/0975-7406.199342,CCCCCCCCCCCCCCCC(=O)O,Hexadecanoic acid,1,"[(15, 'C', 0, ''), (17, 'O', 0, '')]",0.204
Catharanthus roseus,0,No Reference,CCCCCCCCCCCCCCCC(=O)O,Hexadecanoic acid,1,"[(15, 'C', 0, ''), (17, 'O', 0, '')]",0.649
Mentha arvensis,0,DOI:10.3390/foods12213938,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(7, 'O', 0, '')]",0.0958
Satureja montana,1,DOI:10.1016/j.foodcont.2005.11.009,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(7, 'C', 0, '')]",0.157
Psidium guajava,0,DOI:10.1155/2013/746165,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(15, 'C', 0, ''), (17, 'O', 0, '')]",0.15
Piper nigrum,1,DOI:10.3389/fvets.2023.1188752,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(7, 'C', 0, '')]",0.1744
Pinus halepensis,0,DOI:10.1016/s2222-1808(14)60323-6,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(7, 'C', 0, '')]",0.102
Picea engelmanni,0,No Reference,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(1, 'C', 0, ''), (5, 'C', 0, '')]",0.1429
Peucedanum zenkeri,0,No Reference,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(7, 'C', 0, '')]",0.232
Lithraea ternifolia,0,No Reference,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(1, 'C', 0, ''), (9, 'O', 0, '')]",0.216
Perilla acuta,0,No Reference,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(1, 'C', 0, '')]",0.204
Tagetes lucida,1,DOI:10.3390/antibiotics10101191,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(7, 'C', 0, '')]",0.165
Abies borisii-regis,0,No Reference,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(7, 'C', 0, '')]",0.226
Lippia alba,1,DOI:10.3390/antibiotics10101191,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(7, 'C', 0, '')]",0.115
Citrus maxima,1,DOI:10.3390/coatings12101492,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(7, 'C', 0, '')]",0.932
Anethum graveolens,1,DOI:10.5281/zenodo.159101,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(8, 'C', 0, '')]",0.1192
Citrus aurantifolia,1,DOI:10.3390/ijms19071966,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(7, 'C', 0, '')]",0.247
Cymbopogon martini,1,DOI:10.3390/antibiotics10101191,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(7, 'C', 0, '')]",0.136
Agathosma betulina,0,No Reference,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(11, 'O', 0, '')]",0.1164
Levisticum officinale,1,DOI:10.3389/fvets.2023.1188752,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(5, 'C', 0, '')]",0.0906
Cupressocyparis leylandii,0,No Reference,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(7, 'C', 0, '')]",0.151
Citrus bergamia,1,DOI:10.3390/foods12010203,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(1, 'C', 0, ''), (10, 'C', 0, '')]",0.402
Citrus japonica,1,DOI:10.3390/molecules26113412,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(7, 'C', 0, '')]",0.884
Citrus paradisi,1,DOi:10.1111/j.1365-2621.2011.02640.x,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(7, 'C', 0, '')]",0.9253
Citrus sinensis,0,DOI:10.3390/molecules26113412,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(7, 'C', 0, '')]",0.242
Croton zambesicus,0,No Reference,CC1=CCC(CC1)C(=C)C,Limonene,1,"[(7, 'C', 0, '')]",0.192
Agathosma rosmarinifolia,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(3, 'C', 0, ''), (6, 'C', 0, '')]",0.259
Salvia sclarea,0,DOI:10.1002/fsn3.116,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(1, 'C', 0, ''), (10, 'C', 0, '')]",0.1862
Citrus reticulata,0,DOI:10.3390/molecules26113412,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(1, 'C', 0, ''), (9, 'O', 0, '')]",0.2733
Thymus serpyllum,1,DOI:10.1016/j.foodcont.2005.11.009,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(1, 'C', 0, ''), (9, 'O', 0, '')]",0.252
Homalomena aromatica,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(10, 'O', 0, '')]",0.621
Fissitigma shangtzeense,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(1, 'C', 0, ''), (9, 'O', 0, '')]",0.3779
Spartium junceum,0,DOI:10.1186/s12941-020-00371-1,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(17, 'C', 0, ''), (19, 'O', 0, '')]",0.1091
Daucus carota,0,DOI:10.1155/2016/9045196,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(11, 'O', 0, '')]",0.149
Citrus aurantium,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(1, 'C', 0, ''), (10, 'C', 0, '')]",0.32
Jasminum sambac,0,DOI:DOI:10.3390/coatings12101492,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(1, 'C', 0, ''), (5, 'C', 0, ''), (9, 'C', 0, '')]",0.2
Perilla frutescens,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(1, 'C', 0, ''), (5, 'C', 0, '')]",0.1127
Platonia insignis,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(1, 'C', 0, ''), (9, 'O', 0, '')]",0.241
Aeollanthus suaveolens,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(1, 'C', 0, ''), (10, 'C', 0, '')]",0.4186
Achillea ligustica,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(1, 'C', 0, ''), (9, 'O', 0, '')]",0.7084
Ocimum basilicum,1,10.1016/j.foodchem.2021.129940,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(1, 'C', 0, ''), (9, 'O', 0, '')]",0.436
Lavandula latifolia,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(1, 'C', 0, ''), (9, 'O', 0, '')]",0.252
Viburnum orientale,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(1, 'C', 0, ''), (9, 'O', 0, '')]",0.511
Lawsonia inermis,1,DOI:10.1080/14786419.2019.1569006,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(11, 'C', 0, '')]",0.198
Zanthoxylum armatum,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(2, 'C', 0, '')]",0.72
Mentha citrata,1,DOI:10.1016/j.indcrop.2016.07.005,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(1, 'C', 0, ''), (10, 'C', 0, '')]",0.134
Bursera delpechiana,1,DOI:10.21010/ajtcam.v14i3.8,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(1, 'C', 0, ''), (10, 'C', 0, '')]",0.3
Majorana hortensis,1,DOI:10.1155/2016/3694901,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(10, 'O', 0, '')]",0.1641
Lavandula x hybrida,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(1, 'C', 0, ''), (10, 'C', 0, '')]",0.379
Mentha viridis,1,DOI:10.1155/2022/7990508,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(1, 'C', 0, ''), (10, 'C', 0, '')]",0.497
Lonicera japonica,1,DOI:10.1155/2015/905063,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(1, 'C', 0, ''), (5, 'C', 0, ''), (9, 'C', 0, '')]",0.4
Litsea zeylanica,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(1, 'C', 0, ''), (9, 'O', 0, '')]",0.5491
Zataria multiflora,1,DOI:10.1016/j.foodres.2008.07.018,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(1, 'C', 0, ''), (10, 'C', 0, '')]",0.6222
Lithraea ternifolia,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(1, 'C', 0, ''), (9, 'O', 0, '')]",0.121
Monarda didyma,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(1, 'C', 0, ''), (9, 'O', 0, '')]",0.645
Lavandula angustifolia,1,DOI:10.3390/coatings12101492,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(1, 'C', 0, ''), (10, 'C', 0, '')]",0.477
Narcissus jonquilla,0,No Reference,CC(=CCCC(C)(C=C)O)C,Linalool,1,"[(2, 'C', 0, '')]",0.178
Lavandula x hybrida,0,No Reference,CC(=CCCC(C)(C=C)OC(=O)C)C,Linalyl acetate,1,"[(1, 'C', 0, ''), (10, 'C', 0, '')]",0.223
Citrus bergamia,1,DOI:10.3390/foods12010203,CC(=CCCC(C)(C=C)OC(=O)C)C,Linalyl acetate,1,"[(1, 'C', 0, ''), (10, 'C', 0, '')]",0.281
Aeollanthus suaveolens,0,No Reference,CC(=CCCC(C)(C=C)OC(=O)C)C,Linalyl acetate,1,"[(1, 'C', 0, ''), (10, 'C', 0, '')]",0.1583
Zataria multiflora,1,DOI:10.1016/j.foodres.2008.07.018,CC(=CCCC(C)(C=C)OC(=O)C)C,Linalyl acetate,1,"[(1, 'C', 0, ''), (10, 'C', 0, '')]",0.1152
Mentha citrata,1,DOI:10.1016/j.indcrop.2016.07.005,CC(=CCCC(C)(C=C)OC(=O)C)C,Linalyl acetate,1,"[(1, 'C', 0, ''), (10, 'C', 0, '')]",0.662
Mentha viridis,1,DOI:10.1155/2022/7990508,CC(=CCCC(C)(C=C)OC(=O)C)C,Linalyl acetate,1,"[(1, 'C', 0, ''), (10, 'C', 0, '')]",0.2377
Lavandula angustifolia,1,DOI:10.3390/coatings12101492,CC(=CCCC(C)(C=C)OC(=O)C)C,Linalyl acetate,1,"[(1, 'C', 0, ''), (10, 'C', 0, '')]",0.3599
Salvia sclarea,0,DOI:10.1002/fsn3.116,CC(=CCCC(C)(C=C)OC(=O)C)C,Linalyl acetate,1,"[(1, 'C', 0, ''), (10, 'C', 0, '')]",0.6993
Bursera delpechiana,1,DOI:10.21010/ajtcam.v14i3.8,CC(=CCCC(C)(C=C)OC(=O)C)C,Linalyl acetate,1,"[(1, 'C', 0, ''), (10, 'C', 0, '')]",0.47
Citrus aurantium,0,No Reference,CC(=CCCC(C)(C=C)OC(=O)C)C,Linalyl acetate,1,"[(1, 'C', 0, ''), (10, 'C', 0, '')]",0.168
Spartium junceum,0,DOI:10.1186/s12941-020-00371-1,CCC=CCC=CCC=CCCCCCCCC(=O)O,Linolenic acid,1,"[(17, 'C', 0, ''), (19, 'O', 0, '')]",0.09
Osmanthus fragrans,0,No Reference,CCC=CCC=CCC=CCCCCCCCC(=O)O,Linolenic acid,1,"[(17, 'C', 0, ''), (19, 'O', 0, '')]",0.174
Mentha arvensis,0,DOI:10.3390/foods12213938,CC1CCC(C(C1)O)C(C)C,Menthol,1,"[(7, 'O', 0, '')]",0.2877
Mentha piperita,0,DOI:10.3390/molecules24050900,CC1CCC(C(C1)O)C(C)C,Menthol,1,"[(7, 'O', 0, '')]",0.412
Mimusops elengi,1,DOI:10.3389/fvets.2023.1188752,COC(=O)C1=CC=CC=C1,Methyl benzoate,1,"[(2, 'C', 0, '')]",0.134
Narcissus jonquilla,0,No Reference,COC(=O)C1=CC=CC=C1,Methyl benzoate,1,"[(2, 'C', 0, '')]",0.234
Pimenta racemosa,1,DOI:10.5897/JMPR2017.6435,CC(=CCCC(=C)C=C)C,Myrcene,1,"[(1, 'C', 0, ''), (5, 'C', 0, '')]",0.266
Picea engelmanni,0,No Reference,CC(=CCCC(=C)C=C)C,Myrcene,1,"[(1, 'C', 0, ''), (5, 'C', 0, '')]",0.2445
Cymbopogon citratus,0,DOI:10.3390/molecules24050900,CC(=CCCC(=C)C=C)C,Myrcene,1,"[(1, 'C', 0, ''), (5, 'C', 0, '')]",0.1036
Chaerophyllum macrospermum,0,No Reference,CC(=CCCC(=C)C=C)C,Myrcene,1,"[(1, 'C', 0, ''), (5, 'C', 0, '')]",0.101
Majorana hortensis,1,DOI:10.1155/2016/3694901,CC1=CCC(CC1)(C(C)C)O,Terpinen-4-ol,1,"[(10, 'O', 0, '')]",0.1767
Melaleuca alternifolia,0,DOI:10.1177/1934578X19878904,CC1=CCC(CC1)(C(C)C)O,Terpinen-4-ol,1,"[(10, 'O', 0, '')]",0.2941
Homalomena aromatica,0,No Reference,CC1=CCC(CC1)(C(C)C)O,Terpinen-4-ol,1,"[(10, 'O', 0, '')]",0.172
Thymus zygis,1,DOI:10.1111/j.1600-0463.2005.apm1130101.x,CC1=CC(=C(C=C1)C(C)C)O,Thymol,1,"[(10, 'O', 0, '')]",0.5165
Thymus vulgaris,1,DOI:10.1016/j.foodcont.2005.11.009,CC1=CC(=C(C=C1)C(C)C)O,Thymol,1,"[(10, 'O', 0, '')]",0.272
Thymus satureoides,1,DOI:10.1016/j.foodcont.2005.11.009,CC1=CC(=C(C=C1)C(C)C)O,Thymol,1,"[(8, 'O', 0, '')]",0.1
Coleus aromaticus,1,DOI:10.1155/2012/457150,CC1=CC(=C(C=C1)C(C)C)O,Thymol,1,"[(10, 'O', 0, '')]",0.413
