Plant_Species,Salmonella Typhimurium,Reference,Bit_807,BitInterpretations
Abies borisii-regis,0,No Reference,1,"{35: [(8, 'C', 1, 'C=C')], 188: [(1, 'C', 1, 'CC(C)(C)C')], 204: [(1, 'C', 2, 'C=C(C)C(C)(C)C(C)C')], 380: [(4, 'C', 2, 'CCCC(C)C')], 528: [(2, 'C', 1, 'CC(C)C')], 926: [(3, 'C', 0, ''), (4, 'C', 0, ''), (6, 'C', 0, '')], 1019: [(2, 'C', 0, ''), (5, 'C', 0, '')], 1057: [(0, 'C', 0, ''), (9, 'C', 0, '')], 1060: [(1, 'C', 0, '')], 1274: [(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC')], 1281: [(2, 'C', 2, 'CCC(CC)C(C)(C)C')], 1286: [(7, 'C', 2, 'C=C(C(C)C)C(C)(C)C')], 1288: [(7, 'C', 1, 'C=C(C)C')], 1292: [(6, 'C', 1, 'CCC')], 1325: [(3, 'C', 1, 'CCC'), (4, 'C', 1, 'CCC')], 1366: [(8, 'C', 0, '')], 1380: [(7, 'C', 0, '')], 1470: [(5, 'C', 2, 'C=C(C)C(CC)CC')], 1509: [(6, 'C', 2, 'CC(C)CC(C)C')], 1980: [(3, 'C', 2, 'CCCC(C)C')], 2000: [(5, 'C', 1, 'CC(C)C')]}; {67: [(2, 'C', 2, 'CCC=C(C)C')], 89: [(7, 'C', 1, 'C=C(C)C')], 160: [(4, 'C', 2, 'C=C(C)C(CC)CC')], 598: [(3, 'C', 1, 'CCC')], 807: [(7, 'C', 0, '')], 835: [(6, 'C', 2, 'C=C(C)CCC')], 872: [(1, 'C', 2, 'CC=C(C)CC')], 926: [(3, 'C', 0, ''), (5, 'C', 0, ''), (6, 'C', 0, '')], 974: [(4, 'C', 1, 'CC(C)C')], 1017: [(9, 'C', 1, 'CC')], 1019: [(4, 'C', 0, '')], 1022: [(8, 'C', 1, 'C=C')], 1057: [(0, 'C', 0, ''), (9, 'C', 0, '')], 1325: [(5, 'C', 1, 'CCC')], 1366: [(8, 'C', 0, '')], 1380: [(1, 'C', 0, '')], 1579: [(3, 'C', 2, 'C=CCC(C)C')], 1722: [(0, 'C', 1, 'CC')], 1738: [(6, 'C', 1, 'CCC')], 1781: [(2, 'C', 1, 'C=CC')], 1784: [(5, 'C', 2, 'CCCC(C)C')], 1873: [(2, 'C', 0, '')], 1979: [(1, 'C', 1, 'C=C(C)C')], 2044: [(7, 'C', 2, 'C=C(C)C(C)C')]}; {35: [(6, 'C', 1, 'C=C')], 58: [(3, 'C', 2, 'CCCC(C)C')], 113: [(7, 'C', 2, 'C=C(C)C1CCC1(C)C')], 383: [(1, 'C', 2, 'CC1CC(C)C1(C)C')], 483: [(4, 'C', 2, 'C=C(C)CCC')], 528: [(2, 'C', 1, 'CC(C)C')], 536: [(8, 'C', 2, 'CC1CC(C)C1')], 549: [(1, 'C', 1, 'CC(C)(C)C')], 574: [(5, 'C', 1, 'C=C(C)C')], 926: [(3, 'C', 0, ''), (4, 'C', 0, ''), (8, 'C', 0, '')], 1019: [(2, 'C', 0, ''), (7, 'C', 0, '')], 1057: [(0, 'C', 0, ''), (9, 'C', 0, '')], 1060: [(1, 'C', 0, '')], 1274: [(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC')], 1292: [(8, 'C', 1, 'CCC')], 1325: [(3, 'C', 1, 'CCC')], 1366: [(6, 'C', 0, '')], 1380: [(5, 'C', 0, '')], 1509: [(5, 'C', 2, 'C=C(CC)C(C)C')], 1738: [(4, 'C', 1, 'CCC')], 1950: [(7, 'C', 1, 'CC(C)C')], 1954: [(2, 'C', 2, 'CCC1CCC1(C)C')]}"
Abies semenovii,0,No Reference,1,"{67: [(2, 'C', 2, 'CCC=C(C)C')], 80: [(9, 'C', 0, ''), (10, 'C', 0, '')], 133: [(7, 'C', 2, 'C=C(CC)C(C)C')], 357: [(10, 'C', 2, 'C=CCCC')], 401: [(10, 'C', 1, 'CCC')], 479: [(11, 'C', 1, 'C=CC')], 598: [(3, 'C', 1, 'CCC')], 694: [(11, 'C', 0, '')], 807: [(7, 'C', 0, ''), (12, 'C', 0, '')], 835: [(6, 'C', 2, 'C=C(C)CCC')], 872: [(1, 'C', 2, 'CC=C(C)CC')], 926: [(3, 'C', 0, ''), (5, 'C', 0, ''), (6, 'C', 0, '')], 974: [(4, 'C', 1, 'CC(C)C')], 1017: [(13, 'C', 1, 'CC'), (14, 'C', 1, 'CC')], 1019: [(4, 'C', 0, '')], 1022: [(8, 'C', 1, 'C=C')], 1057: [(0, 'C', 0, ''), (13, 'C', 0, ''), (14, 'C', 0, '')], 1247: [(4, 'C', 2, 'C=C(C)C(CC)CC')], 1257: [(12, 'C', 1, 'C=C(C)C')], 1314: [(7, 'C', 1, 'C=C(C)C')], 1325: [(5, 'C', 1, 'CCC')], 1366: [(8, 'C', 0, '')], 1380: [(1, 'C', 0, '')], 1429: [(9, 'C', 2, 'C=C(C)CCC')], 1564: [(9, 'C', 1, 'CCC')], 1574: [(11, 'C', 2, 'CCC=C(C)C')], 1579: [(3, 'C', 2, 'C=CCC(C)C')], 1582: [(12, 'C', 2, 'CC=C(C)C')], 1722: [(0, 'C', 1, 'CC')], 1738: [(6, 'C', 1, 'CCC')], 1781: [(2, 'C', 1, 'C=CC')], 1784: [(5, 'C', 2, 'CCCC(C)C')], 1873: [(2, 'C', 0, '')], 1979: [(1, 'C', 1, 'C=C(C)C')]}; {67: [(2, 'C', 2, 'CCC=C(C)C')], 231: [(6, 'C', 1, 'CCC')], 260: [(3, 'C', 2, 'C=CCC(C)C')], 519: [(5, 'C', 1, 'CC(C)C'), (4, 'C', 1, 'CC(C)C')], 549: [(7, 'C', 1, 'CC(C)(C)C')], 559: [(7, 'C', 2, 'CC1C(C)C1(C)C')], 598: [(3, 'C', 1, 'CCC')], 925: [(4, 'C', 2, 'CCC1C(C)C1(C)C')], 926: [(3, 'C', 0, ''), (6, 'C', 0, '')], 1019: [(4, 'C', 0, ''), (5, 'C', 0, '')], 1057: [(0, 'C', 0, ''), (8, 'C', 0, ''), (9, 'C', 0, '')], 1060: [(7, 'C', 0, '')], 1150: [(6, 'C', 2, 'C=C(C)CC(C)C')], 1274: [(8, 'C', 1, 'CC'), (9, 'C', 1, 'CC')], 1305: [(1, 'C', 2, 'CC=C(C)CC')], 1380: [(1, 'C', 0, '')], 1722: [(0, 'C', 1, 'CC')], 1778: [(5, 'C', 2, 'CCC1C(C)C1(C)C')], 1781: [(2, 'C', 1, 'C=CC')], 1873: [(2, 'C', 0, '')], 1979: [(1, 'C', 1, 'C=C(C)C')]}"
Achillea ligustica,0,No Reference,1,"{80: [(3, 'C', 0, ''), (4, 'C', 0, '')], 114: [(5, 'C', 0, '')], 392: [(6, 'C', 1, 'CC')], 401: [(3, 'C', 1, 'CCC')], 479: [(2, 'C', 1, 'C=CC')], 694: [(2, 'C', 0, ''), (7, 'C', 0, '')], 807: [(1, 'C', 0, ''), (9, 'O', 0, '')], 906: [(7, 'C', 2, 'C=CC(C)(C)O')], 973: [(4, 'C', 2, 'CCCC(C)(C)O')], 1017: [(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC')], 1057: [(0, 'C', 0, ''), (6, 'C', 0, ''), (10, 'C', 0, '')], 1125: [(3, 'C', 2, 'C=CCCC')], 1257: [(1, 'C', 1, 'C=C(C)C')], 1308: [(4, 'C', 1, 'CCC')], 1366: [(8, 'C', 0, '')], 1485: [(7, 'C', 1, 'C=CC')], 1574: [(2, 'C', 2, 'CCC=C(C)C')], 1582: [(1, 'C', 2, 'CC=C(C)C')], 1645: [(8, 'C', 1, 'C=C')], 1722: [(5, 'C', 1, 'CC(C)(C)O')], 1908: [(9, 'O', 1, 'CO')], 1999: [(5, 'C', 2, 'C=CC(C)(O)CC')]}"
Aeollanthus suaveolens,0,No Reference,1,"{80: [(3, 'C', 0, ''), (4, 'C', 0, '')], 114: [(5, 'C', 0, '')], 392: [(6, 'C', 1, 'CC')], 401: [(3, 'C', 1, 'CCC')], 479: [(2, 'C', 1, 'C=CC')], 694: [(2, 'C', 0, ''), (7, 'C', 0, '')], 807: [(1, 'C', 0, ''), (9, 'O', 0, '')], 906: [(7, 'C', 2, 'C=CC(C)(C)O')], 973: [(4, 'C', 2, 'CCCC(C)(C)O')], 1017: [(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC')], 1057: [(0, 'C', 0, ''), (6, 'C', 0, ''), (10, 'C', 0, '')], 1125: [(3, 'C', 2, 'C=CCCC')], 1257: [(1, 'C', 1, 'C=C(C)C')], 1308: [(4, 'C', 1, 'CCC')], 1366: [(8, 'C', 0, '')], 1485: [(7, 'C', 1, 'C=CC')], 1574: [(2, 'C', 2, 'CCC=C(C)C')], 1582: [(1, 'C', 2, 'CC=C(C)C')], 1645: [(8, 'C', 1, 'C=C')], 1722: [(5, 'C', 1, 'CC(C)(C)O')], 1908: [(9, 'O', 1, 'CO')], 1999: [(5, 'C', 2, 'C=CC(C)(O)CC')]}; {80: [(3, 'C', 0, ''), (4, 'C', 0, ''), (7, 'C', 0, ''), (8, 'C', 0, '')], 101: [(4, 'C', 2, 'C=C(C)CCC')], 119: [(8, 'C', 2, 'C=C(C)CCC')], 237: [(6, 'C', 2, 'CCC=C(C)C')], 357: [(3, 'C', 2, 'C=CCCC'), (7, 'C', 2, 'C=CCCC')], 385: [(5, 'C', 2, 'CC=C(C)CC')], 401: [(3, 'C', 1, 'CCC'), (7, 'C', 1, 'CCC')], 479: [(2, 'C', 1, 'C=CC'), (6, 'C', 1, 'C=CC')], 694: [(2, 'C', 0, ''), (6, 'C', 0, ''), (11, 'C', 0, '')], 807: [(1, 'C', 0, ''), (5, 'C', 0, ''), (9, 'C', 0, '')], 959: [(11, 'C', 1, 'C=CC')], 1017: [(0, 'C', 1, 'CC'), (13, 'C', 1, 'CC'), (14, 'C', 1, 'CC')], 1022: [(10, 'C', 1, 'C=C')], 1057: [(0, 'C', 0, ''), (13, 'C', 0, ''), (14, 'C', 0, '')], 1170: [(9, 'C', 2, 'C=CC(=C)CC')], 1257: [(1, 'C', 1, 'C=C(C)C')], 1366: [(10, 'C', 0, ''), (12, 'C', 0, '')], 1564: [(4, 'C', 1, 'CCC'), (8, 'C', 1, 'CCC')], 1574: [(2, 'C', 2, 'CCC=C(C)C')], 1582: [(1, 'C', 2, 'CC=C(C)C')], 1645: [(12, 'C', 1, 'C=C')], 1714: [(5, 'C', 1, 'C=C(C)C')], 1736: [(9, 'C', 1, 'C=C(C)C')], 1996: [(11, 'C', 2, 'C=CC(=C)C')]}; {75: [(10, 'C', 2, 'COC(C)=O')], 80: [(3, 'C', 0, ''), (4, 'C', 0, '')], 114: [(5, 'C', 0, '')], 135: [(7, 'C', 2, 'C=CC(C)(C)O')], 193: [(9, 'O', 2, 'CC(=O)OC(C)(C)C')], 231: [(9, 'O', 1, 'COC')], 392: [(6, 'C', 1, 'CC')], 401: [(3, 'C', 1, 'CCC')], 479: [(2, 'C', 1, 'C=CC')], 650: [(11, 'O', 0, '')], 694: [(2, 'C', 0, ''), (7, 'C', 0, '')], 695: [(9, 'O', 0, '')], 807: [(1, 'C', 0, ''), (10, 'C', 0, '')], 1017: [(0, 'C', 1, 'CC'), (12, 'C', 1, 'CC'), (13, 'C', 1, 'CC')], 1035: [(10, 'C', 1, 'CC(=O)O')], 1057: [(0, 'C', 0, ''), (6, 'C', 0, ''), (12, 'C', 0, ''), (13, 'C', 0, '')], 1125: [(3, 'C', 2, 'C=CCCC')], 1180: [(4, 'C', 2, 'CCCC(C)(C)O')], 1257: [(1, 'C', 1, 'C=C(C)C')], 1308: [(4, 'C', 1, 'CCC')], 1366: [(8, 'C', 0, '')], 1485: [(7, 'C', 1, 'C=CC')], 1574: [(2, 'C', 2, 'CCC=C(C)C')], 1582: [(1, 'C', 2, 'CC=C(C)C')], 1645: [(8, 'C', 1, 'C=C')], 1791: [(5, 'C', 2, 'C=CC(C)(CC)OC')], 1917: [(11, 'O', 1, 'C=O')], 1929: [(5, 'C', 1, 'CC(C)(C)O')]}"
Agathosma betulina,0,No Reference,1,"{1: [(9, 'C', 0, '')], 126: [(6, 'C', 2, 'C=C(O)C(=O)C(C)C')], 219: [(1, 'C', 2, 'CCC(C)C(C)=O')], 276: [(6, 'C', 1, 'CC(C)=O')], 283: [(10, 'C', 1, 'CC'), (11, 'C', 1, 'CC')], 314: [(7, 'O', 1, 'C=O')], 382: [(9, 'C', 2, 'C=C(C)C(C)C')], 598: [(9, 'C', 1, 'CC(C)C')], 650: [(7, 'O', 0, '')], 807: [(8, 'O', 0, '')], 926: [(2, 'C', 0, ''), (3, 'C', 0, '')], 1019: [(1, 'C', 0, '')], 1057: [(0, 'C', 0, ''), (10, 'C', 0, ''), (11, 'C', 0, '')], 1220: [(2, 'C', 2, 'CCCC(C)C')], 1309: [(0, 'C', 1, 'CC')], 1325: [(2, 'C', 1, 'CCC')], 1380: [(4, 'C', 0, ''), (5, 'C', 0, ''), (6, 'C', 0, '')], 1389: [(5, 'C', 1, 'C=C(C)O')], 1450: [(1, 'C', 1, 'CC(C)C')], 1574: [(4, 'C', 1, 'C=C(C)C')], 1602: [(8, 'O', 1, 'CO')], 1738: [(3, 'C', 1, 'CCC')], 1741: [(3, 'C', 2, 'C=C(C)CCC')], 1751: [(4, 'C', 2, 'CCC(=C(C)O)C(C)C')], 1761: [(5, 'C', 2, 'CC(=O)C(O)=C(C)C')]}; {1: [(8, 'C', 0, '')], 56: [(8, 'C', 2, 'CC(C)C(C)C')], 231: [(7, 'C', 1, 'CCC')], 253: [(8, 'C', 1, 'CC(C)C')], 283: [(9, 'C', 1, 'CC'), (10, 'C', 1, 'CC')], 314: [(6, 'O', 1, 'C=O')], 370: [(5, 'C', 1, 'CC(C)=O')], 407: [(4, 'C', 2, 'CCC(C(C)=O)C(C)C')], 650: [(6, 'O', 0, '')], 926: [(2, 'C', 0, ''), (3, 'C', 0, ''), (7, 'C', 0, '')], 1019: [(1, 'C', 0, ''), (4, 'C', 0, '')], 1057: [(0, 'C', 0, ''), (9, 'C', 0, ''), (10, 'C', 0, '')], 1148: [(1, 'C', 1, 'CC(C)C')], 1225: [(5, 'C', 2, 'CCC(=O)C(C)C')], 1290: [(7, 'C', 2, 'CC(=O)CC(C)C')], 1309: [(0, 'C', 1, 'CC')], 1325: [(2, 'C', 1, 'CCC'), (3, 'C', 1, 'CCC')], 1380: [(5, 'C', 0, '')], 1480: [(4, 'C', 1, 'CC(C)C')], 1818: [(2, 'C', 2, 'CCCC(C)C')], 1825: [(1, 'C', 2, 'CCC(C)CC')], 1923: [(3, 'C', 2, 'CCCC(C)C')]}; {67: [(2, 'C', 2, 'CCC=C(C)C')], 89: [(7, 'C', 1, 'C=C(C)C')], 160: [(4, 'C', 2, 'C=C(C)C(CC)CC')], 598: [(3, 'C', 1, 'CCC')], 807: [(7, 'C', 0, '')], 835: [(6, 'C', 2, 'C=C(C)CCC')], 872: [(1, 'C', 2, 'CC=C(C)CC')], 926: [(3, 'C', 0, ''), (5, 'C', 0, ''), (6, 'C', 0, '')], 974: [(4, 'C', 1, 'CC(C)C')], 1017: [(9, 'C', 1, 'CC')], 1019: [(4, 'C', 0, '')], 1022: [(8, 'C', 1, 'C=C')], 1057: [(0, 'C', 0, ''), (9, 'C', 0, '')], 1325: [(5, 'C', 1, 'CCC')], 1366: [(8, 'C', 0, '')], 1380: [(1, 'C', 0, '')], 1579: [(3, 'C', 2, 'C=CCC(C)C')], 1722: [(0, 'C', 1, 'CC')], 1738: [(6, 'C', 1, 'CCC')], 1781: [(2, 'C', 1, 'C=CC')], 1784: [(5, 'C', 2, 'CCCC(C)C')], 1873: [(2, 'C', 0, '')], 1979: [(1, 'C', 1, 'C=C(C)C')], 2044: [(7, 'C', 2, 'C=C(C)C(C)C')]}; {1: [(8, 'C', 0, '')], 56: [(8, 'C', 2, 'CC(C)C(C)C')], 253: [(8, 'C', 1, 'CC(C)C')], 276: [(3, 'C', 1, 'CC(C)=O')], 283: [(9, 'C', 1, 'CC'), (10, 'C', 1, 'CC')], 314: [(4, 'O', 1, 'C=O')], 544: [(6, 'C', 2, 'CCCC(C)C')], 602: [(5, 'C', 2, 'CCC(C(C)=O)C(C)C')], 650: [(4, 'O', 0, '')], 807: [(11, 'O', 0, '')], 926: [(6, 'C', 0, ''), (7, 'C', 0, '')], 1019: [(5, 'C', 0, '')], 1057: [(0, 'C', 0, ''), (9, 'C', 0, ''), (10, 'C', 0, '')], 1254: [(7, 'C', 2, 'C=C(C)CCC')], 1325: [(6, 'C', 1, 'CCC')], 1380: [(1, 'C', 0, ''), (2, 'C', 0, ''), (3, 'C', 0, '')], 1389: [(2, 'C', 1, 'C=C(C)O')], 1480: [(5, 'C', 1, 'CC(C)C')], 1544: [(3, 'C', 2, 'C=C(O)C(=O)C(C)C')], 1572: [(1, 'C', 2, 'CCC(C)=C(C)O')], 1576: [(1, 'C', 1, 'C=C(C)C')], 1602: [(11, 'O', 1, 'CO')], 1722: [(0, 'C', 1, 'CC')], 1738: [(7, 'C', 1, 'CCC')], 1775: [(2, 'C', 2, 'CC(=O)C(O)=C(C)C')]}"
Agathosma rosmarinifolia,0,No Reference,1,"{80: [(3, 'C', 0, ''), (4, 'C', 0, '')], 114: [(5, 'C', 0, '')], 392: [(6, 'C', 1, 'CC')], 401: [(3, 'C', 1, 'CCC')], 479: [(2, 'C', 1, 'C=CC')], 694: [(2, 'C', 0, ''), (7, 'C', 0, '')], 807: [(1, 'C', 0, ''), (9, 'O', 0, '')], 906: [(7, 'C', 2, 'C=CC(C)(C)O')], 973: [(4, 'C', 2, 'CCCC(C)(C)O')], 1017: [(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC')], 1057: [(0, 'C', 0, ''), (6, 'C', 0, ''), (10, 'C', 0, '')], 1125: [(3, 'C', 2, 'C=CCCC')], 1257: [(1, 'C', 1, 'C=C(C)C')], 1308: [(4, 'C', 1, 'CCC')], 1366: [(8, 'C', 0, '')], 1485: [(7, 'C', 1, 'C=CC')], 1574: [(2, 'C', 2, 'CCC=C(C)C')], 1582: [(1, 'C', 2, 'CC=C(C)C')], 1645: [(8, 'C', 1, 'C=C')], 1722: [(5, 'C', 1, 'CC(C)(C)O')], 1908: [(9, 'O', 1, 'CO')], 1999: [(5, 'C', 2, 'C=CC(C)(O)CC')]}; {1: [(1, 'C', 0, '')], 80: [(6, 'C', 0, '')], 116: [(5, 'S', 0, '')], 283: [(0, 'C', 1, 'CC'), (2, 'C', 1, 'CC')], 313: [(1, 'C', 2, 'CC(C)C(=O)S')], 479: [(7, 'C', 1, 'C=CC')], 650: [(4, 'O', 0, '')], 694: [(7, 'C', 0, '')], 807: [(3, 'C', 0, ''), (8, 'C', 0, '')], 1017: [(9, 'C', 1, 'CC'), (10, 'C', 1, 'CC')], 1057: [(0, 'C', 0, ''), (2, 'C', 0, ''), (9, 'C', 0, ''), (10, 'C', 0, '')], 1088: [(7, 'C', 2, 'CC(C)=CCS')], 1168: [(5, 'S', 1, 'CSC')], 1257: [(8, 'C', 1, 'C=C(C)C')], 1349: [(1, 'C', 1, 'CC(C)C')], 1517: [(3, 'C', 1, 'CC(=O)S')], 1582: [(8, 'C', 2, 'CC=C(C)C')], 1584: [(6, 'C', 1, 'CCS')], 1846: [(3, 'C', 2, 'CSC(=O)C(C)C')], 1917: [(4, 'O', 1, 'C=O')], 2023: [(5, 'S', 2, 'CCSC(C)=O')], 2027: [(6, 'C', 2, 'C=CCSC')]}; {80: [(1, 'C', 0, ''), (5, 'C', 0, ''), (9, 'C', 0, '')], 147: [(2, 'O', 1, 'COC'), (8, 'O', 1, 'COC')], 294: [(0, 'C', 1, 'CC'), (10, 'C', 1, 'CC')], 304: [(3, 'C', 2, 'CCC(=O)OC'), (6, 'C', 2, 'CCC(=O)OC')], 650: [(4, 'O', 0, ''), (7, 'O', 0, '')], 695: [(2, 'O', 0, ''), (8, 'O', 0, '')], 807: [(3, 'C', 0, ''), (6, 'C', 0, '')], 1057: [(0, 'C', 0, ''), (10, 'C', 0, '')], 1152: [(5, 'C', 1, 'CCC')], 1238: [(1, 'C', 1, 'CCO'), (9, 'C', 1, 'CCO')], 1386: [(3, 'C', 1, 'CC(=O)O'), (6, 'C', 1, 'CC(=O)O')], 1464: [(5, 'C', 2, 'O=C(O)CC(=O)O')], 1722: [(1, 'C', 2, 'CCOC'), (9, 'C', 2, 'CCOC')], 1917: [(4, 'O', 1, 'C=O'), (7, 'O', 1, 'C=O')], 2033: [(2, 'O', 2, 'CCOC(C)=O'), (8, 'O', 2, 'CCOC(C)=O')]}"
Aloysia triphylla,0,DOI:10.3390/molecules24050900,1,"{80: [(3, 'C', 0, ''), (4, 'C', 0, '')], 92: [(7, 'C', 1, 'CC=O')], 101: [(4, 'C', 2, 'C=C(C)CCC')], 357: [(3, 'C', 2, 'C=CCCC')], 401: [(3, 'C', 1, 'CCC')], 479: [(2, 'C', 1, 'C=CC')], 650: [(8, 'O', 0, '')], 694: [(2, 'C', 0, ''), (6, 'C', 0, ''), (7, 'C', 0, '')], 807: [(1, 'C', 0, ''), (5, 'C', 0, '')], 1004: [(8, 'O', 1, 'C=O')], 1017: [(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC'), (10, 'C', 1, 'CC')], 1057: [(0, 'C', 0, ''), (9, 'C', 0, ''), (10, 'C', 0, '')], 1168: [(7, 'C', 2, 'C=CC=O')], 1257: [(1, 'C', 1, 'C=C(C)C')], 1319: [(6, 'C', 1, 'C=CC')], 1450: [(6, 'C', 2, 'CC(C)=CC=O')], 1465: [(5, 'C', 2, 'CC=C(C)CC')], 1564: [(4, 'C', 1, 'CCC')], 1574: [(2, 'C', 2, 'CCC=C(C)C')], 1582: [(1, 'C', 2, 'CC=C(C)C')], 1714: [(5, 'C', 1, 'C=C(C)C')]}; {19: [(1, 'C', 2, 'COC(C)(C)C(C)C')], 198: [(5, 'C', 2, 'CCC(C)(CC)OC')], 391: [(2, 'C', 2, 'CCC(CC)C(C)(C)O')], 528: [(2, 'C', 1, 'CC(C)C')], 656: [(6, 'O', 0, '')], 675: [(5, 'C', 1, 'CC(C)(C)O')], 926: [(3, 'C', 0, ''), (4, 'C', 0, ''), (7, 'C', 0, ''), (8, 'C', 0, '')], 1019: [(2, 'C', 0, '')], 1057: [(0, 'C', 0, ''), (9, 'C', 0, ''), (10, 'C', 0, '')], 1060: [(1, 'C', 0, ''), (5, 'C', 0, '')], 1162: [(4, 'C', 1, 'CCC'), (7, 'C', 1, 'CCC')], 1258: [(3, 'C', 2, 'CCCC(C)C'), (8, 'C', 2, 'CCCC(C)C')], 1274: [(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC'), (10, 'C', 1, 'CC')], 1325: [(3, 'C', 1, 'CCC'), (8, 'C', 1, 'CCC')], 1424: [(1, 'C', 1, 'CC(C)(C)O')], 1516: [(6, 'O', 2, 'CC(C)(C)OC(C)(C)C')], 1714: [(4, 'C', 2, 'CCCC(C)(C)O'), (7, 'C', 2, 'CCCC(C)(C)O')], 1730: [(6, 'O', 1, 'COC')]}"
Alpinia katsumadai,0,No Reference,1,"{44: [(7, 'C', 2, 'C=CCO')], 80: [(3, 'C', 0, ''), (4, 'C', 0, ''), (7, 'C', 0, '')], 101: [(4, 'C', 2, 'C=C(C)CCC')], 222: [(8, 'O', 1, 'CO')], 357: [(3, 'C', 2, 'C=CCCC')], 385: [(5, 'C', 2, 'CC=C(C)CC')], 401: [(3, 'C', 1, 'CCC')], 479: [(2, 'C', 1, 'C=CC'), (6, 'C', 1, 'C=CC')], 694: [(2, 'C', 0, ''), (6, 'C', 0, '')], 807: [(1, 'C', 0, ''), (5, 'C', 0, ''), (8, 'O', 0, '')], 1017: [(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC'), (10, 'C', 1, 'CC')], 1057: [(0, 'C', 0, ''), (9, 'C', 0, ''), (10, 'C', 0, '')], 1257: [(1, 'C', 1, 'C=C(C)C')], 1325: [(6, 'C', 2, 'CC(C)=CCO')], 1564: [(4, 'C', 1, 'CCC')], 1574: [(2, 'C', 2, 'CCC=C(C)C')], 1582: [(1, 'C', 2, 'CC=C(C)C')], 1599: [(7, 'C', 1, 'CCO')], 1714: [(5, 'C', 1, 'C=C(C)C')]}; {19: [(1, 'C', 2, 'COC(C)(C)C(C)C')], 198: [(5, 'C', 2, 'CCC(C)(CC)OC')], 391: [(2, 'C', 2, 'CCC(CC)C(C)(C)O')], 528: [(2, 'C', 1, 'CC(C)C')], 656: [(6, 'O', 0, '')], 675: [(5, 'C', 1, 'CC(C)(C)O')], 926: [(3, 'C', 0, ''), (4, 'C', 0, ''), (7, 'C', 0, ''), (8, 'C', 0, '')], 1019: [(2, 'C', 0, '')], 1057: [(0, 'C', 0, ''), (9, 'C', 0, ''), (10, 'C', 0, '')], 1060: [(1, 'C', 0, ''), (5, 'C', 0, '')], 1162: [(4, 'C', 1, 'CCC'), (7, 'C', 1, 'CCC')], 1258: [(3, 'C', 2, 'CCCC(C)C'), (8, 'C', 2, 'CCCC(C)C')], 1274: [(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC'), (10, 'C', 1, 'CC')], 1325: [(3, 'C', 1, 'CCC'), (8, 'C', 1, 'CCC')], 1424: [(1, 'C', 1, 'CC(C)(C)O')], 1516: [(6, 'O', 2, 'CC(C)(C)OC(C)(C)C')], 1714: [(4, 'C', 2, 'CCCC(C)(C)O'), (7, 'C', 2, 'CCCC(C)(C)O')], 1730: [(6, 'O', 1, 'COC')]}; {188: [(1, 'C', 1, 'CC(C)(C)C')], 314: [(8, 'O', 1, 'C=O')], 337: [(6, 'C', 2, 'CC(C)CC(C)(C)C')], 528: [(2, 'C', 1, 'CC(C)C')], 544: [(7, 'C', 1, 'CC(C)=O')], 650: [(8, 'O', 0, '')], 679: [(6, 'C', 1, 'CCC')], 738: [(5, 'C', 2, 'CCC(C)(CC)C(C)=O')], 926: [(3, 'C', 0, ''), (4, 'C', 0, ''), (6, 'C', 0, '')], 1016: [(2, 'C', 2, 'CCC(CC)C(C)(C)C')], 1019: [(2, 'C', 0, '')], 1057: [(0, 'C', 0, ''), (9, 'C', 0, ''), (10, 'C', 0, '')], 1060: [(1, 'C', 0, ''), (5, 'C', 0, '')], 1162: [(4, 'C', 1, 'CCC')], 1258: [(3, 'C', 2, 'CCCC(C)C')], 1274: [(0, 'C', 1, 'CC'), (9, 'C', 1, 'CC'), (10, 'C', 1, 'CC')], 1325: [(3, 'C', 1, 'CCC')], 1338: [(7, 'C', 2, 'CC(C)(C)C(=O)C(C)(C)C')], 1380: [(7, 'C', 0, '')], 1642: [(1, 'C', 2, 'CC(=O)C(C)(C)C(C)C')], 1811: [(4, 'C', 2, 'CCCC(C)(C)C')], 1919: [(5, 'C', 1, 'CC(C)(C)C')]}"
