Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Ginger (China) 6 - Zingiber officinale Roscoe, fam. Zingiberaceae","Ginger (India) 6 - Zingiber officinale Roscoe, fam. Zingiberaceae",0.9230114278205912,Zingiberene,0.38,ar-Curcumene,0.17,beta-Sesquiphellandrene,0.07,beta-Bisabolene,0.05,Camphene,0.05
"Ginger (India) 6 - Zingiber officinale Roscoe, fam. Zingiberaceae","Ginger (China) 6 - Zingiber officinale Roscoe, fam. Zingiberaceae",0.9230114278205912,Zingiberene,0.4,ar-Curcumene,0.17,beta-Sesquiphellandrene,0.07,beta-Bisabolene,0.06,Camphene,0.04
