Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Pepper, black (variety Muntok) - Piper nigrum L., variety Muntok, fam. Piperaceae","Pepper, black 8 - Piper nigrum L., fam. Piperaceae",0.9065815656185696,delta-3-Carene,0.36,Limonene,0.24,beta-Pinene,0.16,alpha-Pinene,0.1,alpha-Phellandrene,0.05
"Pepper, black 8 - Piper nigrum L., fam. Piperaceae","Pepper, black (variety Muntok) - Piper nigrum L., variety Muntok, fam. Piperaceae",0.9065815656185688,delta-3-Carene,0.38,Limonene,0.27,beta-Pinene,0.15,alpha-Pinene,0.09,alpha-Phellandrene,0.04
