Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Eucalyptus citriodora (Australia) - Eucalyptus citriodora Hook. f., fam. Myrtaceae","Eucalyptus citriodora 1b - Eucalyptus citriodora Hook. f., fam. Myrtaceae",0.9967564150518242,Citronellal,0.8,Isoisopulegol,0.09,Citronellol,0.04,Isopulegol,0.03,Linalool,0.01
"Eucalyptus citriodora (Benin) 2 - Eucalyptus citriodora Hook. f., fam. Myrtaceae","Eucalyptus citriodora (India) 2 - Eucalyptus citriodora Hook. f., fam. Myrtaceae",0.9118137420550112,Citronellal,0.8,Citronellol,0.08,Isopulegol,0.05,Citronellyl acetate,0.02,Pulegol,0.02
"Eucalyptus citriodora (China) 1 - Eucalyptus citriodora Hook. f., fam. Myrtaceae","Eucalyptus citriodora (India) 1 - Eucalyptus citriodora Hook. f., fam. Myrtaceae",0.9877679466300144,Citronellal,0.73,Citronellol,0.15,Citronellyl acetate,0.03,"1,8-Cineole",0.02,Linalool,0.02
"Eucalyptus citriodora (India) 2 - Eucalyptus citriodora Hook. f., fam. Myrtaceae","Eucalyptus citriodora (Benin) 2 - Eucalyptus citriodora Hook. f., fam. Myrtaceae",0.9118137420550112,Citronellal,0.8,Citronellol,0.05,Isopulegol,0.04,beta-Caryophyllene,0.02,beta-Pinene,0.01
