Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Sage, dalmatian (Albany) 2 - Salvia officinalis L, fam. Lamiaceae (Labiatae)","Sage, dalmatian (Hungary) 2 - Salvia officinalis L., fam. Lamiaceae (Labiatae)",0.9280623074401292,alpha-Thujone,0.36,beta-Thujone,0.1,Camphor,0.1,Borneol,0.09,Bornyl acetate,0.05
"Sage, dalmatian (Hungary) 2 - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian (Albany) 2 - Salvia officinalis L, fam. Lamiaceae (Labiatae)",0.9280623074401292,alpha-Thujone,0.36,beta-Thujone,0.1,Camphor,0.1,Borneol,0.08,Bornyl acetate,0.05
"Sage, dalmatian (Italy) 9 - Salvia officinalis L., fam. Lamiaceae (Labiatae)","Sage, dalmatian 9 - Salvia officinalis L., fam. Lamiaceae (Labiatae)",0.9748250752908604,Camphor,0.26,alpha-Thujone,0.25,"1,8-Cineole",0.1,Camphene,0.07,beta-Thujone,0.06
