Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Astronium fraxinifolium 1b - Astronium fraxinifolium Schott., fam. Anacardiaceae","Gourd, ridge (Columbia) flower headspace - Luffa acutangula, fam. Cucurbitaceae",0.909865236372527,(E)-beta-Ocimene,0.95,gamma-Cadinene,0.01,delta-Cadinene,0.01,(Z)-beta-Ocimene,0.0,alpha-Cubebene,0.0
"Gourd, ridge (Columbia) flower headspace - Luffa acutangula, fam. Cucurbitaceae","Astronium fraxinifolium 1b - Astronium fraxinifolium Schott., fam. Anacardiaceae",0.909865236372527,(E)-beta-Ocimene,0.9,(Z)-beta-Ocimene,0.05,alpha-Terpineol,0.0,Indole,0.0,alpha-Thujene,0.0
