Plant_Species
"Rosemary (Italy)  4 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Italy)  5 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Italy)  6 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Italy)  7 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Italy)  8 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Italy)  9 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Italy) 10 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Italy) 11 Sardinia - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Italy) 12 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Italy) 13a Cevoli leaf - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Italy) 13b Cevoli flower - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Italy) 13c Cevoli stem - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Italy) 14a Lunigiana leaf - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Italy) 14b Lunigiana flower - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Italy) 14c Lunigiana stem - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Italy) 15 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Japan) - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Morocco) 1 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Morocco) 2 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Portugal) 1 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Portugal) 2 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Sardinia) - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (South Africa) 1 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (South Africa) 2 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Spain) 1 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Spain) 2 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Spain) 3 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Spain) 4 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Spain) 5 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Spain) 6 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Spain) 7 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Spain) 8 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Tunisia) 1 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Tunisia) 2 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Turkey) 1 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Turkey) 2 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Turkey) 3 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Turkey) 4 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Uruguay) - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary (Yugoslavia, Dalmatia) - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary 1a - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary 1b - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary 1c - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosemary 2 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)"
"Rosmarinus eriocalyx (Algeria) 1 - Rosmarinus eriocalyx Jordan & Fourr., fam. Lamiaceae (Labiatae)"
"Rosmarinus eriocalyx (Algeria) 2 - Rosmarinus eriocalyx Jordan & Fourr., fam. Lamiaceae (Labiatae)"
"Rosmarinus eriocalyx (Spain) - Rosmarinus eriocalyx Jordan & Fourr., fam. Lamiaceae (Labiatae)"
"Rosmarinus lavandulaceus - Rosmarinus x lavandulaceus De Noe, fam. Lamiaceae (Labiatae)"
"Rosmarinus mendizablii (Spain) - Rosmarinus x mendizabalii Sagredo ex Rosua, fam. Lamiaceae (Labiatae)"
"Rosmarinus tomentosus (Spain) - Rosmarinus tomentosus Huber-Morath & Maire, fam. Lamiaceae (Labiatae)"
"Rough lemon leaf (India) - Citrus jambhiri Lush., fam. Rutaceae"
"Rough lemon leaf (USA) 1 - Citrus jambhiri Lush., var. Florida, fam. Rutaceae"
"Rough lemon leaf (USA) 2 - Citrus jambhiri Lush., fam. Rutaceae"
"Rough lemon peel (France-Corsica) - Citrus jambhiri Lush., fam. Rutaceae"
"Rue (China) 1 - Ruta graveolens L., fam. Rutaceae"
"Rue (China) 2 - Ruta graveolens L., fam. Rutaceae"
"Rue (Cuba) - Ruta graveolens L., fam. Rutaceae"
"Rue (Egypt) - Ruta graveolens L., fam. Rutaceae"
"Rue (France) - Ruta graveolens L., fam. Rutaceae"
"Rue (Malaysia) 1 - Ruta graveolens L., fam. Rutaceae"
"Rue (Malaysia) 2 - Ruta angustifolia Pers., fam. Rutaceae"
"Rue (Russia) - Ruta graveolens L., fam. Rutaceae"
"Rue (Spain) - Ruta graveolens L., fam. Rutaceae"
"Ruilopezia atropurpurea - Ruilopezia atropurperea (A.C. Sm.) Cuatr., fam. Asteraceae (Compositae)"
"Ruta chalepensis (Greece) - Ruta chalepensis L., fam. Rutaceae"
"Ruta chalepensis (Iran) - Ruta chalepensis L., fam. Rutaceae"
"Ruta chalepensis (Turkey) - Ruta chalepensis L., fam. Rutaceae"
"Saffron 1 - Crocus sativus L., fam. Iridaceae"
"Saffron 2 - Crocus sativus L., fam. Iridaceae"
"Sage, dalmatian (Albany) 1 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Albany) 2 - Salvia officinalis L, fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Albany) 3 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Argentina) - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Bulgaria) - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Bulgaria) 2 - Salvia officinalis L, fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Canada) - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Cuba) - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Czech Republic) - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Dalmatia) 1 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Dalmatia) 2 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Egypt) 1 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Egypt) 2a - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Egypt) 2b - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Finland) - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (France) 1 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (France) 2 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (France) 3 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Greece) - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Hungary) 1 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Hungary) 2 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Hungary) 3 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Italy) 1 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Italy) 2 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Italy) 3 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Italy) 4 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Italy) 5 - Salvia officinalis L. var. angustifolia Ten., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Italy) 6 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Italy) 7 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Italy) 8 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Italy) 9 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Italy-Sardinia) - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Lithuania) - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Morocco) - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (New Zealand) 1a - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (New Zealand) 1b - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Poland) - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Portugal) - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Reunion Island) 1 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Reunion Island) 2 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Romania) 1 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Romania) 2 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Serbia-Montenegro) 1a leaf - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Serbia-Montenegro) 1b flower - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Spain) - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Turkey) - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Yugoslavia) 1 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian (Yugoslavia) 2 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian 1 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian 10 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian 11 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian 12 - Salvia officinalis L., fam. Lamiaceae (Laibatae)"
"Sage, dalmatian 2 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian 3 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian 4 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian 5 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian 6 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian 7 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian 9 - Salvia officinalis L., fam. Lamiaceae (Labiatae)"
"Sage, dalmatian var. Albiflora (USA) - Salvia officinalis L. var. Albiflora, fam. Lamiaceae (Labiatae)"
"Sage, dalmatian var. Berggarten (USA) - Salvia officinalis L. var. Berggarten, fam. Lamiaceae (Labiatae)"
"Sage, dalmatian var. Compacta (USA) - Salvia officinalis L. var. Compacta, fam. Lamiaceae (Labiatae)"
"Sage, dalmatian var. Icterina (USA) - Salvia officinalis L. var. Icterina, fam. Lamiaceae (Labiatae)"
"Sage, dalmatian var. Purpurascens (USA) - Salvia officinalis L. var. Purpurascens, fam Lamiaceae (Labiatae)"
"Sage, dalmatian var. Rubriflora (USA) - Salvia officinalis L. var. Rubriflora, fam. Lamiaceae (Labiatae)"
"Sage, dalmatian var. Tricolor (USA) - Salvia officinalis L. var. Tricolor, fam. Lamiaceae (Labiatae)"
"Sage, dalmatian var. Woodcote Farm (USA) - Salvia officinalis L. var. Woodcote Farm, fam. Lamiaceae (Labiatae)"
"Sage, spanish (Hungary) - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)"
"Sage, spanish (Italy) - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)"
"Sage, spanish (Spain)  1 - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)"
"Sage, spanish (Spain)  2 - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)"
"Sage, spanish (Spain)  3 - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)"
"Sage, spanish (Spain)  4 - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)"
"Sage, spanish (Spain)  5 - Salvia lavandulaefolia Vahl. ssp. lavandulafolia, fam Lamiaceae (Labiatae)"
"Sage, spanish (Spain)  6 - Salvia lavandulaefolia Vahl. ssp. vellerea (Chemotype 1), fam. Lamiaceae"
"Sage, spanish (Spain)  7 - Salvia lavandulaefolia Vahl. ssp. vellerea (Chemotype 2), fam. Lamiaceae"
"Sage, spanish (Spain)  8 - Salvia lavandulaefolia Vahl. ssp. blancoana, fam. Lamiaceae (Labiatae)"
"Sage, spanish (Spain)  9 - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)"
"Sage, spanish (Spain) 10 - Salvia lavandulaefolia Vahl, fam. Lamiaceae (Labiatae)"
"Sage, spanish (Spain) 11 - Salvia lavandulaefolia Vahl. ssp. vellerea, fam. Lamiaceae (Labiatae)"
"Sage, spanish (Spain) 12 - Salvia lavandulaefolia Vahl, fam. Lamiaceae (Labiatae)"
"Sage, spanish (Spain) 13 - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)"
"Sage, spanish (Spain) 14 - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)"
"Sage, spanish 1 - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)"
"Sage, spanish 2 - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)"
"Sage, ssp. altissima (Cuba) - Salvia officinalis L. ssp. altissima, fam. Lamiaceae (Labiatae)"
"Salvadora persica root - Salvadora persica L., fam. Salvadoraceae"
"Salvia aramiensis (Turkey) - Salvia aramiensis Rech. fil., fam. Lamiaceae (Labiatae)"
"Salvia argentea (Greece) - Salvia argentea L., fam. Lamiaceae (Labiatae)"
"Salvia aucheri (Turkey) 1a var. aucheri - Salvia aucheri Benth. var. aucheri, fam. Lamiaceae (Labiatae)"
"Salvia aucheri (Turkey) 1b var. canenscens - Salvia aucheri Benth. var. canenscens, fam. Lamiaceae (Labiatae)"
"Salvia aucheri (Turkey) 2a leaf - Salvia aucheri Benth. var. canescens Boiss. et Heldr., fam. Lamiaceae"
"Salvia brachyodon (Yugoslavia) - Salvia brachyodon Vandas, fam. Lamiaceae (Labiatae)"
"Salvia canariensis (Spain) - Salvia canariensis L., fam. Lamiaceae (Labiatae)"
"Salvia cryptantha (Turkey) - Salvia cryptantha Montbret et Aucher ex Benth., fam. Lamiaceae (Labiatae)"
"Salvia desoleana (Italy) 1a CO2-extract - Salvia desoleana, fam. Lamiaceae (Labiatae)"
"Salvia desoleana (Italy) 1b hydrodistilled - Salvia desoleana, fam. Lamiaceae (Labiatae)"
"Salvia fruticosa (Israel) - Salvia fruticosa Mill. (S. triloba L.), fam. Lamiaceae (Labiatae)"
"Salvia fruticosa (Turkey) - Salvia fruticosa Mill. (S. triloba L.), fam. Lamiaceae (Labiatae)"
"Salvia nemorosa (Canada) - Salvia nemorosa L., fam. Lamiaceae (Labiatae)"
"Salvia officinalis x S. lavandulaefolia vellerea - Salvia officinalis x S. lavandulaefolia ssp. vellerea, fam. Lamiaceae"
"Salvia pomifera - Salvia pomifera L. ssp. calycina (Sm.) Hayek, fam. Lamiaceae (Labiatae)"
"Salvia pratensis (Italy) - Salvia pratensis L. ssp. haematodes (L.) Briq., fam. Lamiaceae (Labiatae)"
"Salvia syriaca (Turkey) - Salvia syriaca L., fam. Lamiaceae (Labiatea)"
"Salvia tomentosa (Turkey) leaf - Salvia tomentosa Mill., fam. Lamiaceae (Labiatae)"
"Salvia triloba 1 - Salvia triloba L. (S. fruticosa Mill.), fam. Lamiaceae (Labiatae)"
"Salvia triloba 2 (Greece) - Salvia triloba L. (S. fruticosa Mill.), fam. Lamiaceae (Labiatae)"
"Salvia verticillata (Canada) - Salvia verticillata L., fam. Lamiaceae (Labiatae)"
"Samurai orchid (Neofinetia) - Neofinetia falcata, fam. Orchidaceae"
"Sandalwood, australian (Australia) - Santalum spicatum L., fam. Santalaceae"
"Sandalwood, indian (China) 1 - Santalum album L., fam. Santalaceae"
"Sandalwood, indian (China) 2 - Santalum album L., fam. Santalaceae"
"Sandalwood, indian (India) 1 - Santalum album L., fam. Santalaceae"
"Sandalwood, indian (India) 2 - Santalum album L., fam. Santalaceae"
"Sandalwood, indian (India) 3 - Santalum album L., fam. Santalaceae"
"Sandalwood, queenslandian (Australia) - Santalum lanceolatum L., fam. Santalaceae"
"Santolina canescens - Santolina rosmarinifolia (L.) ssp. canescens (Lag.) Nyman, fam. Asteraceae"
"Santolina canescens flower - Santolina canescens Lagasca, fam. Asteraceae (Compositae)"
"Santolina chamaecyparisus (Egypt) - Santolina chamaecyparisus L., fam. Asteraceae (Compositae)"
"Santolina chamaecyparisus (France) 1 - Santolina chamaecyparisus L., fam. Asteraceae (Compositae)"
"Santolina chamaecyparisus (France) 2 - Santolina chamaecyparisus L., fam. Asteraceae (Compositae)"
"Santolina chamaecyparisus (France) 3 - Santolina chamaecyparisus L., fam. Asteraceae (Compositae)"
"Santolina chamaecyparisus (Spain) - Santolina chamaecyparisus L., ssp. squarrosa DC., fam. Asteraceae"
"Santolina chamaecyparisus - Santolina chamaecyparisus L., fam. Asteraceae (Compositae)"
"Santolina chamaecyparisus ssp. squarrosa - Santolina chamaecyparisus L. ssp. squarrosa, fam. Asteraceae (Compositae)"
"Santolina insularis (Italy) 1a CO2-extract - Santolina insularis L., fam. Asteraceae (Compositae)"
"Santolina insularis (Italy) 1b hydrodistilled - Santolina insularis L., fam. Asteraceae (Compositae)"
"Santolina ligustica (Italy) - Santolina ligustica Arrigonia, fam. Asteraceae (Compositae)"
"Santolina neapolitana (Italy) - Santolina neapolitana Jordan et Fourr., fam. Asteraceae (Compositae)"
"Santolina pectina - Santolina pectina Lag., fam. Asteraceae (Compositae)"
"Santolina rosmarinifolia - Santolina rosmarinifolia L.ssp.rosmarinifolia, fam.Asteraceae (Compositae)"
"Santolina semidentata - Santolina semidentata Hoffmanns. & Link, fam. Asteraceae (Compositae)"
"Sassafras (Brazil) 1 - Sassafras albidum (Nutt.) Nees, fam. Lauraceae"
"Sassafras 1 - Sassafras albidum (Nutt.) Nees, fam. Lauraceae"
"Sassafras bark (Brazil) - Sassafras albidum (Nutt.) Nees, fam. Lauraceae"
"Sassafras leaf (Brazil) - Sassafras albidum (Nutt.) Nees, fam. Lauraceae"
"Sassafras root bark (USA) 1a - Sassafras albidum (Nutt.) Nees, fam. Lauraceae"
"Sassafras root wood (USA) 1b - Sassafras albidum (Nutt.) Nees, fam. Lauraceae"
"Sassafras wood (Brazil) - Sassafras albidum (Nutt.) Nees, fam. Lauraceae"
"Satsuma mandarin leaf - Citrus unshiu Marcovitch, fam. Rutaceae"
"Satsuma mandarin peel 1 - Citrus unshiu Marcovitch, fam. Rutaceae"
"Satsuma mandarin peel 2 - Citrus unshiu Marcovitch f. Miyagawa, fam. Rutaceae"
"Satureja boissieri (Iran) - Satureja boissieri Hausskn. ex Boiss., fam. Lamiaceae (Labiatae)"
"Satureja boliviana (Argentina) - Satureja boliviana Briq. (Micromeria boliviana Benth.), fam. Lamiaceae"
"Satureja boliviana (Peru) 1 - Satureja boliviana Briq. (Micromeria boliviana Benth.), fam. Lamiaceae"
"Satureja boliviana (Peru) 2 - Satureja boliviana Briq. (Micromeria boliviana Benth.), fam. Lamiaceae"
"Satureja brevicalix (Peru) - Satureja brevicalix Epl., fam. Lamiaceae (Labiatae)"
"Satureja cuneifolia (Croatia) - Satureja cuneifolia Ten. (S. pisidica Wettst.), fam. Lamiaceae (Labiatae)"
"Satureja cuneifolia (Turkey) - Satureja cuneifolia Ten. (S. pisidica Wettst.), fam. Lamiaceae (Labiatae)"
"Satureja gilliesii - Satureja gilliesii (Grah.) Briq., fam. Lamiaceae (Labiatae)"
"Satureja grandiflora (France) - Satureja grandiflora (L.) Scheele (Calamintha g. (L.) Moench), Lamiaceae"
"Satureja parvifolia (Argentina) - Satureja parvifolia (Phil.) Epl., fam. Lamiaceae (Labiatae)"
"Satureja pilosa (Bulgaria) - Satureja pilosa var. pilosa Velen, fam. Lamiaceae (Labiatae)"
"Satureja spicigera (Turkey) - Satureja spicigera (C. Koch) Boiss., fam. Lamiaceae (Labiatae)"
"Satureja thymbra (Israel) 1 - Satureja thymbra L., fam. Lamiaceae (Labiatae)"
"Satureja thymbra (Israel) 2 - Satureja thymbra L., fam. Lamiaceae (Labiatae)"
"Satureja wiedemanniana - Satureja wiedemanniana (Lallem.) Velen, fam. Lamiaceae (Labiatae)"
"Savin (var. Acadia) - Juniperus sabina L. var. Acadia, fam. Cupressaceae"
"Savin (var. Blue Danube) - Juniperus sabina L. var. Blue Danube, fam. Cupressaceae"
"Savin (var. J.S. Mascula) - Juniperus sabina L. var. J.S. Mascula, fam. Cupressaceae"
"Savin 1 - Juniperus sabina L., fam. Cupressaceae"
"Savin 2 - Juniperus sabina L., fam. Cupressaceae"
"Savin 3 - Juniperus sabina L., fam. Cupressaceae"
"Savin 4 - Juniperus sabina L., fam. Cupressaceae"
"Savory, summer (Finland) - Satureja hortensis L., fam. Lamiaceae (Labiatae)"
"Savory, summer (Iran) 1 - Satureja hortensis L., fam. Lamiaceae (Labiatae)"
"Savory, summer (Iran) 2 - Satureja hortensis L., fam. Lamiaceae (Labiatae)"
"Savory, summer (Italy) 1a headspace - Satureja hortensis L., fam. Lamiaceae (Labiatae)"
"Savory, summer (Italy) 1b oil - Satureja hortensis L., fam. Lamiaceae (Labiatae)"
"Savory, summer (Italy) 2 - Satureja hortensis L., fam. Lamiaceae (Labiatae)"
"Savory, summer (Italy) 3 - Satureja hortensis L., fam. Lamiaceae (Labiatae)"
"Savory, summer (Italy) 4 - Satureja hortensis L., fam. Lamiaceae (Labiatae)"
"Savory, summer (Poland) - Satureja hortensis L., cv. Saturn, fam. Lamiaceae (Labiatae)"
"Savory, summer (Scotland) - Satureja hortensis L., fam. Lamiaceae (Labiatae)"
"Savory, summer (Spain) - Satureja hortensis L., fam. Lamiaceae (Labiatae)"
"Savory, winter (Bulgaria) - Satureja montana L. ssp. kitaibelii Wierzb., fam. Lamiaceae (Labiatae)"
"Savory, winter (Croatia) 1 - Satureja montana L., fam. Lamiaceae (Labiatae)"
"Savory, winter (Croatia) 2 - Satureja montana L., fam. Lamiaceae (Labiatae)"
"Savory, winter (France) - Satureja montana L., fam. Lamiaceae (Labiatae)"
"Savory, winter (Italy) 1 - Satureja montana L., fam. Lamiaceae (Labiatae)"
"Savory, winter (Italy) 2 - Saturaja montana L., fam. Lamiaceae (Labiatae)"
"Savory, winter (Italy) 3 - Satureja montana L., fam. Lamiaceae (Labiatae)"
"Savory, winter (Italy) 4 - Satureja montana L., fam. Lamiaceae (Labiatae)"
"Savory, winter (Spain) - Satureja montana L., fam. Lamiaceae (Labiatae)"
"Savory, winter (Yugoslavia) - Satureja montana L, ssp. montana, fam. Lamiaceae (Labiatae)"
"Scaligeria lazica fruit (Turkey) - Scaligeria lazica Boiss., fam. Apiaceae (Umbelliferae)"
"Scallion (Cuba) - Allium fistulosum L., fam. Liliaceae"
