Chemical Name,SMILES
Oxoagarospirol,CC1CCC=C(C=O)C12CCC(C(C)(C)O)C2
"Labda-8,13E-dien-15-ol",CC(=CCO)CCC1=C(C)CCC2C(C)(C)CCCC12C
"6,11-Oxidoacor-4-ene",CC1=CC2OC(C)(C)C3CCC(C)C23CC1
"Isopimar-9(11),15-diene",C=CC1(C)CC=C2C(CCC3C(C)(C)CCCC23C)C1
