Chemical Name,SMILES
Anisalcohol,COC1=CC=C(CO)C=C1
Linalool oxide,CC(C)(O)C1CCC(C)(O1)C=C
2-Phenylethyl 3-methylbutyrate,CC(C)CC(=O)OCCC1=CC=CC=C1
"3,6-Dihydrochamazulene",CCC1=CCC(C)=C2CC=C(C)C2=C1
Copadiene,CC(C)C1CCC2(C)C3C=CC(=C)C2C13
Piperonylacrolein,O=C\C=C/C1=CC2=C(OCO2)C=C1
