,Limonene,beta-Pinene,alpha-Pinene,Bornyl acetate,Camphene,para-Cymene,Borneol,alpha-Muurolene,beta-Caryophyllene,Ylangene,Longifolene,beta-Selinene,delta-Cadinene,gamma-Cadinene,Tricyclene,Myrcene,alpha-Humulene,Cadinene (unknown isomer),Terpinolene,beta-Phellandrene,alpha-Terpinyl acetate,delta-3-Carene,alpha-Terpinene,Sabinene,alpha-Terpineol,Linalool,alpha-Phellandrene,alpha-Fenchol,Terpinen-4-ol,Piperitone,gamma-Terpinene,Camphor,beta-Bisabolene,alpha-Bisabolene,Geraniol,Geranyl acetate,alpha-Copaene,Citronellol,Benzaldehyde,Nerol,Thymol,Carvacrol,(-)-Isopulegol,Citronellal,Aromadendrene,"1,8-Cineole",p-Cymen-8-ol,cis-Sabinene hydrate,trans-Sabinene hydrate,Caryophylladienol,Caryophyllene oxide,Spathulenol,beta-Eudesmol,trans-Carveol,Cumin alcohol,Cuminaldehyde,Hexanal,Eugenol,trans-beta-Terpineol,Germacrene D,beta-Farnesene,Neryl acetate,Perillyl acetate,Nerolidol (unknown isomer),beta-Cubebene,gamma-Elemene,delta-Elemene,(Z)-beta-Farnesene,trans-beta-Bergamotene,gamma-Muurolene,beta-Elemene,(E)-Nerolidol,(E)-beta-Ocimene,alpha-Cadinol,(Z)-beta-Ocimene,T-Cadinol,alpha-Thujene,alpha-Farnesene,Carvone,cis-Carveol,alpha-Selinene,Elemol,Nonanal,"trans-p-Mentha-2,8-dien-1-ol",cis-p-Menth-2-en-1-ol,2-Tetradecenal,Octanal,trans-alpha-Bergamotene,(E)-beta-Farnesene,Linalyl acetate,alpha-Cubebene,Bisabolene (unknown isomer),Cadinol (unknown isomer),Limonene oxide (unknown structure),Ledol,cis-Linalool oxide (5) (furanoid),alpha-Bisabolol,trans-Linalool oxide (5) (furanoid),Decanal,Undecanal,Perilla aldehyde,Geranial,allo-Aromadendrene,Isopiperitenone,trans-Piperitol,Farnesol (unknown isomer),beta-Bisabolol,alpha-Cedrene,Neral,6-Methyl-5-hepten-2-one,(Z)-3-Hexenol,6-Methyl-5-hepten-2-ol,Methyl geranate,Citronellyl acetate,alpha-Bergamotene,Pentadecane,cis-Linalool oxide (unknown isomer),trans-Linalool oxide (unknown isomer),1-Hexanol,(E)-2-Hexenol,Bicyclogermacrene,1-Octanol,Methyl cinnamate,gamma-Eudesmol,3-Octanol,Decyl acetate,Nonyl acetate,Bergamotene (unknown isomer),1-Decanol,cis-alpha-Bergamotene,beta-Sesquiphellandrene,Farnesene (unknown isomer),"3,7-Dimethylocta-1,5-diene-3,7-diol","3,7-Dimethylocta-1,7-dien-3,6-diol","cis-Limonene-1,2-epoxide","trans-Limonene-1,2-epoxide",1-Nonanol,"alpha,p-Dimethylstyrene","cis-p-Mentha-2,8-dien-1-ol","p-2,8-Menthadienol-1",p-Menth-1-en-9-ol,Limonen-10-yl acetate,"p-Mentha-1,8(10)-dien-9-ol",Perillyl alcohol,Humulene epoxide II,beta-Santalene,Sesquiterpene hydrocarbons (unknown),Pulegone,Citronellyl formate,Geranyl formate,"1,4-Cineole",dihydro-Linalool,2-Nonanone,Menthone,beta-Elemol,Isomenthone,Ethyl hexadecanoate,Nootkatone,Valencene,Dodecanal,Octyl acetate,Isomenthol,Cedrol,Cinnamyl alcohol,Cinnamyl aldehyde,beta-Copaene,cis-Dihydrocarvone,Dihydrocarveol,Germacrene B,(E)-2-Decenal,(Z)-4-Decenal,(Z)-Nerolidol,Farnesal (unknown isomer),"(E,Z)-2,6-Dodecadienal",Geranyl propionate,alpha-Terpinyl propionate,Methyl heptenone (unknown structure),2-Nonenal,Heptanal,Sesquiphellandrene,trans-p-Menth-2-en-1-ol,3-n-Butylphthalide,(E)-alpha-Ionone,Tridecane,Tetradecane,(E)-2-Nonenal,Pentylbenzene,Eudesmol (unknown isomer),gamma-Terpineol,Ligustilide,"cis-3-Butylidene-4,5-dihydrophthalide",trans-Isopulegone,"(E,E)-alpha-Farnesene",Acetophenone,Isopulegol,Sinensal (unknown isomer),Methyl N-methyl anthranilate,Heptyl acetate,alpha-Sinensal,Neryl propionate,"1,3,8-p-Menthatriene",Globulol,Viridiflorol,beta-Sinensal,Methyl thymol,alpha-Eudesmol,Methyl anthranilate,Phytol,beta-Terpineol,Decanoic acid,Dodecanoic acid,Citronellyl propionate,Geranyl butyrate,"(E,E)-Farnesol",Cedrenol,Nonanoic acid,Campherenol,"(E,Z)-2,4-Decadienal","(E,E)-2,4-Decadienal",Hexadecanal,Tetradecanal,Pentadecanal,Terpinen-1-ol,Tridecanal,Isoeugenol,3-Octyl acetate,Ethyl linolenate,Ethyl linoleate,Terpinyl acetate (unknown isomer),Heptadecanal,Octadecanal,Indole,"(Z,E)-Farnesol",1-Undecanol,p-Menth-2-en-1-ol,cis-beta-Terpineol,Ocimenol,trans-Isopiperitenol,Citroptene,"cis,p-1(7),8-Menthadienol-2","trans,p-1(7),8-Menthadienol-2","2,3-Dimethyl-3-(4-methyl-3-pentenyl)-2-norbornanol",Undecyl acetate,"cis-4,7-Dimethylbicyclo[3.2.1]oct-3-en-6-one",gamma-Isogeraniol,1-Dodecene,Undecanoic acid,Citral,"(E,E)-Farnesyl acetate",epi-beta-Santalene,"2,3-Dimethyl-3-(4-methylpentyl)-2-norbornanol","cis-Limonene-8,9-oxide",delta-Muurolene,(E)-2-Undecenal,3-Methylbenzaldehyde,p-Menth-4(8)-en-9-ol,Isopulegone,2-Dodecenol,trans-alpha-Bisabolene,"6,7-Epoxymyrcene",Limonene dioxide,cis-alpha-Bisabolene,Dodecyl acetate,Cedryl acetate,(E)-2-Dodecenal,(E)-2-Tetradecenal,(E)-2-Tridecenal,"trans-Limonene-8,9-oxide","1,4,8-p-Menthatriene","2,4-Decadienal",Bisabolol (unknown isomer),cis-beta-Santalol,"2,3-Dimethylpyrazine","2,6-Dimethylpyrazine",cis-Isopiperitenol,(E)-2-Hexenyl butyrate,"(E,Z)-1,3,5-Undecatriene","6-Methyl-4,6-heptadien-2-one","(1,3E,5Z,8Z)-Undecatetraene",Dimethyl trisulfide,2-Undecenal,beta-Sesquiphellandral,"2,4-Decadienol",alpha-Phellandrol,4-Dodecenal,2-Ethyl-6-methylpyrazine,2-Ethyl-5-methylpyrazine,(Z)-Isogeraniol,1-Heptenyl-1 acetate,"1,3-Dimethyl-3-(4-methyl-3-pentenyl)-2-norbornanol"
"Celery seed (China) 1 - Apium graveolens L., fam. Apiaceae (Umbelliferae)",0.7216,0.0001,0.0105,0.0,0.0001,0.0074,0.0,0.0,0.0017,0.0,0.0,0.1217,0.0,0.0,0.0,0.0095,0.0,0.0,0.0,0.0002,0.0,0.0001,0.0,0.0076,0.0,0.0148,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0009,0.0,0.0205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256,0.0005,0.0,0.0,0.0,0.0002,0.0029,0.0,0.0,0.0241,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Celery seed (India) 3 - Apium graveolens L., fam. Apiaceae (Umbelliferae)",0.7216,0.0001,0.0105,0.0,0.0001,0.0074,0.0,0.0,0.0017,0.0,0.0,0.1217,0.0,0.0,0.0,0.0095,0.0,0.0,0.0,0.0002,0.0,0.0001,0.0,0.0076,0.0,0.0148,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0009,0.0,0.0205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256,0.0005,0.0,0.0,0.0,0.0002,0.001,0.0,0.0241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Citron (Italy) peel 1a - Citrus medica L., cultivar Diamante, fam. Rutaceae",0.6,0.0195,0.02,0.0,0.0001,0.0045,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0001,0.0,0.016,0.0001,0.0,0.0105,0.0,0.0,0.0,0.005,0.0025,0.0015,0.001,0.001,0.0,0.001,0.0,0.24,0.0,0.0025,0.0,0.001,0.002,0.0,0.0005,0.0,0.0005,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0005,0.02,0.0,0.0145,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0005,0.0001,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Citron (Italy) peel 1b - Citrus medica L., cultivar Diamante, fam. Rutaceae",0.601,0.014,0.013,0.0,0.0001,0.005,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0001,0.0,0.015,0.0001,0.0,0.01,0.0,0.0,0.0,0.004,0.002,0.0001,0.001,0.001,0.0,0.0001,0.0,0.246,0.0,0.006,0.0,0.003,0.002,0.0,0.0005,0.0,0.0005,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0001,0.001,0.021,0.0,0.015,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.002,0.0,0.0,0.0,0.0001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Citrus pennivesiculata peel, Moi - Citrus pennivesiculata (Luash.) Tan., cultivar Moi, fam. Rutaceae",0.712,0.049,0.005,0.0,0.0005,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.005,0.003,0.0,0.0,0.003,0.009,0.002,0.002,0.0005,0.0,0.0005,0.0,0.132,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0005,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0005,0.003,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Citrus volkameriana (Colombia) - Citrus volkameriana L., fam. Rutaceae",0.78,0.0095,0.0148,0.0,0.0,0.0055,0.0,0.0026,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0042,0.0,0.0,0.0,0.0,0.035,0.0003,0.0023,0.0006,0.0,0.0,0.0,0.076,0.0,0.0005,0.0,0.0,0.0,0.0,0.0004,0.0,0.0006,0.0004,0.0,0.0,0.004,0.0,0.0,0.0,0.0014,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0001,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.0,0.0005,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Clementine x Lemon (Italy) 1 - Citrus clementina Hort. ex Tan. x Citrus limon (L.) Burm., fam. Rutaceae",0.6981,0.0538,0.0145,0.0,0.0003,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0176,0.0004,0.0,0.0045,0.0014,0.0016,0.0005,0.0036,0.0407,0.0041,0.0052,0.0006,0.0,0.0086,0.0,0.0877,0.0,0.0019,0.0,0.0026,0.0048,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0001,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0124,0.0,0.0,0.0,0.0,0.0,0.0,0.0099,0.0,0.0,0.0,0.0,0.0003,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lemon (Argentina) 1 - Citrus limon (L.) Burm. f., fam. Rutaceae",0.7029,0.11,0.0161,0.0,0.0005,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0163,0.0,0.0,0.0032,0.0,0.0,0.0001,0.0013,0.004,0.0012,0.0011,0.0004,0.0,0.002,0.0,0.075,0.0,0.0056,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0008,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
