Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Balsamite/Costmary (Iran) - Chrysanthemum balsamita L., fam. Asteraceae (Compositae)","Spearmint, scotch (USA) 1 - Mentha gracilis Sole, fam. Lamiaceae (Labiatae)",0.9000526609947962,Carvone,0.68,Limonene,0.08,"1,8-Cineole",0.03,alpha-Pinene,0.02,beta-Bisabolene,0.01
"Balsamite/Costmary (Lithuania) 1a - Chrysanthemum balsamita L., fam. Asteraceae (Compositae)","Balsamite/Costmary (Lithuania) 1b - Chrysanthemum balsamita L., fam. Asteraceae (Compositae)",0.9159546210124984,Carvone,0.6,alpha-Thujone,0.13,"1,8-Cineole",0.04,beta-Bisabolene,0.03,beta-Thujone,0.02
"Balsamite/Costmary (Lithuania) 1b - Chrysanthemum balsamita L., fam. Asteraceae (Compositae)","Balsamite/Costmary (Lithuania) 1a - Chrysanthemum balsamita L., fam. Asteraceae (Compositae)",0.9159546210124984,Carvone,0.61,alpha-Thujone,0.1,T-Muurolol,0.03,"1,8-Cineole",0.02,"trans-p-Mentha-2,8-dien-1-ol",0.01
"Mentha longifolia ssp. petiolata (Greece) 2 - Mentha longifolia (L.) ssp. petiolata (Chemotype II), fam. Lamiaceae","Mentha spicata (Greece) Chemotype II - Mentha spicata L. (Chemotype II), fam. Lamiaceae (Labiatae)",0.962575527802634,Carvone,0.43,Dihydrocarvone,0.14,"1,8-Cineole",0.07,Perillyl alcohol,0.04,alpha-Terpinyl acetate,0.04
"Mentha spicata (Greece) Chemotype II - Mentha spicata L. (Chemotype II), fam. Lamiaceae (Labiatae)","Mentha longifolia ssp. petiolata (Greece) 2 - Mentha longifolia (L.) ssp. petiolata (Chemotype II), fam. Lamiaceae",0.962575527802634,Carvone,0.43,Dihydrocarvone,0.16,"1,8-Cineole",0.06,alpha-Terpinyl acetate,0.04,Perillyl alcohol,0.04
"Spearmint, scotch (USA) 1 - Mentha gracilis Sole, fam. Lamiaceae (Labiatae)","Balsamite/Costmary (Iran) - Chrysanthemum balsamita L., fam. Asteraceae (Compositae)",0.9000526609947962,Carvone,0.67,Limonene,0.09,"1,8-Cineole",0.03,Myrcene,0.02,cis-Carvyl acetate,0.02
"Spearmint, scotch (USA) 2 - Mentha gracilis Sole, fam. Lamiaceae (Labiatae)","Spearmint, scotch (USA) 3 - Mentha gracilis Sole, fam. Lamiaceae (Labiatae)",0.9409723160348188,Carvone,0.66,Limonene,0.18,cis-Dihydrocarvone,0.03,3-Octanol,0.02,"1,8-Cineole",0.01
"Spearmint, scotch (USA) 3 - Mentha gracilis Sole, fam. Lamiaceae (Labiatae)","Spearmint, scotch (USA) 2 - Mentha gracilis Sole, fam. Lamiaceae (Labiatae)",0.9409723160348188,Carvone,0.69,Limonene,0.16,3-Octanol,0.02,cis-Dihydrocarvone,0.02,"1,8-Cineole",0.02
