Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Ajowan (Iran) aerial part - Trachyspermum copticum (L.) Link., fam. Apiaceae (Umbelliferae)","Ajowan (Iran) seed - Trachyspermum copticum (L.) Link., fam. Apiaceae (Umbelliferae)",0.9109192867440438,Thymol,0.43,gamma-Terpinene,0.38,para-Cymene,0.14,Myrcene,0.01,Limonene,0.01
"Ajowan (Iran) seed - Trachyspermum copticum (L.) Link., fam. Apiaceae (Umbelliferae)","Ajowan (Iran) aerial part - Trachyspermum copticum (L.) Link., fam. Apiaceae (Umbelliferae)",0.9109192867440438,Thymol,0.46,gamma-Terpinene,0.36,para-Cymene,0.14,Myrcene,0.01,beta-Pinene,0.01
