Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Orange leaf, sweet (Italy) 2a Valencia Late - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae","Orange leaf, sweet (Italy) 3 Valencia late - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae",0.912416683876463,Sabinene,0.41,Linalool,0.15,Terpinen-4-ol,0.07,(E)-beta-Ocimene,0.06,delta-3-Carene,0.04
"Orange leaf, sweet (Italy) 3 Valencia late - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae","Orange leaf, sweet (Italy) 2a Valencia Late - Citrus sinensis (L.) Osbeck, cultivar Valencia late, fam. Rutaceae",0.912416683876463,Sabinene,0.41,Linalool,0.15,(E)-beta-Ocimene,0.09,Terpinen-4-ol,0.06,Limonene,0.05
